Bien jurídico afectado;(Todas);;;;;;;;;;;;
Tipo de delito;(Todas);;;;;;;;;;;;
Subtipo de delito;(Todas);;;;;;;;;;;;
Modalidad;(Todas);;;;;;;;;;;;
;;;;;;;;;;;;;
Suma de Total;;;Etiquetas de columna;;;;;;;;;;
Etiquetas de fila;Cve# Municipio;Municipio;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Oaxaca;20294;San Pablo Huitzo;;;7;117;80;71;93;98;93;96;86
Oaxaca;20295;San Pablo Huixtepec;;;9;131;129;87;107;120;88;73;55
Oaxaca;20296;San Pablo Macuiltianguis;;;1;3;3;3;0;3;2;2;3
Oaxaca;20297;San Pablo Tijaltepec;;;0;0;0;0;3;0;2;1;0
Oaxaca;20298;San Pablo Villa de Mitla;;;13;113;100;61;81;89;92;89;120
Oaxaca;20299;San Pablo Yaganiza;;;0;3;2;1;2;0;4;0;4
Oaxaca;20300;San Pedro Amuzgos;;;4;26;14;23;23;16;13;14;17
Oaxaca;20301;San Pedro Apóstol;;;3;24;14;4;8;11;24;14;11
Oaxaca;20302;San Pedro Atoyac;;;2;28;24;29;26;27;19;16;7
Oaxaca;20303;San Pedro Cajonos;;;0;3;2;1;5;2;2;1;0
Oaxaca;20304;San Pedro Coxcaltepec Cántaros;;;0;4;1;0;4;1;0;3;5
Oaxaca;20305;San Pedro Comitancillo;;;0;19;18;24;14;27;30;19;22
Oaxaca;20306;San Pedro el Alto;;;1;11;0;6;4;5;3;7;10
Oaxaca;20307;San Pedro Huamelula;;;5;48;48;32;52;40;58;46;27
Oaxaca;20308;San Pedro Huilotepec;;;2;24;20;17;19;18;22;17;19
Oaxaca;20309;San Pedro Ixcatlán;;;6;38;38;26;24;27;26;31;12
Oaxaca;20310;San Pedro Ixtlahuaca;;;4;90;119;144;136;141;130;139;130
Oaxaca;20311;San Pedro Jaltepetongo;;;0;1;0;2;1;3;5;3;4
Oaxaca;20312;San Pedro Jicayán;;;2;46;78;72;56;45;45;45;37
Oaxaca;20313;San Pedro Jocotipac;;;0;1;3;2;1;2;1;0;1
Oaxaca;20314;San Pedro Juchatengo;;;2;2;3;4;3;3;7;4;5
Oaxaca;20315;San Pedro Mártir;;;3;27;20;26;19;20;11;15;10
Oaxaca;20316;San Pedro Mártir Quiechapa;;;2;2;0;2;0;0;1;1;3
Oaxaca;20317;San Pedro Mártir Yucuxaco;;;1;6;3;7;6;8;15;14;9
Oaxaca;20318;San Pedro Mixtepec Distrito 22;334;768;890;1095;1106;1039;1065;1262;1123;979;657
Oaxaca;20319;San Pedro Mixtepec Distrito 26;;;0;27;11;8;2;5;4;6;1
Oaxaca;20320;San Pedro Molinos;;;0;4;5;4;3;4;4;0;1
Oaxaca;20321;San Pedro Nopala;;;0;0;1;1;3;5;2;2;3
Oaxaca;20322;San Pedro Ocopetatillo;;;0;1;4;5;5;8;4;2;2
Oaxaca;20323;San Pedro Ocotepec;;;0;0;3;2;1;2;2;1;0
Oaxaca;20324;San Pedro Pochutla;186;651;529;659;783;751;853;789;776;606;465
Oaxaca;20325;San Pedro Quiatoni;;;0;10;13;9;10;14;3;13;15
Oaxaca;20326;San Pedro Sochiápam;;;2;14;12;15;18;24;22;29;17
Oaxaca;20327;San Pedro Tapanatepec;;;10;90;79;53;58;78;103;82;56
Oaxaca;20328;San Pedro Taviche;;;0;8;3;1;2;0;2;4;3
Oaxaca;20329;San Pedro Teozacoalco;;;0;2;2;4;4;4;11;3;6
Oaxaca;20330;San Pedro Teutila;;;0;9;10;5;5;12;10;13;9
Oaxaca;20331;San Pedro Tidaá;;;0;2;2;1;5;2;1;0;2
Oaxaca;20332;San Pedro Topiltepec;;;0;1;4;1;6;2;0;2;0
Oaxaca;20333;San Pedro Totolápam;;;2;25;28;20;17;25;26;21;24
Oaxaca;20334;Villa de Tututepec;49;234;238;315;207;233;192;291;256;277;251
Oaxaca;20335;San Pedro Yaneri;;;0;1;6;7;5;5;1;5;3
Oaxaca;20336;San Pedro Yólox;;;0;0;1;1;1;1;0;2;0
Oaxaca;20337;San Pedro y San Pablo Ayutla;;;2;78;60;26;21;21;19;28;38
Oaxaca;20338;Villa de Etla;;;28;345;317;324;313;292;295;282;190
Oaxaca;20339;San Pedro y San Pablo Teposcolula;;;7;33;43;43;46;55;57;50;40
Oaxaca;20340;San Pedro y San Pablo Tequixtepec;;;0;14;13;8;15;14;20;12;9
Oaxaca;20341;San Pedro Yucunama;;;0;0;2;0;0;0;0;2;0
Oaxaca;20342;San Raymundo Jalpan;;;7;55;78;67;52;69;73;59;36
Oaxaca;20343;San Sebastián Abasolo;;;1;11;8;9;10;7;8;18;11
Oaxaca;20344;San Sebastián Coatlán;;;0;5;9;4;11;8;9;13;7
Oaxaca;20345;San Sebastián Ixcapa;;;3;30;33;32;44;32;25;24;15
Oaxaca;20346;San Sebastián Nicananduta;;;1;2;3;6;6;8;1;5;3
Oaxaca;20347;San Sebastián Río Hondo;;;0;10;13;10;4;8;13;7;7
Oaxaca;20348;San Sebastián Tecomaxtlahuaca;;;5;24;32;27;37;37;30;20;25
Oaxaca;20349;San Sebastián Teitipac;;;1;27;19;25;23;21;19;15;36
Oaxaca;20350;San Sebastián Tutla;;;16;200;242;222;256;257;192;156;160
Oaxaca;20351;San Simón Almolongas;;;1;12;11;7;9;11;11;10;6
Oaxaca;20352;San Simón Zahuatlán;;;1;5;11;6;8;15;16;18;12
Oaxaca;20353;Santa Ana;;;0;0;3;3;8;6;6;1;2
Oaxaca;20354;Santa Ana Ateixtlahuaca;;;0;0;0;0;0;0;0;2;1
Oaxaca;20355;Santa Ana Cuauhtémoc;;;0;2;2;1;1;6;4;2;3
Oaxaca;20356;Santa Ana del Valle;;;0;9;15;9;9;11;8;7;16
Oaxaca;20357;Santa Ana Tavela;;;1;0;4;1;0;1;1;1;1
Oaxaca;20358;Santa Ana Tlapacoyan;;;1;15;22;15;14;11;16;16;4
Oaxaca;20359;Santa Ana Yareni;;;0;0;0;1;1;0;1;1;0
Oaxaca;20360;Santa Ana Zegache;;;5;42;48;57;49;46;46;37;33
Oaxaca;20361;Santa Catalina Quierí;;;0;5;11;4;6;6;3;0;1
Oaxaca;20362;Santa Catarina Cuixtla;;;0;4;6;2;4;7;8;7;4
Oaxaca;20363;Santa Catarina Ixtepeji;;;0;7;8;8;7;7;6;12;15
Oaxaca;20364;Santa Catarina Juquila;;;7;119;136;85;108;75;103;187;102
Oaxaca;20365;Santa Catarina Lachatao;;;0;12;9;9;5;3;1;6;3
Oaxaca;20366;Santa Catarina Loxicha;;;2;13;13;12;12;12;11;17;11
Oaxaca;20367;Santa Catarina Mechoacán;;;2;9;11;17;11;12;9;12;16
Oaxaca;20368;Santa Catarina Minas;;;0;11;19;18;13;8;8;11;13
Oaxaca;20369;Santa Catarina Quiané;;;7;14;22;21;32;20;20;12;12
Oaxaca;20370;Santa Catarina Tayata;;;0;3;4;1;0;1;4;0;1
Oaxaca;20371;Santa Catarina Ticuá;;;0;1;1;1;2;1;2;0;0
Oaxaca;20372;Santa Catarina Yosonotú;;;0;2;10;7;3;6;4;5;0
Oaxaca;20373;Santa Catarina Zapoquila;;;0;0;4;4;1;1;2;0;0
Oaxaca;20374;Santa Cruz Acatepec;;;0;7;15;25;7;12;6;12;16
Oaxaca;20375;Santa Cruz Amilpas;;;10;104;161;131;162;154;145;139;95
Oaxaca;20376;Santa Cruz de Bravo;;;0;1;1;2;0;2;5;2;3
Oaxaca;20377;Santa Cruz Itundujia;;;4;16;17;13;14;20;15;17;10
Oaxaca;20378;Santa Cruz Mixtepec;;;3;13;31;22;25;36;17;23;8
Oaxaca;20379;Santa Cruz Nundaco;;;1;9;6;5;9;12;6;7;1
Oaxaca;20380;Santa Cruz Papalutla;;;1;16;11;11;6;12;6;11;18
Oaxaca;20381;Santa Cruz Tacache de Mina;;;0;12;9;3;9;8;4;9;7
Oaxaca;20382;Santa Cruz Tacahua;;;0;3;1;1;1;0;1;1;2
Oaxaca;20383;Santa Cruz Tayata;;;0;0;3;0;1;2;0;1;0
Oaxaca;20384;Santa Cruz Xitla;;;0;13;20;15;17;17;8;9;4
Oaxaca;20385;Santa Cruz Xoxocotlán;40;1024;1193;1408;1456;1256;1558;1475;1345;1183;978
Oaxaca;20386;Santa Cruz Zenzontepec;;;2;30;15;37;31;23;29;34;23
Oaxaca;20387;Santa Gertrudis;;;1;31;19;14;32;22;29;13;16
Oaxaca;20388;Santa Inés del Monte;;;1;6;2;6;15;24;21;11;11
Oaxaca;20389;Santa Inés Yatzeche;;;1;9;5;19;11;17;2;6;1
Oaxaca;20390;Santa Lucía del Camino;12;731;796;853;952;842;1008;923;777;679;528
Oaxaca;20391;Santa Lucía Miahuatlán;;;2;10;10;5;12;7;4;1;7
Oaxaca;20392;Santa Lucía Monteverde;;;2;8;8;7;8;11;11;7;11
Oaxaca;20393;Santa Lucía Ocotlán;;;1;16;14;20;16;12;18;12;14
Oaxaca;20394;Santa María Alotepec;;;1;9;6;10;15;4;11;9;6
Oaxaca;20395;Santa María Apazco;;;2;8;7;3;4;2;11;14;8
Oaxaca;20396;Santa María la Asunción;;;0;3;7;3;7;6;6;8;6
Oaxaca;20397;Heroica Ciudad de Tlaxiaco;203;535;504;452;521;438;505;507;612;526;318
Oaxaca;20398;Ayoquezco de Aldama;;;1;43;29;35;37;38;30;22;12
Oaxaca;20399;Santa María Atzompa;6;265;285;335;334;402;457;460;519;371;275
Oaxaca;20400;Santa María Camotlán;;;1;3;9;5;7;7;1;7;4
Oaxaca;20401;Santa María Colotepec;10;261;323;315;395;376;557;703;538;468;321
Oaxaca;20402;Santa María Cortijo;;;0;12;13;5;7;13;13;13;3
Oaxaca;20403;Santa María Coyotepec;;;3;50;62;41;56;46;60;44;51
Oaxaca;20404;Santa María Chachoápam;;;0;2;3;5;6;5;2;3;0
Oaxaca;20405;Villa de Chilapa de Díaz;;;0;4;7;6;6;15;9;10;2
Oaxaca;20406;Santa María Chilchotla;;;0;32;37;22;34;67;40;49;29
Oaxaca;20407;Santa María Chimalapa;;;0;10;13;13;12;12;34;13;8
Oaxaca;20408;Santa María del Rosario;;;0;4;2;2;0;2;0;3;0
Oaxaca;20409;Santa María del Tule;;;6;101;102;97;115;132;116;85;74
Oaxaca;20410;Santa María Ecatepec;;;1;6;6;4;4;6;12;5;9
Oaxaca;20411;Santa María Guelacé;;;0;8;6;5;4;6;3;5;4
Oaxaca;20412;Santa María Guienagati;;;0;6;8;3;8;5;8;5;2
Oaxaca;20413;Santa María Huatulco;197;577;440;602;572;447;453;582;866;867;576
Oaxaca;20414;Santa María Huazolotitlán;;;7;26;47;50;55;32;41;55;46
Oaxaca;20415;Santa María Ipalapa;;;1;8;7;6;12;15;5;6;7
Oaxaca;20416;Santa María Ixcatlán;;;0;0;0;0;0;1;0;1;0
Oaxaca;20417;Santa María Jacatepec;;;3;44;39;41;42;43;36;45;46
Oaxaca;20418;Santa María Jalapa del Marqués;;;7;88;62;59;73;74;71;98;85
Oaxaca;20419;Santa María Jaltianguis;;;0;1;2;0;5;3;1;0;1
Oaxaca;20420;Santa María Lachixío;;;0;8;3;3;6;1;4;1;2
Oaxaca;20421;Santa María Mixtequilla;;;2;40;33;37;59;47;64;49;41
Oaxaca;20422;Santa María Nativitas;;;0;2;5;4;6;6;6;6;7
Oaxaca;20423;Santa María Nduayaco;;;0;0;3;1;0;2;2;2;0
Oaxaca;20424;Santa María Ozolotepec;;;1;13;13;10;5;3;4;2;6
Oaxaca;20425;Santa María Pápalo;;;0;1;4;0;4;4;2;7;3
Oaxaca;20426;Santa María Peñoles;;;0;18;20;18;10;13;12;12;15
Oaxaca;20427;Santa María Petapa;;;4;77;97;83;112;115;102;83;48
Oaxaca;20428;Santa María Quiegolani;;;3;1;0;1;2;8;6;6;4
Oaxaca;20429;Santa María Sola;;;0;5;9;2;7;8;2;6;2
Oaxaca;20430;Santa María Tataltepec;;;0;0;4;0;0;0;3;1;0
Oaxaca;20431;Santa María Tecomavaca;;;0;7;11;13;30;20;19;15;15
Oaxaca;20432;Santa María Temaxcalapa;;;0;1;0;4;1;2;2;3;3
Oaxaca;20433;Santa María Temaxcaltepec;;;0;3;2;21;14;4;4;5;7
Oaxaca;20434;Santa María Teopoxco;;;0;12;12;19;13;13;8;9;5
Oaxaca;20435;Santa María Tepantlali;;;1;3;5;2;5;5;8;8;4
Oaxaca;20436;Santa María Texcatitlán;;;0;0;7;3;2;6;6;5;5
Oaxaca;20437;Santa María Tlahuitoltepec;;;0;5;11;15;9;17;12;10;12
Oaxaca;20438;Santa María Tlalixtac;;;0;2;3;1;3;1;3;8;6
Oaxaca;20439;Santa María Tonameca;11;191;177;145;232;231;270;295;313;223;175
Oaxaca;20440;Santa María Totolapilla;;;0;3;2;0;3;2;3;5;1
Oaxaca;20441;Santa María Xadani;;;7;34;53;49;40;40;46;49;16
Oaxaca;20442;Santa María Yalina;;;1;1;2;0;3;1;1;0;0
Oaxaca;20443;Santa María Yavesía;;;0;2;1;1;0;1;0;1;0
Oaxaca;20444;Santa María Yolotepec;;;0;1;0;1;1;0;2;0;1
Oaxaca;20445;Santa María Yosoyúa;;;0;6;4;1;3;2;2;4;4
Oaxaca;20446;Santa María Yucuhiti;;;1;8;10;8;4;6;8;4;5
Oaxaca;20447;Santa María Zacatepec;;;0;39;39;38;48;53;39;35;36
Oaxaca;20448;Santa María Zaniza;;;0;2;5;2;2;0;1;0;2
Oaxaca;20449;Santa María Zoquitlán;;;1;2;1;14;4;8;2;8;4
Oaxaca;20450;Santiago Amoltepec;;;3;23;49;32;32;26;48;30;37
Oaxaca;20451;Santiago Apoala;;;0;1;0;2;5;0;3;5;1
Oaxaca;20452;Santiago Apóstol;;;2;32;22;18;32;21;28;25;19
Oaxaca;20453;Santiago Astata;;;5;19;22;39;26;12;27;28;31
Oaxaca;20454;Santiago Atitlán;;;0;4;7;5;5;8;11;14;11
Oaxaca;20455;Santiago Ayuquililla;;;0;11;11;13;9;9;8;12;11
Oaxaca;20456;Santiago Cacaloxtepec;;;0;10;19;18;9;16;9;19;7
Oaxaca;20457;Santiago Camotlán;;;0;5;5;7;9;3;3;4;3
Oaxaca;20458;Santiago Comaltepec;;;1;9;6;3;4;3;4;2;2
Oaxaca;20459;Santiago Chazumba;;;0;28;20;23;19;48;59;36;22
Oaxaca;20460;Santiago Choápam;;;1;13;18;19;25;20;16;16;7
Oaxaca;20461;Santiago del Río;;;0;1;1;5;10;4;2;2;4
Oaxaca;20462;Santiago Huajolotitlán;;;0;40;57;39;41;44;33;54;46
Oaxaca;20463;Santiago Huauclilla;;;0;3;1;1;2;0;3;1;3
Oaxaca;20464;Santiago Ihuitlán Plumas;;;0;1;3;1;5;4;3;3;7
Oaxaca;20465;Santiago Ixcuintepec;;;1;2;9;5;6;3;17;8;8
Oaxaca;20466;Santiago Ixtayutla;;;2;15;27;39;30;42;41;34;37
Oaxaca;20467;Santiago Jamiltepec;;;14;157;132;139;138;124;125;129;116
Oaxaca;20468;Santiago Jocotepec;;;4;42;47;19;32;36;35;35;43
Oaxaca;20469;Santiago Juxtlahuaca;89;219;224;205;225;210;219;224;209;197;135
Oaxaca;20470;Santiago Lachiguiri;;;0;18;4;16;19;13;17;15;9
Oaxaca;20471;Santiago Lalopa;;;1;0;0;0;0;0;1;0;0
Oaxaca;20472;Santiago Laollaga;;;1;11;13;21;23;28;27;23;26
Oaxaca;20473;Santiago Laxopa;;;0;6;5;3;7;17;3;4;4
Oaxaca;20474;Santiago Llano Grande;;;0;23;31;50;28;19;22;16;18
Oaxaca;20475;Santiago Matatlán;;;5;45;42;31;63;53;47;69;56
Oaxaca;20476;Santiago Miltepec;;;0;10;5;2;7;1;4;6;3
Oaxaca;20477;Santiago Minas;;;0;3;0;1;1;2;5;3;4
Oaxaca;20478;Santiago Nacaltepec;;;0;0;3;1;1;3;8;3;4
Oaxaca;20479;Santiago Nejapilla;;;0;0;2;0;1;3;0;2;0
Oaxaca;20480;Santiago Nundiche;;;0;2;4;7;3;7;2;2;2
Oaxaca;20481;Santiago Nuyoó;;;0;3;2;1;0;0;1;2;0
Oaxaca;20482;Santiago Pinotepa Nacional;274;784;555;681;1034;931;784;713;724;708;485
Oaxaca;20483;Santiago Suchilquitongo;;;3;65;77;96;100;99;115;103;89
Oaxaca;20484;Santiago Tamazola;;;3;6;15;13;5;13;17;13;6
Oaxaca;20485;Santiago Tapextla;;;0;9;6;10;15;15;11;20;7
Oaxaca;20486;Villa Tejúpam de la Unión;;;1;16;13;15;12;39;15;14;19
Oaxaca;20487;Santiago Tenango;;;1;3;8;7;9;11;9;9;12
Oaxaca;20488;Santiago Tepetlapa;;;0;0;0;0;1;1;0;0;0
Oaxaca;20489;Santiago Tetepec;;;2;9;16;17;9;12;9;14;20
Oaxaca;20490;Santiago Texcalcingo;;;1;6;2;4;10;3;9;6;5
Oaxaca;20491;Santiago Textitlán;;;0;12;9;14;16;10;3;4;4
Oaxaca;20492;Santiago Tilantongo;;;0;8;8;7;7;12;7;3;5
Oaxaca;20493;Santiago Tillo;;;0;0;5;3;2;2;5;1;1
Oaxaca;20494;Santiago Tlazoyaltepec;;;2;23;25;20;5;12;16;21;8
Oaxaca;20495;Santiago Xanica;;;1;7;16;4;6;11;5;3;5
Oaxaca;20496;Santiago Xiacuí;;;0;7;12;11;12;7;7;10;2
Oaxaca;20497;Santiago Yaitepec;;;1;15;10;10;6;11;19;21;14
Oaxaca;20498;Santiago Yaveo;;;1;23;25;20;16;25;8;22;27
Oaxaca;20499;Santiago Yolomécatl;;;1;12;11;8;13;29;18;14;8
Oaxaca;20500;Santiago Yosondúa;;;1;12;17;14;8;7;13;12;12
Oaxaca;20501;Santiago Yucuyachi;;;0;3;3;7;1;4;4;2;3
Oaxaca;20502;Santiago Zacatepec;;;0;27;33;14;19;11;12;22;14
Oaxaca;20503;Santiago Zoochila;;;0;1;0;1;0;0;1;1;2
Oaxaca;20504;Nuevo Zoquiápam;;;0;5;7;3;4;3;2;3;3
Oaxaca;20505;Santo Domingo Ingenio;;;3;23;24;30;28;36;38;28;16
Oaxaca;20506;Santo Domingo Albarradas;;;0;8;4;0;1;1;4;2;0
Oaxaca;20507;Santo Domingo Armenta;;;1;16;16;32;17;10;14;17;18
Oaxaca;20508;Santo Domingo Chihuitán;;;1;2;11;7;10;32;30;16;13
Oaxaca;20509;Santo Domingo de Morelos;;;3;10;30;25;34;32;18;23;20
Oaxaca;20510;Santo Domingo Ixcatlán;;;1;2;4;3;2;3;5;1;3
Oaxaca;20511;Santo Domingo Nuxaá;;;1;11;3;9;13;10;16;12;11
Oaxaca;20512;Santo Domingo Ozolotepec;;;0;2;5;3;1;7;6;1;1
Oaxaca;20513;Santo Domingo Petapa;;;0;23;25;43;46;38;46;52;42
Oaxaca;20514;Santo Domingo Roayaga;;;0;4;1;1;2;1;0;3;2
Oaxaca;20515;Santo Domingo Tehuantepec;267;641;560;1137;1132;945;1042;1119;1056;934;889
Oaxaca;20516;Santo Domingo Teojomulco;;;0;14;9;8;14;8;7;6;0
Oaxaca;20517;Santo Domingo Tepuxtepec;;;2;11;7;6;7;11;20;23;9
Oaxaca;20518;Santo Domingo Tlatayápam;;;0;1;2;0;0;0;0;0;0
Oaxaca;20519;Santo Domingo Tomaltepec;;;1;14;25;14;15;14;17;22;14
Oaxaca;20520;Santo Domingo Tonalá;;;0;37;33;30;31;27;26;23;13
Oaxaca;20521;Santo Domingo Tonaltepec;;;0;2;2;0;2;2;2;1;0
Oaxaca;20522;Santo Domingo Xagacía;;;0;3;1;3;7;6;5;3;3
Oaxaca;20523;Santo Domingo Yanhuitlán;;;0;14;5;10;17;11;15;15;8
Oaxaca;20524;Santo Domingo Yodohino;;;0;1;0;0;2;1;2;0;1
Oaxaca;20525;Santo Domingo Zanatepec;;;3;95;58;131;80;67;95;88;56
Oaxaca;20526;Santos Reyes Nopala;;;3;71;60;45;56;62;52;64;54
Oaxaca;20527;Santos Reyes Pápalo;;;0;2;3;3;4;7;9;5;4
Oaxaca;20528;Santos Reyes Tepejillo;;;0;2;0;1;4;4;5;3;6
Oaxaca;20529;Santos Reyes Yucuná;;;1;2;0;0;4;1;2;0;1
Oaxaca;20530;Santo Tomás Jalieza;;;1;10;25;18;27;24;15;19;22
Oaxaca;20531;Santo Tomás Mazaltepec;;;0;6;4;10;12;9;6;11;13
Oaxaca;20532;Santo Tomás Ocotepec;;;1;3;8;2;3;4;9;10;7
Oaxaca;20533;Santo Tomás Tamazulapan;;;0;12;29;12;19;26;16;19;12
Oaxaca;20534;San Vicente Coatlán;;;0;11;10;10;14;8;12;6;5
Oaxaca;20535;San Vicente Lachixío;;;1;6;1;3;5;2;7;4;0
Oaxaca;20536;San Vicente Nuñú;;;0;1;2;1;1;3;0;1;0
Oaxaca;20537;Silacayoápam;;;2;26;64;49;45;50;65;46;46
Oaxaca;20538;Sitio de Xitlapehua;;;2;4;6;4;11;7;4;5;1
Oaxaca;20539;Soledad Etla;;;7;42;74;72;94;97;98;55;66
Oaxaca;20540;Villa de Tamazulápam del Progreso;;;2;73;61;60;79;86;98;78;59
Oaxaca;20541;Tanetze de Zaragoza;;;0;4;2;7;8;5;6;3;2
Oaxaca;20542;Taniche;;;0;2;8;12;15;8;14;13;10
Oaxaca;20543;Tataltepec de Valdés;;;2;12;20;7;11;7;10;10;5
Oaxaca;20544;Teococuilco de Marcos Pérez;;;1;0;1;1;5;4;3;2;4
Oaxaca;20545;Teotitlán de Flores Magón;;;7;143;150;159;164;184;165;196;150
Oaxaca;20546;Teotitlán del Valle;;;1;33;34;27;42;29;34;39;44
Oaxaca;20547;Teotongo;;;0;8;6;23;5;17;20;4;1
Oaxaca;20548;Tepelmeme Villa de Morelos;;;2;24;15;23;24;33;52;44;27
Oaxaca;20549;Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca;;;4;33;61;68;62;58;60;30;25
Oaxaca;20550;San Jerónimo Tlacochahuaya;;;4;49;48;54;53;56;58;53;36
Oaxaca;20551;Tlacolula de Matamoros;;;41;710;644;813;633;590;690;666;599
Oaxaca;20552;Tlacotepec Plumas;;;0;1;1;2;3;0;2;1;1
Oaxaca;20553;Tlalixtac de Cabrera;;;11;127;200;154;132;153;173;145;116
Oaxaca;20554;Totontepec Villa de Morelos;;;0;6;7;7;8;5;8;4;12
Oaxaca;20555;Trinidad Zaachila;;;0;6;10;20;20;17;14;20;8
Oaxaca;20556;La Trinidad Vista Hermosa;;;0;0;5;0;3;4;1;2;1
Oaxaca;20557;Unión Hidalgo;;;5;81;64;64;75;122;83;64;51
Oaxaca;20558;Valerio Trujano;;;1;6;9;14;15;14;22;19;5
Oaxaca;20559;San Juan Bautista Valle Nacional;34;70;80;128;78;90;98;110;91;89;153
Oaxaca;20560;Villa Díaz Ordaz;;;2;24;18;22;22;22;12;35;25
Oaxaca;20561;Yaxe;;;0;7;16;13;24;19;13;11;12
Oaxaca;20562;Magdalena Yodocono de Porfirio Díaz;;;1;7;3;8;9;4;8;17;2
Oaxaca;20563;Yogana;;;0;3;4;4;3;4;4;3;3
Oaxaca;20564;Yutanduchi de Guerrero;;;0;2;3;1;3;1;0;3;3
Oaxaca;20565;Villa de Zaachila;11;510;549;780;934;714;723;788;761;499;540
Oaxaca;20566;San Mateo Yucutindoo;;;1;11;12;6;5;4;6;4;6
Oaxaca;20567;Zapotitlán Lagunas;;;2;1;5;13;7;7;13;14;1
Oaxaca;20568;Zapotitlán Palmas;;;1;15;10;10;21;17;33;16;17
Oaxaca;20569;Santa Inés de Zaragoza;;;0;5;4;3;5;7;4;4;2
Oaxaca;20570;Zimatlán de Álvarez;;;28;482;430;458;426;407;356;344;277
Oaxaca;20999;Otros Municipios;1666;9756;8061;6;257;80;54;65;77;36;4
Puebla;21001;Acajete;224;241;347;503;455;366;448;455;429;627;645
Puebla;21002;Acateno;21;33;44;49;62;79;79;59;56;71;55
Puebla;21003;Acatlán;195;263;213;224;386;340;319;308;304;295;343
Puebla;21004;Acatzingo;357;344;356;880;817;313;355;467;501;602;691
Puebla;21005;Acteopan;3;4;7;10;1;8;3;5;3;5;7
Puebla;21006;Ahuacatlán;32;13;10;30;28;35;37;37;44;53;54
Puebla;21007;Ahuatlán;3;2;9;7;11;7;11;8;9;7;10
Puebla;21008;Ahuazotepec;81;46;52;62;123;182;159;123;89;118;130
Puebla;21009;Ahuehuetitla;6;8;4;9;19;22;24;16;20;23;18
Puebla;21010;Ajalpan;142;110;139;144;215;279;213;280;281;212;244
Puebla;21011;Albino Zertuche;5;0;2;2;2;2;0;3;5;3;1
Puebla;21012;Aljojuca;61;53;76;102;65;53;42;51;50;61;54
Puebla;21013;Altepexi;61;56;69;55;125;124;115;139;94;113;130
Puebla;21014;Amixtlán;10;6;5;6;11;8;16;17;3;18;13
Puebla;21015;Amozoc;930;937;1295;1458;1892;1872;1948;2149;2448;2543;2441
Puebla;21016;Aquixtla;18;20;21;11;30;54;46;50;34;48;24
Puebla;21017;Atempan;78;107;82;117;171;211;269;191;186;214;213
Puebla;21018;Atexcal;1;5;8;10;18;14;16;16;8;12;13
Puebla;21019;Atlixco;2257;1483;864;1033;1899;1656;2137;2272;2451;2404;2319
Puebla;21020;Atoyatempan;17;27;8;15;33;46;33;35;32;40;51
Puebla;21021;Atzala;4;4;4;4;9;15;6;7;6;12;12
Puebla;21022;Atzitzihuacán;29;13;15;15;32;36;32;48;49;71;56
Puebla;21023;Atzitzintla;29;24;40;41;52;30;60;39;28;48;49
Puebla;21024;Axutla;0;4;4;2;6;6;8;10;5;7;8
Puebla;21025;Ayotoxco de Guerrero;46;25;44;28;33;40;61;39;56;40;42
Puebla;21026;Calpan;34;27;29;34;97;241;204;125;151;134;120
Puebla;21027;Caltepec;6;15;9;11;5;6;12;7;3;8;4
Puebla;21028;Camocuautla;7;1;0;2;1;1;2;1;4;2;4
Puebla;21029;Caxhuacan;9;5;0;6;6;16;10;19;9;8;8
Puebla;21030;Coatepec;2;3;1;4;11;6;8;6;2;6;2
Puebla;21031;Coatzingo;4;7;5;14;11;10;15;4;11;9;14
Puebla;21032;Cohetzala;2;1;3;2;13;4;10;2;5;5;3
Puebla;21033;Cohuecan;9;9;13;10;8;6;16;16;24;24;20
Puebla;21034;Coronango;279;237;385;416;576;765;792;799;815;997;974
Puebla;21035;Coxcatlán;64;46;69;73;110;94;131;97;130;112;102
Puebla;21036;Coyomeapan;15;13;10;18;19;28;35;30;23;18;23
Puebla;21037;Coyotepec;2;8;2;2;26;27;22;13;6;12;20
Puebla;21038;Cuapiaxtla de Madero;61;65;85;99;160;101;105;91;107;114;129
Puebla;21039;Cuautempan;6;15;9;25;23;27;25;16;25;27;34
Puebla;21040;Cuautinchán;26;31;32;29;41;56;76;91;91;103;118
Puebla;21041;Cuautlancingo;910;856;1382;1515;1873;1735;2213;2275;2332;2420;2284
Puebla;21042;Cuayuca de Andrade;2;6;14;5;25;15;9;8;6;6;5
Puebla;21043;Cuetzalan del Progreso;143;224;181;181;317;424;505;441;339;292;361
Puebla;21044;Cuyoaco;64;77;83;95;108;139;132;88;95;102;119
Puebla;21045;Chalchicomula de Sesma;502;756;381;459;524;495;442;470;506;506;520
Puebla;21046;Chapulco;22;32;36;50;44;44;61;65;79;71;49
Puebla;21047;Chiautla;95;71;131;226;218;171;144;117;108;139;133
Puebla;21048;Chiautzingo;75;31;43;72;91;114;129;107;87;120;92
Puebla;21049;Chiconcuautla;53;23;19;33;47;41;50;51;52;53;50
Puebla;21050;Chichiquila;17;25;29;22;29;39;26;34;19;40;18
Puebla;21051;Chietla;145;241;343;278;314;443;626;596;311;326;306
Puebla;21052;Chigmecatitlán;0;1;1;0;7;6;3;4;7;8;9
