FOLIO,MES,FECHA,DIA_SEM,INCIDENTE,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAMEN,HORA_ROBO,MIN_ROBO,HORARI_ROB,PROCESO,VIOLENCIA,ARMA_1,ARMA_2,PER_SOSP,CARAC_PER,T_VEH_SOS,GIRO_NEG,NOM_NEG,REPARTIDOR,DINERO,CANTIDAD,MONTO,TECNOLOGIA,COMPUTO,PANTALLA,CELULAR,ROPA,BICI_TRIC,JOYERIA,CARTERA,ELECTRODOM,HERRAMIENT,VEHICULO,MEDICAMENT,OTROS,CROQUETAS,CONSUMO,GASOLINA,PAGAR_CARR,S_DATOS,FARDERO,ALIAS,EMPLEADO,VEH_SOSP,RECUP_ART,LESIONADO,DETENIDO,AZOTEA,BOQUETE,CORTINA,VENTANA,PARTE_DEL,PARTE_TRAS,BANO,DOMO,SIN_DATOS,CIERRE_PRE,OID,LONG,LAT
149666,MAYO,26/05/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FRAC. RODOLFO LANDEROS GALLEGOS,459,CALLE,VIRGINIA OFELIA MARTINEZ G.,NULO,0,NULO,0,NULO,ALMA TISCAREðO,MARIA DEL CARMEN HERRERA R.,ESCARAMUZA,TERAN SUR,4,15,26,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,88,-102.25050000,21.90091700
153548,MAYO,29/05/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL CAMPESTRE 1,849,CALLE,MONTES APALACHES,NULO,124,NULO,0,NULO,UNIVERSIDAD,MONTE EVEREST,SIERRA MADRE OCCIDENTAL,POCITOS,12,14,21,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,89,-102.31460000,21.92162900
153978,MAYO,29/05/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,AVENIDA,UNIVERSIDAD,NULO,0,NULO,0,NULO,AGUASCALIENTES NORTE,SIERRA DE LAS PALOMAS,SIERRA DE TEPOZTLAN,POCITOS,21,35,24,SI,NO,NO,NO,2 HOMBRES,0,0,TAXISTA,TAXI 2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,2,0,0,0,0,0,0,0,0,,,90,-102.31320000,21.91575800
153998,MAYO,29/05/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,CORONEL JOSE FERRERO,NULO,0,NULO,0,NULO,JOSE MARIA GONZALEZ BOCANEGRA,RICARDO GARCIA MENDOZA,TENIENTE CORONEL MACARIO SARABIA,INSURGENTES,21,40,24,SI,NO,NO,NO,1 HOMBRE,"SUDADERA ROJO Y SHORT GRIS, SIN PELO",0,TAXISTA,TAXI 2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,91,-102.32440000,21.85405400
154572,MAYO,30/05/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,FATIMA,1119,PRIVADA,VALLE DE GUADALUPE,NULO,110,NULO,0,NULO,VALLE DE GUADALUPE,TEPOZTLAN,SAN MIGUEL EL ALTO,POCITOS,15,25,21,SI,SI,CONTUSA,NO,UNOS SUJETOS,VESTIMENTA TIPO CHOLO,0,TAXISTA,TAXI 2352,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,92,-102.30450000,21.91063500
155414,MAYO,31/05/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CONSTITUCION,794,AVENIDA,CONSTITUCION,NULO,0,NULO,0,NULO,ARTICULO 21,ARTICULO 23,ARTICULO 31,TERAN NORTE,0,0,20,NO,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,93,-102.28200000,21.93461400
155606,MAYO,31/05/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA ESTRELLA,483,CALLE,POLUX,NULO,203,NULO,0,NULO,LIRA,CENTAURY,DE LA CONVENCION DE 1914 ORIENTE,TERAN NORTE,0,0,21,NO,NO,NO,NO,1 PERSONA,0,0,TAXISTA,TAXI 556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,94,-102.28250000,21.90350200
157673,JUNIO,02/06/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,FATIMA,1119,PROLONGACION,GENERAL IGNACIO ZARAGOZA,NULO,104,NULO,0,NULO,SAN MIGUEL EL ALTO,TEPEZALA,TEPEZALA,POCITOS,9,50,20,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,95,-102.30220000,21.90984500
159405,JUNIO,03/06/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J. GUADALUPE PERALTA GAMEZ,411,CALLE,URBANISMO,NULO,0,NULO,0,NULO,PROCERES DE LA ENSEðANZA,TEODULO CASTAðEDA CAMACHO,CALIXTO SERNA VALDIVIA,TERAN SUR,16,39,22,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,96,-102.23860000,21.87514400
162478,JUNIO,06/06/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA MONTAðA,502P,CALLE,CONSTITUCIONALISTA,NULO,0,NULO,0,NULO,MONTA DE VALDEMADERA,SIERRA DE ALCUBIRRE,CERRO CALVITERO,TERAN NORTE,14,40,21,SI,SI,CORTANTE,NO,2 HOMBRES,0,0,TAXISTA,TAXI 2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,97,-102.26560000,21.93845000
162689,JUNIO,06/06/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,VALLADOLID,NULO,0,NULO,0,NULO,JESUS TERAN,JESUS MARIA,5 DE MAYO,CENTRO,19,13,23,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,0,,98,-102.29770000,21.88891800
164247,JUNIO,08/06/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,EJIDO,SALTO DE OJOCALIENTE,580,CALLE,BENITO JUAREZ,NULO,0,NULO,0,NULO,IGNACIO ALLENDE,GUADALUPE VICTORIA,JOSEFA ORTIZ DE DOMINGUEZ,MORELOS,14,10,21,SI,NO,NO,NO,2 HOMBRES,0,0,TAXISTA,TAXI 4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,99,-102.24980000,21.86758800
167690,JUNIO,10/06/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,FRANCISCO VILLA,934,BOULEVARD,LICENCIADO ADOLFO RUIZ CORTINES,NULO,0,NULO,0,NULO,PASEO DEL RIO,CIHUATLAN,NINGUNO,POCITOS,23,14,24,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,100,-102.32230000,21.87152000
168667,JUNIO,11/06/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,MACIAS ARELLANO,505,AVENIDA,PASEO DE LA SOLIDARIDAD,NULO,325,NULO,0,NULO,CAMINO AL COBANO,G,P,TERAN NORTE,19,43,23,SI,NO,NO,NO,2 HOMBRES Y 1 MUJER,0,0,TAXISTA,UBER,0,1,500,4500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULO,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,101,-102.28430000,21.90497100
170521,JUNIO,13/06/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,SAN SEBASTIAN,321P,AVENIDA,SAN SEBASTIAN,NULO,0,NULO,0,NULO,HEROE INMORTAL,SAN NICOLAS,SAN FERMIN 103,MORELOS,0,0,24,NO,NO,NO,NO,0,0,0,TAXISTA,TAXI 125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,102,-102.27110000,21.81907900
171766,JUNIO,15/06/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,CALLE,TRUENO,NULO,0,NULO,0,NULO,PINO DE LA SOLEDAD,THUYA,SICOMORO,TERAN NORTE,13,0,21,SI,SI,FUEGO,NO,2 HOMBRES,"MORENOS, 1 TATUAJES, 16 AðOS, 1.60 MTS. PLAYERA AZ0",0,TAXISTA,TAXI 4084,0,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,103,-102.24700000,21.92946400
172103,JUNIO,15/06/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,CORAL,NULO,0,NULO,0,NULO,PERLA,CUARZO,NINGUNO,TERAN SUR,20,15,23,SI,SI,PUNZANTE,NO,1 HOMBRE Y MUJER,"CHAMARRA ROJA Y PANTLON NEGRO, BLUSA NEGRA",0,TAXISTA,TAXI 487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,104,-102.21860000,21.88981100
172107,JUNIO,15/06/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,CALLE,CAðADA,NULO,0,NULO,0,NULO,CELESTINO LOPEZ SANCHEZ,JOSE CONTRERAS ESPARZA,COLIMA,TERAN NORTE,0,0,23,NO,SI,FUEGO,NO,2 HOMBRES,1 CAMISA AZUL Y 1 PANTALON CAFE,0,TAXISTA,TAXI 3674,0,1,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,105,-102.24680000,21.93231500
175482,JUNIO,18/06/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FRAC. RODOLFO LANDEROS GALLEGOS,459,CALLE,ALTAGRACIA REYES A.,NULO,114,NULO,0,NULO,ESCARAMUZA,FIESTA BRAVA,AMPARO DE LA TORRE,TERAN SUR,14,23,21,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,106,-102.25450000,21.90017500
176064,JUNIO,19/06/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR ES502,502,CALLE,ANGEL VENEGAS AHUMADO,NULO,0,NULO,0,NULO,DOMINGO VELASCO,VALLE DE LOS ROMERO,SALVADOR DURAN CASTAðEDO,TERAN NORTE,0,0,19,NO,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,107,-102.26070000,21.93702200
175968,JUNIO,19/06/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,OBRAJE,987,CALLE,GALEANA SUR,NULO,319,NULO,0,NULO,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,IGNACIO T. CHAVEZ,GENERAL VICENTE GUARRERO SUR,CENTRO,0,41,25,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,108,-102.29680000,21.87742800
178347,JUNIO,21/06/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,INDUSTRIAL,919,CALLE,MELQUIADES MORENO,NULO,0,NULO,0,NULO,CONVENCION DE 1914 NORTE,ALFREDO LEWIS,PETROLEOS MEXICANOS,POCITOS,19,26,23,SI,SI,CORTANTE,NO,2 HOMBRES,1 PANTALOIN MEZCLILLA Y PLAYERA MANGA GRIS,MOTO,TAXISTA,TAXI 661,0,1,150,1600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,ROJA Y CROMADA,NO,NO,0,0,0,0,0,0,0,0,0,0,,109,-102.29460000,21.89949000
181222,JUNIO,24/06/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA DE REFUGIO DE AGUA ZARZA,NULO,163,NULO,0,NULO,HACIENDA LA GUAYANA,HACIENDA CHICALOTE,HACIENDA DE SAN JACINTO,TERAN SUR,14,14,21,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,110,-102.24750000,21.89358300
182258,JUNIO,25/06/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,CALLE,CAðADA,NULO,0,NULO,0,NULO,TRUENO,SICOMORO,AILE,TERAN NORTE,14,0,21,SI,SI,SIN DATOS,NO,2 HOMBRES,0,0,TAXISTA,TAXI 993,0,1,700,700,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,111,-102.24750000,21.93221600
182436,JUNIO,25/06/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,DEL VALLE 1A. SECCION,734,AVENIDA,CONVENCION DE 1914 PONIENTE,NULO,0,NULO,0,NULO,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,VERSALLES,26 DE MARZO,POCITOS,0,0,22,NO,NO,NO,NO,UNAS MUJERES,0,PIPA,TAXISTA,TAXI 4249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,BLANCA AD4317A,NO,NO,0,0,0,0,0,0,0,0,0,0,,112,-102.31220000,21.87431900
182024,JUNIO,25/06/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LUIS GOMEZ ZEPEDA(FERRONALES),519,AVENIDA,HEROICO COLEGIO MILITAR,NULO,0,NULO,0,NULO,CATARINO ARREOLA,DURMIENTES,MAQUINARIA,TERAN SUR,6,51,19,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,113,-102.27640000,21.88937800
185500,JUNIO,29/06/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,CALLE,CULTURA MAYA,NULO,0,NULO,0,NULO,CULTURA NAZCA,LOMA DEL CARDENAL,CULTURA NAZCA 404,TERAN NORTE,6,35,19,SI,NO,NO,NO,1 PAREJA,0,0,TAXISTA,TAXI 2990,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,114,-102.24210000,21.91273800
186605,JUNIO,30/06/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,CONDOMINIO,VILLAS DE BONATERRA,1057,CALLE,AGUA DULCE,NULO,207,NULO,0,NULO,PEðA GRANDE,LLANO ALTO,CAMPO VERDE,MORELOS,8,37,19,SI,NO,NO,NO,UNOS HOMBRES,0,0,TAXISTA,TAXI 1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,115,-102.28070000,21.82553400
186542,JUNIO,30/06/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,SIN TIPO,UGASA,817,AVENIDA,UNIVERSIDAD,NULO,0,NULO,0,NULO,SILVESTRE GOMEZ,BENJAMIN MENDEZ,MARIA DEL CARMEN MARTIN DEL CAMPO,POCITOS,4,47,26,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,116,-102.31020000,21.90734500
188467,JULIO,01/07/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,30 DE SEPTIEMBRE,NULO,0,NULO,0,NULO,SIGLO XXI,JEFES INSURGENTES,HEROE INMORTAL,MORELOS,18,10,22,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,117,-102.27050000,21.85207800
189087,JULIO,02/07/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FRAC. SAN MARCOS,746,CALLE,NAVARRETE,NULO,0,NULO,0,NULO,MIGUEL ANGEL,AGUASCALIENTES PONIENTE,DINAMARCA,POCITOS,5,47,26,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,118,-102.31970000,21.87739000
191092,JULIO,04/07/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,CALLE,SICOMORO,NULO,0,NULO,0,NULO,AILE,NISPERO,TRUENO,TERAN NORTE,8,20,19,SI,SI,CORTANTE,NO,0,0,0,TAXISTA,TAXI 958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,119,-102.24790000,21.93191500
191119,JULIO,04/07/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD II,579,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,TECNOLOGICO,IXTLAHUATL,PROLONGACION AVENIDA POLIDUCTO,MORELOS,9,18,20,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 4256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,120,-102.24440000,21.86728300
191912,JULIO,05/07/2018,JUEVES,ROBO TRANSPORTE,JESUS MARIA,URBANA,COLONIA,VALLE DE MARGARITAS,123,CARRETERA,45 AGUASCALIENTES - ZACATECAS,NULO,0,NULO,0,NULO,A SAN ANTONIO DE LOS HORCONES,VIOLETA,VIOLETA,JM,3,35,26,SI,SI,CORTANTE,NO,2 HOMBRES,0,0,TAXISTA,TAXI 2254,0,1,500,500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,121,-102.28880000,21.99226600
191817,JULIO,05/07/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,AVENIDA,CONVENCION DE 1914 ORIENTE,NULO,0,NULO,0,NULO,JOSE H. ESCOBEDO,SIGLO XIX,CANAL INTERCEPTOR,TERAN SUR,0,10,25,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,122,-102.27510000,21.89218400
192923,JULIO,06/07/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,DEL SOCORRO,NULO,0,NULO,0,NULO,VASCO DE GAMA,PEDRO PARGA,GENERAL FRANCISCO VILLA,CENTRO,7,32,19,SI,SI,CONTUSA,NO,1 HOMBRE,0,0,TAXISTA,TAXI 926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,123,-102.28780000,21.88972700
194018,JULIO,07/07/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ELENA,1105,CALLE,REPUBLICA DE BELICE,NULO,0,NULO,0,NULO,BRASILIA,REPUBLICA DE ECUADOR,REPUBLICA DEL SALVADOR,INSURGENTES,3,57,26,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,124,-102.30550000,21.87151600
194862,JULIO,07/07/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,BARRIO,LA SALUD,1122,AVENIDA,CONVENCION DE 1914 SUR,NULO,0,NULO,0,NULO,HEROE DE NACOZARI SUR,DELICIAS,LA SALUD,MORELOS,23,4,24,SI,SI,FUEGO,CONTUSA,2 HOMBRES,0,0,TAXISTA,TAXI 4207,0,1,600,600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,SI,0,0,0,0,0,0,0,0,0,0,,125,-102.28120000,21.86697400
197569,JULIO,10/07/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,DOROTEO ARANGO,NULO,0,NULO,0,NULO,CONVENCION,DOCTOR MARIANO AZUELA,INGENIERO CAMILO ARRIAGA,INSURGENTES,8,21,19,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,126,-102.31510000,21.85339600
198862,JULIO,11/07/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,5 DE MAYO,NULO,0,NULO,0,NULO,GENERAL IGNACIO ALLENDDE ORIENTE,MOCTEZUMA,GENERAL GUADALUPE VICTORIA,CENTRO,19,16,23,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,127,-102.29710000,21.88205800
199163,JULIO,11/07/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,NULO,0,NULO,0,NULO,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,CORONEL JOSE RINCON GALLARDO,PROFESOR RICARDO GARCIA MENDOZA,INSURGENTES,23,20,24,SI,SI,CORTANTE,NO,1 HOMBRE,"CHAMARRA Y PANTALON NEGRO, CACHUCHA ROJA",0,TAXISTA,TAXI 4200,0,1,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,128,-102.32660000,21.85484400
199204,JULIO,11/07/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,AVENIDA,TECNOLOGICO,NULO,0,NULO,0,NULO,PALMA MEXICANA,MIGUEL HIDALGO,PALMA ALEJANDRA,MORELOS,23,58,24,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,129,-102.23940000,21.86576600
199213,JULIO,12/07/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,CONDOMINIO,RINCON ANDALUZ,319,AVENIDA,EUGENIO GARZA SADA,NULO,0,NULO,0,NULO,PRESA SANDOVALES,ANTONIO CARDONA,LA QUERENCIA,POCITOS,0,8,25,NO,NO,NO,NO,UNAS PERSONAS,0,0,TAXISTA,TAXI 2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,0,,130,-102.33350000,21.91745600
199317,JULIO,12/07/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE SAN JORGE,405,CALLE,FRANCISCO EDUARDO TRES GUERRAS,NULO,211,NULO,0,NULO,FEDERICO MARISCAL,JERONIMO DE BALBAS,MANUEL TOLSA,MORELOS,3,0,25,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,0,,131,-102.24050000,21.85081000
