FOLIO,MES,FECHA,DIA_SEM,INCIDENTE,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAMEN,HORA_ROBO,MIN_ROBO,HORARI_ROB,PROCESO,VIOLENCIA,ARMA_1,ARMA_2,PER_SOSP,CARAC_PER,T_VEH_SOS,GIRO_NEG,NOM_NEG,REPARTIDOR,DINERO,CANTIDAD,MONTO,TECNOLOGIA,COMPUTO,PANTALLA,CELULAR,ROPA,BICI_TRIC,JOYERIA,CARTERA,ELECTRODOM,HERRAMIENT,VEHICULO,MEDICAMENT,OTROS,CROQUETAS,CONSUMO,GASOLINA,PAGAR_CARR,S_DATOS,FARDERO,ALIAS,EMPLEADO,VEH_SOSP,RECUP_ART,LESIONADO,DETENIDO,AZOTEA,BOQUETE,CORTINA,VENTANA,PARTE_DEL,PARTE_TRAS,BANO,DOMO,SIN_DATOS,CIERRE_PRE,OID,LONG,LAT
1935,ENERO,02/01/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION INSURGENTES),406,AVENIDA,CONVENCION DE 1914 SUR,NA,0,NULO,0,NULO,REPUBLICA DE BRASIL,REPUBLICA DE CHILE,REPUBLICA DE GUATEMALA,INSURGENTES,0,0,21,NO,NO,NO,NO,1 MUJER,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,1,-102.29960000,21.86614300
3436,ENERO,04/01/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J. GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE TRINIDAD VELA SALAS,NA,450,NULO,0,NULO,PROCERES DE LA ENSE­ANZA,CATEDRATICOS,FELIPE COLLAZO GARCIA,TERAN SUR,0,49,25,SI,NO,NO,NO,2 MUJERES,0,0,TAXISTA,TAXI 2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,2,-102.23800000,21.87189100
6522,ENERO,07/01/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MACIAS ARELLANO,505,CALLE,D,NA,0,NULO,0,NULO,CAMINO AL COBANO,B,P,TERAN NORTE,9,35,20,SI,SI,FUEGO,NO,2 HOMBRES,"1 TATUADO DE LAS MANOS, AMBOS DE NEGRO",0,TAXISTA,TAXI,0,1,700,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,3,-102.28340000,21.90533400
8255,ENERO,08/01/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL PUERTECITO,700,CALLE,PUERTO LAZARO CARDENAS,NA,0,NULO,0,NULO,PUERTO DE ENSENADA,PUERTO ESLA DEL CARMEN,PUERTO DOS BOCAS,TERAN NORTE,0,0,24,NO,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,4,-102.24800000,21.93818700
13289,ENERO,14/01/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,AVENIDA,UNIVERSIDAD,NA,0,NULO,0,NULO,AGUASCALIENTES NORTE,SIERRA DE LAS PALOMAS,SIERRA DE TEPOZTLAN,POCITOS,4,44,26,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,5,-102.31320000,21.91584800
13331,ENERO,14/01/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REENCUENTRO,408,AVENIDA,DEL REY,NA,0,NULO,0,NULO,DE LA NATURALEZA,MARGARITA MAZA DE JUAREZ,NINGUNO,MORELOS,6,17,19,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,6,-102.25180000,21.83845700
16200,ENERO,17/01/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES II,703,CIRCUITO,EL LAUREL ORIENTE,NULO,510,NULO,0,NULO,DE LA DAMIANTE,EL LAUREL SUR,NINGUNO,TERAN SUR,10,49,20,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,7,-102.23790000,21.90308200
16844,ENERO,18/01/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DEL JAQUE,NULO,116,NULO,0,NULO,DE LA VICTORIA,DEL REY,DE LA TORRE,MORELOS,1,37,25,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,8,-102.25480000,21.84346700
18533,ENERO,19/01/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CONSTITUCION,794,CALLE,ARTICULO PRIMERO,NULO,0,NULO,0,NULO,ARTICULO 23,ARTICULO 21,ARTICULO 24,TERAN NORTE,22,0,24,SI,SI,PUNZANTE,NO,2 HOMBRES,"1 TATUAJES, MORENO, DELGADO PLAYERA NEGRA",0,TAXISTA,TAXI 4128,0,1,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,9,-102.28450000,21.93632600
18756,ENERO,20/01/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLERIAS,491,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,PASEO DE VILLERIAS,LA MANZANA,VILLA DE JESUS MARIA,TERAN SUR,1,27,25,SI,SI,CONTUSA,NO,2 HOMBRES,1 PANT. AZUL CAMISA A CUADROS Y GORRA,0,TAXISTA,TAXI 3192,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,10,-102.24940000,21.88330000
22001,ENERO,23/01/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUJERES ILUSTRES,602,CALLE,DIAGONAL ALFIL,NULO,418,NULO,0,NULO,MARIA ASCENCION RENTERIA LOPEZ,DE LA INFANTERIA,CARMEN ESPARZA MEDINA,MORELOS,0,17,25,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 3541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,11,-102.25000000,21.84438800
23628,ENERO,24/01/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR ES502,502,CALLE,JUAN CONTRERAS PALACIOS,NULO,312,NULO,0,NULO,FRANCISCO ARMENGOL,GERONIMO DE LA CUEVA,JESUS GARCIA CORONA,TERAN NORTE,22,0,24,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,12,-102.25740000,21.93753200
23757,ENERO,25/01/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INF. MORELOS,616,CALLE,BONAMPAK,NULO,0,NULO,0,NULO,AGUASCALIENTES SUR,PRIMERA PLAZA BONAMPAK,PALENQUE,MORELOS,1,40,25,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,13,-102.25520000,21.86051200
28021,ENERO,29/01/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES VI ETAPA,765,CALLE,HACIENDA LAS AMARILLAS,NULO,33,NULO,0,NULO,HACIENDA EL TORIL,HACIENDA DE OJOCALIENTE,HACIENDA JOSE MARIA MORELOS,TERAN SUR,13,39,21,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,14,-102.24820000,21.88971100
28092,ENERO,29/01/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,DIAMANTES,NULO,0,NULO,0,NULO,OPALO,AGUA MARINA,GEMA,TERAN SUR,14,20,21,SI,SI,FUEGO,NO,1 HOMBRE,"CHAMARRA NEGRA CON GRIS, PANTS GRIS, CASCO NEGRA M0",0,TAXISTA,TAXI 3612,0,1,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,15,-102.22200000,21.88546000
28797,ENERO,30/01/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,AVENIDA,DEL REY,NULO,0,NULO,0,NULO,DEL GAMBITO,DEL ENROQUE,DE LA VICTORIA,MORELOS,15,37,22,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,16,-102.25390000,21.84206200
35273,FEBRERO,05/02/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,AVENIDA,UNIVERSIDAD,NA,0,NULO,0,NULO,AGUASCALIENTES NORTE,SIERRA DE LAS PALOMAS,SIERRA DE TEPOZTLAN,POCITOS,0,0,24,NO,NO,NO,NO,0,0,0,TAXISTA,TAXI 1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,17,-102.31320000,21.91590500
39052,FEBRERO,10/02/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR ES502,502,CALLE,JESUS GARCIA CORONA,NA,0,NULO,0,NULO,RAFALE GOMEZ RAMIREZ,GERONIMO DE OROZCO,FRANCISCO V. TREVI­O,TERAN NORTE,3,0,25,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,18,-102.25650000,21.93719200
39207,FEBRERO,10/02/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,LA SOLEDAD,729,CALLE,ARANDAS,NA,0,NULO,0,NULO,LICENCIADO ADOLFO RUIZ CORTINES,AYOTLAN,CIUDAD GUZMAN,POCITOS,0,0,20,NO,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,24 AðOS APROX. TATUAJE DE CRUZ EN LA CEJA,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,19,-102.33020000,21.87295100
40242,FEBRERO,11/02/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,BARRIO,LA SALUD,1122,AVENIDA,HEROE DE NACOZARI SUR,NA,0,NULO,0,NULO,CONVENCION DE 1914 SUR,DELICIAS,DELICIAS,MORELOS,0,0,26,NO,SI,FUEGO,NO,1 MUJER Y 2 HOMBRES,0,COCHE,TAXISTA,TAXI 1014,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,PLACAS DE GUANAJUATO,NO,NO,0,0,0,0,0,0,0,0,0,,,20,-102.28140000,21.86732000
40677,FEBRERO,11/02/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL CAMPESTRE I,849,AVENIDA,UNIVERSIDAD,NA,0,NULO,0,NULO,LUIS DONALDO COLOSIO,MONTES HIMALAYA,MONTE EVEREST,POCITOS,0,0,22,NO,NO,NO,NO,0,0,0,TAXISTA,TAXI 2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,21,-102.31630000,21.92268600
41294,FEBRERO,12/02/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL RIO,698,CALLE,RIO YAQUI,NA,0,NULO,0,NULO,JOSE FEMAT GUTIERREZ,RIO BALSAS,VILLAS DEL RIO,TERAN NORTE,1,22,25,SI,SI,CORTANTE,NO,2 HOMBRES,"GABARDINA, 1 PANT. MEZ. CHAMARRA NEGRA",0,TAXISTA,TAXI 2671,0,1,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,22,-102.24230000,21.93869700
43383,FEBRERO,14/02/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SIGLO XXI,NA,0,NULO,0,NULO,PE­UELAS,ARELLANO,LAS CUMBRES,TERAN SUR,0,0,21,NO,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,23,-102.24940000,21.88222400
43520,FEBRERO,14/02/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE LA UNIVERSIDAD,807,AVENIDA,UNIVERSIDAD,NA,0,NULO,0,NULO,CONVENCION DE 1914 NORTE,MARGIL DE JESUS,TABACHIN,POCITOS,0,0,22,NO,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,UBER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,24,-102.30460000,21.89772600
43785,FEBRERO,14/02/2018,MIERCOLES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR GU402,402,CALLE,JOSE CONTRERAS ESPARZA,NA,0,NULO,0,NULO,CELIA MARIA MARTINEZ,JOSE DE JESUS GONZALEZ GARCIA,REFUGIO CARDONA,TERAN NORTE,22,15,24,SI,SI,CORTANTE,NO,1 HOMBRE,"25 AðOS, CHAMARRA DE MUJER COLOR MIEL",0,TAXISTA,TAXI 615,0,1,300,300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,25,-102.25090000,21.92986000
43996,FEBRERO,15/02/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CRUZ (DELEGACION MORELOS),716,AVENIDA,CONVENCION DE 1914 ORIENTE,NA,0,NULO,0,NULO,PASEO DE LA CRUZ,CEDRO,POPOCATEPETL,MORELOS,3,0,25,SI,SI,PUNZANTE,NO,1 HOMBRE,CICATRIZ CARA Y MUJER VISTE NEGRO,0,TAXISTA,TAXI 3905,0,1,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,26,-102.27060000,21.87387300
49723,FEBRERO,20/02/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,PASEO DE LA ASUNCION,CANARIO,DEL POTRO,INSURGENTES,0,0,22,NO,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 333,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,27,-102.30050000,21.84533200
51230,FEBRERO,22/02/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR GU402,402,CALLE,ROGELIO GALINDO DE LA TORRE,NULO,1012,NULO,0,NULO,JOSE E. FEMAT GUTIERREZ,FELIPE DE UREðA,REFUGIO GONZALEZ RAMIREZ,TERAN NORTE,10,10,20,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,28,-102.25670000,21.92814500
52295,FEBRERO,23/02/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,CONDOMINIO,RESIDENCIAL PULGAS PANDAS SUR,762,AVENIDA,AGUASCALIENTES NORTE,NULO,0,NULO,0,NULO,INDEPENDENCIA,GENERAL IGNACIO ZARAGOZA,SAN MIGUEL EL ALTO,POCITOS,14,16,21,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2646,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,29,-102.29780000,21.91551800
54525,FEBRERO,25/02/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEðORA DE LA ASUNCION (SECTOR GU402,402,AVENIDA,POLIDUCTO,NULO,0,NULO,0,NULO,ERMITA DE SAN SEBASTIAN,GERONIMO DE LA CUEVA,JUAN VALDES DIAZ,TERAN NORTE,5,39,26,SI,NO,NO,NO,1 PERSONA,0,0,TAXISTA,TAXI 1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,30,-102.26170000,21.92918800
55849,FEBRERO,26/02/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,EL LLANITO,988,CALLE,5 DE FEBRERO,NULO,312,NULO,0,NULO,EULALIO GUTIERREZ,5 DE FEBRERO,COSIO SUR,CENTRO,14,24,21,SI,NO,NO,NO,1 PERSONA,0,0,TAXISTA,TAXI 1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,31,-102.28740000,21.87786900
55985,FEBRERO,26/02/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,HEROES (DELEGACION MORELOS),717,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,NULO,0,NULO,0,NULO,JAIME NUNO,CONVENCION DE 1914 ORIENTE,PRIVADA JAIME NUNO,TERAN SUR,17,9,22,SI,NO,NO,NO,1 HOMBRE,PLAYERA GRIS Y PANTALON MEZCLILLA,0,TAXISTA,TAXI 3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,32,-102.27370000,21.87837600
56308,FEBRERO,26/02/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,IV CENTENARIO,1065,AVENIDA,HEROE DE NACOZARI SUR,NULO,0,NULO,0,NULO,DELICIAS,MANUEL RANGEL,PASEO MANUEL RANGEL,MORELOS,22,58,24,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,33,-102.28170000,21.86984400
59351,MARZO,02/03/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,MARTINEZ DOMINGUEZ,1099,AVENIDA,MAHATMA GANDHI,NULO,0,NULO,0,NULO,VICTOR ROSALES,VALENTE QUINTANA,VICTOR ROSALES,INSURGENTES,7,39,19,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,34,-102.29460000,21.85427800
63936,MARZO,06/03/2018,MARTES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,SALVADOR NOVO,NULO,0,NULO,0,NULO,CARLOS FUENTES MARES,RENATO LEDUC,OCTAVIO PAZ,TERAN NORTE,11,40,20,SI,NO,NO,NO,0,0,0,TAXISTA,TAXI 3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,35,-102.26550000,21.91583300
65641,MARZO,08/03/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,HACIENDA DE OJOCALIENTE,HACIENDA EL MILAGRO,HACIENDA EL MILAGRO,TERAN SUR,8,47,19,SI,SI,CONTUSA,NO,1 LIMPIAPARABRISAS,0,MOTO,TAXISTA,UBER,0,0,0,4500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,ITALIKA,NO,NO,0,0,0,0,0,0,0,0,0,,,36,-102.25150000,21.88734200
65769,MARZO,08/03/2018,JUEVES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,NULO,0,NULO,0,NULO,LICENCIADO FRANCISCO RAMIREZ MARTINEZ,PEDRO RIVAS CUELLAR,GILBERTO LOPEZ VELARDE,TERAN NORTE,0,0,21,NO,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,37,-102.24930000,21.91599400
67632,MARZO,10/03/2018,SABADO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,OLIVARES SANTANA,721,AVENIDA,FUNDICION,NULO,0,NULO,0,NULO,SAN BARTOLO,PROFESOR J. JESUS ALVAREZ,PROFESOR EDMUNDO GAMEZ OROZCO,POCITOS,9,17,20,SI,NO,NO,NO,1 PAREJA,0,0,TAXISTA,TAXI 2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,NO,NO,1,0,0,0,0,0,0,0,0,,,38,-102.31220000,21.89676400
69922,MARZO,11/03/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INF. MORELOS,616,CALLE,QUINTA PLAZA BONAMPAK,109,0,NULO,0,NULO,TERCER ANDADOR AGUASCALIENTES,BONAMPAK,AGUASCALIENTES ORIENTE,MORELOS,23,50,24,SI,NO,NO,NO,1 MUJER,0,0,TAXISTA,TAXI 212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,39,-102.25340000,21.86526300
74740,MARZO,16/03/2018,VIERNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,DOROTEO ARANGO,NULO,0,NULO,0,NULO,INGENIERO CAMILO ARRIAGA,DOROTEO ARANGO,DOCTOR MARIANO AZUELA,INSURGENTES,20,40,23,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,40,-102.31320000,21.85559400
74979,MARZO,16/03/2018,VIERNES,ROBO TRANSPORTE,JESUS MARIA,RURAL,COMUNIDAD,MARAVILLAS,183P,AVENIDA,GUADALUPE,NULO,0,NULO,0,NULO,PASO BLANCO,INDEPENDENCIA,BUGAMBILIAS,JM,23,33,24,SI,NO,NO,NO,1 HOMBRE,0,0,TAXISTA,TAXI 313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,41,-102.32410000,21.95071800
76626,MARZO,18/03/2018,DOMINGO,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,COLONIA,DEL CARMEN,911,CALLE,BENJAMIN DE LA MORA,NULO,0,NULO,0,NULO,SAN ALBERTO,SANTO TOMAS,DEL CARMEN,CENTRO,6,0,26,SI,NO,NO,NO,2 HOMBRES,HOMBRE Y TRASVESTI,0,TAXISTA,UBER,0,0,0,4000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NULO,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,42,-102.30270000,21.88799400
77646,MARZO,19/03/2018,LUNES,ROBO TRANSPORTE,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES II,703,CALLE,EL SABINAL,NULO,131,NULO,0,NULO,EL LAUREL NORTE,DE LA DAMIANA,DEL LAUREL PONIENTE,TERAN SUR,1,0,25,SI,NO,NO,NO,1 PERSONA,0,0,TAXISTA,TAXI 956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,NO,NO,0,0,0,0,0,0,0,0,0,,,43,-102.24070000,21.90366900
