FOLIO,ID_INC,INCIDENTE,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,SEC_EST,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,CIERRE_COR,GIRO_NEG,NOM_NEG,REPARTIDOR,INGRESO,MOT_DET,NOM_DET,DET_SPM,ORI_DET,OID,LONG,LAT
200851500,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-18,2,22,59,24,1,COLONIA,DEL TRABAJO,521,CALLE,CEDRO,NA,NA,",,,",CALLE,MARTIRES DEL RIO BLANCO,CALLE,CONQUISTA,CALLE,RENE DESCARTES,4,2,true,false,9,1 PERSONA,ND,0,0,N,N,false,36,0,102,1,1,TRANSPORTE PUBLICO,UBER,0,7,,,,,178,-102.27476539,21.89007344
200852129,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-19,3,8,48,19,1,FRACCIONAMIENTO,CARTAGENA,322P,PROLONGACION,CONSTITUCION,NA,NA,",,,",AVENIDA,SIGLO XXI,CALLE,NINGUNO,N,N,5,2,true,false,9,1 HOMBRE,MARCO ANTONIO DIAZ,1,0,N,N,false,36,0,52,1,4,TRANSPORTE PUBLICO,TAXI 2501,0,7,,,0,,179,-102.27473194,21.95154362
200831667,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-13,4,20,50,23,1,FRACCIONAMIENTO,EL COBANO,481,CALLE,F,NA,NA,"141,,,",CALLE,TAMARINDO,CALLE,GUANABANA,CALLE,MADROÑO,5,2,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 166,0,7,,,,,180,-102.27955196,21.90891279
200859176,30419,ROBO TRANSPORTE PUBLICO,8,2020-08-21,5,12,35,21,1,FRACCIONAMIENTO,LA FLORIDA,320PR,CALLE,MARTIN PESCADOR,NA,NA,",,,",CALLE,AMOLE,CALLE,ACEITILLA,CALLE,SARTENEJO,5,2,true,true,1,3 HOMBRES,ND,0,0,N,N,true,"3,29",0,0,1,10,TRANSPORTE PUBLICO,TAXI,0,7,,,,,181,-102.24269585,21.92302039
200862052,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-22,6,3,8,26,1,FRACCIONAMIENTO,CONSTITUCION,794,CALLE,ARTICULO 24,NA,NA,",,,",CALLE,ARTICULO 11,CALLE,ARTICULO 12,CALLE,ARTICULO 27,5,2,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,300,1,14,TRANSPORTE PUBLICO,TAXI 2206,0,7,,,,,182,-102.28530667,21.92859947
200864629,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-22,6,19,57,23,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,PERLA,NA,NA,"248,,,",CALLE,GRANATE,CALLE,AGUA MARINA,CALLE,NINGUNO,4,2,true,false,9,1 MUJER,ND,0,0,N,N,false,36,0,0,1,14,TRANSPORTE PUBLICO,TAXI 1532,0,7,,,,,183,-102.22032314,21.88860020
200867099,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-23,7,10,29,20,1,FRACCIONAMIENTO,INF MORELOS,616,CALLE,UXMAL,NA,NA,"416,,,",CALLE,COPAN,CALLE,TIKAL,CALLE,MARIANO HIDALGO,3,3,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,0,1,2,TRANSPORTE PUBLICO,UBER,0,7,,,,,184,-102.25792188,21.86408690
200877200,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-26,3,2,56,25,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,BOULEVARD,GUADALUPANO,NA,NA,"612,,,",CALLE,GUADALUPE RIVERA,CALLE,AGUSTIN PRADILLO,CALLE,PASCUAL CORNEJO,5,2,true,false,9,VARIOS JOVENES,ND,1,0,N,N,false,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI,0,7,,,,,185,-102.26535900,21.90449754
200883643,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-28,5,0,18,25,1,COLONIA,MACIAS ARELLANO,505,CALLE,C,NA,NA,",,,",CALLE,CAMINO AL COBANO,CALLE,B,CALLE,D,5,2,false,false,9,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,false,"3,28",600,1800,1,1,TRANSPORTE PUBLICO,TAXI 2843,0,7,,,,,186,-102.28316210,21.90613529
200884981,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-28,5,13,15,21,1,FRACCIONAMIENTO,VERSALLES II,1071,AVENIDA,AGUASCALIENTES SUR,NA,NA,",,,",CALLE,GENERAL FORTUNATO MAYCOTTE,AVENIDA,DE LOS MAESTROS,CALLE,LICENCIADO JESUS REYES HEROLES,2,4,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,50,1,1,TRANSPORTE PUBLICO,TAXI 0467,0,7,,,,,187,-102.31148055,21.85879216
200894525,30419,ROBO TRANSPORTE PUBLICO,8,2020-08-30,7,0,0,24,1,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,CALLE,PALMA MEXICANA,NA,NA,",,,",CALLE,PALMA REAL,AVENIDA,TECNOLOGICO,AVENIDA,POLIDUCTO,3,3,false,true,1,1 HOMBRE,ND,0,0,N,N,false,"3,28",300,300,1,1,TRANSPORTE PUBLICO,TAXI 0332,0,4,,,,,188,-102.24005906,21.86565498
200890362,30420,ROBO TRANSPORTE PUBLICO,8,2020-08-29,6,23,3,24,1,FRACCIONAMIENTO,INF MORELOS,616,CALLE,LOLTUN,NA,111,",,,",CALLE,KABAH,AVENIDA,AGUASCALIENTES SUR,AVENIDA,MARIANO HIDALGO,3,3,true,false,9,1 HOMBRE,ND,1,0,N,N,false,36,0,50,1,4,TRANSPORTE PUBLICO,TAXI 3390,0,7,,,,,189,-102.25742014,21.85893496
200921478,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-07,1,8,9,19,1,FRACCIONAMIENTO,EL SOL NACIENTE,725R,CALLE,FUKUOKA,NA,NA,"123,,,",CALLE,SEDAI,CALLE,LECHUGUILLA,CALLE,JOSE GUERRA PALOS,4,2,true,false,9,1 HOMBRE,ND,1,0,N,N,false,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 1631,0,7,,,,,190,-102.23012455,21.87338670
200927958,30419,ROBO TRANSPORTE PUBLICO,9,2020-09-09,3,0,0,25,1,FRACCIONAMIENTO,ALIANZA FERROCARRILERA,480,CALLE,FRANCISCO DE PELANDA,NA,NA,",,,",CALLE,ANTONIO OROZCO,CALLE,MANUEL DE URQUIAGA,CALLE,JOSE GONZALEZ SANCHEZ,5,2,false,true,1,"2 HOMBRES, 1 MUJER",ND,0,0,N,N,false,"3,6,28,29,30",350,350,1,1,TRANSPORTE PUBLICO,TAXI 478,0,7,,,,,191,-102.28234880,21.91137614
200911853,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-04,5,19,26,23,1,CC,AGROPECUARIO,763,AVENIDA,ARNULFO M VALDES,NA,NA,",,,",BOULEVARD,A ZACATECAS,AVENIDA,INDEPENDENCIA,AVENIDA,AGUASCALIENTES NORTE,6,1,true,false,9,1 HOMBRE,ND,1,0,N,N,false,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 3964,0,7,,,,,192,-102.29232122,21.91436363
200931046,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-09,3,22,52,24,1,FRACCIONAMIENTO,VILLA MONTA¥A,501R,PROLONGACION,CONSTITUCIONALISTA,NA,NA,",,,",CALLE,MONTE DOBRA,CALLE,PICO DE VALDERRAMA,CALLE,CERRO CALVITERO,5,2,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 3308,0,7,,,,,193,-102.26660854,21.93782807
200938042,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-11,5,23,21,24,1,FRACCIONAMIENTO,MORELOS I,1120,CALLE,CORREGIDORA,NA,NA,"228,,,",CALLE,SITIO DE CUAUTLA,CALLE,CERRADA DE CAUDILLOS,CALLE,MAYO DE 1812,3,3,true,false,9,1 MUJER,ND,0,0,N,N,false,36,0,65,1,1,TRANSPORTE PUBLICO,TAXI 845,0,7,,,,,194,-102.26303271,21.85789845
200940976,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-12,6,20,55,23,5,COLONIA,MARTINEZ ANDRADE,176,AVENIDA,MIGUEL HIDALGO,NA,NA,",,,",CALLE,CARMEN BRISE¥O,CALLE,TEODORO OLIVARES SANTANA,CALLE,ELEUTERIO LOPEZ,7,7,true,false,9,1 PERSONA,ND,0,0,N,N,false,36,0,55,1,2,TRANSPORTE PUBLICO,DIDI,0,7,,,,,195,-102.34170603,21.95770927
200940529,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-12,6,18,57,22,1,FRACCIONAMIENTO,VILLAS DE LAS FUENTES,495,CALLE,VILLAS DE VALLARTA,NA,NA,",,,",CALLE,CULTURA CHINANTECA,CALLE,VILLAS DE CABO SAN LUCAS,CALLE,LOMA DEL CARDENAL,5,2,true,false,9,1 MUJER,ND,1,0,N,N,false,36,0,80,1,1,TRANSPORTE PUBLICO,TAXI 2448,0,7,,,,,196,-102.23645348,21.91307872
200965732,30419,ROBO TRANSPORTE PUBLICO,9,2020-09-19,6,19,24,23,1,COMUNIDAD,JALTOMATE,20P,CARRETERA,25 RIVIER SAN MARCOS,15,NA,",,,",CALLE,5 DE MAYO,CALLE,16 DE SEPTIEMBRE,CARRETERA,148 AMAPOLAS  INDUSTRIAS,5,2,false,true,1,1 HOMBRE,ND,0,0,N,N,false,"3,28,29",500,500,1,2,TRANSPORTE PUBLICO,TAXI 3178,0,7,,,,,197,-102.12155292,22.03532082
200970896,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-21,1,5,18,26,1,BARRIO,DE GUADALUPE,910,AVENIDA,GUADALUPE,NA,NA,"220,,,",CALLE,ANTONIO ARIAS BERNAL,CALLE,JOSE GUADALUPE POSADA,CALLE,RAFAEL GARCIA MACIAS,1,5,true,false,9,UNAS PERSONAS,ND,0,0,N,N,false,36,0,49,1,2,TRANSPORTE PUBLICO,TAXI 2340,0,7,,,,,198,-102.30449387,21.88451340
200970956,30419,ROBO TRANSPORTE PUBLICO,9,2020-09-21,1,6,13,19,1,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,CALLE,PALMA MEXICANA,NA,NA,",,,",CALLE,LAS FLORES,CALLE,PALMA GUADALUPE,CALLE,PALMA ABANICO,3,3,false,true,"1,4",2 HOMBRES,ND,0,0,N,N,false,"22,28,30",120,120,1,1,TRANSPORTE PUBLICO,TAXI 1979,0,7,,,,,199,-102.24286725,21.86207910
200982646,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-24,4,16,56,22,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DIAGONAL ALFIL,NA,NA,",,,",CALLE,DE LA TORRE,CALLE,DEL ALFIL NEGRO,AVENIDA,DEL REY,3,3,true,false,9,ND,ND,0,0,N,N,false,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 1380,0,7,,,0,,200,-102.25470912,21.84404237
200982987,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-24,4,18,52,22,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,AVENIDA,SALVADOR RANGEL LOPEZ,NA,NA,",,,",AVENIDA,VALLE DE LOS ROMEROS,CALLE,DOMINGO VELASCO,CALLE,JUAN G ALVARADO,5,2,true,false,9,ND,ND,0,0,N,N,false,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 3537,0,7,,,0,,201,-102.25681160,21.94124156
200985347,30419,ROBO TRANSPORTE PUBLICO,9,2020-09-25,5,0,0,21,11,FRACCIONAMIENTO,PANAMERICANO,17,AVENIDA,BENITO JUAREZ,NA,NA,",,,",CALLE,CRISTOBAL COLON,CALLE,ARGENTINA,CALLE,MEXICO,7,7,false,true,1,1 HOMBRE,ND,0,0,N,N,false,"28,36",900,1190,1,1,TRANSPORTE PUBLICO,TAXI 570,0,7,,,0,,202,-102.27324029,22.07505155
200975145,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-22,2,12,28,21,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,AVENIDA,DE LAS PRESAS,NA,NA,"117,,,",CALLE,PERAMA,CALLE,HACIENDA SANTORAL 110,CALLE,VOLOS,3,3,true,false,9,1 HOMBRE,ND,1,0,N,N,false,36,0,0,1,4,TRANSPORTE PUBLICO,DIDI,0,7,,,0,,203,-102.26678888,21.80784076
200983035,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-24,4,19,7,23,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,AVENIDA,SALVADOR RANGEL LOPEZ,NA,NA,",,,",AVENIDA,VALLE DE LOS ROMEROS,CALLE,DOMINGO VELASCO,CALLE,JUAN G ALVARADO,5,2,true,false,9,1 HOMBRE,ND,1,0,N,N,false,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 3157,0,7,,,0,,204,-102.25679736,21.94121632
200992504,30419,ROBO TRANSPORTE PUBLICO,9,2020-09-27,7,4,20,26,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,NA,NA,",,,",PROLONGACION,PASEO DE LA ASUNCION,CALLE,JOSE MARIA MAYTORENA,CALLE,ABRAHAM GONZALEZ,2,4,false,true,1,1 HOMBRE,ND,0,0,N,N,false,"3,28,30",0,0,1,1,TRANSPORTE PUBLICO,TAXI 1372,0,7,,,0,,205,-102.30126488,21.84959492
200977944,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-23,3,5,51,26,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,CALLE,FRANCISCO DE J HERRERA L,NA,NA,",,,",CALLE,MATEO HERNANDEZ VAZQUEZ,CALLE,MANUEL ZAVALA MADRIGAL,AVENIDA,VALLE DE LOS ROMEROS,5,2,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,124,1,1,TRANSPORTE PUBLICO,TAXI,0,7,,,0,,206,-102.26392540,21.93711361
200988574,30420,ROBO TRANSPORTE PUBLICO,9,2020-09-26,6,8,32,19,1,FRACCIONAMIENTO,LAS AMERICAS,1114,CALLE,REPUBLICA DE PANAMA,NA,NA,"209,,,",AVENIDA,QUINTA,CALLE,REPUBLICA DE ARGENTINA,CALLE,REPUBLICA DOMINICANA,2,4,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,330,1,1,TRANSPORTE PUBLICO,TAXI 1197,0,7,,,0,,207,-102.29761683,21.86682757
200996389,30419,ROBO TRANSPORTE PUBLICO,9,2020-09-28,1,0,0,20,6,COMUNIDAD,LAS ANIMAS,215P,CARRETERA,71 PROVIDENCIA LUIS MOYA,NA,NA,",,,",CALLE,VENUSTIANO CARRANZA,CARRETERA,122 SAN FRANCISCO DE LOS ROMO JOSE MARIA MORELOS CALVELLINAS,CALLE,VENUSTIANO CARRANZA,7,7,false,true,1,1 HOMBRE,ND,0,0,N,N,false,28,1000,1000,1,2,TRANSPORTE PUBLICO,TAXI 3510,0,7,,,0,,208,-102.26199917,22.08881155
201001864,30419,ROBO TRANSPORTE PUBLICO,9,2020-09-29,2,0,0,24,1,FRACCIONAMIENTO,ALIANZA FERROCARRILERA,480,CALLE,ALFONSO RAMIREZ PAULIN,NA,NA,"103,,,",CALLE,A,CALLE,FRANCISCO DE PELANDA,CALLE,MANUEL DE URQUIAGA,5,2,false,true,1,1 HOMBRE,ND,0,0,N,N,false,"3,28,30",1000,1000,1,1,TRANSPORTE PUBLICO,TAXI 2461,0,7,,,0,,209,-102.28336624,21.91151544
201009843,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-02,5,13,24,21,1,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,ELIAS DE LARA,NA,NA,",,,",CALLE,VILLA CONSTITUCION,CALLE,VILLA DEL RIO,CALLE,VILLA DE BILBAO,5,2,true,false,9,1 HOMBRE,ANTONIO ESCOBAR CASTRO,1,0,N,N,false,36,0,80,1,4,TRANSPORTE PUBLICO,TAXI 2798,0,7,,,0,,210,-102.25058618,21.92611164
201018526,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-04,7,18,53,22,1,EJIDO,SAN IGNACIO,33P,CALLE,SAN JUAN,NA,NA,",,,",CALLE,PASEOS DE LOS OLIVOS,CALLE,SAN AGUSTIN,CALLE,SANTA MARIA,6,1,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,70,1,2,TRANSPORTE PUBLICO,TAXI 3358,0,7,,,0,,211,-102.34050942,21.88638018
201008118,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-01,4,22,30,24,1,FRACCIONAMIENTO,MUJERES ILUSTRES,602,CALLE,TERESA DE CALCUTA,NA,NA,"120,,,",CALLE,CATO HANRATH,AVENIDA,POLIDUCTO,CALLE,ROSA LUXEMBURGO,3,3,true,false,9,1 HOMBRE,ND,1,0,N,N,false,36,0,80,1,4,TRANSPORTE PUBLICO,TAXI 1367,0,7,,,0,,212,-102.25574747,21.84849554
201008172,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-01,4,22,45,24,1,EJIDO,SAN IGNACIO,33P,CALLE,EMILIANO ZAPATA,NA,NA,"415,,,",CALLE,VICENTE GUERRERO,CALLE,ADOLFO LOPEZ MATEOS,CALLE,FRANCISCO VILLA,6,1,true,false,9,ND,ND,0,0,N,N,false,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 3269,0,7,,,0,,213,-102.34066845,21.89099624
201030752,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-08,4,10,0,20,1,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,OCOTE,NA,NA,",,,",CALLE,EL MOCHO,CALLE,LA BARRANCA,AVENIDA,SIGLO XXI,4,2,false,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2528,0,7,,,0,,214,-102.24653889,21.87661398
201012119,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-03,6,0,20,25,1,FRACCIONAMIENTO,VILLA MONTA¥A,501R,CALLE,LEOBARDO QUIROZ MORENO,NA,NA,"101,,,",PROLONGACION,CONSTITUCIONALISTA,CALLE,FRANCISCO DE J HERRERA L,CALLE,ANGEL VENEGAS AHUMADO,5,2,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,102,1,1,TRANSPORTE PUBLICO,TAXI 2352,0,7,,,0,,215,-102.26323899,21.93957069
201034436,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-09,5,9,23,20,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,MIGUEL ANGEL BARBERENA VEGA,NA,NA,",,,",AVENIDA,OJOCALIENTE,CALLE,LOS CAMPOS,CALLE,LOS CAMPOS,4,2,true,false,9,UNAS PERSONAS,ND,0,0,N,N,false,36,0,90,1,2,TRANSPORTE PUBLICO,TAXI 3432,0,7,,,0,,216,-102.25876370,21.89716402
201041988,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-11,7,1,45,25,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,ILIO,NA,108,",,C,",CALLE,LIVRONO,CALLE,KALAMARIA,CALLE,EGEO,3,3,true,false,9,1 PERSONA,ND,0,0,N,N,false,36,0,89,1,1,TRANSPORTE PUBLICO,TAXI 0921,0,7,,,0,,217,-102.26829602,21.81112191
201046752,30419,ROBO TRANSPORTE PUBLICO,10,2020-10-12,1,1,32,25,1,COMUNIDAD,PE¥UELAS EL CIENEGAL,27P,CALLE,MIGUEL HIDALGO,NA,NA,",,,",CALLE,FRANCISCO VILLA,CALLE,LAZARO CARDENAS,CALLE,FRANCISCO I MADERO,3,3,false,true,1,1 HOMBRE,ND,0,0,N,N,false,28,1800,1800,1,1,TRANSPORTE PUBLICO,UBER,0,7,,,0,,218,-102.27648930,21.72692201
201052441,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-13,2,18,31,22,1,COLONIA,EL RIEGO,767,PRIVADA,MAGUEY,NA,NA,",,,",AVENIDA,DE LA ESPIGA,CALLE,SAN ELIAS,AVENIDA,POLIDUCTO,4,2,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,0,1,1,TRANSPORTE PUBLICO,TAXI 0567,0,7,,,0,,219,-102.24539815,21.89510355
201053687,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-14,3,1,9,25,1,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,AVESTRUZ,NA,NA,",,,",AVENIDA,PASEO DE LA ASUNCION,CALLE,CANARIO,BOULEVARD,AGUILA,2,4,true,false,9,1 HOMBRE,ND,0,0,N,N,false,"28,36",500,535,1,1,TRANSPORTE PUBLICO,TAXI 1197,0,7,,,0,,220,-102.30077009,21.85222765
201063995,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-16,5,23,17,24,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SIGLO XXI,NA,NA,",,,",CALLE,LOS CONOS,CALLE,CIENEGUILLAS,CALLE,EL COECILLO,4,2,true,false,9,1 HOMBRE,ND,0,0,N,N,false,36,0,0,1,2,TRANSPORTE PUBLICO,TAXI 3485,0,7,,,0,,221,-102.24812612,21.87863137
201064046,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-16,5,23,35,24,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL CESARO CASTRO,NA,NA,"105,,,",AVENIDA,DOCTOR MARIANO AZUELA,AVENIDA,CONVENCION,CALLE,DOCTOR FRANCISCO VAZQUEZ GOMEZ,2,4,true,false,9,ND,ND,0,0,N,N,false,36,0,40,1,2,TRANSPORTE PUBLICO,TAXI 2753,0,7,,,0,,222,-102.31316886,21.85399308
201068177,30419,ROBO TRANSPORTE PUBLICO,10,2020-10-18,7,0,43,25,5,COLONIA,CHICHUALES II,151,CALLE,MIRAVALLE,NA,NA,"210,,,",CALLE,PEDRO DE LUNA,CALLE,FELICIANO MARTINEZ CRUZ,CALLE,TAPIAS VIEJAS,7,7,true,true,1,3 HOMBRES,ND,0,1,N,N,false,39,0,0,1,1,TRANSPORTE PUBLICO,TAXI 2197,0,7,,,0,,223,-102.34962086,21.94323597
201092787,30419,ROBO TRANSPORTE PUBLICO,10,2020-10-24,6,22,30,24,1,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,CIENEGUILLAS,NA,NA,"505,,,",AVENIDA,OJOCALIENTE,CALLE,RETO¥O,CALLE,EL MOCHO,4,2,false,true,1,2 HOMBRES,ND,0,0,N,N,false,"22,28,29",1000,1000,1,1,TRANSPORTE PUBLICO,TAXI 2487,0,7,,,0,,224,-102.24907239,21.87640433
201102363,30419,ROBO TRANSPORTE PUBLICO,10,2020-10-27,2,21,30,23,1,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,CUMBRES,NA,NA,",,,",CALLE,CIENEGUILLAS,CALLE,LOS CONOS,AVENIDA,OJOCALIENTE,4,2,false,true,4,2 HOMBRES,ND,0,0,N,N,false,"28,30",900,900,1,1,TRANSPORTE PUBLICO,TAXI 753,0,7,,,0,,225,-102.24874209,21.87705847
201105066,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-28,3,20,51,23,11,FRACCIONAMIENTO,SAN JOSE DE BUENAVISTA,12,AVENIDA,REVOLUCION,NA,NA,",,,",CALLE,BOLIVIA,CALLE,URUGUAY,CALLE,DAVID HERNANDEZ LUGO,7,7,true,false,9,ND,ND,0,0,N,N,false,36,0,120,1,2,TRANSPORTE PUBLICO,UBER,0,7,,,0,,226,-102.26903228,22.07104689
201105699,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-29,4,0,52,25,1,FRACCIONAMIENTO,FRACC RODOLFO LANDEROS GALLEGOS,459,CALLE,EXPROPIACION PETROLERA,NA,NA,",,,",CALLE,GENERAL LAZARO CARDENAS,AVENIDA,POLIDUCTO,CALLE,PAZ ROMO DE VIVAR,5,2,true,false,9,2 HOMBRES,ND,0,0,N,N,false,28,300,300,1,1,TRANSPORTE PUBLICO,TAXI 2055,0,7,,,0,,227,-102.25041837,21.90393502
201094101,30420,ROBO TRANSPORTE PUBLICO,10,2020-10-25,7,7,0,19,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,CORONEL VALENTE ARTEAGA,NA,NA,",,,",CALLE,SOBERANA CONVENCION MILITAR REVOLUNARIA NORTE,CALLE,RICARDO GARCIA MENDOZA,CALLE,CORONEL JOSE RINCON GALLARDO,2,4,true,false,9,1 HOMBRE,ND,1,0,N,N,false,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 329,0,7,,,0,,228,-102.32452279,21.85781203
201113883,30419,ROBO TRANSPORTE PUBLICO,10,2020-10-31,6,14,25,21,5,COLONIA,CHICAHULES II,151,AVENIDA,ROMAN LOERA,NA,NA,",,,",CALLE,MILPILLAS,N,N,N,N,7,7,false,true,"1,3",2 HOMBRES,"""EL BACHAS"" ""EL PITUR""",0,0,N,N,false,"3,28",4000,4000,1,1,TRANSPORTE PUBLICO,TAXI 1184,0,7,,,0,,229,-102.35214976,21.94189522
201116935,30420,ROBO TRANSPORTE PUBLICO,11,2020-11-01,7,6,25,19,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION II,846,AVENIDA,INDEPENDENCIA,NA,NA,",,,",CALLE,MONTES HIMALAYA,BOULEVARD,LUIS DONALDO COLOSIO,CALLE,MONTE BLANCO,6,1,true,false,9,1 HOMBRE,ND,1,0,N,N,false,36,0,0,1,4,TRANSPORTE PUBLICO,TAXI 2941,0,7,,,0,,230,-102.29809473,21.92331945
201126599,30420,ROBO TRANSPORTE PUBLICO,11,2020-11-04,3,8,17,19,1,FRACCIONAMIENTO,VILLA TERESA,790,CALLE,JUAN BAUTISTA LASALLE,NA,NA,",,,",AVENIDA,CONSTITUCION,CALLE,AGUSTINOS,CALLE,ADORATRICES,5,2,true,false,9,2 HOMBRES,ND,0,0,N,N,false,36,0,20,1,1,TRANSPORTE PUBLICO,UBER,0,7,,,0,,231,-102.28555040,21.91944855
201130389,30419,ROBO TRANSPORTE PUBLICO,11,2020-11-05,4,13,47,21,5,COLONIA,EL TORITO,199,CALLE,SOR JUANA INES DE LA CRUZ,NA,NA,",,,",CALLE,15 DE SEPTIEMBRE,AVENIDA,FRANCISCO I MADERO,CALLE,LAZARO CARDENAS,7,7,false,true,4,2 HOMBRES,ND,0,0,N,N,false,"3,28",2000,50000,1,1,TRANSPORTE PUBLICO,TAXI 2416,0,7,,,0,,232,-102.35499768,21.96970325
201134843,30419,ROBO TRANSPORTE PUBLICO,11,2020-11-06,5,0,0,24,1,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,LA MANZANA,NA,NA,",,,",AVENIDA,SIGLO XXI,CALLE,ESTACION CA¥ADA,CALLE,LAS HORMIGAS,4,2,false,true,2,2 HOMBRES,ND,0,0,N,N,false,"15,28,31",150,150,1,1,TRANSPORTE PUBLICO,TAXI 1584,0,7,,,0,,233,-102.24901218,21.88217528
