FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOSP,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,CARRETERA,TIPO_CARR,MARCA,SUBMARCA,MODELO,COLOR,PLACAS,SERIE,MOTOR,EDO_PLACAS,HECHOS,TRANSP_PUB,TIPO_VEH,TRANSPTTA,A_TRANS_PA,LLAVES_PUE,LPR,CARP_INV,CASA_VEH,ASEN_REC,COND_REC,CORP_REC,FECHA_REC,DIA_REC,MUN_REC,LONG,LAT,FERIA,EXTORSION,OID
250009697,0,30463,ROBO DE MOTOCICLETA,1,01/01/2025,1,3,1,FRACCIONAMIENTO,EJIDO OJOCALIENTE,559,559,AVENIDA,TECNOLOGICO,NA,NA,",,,",CALLE,PUENTE DE ALVARADO,4,21,30,24,09:30 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,ITALIKA,FT125,2023,NEGRO,74CNJ3,ND,ND,AGUASCALIENTES,ITALIKA FT125 2023 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,RUSTICOS CALPULLI,5,AGS,02/01/2025,4,1,-102.26074,21.8791913,0,,1
250011116,0,30463,ROBO DE MOTOCICLETA,1,02/01/2025,1,4,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,RAFAEL GOMEZ RAMIREZ,NA,NA,"502,,,",CALLE,MIGUEL ROMO GONZALEZ,3,0,0,25,00:00-02:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,ITALIKA,DT150,2020,NARANJA,64CJN3,ND,ND,AGUASCALIENTES,ITALIKA DT150 2020 NARANJA,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,VNSA,5,AGS,01/01/2025,3,1,-102.25529,21.9381908,0,,2
250011148,0,30463,ROBO DE MOTOCICLETA,1,02/01/2025,1,4,4,RURAL,REFUGIO DE PROVIDENCIA (LA PROVIDENCIA),889,889,CALLE,INSURGENTES,NA,NA,",,,",CALLE,EMILIANO ZAPATA,7,0,0,24,21:30-22:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,150Z,0,AMARILLO CON NEGRO,77AKE1,3SCA5ALB8N1006407,ND,AGUASCALIENTES,ITALIKA 150Z AMARILLO CON NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.2573,22.3475463,0,,3
250011776,0,30463,ROBO DE MOTOCICLETA,1,02/01/2025,1,4,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,530,CALLE,HACIENDA GRACIAS A DIOS,NA,NA,"122,,,",CALLE,HACIENDA SAN ISIDRO,4,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,2,0,Falso,NA,ITALIKA,150CC,0,NEGRO,ND,ND,ND,ND,ITALIKA 150CC NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.24871,21.8870693,0,,4
250020927,0,30463,ROBO DE MOTOCICLETA,1,03/01/2025,1,5,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ENCINO",331,331,AVENIDA,SIGLO XXI,NA,NA,",,,",PROLONGACION,ADORATRICES,3,0,0,23,19:00-19:36,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,ND,2024,NEGRO CON VERDE,6ACPS5,3SCK2AET7R1060625,ND,AGUASCALIENTES,ITALIKA 2024 NEGRO CON VERDE,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/00241/01-25,Falso,,,,01/01/1900,0,0,-102.26462,21.9254842,0,,5
250476997,0,30414,ROBO DE MOTOCICLETA,3,07/03/2025,10,5,1,FRACCIONAMIENTO,ESPAÑA,171,171,AVENIDA,AGUASCALIENTES PONIENTE,NA,NA,"1703,,,",CALLE,BURGOS,2,6,30,19,06:30 a. m.,Falso,Falso,9,ninguna,1 HOMBRE,"""EL MARIACHI""",H,H,8,0,N,N,0,0,Falso,0,N,N,Falso,20,13,0,Falso,NA,APRILLA,ND,2010,GRIS CON NEGRO,ND,LFSTCKPR1A110410,ND,ND,APRILLA 2010 GRIS CON NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/06656/03-25,Verdadero,,,,01/01/1900,0,0,-102.31759,21.8658532,0,Falso,161
250021536,0,30463,ROBO DE MOTOCICLETA,1,03/01/2025,1,5,1,FRACCIONAMIENTO,CALICANTOS II,506,506,AVENIDA,ARROYO EL MOLINO,NA,NA,"615,,,",PROLONGACION,GENERAL IGNACIO ZARAGOZA,6,20,30,23,08:30 p. m.,Falso,Falso,9,ninguna,1 PERSONA,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,HONDA,150CC,2016,BLANCO,03CPY2,3HC1CA4173GY30968,ND,AGUASCALIENTES,HONDA 150CC 2016 BLANCO,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/00244/01-25,Falso,,,,01/01/1900,0,0,-102.30711,21.9336741,0,,7
250026659,0,30463,ROBO DE MOTOCICLETA,1,04/01/2025,1,6,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,93,AVENIDA,AGUASCALIENTES SUR,NA,NA,",,,",CALLE,LOLTUN,5,0,0,23,19:00-20:00,Falso,Falso,9,ninguna,"1 HOMBRE,VISTE SUDADERA CON CAPUCHA PUESTA",BRYAN,H,H,8,0,N,N,0,0,Falso,0,N,N,Falso,"1,23",1,3726,Falso,NA,ITALIKA,150CC,2020,NEGRO CON VERDE,18CHS3,3SCPZWE2K1022662,ND,AGUASCALIENTES,ITALIKA 150CC 2020 NEGRO CON VERDE,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/00312/01-25,Falso,,,,01/01/1900,0,0,-102.25709,21.8594765,0,,8
250027896,0,30463,ROBO DE MOTOCICLETA,1,04/01/2025,1,6,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,930,CALLE,PASEOS DE FRUTILANDIA,NA,NA,"109,,,",AVENIDA,PASEOS DE AGUASCALIENTES,7,0,0,23,18:30-19:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,DM250,2021,AZUL CIELO,78AJR7,LZSK4FKK9MF125112,ND,AGUASCALIENTES,ITALIKA DM250 2021 AZUL CIELO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29155,21.9677683,0,,9
250032160,0,30463,ROBO DE MOTOCICLETA,1,05/01/2025,1,7,1,FRACCIONAMIENTO,PASEOS DEL SOL,529,529,PRIVADA,SEGUNDA PRIVADA INGENIERO CARLOS ENRIQUE AGUILERA VILLEGAS,NA,NA,"215,,,",CALLE,ARQUITECTO CARLOS ENRIQUE AGUILERA VILLEGAS,4,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,125CC,2019,BLANCO,A9NR6,3SCPBTDE6K1010223,ND,AGUASCALIENTES,ITALIKA 125CC 2019 BLANCO,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/00340/01-25,Falso,,,,01/01/1900,0,0,-102.23676,21.8993369,0,,10
251270959,0,30463,ROBO DE MOTOCICLETA,6,29/06/2025,26,7,1,FRACCIONAMIENTO,ESPAÑA,171,171,CALLE,SORIA,NA,NA,"114,,,",AVENIDA,DE LOS MAESTROS,2,21,40,24,09:40 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,VENTO,WORKMAN 250,2023,BLANCO CON NEGRO,84CNZ5,ND,ND,AGUASCALIENTES,VENTO WORKMAN 250 2023 BLANCO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,JOSE LOPEZ PORTILLO,5,AGS,01/07/2025,2,1,-102.31135,21.8663257,0,Falso,472
250042431,0,30462,ROBO DE MOTOCICLETA,1,07/01/2025,2,2,1,FRACCIONAMIENTO,LOS PERICOS,287,287,CALLE,SAN ISIDRO,NA,NA,"128,,,",AVENIDA,CULTURA OTOMI SUR,4,2,0,25,02:00 a. m.,Falso,Verdadero,1,cortante,"3 HOMBRES,VESTIDOS DE NEGRO",ND,H,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,VENTO,ND,2022,AMARILLO CON NEGRO,24CPR3,ND,ND,AGUASCALIENTES,VENTO 2022 AMARILLO CON NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,LOS PERICOS,5,AGS,07/01/2025,2,1,-102.24674,21.9036182,0,,12
250534751,0,30463,ROBO DE MOTOCICLETA,3,20/03/2025,12,4,5,NINGUNO,LA CAÑADA,1062,1062,CALLE,J ROSAS FLORES RAMOS,NA,NA,",,,",CALLE,PROCURADURIA AGRARIA,7,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,2,0,Falso,NA,ITALIKA,ND,2024,NEGRO,72CRH3,3SCK2AET4R1047850,ND,AGUASCALIENTES,ITALIKA 2024 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.35656,21.9543313,0,Falso,190
250048291,0,30463,ROBO DE MOTOCICLETA,1,08/01/2025,2,3,5,LOCALIDAD,EL LLANO,1068,1068,CALLE,MIGUEL ALEMAN,NA,NA,"205,B,,",PRIVADA,10 DE OCTUBRE,7,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,FT150,2024,NEGRO CON VERDE,39ESD2,ND,ND,AGUASCALIENTES,ITALIKA FT150 2024 NEGRO CON VERDE,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.32235,21.9388835,0,,14
251000602,0,50301,ROBO DE MOTOCICLETA,5,21/05/2025,21,3,3,COLONIA,LAS FLORES,783,783,PRIVADA,MAGNOLIAS,NA,NA,"110,,,",CALLE,INDEPENDENCIA,7,12,35,21,12:35 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,3,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,ITALIKA,150CC,0,NEGRO,ND,ND,ND,ND,ITALIKA 150CC NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,LAS FLORES,5,US,21/05/2025,3,3,-102.73046,21.8444069,0,Falso,382
250050685,0,30463,ROBO DE MOTOCICLETA,1,08/01/2025,2,3,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION II,127,127,BOULEVARD,LUIS DONALDO COLOSIO,NA,NA,",,,",AVENIDA,INDEPENDENCIA,6,0,0,22,17:20-18:21,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,FT200,2025,ROJO,ND,LC163FML382424Q4,ND,ND,ITALIKA FT200 2025 ROJO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.2991,21.9249003,0,,16
250050957,0,30463,ROBO DE MOTOCICLETA,1,08/01/2025,2,3,6,RURAL,LAS ANIMAS,1145,1145,CALLE,ARTICULO 16,NA,NA,"112,,,",CARRETERA,71 PROVIDENCIA - LUIS MOYA,7,0,0,3,14:00-18:56,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,ITALIKA,125CC,2025,AZUL CON NEGRO,ND,ND,ND,PERMISO GUERRERO,ITALIKA 125CC 2025 AZULCON NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,CI/PAB/00014/01-25,Falso,LAS ANIMAS,5,PA,10/01/2025,5,6,-102.26647,22.0967423,0,,17
250058374,0,30463,ROBO DE MOTOCICLETA,1,09/01/2025,2,4,1,FRACCIONAMIENTO,TROJES DEL COBANO,229,229,CALLE,TAMARINDO,NA,NA,"103,,,",CALLE,CAMINO AL COBANO,3,0,0,6,03:00-08:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,20,13,0,Falso,NA,VENTO,250CC,2023,NEGRO,85CNZ4,ND,ND,AGUASCALIENTES,VENTO 250CC 2023 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.27855,21.9070001,0,,18
250065951,0,30463,ROBO DE MOTOCICLETA,1,11/01/2025,2,6,1,FRACCIONAMIENTO,RIBERA DEL SOL,464R,0,CALLE,RIBERA TEHUANTEPEC,NA,NA,"114,,,",CALLE,RIBERA MEZCALAPA,4,0,0,21,12:00-12:55,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,FT250,0,ROJO,46CRN2,ND,ND,AGUASCALIENTES,ITALIKA FT250 ROJO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.22753,21.8747648,0,,20
250070851,0,30463,ROBO DE MOTOCICLETA,1,12/01/2025,2,7,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,INGENIERO CAMILO ARRIAGA,NA,NA,"304,,,",CALLE,ABRAHAM GONZALEZ,2,0,0,26,03:00-03:10,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,"1,23",1,3748,Falso,NA,ITALIKA,AT110,2021,AZUL,47ERY9,3SCK67MB5M1002246,ND,AGUASCALIENTES,ITALIKA AT110 2021 AZUL,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/00920/01-25,Falso,,,,01/01/1900,0,0,-102.31553,21.8512756,0,Falso,21
250074842,0,30463,ROBO DE MOTOCICLETA,1,12/01/2025,2,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR SAN MARCOS",580,580,AVENIDA,SIGLO XXI,NA,NA,",,,",PROLONGACION,VALLE DE LOS ROMEROS,3,0,0,23,19:00-20:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,250Z,0,NEGRO,95CRJ5,3FCK5FLD4P1010S65,ND,AGUASCALIENTES,ITALIKA 250Z NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.26828,21.9297046,0,,22
250008530,0,50107,ROBO DE MOTOCICLETA,1,01/01/2025,1,3,1,FRACCIONAMIENTO,LOS ANGELES,603,603,CALLE,ANGELINA,NA,NA,"103,,,",CALLE,VIÑEDOS RIVIER,3,19,45,23,07:45 p. m.,Falso,Falso,9,ninguna,"1 HOMBRE,AMIGO DE SU EXPAREJA",ND,H,M,3,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,ITALIKA,250Z,2024,NEGRO,24CRW9,ND,ND,AGUASCALIENTES,ITALIKA 250Z 2024 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/01010/01-25,Falso,LOS ANGELES,5,MET,11/01/2025,6,1,-102.2767,21.9550503,0,,27
250075118,0,30463,ROBO DE MOTOCICLETA,1,12/01/2025,2,7,5,COLONIA,RANCHO SECO,1064R,0,CALLE,AMAPOLA,NA,NA,"107,,,",CALLE,PENSAMIENTO,7,20,7,23,08:07 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,YAMAHA,R150,0,NEGRO,67CND7,ND,ND,AGUASCALIENTES,YAMAHA R15 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,RANCHO SECO,5,US,12/01/2025,7,5,-102.34975,21.9835806,0,,23
84630003,0,30463,ROBO DE MOTOCICLETA,1,06/01/2025,2,1,8,COLONIA,CENTRO,1210,1210,CALLE,JUAN ESTEBAN,NA,NA,",,,",CALLE,JUAN CRISTOBAL,7,1,0,25,01:00 a. m.,Falso,Falso,9,ninguna,"1 HOMBRE,25 AÑOS APROX.CABELLO CHINO",ND,H,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,VENTO,CROSSMAX,2024,NEGRO CON ROJO,ND,3MUCCLB3R10070044,ND,ND,VENTO CROSSMAX 2024 NEGRO CON ROJO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.41621,22.1488427,0,,24
74630004,0,30463,ROBO DE MOTOCICLETA,1,12/01/2025,2,7,7,FRACCIONAMIENTO,SOLIDARIDAD,1201,1201,CALLE,MANUEL DELGADO VALADEZ,NA,NA,",,,",CALLE,GILBERTO ROMO NAJERA,7,21,23,23,09:23 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,ITALIKA,DM200,2021,AMARILLO,60AKD5,3SCK4EKH6M1009952,ND,AGUASCALIENTES,ITALIKA DM200 2021 AMARILLO,0,MOTO,Falso,PARADO,Falso,Falso,CI/RIN/00021/01-25,Falso,"CARR. 22 KM 1+10, COM EL AGUILA",5,TEP,14/01/2025,2,9,-102.33095,22.2251661,0,,25
74630005,0,30463,ROBO DE MOTOCICLETA,1,12/01/2025,2,7,7,COLONIA,ZONA CENTRO,1166,1166,CALLE,EDEN,NA,NA,",,,",CALLE,MORELOS,7,23,5,24,11:05 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,125CC,2023,AZUL CON NEGRO,ND,ND,ND,ND,ITALIKA 125CC 2023 AZUL CON NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.32146,22.2277682,0,,26
250079813,0,30463,ROBO DE MOTOCICLETA,1,13/01/2025,3,1,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,334,CALLE,CATEDRATICOS,NA,NA,"140,,,",CALLE,FELIPE COLLAZO GARCIA,4,11,30,20,11:30 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,ITALIKA,250Z,2023,NEGRO,75ESE4,3SCK5ELD8P1017139,ND,AGUASCALIENTES,ITALIKA 250Z 2023 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,SIN DATOS,1,US,31/01/2025,5,1,-102.2397,21.8717577,0,Falso,29
250070826,0,30463,ROBO DE MOTOCICLETA,1,12/01/2025,2,7,5,COLONIA,SAN MIGUELITO,1069,1069,PROLONGACION,SAN MIGUEL,NA,NA,"238,,,",CALLE,LA CARDONA,7,3,17,26,03:17 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,VELOCI,150CC,2019,ROJO CON NEGRO,A9BA03,ND,ND,AGUASCALIENTES,VELOCI 150CC 2019 ROJO CON NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Verdadero,LA CARDONA,5,JM,12/01/2025,7,5,-102.33118,21.9593752,0,,28
250080094,0,30463,ROBO DE MOTOCICLETA,1,13/01/2025,3,1,1,FRACCIONAMIENTO,VISTAS DEL VALLE,453,453,CALLE,DORADILLA,NA,NA,"134,,,",AVENIDA,VILLAS DE LAS FUENTES,3,15,40,22,03:40 p. m.,Falso,Falso,9,ninguna,"1 HOMBRE,CON PARCHE EN EL OJO,TATUAJE PERO NO SABE EN DONDE,VISTE PLAYERA VERDE",ND,H,M,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,CROSS,2024,ROJO CON BLANCO,ND,ND,ND,ND,ITALIKA CROSS 2024 ROJO CON BLANCO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Verdadero,,,,01/01/1900,0,0,-102.23619,21.9162865,0,Verdadero,30
250080436,0,30463,ROBO DE MOTOCICLETA,1,13/01/2025,3,1,1,NO APLICA,LA TRINIDAD,476,476,BOULEVARD,LICENCIADO ADOLFO RUIZ CORTINES,NA,NA,",,,",AVENIDA,ABELARDO L RODRIGUEZ,6,0,0,26,04:00-05:00,Falso,Falso,9,ninguna,1 MUJER,ND,M,h,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,125CC,2021,ROJO,92CJJ4,3SCK29EL3M1011851,ND,AGUASCALIENTES,ITALIKA 125CC 2021 ROJO,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/01019/01-25,Falso,,,,01/01/1900,0,0,-102.34657,21.877546,0,Falso,31
250087462,0,30463,ROBO DE MOTOCICLETA,1,14/01/2025,3,2,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,334,CALLE,ANTONIA LOPEZ DE CHAVEZ,NA,NA,"443,,,",AVENIDA,PROCERES DE LA ENSE¥ANZA,4,0,0,24,21:30-21:52,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,"1,23",1,3753,Falso,NA,ITALIKA,FT125,2018,ROJO,ND,3SCPFDEXJ1025364,ND,PERMISO SLP,ITALIKA FT125 2018 ROJO,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/01161/01-25,Falso,,,,01/01/1900,0,0,-102.2361,21.8655474,0,Falso,32
250092658,0,30463,ROBO DE MOTOCICLETA,1,15/01/2025,3,2,1,FRACCIONAMIENTO,VILLA DE LAS FUENTES,385,385,CALLE,VILLAS DE VALLARTA,NA,NA,"17,,,",CALLE,VILLA CABO DE SAN LUCAS,3,0,0,23,19:00-20:44,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,"1,23",1,3757,Falso,NA,ITALIKA,ND,2022,NEGRO,92AJU1,35CK2AET5N1002605,ND,AGUASCALIENTES,ITALIKA 2022 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/01255/01-25,Falso,,,,01/01/1900,0,0,-102.23695,21.9131593,0,Falso,33
252319083,0,30463,ROBO DE MOTOCICLETA,11,29/11/2025,48,6,1,FRACCIONAMIENTO,ESPAÑA,171,171,CALLE,SEGOVIA,NA,NA,"126,,,",CALLE,ESPAÑA,2,0,0,26,04:30-05:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,FT150,2024,NEGRO CON ROJO,ND,ND,ND,AGUASCALIENTES,ITALIKA FT150 2024 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.31204,21.8661541,0,Falso,880
250116322,0,30463,ROBO DE MOTOCICLETA,1,19/01/2025,3,7,1,FRACCIONAMIENTO,LOMAS DE BELLAVISTA,415,415,CALLE,CEREZO PONIENTE,NA,NA,"133,,,",AVENIDA,BELLAVISTA,3,0,0,6,01:00-11:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,RT200,2020,NEGRO CON AMARILLO,44CHZ5,3SCMRTGE7L1006943,ND,AGUASCALIENTES,ITALIKA RT200 2020 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,CI/AGS/01561/01-25,Falso,,,,01/01/1900,0,0,-102.24008,21.9166689,0,Falso,39
250113757,0,30463,ROBO DE MOTOCICLETA,1,19/01/2025,3,7,6,BARRIO,PALO ALTO,1128,1128,CALLE,JOSE MARIA MORELOS,NA,NA,"29,,,",CALLE,INDEPENDENCIA SUR,7,0,0,15,22:00-01:21,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Verdadero,1,1,0,Falso,NA,ITALIKA,CROSS,2025,AZUL CON NEGRO,30ESF8,ND,ND,AGUASCALIENTES,ITALIKA CROSS 2025 AZUL CON NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,CI/PAB/00041/01-25,Falso,LOS VAZQUEZ,5,JM,23/01/2025,4,5,-102.27248,22.1445357,0,Falso,35
250114882,0,30463,ROBO DE MOTOCICLETA,1,19/01/2025,3,7,5,FRACCIONAMIENTO,ARBOLEDAS PASO BLANCO,933,933,CIRCUITO,LAUREL,NA,NA,"205,,,",CIRCUITO,LAUREL,7,0,0,26,03:00-04:26,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,250Z,2024,NEGRO,64AJS6,ND,ND,AGUASCALIENTES,ITALIKA 250Z 2024 NEGRO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.3042,21.9647748,0,Falso,36
74630025,0,30463,ROBO DE MOTOCICLETA,1,15/01/2025,3,3,7,FRACCIONAMIENTO,MIGUEL HIDALGO,1156,1156,CALLE,AGUASCALIENTES,NA,NA,",,,",CALLE,COAHUILA,7,1,8,25,01:08 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,CROSS,2022,ROJO,Y34YY,3MUCBGBD9N1016500,ND,AGUASCALIENTES,ITALIKA CROSS 2022 ROJO,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.32552,22.2279081,0,Falso,51
250115242,0,30463,ROBO DE MOTOCICLETA,1,19/01/2025,3,7,5,COLONIA,LOS ARROYITOS,1046,1046,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,NA,NA,",,,",CALLE,JULIO CADENA,7,0,0,5,02:00-06:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,Falso,1,1,0,Falso,NA,ITALIKA,150Z,2022,VERDE,ND,ND,ND,ND,ITALIKA 150Z 2022 VERDE,0,MOTO,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.3375,21.9715174,0,Falso,38
