FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,DETENIDO,LESIONADO,TRASL_HOSP,T_VEH_SOSP,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,ESPACIO,CIERRE_COR,OID,INCIDENTE,LONG,LAT
191184072,30421,10,2019-10-25,5,18,16,0,1,COLONIA,LAS FLORES,1072,CALLE,TULIPANES,NA,"207,,,",CALLE,IGNACIO T CHAVEZ,AVENIDA,DE LAS ORQUIDEAS,CALLE,CAMELIAS,2,false,true,1,NA,NA,0,NA,0,1 PERSONA,N,0,0,false,N,N,false,"3,31",0,15000,1,1,2,1878,Robo a persona,-102.30309760,21.87376255
191849919,30421,10,2019-10-25,5,22,2,0,1,CONDOMINIO,VILLAS DEL VERGEL,644,AVENIDA,INDEPENDENCIA,NA,",,,",CALLE,N,CALLE,SAN MIGUEL EL ALTO,CALLE,INDEPENDENCIA,6,false,true,8,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,5000,1,1,6,1879,Robo a persona,-102.29706305,21.90995615
191187005,30421,10,2019-10-26,6,14,37,0,1,COLONIA,ZONA CENTRO,906,CALLE,GENERAL GUADALUPE VICTORIA,NA,",,,",CALLE,GUADALUPE,CALLE,PLAZUELA GUADALUPE,CALLE,GUADALUPE,1,false,true,1,NA,NA,0,NA,0,4 HOMBRES,N,3,0,false,N,N,false,28,800,800,1,1,4,1880,Robo a persona,-102.29838496,21.88353814
191188030,30421,10,2019-10-26,6,19,26,0,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324-P,CALLE,HACIENDA SANTORAL,NA,",,,",AVENIDA,DE LAS PRESAS,CALLE,MISION DE SAN MARGARITO FLORES GARCIA,CALLE,HAICENDA SANTORAL,3,false,true,3,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,14,0,2000,1,1,1,1881,Robo a persona,-102.26779250,21.80764648
191893361,30421,10,2019-10-27,7,1,4,0,1,FRACCIONAMIENTO,SOL NACIENTE,725-2,CALLE,LECHUGILLA,NA,",,,",CALLE,JOSE GUERRA PALOS,CALLE,FUKUOKA,CALLE,SENDIA,4,false,true,1,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,"3,15,28,29",300,3800,1,1,1,1882,Robo a persona,-102.22970328,21.87346797
191189440,30421,10,2019-10-27,7,1,28,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,GERONIMO DE LA CUEVA,NA,"1344,,,",CALLE,JUAN G ALVARADO,CALLE,MIGUEL ROMO GONZALEZ,CALLE,RAFAEL GOMEZ RAMIREZ,5,false,true,"3,8",NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,7800,1,1,1,1883,Robo a persona,-102.25471581,21.93725084
191183088,30422,10,2019-10-25,5,14,22,0,1,CONDOMINIO,OJOCALIENTE FOVISSSTE I,739,AVENIDA,ANTARES,NA,",,,",CALLE,UNO ORIENTE,AVENIDA,PASEO DE LA CRUZ,CALLE,N,3,false,false,9,NA,NA,0,NA,0,2 HOMBRES,UNO CON BARBA Y EL OTRO CALVO,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,0,0,1,1,2,1884,Robo a persona,-102.25929666,21.87388248
191185022,30422,10,2019-10-25,5,20,26,0,1,FRACCIONAMIENTO,ESPA¥A,1052,CALLE,SALAMANCA,NA,",,,",CALLE,ESPA¥A,CALLE,ZAMORA,CALLE,SANTANDER,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,6000,1,1,1,1885,Robo a persona,-102.31567913,21.86749938
191185253,30421,10,2019-10-26,6,0,3,0,7,COLONIA,SANTA ELENA,70,CALLE,EJERCITO NACIONAL,NA,",,,",CALLE,LIBERTAD,CALLE,MIGUEL HIDALGO,CALLE,GUADALUPE,7,false,true,3,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,14,0,0,1,1,1,1886,Robo a persona,-102.32174058,22.23443099
191187157,30422,10,2019-10-26,6,15,17,0,1,COLONIA,ZONA CENTRO,906,CALLE,5 DE MAYO,NA,",,,",CALLE,ADOLFO TORRES,CALLE,VALENTIN GOMEZ FARIAS,CALLE,GENERAL GUADALUPE VICTORIA,1,false,false,9,NA,NA,0,NA,0,1 MUJER,N,0,0,false,N,N,false,39,0,0,1,1,2,1887,Robo a persona,-102.29783004,21.88428793
191189649,30421,10,2019-10-27,7,1,34,0,1,BARRIO,LA SALUD,1122,CALLE,SOLEDAD,NA,"314,,,",AVENIDA,PASEO DE LA CRUZ,CALLE,SAN MIGUEL,CALLE,SAN MIGUEL,1,false,true,3,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,"3,28",900,900,1,1,1,1888,Robo a persona,-102.28390035,21.87482042
191193326,30422,10,2019-10-28,1,6,14,0,1,FRACCIONAMIENTO,VILLERIAS,491,CALLE,EL CHIQUIHUITE,NA,",,,",CALLE,LA MANZANA,CALLE,VILLA DE CALVILLO,CALLE,VILLA DE COSIO,4,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,39,0,0,1,1,2,1889,Robo a persona,-102.24362954,21.88481186
191189245,30421,10,2019-10-27,1,1,30,0,1,FRACCIONAMIENTO,PRIMO VERDAD,839,AVENIDA,AGUASCALIENTES PONIENTE,NA,",,,",AVENIDA,AGUASCALIENTES NORTE,CALLE,GUADALUPE GONZALEZ,AVENIDA,UNIVERSIDAD,6,false,true,3,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,5000,1,1,1,1890,Robo a persona,-102.31748740,21.91070072
191185747,30422,10,2019-10-26,6,4,30,0,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE TRINIDAD VELA SALAS,NA,"511,,,",CALLE,PROCERES DE LA ENSE¥ANZA,CALLE,ISABEL JIMENEZ DIAZ,CALLE,FELIPE COLLAZO GARCIA,4,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,0,1,2,6,1891,Robo a persona,-102.23683451,21.87206193
191198957,30422,10,2019-10-29,2,16,23,0,1,FRACCIONAMIENTO,SALTO DE OJOCALIENTE,580,CALLE,NUEVA,NA,"11,,,",CALLE,MIGUEL HIDALGO,AVENIDA,TECNOLOGICO,CALLE,MIGUEL HIDALGO,3,false,false,9,PACAZO,N,0,SIN DATOS,0,1 HOMBRE 3 MUJERES,N,0,0,false,COCHE,COCHE POINTER COLOR BLANCO,false,28,7000,7000,1,1,1,1892,Robo a persona,-102.24795339,21.86883456
191197974,30422,10,2019-10-29,2,11,30,0,1,EJIDO,POCITOS,326,CALLE,EULOGIO RAMIREZ,NA,"103,,,",CALLE,ANTONIO DE LUNA,AVENIDA,EUGENIO GARZA SADA,CALLE,REFUGIO DE LUNA,6,false,false,9,NA,NA,0,NA,0,1 MUJER,TIA,0,0,false,N,N,true,"3,28",400,400,1,2,6,1893,Robo a persona,-102.33594246,21.92179155
191199764,30421,10,2019-10-29,2,20,9,0,1,FRACCIONAMIENTO,EMILIANO ZAPATA,585,CALLE,JOSE GONZALEZ CARRILLO,NA,",,,",CALLE,MARINAO JIMENEZ,AVENIDA,SIGLO XXI,CALLE,PROFESOR OTILIO E MONTA¥O,3,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,31,0,5000,1,1,1,1894,Robo a persona,-102.25175832,21.85620081
191199814,30421,10,2019-10-29,2,20,20,0,1,FRACCIONAMIENTO,DEL VALLE 2A SECCION,939,AVENIDA,AGUASCALIENTES PONIENTE,NA,",,,",AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,CALLE,ROMA,AVENIDA,PASEO DEL RIO,6,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,39,0,0,1,1,1,1895,Robo a persona,-102.31872503,21.87208271
191200961,30421,10,2019-10-30,3,8,7,0,5,COLONIA,LOS ARROYITOS,230,CALLE,JULIO CADENA,NA,",,,",CALLE,CALVARIO,CALLE,ARROYO GRANDE,CALLE,CALVARIO,7,false,true,3,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,3,0,800,1,1,2,1896,Robo a persona,-102.34037235,21.96677578
191195750,30422,10,2019-10-28,1,18,56,0,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,AVENIDA,SIGLO XXI,NA,",,,",CALLE,SIERRA TARAHUMARA,CALLE,PICACHO ORIENTE,CALLE,SIERRA DE NOCHISTLAN,5,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,28,29",500,0,1,1,1,1897,Robo a persona,-102.25926065,21.90959470
191196281,30421,10,2019-10-28,1,20,52,0,1,FRACCIONAMIENTO,VISTA DEL SOL II,568,CALLE,ECLIPSE,NA,",,,",CALLE,SOL,AVENIDA,MARINAO ESCOBEDO,CALLE,NADIR,3,false,true,3,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,3000,1,1,1,1898,Robo a persona,-102.27483206,21.86400355
191196406,30421,10,2019-10-28,1,21,17,0,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,AVENIDA,POLIDUCTO,NA,",,,",CALLE,JOSEFINA SALDAMANDO,AVENIDA,RODOLFO LANDEROS GALLEGOS,CALLE,CECILIA LEAL AGUIRRE,4,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,12",0,0,1,1,1,1899,Robo a persona,-102.24840780,21.90329261
191198740,30422,10,2019-10-29,2,15,20,0,7,BARRIO,DE CHORA,64,PRIVADA,CANTERA,NA,"101,,,",CALLE,CANASTEROS,CALLE,LA PEDRERA,CALLE,POMEZ,7,false,false,*,NA,NA,0,NA,0,1 HOMBRE,EX PAREJA,0,0,false,N,N,false,3,0,3000,1,1,6,1900,Robo a persona,-102.32829850,22.23572652
191199417,30422,10,2019-10-29,2,18,29,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR GUADALUPE),402,AVENIDA,POLIDUCTO,NA,",,,",CALLE,ANTONIO RUIZ ESPARZA ALONSO,CALLE,JOSE E FEMAT GUTIERREZ,CALLE,ROGELIO GALINDO DE LA TORRE,5,false,false,9,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,"3,28,29",500,6000,1,1,2,1901,Robo a persona,-102.25811351,21.92711615
191200587,30422,10,2019-10-30,3,0,40,0,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,AVENIDA,UNIVERSIDAD,NA,",,,",AVENIDA,AGUASCALIENTES NORTE,CALLE,SIERRA DE LAS PALOMAS,CALLE,SIERRA DE TEPOZTLAN,6,true,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,26,0,0,1,1,2,1902,Robo a persona,-102.31321345,21.91538559
191201760,30422,10,2019-10-30,3,13,4,0,1,FRACCIONAMIENTO,MORELOS,616,ANDADOR,TERCER BONAMPAK,NA,",,,",CALLE,BONAMPAK,ANDADOR,TERCERA PLAZA BONAMPAK,ANDADOR,TERCERA PLAZA BONAMPAK,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,TIENE UN TATUAJE,0,0,false,N,N,false,3,0,0,1,1,1,1903,Robo a persona,-102.25679824,21.86276793
191201784,30422,10,2019-10-30,3,12,50,0,1,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,OJOCALIENTE,NA,"401,,,",CALLE,JALTOMATE,CALLE,PE¥UELAS,CALLE,PLAZUELA I,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,5000,1,2,1,1904,Robo a persona,-102.25622137,21.88555456
191202625,30421,10,2019-10-30,3,17,0,0,5,FRACCIONAMIENTO,VI¥EDOS EVA,195-P,CARRETERA,45,NA,",,,",CARRETERA,25,AVENIDA,SIGLO XXI,AVENIDA,FERROCARRRIL,5,false,true,8,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,28,3000,3000,1,1,1,1905,Robo a persona,-102.29010699,21.95743527
191203426,30421,10,2019-10-30,3,21,22,0,5,FRACCIONAMIENTO,BUENAVISTA,198,CALLE,PLAN DE ALLENDE,NA,",,,",CALLE,TULIPAN,CALLE,CHUCATA,CALLE,ALHELI,7,false,true,1,NA,NA,0,NA,0,1 HOMBRE,EL CHUKY,0,0,false,N,N,false,14,0,0,1,1,6,1906,Robo a persona,-102.35683987,21.96845392
191205010,30422,10,2019-10-31,4,12,10,0,1,FRACCIONAMIENTO,VILLAS DE LA CANTERA,719,CALLE,DEL AGUA ZARCA,NA,"202,,,",CALLE,LOMAS ALTAS,AVENIDA,DEL CREPUSCULO,CALLE,DEL AGUA CLARA,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,TEZ MORENA ESTATURA 169 APROX,0,0,false,N,N,false,3,0,0,1,1,1,1907,Robo a persona,-102.33856097,21.85533140
191200527,30422,10,2019-10-30,3,0,9,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR ESTACION9,502,CALLE,FRANCISCO ARMENGOL,NA,",,,",CALLE,MIGUEL ROMO GONZALEZ,CALLE,JUAN G ALVARADO,CALLE,RAFAEL GOMEZ RAMIREZ,5,false,false,9,NA,NA,0,NA,0,4 HOMBRES,N,0,0,false,N,N,false,12,0,0,1,1,2,1908,Robo a persona,-102.25607217,21.93900144
191206389,30422,10,2019-10-31,4,18,8,0,1,CONDOMINIO,CENTRO PLAZA ABASTOS EL CERRITO,529,AVENIDA,PASEO DE LA CRUZ,NA,",,,",CALLE,VIA LACTEA,CALLE,N,CALLE,BOYERO,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,TIENE UN TATUAJE EN LA MANO DERECHA,0,0,false,N,N,false,3,0,0,1,2,1,1909,Robo a persona,-102.26841640,21.87364402
191205809,30421,10,2019-10-31,4,15,39,0,1,DESARROLLO ESPECIAL,PARQUE ECOLOGICO MEXICO,438,AVENIDA,PENSADORES MEXICANOS,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,AVENIDA,OJOCALIENTE,CALLE,N,5,false,true,1,NA,NA,0,NA,0,1 HOMBRE,TEZ MORENO PELO CORTO,0,0,false,N,N,false,"3,6,28",20,5000,1,1,1,1910,Robo a persona,-102.26877071,21.91338281
191207121,30421,10,2019-10-31,4,21,8,0,1,EJIDO,SALTO DE OJOCALIENTE,580,AVENIDA,SIGLO XXI,NA,",,,",CALLE,TECNOLOGICO,AVENIDA,TECNOLOGICO,CALLE,NUEVA,3,false,true,1,NA,NA,0,NA,0,2 HOMBRES,EDAD APROX 18 A¥OS,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,0,0,1,1,13,1911,Robo a persona,-102.24494513,21.86717308
191207200,30422,10,2019-10-31,4,21,28,0,5,FRACCIONAMIENTO,YALTA CAMPRESTRE,157,BOULEVARD,EUGENIO GARZA SADA,NA,",,,",CALLE,LANTANA,CALLE,SOLANDRA,CALLE,MADRE SELVA,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,BICICLETA,BICICLETA,false,3,0,0,1,1,20,1912,Robo a persona,-102.34317344,21.94481425
191207398,30422,10,2019-10-31,4,22,38,0,1,FRACCIONAMIENTO,MORELOS,616,CALLE,XEL-HA,NA,"115,,,",ANDADOR,TERCER UXMAL,CALLE,BONAMPAK,CALLE,CHICHEN ITZA,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,EL PIOJO,0,0,false,N,N,false,28,300,300,1,1,1,1913,Robo a persona,-102.25597846,21.86527371
191207398,30422,11,2019-11-01,5,6,52,0,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,CALLE,CULTURA AZTECA,NA,",,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,CALLE,CULTURA MIXTECA,CALLE,CULTURA MAYA,5,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,3500,1,1,2,1914,Robo a persona,-102.24150063,21.90617768
191209384,30422,11,2019-11-01,5,14,16,0,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,NA,"926,,,",CALLE,GENERAL PASCUAL CORNEJO BRUN,CALLE,GENERAL JUVENTINO ESPINOZA,CALLE,JOSE CALVILLO,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,0,6000,1,2,13,1915,Robo a persona,-102.32308954,21.85342476
191212165,30421,11,2019-11-02,6,6,47,0,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,CALLE,CULTURA MAYA,NA,",,,",CALLE,CULTURA MAYA 206,CALLE,CULTURA AZTECA,CALLE,N,5,false,true,8,NA,NA,0,NA,0,2 HOMBRES,COMPLEXION DELGADA,0,0,false,N,N,false,28,70,70,1,1,1,1916,Robo a persona,-102.24366701,21.90767494
191215439,30421,11,2019-11-03,7,1,5,0,1,COLONIA,OJO DE AGUA,986,AVENIDA,HEROE DE NACOZARI SUR,NA,",,,",AVENIDA,CONVENCION DE 1914 SUR,CALLE,AYUNTAMIENTO,CALLE,CRUCITAS,3,false,true,8,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,14",0,0,1,1,1,1917,Robo a persona,-102.28228639,21.86536042
191215617,30421,11,2019-11-03,7,2,1,0,1,FRACCIONAMIENTO,OJO DE AGUA,1080,CALLE,AYUNTAMIENTO,NA,",,,",CALLE,PLAZA CTM,AVENIDA,HEROE DE NACOZARI SUR,CALLE,JESUS YUREM,3,false,true,1,NA,NA,0,NA,0,15 HOMBRES,N,0,0,false,N,N,false,"3,12",0,0,1,1,1,1918,Robo a persona,-102.28183153,21.86513533
191216574,30421,11,2019-11-03,7,10,3,0,1,FRACCIONAMIENTO,LOS LAURELES II,703,CALLE,DE LA DAMIANA,NA,",,,",CALLE,EL LAUREL PONIENTE,CALLE,EL SABINAL,CALLE,CERRADA DE MANDRAGORA,4,false,true,1,NA,NA,0,NA,0,1 HOMBRE,EL CHUY,1,0,false,N,N,false,28,100,100,1,1,4,1919,Robo a persona,-102.24096122,21.90308836
191217964,30421,11,2019-11-03,7,17,12,0,1,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,AVESTRUZ,NA,",,,",CALLE,CERNICALO,CALLE,CANARIO,CALLE,CERNICALO,2,true,true,3,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,38,0,0,1,1,2,1920,Robo a persona,-102.29979376,21.85219499
191208896,30422,11,2019-11-01,5,12,1,0,5,COLONIA,ZONA CENTRO,192,CALLE,LAS FLORES,NA,"101,,,",CALLE,IGNACIO ALLENDE,CALLE,CENTENARIO,CALLE,BELTRAN,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,TEZ MORENO CABELLO LARGO,0,0,false,N,N,false,3,0,6000,1,1,1,1921,Robo a persona,-102.34819276,21.96237178
191208947,30422,11,2019-11-01,5,12,13,0,1,COLONIA,ZONA CENTRO,906,CALLE,5 DE MAYO,NA,",,,",CALLE,LARREATEGUI,CALLE,BENJAMIN DE LA MORA,CALLE,GENERAL GUADALUPE VICTORIA,1,false,false,9,NA,NA,0,NA,0,1 MUJER,N,0,0,false,N,N,false,28,150,150,1,1,2,1922,Robo a persona,-102.29732109,21.88594576
191211440,30422,11,2019-11-02,3,0,9,0,1,COLONIA,ZONA CENTRO,906,CALLE,FRANCISCO I MADERO,NA,"320,,,",CALLE,MIGUEL HIDALGO Y COSTILLA,CALLE,GENERAL IGNACIO ZARAGOZA,CALLE,GONZALEZ SARACHO,1,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,38,0,0,1,1,6,1923,Robo a persona,-102.29192927,21.88230359
191212212,30422,11,2019-11-02,6,7,32,0,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,NA,",,,",CALLE,JOSE MARIA MAYTORENA,AVENIDA,PASEO DE LA ASUNCION,CALLE,DOCTOR MARIANO AZUELA,2,false,false,9,NA,NA,0,NA,0,4 HOMBRES,N,0,0,false,N,N,false,"6,15",0,0,1,1,2,1924,Robo a persona,-102.30128780,21.84970086
191212344,30422,11,2019-11-02,6,8,48,0,1,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,TIPOGRAFOS,NA,",,,",CALLE,VOCEADORES,CALLE,EDITORES,CALLE,MARGARITA MAZA DE JUAREZ,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,CONDUCTOR TAXI,0,0,false,TAXI,TAXI COLOR BLANCO PLACAS A601AAB,false,"3,28",300,300,1,1,13,1925,Robo a persona,-102.24529063,21.85145230
191215736,30421,11,2019-11-03,7,2,42,0,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,CALLE,MARIA DOLORES ESCOBEDO,NA,",,,",CALLE,JOSE MARIA VELASCO,AVENIDA,AGUASCALIENTES ORIENTE,CALLE,DOCTOR ATL,4,false,true,3,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,39,0,0,1,1,53,1926,Robo a persona,-102.26384457,21.89097915
191218762,30422,11,2019-11-03,7,21,37,0,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,PEDRO CORONEL,NA,",,,",CALLE,RAFAEL CORONEL,CALLE,JOSE LUIS CUEVAS,CALLE,FRANCISCO GOITIA,5,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,28,400,400,1,1,1,1927,Robo a persona,-102.26345497,21.92014174
191218762,30422,11,2019-11-03,7,23,41,0,1,FRACCIONAMIENTO,BENITO JUAREZ,466,AVENIDA,NAZARIO ORTIZ GARZA,NA,",,,",ANDADOR,K,ANDADOR,K,ANDADOR,K,4,false,false,9,NA,NA,0,NA,0,1 MUJER,N,0,0,false,N,N,false,3,0,0,1,1,1,1928,Robo a persona,-102.27322942,21.90009691
191214541,30421,11,2019-11-02,6,20,4,0,1,COLONIA,GREMIAL,917,CALLE,20 DE NOVIEMBRE,NA,",,,",CALLE,INGENIERO TOMAS MEDINA UGARTE,CALLE,DOCTOR CARLOS M LOPEZ,CALLE,GENERAL FRANCISCO VILLA,6,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,13,1929,Robo a persona,-102.28857957,21.89872576
191220879,30422,11,2019-11-04,1,14,17,0,6,FRACCIONAMIENTO,COSMOS,90,CALLE,FELIPE ANGELES,NA,"526,,,",CALLE,SIRIO,CALLE,ANTARES,CALLE,LIRA,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,700,1,2,2,1930,Robo a persona,-102.27938064,22.14163361
191222736,30422,11,2019-11-04,1,22,24,0,1,FRACCIONAMIENTO,LA ESTANCIA,1090,CALLE,PETIRROJO,NA,"108,,,",CALLE,CANARIO,CALLE,AMANECER,CALLE,COLIBRI,3,false,false,9,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,14,0,0,1,1,6,1931,Robo a persona,-102.29834323,21.84055827
191224274,30422,11,2019-11-05,2,13,1,0,1,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,GRAVADORES,NA,"202,,,",AVENIDA,DEL REY,CALLE,ROTATIVAS,CALLE,MARIO MORA BARBA,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,BICICLETA,BICICLETA,false,3,0,0,1,2,1,1932,Robo a persona,-102.24749064,21.85126624
191221567,30421,11,2019-11-04,1,17,15,0,1,FRACCIONAMIENTO,SANTA ANITA (DELEGACION JESUS TERAN),482,AVENIDA,PARQUE VIA,NA,",,,",CALLE,TERESA DE AVILA,CALLE,VICTOR HUGO,CALLE,LUIS COLOMA,4,false,true,1,NA,NA,0,NA,0,2 HOMBRES,CON VARIOS TATUAJES EN LOS BRAZOS,0,0,false,MOTOCICLETA,MOTOCICLETA COLOR GRIS,false,3,0,9000,1,1,1,1933,Robo a persona,-102.27362833,21.89669555
191222759,30421,11,2019-11-04,1,22,23,0,1,CONDOMINIO,PROVIDENCIA,1035,AVENIDA,PROVIDENCIA,NA,"210,50,,",CALLE,SAN JAVIER,CALLE,SAN JAVIER,CALLE,SAN JAVIER,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,11,12,29,31",0,0,1,1,1,1934,Robo a persona,-102.31437005,21.83798503
191222937,30421,11,2019-11-04,1,22,50,0,1,COLONIA,SAN PABLO,921,CALLE,GUILLERMO PRIETO,NA,",,,",CALLE,AQUILES SERDAN,CALLE,AMADO NERVO,CALLE,SAN FELIPE,6,false,true,3,NA,NA,0,NA,0,4 HOMBRES,N,0,1,false,N,N,false,3,0,0,1,1,1,1935,Robo a persona,-102.30335593,21.89467198
199122605,30421,11,2019-11-05,2,20,47,0,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,CALLE,CULTURA MAYA,NA,",,,",CALLE,CULTURA MIXTECA,AVENIDA,RODOLFO LANDEROS GALLEGOS,CALLE,CULTURA AZTECA,5,false,true,3,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA TIPO ITALIKA,false,3,0,5000,1,1,1,1936,Robo a persona,-102.24316907,21.90573842
191226069,30421,11,2019-11-05,2,20,32,0,1,FRACCIONAMIENTO,PARRAS,789,CALLE,TAMARINDO,NA,",,,",CALLE,PARRAS,CALLE,MISION,CALLE,MOSCATEL,5,false,true,4,NA,NA,0,NA,0,1 HOMBRE,ESTATURA BAJA TEZ MORENA COMPLEXION DELGADA,0,0,false,COCHE,COCHE COLOR NEGRO,false,3,0,5000,1,1,1,1937,Robo a persona,-102.27986587,21.91037184
191221365,30422,11,2019-11-04,1,16,25,0,1,COLONIA,GREMIAL,917,CALLE,GENERAL MIGUEL BARRAGAN,NA,",,,",AVENIDA,CONVENCION DE 1914 NORTE,CALLE,ALFREDO LEWIS,CALLE,DOCTOR ISIDRO CALERA,6,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,CAMIONETA,CAMIONETA CAPTIVA COLOR AZUL,false,3,1,1,1,0,0,1938,Robo a persona,-102.29256516,21.90042786
191224546,30422,11,2019-11-05,2,14,17,0,1,SIN TIPO,LOMAS DE LA ASUNCION,802,CALLE,RODEO,NA,",,,",CALLE,CONIFERAS,CALLE,CHICHIMECATL,CALLE,RODEO,5,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA COLOR NEGRA,false,3,0,3000,1,1,1,1939,Robo a persona,-102.25927816,21.92554903
191225776,30422,11,2019-11-05,2,19,48,0,1,CONDOMINIO,OJOCALIENTE INEGI,740,AVENIDA,OJOCALIENTE,NA,",,,",CALLE,EL NOVILLO,CALLE,LOS CONOS,CALLE,LAS NORIAS,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,1,2,1940,Robo a persona,-102.25116411,21.87761529
