FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,DETENIDO,LESIONADO,TRASL_HOSP,T_VEH_SOSP,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,ESPACIO,CIERRE_COR,OID,INCIDENTE,LONG,LAT
98,30421,1,2019-01-01,2,0,43,0,5,FRACCIONAMIENTO,AGUA CLARA,189,AVENIDA,ALEJANDRO DE LA CRUZ,NA,",,,",CALLE,AGUAS MADRES,BOULEVARD,MIGUEL DE LA MADRID,CALLE,AGUA REGIA,7,false,true,1,NA,NA,0,NA,0,2 SUJETOS,N,0,0,false,N,N,false,"27,28,29",400,400,1,1,2,1,Robo a persona,-102.33791156,21.95568488
622,30421,1,2019-01-01,2,33,7,0,5,COMUNIDAD,MARAVILLAS,183-P,AVENIDA,GUADALUPE,NA,",,,",CARRETERA,MARAVILLAS PASO BLANCO,N,N,CALLE,BENITO JUAREZ,7,false,true,3,NA,NA,0,NA,0,3 SUJETOS,N,0,0,false,COCHE,COCHE DODGE NEON COLOR ORO PLACAS AM155A,false,"3,28,29",3500,12500,1,1,2,2,Robo a persona,-102.32370059,21.95065741
1566,30422,1,2019-01-02,3,1,4,0,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,CALLE,JULIO DIAZ TORRE,NA,",,,",CALLE,JOSE MARIA ROMO,CALLE,JOSE BARBA ALONSO,CALLE,ANSELMO LOPEZ ARAMBULA,3,false,false,9,NA,NA,0,NA,0,2 SUJETOS,N,0,0,false,COCHE,CARRO TIPO JETTA COLOR GRIS VIDRIOS POLARIZADOS,false,"3,28",750,4750,1,1,2,3,Robo a persona,-102.27892882,21.83222413
1677,30421,1,2019-01-02,3,8,52,0,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,ESCARAMUZA,NA,",,,",CALLE,ALTAGRACIA REYES A,AVENIDA,SIGLO XXI,AVENIDA,RODOLFO LANDEROS GALLEGOS,4,false,true,3,NA,NA,0,NA,0,3 SUJETOS,N,0,0,false,N,N,false,"3,28",0,0,1,1,1,4,Robo a persona,-102.25398590,21.90028541
1800,30422,1,2019-01-02,3,13,12,0,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,COMERCIANTES,NA,"100,,,",CALLE,ESFUERZO NACIONAL,CALLE,CATARATAS,CALLE,INGENIEROS,4,false,false,9,NA,NA,0,NA,0,1 SUJETO,N,0,0,false,N,N,false,28,4000,4000,1,1,6,5,Robo a persona,-102.26114261,21.89130781
1852,30421,1,2019-01-02,3,14,39,0,1,FRACCIONAMIENTO,MISION DE SANTA LUCIA,586,AVENIDA,SIGLO XXI,NA,",,,",CALLE,MISION DE SANTA MARIA DE JESUS SACRAMENTADO VENEGAS DE LA TORRE,CALLE,MISION DE SAN MARGARITO FLORES DE GARCIA,CALLE,MISION DE SAN ROMAN ADAME ROSALES,3,false,true,1,NA,NA,0,NA,0,1 SUJETO,N,0,0,false,N,N,false,"3,28,29,31,38",400,400,1,1,2,6,Robo a persona,-102.27325419,21.84990876
2120,30422,1,2019-01-02,3,19,56,0,1,COLONIA,SAN MARCOS (DELEGACION CENTRO),736,AVENIDA,CONVENCION DE 1914 PONIENTE,NA,",,,",CALLE,NICOLAS RAMIREZ,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,CALLE,NIETO,6,false,false,9,TARJETA,BANCOMER,0,LOPEZ MATEOS PONIENTE Y CONVENCION,0,1 SUJETO,N,0,0,false,CAMIONETA,CAMIONETA CERRADA COLOR NEGRA CON VIDRIOS POLARIZADOS,false,40,0,0,1,2,6,7,Robo a persona,-102.31173261,21.87448556
2261,30421,1,2019-01-02,3,22,26,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,FELIPE DE UREÑA,NA,"314,,,",CALLE,REFUGIO GONZALEZ RAMIREZ,CALLE,ALFONSO DE ANDA CUELLAR,CALLE,JOSE E FEMAT GUTIERREZ,5,false,true,3,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,15",0,6,1,0,6,8,Robo a persona,-102.25584589,21.92830615
2644,30422,1,2019-01-03,4,12,40,0,1,COLONIA,ALTAVISTA,922,CALLE,AQUILES SERDAN,NA,",,,",CALLE,GUILLERMO PRIETO,CALLE,PROFESOR EDMUNDO GAMEZ OROZCO,CALLE,FRANCISCO VILLA,6,false,false,9,NA,NA,0,NA,0,1 SUJETO,N,0,0,false,N,N,false,3,0,3000,1,1,2,9,Robo a persona,-102.30331266,21.89472539
2914,30421,1,2019-01-03,4,7,2,0,1,FRACCIONAMIENTO,MORELOS I,1120,CALLE,30 DE JULIO,NA,",,,",CALLE,CONGRESO DE CHILPANCINGO,CALLE,ARTILLERO MIER,AVENIDA,HEROE INMORTAL,3,false,true,3,NA,NA,0,NA,0,5 SUJETOS,N,0,0,false,N,N,false,38,0,0,1,1,27,10,Robo a persona,-102.26744425,21.85438115
2993,30421,1,2019-01-03,4,19,50,0,1,COLONIA,ZONA CENTRO,906,CALLE,JUAN DE MONTORO,NA,"479,,,",CALLE,COSIO SUR,CALLE,JUAN DE MONTORO,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,1,false,true,3,NA,NA,0,NA,0,2 SUJETOS,N,0,0,false,N,N,false,3,0,3000,1,3,1,11,Robo a persona,-102.28723473,21.88223049
3115,30421,1,2019-01-03,4,22,10,0,1,FRACCIONAMIENTO,SOLIDARIDAD II,579,AVENIDA,SIGLO XXI,NA,",,,",CALLE,CERRO DEL MIXTON,CALLE,ATOTONITLAN,CALLE,CERRO DEL MIXTON,3,false,true,1,NA,NA,0,NA,0,2 SUJETOS 3,N,0,0,false,N,N,false,"3,12",0,2500,1,1,1,12,Robo a persona,-102.24718912,21.86406023
3534,30421,1,2019-01-04,5,13,47,0,1,FRACCIONAMIENTO,MISION DE SANTA LUCIA,586,AVENIDA,HEROE INMORTAL,NA,",,,",CALLE,JESUS RIVERA FRANCO,CALLE,SAN RODRIGO AGUILAR ALEMAN,CALLE,SAN DAVID ROLDAN LARA,3,false,true,3,NA,NA,0,NA,0,3 SUJETOS,N,0,0,false,N,N,false,12,0,0,1,1,1,13,Robo a persona,-102.26925716,21.84539825
3587,30421,1,2019-01-04,5,15,0,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL LUIS MOYA,NA,"1706,,,",CALLE,GENERAL LUCIO BLANCO,CALLE,GENERAL ROQUE GONZALEZ GARZA,CALLE,ABRAHAM GONZALEZ,2,false,true,1,NA,NA,0,NA,0,1 SUJETO,N,0,0,false,N,N,false,3,0,2000,1,1,1,14,Robo a persona,-102.30367111,21.84687951
3668,30421,1,2019-01-04,5,16,6,0,5,COLONIA,LA ESCALERA,219,CALLE,LAS FLORES,NA,"108,C,,",CALLE,MIRASOLES,CALLE,NIAGARA,CALLE,NIAGARA NORTE,7,false,true,8,NA,NA,0,NA,0,1 SUJETO,N,0,0,false,N,N,false,14,0,2000,1,1,1,15,Robo a persona,-102.34692577,21.97050464
3846,30422,1,2019-01-04,5,20,0,0,1,BARRIO,LA SALUD,1122,CALLE,DELICIAS,NA,",,,",CALLE,SANTOS DEGOLLADO,CALLE,PRINCESITA,CALLE,BUSTAMANTE,3,false,false,9,NA,NA,0,NA,0,1 SUJETO,N,0,0,false,N,N,false,3,0,2600,1,3,2,16,Robo a persona,-102.28400674,21.86991063
4141,30421,1,2019-01-05,6,1,19,0,1,FRACCIONAMIENTO,FIDEL VELAZQUEZ,766,AVENIDA,OJOCALIENTE,NA,",,,",ANDADOR,PLAZA FUENTE DE HERCULES,CALLE,N,CALLE,PLAZA FUENTE DE HERCULES,4,false,true,1,NA,NA,0,NA,0,3 SUJETOS,N,0,0,false,N,N,false,"6,28,29",180,180,1,1,2,17,Robo a persona,-102.25845888,21.89277431
4185,30421,1,2019-01-05,6,4,36,0,1,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,REDACTORES,NA,"201,,,",AVENIDA,AMALIA GOMEZ ZEPEDA,AVENIDA,DEL REY,CALLE,DISEÑADORES,3,false,true,8,NA,NA,0,NA,0,ND,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,4500,4500,1,1,1,18,Robo a persona,-102.24916799,21.85162393
4256,30421,1,2019-01-05,6,5,58,0,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,AVENIDA,SIGLO XXI,NA,",,,",CALLE,EL GIGANTE,CALLE,EL PICACHO,CALLE,EL YUGO,5,true,true,8,NA,NA,0,NA,0,1 SUJETO,N,0,0,false,N,N,false,"3,38",0,0,1,1,2,19,Robo a persona,-102.25923954,21.90931081
4356,30421,1,2019-01-05,6,10,53,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR ESTACION),502,CALLE,MANUEL FERNANDEZ SANCHEZ,NA,",,,",CALLE,JESUS GARCIA CORONA,CALLE,JUAN G ALVARADO,CALLE,FRANCISCO DE J HERRERA L,5,false,true,1,NA,NA,0,NA,0,6 HOMBRES,N,0,0,false,N,N,false,"6,31",0,1000,1,1,57,20,Robo a persona,-102.25896999,21.94047246
4623,30421,1,2019-01-05,6,16,19,0,1,FRACCIONAMIENTO,COLINAS DE ORIENTE,460,AVENIDA,GOBERNANTES,NA,"820,,,",CALLE,HIGUERA,AVENIDA,OJOCALIENTE,CALLE,HIGUERA,4,false,true,3,NA,NA,0,NA,0,ND,N,0,0,false,COCHE,COCHE VERSA COLOR ROJO,false,"3,29",0,1500,1,1,1,21,Robo a persona,-102.26071053,21.90385696
4766,30422,1,2019-01-05,6,19,13,0,1,COLONIA,LAS FLORES,1072,CALLE,CAMELIAS,NA,",,,",CALLE,LOS LAURELES,AVENIDA,DE LAS ORQUIDEAS,CALLE,TULIPANES,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,MOTOCICLETA,MOTOCICLETA COLOR VERDE,false,3,0,2500,1,1,1,22,Robo a persona,-102.30386906,21.87409573
4808,30421,1,2019-01-05,6,20,11,0,11,DESARROLLO ESPECIAL,UNION GANADERA,3,CARRETERA,45,NA,",,,",N,N,N,N,N,N,7,false,true,3,NA,NA,0,NA,0,2 HOMBRES,N,1,0,false,N,N,true,3,0,0,1,1,4,23,Robo a persona,-102.27911151,22.06391269
4846,30422,1,2019-01-05,6,20,49,0,1,FRACCIONAMIENTO,EL COBANO,474,CALLE,LIBRA,NA,",,,",CALLE,LOMA NEVADA,CALLE,PISCIS,CALLE,OSA MAYOR,5,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,0,9000,1,1,1,24,Robo a persona,-102.27536392,21.90396370
4890,30421,1,2019-01-05,6,21,40,0,1,FRACCIONAMIENTO,PERIODISTAS,404,AVENIDA,DEL REY,NA,",,,",CALLE,LINOPTIPISTAS,CALLE,AMALIA GOMEZ ZEPEDA,CALLE,REPORTEROS,3,false,true,1,NA,NA,0,NA,0,1 HOMBRE CON UN TATUAJE EN EL CUELLO,N,0,0,false,N,N,false,3,0,0,1,1,6,25,Robo a persona,-102.25047004,21.85169732
5014,30422,1,2019-01-05,6,23,9,0,1,COLONIA,OJO DE AGUA,535,AVENIDA,CONVENCION DE 1914 ORIENTE,NA,",,,",AVENIDA,MARIANO ESCOBEDO,AVENIDA,FERROCARRIL,CALLE,CEDAZO,3,false,false,9,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,"3,6,29,31",1000,9000,1,1,1,26,Robo a persona,-102.27729639,21.86793628
5027,30421,1,2019-01-05,6,23,8,0,1,FRACCIONAMIENTO,CERRO ALTO,546,AVENIDA,PENSADORES MEXICANOS ORIENTE,NA,",,,",CALLE,MALLA CICLONICA,CALLE,FRIDA KHALO,CALLE,N,5,false,true,4,NA,NA,0,NA,0,1 HOMBRE Y 1 MUJER,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,"3,26,28",500,3000,1,1,1,27,Robo a persona,-102.26127329,21.91568112
5577,30422,1,2019-01-06,7,13,14,0,1,BARRIO,LA PURISIMA,915,CALLE,EZEQUIEL A CHAVEZ,NA,",,,",CALLE,MARIA CONCEPCION AGUAYO,CALLE,JUAN DE MONTORO,CALLE,ROSAL,1,false,false,9,NA,NA,0,NA,0,1 HOMBRE ESTATURA BAJA TEZ MORENA CLARA,N,0,0,false,N,N,false,"6,26,28,30,38",0,3000,1,2,1,28,Robo a persona,-102.28471254,21.88334641
5647,30422,1,2019-01-06,7,14,57,0,1,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION INSURGENTES),406,CALLE,REPUBLICA DE PARAGUAY,NA,",,,",AVENIDA,QUINTA,CALLE,REPUBLICA DE ARGENTINA,CALLE,REPUBLICA DE GUATEMALA,2,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,0,1,1,2,29,Robo a persona,-102.29835118,21.86460705
5673,30422,1,2019-01-06,7,15,18,0,1,CONDOMINIO,CENTRAL DE ABASTOS,1087,ANDADOR,N,NA,",,,",N,N,N,N,ANDADOR,DEL ABASTO,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,true,3,0,1500,1,1,26,30,Robo a persona,-102.29034862,21.83223673
5859,30421,1,2019-01-06,7,18,46,0,1,FRACCIONAMIENTO,CUMBRES III,320-P,N,N,N,",,,",N,N,N,N,N,N,5,false,true,3,NA,NA,0,NA,0,ND,N,0,1,true,N,N,false,"28,29",400,400,1,1,42,31,Robo a persona,-102.23008992,21.92416913
6010,30422,1,2019-01-06,7,21,4,0,1,FRACCIONAMIENTO,PERIODISTAS,404,AVENIDA,MARIANO HIDALGO,NA,",,,",AVENIDA,POLIDUCTO,CALLE,EDITORIALISTAS,CALLE,LINOTIPISTAS,3,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,3,0,0,1,1,1,32,Robo a persona,-102.25292810,21.85003758
6336,30421,1,2019-01-07,1,2,28,0,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SAN GABRIEL,NA,",,,",AVENIDA,SIGLO XXI,CALLE,OCOTE,CALLE,EL SALITRE,4,false,true,3,NA,NA,0,NA,0,1 HOMBRE Y 3 MUJERES,N,0,0,false,COCHE,COCHE TIPO GOLF COLOR AZUL MARINO,false,"3,29",0,0,1,1,25,33,Robo a persona,-102.24555382,21.87352544
6369,30422,1,2019-01-07,1,3,33,0,1,FRACCIONAMIENTO,SAN MARCOS,746,PROLONGACION,AQUILES ELOUDUY,NA,",,,",CALLE,MIGUEL ANGEL,AVENIDA,AGUASCALIENTES PONIENTE,CALLE,VALLE NACIONAL,6,false,false,9,NA,NA,0,NA,0,POLICIAS,POLICIAS,0,0,false,PATRULLA,PATRULLA,false,3,0,2000,1,1,59,34,Robo a persona,-102.31833712,21.88064649
6645,30422,1,2019-01-07,1,14,20,0,1,BARRIO,LA PURISIMA,915,CALLE,JUAN DE MONTORO,NA,",,,",CALLE,FRANCISCO G HORNEDO,CALLE,DIANA,CALLE,DIANA,1,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,1,0,false,N,N,true,3,0,0,1,1,4,35,Robo a persona,-102.28526461,21.88215931
6869,30421,1,2019-01-07,1,19,54,0,1,COLONIA,OJO DE AGUA (II),558,AVENIDA,MARIANO ESCOBEDO,NA,",,,",CALLE,CEDAZO,N,N,AVENIDA,FERROCARRIL,3,false,true,1,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,28",300,300,1,1,2,36,Robo a persona,-102.27620197,21.86490865
7858,30421,1,2019-01-08,2,20,36,0,1,FRACCIONAMIENTO,OLIVARES SANTANA,421,CALLE,JOSE MARIA ELIZALDE,NA,",,,",CALLE,BENJAMIN DE LA MORA,CALLE,J MARIA LOPEZ DE NAVA,CALLE,AURELIO GONZALEZ,6,true,true,4,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,38,0,0,1,1,2,37,Robo a persona,-102.31345585,21.89318006
7884,30421,1,2019-01-08,2,21,0,0,1,COLONIA,MIRAVALLE,750,CALLE,ANTONIO NORZAGARAY,NA,",,,",AVENIDA,CONVENCION DE 1914 NORTE,CALLE,JOSE MARIA ELIZALDE,CALLE,JOSE MARIA ELIZALDE,6,true,true,"1,4",NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,15,0,300,1,1,17,38,Robo a persona,-102.31215934,21.89148580
7912,30422,1,2019-01-08,2,21,23,0,5,COLONIA,CHICAHUALES I,155,CALLE,JOSE ACEVES,NA,",,,",CALLE,FELICIANO MARTINEZ CRUZ,CALLE,SANTIAGO APOSTOL,CALLE,IGNACIO ZAMARRIPA,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,0,1,3,1,39,Robo a persona,-102.34904537,21.94808449
7965,30422,1,2019-01-08,2,22,6,0,1,FRACCIONAMIENTO,LOMAS DEL CHAPULIN,594,CALLE,MELISA,NA,"116,,,",CALLE,ARROYO,CALLE,MELISA,CALLE,ARROYO,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,3,0,3500,1,1,1,40,Robo a persona,-102.24761656,21.86167023
8184,30422,1,2019-01-09,3,8,21,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENRAL FORTUNATO MAYCOTTE,NA,",,,",CALLE,ABRAHAM GONZALEZ,AVENIDA,CONVENCION,CALLE,GENERAL CESAREO CASTRO,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,6,0,400,1,1,1,41,Robo a persona,-102.31384171,21.85143312
8383,30422,1,2019-01-09,3,33,47,0,1,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA SERRANA,NA,"227,,,",CALLE,VILLA CONSTITUCION,CALLE,VILLA CLARA,CALLE,VILLA DESIDERIO,5,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,6,0,2000,1,1,1,42,Robo a persona,-102.24789614,21.92710454
8649,30421,1,2019-01-09,3,19,18,0,5,COLONIA,LUIS DONALDO COLOSIO,201,AVENIDA,SOLIDARIDAD,NA,"309,,,",CALLE,LUIS DONALDO COLOSIO,CALLE,CRISTOBAL COLON,CALLE,16 DE SEPTIEMBRE,7,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,3,0,6000,1,1,1,43,Robo a persona,-102.35372626,21.97098264
8688,30421,1,2019-01-09,3,20,2,0,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,AVENIDA,FERROCARRIL,NA,",,,",CALLE,CAROLINA VILLANUEVA DE GARCIA,AVENIDA,SIGLO XXI,AVENIDA,JULIO DIAZ TORRE,3,false,true,2,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,BICICLETA,BICICLETA,false,"3,6,31",0,4000,1,1,1,44,Robo a persona,-102.27766995,21.84614485
8812,30422,1,2019-01-09,3,21,59,0,11,FRACCIONAMIENTO,CEDROS,10,CALLE,NARANJO,NA,",,,",AVENIDA,LA PALMA,AVENIDA,SAUCE,CALLE,FRESNOS,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,12,0,580,1,1,1,45,Robo a persona,-102.27069792,22.07067868
8935,30421,1,2019-01-10,4,3,6,0,1,FRACCIONAMIENTO,VILLA MONTA¥A,502-2,CALLE,CONSTITUCIONALISTA,NA,",,,",CALLE,CELESTINO LOPEZ SANCHEZ,CALLE,MONTE PISIS,CALLE,FRANCISCO DE J HERRERA,5,false,true,3,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,"3,28",900,6900,1,1,2,46,Robo a persona,-102.25750826,21.94346762
9207,30422,1,2019-01-10,4,14,42,0,1,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,AVENIDA,ARQUEROS,NA,"124,C,,",CALLE,CASIOPEA,PRIVADA,ARQUEROS,CALLE,CASIOPEA,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE TEZ MORENA,N,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,0,8500,1,2,1,47,Robo a persona,-102.27034476,21.87168016
9303,30422,1,2019-01-10,4,16,32,0,1,CONDOMINIO,RESIDENCIAL CEDROS,624,AVENIDA,INDEPENDENCIA,NA,",,,",CALLE,ADOLFO LOPEZ MATEOS,AVENIDA,GUADALUPE,N,N,6,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,31",0,8000,1,1,1,48,Robo a persona,-102.29747125,21.94288594
10041,30421,1,2019-01-11,5,14,12,0,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SIGLO XXI,NA,",,,",AVENIDA,PASEO DE VILLERIAS,CALLE,LA MANZANA,CALLE,ESTACION CAÑADA,4,true,true,3,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,39,0,0,1,1,2,49,Robo a persona,-102.24927211,21.88246846
10202,30421,1,2019-01-11,5,16,49,0,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SE¥ORA DE LA ASUNCION (SECTOR ESTACION),502,AVENIDA,GERONIMO DE LA CUEVA,NA,",,,",CALLE,PORFIRIO FERNANDEZ SOTO,CALLE,CELESTINO LOPEZ SANCHEZ,CALLE,FRANCISCO ARMENGOL,5,false,true,1,NA,NA,0,NA,0,1 HOMBRE Y 2 MUJERES,N,0,0,false,N,N,false,"28,30",1500,1500,1,1,1,50,Robo a persona,-102.25360362,21.93826558
10229,30421,1,2019-01-11,5,17,28,0,1,FRACCIONAMIENTO,CASASOLIDA,689,AVENIDA,FAISAN,NA,",,,",CALLE,VOLCAN TACANA,CALLE,CERRO ROSARIO,CALLE,CERRO TLALOC,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"12,28",100,800,1,1,1,51,Robo a persona,-102.29751834,21.83375836
10360,30422,1,2019-01-11,5,20,10,0,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SAN ISIDRO,NA,"128,,,",AVENIDA,POLIDUCTO,AVENIDA,CULTURA OTOMI,AVENIDA,RODOLFO LANDEROS GALLEGOS,4,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,0,false,N,N,false,"3,28",700,700,1,1,25,52,Robo a persona,-102.24675309,21.90360785
10389,30421,1,2019-01-11,5,20,34,0,1,FRACCIONAMIENTO,TROJES DE ORIENTE II,788,AVENIDA,INDEPENDENCIA,NA,"2001,A,,",CALLE,SILOS,AVENIDA,ARROYO,CALLE,MONTE BLANCO,6,false,true,3,NA,NA,0,NA,0,1 HOMBRE,N,0,0,true,N,N,false,"3,28",2500,2500,1,1,42,53,Robo a persona,-102.29830144,21.92920857
10402,30421,1,2019-01-11,5,21,9,0,1,COLONIA,OJO DE AGUA,986,AVENIDA,CONVENCION DE 1914 SUR,NA,",,,",CALLE,CRUCITAS,AVENIDA,HEROE DE NACOZARI SUR,AVENIDA,AYUNTAMIENTO,3,false,true,3,NA,NA,0,NA,0,6 HOMBRES,N,0,0,false,N,N,false,"3,6,29",0,21000,1,1,1,54,Robo a persona,-102.28153753,21.86656619
10838,30422,1,2019-01-12,6,10,45,0,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,DE LOS MAESTROS,NA,",,,",CALLE,GENERAL MACLOVIO HERRERA,CALLE,JULIAN MEDINA,CALLE,INGENIERO CAMILO ARRIAGA,2,true,false,9,NA,NA,0,NA,0,2 HOMBRES,N,1,0,false,BICICLETA,BICICLETA,true,3,0,0,1,1,4,55,Robo a persona,-102.31894949,21.84965184
10968,30422,1,2019-01-12,6,13,51,0,1,FRACCIONAMIENTO,MORELOS I,1120,AVENIDA,HEROE INMORTAL,NA,",,,",CALLE,CAUDILLOS,AVENIDA,HEROE INMORTAL,PROLONGACION,30 DE SEPTIEMBRE,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,MOTOCICLETA,MOTOCICLETA NEGRA,false,3,0,6000,1,2,1,56,Robo a persona,-102.26949696,21.85973322
11037,30421,1,2019-01-12,6,15,16,0,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,PROLONGACION,MARGARITA MAZA DE JUAREZ,NA,",,,",CALLE,DE LA TORRE,CALLE,DEL ALFIL BLANCO,CALLE,DE LA DAMA,3,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,N,N,false,"3,12,28",20,1520,1,1,1,57,Robo a persona,-102.25099295,21.84200788
11311,30421,1,2019-01-12,6,20,24,0,1,FRACCIONAMIENTO,PILAR BLANCO,981,AVENIDA,FAISAN,NA,",,,",ANDADOR,AVE DEL PARAISO,ANDADOR,DEL CISNE,ANDADOR,DEL JILGUERO,2,false,true,8,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,3,0,0,1,1,2,58,Robo a persona,-102.29725087,21.84586703
11545,30422,1,2019-01-12,6,23,35,0,1,FRACCIONAMIENTO,MEXICO,1081,AVENIDA,AGUASCALIENTES SUR,NA,",,,",CALLE,NUEVO LEON,CALLE,CHIAPAS,CALLE,CASA BLANCA,3,false,false,9,NA,NA,0,NA,0,ND,N,0,0,false,N,N,false,"3,14,28,29",0,15000,1,1,1,59,Robo a persona,-102.27934229,21.86017412
11549,30421,1,2019-01-12,6,23,39,0,1,FRACCIONAMIENTO,MEXICO,1081,CALLE,TABASCO,NA,",,,",CALLE,SONORA,CALLE,SINALOA,AVENIDA,AGUASCALIENTES SUR,3,true,true,3,NA,NA,0,NA,0,6 HOMBRES,N,0,0,false,N,N,false,39,0,0,20,1,59,60,Robo a persona,-102.28178136,21.85779780
11580,30421,1,2019-01-12,6,23,59,0,1,FRACCIONAMIENTO,MORELOS II,622,CALLE,CORREGIDORA,NA,"1202,,,",AVENIDA,SIGLO XXI,CALLE,MARIANO JIMENEZ,CALLE,MAYO DE 1812,3,false,true,3,NA,NA,0,NA,0,4 HOMBRES,N,0,0,false,N,N,false,3,0,0,1,1,1,61,Robo a persona,-102.26186210,21.85368262
11767,30421,1,2019-01-13,7,1,58,0,1,FRACCIONAMIENTO,MUJERES ILUSTRES,602,AVENIDA,AJEDRECISTAS,NA,"103,,,",CALLE,MARIA ASCENCION RENTERIA LOPEZ,CALLE,DE LA INFANTERIA,CALLE,EVA SAMANO,3,false,true,3,NA,NA,0,NA,0,3 HOMBRES,N,0,0,false,N,N,false,"3,12",0,0,1,1,1,62,Robo a persona,-102.24909799,21.84601331
12308,30422,1,2019-01-13,7,4,46,0,1,FRACCIONAMIENTO,VILLA DE NUESTRA SE¥ORA DE LA ASUNCION SECTOR SAN MARCOS,435,AVENIDA,SIGLO XXI,BA,",,,",CALLE,ERMITA SAN SEBASTIAN,CALLE,BERNABE DE BALLESTROS,CALLE,JUAN LOPEZ ELIZALDE,5,false,false,9,NA,NA,0,NA,0,1 MENOR,N,0,0,false,N,N,true,3,0,0,1,1,4,63,Robo a persona,-102.26375374,21.92523667
