FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,HORA,MINUTOS,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,HORARIO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,OID,LONG,LAT
211375274,30411,AUTOPARTES,11,2021-11-15,46,1,8,40,1,FRACCIONAMIENTO,LAS VIÑAS,487,CALLE,FLORENCIA,0,NA,",,,",CIRCUITO,DE LA MOLIENDA,7,false,false,9,ND,ND,0,0,N,N,23,37,0,0,false,5,2,AUTOMOVIL,NISSAN,TSURU,1,13,1,-102.28405887,21.90048914
211378282,30411,AUTOPARTES,11,2021-11-15,46,1,23,23,1,FRACCIONAMIENTO,LAS AMERICAS,1114,CALLE,REPUBLICA DE PANAMA,0,NA,",,,",CALLE,REPUBLICA DE ARGENTINA,2,false,false,9,ND,ND,0,0,N,N,27,6,0,0,false,1,1,AUTOMOVIL,HONDA,ND,1,13,2,-102.29667640,21.86653250
211388484,30403,CRISTALAZO,11,2021-11-18,46,4,16,52,11,COLONIA,CENTRO,21,CALLE,JOSE MARIA MORELOS Y PAVON,0,NA,",,,",CALLE,FRANCISCO I MADERO,7,false,false,9,ND,ND,0,0,N,N,22,39,0,0,false,4,5,CAMION,ND,ND,1,1,3,-102.27240978,22.07916545
211386575,30403,CRISTALAZO,11,2021-11-18,46,4,4,8,1,FRACCIONAMIENTO,LAS CUMBRES,441,CALLE,REFUGIO MIRANDA AGUAYO,0,NA,",,,",CALLE,CUATRO MILPAS,3,false,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,CAMIONETA,VOLKSWAGEN,SAVEIRO,1,1,4,-102.26569848,21.91101116
211393195,30411,AUTOPARTES,11,2021-11-19,46,5,20,34,11,FRACCIONAMIENTO,SAN JOSE DEL BARRANCO,7,CALLE,JUSTICIA,0,NA,",,,",CALLE,EMPLEO,7,false,false,9,ND,ND,0,0,N,N,23,"26,12,38",0,3000,false,3,1,CAMION,ND,ND,1,1,5,-102.26220209,22.07017160
211395664,30411,AUTOPARTES,11,2021-11-20,46,6,13,6,5,FRACCIONAMIENTO,VALLE DE MARGARITAS,1691,AVENIDA,A SAN ANTONIO DE LOS HORCONES,0,NA,",,,",AVENIDA,MARGARITAS,7,false,false,9,2 HOMBRES,ND,0,0,N,N,21,37,0,0,false,5,2,AUTOMOVIL,NISSAN,TSURU,1,13,6,-102.29374696,21.99288899
211396914,30411,AUTOPARTES,11,2021-11-20,46,6,18,46,1,FRACCIONAMIENTO,LAS AMERICAS,1114,AVENIDA,CONVENCION DE 1914 SUR,0,NA,",,,",CALLE,REPUBLICA DE URUGUAY,2,true,false,9,1 HOMBRE,ND,0,0,N,N,22,"27,22",0,0,true,1,2,AUTOMOVIL,ND,ND,1,4,7,-102.30151457,21.86647833
211396965,30411,AUTOPARTES,11,2021-11-20,46,6,19,1,11,FRACCIONAMIENTO,PIVA,1PR,CALLE,MUNICIPIO DE COSIO,0,NA,",,,",CALLE,MUNICIPIO DE PABELLON DE ARTEAGA,7,false,false,9,ND,ND,0,0,N,N,1,37,0,0,false,5,2,CAMIONETA,ND,ND,1,1,8,-102.28775721,21.96535936
211400521,30403,CRISTALAZO,11,2021-11-21,46,7,13,21,1,FRACCIONAMIENTO,EL REFUGIO DE PEÑUELAS,28P,CALLE,CAMINO REAL,0,NA,",,,",CALLE,EL SAUZ,2,false,false,9,ND,ND,0,0,N,N,27,39,0,0,false,4,5,CAMIONETA,ND,ND,1,2,9,-102.29307721,21.71662853
211381518,30411,AUTOPARTES,11,2021-11-16,46,2,20,37,1,FRACCIONAMIENTO,JARDINES DEL SUR,958,CALLE,PICO DE ROIZABA,0,NA,",,,",PROLONGACION,PASEO DE LA ASUNCION,2,false,false,9,ND,ND,0,0,N,N,23,12,0,0,false,1,2,AUTOMOVIL,FORD,ESCORT,1,6,10,-102.30059915,21.85876284
211382453,30411,AUTOPARTES,11,2021-11-17,46,3,2,47,11,FRACCIONAMIENTO,MONTE VERDE,350PR,CALLE,CULHUACAN,0,NA,",,,",AVENIDA,LA RIVERA,7,false,false,9,ND,ND,0,0,N,N,16,"23,46",0,0,false,1,2,CAMIONETA,NISSAN,PICK-UP,1,1,11,-102.25267458,21.95864734
211382517,30403,CRISTALAZO,11,2021-11-17,46,3,4,12,1,FRACCIONAMIENTO,MUJERES ILUSTRES,602,CALLE,CARMEN MACIAS DE LA PEÑA,0,NA,",,,",CALLE,DE LA ALIANZA,5,true,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,CAMIONETA,CHRYSLER,ND,1,1,12,-102.25141379,21.84776519
211382754,30411,AUTOPARTES,11,2021-11-17,46,3,7,47,5,FRACCIONAMIENTO,CHICAHUALES I,155,CALLE,DAVID GUARDADO,0,NA,",,,",CALLE,SANTIAGO APOSTOL,7,false,false,9,ND,ND,0,0,N,N,27,39,0,0,false,1,5,AUTOMOVIL,CHEVROLET,CHEVY,1,1,13,-102.35089325,21.94729609
211383017,30411,AUTOPARTES,11,2021-11-17,46,3,9,39,1,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,OCOTE,0,NA,",,,",CALLE,GABRIEL MENDEZ,4,false,true,9,ND,ND,0,0,N,N,16,"27,26,3,11",0,14000,true,1,1,CAMIONETA,ND,ND,1,6,14,-102.24553566,21.87424288
211385641,30403,CRISTALAZO,11,2021-11-17,46,3,20,58,1,FRACCIONAMIENTO,LAS AMERICAS,114,CALLE,REPUBLICA DE PANAMA,0,NA,",,,",AVENIDA,LAS AMERICAS,2,true,false,9,1 HOMBRE,ND,0,0,N,N,23,39,0,0,false,4,5,AUTOMOVIL,VOLKSWAGEN,SEDAN,1,6,15,-102.30253740,21.86756740
211385944,30411,AUTOPARTES,11,2021-11-17,46,3,22,18,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,HACIENDA DE OJOCALIENTE,0,NA,",,,",AVENIDA,SIGLO XXI,4,false,false,9,ND,ND,0,0,N,N,24,"12,26,27",0,0,false,1,1,CAMIONETA,CHEVROLET,ND,1,1,16,-102.25093055,21.88774757
211386800,30411,AUTOPARTES,11,2021-11-18,46,4,7,30,1,FRACCIONAMIENTO,VNSA GUADALUPE,402,CALLE,JOSE FEMAT GUTIERREZ,0,NA,",,,",AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,3,false,false,9,ND,ND,0,0,N,N,39,"24,12,26",0,5000,false,1,3,AUTOMOVIL,VOLKSWAGEN,CORDOBA,1,1,17,-102.25619710,21.93018206
211388472,30411,AUTOPARTES,11,2021-11-18,46,4,16,47,6,FRACCIONAMIENTO,PLUTARCO ELIAS CALLES,95,CALLE,DIONOSIO MARTINEZ TREJO,0,NA,",,,",CALLE,NARCISO PERALES AVILA MINA,7,false,false,9,ND,ND,0,0,N,N,22,25,0,0,false,2,2,CAMIONETA,FORD,EXPLORER,1,13,18,-102.28642132,22.14429124
211388712,30411,AUTOPARTES,11,2021-11-18,46,4,18,4,1,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A SECCION,1046,CALLE,REPUBLICA MEXICANA,0,NA,",,,",AVENIDA,LAS AMERICAS,2,true,false,9,2 HOMBRES,ND,0,0,AUTOMOVIL,SEAT COLOR ROJO,22,"26,38,27",1000,0,false,1,1,AUTOMOVIL,CHEVROLET,AVEO,1,1,19,-102.30317424,21.86428882
211388730,30411,AUTOPARTES,11,2021-11-18,46,4,18,7,7,SIN TIPO,ZONA CENTRO,49,CALLE,MARIANO JIMENEZ,0,NA,",,,",CALLE,PROFESOR ENRIQUE OLIVARES SANTANA,7,false,false,9,ND,ND,0,0,N,N,22,"22,23",0,13000,false,1,2,CAMIONETA,CHEVROLET,ND,1,1,20,-102.33910299,22.17397679
211390130,30403,CRISTALAZO,11,2021-11-19,46,5,0,46,1,FRACCIONAMIENTO,MISION DEL CAMPANARIO,892,CALLE,MISION DEL CAMPANARIO,0,NA,"314,,,",CALLE,DE LA CALZADA,6,false,false,9,ND,ND,0,0,N,N,22,"26,11",0,50000,false,4,1,AUTOMOVIL,KIA,RIO,1,1,21,-102.31829907,21.93339574
211390378,30403,CRISTALAZO,11,2021-11-19,46,5,2,58,1,FRACCIONAMIENTO,GREMIAL,917,CALLE,JESUS CONSUELO,0,NA,",,,",CALLE,ALFREDO LEWIS,6,false,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,CAMIONETA,DODGE,VOYAGUER,1,1,22,-102.28745338,21.90074546
211392781,30403,CRISTALAZO,11,2021-11-19,46,5,18,45,1,FRACCIONAMIENTO,PASEOS DE SAN GERARDO,315P,CARRETERA,45 SUR,0,NA,",,,",SD,SD,5,false,false,9,1 HOMBRE,ND,0,0,CAMIONETA,EN COLOR ROJO DESPINTADO,23,"26,27,6",0,0,false,4,1,CAMIONETA,TOWN COUNTRY,ND,1,1,23,-102.27688298,21.79816077
211393717,30403,CRISTALAZO,11,2021-11-19,46,5,22,35,6,FRACCIONAMIENTO,ZONA CENTRO,94,CALLE,LEANDRO DEL VALLE,0,NA,",,,",CALLE,AQUILES SERDAN,7,false,false,9,ND,ND,0,0,N,N,24,39,0,0,false,4,5,AUTOMOVIL,NISSAN,FRONTIER,1,13,24,-102.27944695,22.14848882
211394515,30403,CRISTALAZO,11,2021-11-20,46,6,4,7,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,576,AVENIDA,VALLARTA,0,NA,"210,,,",CALLE,VALLARTA 210,4,false,false,9,ND,ND,0,0,N,N,26,22,0,4000,false,4,2,CAMIONETA,HONDA,ODISSEY,1,6,25,-102.23627615,21.88211172
211394714,30411,AUTOPARTES,11,2021-11-20,46,6,7,7,1,FRACCIONAMIENTO,LAS CAÑADAS,549,CARRETERA,25,0,NA,",,,",CALLE,PREFESORA ESPARZA MATEOS DE MEDINA,3,true,false,9,1 HOMBRE,ND,0,0,N,N,19,24,0,0,false,3,2,AUTOMOVIL,DODGE,CARAVAN,1,2,26,-102.19782086,21.99974203
211394769,30411,AUTOPARTES,11,2021-11-20,46,6,7,44,6,FRACCIONAMIENTO,PLUTARCO ELIAS CALLES,95,CALLE,FRANCISCO VITAL RODRIGUEZ,0,NA,"740,,,",CALLE,MAURO LOERA DONOSO,7,true,false,9,1 HOMBRE,EL CHABELO,0,0,N,N,19,11,0,0,true,2,1,CAMIONETA,CHEVROLET,SILVERADO,1,1,27,-102.28862811,22.14538746
211395203,30411,AUTOPARTES,11,2021-11-20,46,6,10,54,1,FRACCIONAMIENTO,FIDEL VELAZQUEZ,563,CALLE,CAMPOS ELISEOS,0,NA,"340,,,",CALLE,FUENTES DEL TROCADERO,4,false,false,9,1 HOMBRE,ND,0,0,N,N,20,"26,38",0,0,false,3,1,CAMION,ND,ND,1,6,28,-102.25770035,21.89297064
211396340,30411,AUTOPARTES,11,2021-11-20,46,6,16,1,1,FRACCIONAMIENTO,VALLE DORADO,1049,CALLE,REPUBLICA DE PUERTO RICO,0,NA,",,,",CALLE,REPUBLICA MEXICANA,2,false,false,9,ND,ND,0,0,N,N,21,"26,46,11",0,2000,false,1,2,AUTOMOVIL,CHEVROLET,CORSA,1,1,29,-102.30271539,21.86407310
211397641,30403,CRISTALAZO,11,2021-11-20,46,6,21,50,1,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,EL PUERTO,0,NA,",,,",CALLE,CELESTINO LOPEZ SANCHEZ,3,false,false,9,1 HOMBRE,VECINO,0,0,N,N,24,39,0,0,false,4,5,AUTOMOVIL,ND,ND,1,6,30,-102.24992910,21.93735427
211403085,30411,AUTOPARTES,11,2021-11-21,46,7,23,37,1,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,MARIO MORA BARBA,0,NA,",,,",AVENIDA,DEL REY,5,false,false,9,1 HOMBRE,ND,0,0,N,N,24,25,0,0,false,2,2,CAMIONETA,ND,ND,1,6,31,-102.24721749,21.85108529
211183194,30411,AUTOPARTES,10,2021-10-04,40,1,8,18,1,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,SAN FRANCISCOS DE LOS VIVEROS,0,NA,",,,",AVENIDA,OJOCALIENTE,4,false,false,9,ND,ND,0,0,N,N,19,24,0,0,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,1,32,-102.25650197,21.88442595
211183530,30411,AUTOPARTES,10,2021-10-04,40,1,10,30,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,CALLE,HECTOR DEL VILLAR,0,NA,"119,,,",BOULEVARD,GUADALUPANO,3,false,false,9,ND,ND,0,0,N,N,20,24,0,0,false,1,2,AUTOMOVIL,ND,ND,1,1,33,-102.24658575,21.91661082
211185167,30411,AUTOPARTES,10,2021-10-04,40,1,17,24,1,FRACCIONAMIENTO,LOMAS DE ORIENTE I,453,CALLE,LOMA DEL HUIZACHE,0,NA,"132,,,",CALLE,SIERRA DE SAN BERNARDINO,3,true,false,9,1 HOMBRE,ND,0,0,MOTOCICLETA,ITALIKA EN COLOR NEGRO,22,24,0,0,false,1,2,CAMIONETA,VOLVO,ND,1,1,34,-102.25479203,21.91300672
211185271,30411,AUTOPARTES,10,2021-10-04,40,1,17,49,1,FRACCIONAMIENTO,PANORAMA,670,CALLE,BENJAMIN DE LA MORA,0,NA,"312,,,",CALLE,JARDINES ETERNOS,6,false,false,9,ND,ND,0,0,N,N,22,37,0,50000,false,1,2,AUTOMOVIL,CHEVROLET,CRUCE,1,1,35,-102.31581414,21.89016745
211187520,30411,AUTOPARTES,10,2021-10-05,40,2,6,22,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,EL GIGANTE,0,NA,",,,",CALLE,SAN ANTONIO DE PEÑUELAS,3,false,false,9,ND,ND,0,0,N,N,19,"22,23,11,24",0,0,false,1,2,AUTOMOVIL,CHEVROLET,CORSA,1,1,36,-102.26380215,21.90853592
211188303,30411,AUTOPARTES,10,2021-10-05,40,2,11,58,1,FRACCIONAMIENTO,LOS BOSQUES,780,AVENIDA,UNIVERSIDAD,0,NA,"1103,,,",CALLE,ANDES APENINOS,6,false,false,9,1 HOMBRE,ND,0,0,N,N,20,3,0,0,false,1,1,CAMIONETA,ND,ND,1,1,37,-102.31443469,21.91879497
211188848,30403,CRISTALAZO,10,2021-10-05,40,2,14,13,1,FRACCIONAMIENTO,MORELOS II,622,CALLE,MUNGUIA,0,NA,",,,",CALLE,22 DE DICIEMBRE,5,false,false,9,ND,ND,0,0,N,N,21,39,0,0,false,4,5,CAMIONETA,CHRYSLER,PT CRUISER,1,2,38,-102.25774779,21.85253959
211192986,30411,AUTOPARTES,10,2021-10-06,40,3,15,4,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,CALLE,JESUS RIVERA FRANCO,0,NA,"301,,,",CALLE,FILEMON ALONSO,5,false,false,9,ND,ND,0,0,N,N,21,24,0,2800,false,1,2,AUTOMOVIL,ND,ND,1,1,39,-102.28718829,21.84167391
211195843,30411,AUTOPARTES,10,2021-10-07,40,4,7,39,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,117,CALLE,PASEO DE LAS ESCALERAS,0,NA,"327,,,",AVENIDA,PASEOS DE AGUASCALIENTES,7,false,false,9,ND,ND,0,0,N,N,19,"26,6,3",0,50000,false,1,1,AUTOMOVIL,NISSAN,VERSA,1,1,40,-102.29912549,21.97042932
211196174,30411,AUTOPARTES,10,2021-10-07,40,4,10,5,1,COLONIA,EL RIEGO,767,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,ESCUDO,4,true,false,9,1 HOMBRE,AUTOLVADO,0,0,N,N,20,46,0,0,false,3,2,AUTOMOVIL,NISSAN,VERSA,1,6,41,-102.25333307,21.89302269
211196452,30411,AUTOPARTES,10,2021-10-07,40,4,11,32,1,FRACCIONAMIENTO,PANORAMA,670,CALLE,VISTA HERMOSA,0,NA,",,,",CALLE,ARELLANOS,6,true,false,9,1 HOMBRE,ND,0,0,MOTOCICLETA,N,20,"22,38",0,0,false,1,2,AUTOMOVIL,ND,ND,1,6,42,-102.31461496,21.88778796
211199998,30403,CRISTALAZO,10,2021-10-08,40,5,6,2,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,EL MOCHO,0,NA,",,,",AVENIDA,SIGLO XXI,4,false,false,9,ND,ND,0,0,N,N,19,41,0,0,false,4,5,AUTOMOVIL,CHRYSLER,NEON,1,13,43,-102.24682036,21.87668006
211204309,30411,AUTOPARTES,10,2021-10-09,40,6,0,47,1,FRACCIONAMIENTO,SAN CAYETANO,1118,CALLE,CARLOS SAGREDO,0,NA,",,,",CALLE,SAN COSME,6,false,false,9,1 HOMBRE,ND,0,0,N,N,26,39,0,0,false,2,5,AUTOMOVIL,ND,ND,1,2,44,-102.31129782,21.90028245
211205233,30403,CRISTALAZO,10,2021-10-09,40,6,8,44,1,FRACCIONAMIENTO,VNSA SAN MARCOS,435,CALLE,FELIPE II,0,NA,"248,,,",CALLE,ERMITA DE SAN SEBASTIAN,3,false,false,9,ND,ND,0,0,N,N,4,41,0,0,false,4,5,AUTOMOVIL,FORD,ND,1,1,45,-102.26242005,21.92817017
211206555,30411,AUTOPARTES,10,2021-10-09,40,6,15,37,1,FRACCIONAMIENTO,TROJES DE ORIENTE 1,858,CALLE,MONTE BLANCO,0,NA,",,,",AVENIDA,LUIS DONALDO COLOSIO,6,false,false,9,ND,ND,0,0,N,N,1,39,0,0,false,1,5,AUTOMOVIL,HYUNDAI,ND,1,13,46,-102.30171261,21.92561636
211207909,30411,AUTOPARTES,10,2021-10-09,40,6,21,9,1,CC,AURRERA GUADALUPE,924,AVENIDA,GUADALUPE,0,NA,",,,",AVENIDA,DE LA CONVENCION 1914 PTE,6,false,false,9,ND,ND,0,0,N,N,23,"24,22,26,38",0,10000,false,1,3,AUTOMOVIL,ND,ND,1,1,47,-102.31184646,21.88576525
211208725,30403,CRISTALAZO,10,2021-10-09,40,6,23,57,3,FRACCIONAMIENTO,LIBERAL,288,CALLE,GUILLERMO PRIETO,0,NA,"411,,,",CALLE,PONCIANO ARRIAGA,7,false,false,9,3 HOMBRES,ND,0,0,N,N,24,"27,11",0,0,false,4,1,CAMIONETA,NISSAN,PICK UP,1,1,48,-102.71914438,21.84104640
211209958,30411,AUTOPARTES,10,2021-10-10,40,7,3,17,1,FRACCIONAMIENTO,CIRCUNVALACION PONIENTE,942,CALLE,AGUACATE,0,NA,",,,",CALLE,NOGAL,2,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,CAMIONETA,FORD,EXPLORER,1,1,49,-102.31018709,21.87267029
211210988,30411,AUTOPARTES,10,2021-10-10,40,7,8,54,1,FRACCIONAMIENTO,MODELO,905,CALLE,NIETO,0,NA,"825,,,",CALLE,NIETO,6,false,false,9,ND,ND,0,0,N,N,19,"22,38",0,3000,false,1,3,CAMIONETA,FORD,F150,1,1,50,-102.31060104,21.87499402
211211752,30403,CRISTALAZO,10,2021-10-10,40,7,13,0,1,FRACCIONAMIENTO,VICENTE GUERRERO,1108,CALLE,REFORMA,0,NA,"119,,,",CALLE,PORFIRIO DIAZ,2,false,false,9,ND,ND,0,0,N,N,20,6,0,35000,false,4,1,AUTOMOVIL,TOYOTA,PRIUS,1,1,51,-102.31602462,21.84691725
211213247,30411,AUTOPARTES,10,2021-10-10,40,7,19,12,1,CC,PLAZA SAN,804,CC,PLAZA SAN MARCOS,0,NA,",,,",AVENIDA,AGUASCALIENTES PTE,6,false,false,9,ND,ND,0,0,N,N,23,39,0,0,false,1,1,AUTOMOVIL,ND,ND,1,1,52,-102.30980627,21.89630969
211168757,30411,AUTOPARTES,10,2021-10-01,39,5,3,47,5,FRACCIONAMIENTO,RUISEÑORES,338P,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",AVENIDA,RUISEÑORES,7,false,false,9,1 HOMBRE,ND,0,0,N,N,26,"26,28",15000,0,false,1,1,AUTOMOVIL,CHEVROLET,SONIC,1,1,53,-102.32993153,21.96588960
211168929,30403,CRISTALAZO,10,2021-10-01,39,5,6,41,1,FRACCIONAMIENTO,GREMIAL,917,AVENIDA,HEROE DE NACOZARI,0,NA,"1005,,,",AVENIDA,INDEPENDENCIA,6,false,false,9,ND,ND,0,0,N,N,26,24,0,0,false,4,2,AUTOMOVIL,VOLKSWAGEN,VOCHO,1,1,54,-102.28510859,21.89226781
211172001,30411,AUTOPARTES,10,2021-10-01,39,5,23,41,1,CC,VILLA ASUNCION,683,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",ND,ND,2,false,false,9,ND,ND,0,0,N,N,24,"12,26,38,6",0,7000,false,1,1,AUTOMOVIL,MAZDA,CX9,1,1,55,-102.29373412,21.85576179
211173086,30411,AUTOPARTES,10,2021-10-02,39,6,6,47,7,COMUNIDAD,SAN JACINTO,241P,BOULEVARD,A ZACATECAS,0,NA,"514,,,",CARRETERA,71 PTE,7,false,false,9,1 HOMBRE,ND,0,0,N,N,19,46,0,0,false,2,2,CAMIONETA,SILVERADO,ND,1,2,56,-102.23446150,22.34925168
211173834,30411,AUTOPARTES,10,2021-10-02,39,6,12,4,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,LUIS MOYA,0,NA,"902,,,",CALLE,LOS POCITOS,2,false,false,9,ND,ND,0,0,N,N,25,24,0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,POINTER,1,2,57,-102.30995671,21.84817871
211175511,30411,AUTOPARTES,10,2021-10-02,39,6,19,8,1,CC,SAMS CLUB,1023,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,DE LOS MAESTROS,2,false,false,9,ND,ND,0,0,N,N,23,"26,38,22",0,20000,false,1,3,CAMIONETA,ND,ND,1,1,58,-102.32267642,21.84165422
211177446,30411,AUTOPARTES,10,2021-10-03,39,7,2,46,1,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,EL NOVILLO,0,NA,"110,,,",CALLE,CIENEGUILLAS,4,false,false,9,2 HOMBRES,ND,0,0,N,N,9,"46,26,38",0,0,false,2,3,MOTOCICLETA,DINAMO,150,1,2,59,-102.25171487,21.87697481
211181322,30411,AUTOPARTES,10,2021-10-03,39,7,21,51,3,COMUNIDAD,CHIQUIHUITERO (SAN ISIDRO),126,CALLE,MAR CASPIO,0,NA,",,,",ND,ND,7,false,false,9,1 HOMBRE,JONATHAN,0,0,N,N,24,22,0,0,false,1,2,CAMIONETA,CHEVROLET,ND,1,2,60,-102.70428200,21.87563300
211101221,30411,AUTOPARTES,9,2021-09-16,37,4,10,41,1,FRACCIONAMIENTO,CARTAGENA 1947,322P,CALLE,POLIN AGUILAR,0,NA,"205,A,,",CALLE,CARTAGENA,3,true,false,9,1 HOMBRE,IVAN HERNANDEZ BARELA,1,0,N,N,20,6,0,0,false,1,1,CAMIONETA,FORD,RANGER,1,4,61,-102.27524334,21.95661549
211104048,30411,AUTOPARTES,9,2021-09-16,37,4,22,25,1,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,EL TURICATE,0,NA,",,,",CALLE,LAS CUEVAS,4,true,false,9,1 HOMBRE,ND,0,0,N,N,24,37,0,0,false,5,2,CAMIONETA,ND,ND,1,2,62,-102.24431764,21.87984749
211104474,30411,AUTOPARTES,9,2021-09-16,37,4,23,53,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,CERRO TRONADOR,0,NA,"202,,,",AVENIDA,CONSTITUCIONALISTA,3,true,false,9,2 HOMBRES,ND,0,0,N,N,24,37,0,0,false,5,2,AUTOMOVIL,ND,ND,1,13,63,-102.25900557,21.94293386
211107924,30411,AUTOPARTES,9,2021-09-17,37,5,18,6,1,INFONAVIT,INF MORELOS,616,CALLE,PLAZA HUNUCMA,0,NA,"107,,,",AVENIDA,AGUASCALIENTES SUR,5,false,false,9,1 HOMBRE,ND,0,0,N,N,22,37,0,0,false,5,2,AUTOMOVIL,CHEVROLET,CHEVY,1,13,64,-102.25781022,21.86039814
211111444,30411,AUTOPARTES,9,2021-09-18,37,6,10,41,1,FRACCIONAMIENTO,VERSALLES I,960,CALLE,GALERIAS,0,NA,228,CALLE,CANADA,2,false,false,9,1 HOMBRE,ND,0,0,N,N,5,46,0,0,false,2,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,65,-102.31008001,21.85992988
211119928,30411,AUTOPARTES,9,2021-09-20,38,1,5,48,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,411,AVENIDA,PROCERES DE LA ENSEÑANZA,0,NA,"704,,,",CALLE,CATEDRATICOS,4,false,false,9,ND,ND,0,0,N,N,25,"38,37,46",0,0,false,1,3,CAMION,ND,ND,1,1,66,-102.23762822,21.87144409
211120532,30411,AUTOPARTES,9,2021-09-20,38,1,10,51,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,CULTURA OTOMI,0,NA,"1101,,,",CALLE,SAN IGNACIO,4,false,false,9,1 HOMBRE,EL BETO,0,0,N,N,19,22,0,0,false,1,2,CAMIONETA,DODGE,VAN,1,6,67,-102.24557342,21.90097334
211121617,30403,CRISTALAZO,9,2021-09-20,38,1,16,0,1,SIN TIPO,AGRICULTURA,990,CALLE,REPUBLICA DE PARAGUAY,0,NA,",,,",AVENIDA,MAHATMA GANDHI,2,false,false,9,ND,ND,0,0,N,N,21,22,0,0,false,4,2,AUTOMOVIL,DODGE,ACTITUD,1,1,68,-102.29586682,21.86408341
211121800,30411,AUTOPARTES,9,2021-09-20,38,1,16,55,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,ALTRAGRACIA MERCADO,0,NA,"123,,,",AVENIDA,GENERAL JULIAN MEDINA,2,true,false,9,1 HOMBRE,ND,0,0,N,N,22,24,0,0,true,2,1,CAMIONETA,DODGE,ND,1,1,69,-102.30952479,21.84704263
211123267,30411,AUTOPARTES,9,2021-09-20,38,1,22,42,1,CC,CINEPOLIS FUNDICION,813,AVENIDA,AGUASCALIENTES PTE,0,NA,",,,",AVENIDA,FUNDICION,6,false,false,9,ND,ND,0,0,N,N,24,"6,26,27",0,15000,false,1,1,AUTOMOVIL,CHEVROLET,SPARK,1,1,70,-102.31537135,21.90277891
211123420,30411,AUTOPARTES,9,2021-09-20,38,1,23,22,1,FRACCIONAMIENTO,LOS PIRULES,1053,CALLE,PIRULERO,0,NA,"220,,,",CALLE,ALCATRAZ,2,true,false,9,1 HOMBRE,ND,0,0,N,N,24,38,0,0,false,1,1,CAMIONETA,CHEVROLET,ND,1,13,71,-102.32125419,21.86858549
211123861,30411,AUTOPARTES,9,2021-09-21,38,2,3,23,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,CALLE,FRAY LUIS DE LEON,0,NA,"101,,,",AVENIDA,SIGLO XXI,4,false,false,9,ND,ND,0,0,N,N,26,"3,26,12",0,0,false,1,1,AUTOMOVIL,ND,ND,1,13,72,-102.26996388,21.89283771
211124904,30403,CRISTALAZO,9,2021-09-21,38,2,12,54,1,FRACCIONAMIENTO,S.T.E.M.A.,467,CALLE,NAZARIO ORTIZ GARZA,0,NA,",,,",CALLE,SIN DATOS,4,false,false,9,ND,ND,0,0,N,N,1,24,0,0,false,4,2,AUTOMOVIL,HONDA,CIVIC,1,6,73,-102.27141758,21.89962363
