FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,HORA,MINUTOS,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,HORARIO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,OID,LONG,LAT
210079549,30403,CRISTALAZO,1,2021-01-26,4,2,18,56,5,COLONIA,LA LOMA,156,CALLE,DEL SOL,0,NA,"136,,,",CALLE,DE LA LUNA,7,false,false,9,ND,ND,0,0,N,N,10,"23,22",0,0,false,4,2,AUTOMOVIL,ND,ND,1,1,398,-102.34474565,21.95102818
210079596,30403,CRISTALAZO,1,2021-01-26,4,2,19,13,1,FRACCIONAMIENTO,MUJERES ILUSTRES,602,CALLE,DE LA ALIANZA,0,NA,",,,",CALLE,DEL MATE,5,false,false,9,ND,ND,0,0,N,N,23,"22,38",0,0,false,4,3,CAMIONETA,FORD,EXPEDITION,1,1,399,-102.24991867,21.84749866
210081252,30411,AUTOPARTES,1,2021-01-27,4,3,10,25,5,COMUNIDAD,LA TOMATINA,192P,CARRETERA,AGUASCALIENTES JALPA,12,NA,",,,",CALLE,TOMATINA,7,false,false,9,ND,ND,0,0,N,N,20,"38,26,27,28",2700,0,false,1,1,CAMIONETA,CHEVROLET,SUBURBAN,1,1,400,-102.41191329,21.89469807
210083653,30411,AUTOPARTES,1,2021-01-27,4,3,23,0,6,SIN TIPO,EMILIANO ZAPATA,87,CALLE,BENITO JUAREZ,0,NA,"497,,,",CALLE,MIGUEL HIDALGO,7,false,false,9,ND,ND,0,0,N,N,24,"24,38",0,0,false,1,2,AUTOMOVIL,NISSAN,GUAYIN,1,1,401,-102.30265218,22.10720253
210084184,30411,AUTOPARTES,1,2021-01-28,4,4,3,54,1,FRACCIONAMIENTO,MUJERES ILUSTRES,602,CALLE,AJEDRECISTAS,0,NA,"101,,,",CALLE,DE LA INFANTERIA,5,false,false,9,ND,ND,0,0,N,N,26,24,0,1200,false,2,4,CAMIONETA,FORD,LOBO,1,1,402,-102.24967401,21.84606205
210087827,30403,CRISTALAZO,1,2021-01-29,4,5,10,33,1,BARRIO,EL ENCINO,1096,CALLE,CRISTOBAL COLON,0,NA,",,,",AVENIDA,PASEO DE LA CRUZ,1,true,false,9,1 HOMBRE,ND,0,0,BICICLETA,N,20,39,0,0,false,4,5,AUTOMOVIL,NISSAN,SENTRA,1,13,403,-102.29319630,21.87254528
210088126,30403,CRISTALAZO,1,2021-01-29,4,5,12,27,1,COLONIA,ZONA CENTRO,906,CALLE,COSIO NORTE,0,NA,"604,,,",AVENIDA,FRANCISCO I MADERO,1,false,false,9,ND,ND,0,0,N,N,20,"22,23",0,5000,false,4,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,404,-102.28784117,21.88361787
210089806,30411,AUTOPARTES,1,2021-01-29,4,5,20,52,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,765,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,HACIENDA OJOCALIENTE,4,false,false,9,ND,ND,0,0,N,N,23,"22,23",0,5000,false,1,2,CAMIONETA,CHEVROLET,ND,1,1,405,-102.25084175,21.88757084
210091133,30403,CRISTALAZO,1,2021-01-30,4,6,5,28,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,117,CALLE,PASEOS DE PABELLON DE HIDALGO,0,NA,"119,,,",CALLE,PASEO DE AMARILLAS,7,false,false,9,ND,ND,0,0,N,N,25,"22,26,38",0,0,false,4,3,AUTOMOVIL,CHEVROLET,CHEVY,1,6,406,-102.29386572,21.96903134
210091133,30403,CRISTALAZO,1,2021-01-30,4,6,5,28,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,117,CALLE,PASEOS DE PABELLON DE HIDALGO,0,NA,"119,,,",CALLE,PASEO DE AMARILLAS,7,false,false,9,ND,ND,0,0,N,N,25,"22,38,26",0,0,false,4,3,CAMIONETA,VOLKSWAGEN,AMAROK,1,6,407,-102.29394674,21.96905403
210091305,30411,AUTOPARTES,1,2021-01-30,4,6,8,13,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,MACHOPO,0,NA,",,C,",AVENIDA,SAN FRANCISCO DE LOS VIVEROS,4,false,false,9,ND,ND,0,0,N,N,5,38,0,35000,false,2,1,AUTOMOVIL,CHEVROLET,MATIZ,1,1,408,-102.23295299,21.88555762
210091667,30411,AUTOPARTES,1,2021-01-30,4,6,11,9,1,FRACCIONAMIENTO,STEMA,467,CALLE,CALVILLO,0,NA,"115,,,",CALLE,AGUASCALIENTES,4,false,false,9,ND,ND,1,0,N,N,20,24,0,0,false,1,2,AUTOMOVIL,ND,ND,1,4,409,-102.27154872,21.89885927
210092949,30411,AUTOPARTES,1,2021-01-30,4,6,18,34,1,FRACCIONAMIENTO,BOULEVARES 1A SECCION,1047,CALLE,ENRIQUE REBSAMEN,0,NA,"301,,,",CALLE,ARQUIMIDES CABALLERO,2,false,false,9,1 HOMBRE,ND,0,0,N,N,22,24,0,0,false,3,2,AUTOMOVIL,ND,ND,1,1,410,-102.30238889,21.85764486
210093414,30411,AUTOPARTES,1,2021-01-30,4,6,21,4,1,FRACCIONAMIENTO,VNSA ESTACION,506,CALLE,MATIAS DE LA MOTA,0,NA,",,,",AVENIDA,SIGLO XXI,3,false,false,9,ND,ND,0,0,N,N,23,24,0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,13,411,-102.26632280,21.92620992
210094426,30403,CRISTALAZO,1,2021-01-31,4,7,1,0,1,FRACCIONAMIENTO,HEORES,522,CALLE,JUAN ESCUTIA,0,NA,"408,,,",AVENIDA,DE LA CONVENCION ORIENTE,4,false,false,9,ND,ND,0,0,N,N,25,"26,28,38,6",3000,5000,false,4,3,AUTOMOVIL,CHEVROLET,SPARK,1,13,412,-102.27232537,21.88146611
210095482,30403,CRISTALAZO,1,2021-01-31,4,7,10,41,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,CALLE,JOSE GUERRA PALOS,4,NA,"11,,,",AVENIDA,PASEO DE LA BIZNAGA,4,false,false,9,ND,ND,0,0,N,N,20,24,0,800,false,4,2,AUTOMOVIL,CHEVROLET,CHEVY,1,6,413,-102.23413007,21.87148159
210095585,30403,CRISTALAZO,1,2021-01-31,4,7,11,13,11,SIN TIPO,EXVIï¿½EDOS GUADALUPE,1,CALLE,VI+ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½+ï¿,0,NA,"109,,,",AVENIDA,PROLONGACION CONSTITUCION,7,false,false,9,ND,ND,0,0,N,N,20,"22,23",0,3000,false,4,2,CAMIONETA,FORD,EXPEDITION,1,6,414,-102.27264714,21.95745741
210096660,30403,CRISTALAZO,1,2021-01-31,4,7,16,11,5,COLONIA,ZONA CENTRO,192,CALLE,MARIANO MATAMOROS,0,NA,",,,",CALLE,BELTRAN,7,false,false,9,ND,ND,0,0,N,N,22,41,0,0,false,4,4,AUTOMOVIL,CHEVROLET,CHEVY,1,1,415,-102.34679826,21.96334471
210097023,30411,AUTOPARTES,1,2021-01-31,4,7,17,58,1,FRACCIONAMIENTO,EMILIANO ZAPATA,585,CALLE,JOSE GONZALEZ CARRILLO,0,NA,",,,",CALLE,MARIANO HIDALGO,5,false,false,9,ND,ND,0,0,N,N,23,24,0,0,false,1,2,CAMIONETA,DODGE,VOYAGUER,1,1,416,-102.25515874,21.85157665
210098012,30403,CRISTALAZO,1,2021-01-31,4,7,22,14,5,COLONIA,ZONA CENTRO,192,CALLE,FRANCISCO JAVIER MINA,0,NA,",,,",CALLE,CENTENARIO,7,false,false,9,ND,ND,0,0,N,N,23,41,0,0,false,4,4,CAMIONETA,CHEVROLET,ND,1,13,417,-102.34477103,21.96090281
210099440,30411,AUTOPARTES,2,2021-02-01,5,1,9,38,11,SIN TIPO,EXVIï¿½EDOS GUADALUPE,1,CALLE,VI+ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½+ï¿,0,NA,"1,,,",CALLE,VI+ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½+ï¿,7,false,false,9,ND,ND,0,0,N,N,16,46,0,3000,false,2,2,CAMIONETA,GMC,SIERRA,1,1,418,-102.27610431,21.96009379
210099471,30403,CRISTALAZO,2,2021-02-01,5,1,9,48,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,CALLE,RECINTO NOPAL,0,NA,"104,,39,",CALLE,CALIXTO SERNA VALDIVIA,4,false,false,9,ND,ND,0,0,N,N,16,39,0,0,false,4,5,CAMIONETA,FORD,RANGER,1,1,419,-102.23545351,21.87376333
210101902,30411,AUTOPARTES,2,2021-02-01,5,1,21,28,1,SIN TIPO,CINEPOLIS FUNDICION,813,AVENIDA,AGUASCALIENTES PONIENTE,0,NA,"1601,,,",AVENIDA,FUNDICION,6,false,false,9,1 HOMBRE,ND,0,0,AUTOMOVIL,HONDA BLANCO,23,"26,28,38",10000,0,false,1,1,AUTOMOVIL,MAZDA,ND,1,1,420,-102.31555265,21.90329345
210102225,30411,AUTOPARTES,2,2021-02-01,5,1,22,30,1,COLONIA,LA GREMIAL,917,AVENIDA,HEROE DE NACOZARI NORTE,0,NA,",,,",CALLE,PINO SUAREZ,6,false,false,9,ND,ND,0,0,N,N,24,"26,27,28,3",1000,3000,false,3,1,AUTOMOVIL,NISSAN,ALTIMA,1,13,421,-102.28439803,21.89009515
210104901,30411,AUTOPARTES,2,2021-02-02,5,2,18,42,1,COMUNIDAD,PE+ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½+ï¿½ï¿½ï¿½+ï¿,27,CALLE,LAZARO CARDENAS,0,NA,"241,,,",CALLE,EMILIANO ZAPATA,5,false,false,9,1 HOMBRE,CARLOS EL GALLEGO,0,0,CAMIONETA,SEDAN TINTO,22,"25,38,24,46",0,0,false,2,2,CAMIONETA,CHRYSLER,VOYAGER,1,1,422,-102.27154430,21.72593729
210105885,30411,AUTOPARTES,2,2021-02-02,5,2,23,2,1,COLONIA,GREMIAL,917,CALLE,GENERAL MIGUEL BARRAGAN,0,NA,",,,",CALLE,INGENIERO TOMAS MEDINA,6,false,false,9,ND,ND,0,0,N,N,24,38,0,3500,false,1,1,AUTOMOVIL,MAZDA,ND,1,1,423,-102.29157449,21.89734011
210106376,30411,AUTOPARTES,2,2021-02-03,5,3,4,6,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,PAZ ROMO DE VIVAR,0,NA,",,,",CALLE,GENERAL LAZARO CARDENAS,3,true,false,9,2 HOMBRES,ND,0,0,N,N,26,24,0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,BOCHO,1,13,424,-102.25042722,21.90423859
210108872,30411,AUTOPARTES,2,2021-02-03,5,2,20,41,1,CC,AURRERA PINTORES,802,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,SIERRA DE SAN BERNARDINO,3,false,false,9,ND,ND,0,0,N,N,23,"24,26",0,0,false,1,3,CAMIONETA,TOYOTA,ND,1,1,425,-102.26102029,21.91945530
210109193,30411,AUTOPARTES,2,2021-02-03,5,3,22,4,1,FRACCIONAMIENTO,FIDEL VELAZQUEZ,766,CALLE,CAMPOS ELISEOS,0,NA,"435,C,,",CALLE,FUENTE DEL TROCADERO,4,false,false,9,ND,ND,0,0,N,N,24,"22,26,12",0,3000,false,1,3,AUTOMOVIL,RENAULT,LOGAN,1,6,426,-102.25784355,21.89366125
210109905,30403,CRISTALAZO,2,2021-02-04,5,4,6,59,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO MAGUEY 203,0,NA,"137,,,",CALLE,JOSE GUERRA PALOS,4,true,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,5,AUTOMOVIL,TOYOTA,YARIS,1,13,427,-102.23512907,21.87121817
210109931,30403,CRISTALAZO,2,2021-02-04,5,4,4,22,1,BARRIO,LA PURISIMA,915,CALLE,DE LA CRUZ,0,NA,"322,,,",CALLE,LERDO DE TEJEDA,1,false,false,9,ND,ND,0,0,N,N,26,38,0,0,false,4,1,AUTOMOVIL,NISSAN,ALTIMA,1,13,428,-102.28455402,21.88571879
210110562,30403,CRISTALAZO,2,2021-02-04,5,4,11,17,1,FRACCIONAMIENTO,LOMA DE ORIENTE I,453,CALLE,JUAN DE ARREOLA,0,NA,"126,,,",CALLE,LOMA DEL PIRUL,3,false,false,9,ND,ND,0,0,N,N,15,24,0,0,false,4,2,AUTOMOVIL,VOLKSWAGEN,SEDAN,1,6,429,-102.25381647,21.91365543
210111581,30411,AUTOPARTES,2,2021-02-04,5,4,16,17,1,BARRIO,SAN MARCOS,735,CALLE,RAYON,0,NA,"217,,,",CALLE,ARTURO J PANI,1,false,false,9,ND,ND,0,0,N,N,22,"26,27,28",1200,0,false,1,1,AUTOMOVIL,CHEVROLET,SPARK,1,13,430,-102.30417805,21.87674631
210112173,30411,AUTOPARTES,2,2021-02-04,5,4,19,58,1,FRACCIONAMIENTO,INF MORELOS,616,CALLE,PRIMERA PLAZA UXMAL,0,NA,",,,",CALLE,UXMAL,5,false,false,9,ND,ND,0,0,N,N,23,24,0,0,false,1,2,AUTOMOVIL,NISSAN,SENTRA,1,1,431,-102.25725754,21.86456782
210113831,30411,AUTOPARTES,2,2021-02-05,5,5,10,5,1,COLONIA,OBRAJE,987,CALLE,GALEANA SUR,0,NA,",,,",CALLE,PIMENTEL,1,false,false,9,ND,ND,0,0,N,N,20,"26,27,38,3",0,0,false,1,1,AUTOMOVIL,NISSAN,VERSA,1,1,432,-102.29674628,21.87429086
210113923,30411,AUTOPARTES,2,2021-02-05,5,5,10,42,1,FRACCIONAMIENTO,BARLOVENTO,961R,CALLE,ANTILLAS,0,NA,",,,",CALLE,ANTILLAS,2,false,false,9,ND,ND,0,0,N,N,16,6,0,50000,false,1,1,AUTOMOVIL,HONDA,ACCORD,1,1,433,-102.31736132,21.83166041
210113984,30411,AUTOPARTES,2,2021-02-05,5,5,11,4,1,FRACCIONAMIENTO,LA FUENTE,1061,CALLE,CAMELIAS,0,NA,"122,,,",CALLE,IGNACIO T CHAVEZ,2,false,false,9,ND,ND,0,0,N,N,16,24,0,0,false,1,2,CAMIONETA,FORD,ND,1,6,434,-102.30313238,21.87247507
210121213,30403,CRISTALAZO,2,2021-02-07,5,7,5,14,1,FRACCIONAMIENTO,REENCUENTRO,408,CALLE,RECINTO LAUREL,0,NA,"108,,,",AVENIDA,DE LA NATURALEZA,5,false,false,9,ND,ND,0,0,N,N,15,39,0,0,false,4,5,AUTOMOVIL,ND,ND,1,1,435,-102.25086271,21.83997153
210121740,30411,AUTOPARTES,2,2021-02-07,5,7,11,10,1,FRACCIONAMIENTO,LOMAS DEL GACHUPIN,724,CALLE,LAS FLORES,0,NA,",,,",CALLE,CLAVEL,5,false,false,9,ND,ND,0,0,N,N,20,"24,11",0,0,false,1,3,AUTOMOVIL,CHEVROLET,CUTLASS,1,1,436,-102.24228288,21.85901363
210123377,30403,CRISTALAZO,2,2021-02-07,5,7,19,32,1,FRACCIONAMIENTO,VILLA JARDIN I,1104,CALLE,FRAY ANTONIO DE SEGOVIA,0,NA,"248,,,",AVENIDA,QUINTA AVENIDA,2,false,false,9,ND,ND,0,0,N,N,23,"38,3,26",0,8300,false,4,1,AUTOMOVIL,NISSAN,VERSA,1,1,437,-102.29987012,21.86121681
210125226,30403,CRISTALAZO,2,2021-02-08,6,1,9,42,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,411,CALLE,ISABEL JIMENEZ DIAZ,0,NA,"410,,,",CALLE,JOSE TRINIDAD SALAS,4,false,false,9,ND,ND,0,0,N,N,16,"22,23",0,0,false,4,2,AUTOMOVIL,ND,ND,1,13,438,-102.23589086,21.87202387
210126020,30411,AUTOPARTES,2,2021-02-08,6,1,13,47,1,COLONIA,MIRAVALLE,750,CALLE,SAN FELIPE,0,NA,",,,",CALLE,RAFAEL ARELLANO,6,false,false,9,2 HOMBRES,ND,0,0,N,N,22,24,0,0,false,1,2,CAMIONETA,NISSAN,ND,1,6,439,-102.30635613,21.89145207
210126205,30411,AUTOPARTES,2,2021-02-08,6,1,14,31,1,FRACCIONAMIENTO,SOLIDARIDAD I,431,AVENIDA,POLIDUCTO,0,NA,",,,",CALLE,SALUD,4,false,false,9,ND,ND,0,0,N,N,1,37,0,0,false,5,2,AUTOMOVIL,ND,ND,1,6,440,-102.24234489,21.86924041
210127337,30403,CRISTALAZO,2,2021-02-08,6,1,20,8,1,FRACCIONAMIENTO,VNSA ENCINO,506,CALLE,MATIAS A DE LA MOTA,0,NA,",,,",AVENIDA,SIGLO XXI,3,false,false,9,ND,ND,0,0,N,N,23,"22,24",0,13000,false,4,2,CAMIONETA,ND,ND,1,1,441,-102.26643992,21.92611463
210127529,30403,CRISTALAZO,2,2021-02-08,6,1,21,13,1,FRACCIONAMIENTO,GOMEZ,663,AVENIDA,CONVENCION DE 1914 PONIENTE,0,NA,",,,",CALLE,PRIMAVERA,6,false,false,9,ND,ND,0,0,N,N,23,22,0,0,false,4,2,CAMIONETA,ND,ND,1,13,442,-102.31260960,21.88246592
210129561,30403,CRISTALAZO,2,2021-02-09,6,2,15,3,1,FRACCIONAMIENTO,LAS CUMBRES,403,CALLE,CARLOS A MADRAZO,0,NA,",,,",CALLE,SIERRA DE TLAXCO,3,false,false,9,ND,ND,0,0,N,N,21,"24,22",0,0,true,4,2,AUTOMOVIL,NISSAN,TSURU,1,13,443,-102.25747576,21.90906124
210131885,30411,AUTOPARTES,2,2021-02-10,6,3,8,17,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,PROLONGACION,OLIVOS,0,NA,"910,,,",AVENIDA,DE LAS PALMAS,5,false,false,9,ND,ND,0,0,N,N,19,"24,38",0,14000,false,1,3,AUTOMOVIL,CHEVROLET,AVEO,1,1,444,-102.27646026,21.86930062
210131915,30411,AUTOPARTES,2,2021-02-10,6,3,8,38,1,FRACCIONAMIENTO,VNSA SAN MARCOS,435,CALLE,GASPAR DE LA FUENTE,0,NA,",,,",AVENIDA,VALLE DE LOS ROMEROS,3,false,false,9,ND,ND,0,0,N,N,19,"12,26",0,5000,false,1,1,AUTOMOVIL,ND,ND,1,1,445,-102.26647496,21.92941077
210131982,30411,AUTOPARTES,2,2021-02-10,6,3,9,4,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,VISTA HERMOSA,0,NA,"14,,,",CALLE,NINGUNO,4,false,false,9,ND,ND,0,0,N,N,20,"24,11,46",0,2500,false,1,3,AUTOMOVIL,VOLKSWAGEN,JETTA,1,13,446,-102.22150297,21.88820539
210133694,30403,CRISTALAZO,2,2021-02-10,6,3,18,53,1,SIN TIPO,EJIDO NEGRITOS,64PR,AVENIDA,SIGLO XXI,0,NA,",,,",CARRETERA,71 PONIENTE,2,false,false,9,ND,ND,0,0,N,N,22,"26,38,28,27",800,0,false,4,1,AUTOMOVIL,NISSAN,SENTRA,1,1,447,-102.37610089,21.87540086
210134529,30411,AUTOPARTES,2,2021-02-10,6,3,22,29,3,COLONIA,LOS ANGELES,287,CALLE,ABASOLO,0,NA,"404,,,",CALLE,5 DE MAYO,7,false,false,9,ND,ND,0,0,N,N,24,"28,38",50,0,false,1,1,CAMIONETA,CHEVROLET,ND,1,1,448,-102.72223875,21.84541436
210134843,30411,AUTOPARTES,2,2021-02-11,6,4,0,13,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,AVENIDA,CONVENCION DE 1914 ORIENTE,0,NA,",,,",CALLE,CUAUHTEMOC,5,false,false,9,ND,ND,0,0,N,N,25,11,0,0,false,1,1,CAMIONETA,CHRYSLER,VOYAGER,1,1,449,-102.27150976,21.87085362
210135622,30403,CRISTALAZO,2,2021-02-11,6,4,10,53,3,FRACCIONAMIENTO,SOLIDARIDAD,159,CALLE,CONCENTRACION,0,NA,"730,,,",CALLE,SOLIDARIDAD,7,false,false,9,ND,ND,0,0,N,N,16,41,0,0,false,4,4,AUTOMOVIL,NISSAN,JETTA,1,1,450,-102.70511761,21.88703136
210137570,30403,CRISTALAZO,2,2021-02-11,6,4,21,5,1,FRACCIONAMIENTO,VERSALLES II,1071,CALLE,GENERAL FRANCISCO CARRERA TORRES,0,NA,"410,,,",AVENIDA,AGUASCALIENTES SUR,2,false,false,9,ND,ND,0,0,N,N,23,"26,38",0,2000,false,4,1,CAMIONETA,NISSAN,XTRAIL,1,1,451,-102.30869748,21.85837801
210138236,30403,CRISTALAZO,2,2021-02-12,6,5,1,12,1,FRACCIONAMIENTO,LAS ARBOLEDAS,758,CALLE,ABEDUL,0,NA,",,,",CALLE,EUCALIPTO,6,false,false,9,ND,ND,0,0,N,N,21,"26,28",12000,0,false,4,1,AUTOMOVIL,ND,ND,1,1,452,-102.30349133,21.90089066
210138264,30403,CRISTALAZO,2,2021-02-12,6,7,1,34,1,FRACCIONAMIENTO,VILLAS DE LAS FUENTES,495,CALLE,VILLAS DE CANCUN,0,NA,",,,",CALLE,VILLAS DE LAS FUENTES,3,false,false,9,ND,ND,0,0,N,N,25,"22,28",200,0,false,4,3,AUTOMOVIL,NISSAN,TSURU,1,1,453,-102.23921265,21.91195390
210139920,30411,AUTOPARTES,2,2021-02-12,6,7,15,49,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,CALLE,RECINTO CACTUS 104,0,NA,",84,,",CALLE,PASEO DE LA BIZNAGA,4,false,false,9,ND,ND,0,0,N,N,21,"11,38",0,0,false,1,1,CAMIONETA,ND,ND,1,1,454,-102.23459710,21.87307064
210142182,30411,AUTOPARTES,2,2021-02-13,6,6,8,3,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,CALLE,CULTURA YUMANA,0,NA,"303,,D,",CALLE,CULTURA CHINANTECA,3,false,false,9,ND,ND,0,0,N,N,19,"24,23",0,0,false,1,2,CAMIONETA,CHEVROLET,BLAZER,1,1,455,-102.23586116,21.91054096
210144982,30411,AUTOPARTES,2,2021-02-13,6,6,23,40,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SANTA ANITA,0,NA,",,,",CALLE,SANTA CECILIA,3,false,false,9,3 HOMBRES,ND,0,0,N,N,23,"24,11,26,28",300,0,false,1,3,CAMIONETA,ND,ND,1,2,456,-102.24830245,21.90602210
210145049,30411,AUTOPARTES,2,2021-02-13,6,6,23,52,1,CC,PLAZA FIESTA,989,AVENIDA,AGUASCALIENTES SUR,0,NA,",,,",AVENIDA,JOSE MARIA CHAVEZ,5,false,false,9,ND,ND,0,0,N,N,17,"22,6",0,10000,false,1,3,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,457,-102.29252321,21.85873757
210145169,30411,AUTOPARTES,2,2021-02-14,6,7,0,14,1,FRACCIONAMIENTO,LA FLORIDA,320PR,CALLE,CAPITANA,0,NA,",,,",CALLE,SARTENEJO,3,false,false,9,ND,ND,0,0,N,N,25,24,0,0,false,1,2,CAMIONETA,ND,ND,1,1,458,-102.24318708,21.92473759
210146726,30411,AUTOPARTES,2,2021-02-14,6,7,10,54,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,CARLOS FUENTES MARES,0,NA,",,,",CALLE,OCTAVIO PAZ,3,false,false,9,1 HOMBRE,VECINO,0,0,N,N,5,46,0,0,true,2,2,AUTOMOVIL,ND,ND,1,6,459,-102.26550242,21.91546874
210148134,30411,AUTOPARTES,2,2021-02-14,6,7,18,16,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,FRANCISCO TOLEDO,0,NA,",,,",CALLE,OJOCALIENTE,3,false,false,9,ND,ND,0,0,N,N,22,"24,38",0,0,false,1,3,CAMIONETA,NISSAN,ND,1,1,460,-102.26727086,21.91711936
210148562,30411,AUTOPARTES,2,2021-02-14,6,7,20,18,1,SIN TIPO,CINEPOLIS FUNDICION,813,AVENIDA,AGUASCALIENTES PONIENTE,0,NA,",,,",CALLE,CANAL INTERCEPTOR,6,false,false,9,ND,ND,0,0,N,N,23,6,0,3900,false,1,1,AUTOMOVIL,HONDA,ND,1,1,461,-102.31556957,21.90341085
210149035,30411,AUTOPARTES,2,2021-02-14,6,7,22,30,1,FRACCIONAMIENTO,VNSA GUADALUPE,402,CALLE,CESAREA RUIZ DE ESPARZA Y DAVALOS,0,NA,",,,",CALLE,CELIA MARIA MARTINEZ,3,false,false,9,1 HOMBRE,ND,0,0,N,N,24,37,0,0,false,5,2,AUTOMOVIL,ND,ND,1,6,462,-102.25222034,21.93017883
210149099,30403,CRISTALAZO,2,2021-02-14,6,7,22,49,1,FRACCIONAMIENTO,TIERRA BUENA,575,CALLE,ARROZ,0,NA,",,,",CALLE,TIERRA BUENA,5,false,false,9,ND,ND,0,0,N,N,24,27,0,0,false,4,1,AUTOMOVIL,HONDA,CIVIC,1,1,463,-102.25067260,21.86156151
210151756,30403,CRISTALAZO,2,2021-02-15,7,1,18,19,11,FRACCIONAMIENTO,MACARIO J GOMEZ,300,CALLE,BENITO JUAREZ,0,NA,",,,",CALLE,PROGRESO,7,false,false,9,ND,ND,0,0,N,N,22,41,0,0,false,4,4,CAMIONETA,LINCOLN,NAVIGATOR,1,1,464,-102.25040784,21.98142504
210152666,30411,AUTOPARTES,2,2021-02-15,7,1,22,43,1,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,SALITRE,0,NA,",,,",AVENIDA,SIGLO XXI,4,true,false,9,1 HOMBRE,ND,0,0,N,N,24,26,0,0,false,3,1,AUTOMOVIL,ND,ND,1,6,465,-102.24602406,21.87467659
210153831,30411,AUTOPARTES,2,2021-02-16,7,2,11,22,1,FRACCIONAMIENTO,MORELOS I,1120,CALLE,SITIO DE CUAUTLA,0,NA,",,,",CALLE,HERMANOS GALEANA,5,true,false,9,1 HOMBRE,ND,0,0,N,N,20,"3,26,27,28",1000,5000,false,3,1,AUTOMOVIL,NISSAN,VERSA,1,2,466,-102.26444515,21.85739638
210154899,30411,AUTOPARTES,2,2021-02-16,7,2,17,18,1,FRACCIONAMIENTO,LAS ARBOLEDAS,758,CALLE,TABACHIN,0,NA,",,,",AVENIDA,CONVENCION DE 1914 NORTE,6,false,false,9,ND,ND,0,0,N,N,22,11,0,6000,false,1,1,CAMIONETA,OLDSMOBILE,ND,1,1,467,-102.30363760,21.89796908
210155523,30403,CRISTALAZO,2,2021-02-16,7,2,20,33,5,COLONIA,EL TORITO,199,CALLE,SOLIDARIDAD,0,NA,",,,",CALLE,15 DE SEPTIEMBRE,7,false,false,9,ND,ND,0,0,N,N,23,"3,22",0,0,false,4,3,TRAILER,ND,ND,1,1,468,-102.35417883,21.96983292
