FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOSP,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,HECHOS,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,CARRETERA,TIPO_CARR,MARCA,SUBMARCA,MODELO,COLOR,PLACAS,SERIE,EDO_PLACAS,TRANSP_PUB,TIPO_VEH,TRANSPTTA,A_TRANS_PA,LLAVES_PUE,LPR,CARP_INV,CASA_VEH,ASEN_REC,COND_REC,CORP_REC,FECHA_REC,DIA_REC,MUN_REC,LONG,LAT,TEN_EXT,OID
250645795,0,30430,ROBO DE VEHICULO,3,29/03/2025,13,6,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,601,CALLE,SIERRA DE ALCUBIRRE,NA,NA,"402,C,,",PROLONGACION,CONSTITUCIONALISTA,3,0,0,27,sin datos,Falso,Falso,9,ninguna,CONOCIDO,ND,H,M,3,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN POINTER 2001 BLANCO,Falso,20,13,0,Falso,NA,VOLKSWAGEN,POINTER,2001,BLANCO,AAP142E,9BWCC15XX1P001073,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/09005/04-25,Falso,,,,01/01/1900,0,0,-102.26589,21.9381,0,161
250606745,0,30430,ROBO DE VEHICULO,3,30/03/2025,13,7,1,FRACCIONAMIENTO,SOLIDARIDAD II,193,193,CALLE,ZACATECO,NA,NA,"243,,,",CALLE,PAPALOTL,5,0,0,6,01:00-09:45,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET CHEVY 2008 PLATA,Verdadero,1,1,0,Falso,NA,CHEVROLET,CHEVY,2008,PLATA,ADJ582C,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/08480/03-25,Falso,BALCONES DE OJOCALIENTE,5,AGS,30/03/2025,7,1,-102.24646,21.86247,0,155
250610138,0,30430,ROBO DE VEHICULO,3,30/03/2025,13,7,1,ESPECIAL,PARQUE RODOLFO LANDEROS GALLEGOS,492,492,BOULEVARD,JOSE MARIA CHAVEZ,NA,NA,",,,",AVENIDA,SIGLO XXI,5,0,0,3,15:00-18:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET SILVERADO 2005 BLANCO,Falso,1,1,0,Falso,NA,CHEVROLET,SILVERADO,2005,BLANCO,LD19164,ND,ESTADO DE MEXICO,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29156,21.8512,0,156
250629060,0,30430,ROBO DE VEHICULO,3,30/03/2025,13,7,1,CONDOMINIO,RESIDENCIAL LAS PLAZAS,605,605,AVENIDA,SIGLO XXI,NA,NA,",,,",AVENIDA,SIGLO XXI,3,0,0,26,04:00-05:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET SILVERADO 2003 NEGRO,Falso,20,13,0,Falso,NA,CHEVROLET,SILVERADO,2003,NEGRO,AC2781F,1GCEC14VX3Z188325,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/08778/04-25,Falso,,,,01/01/1900,0,0,-102.27816,21.94297,0,158
250626368,0,30430,ROBO DE VEHICULO,4,01/04/2025,14,2,1,FRACCIONAMIENTO,OJOCALIENTE I,190,190,CALLE,SAN JOSE DE LA ORDE¥A,NA,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,4,0,0,23,20:20-20:49,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN SENTRA 1998 BLANCO,Falso,"1,23",1,4052,Falso,NA,NISSAN,SENTRA,1998,BLANCO,ABZ046F,3N1DB41S9WK026913,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/08754/04-25,Falso,,,,01/01/1900,0,0,-102.25815,21.88407,0,157
250640395,0,30430,ROBO DE VEHICULO,4,03/04/2025,14,4,1,FRACCIONAMIENTO,VILLA DE LAS NORIAS,435,435,AVENIDA,BICENTENARIO DE LA INDEPENDENCIA PONIENTE,NA,NA,"329,,,",AVENIDA,VALLE DE LAS NORIAS,4,0,0,18,dia solo,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN URVAN 2012 BLANCO,Verdadero,"1,23",4,4060,Falso,NA,NISSAN,URVAN,2012,BLANCO,DPT607F,ND,CHIAPAS,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/08976/04-25,Falso,J. GPE. PERALTA,5,AGS,04/04/2025,4,1,-102.22821,21.87953,0,159
250639427,0,30414,ROBO DE VEHICULO,4,03/04/2025,14,4,1,FRACCIONAMIENTO,VILLA TERESA,283,283,CALLE,AGUSTINOS,NA,NA,"125,,,",CALLE,JUAN BAUTISTA LA SALLE,3,0,0,7,04:00-20:40,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,PEUGEOT 2023 GRIS,Falso,"1,23",1,4059,Falso,NA,PEUGEOT,ND,2023,GRIS,AA9969F,3N1CN8AE9SL842285,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/08972/04-25,Verdadero,,,,01/01/1900,0,0,-102.28464,21.92091,0,168
250639427,0,30414,ROBO DE VEHICULO,4,03/04/2025,14,4,1,FRACCIONAMIENTO,VILLA TERESA,283,283,CALLE,AGUSTINOS,NA,NA,"125,,,",CALLE,JUAN BAUTISTA LA SALLE,3,0,0,7,04:00-20:40,Falso,Falso,9,ninguna,1 HOMBRE,ROBERTO SERRANO MENDOZA,H,H,8,1,N,N,0,0,Falso,0,N,N,NISSAN VERSA 2025 BLANCO,Verdadero,"1,23",1,4059,Falso,NA,NISSAN,VERSA,2025,BLANCO,AAH908G,3N1CN8AE9SL842285,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/08972/04-25,Verdadero,LOS CUERVOS,5,PE,04/04/2025,5,1,-102.28465,21.9209,0,169
250645836,0,30430,ROBO DE VEHICULO,4,04/04/2025,14,5,1,CONDOMINIO,OJOCALIENTE INEGI,576,576,AVENIDA,OJOCALIENTE,NA,NA,",,,",AVENIDA,SAN FRANCISCO DE LOS VIVEROS,4,0,0,23,19:25-19:55,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU BLANCO,Verdadero,1,4,0,Falso,NA,NISSAN,TSURU,0,BLANCO,ND,ND,AGUASCALIENTES,1,TAXI 3881,Falso,PARADO,Falso,Falso,ND,Falso,OJOCALIENTE I,5,AGS,05/04/2025,6,1,-102.2513,21.87908,0,162
250646354,0,30430,ROBO DE VEHICULO,4,04/04/2025,14,5,1,FRACCIONAMIENTO,SOLIDARIDAD I,459,459,AVENIDA,POLIDUCTO,NA,NA,",,,",AVENIDA,SALUD,4,0,0,23,19:00-21:05,Falso,Falso,9,ninguna,2 HOMBRES,"JUAN OSVALDO JIMENEZ REYES,RENE CERVANTES ALFARO",H,H,8,2,N,N,0,0,Falso,0,N,N,NISSAN TSURU 2008 GRIS,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,2008,GRIS,ACB023B,3N1EB31S18K324986,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/09069/04-25,Falso,CIRCUNVALACION PONIENTE,5,PE,15/04/2025,4,1,-102.24241,21.86935,0,163
250648940,0,30430,ROBO DE VEHICULO,4,05/04/2025,14,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,GERARDO MACIAS,NA,NA,"106,,,",AVENIDA,JOSE E FEMAT GUTIERREZ,3,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 1991 BLANCO,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,1991,BLANCO,ACJ593B,1LB1223677,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,VNSA GUADALUPE,5,AGS,05/04/2025,6,1,-102.25646,21.92921,0,164
250657637,0,30430,ROBO DE VEHICULO,4,06/04/2025,14,7,1,FRACCIONAMIENTO,OJOCALIENTE III,191,191,CALLE,EL MOCHO,NA,NA,"1004,,,",CALLE,BETULIA,4,0,0,12,18:00-05:00,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,FORD F250 1994 AZUL,Verdadero,1,1,0,Falso,NA,FORD,F250,1994,AZUL,AC0574F,3FTEF25N4RMA27670,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,LOS PERICOS,5,AGS,06/04/2025,7,1,-102.24329,21.87748,0,165
250664593,0,30430,ROBO DE VEHICULO,4,07/04/2025,15,1,1,FRACCIONAMIENTO,OJOCALIENTE I,190,190,CALLE,LA TINAJA,NA,NA,"133,,,",CALLE,PE¥UELAS,4,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 1999 GRIS,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,1999,GRIS,ACV213F,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,VISTA DE LAS CUMBRES,5,AGS,07/04/2025,1,1,-102.25766,21.88773,0,166
250674104,0,30430,ROBO DE VEHICULO,4,08/04/2025,15,2,1,BARRIO,LA PURISIMA,202,202,CALLE,COSIO NORTE,NA,NA,"107,,,",CALLE,JUAN DE MONTORO,1,0,0,9,11:30-15:30,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,TOYOTA SOLARA 2003 GRIS,Falso,20,13,0,Falso,NA,TOYOTA,SOLARA,2003,GRIS,AEE581E,2T1CF22P93C809924,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.28698,21.88268,0,170
250674211,0,30430,ROBO DE VEHICULO,4,08/04/2025,15,2,1,FRACCIONAMIENTO,OJOCALIENTE III,191,191,AVENIDA,SIGLO XXI,NA,NA,"217,,,",CALLE,CA¥ADA GRANDE,4,0,0,3,13:30-16:12,Falso,Falso,9,ninguna,ND,DIANA GUADALUPE REYES RODRIGUEZ,A,H,8,1,N,N,0,0,Falso,0,N,N,NISSAN PICK-UP 2003 GRIS,Verdadero,1,1,0,Falso,NA,NISSAN,PICK-UP,2003,GRIS,AE0821A,3N6CD12503K043527,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,TERR. CONGREGACION MATAMOROS,5,PE,08/04/2025,2,1,-102.24864,21.88119,0,171
250678387,0,30430,ROBO DE VEHICULO,4,09/04/2025,15,3,1,FRACCIONAMIENTO,NATURA,371,371,CIRCUITO,SALTAMONTES,NA,NA,",,,",AVENIDA,SALVADOR RANGEL LOPEZ,3,0,0,1,dias solo,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,FORD LOBO 1999 AZUL,Falso,1,1,0,Falso,NA,FORD,LOBO,1999,AZUL,ZH6437B,1FTZX17W5XKC23216,ZACATECAS,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.25244,21.93653,0,172
250680457,0,30430,ROBO DE VEHICULO,4,09/04/2025,15,3,1,FRACCIONAMIENTO,LOMAS DEL COBANO,277,277,CALLE,LOMA ESCONDIDA,NA,NA,"138,,,",CALLE,LOMA GRANDE,3,0,0,9,08:00-15:55,Falso,Falso,9,ninguna,1 HOMBRE,SALVADOR RAMIREZ ARMENTA,H,H,8,1,N,N,0,0,Falso,0,N,N,CHEVROLET AVEO 2021 ROJO,Verdadero,1,1,0,Falso,NA,CHEVROLET,AVEO,2021,ROJO,AAV041F,LSGHD52H3MD137377,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,BLVD. A ZACATECAS,5,PE,10/04/2025,4,1,-102.27373,21.90454,0,173
250680326,0,30413,ROBO DE VEHICULO,4,09/04/2025,15,3,1,FRACCIONAMIENTO,LA FLORIDA I,443,443,CALLE,PEISTON,NA,NA,"114,,,",CALLE,MARTIN PESCADOR,3,15,0,21,03:00 p. m.,Falso,Verdadero,4,fuego,"2 HOMBRES,SE IDENTIFICARON QUE ERAN DE LAS 4 LETRAS",ND,H,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET CAMARO AZUL,Verdadero,1,1,0,Falso,NA,CHEVROLET,CAMARO,0,AZUL,ZDR408G,ND,ZACATECAS,0,COCHE,Falso,PARADO,Falso,Falso,ND,Verdadero,BARRIO EL ENCINO,5,AGS,09/04/2025,3,1,-102.24366,21.92372,0,176
250685867,0,30430,ROBO DE VEHICULO,4,10/04/2025,15,4,1,BARRIO,LA PURISIMA,202,202,CALLE,PODER LEGISLATIVO,NA,NA,"106,B,,",CALLE,CONCEPCION AGUAYO,1,0,0,9,10:45-12:15,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,GMC PONTIAC 2003 GRIS,Falso,1,1,0,Falso,NA,GMC,PONTIAC,2003,GRIS,ADK236B,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.28423,21.88333,0,174
250691278,0,30430,ROBO DE VEHICULO,4,11/04/2025,15,5,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,260,260,ANDADOR,RECINTO JOCONOSTLE 601,NA,NA,"41,,,",CALLE,CARMEN DE LUNA SEVILLA,4,7,0,19,07:00 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN JETTA 1994 NEGRO,Verdadero,1,4,0,Falso,NA,VOLKSWAGEN,JETTA,1994,NEGRO,AEJ1299,3VBB81H7RM079811,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,VALLE DEL BICENTENARIO,7,AGS,11/04/2025,5,1,-102.2304,21.86575,0,175
250692875,0,30430,ROBO DE VEHICULO,4,11/04/2025,15,5,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ,256,256,AVENIDA,DE LAS PALMAS,NA,NA,"505,,,",AVENIDA,PASEO DE LA CRUZ,5,13,13,21,01:13 p. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET SILVERADO 2005 BLANCO,Verdadero,1,1,0,Falso,NA,CHEVROLET,SILVERADO,2005,BLANCO,ABF375F,ND,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,FOVISSSTE OJOCALIENTE,5,AGS,11/04/2025,5,1,-102.27235,21.87332,0,177
250693337,0,30430,ROBO DE VEHICULO,4,11/04/2025,15,5,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,AVENIDA,SIGLO XXI,NA,NA,",,,",CALLE,CIELO CLARO,4,0,0,9,11:30-14:30,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 1999 VERDE,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,1999,VERDE,ADU227E,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,RODOLFO LANDEROS GALLEGOS,5,AGS,11/04/2025,5,1,-102.25317,21.89525,0,178
250700961,0,30430,ROBO DE VEHICULO,4,12/04/2025,15,6,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,CALLE,COMERCIANTES,NA,NA,"337,,,",CALLE,PESCADORES,4,0,0,7,04:40-13:29,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET BLAZER 1999 CAFE,Verdadero,1,1,0,Falso,NA,CHEVROLET,BLAZER,1999,CAFE,HWZ149A,1GNC513W8XK108855,JALISCO,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,OJOCALIENTE III,5,AGS,12/04/2025,6,1,-102.26456,21.89467,0,179
250708588,0,30430,ROBO DE VEHICULO,4,13/04/2025,15,7,1,FRACCIONAMIENTO,DEL VALLE 2A SECCION,150,150,CALLE,TOKIO,NA,NA,"420,A,,",CALLE,PRAGA,6,0,0,6,03:00-08:40,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,TOYOTA PICK-UP 1986 AZUÑ,Verdadero,"1,23",1,4093,Falso,NA,TOYOTA,PICK-UP,1986,AZUL,JT20868,ND,JALISCO,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/09786/04-25,Falso,FRACC SANMARCOS,5,PE,13/04/2025,7,1,-102.32215,21.87491,0,180
250711476,0,30430,ROBO DE VEHICULO,4,13/04/2025,15,7,1,FRACCIONAMIENTO,FIDEL VELAZQUEZ,216,216,CALLE,FUENTE DE LOS NIÑOS,NA,NA,"210,B,,",CALLE,PLAZA FUENTE DE LOS NIÑOS,4,0,0,22,17:07-17:37,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN JETTA 1998 TINTO,Verdadero,1,1,0,Falso,NA,VOLKSWAGEN,JETTA,1998,TINTO,AFS959A,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/09827/04-25,Falso,MUNICIPIO LIBRE,5,AGS,13/04/2025,7,1,-102.26058,21.89093,1,182
250719438,0,30430,ROBO DE VEHICULO,4,13/04/2025,15,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,342,CALLE,RUPERTO SILVA,NA,NA,"85,,,",CALLE,FEDERICO MENDEZ,3,0,0,3,12:00-18:59,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,DODGE NEON 1995 VERDE,Verdadero,20,13,0,Falso,NA,DODGE,NEON,1995,VERDE,AGF096B,3C3ES47C0ST515842,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,VNSA GUADALUPE,5,AGS,15/04/2025,2,1,-102.25263,21.9319,0,183
250720568,0,30430,ROBO DE VEHICULO,4,14/04/2025,16,1,1,NO APLICA,DESARROLLO ESPECIAL OJOCALIENTE,578,578,CALLE,LOS CONOS,NA,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,4,0,0,14,17:30-20:07,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 1991 ORO,Falso,"1,23",1,4103,Falso,NA,NISSAN,TSURU,1991,ORO,AAF542G,1LB1200043,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/09949/04-25,Falso,,,,01/01/1900,0,0,-102.25412,21.87635,0,184
250716133,0,30414,ROBO DE VEHICULO,4,14/04/2025,16,1,1,NO APLICA,LOS NEGRITOS,575,575,CAMINO,A LOS NEGRITOS,NA,NA,",,,",CALLE,EMILIANO ZAPATA,2,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET DAKOTA 1994 BLANCO,Verdadero,"1,23",1,4099,Falso,NA,CHEVROLET,DAKOTA,1994,BLANCO,ND,ND,CALIFORNIA,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/09868/04-25,Verdadero,CARR 14 DEL SALTO A NIAGARA,5,AGS,14/04/2025,1,1,-102.33979,21.8714,0,185
250732519,0,30430,ROBO DE VEHICULO,4,16/04/2025,16,3,1,CONDOMINIO HORIZONTAL,CARTAGENA 1947,602,602,CALLE,PATON GONZALEZ,NA,NA,"173,,,",CALLE,VIÑEDOS RIVIER,3,0,0,22,15:30-18:15,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN JETTA 1997 BLANCO,Verdadero,1,1,0,Falso,NA,VOLKSWAGEN,JETTA,1997,BLANCO,ACJ925F,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/10157/04-25,Falso,VNSA GUADALUPE,5,AGS,16/04/2025,3,1,-102.27659,21.95579,0,186
250733001,0,30430,ROBO DE VEHICULO,4,16/04/2025,16,3,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,CALLE,PROSPERIDAD,NA,NA,",,,",AVENIDA,SIGLO XXI,4,0,0,3,18:30-19:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN JETTA 1994 BLANCO,Verdadero,1,1,0,Falso,NA,VOLKSWAGEN,JETTA,1994,BLANCO,AFF606B,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,OJOCALIENTE I,5,AGS,17/04/2025,4,1,-102.25305,21.89628,0,187
250737399,0,30430,ROBO DE VEHICULO,4,16/04/2025,16,3,1,FRACCIONAMIENTO,MORELOS II,188,188,CALLE,30 DE SEPTIEMBRE,NA,NA,"608,,,",CALLE,HERMANOS BRAVO,5,0,0,4,20:00-22:30,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,FORD F150 1983 NEGRO,Verdadero,"1,23",1,4117,Falso,NA,FORD,F150,1983,NEGRO,AC6328E,AC1JMG38352,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/10200/04-25,Falso,MORELOS I,5,AGS,19/04/2025,6,1,-102.27126,21.85414,0,188
250752060,0,30430,ROBO DE VEHICULO,4,19/04/2025,16,6,1,FRACCIONAMIENTO,VIÑEDOS DEL SUR,633,633,CALLE,EDMUNDO BAEZ,NA,NA,"123,,,",CALLE,FELIPE COSIO GUTIERREZ,5,0,0,19,06:20 a. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN JETTA 1998 BLANCO,Verdadero,1,1,0,Falso,NA,VOLKSWAGEN,JETTA,1998,BLANCO,ND,3VWRL21H0PM022163,ND,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,SAN JOSE DE LA ORDEÑA,5,AGS,19/04/2025,6,1,-102.27385,21.80637,0,190
250755451,0,30429,ROBO DE VEHICULO,4,19/04/2025,16,6,1,COMUNIDAD,COTORINA (COYOTES),45,45,CALLE,LIGA MEXICANA,NA,NA,",,,",CALLE,LEONES,5,16,45,22,04:45 p. m.,Falso,Verdadero,4,fuego,"2 HOMBRES,DE ASPECTO ALBAÑILES CON PAÑUELOS EN LA CARA,AMBOS VISTEN PANTALON DE MEZCLILLA",ND,H,H,8,0,N,N,1,0,Verdadero,0,N,N,FORD F150 1992 BLANCO,Verdadero,1,1,0,Falso,NA,FORD,F150,1992,BLANCO,PBT1731,1FTDF15N6LA01749,ESTADO DE MEXICO,0,CAMIONETA,Falso,PARADO,Verdadero,Falso,CI/AGS/10340/04-25,Falso,TERR. BUENAVISTA DE PEÑUELAS,5,PE,23/04/2025,3,1,-102.26924,21.75254,0,192
250761625,0,30430,ROBO DE VEHICULO,4,20/04/2025,16,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,MANUEL ZAVALA MADRIGAL,NA,NA,"437,,,",AVENIDA,GERONIMO DE LA CUEVA,3,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET BLAZER 1996 VERDE,Falso,1,1,0,Falso,NA,CHEVROLET,BLAZER,1996,VERDE,AFK265B,1GKCS18W4TK510483,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.25917,21.93483,0,193
250761961,0,30430,ROBO DE VEHICULO,4,20/04/2025,16,7,1,FRACCIONAMIENTO,MISION DE SAN MARGARITO,350,350,CALLE,MISION DE SAN MATEO CORREA MAGALLANES,NA,NA,"119,,,",AVENIDA,HEROE INMORTAL,5,4,0,26,04:00 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN GOLF 1998 AZUL,Verdadero,1,1,0,Falso,NA,VOLKSWAGEN,GOLF,1998,AZUL,ABM916F,3VW1931H4WM160241,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/10377/04-25,Falso,LOMAS DEL MIRADOR,5,AGS,20/04/2025,7,1,-102.27015,21.84826,0,194
250762594,0,30430,ROBO DE VEHICULO,4,20/04/2025,16,7,1,EJIDO,LOS POCITOS,565,565,AVENIDA,EUGENIO GARZA SADA,NA,NA,"145,,,",CALLE,PRESA SANDOVALES,6,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 2006 ROJO,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,2006,ROJO,AEY546C,3N1ED31SX6K339306,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/10383/04-25,Falso,PASEOS DE AGS.,5,MET,20/04/2025,7,1,-102.33394,21.91742,0,195
250769449,0,30430,ROBO DE VEHICULO,4,21/04/2025,17,1,1,COLONIA,SAN LUIS,615,615,CALLE,EDEN,NA,NA,"122,,,",AVENIDA,MARIANO ESCOBEDO,5,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN PICK-UP 1992 GRIS,Verdadero,1,1,0,Falso,NA,NISSAN,PICK-UP,1992,GRIS,AD8818A,272000181,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,JARDINES DE LA CRUZ,5,AGS,21/04/2025,1,1,-102.27715,21.87698,0,196
250770923,0,30430,ROBO DE VEHICULO,4,21/04/2025,17,1,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,CALLE,ECOLOGIA,NA,NA,"110,,,",CALLE,DESARROLLO,4,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN GOLF 1994 BLANCO,Falso,"1,23",1,4141,Falso,NA,VOLKSWAGEN,GOLF,1994,BLANCO,AAL987F,3VWFA21H7RN041370,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/010461/04-25,Falso,,,,01/01/1900,0,0,-102.26889,21.89647,0,197
