FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,SEXO_AFEC,CAT_SOSP,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,HECHOS,RECUP_ART,CORP_ACUD,CIERRE_COR,DEN_CASIO,CARRETERA,TIPO_CARR,MARCA,SUBMARCA,MODELO,COLOR,PLACAS,SERIE,EDO_PLACAS,TRANSP_PUB,TIPO_VEH,TRANSPTTA,A_TRANS_PA,LLAVES_PUE,LPR,CARP_INV,CASA_VEH,ASEN_REC,COND_REC,CORP_REC,FECHA_REC,DIA_REC,MUN_REC,LONG,LAT,TEN_EXT,OID
251263197,0,30430,ROBO DE VEHICULO,6,28/06/2025,26,6,1,FRACCIONAMIENTO,VILLA LAS PALMAS II,365,365,AVENIDA,TECNOLOGICO,NA,NA,"2224,,,",CALLE,VILLA OBREGON,5,19,20,23,07:20 p. m.,Falso,Falso,9,ninguna,2 HOMBRES,ND,H,H,8,0,N,N,0,0,Falso,0,CAMIONETA,"FORD,TINTO",FORD F150 2018 BLANCO,Verdadero,1,1,0,Falso,NA,FORD,F150,2018,BLANCO,ZC0882D,ND,ZACATECAS,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/16546/06-25,Falso,"VILLA DE RAMOS,SLP",5,SLP,29/06/2025,7,12,-102.23183,21.86309,0,303
251266364,0,30430,ROBO DE VEHICULO,6,29/06/2025,26,7,1,FRACCIONAMIENTO,OJOCALIENTE FOVISSSTE II,587,587,AVENIDA,PASEO DE LA CRUZ,NA,NA,",,,",AVENIDA,PASEO OJOCALIENTE,5,0,0,6,02:00-07:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN SENTRA 1997 NEGRO,Verdadero,1,1,0,Falso,NA,NISSAN,SENTRA,1997,NEGRO,AFS109F,1N4AB42D3VC519349,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,JESUS GOMEZ PORTUGAL,5,AGS,29/06/2025,7,1,-102.25747,21.86996,0,304
252259995,0,30430,ROBO DE VEHICULO,11,20/11/2025,47,4,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,CALLE,REGIDORES,NA,NA,"227,,,",CALLE,PRESIDENTES,4,0,0,7,01:00-14:40,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN GOLF 1995 ORO,Falso,"1,23",1,4839,Falso,NA,VOLKSWAGEN,GOLF,1995,ORO,ABT499B,3VW1931HMSM005488,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/29321/11-25,Falso,,,,01/01/1900,0,0,-102.26274,21.89362,0,496
251272909,0,30430,ROBO DE VEHICULO,6,30/06/2025,27,1,1,COLONIA,DEL TRABAJO,246,246,CALLE,FRANCISCO GONZALEZ BOCANEGRA,NA,NA,"105,,,",AVENIDA,ALAMEDA,4,0,0,27,sin datos,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN NP300 2014 BLANCO,Verdadero,1,1,0,Falso,NA,NISSAN,NP300,2014,BLANCO,AA009E,3N6DD25T7EK033742,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Verdadero,LA ESTRELLA,5,AGS,30/06/2025,1,1,-102.2719,21.88464,0,306
251272909,0,30430,ROBO DE VEHICULO,6,30/06/2025,27,1,1,COLONIA,DEL TRABAJO,246,246,CALLE,FRANCISCO GONZALEZ BOCANEGRA,NA,NA,"105,,,",AVENIDA,ALAMEDA,4,0,0,27,sin datos,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 2000 BLANCO,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,2000,BLANCO,AAA025E,3N1EB31S9YL161479,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Verdadero,LA ESTRELLA,5,AGS,30/06/2025,1,1,-102.27191,21.88464,0,307
251276836,0,30430,ROBO DE VEHICULO,6,30/06/2025,27,1,1,FRACCIONAMIENTO,EX-HACIENDA OJOCALIENTE,275,275,AVENIDA,TECNOLOGICO,NA,NA,",,,",CALLE,OJOCALIENTE,4,0,0,14,16:30-19:29,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 2009 AZUL MARINO,Falso,1,1,0,Falso,NA,NISSAN,TSURU,2009,AZUL MARINO,PPC153B,ND,MICHOACAN,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.26419,21.88204,0,308
251284684,0,30430,ROBO DE VEHICULO,7,02/07/2025,27,3,1,FRACCIONAMIENTO,POZO BRAVO SUR,558,558,CALLE,PANFILO NATERA,NA,NA,",,,",CALLE,POZO DE ZAFIRO,3,0,0,15,21:30-03:27,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN SENTRA 1996 TINTO,Verdadero,1,4,0,Falso,NA,NISSAN,SENTRA,1996,TINTO,AFW993E,1NA4B41D5TC740801,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/16794/07-25,Falso,OJOCALIENTE I,5,AGS,02/07/2025,3,1,-102.28101,21.92444,0,310
251291627,0,30430,ROBO DE VEHICULO,7,03/07/2025,27,4,1,FRACCIONAMIENTO,CONSTITUCION,607,607,CALLE,ARTICULO 27,NA,NA,"420,,,",CALLE,ARTICULO 12,3,0,0,6,00:00-09:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,SEAT IBIZA2019 GRIS,Verdadero,"1,23",1,4480,Falso,NA,SEAT,IBIZA,2019,AZUL,ADW937C,VSSBB6KJ6KR188936,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/36894/07-25,Falso,SAN CAYETANO,5,PE,09/07/2025,3,1,-102.28468,21.9294,0,311
251305155,0,30430,ROBO DE VEHICULO,7,05/07/2025,27,6,1,CONDOMINIO,CENTRO COMERCIAL GALERIAS I,528,528,BOULEVARD,LUIS DONALDO COLOSIO,NA,NA,"791,,,",BOULEVARD,A ZACATECAS,6,0,6,25,12:06 a. m.,Falso,Falso,9,ninguna,"1 HOMBRE,VISTE ROPA OSCURA",ND,H,M,8,0,N,N,0,0,Falso,0,N,N,MITSUBISHI L200GSR 2025 BLANCO,Falso,"1,23",1,4485,Falso,NA,MITSUBISHI,L200GSR,2025,BLANCO,ND,MMBN7Y5C6SH032808,ND,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/17065/07-25,Verdadero,,,,01/01/1900,0,0,-102.29194,21.92534,0,313
251313222,0,30430,ROBO DE VEHICULO,7,06/07/2025,27,7,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR III,356,356,CALLE,LOMA ESMERALDA,NA,NA,"319,,,",CALLE,LOMA HUASTECA,5,0,0,6,00:00-08:30,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET CHEVY COMFORT 2004 NEGRO,Verdadero,1,1,0,Falso,NA,CHEVROLET,CHEVY COMFORT,2004,NEGRO,ABU821E,3G1SF61X84S175383,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,LOMAS DEL MIRADOR,5,AGS,06/07/2025,7,1,-102.26003,21.84617,0,314
251320839,0,30430,ROBO DE VEHICULO,7,07/07/2025,28,1,1,FRACCIONAMIENTO,MORELOS I,598,598,CALLE,MAYO DE 1812,NA,NA,"312,,,",CALLE,ALBINO GARCIA,5,0,0,6,00:00-11:00,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NISSAN ESTACAS 1998 BLANCO,Verdadero,1,1,0,Falso,NA,NISSAN,ESTACAS,1998,BLANCO,ND,3N1CD15S5WK012263,ND,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,MORELOS I,6,US,07/07/2025,1,1,-102.26114,21.85745,0,317
251325144,0,30430,ROBO DE VEHICULO,7,07/07/2025,28,1,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,530,CALLE,HACIENDA EL SAUCILLO,NA,NA,"141,,,",CALLE,HACIENDA SAN LORENZO,4,0,0,24,23:00-23:10,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN JETTA 1996 BLANCO,Verdadero,1,1,0,Falso,NA,VOLKSWAGEN,JETTA,1996,BLANCO,AAF422B,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,OJOCALIENTE I,5,AGS,08/07/2025,2,1,-102.24616,21.89205,0,318
251339602,0,30430,ROBO DE VEHICULO,7,09/07/2025,28,3,1,FRACCIONAMIENTO,BULEVAR,156,156,CALLE,ALFONSO HUMBERTO,NA,NA,",,,",CALLE,JARDIN DEL ESTUDIANTE,5,0,0,18,dias solo,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,GMC TERRAIN 2015 ARENA,Falso,1,1,0,Falso,NA,GMC,TERRAIN,2015,ARENA,ZFL655E,2GKFLXE39F6246076,ZACATECAS,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/17513/07-25,Falso,,,,01/01/1900,0,0,-102.29284,21.86705,0,320
251337246,0,30430,ROBO DE VEHICULO,7,10/07/2025,28,4,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,INGENIERO PASTOR ROUALX,NA,NA,"322,,,",CALLE,ABRAHAM GONZALEZ,2,3,11,26,03:11 a. m.,Verdadero,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN POINTER GRIS,Verdadero,1,4,0,Falso,NA,VOLKSWAGEN,POINTER,0,GRIS,ACA886B,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,INSURGENTES,5,AGS,10/07/2025,4,1,-102.30573,21.84951,0,319
251343454,0,30430,ROBO DE VEHICULO,7,11/07/2025,7,5,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,AVENIDA,DE LOS MAESTROS,NA,NA,"3813,,,",CALLE,PROFESOR RICARDO GARCIA MENDOZA,2,4,47,26,04:47 a. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN ESTACAS 2012 BLANCO,Verdadero,1,1,0,Falso,NA,NISSAN,ESTACAS,2012,BLANCO,AA2589C,ND,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,INSURGENTES,5,AGS,11/07/2025,5,1,-102.31791,21.85286,0,321
251348587,0,30430,ROBO DE VEHICULO,7,11/07/2025,28,5,1,FRACCIONAMIENTO,ARELLANO,636,636,CALLE,MANUEL AVILA CAMACHO,NA,NA,",,,",CALLE,EMILIO GARCIA,5,0,0,24,21:30-23:05,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,MAZDA 6 2016 ROJO,Falso,1,2,0,Falso,NA,MAZDA,6,2016,ROJO,HAM186E,JM1GJ1U31G1432414,GUERRERO,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.27569,21.80213,0,323
252317722,0,30430,ROBO DE VEHICULO,11,29/11/2025,48,6,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,AVENIDA,SIGO XXI,NA,NA,",,,",CALLE,PROSPERIDAD,4,0,0,26,03:10-05:40,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN JETTA 1995 TINTO,Falso,1,1,0,Falso,NA,VOLKSWAGEN,JETTA,1995,TINTO,ABR046G,3VW1671HMSM219176,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.25307,21.89624,0,504
251365442,0,30430,ROBO DE VEHICULO,7,14/07/2025,29,1,1,FRACCIONAMIENTO,MORELOS II,188,188,CALLE,CARLOS M BUSTAMANTE,NA,NA,"326,,,",CALLE,CORREGIDORA,5,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN PICK-UP 1984 AZUL CIELO,Verdadero,1,1,0,Falso,NA,NISSAN,PICK-UP,1984,AZUL CIELO,AA8609B,JN6ND06S8EW13759,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,MORELOS II,5,AGS,14/07/2025,1,1,-102.26187,21.85208,0,325
251368032,0,30430,ROBO DE VEHICULO,7,14/07/2025,29,1,1,CONDOMINIO,AGROPECUARIO,527,527,AVENIDA,INDEPENDENCIA,NA,NA,",,,",AVENIDA,AGUASCALIENTES NORTE,6,0,0,21,12:40-13:30,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CHEVROLET CORSA 2006 PLATA,Verdadero,1,1,0,Falso,NA,CHEVROLET,CORSA,2006,PLATA,MUE8100,93CXM19216C186450,ESTADO DE MEXICO,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,AGROPECUARIO,5,AGS,14/07/2025,1,1,-102.29717,21.91542,0,327
251369934,0,30430,ROBO DE VEHICULO,7,14/07/2025,29,1,1,FRACCIONAMIENTO,JARDINES DE AGUASCALIENTES,255,255,AVENIDA,DE LA CONVENCION DE 1914 SUR,NA,NA,"1010,,,",CALLE,JOSEFA ORTIZ DE DOMINGUEZ,5,19,30,23,07:30 p. m.,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,8,1,N,N,0,0,Falso,0,N,N,VOLKSWAGEN POINTER 2002 AZUL,Verdadero,1,1,0,Falso,NA,VOLKSWAGEN,POINTER,2002,AZUL,AAM030C,9BWCC05X62P019727,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,OJOCALIENTE I,5,AGS,15/07/2025,2,1,-102.28673,21.86623,0,328
252533102,0,30430,ROBO DE VEHICULO,12,30/12/2025,53,2,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,AVENIDA,MIGUEL ANGEL BARBERENA VEGA,NA,NA,",,,",CALLE,COMERCIANTES,4,0,0,5,00:00-05:30,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,CAMION YOVOY BLANCO,Falso,1,1,0,Falso,NA,ND,ND,2023,BLANCO,ND,3MBAASBDPM078623,PERMISO,1,CAMION YOVOY NU 1506,Falso,PARADO,Falso,Falso,ND,Verdadero,,,,01/01/1900,0,0,-102.26574,21.89562,0,538
251420607,0,30430,ROBO DE VEHICULO,7,18/07/2025,29,5,1,FRACCIONAMIENTO,BULEVARES 1A SECCION,157,157,CALLE,CAPITAN DIEGO FERNANDEZ VILLA,NA,NA,"307,,,",CALLE,PROFESOR ENRIQUE OLIVARES SANTANA,2,0,0,27,sin datos,Falso,Falso,9,ninguna,1 HOMBRE,ND,H,H,3,0,N,N,0,0,Falso,0,N,N,VOLKSWAGEN JETTA 2015 BLANCO,Falso,1,1,0,Falso,NA,VOLKSWAGEN,JETTA,2015,BLANCO,AAE541G,3BW1B49M1FM022322,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/18503/07-25,Falso,,,,01/01/1900,0,0,-102.30394,21.85534,0,337
251400811,0,30430,ROBO DE VEHICULO,7,19/07/2025,29,6,1,FRACCIONAMIENTO,SOLIDARIDAD I,459,459,CALLE,ESFUERZO,NA,NA,",,,",AVENIDA,SIGLO XXI,4,0,0,3,12:00-18:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,MAZDA PICK-UP 1988 ROJO,Falso,1,1,0,Falso,NA,MAZDA,PICK-UP,0,ROJO,ND,ND,ND,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.24435,21.8691,0,331
251414905,0,50301,ROBO DE VEHICULO,7,19/07/2025,29,6,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,CALLE,ARCO DE LA LIBERTAD,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,3,0,0,2,06:00-11:59,Falso,Verdadero,3,contusa,CONDUCTOR,CESAR RAMIREZ MARTINEZ,H,H,9,1,N,N,0,0,Falso,0,N,N,HONDA ODISSEY TOURING 2017 GRIS,Falso,1,1,0,Falso,NA,HONDA,ODYSSEY TOURING,2017,GRIS,ND,5KBRL6888SB801762,ND,0,CAMIONETA,Verdadero,PARADO,Verdadero,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29026,21.91012,0,338
251414905,0,50301,ROBO DE VEHICULO,7,19/07/2025,29,6,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,CALLE,ARCO DE LA LIBERTAD,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,3,0,0,2,06:00-11:59,Falso,Verdadero,3,contusa,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,HONDA PILOT 2023,Falso,1,1,0,Falso,NA,HONDA,PILOT,2023,ND,ND,5KBYG2885SB802893,ND,0,CAMIONETA,Falso,PARADO,Verdadero,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29025,21.91013,0,339
251414905,0,50301,ROBO DE VEHICULO,7,19/07/2025,29,6,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,CALLE,ARCO DE LA LIBERTAD,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,3,0,0,2,06:00-11:59,Falso,Verdadero,3,contusa,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,HONDA ODISSEY 2023,Falso,1,1,0,Falso,NA,HONDA,ODDISSEY,2023,ND,ND,5KBRL6805SB801809,ND,0,CAMIONETA,Falso,PARADO,Verdadero,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29027,21.91013,0,340
251414905,0,50301,ROBO DE VEHICULO,7,19/07/2025,29,6,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,CALLE,ARCO DE LA LIBERTAD,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,3,0,0,2,06:00-11:59,Falso,Verdadero,3,contusa,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,HONDA HR-V TOURING,Falso,1,1,0,Falso,NA,HONDA,HR-V TOURING,0,ND,ND,3HGRZ1879TM002224,ND,0,CAMIONETA,Falso,PARADO,Verdadero,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29027,21.91015,0,341
251414905,0,50301,ROBO DE VEHICULO,7,19/07/2025,29,6,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,CALLE,ARCO DE LA LIBERTAD,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,3,0,0,2,06:00-11:59,Falso,Verdadero,3,contusa,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,HONDA HR-V TOURING,Falso,1,1,0,Falso,NA,HONDA,HR-V TOURING,0,ND,ND,3HGRZ1879TM002210,ND,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29025,21.91015,0,342
251414905,0,50301,ROBO DE VEHICULO,7,19/07/2025,29,6,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,CALLE,ARCO DE LA LIBERTAD,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,3,0,0,2,06:00-11:59,Falso,Verdadero,3,contusa,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,HONDA HR-V TOURING,Falso,1,1,0,Falso,NA,HONDA,HR-V TOURING,0,ND,ND,3HRZ1878TM002330,ND,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29023,21.91015,0,343
251414905,0,50301,ROBO DE VEHICULO,7,19/07/2025,29,6,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,609,CALLE,ARCO DE LA LIBERTAD,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,3,0,0,2,06:00-11:59,Falso,Verdadero,3,contusa,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,HONDA HR-V TOURING,Falso,1,1,0,Falso,NA,HONDA,HR-V TOURING,0,ND,ND,3HGRZ1876TM002407,ND,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29023,21.91014,0,344
251405976,0,30429,ROBO DE VEHICULO,7,20/07/2025,29,7,1,FRACCIONAMIENTO,VISTA ALEGRE,640,640,CALLE,EL FLOREO,NA,NA,",,,",CALLE,LA MANGANA,5,4,0,26,04:00 a. m.,Falso,Verdadero,4,fuego,2 HOMBRES,ND,H,H,8,0,N,N,1,0,Verdadero,0,N,N,CHEVROLET MATIZ 2005 NEGRO,Verdadero,1,48,0,Falso,NA,CHEVROLET,MATIZ,2005,NEGRO,ABN169F,KL2MJ61078C522752,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/18334/07-25,Falso,REFUGIO DE PEÑUELAS,5,PE,20/07/2025,7,1,-102.2761,21.78829,0,332
251409473,0,30430,ROBO DE VEHICULO,7,20/07/2025,29,7,1,COLONIA,MARTINEZ DOMINGUEZ,514,514,BOULEVARD,JOSE MARIA CHAVEZ,NA,NA,",,,",CALLE,VALENTE QUINTANA,2,0,0,22,18:00-18:34,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN MARCH 2018 GRIS,Falso,1,1,0,Falso,NA,NISSAN,MARCH,2018,GRIS,ABW601F,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.29352,21.85365,0,333
251413168,0,30430,ROBO DE VEHICULO,7,21/07/2025,30,1,1,COLONIA,MACIAS ARELLANO,608,608,CALLE,A,NA,NA,"103,,,",CALLE,CAMINO AL COBANO,3,0,0,5,00:00-05:59,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,FORD LOBO 2003 AZUL,Verdadero,"1,23",1,4528,Falso,NA,FORD,LOBO,2003,AZUL,AA9773B,3FTEF17W13MB42993,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,CI/AGS/18405/07-25,Falso,EX VIÑEDOS GUADALUPE,5,MET,21/07/2025,1,11,-102.28193,21.90624,0,334
251413186,0,30430,ROBO DE VEHICULO,7,21/07/2025,30,1,1,FRACCIONAMIENTO,CONJUNTO LOS NARANJOS,262,262,CALLE,LOS NARANJOS,NA,NA,"245,,,",CALLE,PAULINO N MARTI,3,8,23,19,08:23 a. m.,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 2017 BLANCO,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,2017,BLANCO,A686AAH,ND,AGUASCALIENTES,1,TAXI 2686,Falso,PARADO,Verdadero,Falso,ND,Falso,SAN LUIS,5,PE,21/07/2025,1,1,-102.27916,21.93024,0,335
251415650,0,30430,ROBO DE VEHICULO,7,21/07/2025,30,1,1,FRACCIONAMIENTO,LOS BOSQUES,298,298,AVENIDA,UNIVERSIDAD,NA,NA,",,,",CALLE,ANDES APENINOS,6,16,54,22,04:54 p. m.,Verdadero,Falso,9,ninguna,"1 HOMBRE,ES MORENO,VISTE SUDADERA GRIS",ERNESTO ROMERO LUEVANO,H,H,8,1,N,N,0,0,Falso,0,N,N,CHEVROLET S-10 2017 BLANCO,Verdadero,1,1,0,Falso,NA,CHEVROLET,S-10,2017,BLANCO,AB7254F,3SCK26ET4T2000932,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,"VALLADOLID,JM",5,JM,21/07/2025,1,5,-102.31443,21.91882,0,336
250142024,0,30430,ROBO DE VEHICULO,1,23/01/2025,4,4,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,14,CALLE,CORAL,NA,NA,"809,1,,,",CALLE,CIRCON,4,0,0,21,12:00-15:29,Falso,Falso,9,ninguna,ND,ND,ND,M,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU ROJO,Falso,1,1,0,Falso,NA,NISSAN,TSURU,0,ROJO,ABF331E,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,ND,Falso,,,,01/01/1900,0,0,-102.21536,21.88786,,43
251432577,0,30430,ROBO DE VEHICULO,7,24/07/2025,30,4,1,FRACCIONAMIENTO,JARDINES DE AGUASCALIENTES,255,255,CALLE,FRAY SERVANDO DE SEGOVIA,NA,NA,"310,,,",CALLE,JARDIN DE ZARAGOZA,5,0,0,6,00:00-10:50,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,GAC EMZCOM GS3 2024 AZUL,Verdadero,1,1,0,Falso,NA,GAC EMZOOM,GS3,2024,AZUL,AFE938F,LMGHT1L56R3029063,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Falso,Falso,ND,Falso,"AGUA CLARA, AGS",5,PE,24/07/2025,4,1,-102.28663,21.86234,0,346
251433757,0,30430,ROBO DE VEHICULO,7,24/07/2025,30,4,1,CONDOMINIO,AGROPECUARIO,527,527,BOULEVARD,A ZACATECAS,NA,NA,",,,",AVENIDA,AGUASCALIENTES NORTE,6,0,0,7,05:10-14:00,Falso,Falso,9,ninguna,ND,ND,ND,H,8,0,N,N,0,0,Falso,0,N,N,NISSAN TSURU 2002 BLANCO,Verdadero,1,1,0,Falso,NA,NISSAN,TSURU,2002,BLANCO,AAJ934F,ND,AGUASCALIENTES,0,COCHE,Falso,PARADO,Falso,Falso,CI/AGS/18784/07-25,Falso,MUNICIPIO LIBRE,5,AGS,24/07/2025,4,1,-102.29227,21.9151,0,347
251574555,0,30430,ROBO DE VEHICULO,8,13/08/2025,33,3,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,14,BOULEVARD,DIAMANTES,NA,NA,",,,",CALLE,OPALO,4,19,36,23,07:36 p. m.,Falso,Falso,9,ninguna,"1 HOMBRE,HONDUREÑO","""EL MACIZO""",H,H,3,0,N,N,0,0,Falso,0,N,N,CHEVROLET TORNADO 2011 NEGRO,Falso,1,1,0,Falso,NA,CHEVROLET,TORNADO,2011,NEGRO,AA2960A,ND,AGUASCALIENTES,0,CAMIONETA,Falso,PARADO,Verdadero,Falso,CI/AGS/20564/08-25,Falso,,,,01/01/1900,0,0,-102.22238,21.88538,0,371
