FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,GIRO_NEG,NOM_NEG,FARDERO,INGRESO,REPARTIDOR,OID,LONG,LAT
211105523,30419,ROBO TRANSPORTE PUBLICO,9,17/09/2021,37,5,1,FRACCIONAMIENTO,VNSA SECTOR ALAMEDA,516,CALLE,LUIS CHAVEZ,NA,NA,"733,,,",AVENIDA,GERONIMO DE LA CUEVA,3,0,0,19,Falso,Verdadero,3,1 HOMBRE,ND,0,0,N,N,11,0,3000,Falso,1,1,TRANSPORTE PUBLICO,CAMION URBANO,Falso,9,0,134,-102.26064488,21.93300000
211079856,30420,ROBO TRANSPORTE PUBLICO,9,11/09/2021,36,6,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ,610,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,NA,NA,",,,",AVENIDA,LAS PALMAS,5,20,58,23,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,36,0,20,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3569,Falso,9,0,135,-102.27227245,21.87800000
211086161,30420,ROBO TRANSPORTE PUBLICO,9,13/09/2021,37,1,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,115,CALLE,PASEOS DE JALTICHE,NA,NA,",,,",CALLE,PASEOS DE OJOCALIENTE,7,1,39,25,Verdadero,Falso,9,UNOS HOMBRES,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3734,Falso,9,0,136,-102.30004701,21.97000000
211117037,30420,ROBO TRANSPORTE PUBLICO,9,19/09/2021,37,7,1,EJIDO,SALTO DE OJOCALIENTE,580,CALLE,EMILIANO ZAPATA,NA,NA,"300,,,",CALLE,GENERAL FRANCISCO VILLA,5,0,0,21,Falso,Falso,9,2 MUJERES,ND,0,0,N,N,36,0,80,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1636,Falso,9,0,137,-102.24750748,21.86700000
211140580,30419,ROBO TRANSPORTE PUBLICO,9,24/09/2021,38,5,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,JUAN SORIANO,NA,NA,",,,",CALLE,JOSE LUIS CUEVAS,3,22,41,24,Falso,Falso,1,2 HOMBRES,"""EL MARA"" ""EL PEPE""",0,0,N,N,"3,28,30",600,600,Verdadero,1,1,TRANSPORTE PUBLICO,TAXI 2655,Falso,9,0,138,-102.26400497,21.92100000
211150881,30419,ROBO TRANSPORTE PUBLICO,9,26/09/2021,38,7,5,FRACCIONAMIENTO,VISTAS DEL SAUZ,186,BOULEVARD,LICENCIADO MIGUEL DE LA MADRID HURTADO,NA,NA,",,,",AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,7,0,0,24,Falso,Verdadero,3,3 HOMBRES,ND,0,0,N,N,3,0,20000,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,139,-102.33781849,21.95400000
211130228,30419,ROBO TRANSPORTE PUBLICO,9,22/09/2021,38,3,1,FRACCIONAMIENTO,LAS AMERICAS,406,AVENIDA,CONVENCION DE 1914 SUR,NA,NA,",,,",CALLE,REPUBLICA DE BRASIL,2,17,15,22,Verdadero,Verdadero,12,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,36,0,130,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3623,Falso,9,0,140,-102.29959342,21.86600000
211146678,30420,ROBO TRANSPORTE PUBLICO,9,26/09/2021,38,7,1,BARRIO,LA ESTACION,745,CALLE,28 DE AGOSTO,NA,NA,"404,,,",CALLE,LERDO DE TEJEDA,1,2,26,25,Verdadero,Falso,9,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,141,-102.28210401,21.88600000
211162601,30419,ROBO TRANSPORTE PUBLICO,9,29/09/2021,39,3,1,FRACCIONAMIENTO,VILLA CANTO,494R,TERRACERIA,AL CONEJAL,NA,NA,",,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,3,0,0,22,Falso,Verdadero,4,1 HOMBRE,ND,0,0,N,N,"3,28",200,200,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,142,-102.23129197,21.91400000
211159188,30420,ROBO TRANSPORTE PUBLICO,9,28/09/2021,39,2,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,PROFESOR RICARDO GARCIA MENDOZA,NA,NA,"304,,,",CALLE,ANTONIO HERNANDEZ GALLEGOS,2,20,40,23,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,350,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,143,-102.31871671,21.85400000
211173873,30420,ROBO TRANSPORTE PUBLICO,10,02/10/2021,39,6,1,FRACCIONAMIENTO,VILLA TERESA,790,CALLE,PAULINO N MARTI,NA,NA,",,,",CALLE,CARITATIVAS,3,12,14,21,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,2,TRANSPORTE PUBLICO,TAXI,Falso,9,0,144,-102.28085575,21.92100000
211176483,30419,ROBO TRANSPORTE PUBLICO,10,02/10/2021,39,6,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,AVENIDA,SIGLO XXI,NA,NA,",,,",CALLE,SIERRA TARAHUMARA,3,0,0,24,Falso,Verdadero,1,1 HOMBRE,ND,0,0,N,N,"3,28",150,2150,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2449,Falso,9,0,145,-102.25914702,21.91000000
211177932,30419,ROBO TRANSPORTE PUBLICO,10,03/10/2021,39,7,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,PASEO DE LA ASUNCION,MA,NA,",,,",CALLE,DOROTEO ARANGO,2,5,16,26,Falso,Verdadero,3,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,"3,28",0,800,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1487,Falso,9,0,146,-102.30102811,21.85300000
211264137,30420,ROBO TRANSPORTE PUBLICO,10,21/10/2021,42,4,1,FRACCIONAMIENTO,ESPAÐA,1052,AVENIDA,AGUASCALIENTES PONIENTE,NA,NA,",,,",CALLE,ALAMOS,2,0,0,23,Falso,Falso,9,1 HOMBRE,ND,0,0,BICI,PLATA,28,900,900,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2261,Falso,9,0,147,-102.31768100,21.86600000
211264254,30420,ROBO TRANSPORTE PUBLICO,10,21/10/2021,42,4,1,COLONIA,GREMIAL,917,CALLE,NORBERTO GOMEZ HORNEDO,NA,NA,"504,,,",CALLE,GENERAL FRANCISCO VILLA,6,16,17,22,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,36,0,700,Falso,1,4,TRANSPORTE PUBLICO,TAXI 2,Falso,9,0,148,-102.28818023,21.89500000
211289049,30420,ROBO TRANSPORTE PUBLICO,10,26/10/2021,43,2,1,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,CANARIO,NA,5ME,",,,",CALLE,PASEO DEL CONDOR,2,23,28,24,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,100,Falso,1,1,TRANSPORTE PUBLICO,TAXI 580,Falso,9,0,149,-102.29877629,21.85300000
211299079,30420,ROBO TRANSPORTE PUBLICO,10,29/10/2021,43,5,1,FRACCIONAMIENTO,CASA BLANCA,553,CALLE,VIVERO DEL PRADO,NA,NA,",,,",CALLE,VIVERO DE LA AURORA,5,0,0,20,Falso,Falso,9,2 HOMBRES,ND,0,0,N,N,"28,29,38",400,400,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3287,Falso,9,0,150,-102.27234460,21.85500000
211316123,30420,ROBO TRANSPORTE PUBLICO,11,01/11/2021,44,1,1,FRACCIONAMIENTO,FRACC RODOLFO LANDEROS GALLEGOS,459,CERRADA,SEGUNDA CECILIA LEAL AGUIRRE,NA,NA,",,,",CALLE,REINAS DE LA FERIA,4,18,42,22,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,28,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2115,Falso,9,0,151,-102.24885234,21.89800000
211327053,30420,ROBO TRANSPORTE PUBLICO,11,04/11/2021,44,4,1,COLONIA,OBRAJE,987,AVENIDA,AYUNTAMIENTO,NA,NA,",,,",AVENIDA,DOCTOR IGNACIO T CHAVEZ,1,5,23,26,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,"28,29",0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1538,Falso,9,0,152,-102.29862812,21.87500000
211322187,30420,ROBO TRANSPORTE PUBLICO,11,03/11/2021,44,3,1,FRACCIONAMIENTO,EDUCACION ALAMOS,1074,CALLE,DOCTOR JESUS ROMO ARMERIA,NA,NA,"101,,,",AVENIDA,SOBERANA CONVENCION REVOLUCIONARIA,2,0,27,25,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,127,Falso,1,1,TRANSPORTE PUBLICO,TAXI DE PLATAFORMA,Falso,9,0,153,-102.31958297,21.85600000
211329737,30420,ROBO TRANSPORTE PUBLICO,11,04/11/2021,44,4,1,FRACCIONAMIENTO,MORELOS II,622,CALLE,CORREGIDORA,NA,NA,",,,",CALLE,MARIANO JIMENEZ,5,19,4,23,Verdadero,Falso,9,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2725,Falso,9,0,154,-102.26177890,21.85300000
211320858,30419,ROBO TRANSPORTE PUBLICO,11,02/11/2021,44,2,1,COLONIA,PRIMO VERDAD,810,AVENIDA,AGUASCALIENTES PONIENTE,NA,NA,",,,",AVENIDA,GUADALUPE GONZALEZ,6,19,35,23,Verdadero,Verdadero,1,3 HOMBRES,ND,0,1,CAMION,DE BASURA,28,0,0,Verdadero,1,10,TRANSPORTE PUBLICO,CAMION YO VOY 5131 RUTA 40,Falso,4,0,155,-102.31756077,21.90900000
211340796,30420,ROBO TRANSPORTE PUBLICO,11,07/11/2021,44,7,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,BOULEVARD,GUADALUPANO,NA,NA,",,,",CALLE,SIERRA DE JUAREZ,3,0,0,19,Falso,Falso,3,2 HOMBRES,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 878,Falso,9,0,156,-102.25359229,21.91200000
211355698,30420,ROBO TRANSPORTE PUBLICO,11,10/11/2021,45,3,1,FRACCIONAMIENTO,NATURA,699,CALLE,CELESTINO LOPEZ SANCHEZ,NA,NA,",,,",AVENIDA,GERONIMO DE LA CUEVA,3,17,6,22,Verdadero,Falso,9,1 MUJER,ND,1,0,N,N,36,0,0,Falso,1,4,TRANSPORTE PUBLICO,TAXI 1631,Falso,9,0,157,-102.25216796,21.93800000
211378138,30420,ROBO TRANSPORTE PUBLICO,11,15/11/2021,46,1,1,COLONIA,LA SOLEDAD,729,BOULEVARD,LICENCIADO ADOLFO RUIZ CORTINES,NA,NA,",,,",CALLE,AHUALULCO,6,0,0,24,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2550,Falso,9,0,158,-102.33120305,21.87300000
211401687,30419,ROBO TRANSPORTE PUBLICO,11,21/11/2021,46,7,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,HERMENEGILDO BUSTOS,NA,NA,",,,",CALLE,JOSE LUIS CUEVAS,3,18,17,22,Falso,Verdadero,4,2 HOMBRES,ND,0,0,N,N,28,320,320,Falso,1,1,TRANSPORTE PUBLICO,TAXI 525,Falso,9,0,159,-102.26000557,21.92000000
211392444,30420,ROBO TRANSPORTE PUBLICO,11,19/11/2021,46,5,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,CALLE,SALVADOR DURAN CASTAÐEDO,NA,NA,",,,",CALLE,FRANCISCO DE J HERRERA L,3,17,16,22,Verdadero,Falso,9,1 MUJER,ND,1,0,N,N,36,0,300,Falso,1,4,TRANSPORTE PUBLICO,TAXI 3244,Falso,9,0,160,-102.26305253,21.93800000
211393842,30420,ROBO TRANSPORTE PUBLICO,11,19/11/2021,46,5,1,COLONIA,FATIMA,1119,CALLE,JALOSTOTITLAN,NA,NA,"138,,,",CALLE,SAN JOSE DE LOS REYNOSO,6,23,15,24,Verdadero,Falso,9,1 MUJER,ND,1,0,N,N,36,0,107,Falso,1,4,TRANSPORTE PUBLICO,TAXI 2925,Falso,9,0,161,-102.30813817,21.91300000
211411751,30419,ROBO TRANSPORTE PUBLICO,11,24/11/2021,47,3,1,COLONIA,GRAL JOSE MA MORELOS Y PAVON,354,CARRETERA,25 RIVIER SAN MARCOS,NA,NA,",,,",TERRACERIA,A SAN NICOLAS DE ARRIBA,3,0,0,19,Falso,Verdadero,2,1 HOMBRE,ND,0,0,N,N,"3,28",300,3300,Falso,1,1,TRANSPORTE PUBLICO,TAXI 4060,Falso,9,0,162,-102.21035394,21.99500000
211408924,30420,ROBO TRANSPORTE PUBLICO,11,23/11/2021,47,2,11,SIN TIPO,EX VIÐEDOS GUADALUPE,1,CALLE,VIÐEDOS MARQUITOS,NA,NA,",,,",CALLE,VIÐEDOS RIVIER,7,13,37,21,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,36,0,60,Falso,1,2,TRANSPORTE PUBLICO,TAXI 329,Falso,9,0,163,-102.27610930,21.95900000
211408979,30420,ROBO TRANSPORTE PUBLICO,11,23/11/2021,47,2,1,FRACCIONAMIENTO,LOMAS DEL CHAPULIN,594,CALLE,AVELLANO,NA,NA,"129,,,",CALLE,GUAYACAN,5,13,48,21,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,2,TRANSPORTE PUBLICO,TAXI 2835,Falso,9,0,164,-102.24615302,21.86200000
211425255,30420,ROBO TRANSPORTE PUBLICO,11,27/11/2021,47,6,1,SIN TIPO,CIUDAD DE LOS NIÐOS,43P,CARRETERA,31 UNIVERSIDAD TECNOLOGICA CIUDAD DE LOS NIÐOS,NA,NA,",,,",CARRETERA,7 PENITENCIARIA VILLA HIDALGO,2,11,51,20,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 192,Falso,9,0,165,-102.37563981,21.83800000
211494469,30420,ROBO TRANSPORTE PUBLICO,12,12/12/2021,49,7,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA BOCANEGRA,NA,NA,",,,",CALLE,CORONEL JOSE FERRERO,2,0,0,22,Falso,Falso,9,ND,ND,0,0,N,N,28,600,600,Falso,1,1,TRANSPORTE PUBLICO,TAXI 778,Falso,9,0,166,-102.32391310,21.85400000
211517809,30419,ROBO TRANSPORTE PUBLICO,12,18/12/2021,50,6,11,COLONIA,CENTRO,21,CALLE,VICENTE GUERRERO PONIENTE,NA,NA,",,,",CALLE,RIO SAN PEDRO,7,0,0,19,Falso,Verdadero,1,3 HOMBRES,ND,0,0,N,N,"3,28,29",800,800,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3574,Falso,9,0,167,-102.27588676,22.08000000
211525800,30419,ROBO TRANSPORTE PUBLICO,12,19/12/2021,50,7,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,CALLE,CALIXTO SERNA VALDIVIA,NA,NA,",,,",AVENIDA,PASEO DE LA BIZNAGA,4,0,0,23,Falso,Verdadero,1,2 HOMBRES,ND,0,0,N,N,28,150,150,Falso,1,1,TRANSPORTE PUBLICO,TAXI 682,Falso,9,0,168,-102.23527529,21.87400000
211517572,30420,ROBO TRANSPORTE PUBLICO,12,18/12/2021,50,6,1,CONDOMINIO,SAN JOSE DE POZO BRAVO,693,AVENIDA,CONSTITUCION,NA,NA,",,,",CALLE,SAN JOSE DE POZO BRAVO,3,4,45,26,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 0042,Falso,9,0,169,-102.28042382,21.93900000
211537924,30420,ROBO TRANSPORTE PUBLICO,12,22/12/2021,51,3,1,COLONIA,GREMIAL,917,CALLE,20 DE NOVIEMBRE,NA,NA,",,,",CALLE,PINO SUAREZ,1,0,0,22,Falso,Falso,9,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,28,1000,1000,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2147,Falso,9,0,170,-102.28555472,21.88900000
211539565,30420,ROBO TRANSPORTE PUBLICO,12,22/12/2021,51,3,5,CONDOMINIO,RESIDENCIAL MARCELLANA,343P,PROLONGACION,GENERAL IGNACIO ZARAGOZA,NA,NA,",,,",AVENIDA,TOSCANA,7,0,0,24,Falso,Falso,9,ND,ND,0,0,N,N,36,0,40,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2094,Falso,9,0,171,-102.30887494,21.95600000
211543488,30419,ROBO TRANSPORTE PUBLICO,12,23/12/2021,51,4,5,FRACCIONAMIENTO,PASO DE ARGENTA,122,CARRETERA,45 AGUASCALIENTES ZACATECAS,NA,NA,",,,",CARRETERA,28 A SAN ANTONIO DE LOS HORCONES,7,20,25,23,Verdadero,Verdadero,1,"2 HOMBRES, 1 MUJER, BONETE NEGRO",ND,0,0,N,N,"3,28,29,31",4000,9000,Falso,1,1,TRANSPORTE PUBLICO,TAXI 69,Falso,9,0,172,-102.28892809,21.99000000
211563788,30420,ROBO TRANSPORTE PUBLICO,12,27/12/2021,52,1,1,FRACCIONAMIENTO,BALCONES DEL VALLE,725R,AVENIDA,SALUD,NA,NA,",,,",CALLE,BALCON DE PATZCUARO,4,0,0,23,Falso,Falso,9,2 HOMBRES,ND,0,0,N,N,36,0,50,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3641,Falso,9,0,173,-102.22955957,21.86900000
211564504,30419,ROBO TRANSPORTE PUBLICO,12,27/12/2021,52,1,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,AVENIDA,SIGLO XXI,NA,NA,",,,",CALLE,FRIDA KALHO,3,22,20,12,Falso,Verdadero,1,"2 HOMBRES, 1 MUJER",ND,0,1,N,N,"3,28",0,0,Falso,12459,55,TRANSPORTE PUBLICO,TAXI 2648,Falso,9,0,174,-102.26230632,21.91800000
220007296,30420,ROBO TRANSPORTE PUBLICO,1,02/01/2022,52,7,1,FRACCIONAMIENTO,INF MORELOS,616,CALLE,HUNUCMA,NA,NA,",,,",AVENIDA,MARAINO HIDALGO,5,8,26,19,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,36,0,70,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3945,Falso,9,0,175,-102.25836771,21.86100000
211448605,30419,ROBO TRANSPORTE PUBLICO,12,02/12/2021,48,4,1,FRACCIONAMIENTO,MIRADORES DE SANTA ELENA,702,CIRCUITO,PORTAL DEL BARRIO DE SAN MARCOS,NA,NA,"407,,,",CALLE,PORTALES DE LA VILLA DE AGUASCALIENTES,3,0,0,21,Falso,Verdadero,8,ND,ND,0,0,N,N,39,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1861,Falso,9,0,176,-102.24270074,21.91500000
211469075,30419,ROBO TRANSPORTE PUBLICO,12,06/12/2021,49,1,1,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,SAN FRANCISCO DE LOS VIVEROS,NA,NA,",,,",CALLE,LAS CUMBRES,4,0,0,24,Falso,Verdadero,5,1 HOMBRE,ND,0,0,N,N,28,1000,1000,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1392,Falso,9,0,177,-102.24955661,21.87900000
211477536,30419,ROBO TRANSPORTE PUBLICO,12,08/12/2021,49,3,1,CONDOMINIO,PRIMO VERDAD INEGI,591,AVENIDA,PERSEO,NA,NA,",,,",AVENIDA,CONVENCION DE 1914 SUR,5,22,10,24,Falso,Verdadero,1,2 HOMBRES,ND,0,0,N,N,"3,28",2400,2400,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,178,-102.27256489,21.86900000
211482096,30420,ROBO TRANSPORTE PUBLICO,12,09/12/2021,49,4,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,AVENIDA,SAN FRANCISCO DE LOS VIVEROS,NA,NA,",,,",CALLE,SAN FRANCISCO DE LOS VIVEROS 2405,4,0,0,24,Falso,Falso,9,"1 HOMBRE, 1 NIÐO",ND,0,0,N,N,"28,29",1350,1350,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2803,Falso,9,0,179,-102.23183255,21.88600000
211492714,30419,ROBO TRANSPORTE PUBLICO,12,12/12/2021,49,7,1,FRACCIONAMIENTO,EL SOL NACIENTE,725P,CALLE,JOSE GUERRA PALOS,NA,NA,",,,",CALLE,OSAKA,4,6,48,19,Falso,Verdadero,13,1 HOMBRE,ND,0,0,N,N,"3,28",500,500,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2272,Falso,9,0,180,-102.22856711,21.87300000
