FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,GIRO_NEG,NOM_NEG,FARDERO,INGRESO,REPARTIDOR,OID,LONG,LAT
210467176,30420,ROBO TRANSPORTE PUBLICO,5,01/05/2021,17,6,1,FRACCIONAMIENTO,PERIODISTAS,404,AVENIDA,POLIDUCTO,NA,NA,",,,",PROLONGACION,MARIANO HIDALGO,5,4,9,26,Verdadero,Falso,9,UNAS PERSONAS,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 81,Falso,9,0,72,-102.25310649,21.85000000
210479256,30420,ROBO TRANSPORTE PUBLICO,5,03/05/2021,18,1,1,FRACCIONAMIENTO,JARDINES DE MONTEBELLO,323PR,AVENIDA,UNIDAD NACIONAL,NA,NA,",,,",CALLE,ZAPATISTA,3,18,34,22,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,73,-102.27178869,21.93800000
210479125,30420,ROBO TRANSPORTE PUBLICO,5,03/05/2021,18,1,1,FRACCIONAMIENTO,INF MORELOS,616,AVENIDA,AGUASCALIENTES ORIENTE,NA,NA,"720,,,",AVENIDA,MARIANO HIDALGO,5,18,3,22,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,SERVICIO DE PLATAFORMA,Falso,9,0,74,-102.25359084,21.86800000
210484948,30420,ROBO TRANSPORTE PUBLICO,5,05/05/2021,18,3,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,BOULEVARD,GUADALUPANO,NA,NA,",,,",AVENIDA,SIGLO XXI,3,0,8,25,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,60,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,75,-102.25674674,21.90700000
210489596,30419,ROBO TRANSPORTE PUBLICO,5,06/05/2021,18,4,1,FRACCIONAMIENTO,FRACC OJO DE AGUA,1080,CALLE,JESUS YUREM,NA,NA,",,,",AVENIDA,FERROCARRIL,5,0,0,25,Falso,Verdadero,3,UNOS HOMBRES,ND,0,0,N,N,38,0,0,Falso,1,20,TRANSPORTE PUBLICO,TAXI 2310,Falso,9,0,76,-102.27812866,21.86300000
210517571,30420,ROBO TRANSPORTE PUBLICO,5,12/05/2021,19,3,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,AVENIDA,SIGLO XXI,NA,NA,",,,",AVENIDA,SALUD,4,0,0,22,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,28,0,0,Falso,1,2,TRANSPORTE PUBLICO,CAMION URBANO 4015 YO VOY,Falso,4,0,77,-102.24121542,21.86900000
210517710,30420,ROBO TRANSPORTE PUBLICO,5,12/05/2021,19,3,1,FRACCIONAMIENTO,VILLAS DEL RIO,698,CALLE,RIO COTLAMANI,NA,NA,",,,",CALLE,RIO YAQUI,3,16,55,22,Verdadero,Falso,9,"UNOS HOMBRES, 1 MUJER",ND,0,0,N,N,36,0,80,Falso,1,2,TRANSPORTE PUBLICO,TAXI 0886,Falso,4,0,78,-102.24250746,21.94000000
210529850,30420,ROBO TRANSPORTE PUBLICO,5,15/05/2021,19,6,1,FRACCIONAMIENTO,GOMEZ,907,CALLE,TLAXCALA,NA,NA,"223,,,",AVENIDA,AGUASCALIENTES PONIENTE,6,0,0,20,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,"3,28",3000,3000,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,79,-102.31211609,21.88500000
210531427,30419,ROBO TRANSPORTE PUBLICO,5,15/05/2021,19,6,1,FRACCIONAMIENTO,NATURA,699,CALLE,JOSE CONTRERAS ESPARZA,NA,NA,",,,",CALLE,TALUD,3,0,0,22,Falso,Verdadero,3,1 HOMBRE,ND,0,0,N,N,"28,29",800,800,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,80,-102.24917741,21.93300000
210522806,30420,ROBO TRANSPORTE PUBLICO,5,13/05/2021,19,4,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,ANDADOR,LAS NUBES,NA,NA,",,,",PROLONGACION,PASEO DE LA ASUNCION,2,20,2,23,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1789,Falso,9,0,81,-102.30129610,21.84300000
210543309,30420,ROBO TRANSPORTE PUBLICO,5,18/05/2021,20,2,1,FRACCIONAMIENTO,SOLIDARIDAD II,579,CALLE,CASCAN,NA,NA,"127,,,",CALLE,ATOTONITLAN,5,6,36,19,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,36,0,300,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,82,-102.24585226,21.86400000
210579901,30419,ROBO TRANSPORTE PUBLICO,5,26/05/2021,21,3,1,FRACCIONAMIENTO,VILLALTA,552,AVENIDA,LUISA FERNANDEZ VILLA,NA,NA,",,,",AVENIDA,VILLALTA,5,2,30,25,Verdadero,Verdadero,4,3 HOMBRES,ND,0,0,N,N,"3,28",30,3030,Falso,1,1,TRANSPORTE PUBLICO,DIDI,Falso,9,0,83,-102.24192111,21.85200000
210582501,30419,ROBO TRANSPORTE PUBLICO,5,26/05/2021,21,3,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SAN JUDAS TADEO,NA,NA,",,,",AVENIDA,CULTURA OTOMI,4,0,0,22,Falso,Verdadero,3,"3 HOMBRES, 1 MUJER, 1 NIÐO DE 1 AÐO",ND,0,0,N,N,"3,28",600,6600,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1277,Falso,7,0,84,-102.24456851,21.89900000
210575450,30420,ROBO TRANSPORTE PUBLICO,5,25/05/2021,21,2,1,FRACCIONAMIENTO,FRACC SAN MARCOS,746,CALLE,TIZIANO,NA,NA,"238,,,",CALLE,MIGUEL ANGEL,6,5,12,26,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2501,Falso,9,0,85,-102.31960679,21.88000000
210598605,30419,ROBO TRANSPORTE PUBLICO,5,30/05/2021,21,7,1,FRACCIONAMIENTO,CONJUNTO LOS NARANJOS,694,CALLE,GENERAL SAMUEL M DE LOS SANTOS,NA,NA,",,,",CALLE,LOS NARANJOS,3,0,0,25,Falso,Verdadero,4,"1 HOMBRE, 1 MENOR DE EDAD, 1 MUJER",ND,0,0,N,N,3,0,0,Falso,1,1,TRANSPORTE PUBLICO,BOLT,Falso,9,0,86,-102.27940032,21.93000000
210594249,30420,ROBO TRANSPORTE PUBLICO,5,29/05/2021,21,6,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,CALLE,VALLARTA 210,NA,NA,",,,",CALLE,GRAN CAÐON,4,5,15,26,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,36,0,113,Falso,1,1,TRANSPORTE PUBLICO,TAXI DE PLATAFORMA,Falso,9,0,87,-102.23749968,21.88200000
210614367,30420,ROBO TRANSPORTE PUBLICO,6,02/06/2021,22,3,1,FRACCIONAMIENTO,VALLE DORADO,1049,CALLE,REPUBLICA DE HONDURAS,NA,NA,",,,",CALLE,REPUBLICA MEXICANA,2,0,0,21,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,3,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 0778,Falso,9,0,88,-102.30182344,21.86400000
210621195,30420,ROBO TRANSPORTE PUBLICO,6,04/06/2021,22,5,1,COLONIA,OJO DE AGUA,986,AVENIDA,CONVENCION DE 1914 SUR,NA,NA,",,,",CALLE,DELICIAS,5,0,21,25,Verdadero,Falso,9,2 MUJERES,ND,0,0,N,N,36,0,50,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2900,Falso,9,0,89,-102.27832720,21.86800000
210694887,30419,ROBO TRANSPORTE PUBLICO,6,20/06/2021,24,7,1,FRACCIONAMIENTO,PINTORES MEXICANOS,444,CALLE,JOSE LUIS CUEVAS,NA,NA,",,,",AVENIDA,SIGLO XXI,3,1,6,25,Falso,Verdadero,3,2 HOMBRES,ND,0,0,N,N,"3,27,29",0,0,Falso,1,5,TRANSPORTE PUBLICO,TAXI 1595,Falso,9,0,90,-102.26193393,21.92100000
210674190,30420,ROBO TRANSPORTE PUBLICO,6,15/06/2021,24,2,1,COMUNIDAD,BUENAVISTA DE PEÐUELAS,3P,CARRETERA,RAMAL A AEROPUERTO,NA,NA,",,,",CALLE,CRISTOBAL COLON,2,7,26,19,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,112,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3483,Falso,9,0,91,-102.29790726,21.72600000
210629776,30420,ROBO TRANSPORTE PUBLICO,6,05/06/2021,22,6,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,115,CALLE,PASEOS DE JALTICHE,NA,NA,"225,,,",CALLE,PASEOS DE RINCON DE ROMOS,7,21,49,24,Verdadero,Falso,9,1 HOMBRE,ND,0,0,COCHE,ND,36,0,300,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,92,-102.29992339,21.96800000
210642361,30419,ROBO TRANSPORTE PUBLICO,6,08/06/2021,23,2,1,FRACCIONAMIENTO,LOMAS DE SAN JORGE II,598,TERRACERIA,DE LOMAS DEL AJEDREZ A VILLA LAS PALMAS,NA,NA,",,,",CALLE,JOSE MARIA DE JESUS PORTUGAL,5,6,25,19,Falso,Verdadero,4,2 HOMBRES,"JONATHAN ALEJANDRO DIAZ LOPEZ, BRANDON RAMIREZ LOPEZ",4,1,N,N,"3,28",800,800,Falso,1,4,TRANSPORTE PUBLICO,TAXI 998,Falso,9,0,93,-102.23746313,21.84900000
210651677,30420,ROBO TRANSPORTE PUBLICO,6,10/06/2021,23,4,1,FRACCIONAMIENTO,ESPAÐA,1052,CALLE,GALICIA,NA,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,2,0,0,19,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,"3,36",0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 39,Falso,9,0,94,-102.31727887,21.86400000
210664503,30419,ROBO TRANSPORTE PUBLICO,6,13/06/2021,23,7,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,OJO DE TIGRE,NA,NA,",,,",CALLE,RUBI,4,0,0,25,Falso,Verdadero,1,2 HOMBRES,ND,0,1,N,N,28,4500,4500,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1190,Falso,9,0,95,-102.21436817,21.88900000
210668364,30419,ROBO TRANSPORTE PUBLICO,6,13/06/2021,23,7,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,AVENIDA,GIGANTE,NA,NA,",,,",AVENIDA,SIGLO XXI,3,22,40,24,Verdadero,Verdadero,1,1 HOMBRE,ND,0,0,N,N,28,100,100,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1235,Falso,9,0,96,-102.25903546,21.90900000
210728971,30420,ROBO TRANSPORTE PUBLICO,6,27/06/2021,25,7,1,FRACCIONAMIENTO,VILLAS DEL RIO,698,CALLE,RIO NAUTLA,NA,NA,",,,",AVENIDA,JOSE FEMAT GUTIERREZ,3,15,16,21,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,70,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1746,Falso,9,0,97,-102.24138407,21.93900000
210755552,30419,ROBO TRANSPORTE PUBLICO,7,03/07/2021,26,3,1,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,LOS CONOS,NA,NA,"402,,,",AVENIDA,SIGLO XXI,4,19,52,23,Verdadero,Verdadero,8,"2 HOMBRES, 1 TRAE TATUAJES HASTA EL CUELLO",ND,0,0,N,N,"3,28",700,700,Falso,1,1,TRANSPORTE PUBLICO,TAXI 248,Falso,9,0,98,-102.24873404,21.87800000
210794440,30419,ROBO TRANSPORTE PUBLICO,7,11/07/2021,27,7,1,FRACCIONAMIENTO,FRACC RODOLFO LANDEROS GALLEGOS,459,AVENIDA,SIGLO XXI,NA,NA,",,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,3,22,57,24,Falso,Verdadero,1,"1 HOMBRE, 1 NIÐA 8 AÐOS",ND,0,0,N,N,28,1180,1180,Falso,1,1,TRANSPORTE PUBLICO,TAXI DE PLATAFORMA,Falso,9,0,99,-102.25438171,21.90200000
210795527,30420,ROBO TRANSPORTE PUBLICO,7,12/07/2021,28,1,1,FRACCIONAMIENTO,ESPAÐA,1052,CALLE,MADRID,NA,NA,"134,,,",CALLE,ESPAÐA,2,3,41,26,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,36,0,200,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3402,Falso,9,0,100,-102.31275421,21.86500000
210785132,30420,ROBO TRANSPORTE PUBLICO,7,10/07/2021,27,6,1,COLONIA,HEROES,522,CALLE,JUAN ESCUTIA,NA,NA,",,,",CALLE,GENERAL ANAYA,4,6,27,19,Verdadero,Falso,9,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2845,Falso,9,0,101,-102.27269357,21.88200000
210820335,30419,ROBO TRANSPORTE PUBLICO,7,17/07/2021,28,6,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,440,AVENIDA,CULTURA OTOMI,NA,NA,",,,",CALLE,CULTURA OTOMI 432,3,0,0,23,Falso,Verdadero,1,2 HOMBRES,ND,0,0,N,N,"3,28",1100,1100,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,102,-102.24634429,21.91000000
210814196,30420,ROBO TRANSPORTE PUBLICO,7,16/07/2021,28,5,1,FRACCIONAMIENTO,FRACC RODOLFO LANDEROS GALLEGOS,459,CALLE,PAZ ROMO DE VIVAR,NA,NA,"101,,,",AVENIDA,OJOCALIENTE,4,16,5,22,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,36,0,80,Falso,1,4,TRANSPORTE PUBLICO,DIDI,Falso,9,0,103,-102.25906960,21.90200000
210814038,30420,ROBO TRANSPORTE PUBLICO,7,16/07/2021,28,5,1,SIN TIPO,BARRANCA DE GUADALUPE,732,CALLE,SAUCE,NA,NA,",,,",CALLE,PIRUL,2,15,28,21,Verdadero,Falso,9,1 HOMBRE,JUAN LUIS MARTINEZ PEREZ,1,0,N,N,28,200,200,Falso,1,4,TRANSPORTE PUBLICO,TAXI 813,Falso,9,0,104,-102.31347646,21.87000000
210835519,30420,ROBO TRANSPORTE PUBLICO,7,20/07/2021,29,2,1,CONDOMINIO,OJOCALIENTE FOVISSSTE I,739,AVENIDA,PASEO DE LA CRUZ,NA,NA,",,,",AVENIDA,ANTARES,5,0,0,24,Falso,Falso,9,2 HOMBRES,ND,0,0,N,N,3,0,2000,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1572,Falso,9,0,105,-102.25934623,21.87400000
210835769,30419,ROBO TRANSPORTE PUBLICO,7,20/07/2021,29,2,1,FRACCIONAMIENTO,POZO BRAVO,421,CALLE,POZO DEL SOL,NA,NA,",,,",CALLE,PANFILO NATERA,3,23,34,24,Falso,Verdadero,4,1 HOMBRE,ND,0,0,N,N,"3,28",450,450,Falso,1,1,TRANSPORTE PUBLICO,BOLT,Falso,9,0,106,-102.28081744,21.92700000
210880911,30420,ROBO TRANSPORTE PUBLICO,7,30/07/2021,30,5,5,FRACCIONAMIENTO,LA CAÐADA,229,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,NA,NA,",,,",AVENIDA,SIGLO XXI,7,16,37,22,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2726,Falso,9,0,107,-102.35466498,21.95300000
210880164,30420,ROBO TRANSPORTE PUBLICO,7,30/07/2021,30,5,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,SALVADOR NOVO,NA,NA,"146,,,",CALLE,CARLOS FUENTES MARES,3,14,4,21,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,BOLT,Falso,9,0,108,-102.26575777,21.91600000
210901069,30420,ROBO TRANSPORTE PUBLICO,8,03/08/2021,31,2,1,FRACCIONAMIENTO,INF MORELOS,616,CALLE,PALENQUE,NA,NA,",,,",CALLE,SEGUNDA PLAZA BONAMPAK,5,15,58,22,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,100,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1962,Falso,9,0,109,-102.25545837,21.86200000
210935694,30419,ROBO TRANSPORTE PUBLICO,8,10/08/2021,32,2,1,FRACCIONAMIENTO,LIC MANUEL GOMEZ MORIN,956,CALLE,LICENCIADO ADOLFO CHRISTLIEB IBARROLA,NA,NA,",,,",PROLONGACION,DEL JARDIN,2,21,11,23,Falso,Verdadero,3,1 HOMBRE,ND,0,0,N,N,28,300,300,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2501,Falso,9,0,110,-102.33980261,21.85000000
210944815,30419,ROBO TRANSPORTE PUBLICO,8,13/08/2021,32,5,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,CALLE,CALIXTO SERNA VALDIVIA,NA,NA,",,,",AVENIDA,PASEO DE LA BIZNAGA,4,0,16,25,Verdadero,Verdadero,2,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,28,1300,1300,Falso,1,2,TRANSPORTE PUBLICO,TAXI 2299,Falso,9,0,111,-102.23549416,21.87400000
210950628,30420,ROBO TRANSPORTE PUBLICO,8,14/08/2021,32,6,1,FRACCIONAMIENTO,VILLALTA,552,CALLE,VILLA MONTAÐA 410,NA,NA,"25,,,",AVENIDA,VILLAALTA,5,6,14,19,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,112,-102.24232566,21.85300000
210946640,30420,ROBO TRANSPORTE PUBLICO,8,13/08/2021,32,5,1,FRACCIONAMIENTO,ESPAÐA,1052,AVENIDA,DE LOS MAESTROS,NA,NA,",,,",CALLE,GALICIA,2,13,12,21,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,28,200,200,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2239,Falso,9,0,113,-102.31252961,21.86200000
210955719,30420,ROBO TRANSPORTE PUBLICO,8,15/08/2021,32,7,1,FRACCIONAMIENTO,VILLA MONTAÐA,501R,CALLE,FEDERICO MENDEZ,NA,NA,",,,",CALLE,MONTE GUERRERO,3,4,53,26,Verdadero,Falso,9,ND,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1738,Falso,9,0,114,-102.26314125,21.94300000
210956247,30420,ROBO TRANSPORTE PUBLICO,8,15/08/2021,32,7,1,FRACCIONAMIENTO,VILLA TAURINAS,722,CALLE,MARRUBIO 105,NA,NA,",,,",CALLE,MARIANO SALAS,5,0,0,20,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,3,0,4000,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,115,-102.24717591,21.86000000
210916852,30420,ROBO TRANSPORTE PUBLICO,8,07/08/2021,31,6,1,FRACCIONAMIENTO,VNSA SECTOR ALAMEDA,516,AVENIDA,VALLE DE LOS ROMERO,NA,NA,",,,",CALLE,MANUEL CHAVEZ,3,1,9,25,Verdadero,Falso,9,1 MUJER,ND,1,0,N,N,36,0,0,Falso,1,4,TRANSPORTE PUBLICO,TAXI 2655,Falso,9,0,116,-102.26424424,21.93300000
210920679,30420,ROBO TRANSPORTE PUBLICO,8,07/08/2021,31,6,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,AVENIDA,DIAMANTES,NA,NA,",,,",CALLE,CORAL,4,21,16,23,Verdadero,Falso,9,1 HOMBRE,ND,1,0,N,N,36,0,0,Falso,1,4,TRANSPORTE PUBLICO,TAXI 912,Falso,9,0,117,-102.21711541,21.88900000
210942025,30419,ROBO TRANSPORTE PUBLICO,8,12/08/2021,32,4,1,FRACCIONAMIENTO,VILLA SUR,609,AVENIDA,FLOR DE NOCHEBUENA,NA,NA,",,,",AVENIDA,MISION DE SAN MARGARITO FLORES GARCIA,5,14,2,21,Falso,Verdadero,1,2 HOMBRES,ND,0,0,N,N,28,800,800,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3629,Falso,9,0,118,-102.27176732,21.81900000
210979127,30420,ROBO TRANSPORTE PUBLICO,8,20/08/2021,33,5,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,SIGLO XXI,NA,NA,",,,",AVENIDA,HACIENDA DE OJOCALIENTE,4,17,9,22,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,DIDI,Falso,9,0,119,-102.25093090,21.88700000
210984098,30420,ROBO TRANSPORTE PUBLICO,8,21/08/2021,33,6,1,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,OJOCALIENTE,NA,NA,",,,",AVENIDA,ALAMEDA,4,17,10,22,Verdadero,Falso,9,"1 HOMBRE, 1 MUJER",ND,0,0,N,N,36,0,0,Falso,1,1,TRANSPORTE PUBLICO,TAXI 1024,Falso,9,0,120,-102.26137799,21.88800000
210986832,30419,ROBO TRANSPORTE PUBLICO,8,22/08/2021,33,7,1,FRACCIONAMIENTO,VILLA LAS PALMAS,582,CALLE,VILLA OBREGON,NA,NA,",,,",CALLE,FRANCISCO JAVIER MINA,5,0,0,25,Falso,Verdadero,1,1 HOMBRE,ND,0,0,N,N,28,1000,1000,Falso,1,2,TRANSPORTE PUBLICO,UBER,Falso,9,0,121,-102.23207258,21.86100000
211001764,30419,ROBO TRANSPORTE PUBLICO,8,25/08/2021,34,3,1,FRACCIONAMIENTO,VILLAS DE DON ANTONIO,802,CALLE,ANTONIO RIVAS MERCADO,NA,NA,",,,",CALLE,FRANCISCO ANTONIO MORENO ESCANDON,3,0,0,19,Falso,Verdadero,1,2 HOMBRES,ND,0,0,N,N,"3,24,28,29,30",1900,5000,Falso,1,1,TRANSPORTE PUBLICO,TAXI 0491,Falso,9,0,122,-102.25262268,21.92400000
210991659,30419,ROBO TRANSPORTE PUBLICO,8,23/08/2021,34,1,1,FRACCIONAMIENTO,REAL DEL SOL,492R,CIRCUITO,SOLSTICIO,NA,NA,",,,",AVENIDA,VALLARTA,4,0,0,25,Falso,Verdadero,1,1 HOMBRE,ND,0,0,N,N,28,2000,2000,Falso,1,1,TRANSPORTE PUBLICO,UBER,Falso,9,0,123,-102.23631354,21.88900000
211016642,30419,ROBO TRANSPORTE PUBLICO,8,28/08/2021,34,6,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,JOSE LUIS CUEVAS,NA,NA,",,,",CALLE,FRANCISCO GOITIA,3,0,0,21,Falso,Verdadero,10,ND,ND,0,0,N,N,28,270,270,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,124,-102.26310317,21.92100000
211018513,30420,ROBO TRANSPORTE PUBLICO,8,28/08/2021,34,6,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,PICACHO ORIENTE,NA,NA,",,,",CALLE,PICO DE NIQUIVIL,3,0,0,24,Falso,Falso,9,1 HOMBRE,ND,0,0,N,N,28,200,200,Falso,1,2,TRANSPORTE PUBLICO,TAXI 1492,Falso,9,0,125,-102.25423137,21.91000000
211037669,30419,ROBO TRANSPORTE PUBLICO,9,02/09/2021,35,4,1,FRACCIONAMIENTO,ANEXO PALOMINO DENA,394,CALLE,FRANCISCO M REVILLA,NA,NA,",,,",AVENIDA,POLIDUCTO,3,0,0,25,Falso,Verdadero,1,2 HOMBRES,ND,0,0,N,N,"3,6,28",700,700,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,126,-102.25468745,21.91800000
211043429,30419,ROBO TRANSPORTE PUBLICO,9,03/09/2021,35,5,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DE LA VICTORIA,NA,NA,",,,",CALLE,DE LA PARTIDA,5,12,0,20,Falso,Verdadero,4,2 HOMBRES,ND,0,0,N,N,"3,28",800,800,Falso,1,1,TRANSPORTE PUBLICO,TAXI,Falso,9,0,127,-102.25632148,21.84100000
211038574,30420,ROBO TRANSPORTE PUBLICO,9,02/09/2021,35,4,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,AVENIDA,SIGLO XXI,NA,NA,",,,",AVENIDA,DEL FAISAN,2,9,40,20,Verdadero,Falso,9,1 MUJER,ND,0,0,N,N,36,0,60,Falso,1,4,TRANSPORTE PUBLICO,TAXI 2931,Falso,9,0,128,-102.29735964,21.84500000
211039132,30420,ROBO TRANSPORTE PUBLICO,9,02/09/2021,35,4,1,FRACCIONAMIENTO,REAL DEL SOL,492R,CIRCUITO,SOLSTICIO,NA,NA,",,,",AVENIDA,VALLARTA,4,13,2,21,Verdadero,Falso,9,1 HOMBRE,ND,0,0,N,N,36,0,400,Falso,1,1,TRANSPORTE PUBLICO,TAXI 0886,Falso,9,0,129,-102.23601778,21.88900000
211059471,30419,ROBO TRANSPORTE PUBLICO,9,06/09/2021,36,1,1,FRACCIONAMIENTO,CAMINO REAL,490R,CALLE,PASTORA,NA,NA,",,,",CALLE,ORTIGUILLA,4,20,29,23,Verdadero,Verdadero,3,1 HOMBRE,ND,0,0,N,N,36,0,50,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3248,Falso,9,0,130,-102.22931235,21.88800000
211068453,30419,ROBO TRANSPORTE PUBLICO,9,09/09/2021,36,4,1,FRACCIONAMIENTO,VILLA MONTAÐA,501R,CALLE,CERRO BONETE,NA,NA,"203,A,,",PROLONGACION,CONSTITUCIONALISTA,3,1,13,25,Falso,Verdadero,1,3 HOMBRES,ND,0,0,N,N,"3,12,28,29",600,600,Falso,1,1,TRANSPORTE PUBLICO,TAXI 3201,Falso,9,0,131,-102.25938230,21.94200000
211082587,30419,ROBO TRANSPORTE PUBLICO,9,12/09/2021,36,7,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,ANDADOR,LAS NUBES,NA,NA,"139,,,",PROLONGACION,PASEO DE LA ASUNCION,2,11,6,20,Falso,Verdadero,1,3 HOMBRES,ND,0,0,N,N,28,400,400,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2702,Falso,9,0,132,-102.30030635,21.84400000
211095327,30419,ROBO TRANSPORTE PUBLICO,9,15/09/2021,37,3,1,FRACCIONAMIENTO,ANEXO PALOMINO DENA,697,AVENIDA,HUMBERTO GONZALEZ ARAUJO,NA,NA,",,,",CALLE,HEROES NACIONALES,3,0,0,19,Falso,Verdadero,14,2 HOMBRES,ND,0,0,N,N,"3,28",60,4060,Falso,1,1,TRANSPORTE PUBLICO,TAXI 2469,Falso,9,0,133,-102.24572572,21.92100000
