FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUN_INC,TIPLOC_INC,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIF,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1,VIAL_2,VIAL_P,DESTACAM,HORA_ROB,PROCESO,VIOLENCIA,ARMA_1,DETENIDO,PER_SOSP,ALIAS,T_VEH_SOS,VEH_SOSP,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,ESTEREO,SONIDO,BATERIA,HERRAMIENT,LLANTAS,ACC_LLANTA,ROPA,CELULAR,TECNOLOGIA,BOLSO,DOCUMENTOS,DINERO,CANTIDAD,VARIOS,MONTO,RECUP_ART,CIERRE_PRE,OID,SUB_TIPO,INCIDENTE,LONG,LAT
12182,ENERO,2018-01-13,SABADO,4,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PROGRESO,450,CALLE,JUAN DOUGLAS,0,0,NULO,0,NULO,GUADALUPE RIVERA,JUAN DOMINGUEZ,GUADALUPE RIVERA,TERAN NORTE,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,DODGE,ATTITUD,0,0,0,0,0,0,0,1,0,0,0,0,0.000000,NULO,0.000000,NO,,46,CRISTALAZO,ROBO DE AUTOPARTES,-102.26409957,21.90649546
12383,ENERO,2018-01-13,SABADO,12,28,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION II,846,CALLE,CORDILLERA DE LOS ALPES SUR,0,0,NULO,0,NULO,CORDILLERA DE LOS ALPES PONIENTE,MONTE BLANCO,SIERRA GUADARRAMA,POCITOS,MED_TAR_A,SI,NO,NULO,0,1 SUJETO,0,TAXI,"TAXI 3029, NISSAN TSURU",CRISTAL,PERSONALES,AUTOMOVIL,FORD,FOCUS,0,0,0,0,0,0,0,0,0,1,0,0,0.000000,NULO,0.000000,NO,,47,CRISTALAZO,ROBO DE AUTOPARTES,-102.30135902,21.92029515
13222,ENERO,2018-01-14,DOMINGO,2,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FIDEL VELAZQUEZ,766,ANDADOR,DEL CHORRO,0,220,NULO,0,NULO,DEL CHARRO,FUENTE  DE LA LUNA,DEL CHORRO,TERAN SUR,MED_MD_A,SI,NO,NULO,0,"1 SUJETO, SUDADERA NEGRA",0,0,0,CRISTAL,PERSONALES,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,SIN DATOS,0.000000,NO,,48,CRISTALAZO,ROBO DE AUTOPARTES,-102.25479859,21.89289863
13340,ENERO,2018-01-14,DOMINGO,6,43,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,535,AVENIDA,MARIANO ESCOBEDO,0,0,E,0,B,DELICIAS,CEDAZO,DELICIAS,MORELOS,MED_MD_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,OLLAS ROYAL PRESTIGE,26000.000000,NO,,49,CRISTALAZO,ROBO DE AUTOPARTES,-102.27712237,21.86619984
14312,ENERO,2018-01-15,LUNES,6,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,EL MOCHO,0,604,NULO,0,NULO,ESTACION CAÑADA,LORETITO,EL CEDAZO,TERAN SUR,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,NISSAN,TSURU,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,50,CRISTALAZO,ROBO DE AUTOPARTES,-102.24526479,21.87720088
15050,ENERO,2018-01-15,LUNES,22,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REAL DE HACIENDAS,492,CALLE,CORTES,0,120,NULO,0,A,NINGUNO,MAESTRO FERNANDO VILLALPANDO,HACIENDA BUENAVENTURA,TERAN SUR,MED_NOCHE_B,SI,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,VOLKSWAGEN,JETTA,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,51,CRISTALAZO,ROBO DE AUTOPARTES,-102.24277932,21.89573606
15233,ENERO,2018-01-16,MARTES,7,40,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTREROS DEL OESTE,1098,ANDADOR,DEL CENIT,0,0,NULO,0,NULO,NINGUNO,DE LAS NUBES,DE LAS NUBES,INSURGENTES,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,SEDAN,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,1800.000000,NO,,52,CRISTALAZO,ROBO DE AUTOPARTES,-102.29937306,21.84344214
15370,ENERO,2018-01-16,MARTES,12,32,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,LOS VOLCANES,592,CALLE,POPOCATEPETL,0,0,NULO,16,NULO,NINGUNO,NINGUNO,NINGUNO,MORELOS,MED_MAÑ_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,PORTA MONEDAS,100.000000,NO,,53,CRISTALAZO,ROBO DE AUTOPARTES,-102.27013440,21.87591088
15660,ENERO,2018-01-16,MARTES,18,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,PROLONGACION,PIRUL,0,0,NULO,0,NULO,NINGUNO,GENERAL RODOLFO SANCHEZ TABOADA,CONVENCION DE 1914 ORIENTE,MORELOS,MED_TAR_B,NO,NO,NULO,0,"SUJETOS TIPO CHOLO, TRAEN UNA FUNDA DE GUITARRA CO0",0,0,0,CRISTAL,AMBAS,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,INSTRUMENTO MUSICAL,5000.000000,NO,,54,CRISTALAZO,ROBO DE AUTOPARTES,-102.27158099,21.87257174
15797,ENERO,2018-01-16,MARTES,20,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,CALLE,CULTURA AZTECA,0,210,NULO,38,NULO,CULTURA MAYA,NINGUNO,CULTURA MAYA,TERAN NORTE,MED_NOCHE_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMION,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,55,CRISTALAZO,ROBO DE AUTOPARTES,-102.24318160,21.90723399
15946,ENERO,2018-01-16,MARTES,22,49,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,777,AVENIDA,AGUASCALIENTES NORTE,0,0,NULO,0,NULO,SAN JUAN DE LOS LAGOS,SIERRA DE TEPOZTLAN,SIERRA DE LA ESCONDIDA,POCITOS,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,VOLKSWAGEN,POLO,0,0,0,0,0,0,0,0,1,0,0,0,0.000000,NULO,15000.000000,NO,,56,CRISTALAZO,ROBO DE AUTOPARTES,-102.31093686,21.91610972
16125,ENERO,2018-01-17,MIERCOLES,7,50,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,OLINDA,318-P,AVENIDA,TORINO,0,1230,NULO,0,NULO,AMAREZCO,DE LOS MAESTROS,CURBA,INSURGENTES,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AMBAS,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,1,0,0,0,0,0,1,1,0,0.000000,NULO,0.000000,NO,,57,CRISTALAZO,ROBO DE AUTOPARTES,-102.32524138,21.84134294
16142,ENERO,2018-01-17,MIERCOLES,8,14,AGUASCALIENTES,URBANA,CONDOMINIO,OJOCALIENTE INEGI,740,CALLE,LAS NORIAS,0,0,NULO,0,NULO,LOS CONOS,SAN FRANCISCO DE LOS VIVEROS,AGUASCALIENTES ORIENTE,TERAN SUR,MED_MAÑ_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,RENAULT,DUSTER,0,0,0,0,0,0,0,1,0,1,0,0,0.000000,NULO,0.000000,NO,,58,CRISTALAZO,ROBO DE AUTOPARTES,-102.25357542,21.87819109
16273,ENERO,2018-01-17,MIERCOLES,12,32,AGUASCALIENTES,URBANA,SIN TIPO,SECRETARIA DE OBRAS PUBLICAS DEL ESTADO,715,CALLE,POPOCATEPETL,0,0,NULO,0,NULO,CEDRO,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,CONVENCION DE 1914 ORIENTE,MORELOS,MED_TAR_A,SI,NO,NULO,0,EL CHITO Y EL NIEVES,EL CHITO Y EL NIEVES,0,0,CRISTAL,DAÑOS,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,59,CRISTALAZO,ROBO DE AUTOPARTES,-102.27056900,21.87757649
16297,ENERO,2018-01-17,MIERCOLES,13,17,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,LOS VOLCANES,592,CALLE,POPOCATEPETL,0,0,NULO,0,NULO,NINGUNO,PASEO DE LA CRUZ,NINGUNO,MORELOS,MAÑANA,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,SIN DATOS,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,60,CRISTALAZO,ROBO DE AUTOPARTES,-102.26988014,21.87383230
16878,ENERO,2018-01-18,JUEVES,2,58,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CERRO ALTO,456,AVENIDA,PENSADORES MEXICANOS,0,256,NULO,0,NULO,CERRO DE ALTAMIRA,JUAN RULFO,CERRO DE LA ARDILLA,TERAN NORTE,MED_MD_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,SEDAN,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,61,CRISTALAZO,ROBO DE AUTOPARTES,-102.25978494,21.91639924
16933,ENERO,2018-01-18,JUEVES,7,52,AGUASCALIENTES,URBANA,BARRIO,EL ENCINO,1096,CALLE,DOCTOR JESUS DIAZ DE LEON,0,448,NULO,0,NULO,DEL SOL,LEONA VICARIO,16 DE SEPTIEMBRE,CENTRO,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,CHEVROLET,SONIC,0,0,0,0,0,0,1,0,0,0,0,0,0.000000,NULO,3000.000000,NO,,62,CRISTALAZO,ROBO DE AUTOPARTES,-102.29273409,21.87582026
17060,ENERO,2018-01-18,JUEVES,11,34,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,SAN FRANCISCO DE LOS ROMO,0,0,NULO,0,NULO,PLAZUELA Q,PLAZUELA Q,EL BARRANCO,TERAN SUR,DIA,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMIONETA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,63,CRISTALAZO,ROBO DE AUTOPARTES,-102.25600896,21.87916817
17163,ENERO,2018-01-18,JUEVES,13,41,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,CALLE,INDEPENDENCIA DE MEXICO,0,212,NULO,0,NULO,GENERAL MIGUEL BARRAGAN,DOCTOR ISIDRO CALERA,GENERAL JOSE MARIA ARTEAGA,CENTRO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,JEEP,LIBERTY,0,0,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,64,CRISTALAZO,ROBO DE AUTOPARTES,-102.28876171,21.89076495
17530,ENERO,2018-01-18,JUEVES,20,35,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,PASEO DEL HALCON,0,0,NULO,0,NULO,NINGUNO,AGUILA,DE LA LECHUZA,INSURGENTES,SIN DATOS,NO,NO,NULO,0,EL GURRUMO,EL GURRUMO,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,JETTA,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,65,CRISTALAZO,ROBO DE AUTOPARTES,-102.29567336,21.85066358
17553,ENERO,2018-01-18,JUEVES,20,55,AGUASCALIENTES,URBANA,CONDOMINIO,CENTRO COMERCIAL GALERIAS,357,AVENIDA,INDEPENDENCIA,0,0,NULO,0,NULO,MONTES HIMALAYA,NINGUNO,NINGUNO,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,MAZDA,SIN DATOS,0,0,0,0,0,0,0,0,1,1,1,0,0.000000,LIBRAMIENTO,600.000000,NO,,66,CRISTALAZO,ROBO DE AUTOPARTES,-102.29750413,21.92181815
17567,ENERO,2018-01-18,JUEVES,21,12,SAN FRANCISCO DE LOS ROMO,RURAL,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL SAN FRANCISCO DE LOS ROMO,2-PI,CARRETERA,45 AGUASCALIENTES-ZACATECAS,0,0,NULO,0,NULO,NINGUNO,ESTADOS UNIDOS DE AMERICA,JAPON,NULO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,TRAILER,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,1,0,0,0,0,0.000000,NULO,0.000000,NO,,67,CRISTALAZO,ROBO DE AUTOPARTES,-102.28069226,22.03689810
17655,ENERO,2018-01-18,JUEVES,22,28,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,CALLE,CULTURA AZTECA,0,210,NULO,38,NULO,CULTURA MAYA,NINGUNO,CULTURA MAYA,TERAN NORTE,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,CAMION,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,68,CRISTALAZO,ROBO DE AUTOPARTES,-102.24315048,21.90722814
18283,ENERO,2018-01-19,VIERNES,17,50,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO,847,CALLE,SIERRA DEL LAUREL,0,202,NULO,0,NULO,SAN JUAN DE LOS LAGOS,SAN JULIAN,SIERRA MORENA,POCITOS,MED_TAR_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,FORD,ECOSPORT,0,0,0,0,0,0,0,0,1,1,0,1,0.000000,NULO,0.000000,NO,,69,CRISTALAZO,ROBO DE AUTOPARTES,-102.30843365,21.91652121
18795,ENERO,2018-01-20,SABADO,2,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,AVENIDA,AGUASCALIENTES SUR,0,0,NULO,0,NULO,DOCTOR G RAMIREZ VALDEZ,LAS AMERICAS,DOCTOR E GONZALEZ MEDINA,INSURGENTES,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,CHEVROLET,SPARK,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,PORTA EQUIPAJE,0.000000,NO,,70,CRISTALAZO,ROBO DE AUTOPARTES,-102.30115141,21.86028743
18841,ENERO,2018-01-20,SABADO,4,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUJERES ILUSTRES,602,CALLE,GUADALUPE APENDINNI ROMO,0,126,NULO,0,NULO,MARIANO HIDALGO,JUANA DE ARCO,EULALIA GUZMAN,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,VOLKSWAGEN,GOLF,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,71,CRISTALAZO,ROBO DE AUTOPARTES,-102.25247177,21.84890248
18849,ENERO,2018-01-20,SABADO,4,37,PABELLON DE ARTEAGA,URBANA,FRACCIONAMIENTO,COSMOS,90,CALLE,ZEUS,0,0,NULO,0,NULO,NINGUNO,MERCURIO,ANDROMEDA,NULO,SIN DATOS,NO,NO,NULO,0,"1 SUJETO , SUDADERA BLANCA",0,0,0,CRISTAL,DAÑOS,CAMIONETA,TOYOTA,HILUX,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,72,CRISTALAZO,ROBO DE AUTOPARTES,-102.27976573,22.13768129
18855,ENERO,2018-01-20,SABADO,5,7,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,ROSA MARIA REMUSET,0,307,NULO,0,NULO,MARGARITA TISCAREÑO,YOLANDA MURO C,MARIA DE LORDES M,TERAN NORTE,MED_MD_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,CHEVROLET,SIN DATOS,0,1,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,73,CRISTALAZO,ROBO DE AUTOPARTES,-102.25821778,21.90313099
19742,ENERO,2018-01-21,DOMINGO,0,23,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO 5 (LOS FRESNOS),323,AVENIDA,EUGENIO GARZA SADA,0,80,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,POCITOS,NOCHE_MD,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,HONDA,SIN DATOS,0,0,0,0,0,0,0,0,0,1,0,1,0.000000,NULO,0.000000,NO,,74,CRISTALAZO,ROBO DE AUTOPARTES,-102.33043148,21.91401550
20017,ENERO,2018-01-21,DOMINGO,4,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,AVENIDA,AJEDRECISTAS,0,306,NULO,0,NULO,AJEDRECISTAS 306,AJEDRECISTAS 302,DEL DEPORTE CIENCIA,MORELOS,DIAS,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,NISSAN,SENTRA,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,75,CRISTALAZO,ROBO DE AUTOPARTES,-102.25301473,21.84650288
20046,ENERO,2018-01-21,DOMINGO,4,49,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,CALLE,BELISARIO DOMINGUEZ,0,119,NULO,0,NULO,MANUEL AVILA CAMAVHO,OLIVOS,GENERAL PLUTARCO ELIAS CALLES,MORELOS,MED_MD_B,SI,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,76,CRISTALAZO,ROBO DE AUTOPARTES,-102.27599780,21.87118950
20250,ENERO,2018-01-21,DOMINGO,12,28,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,PANAMERICANO,17,CALLE,ARGENTINA,0,0,NULO,0,NULO,MEXICO,GUATEMALA,JOSE MARIA CHAVEZ,NULO,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,CHEVROLET,TRAX,0,0,0,0,0,0,1,0,0,1,0,0,0.000000,NULO,0.000000,NO,,77,CRISTALAZO,ROBO DE AUTOPARTES,-102.27190981,22.07632775
20462,ENERO,2018-01-21,DOMINGO,15,54,AGUASCALIENTES,URBANA,DESARROLLO ESPECIAL,PARQUE ECOLOGICO DE MEXICO,438,AVENIDA,PENSADORES MEXICANOS,0,0,NULO,0,NULO,AGUASCALIENTES,OJOCALIENTE,NINGUNO,TERAN NORTE,MED_TAR_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,FORD,LOBO,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,78,CRISTALAZO,ROBO DE AUTOPARTES,-102.27005450,21.91038183
20732,ENERO,2018-01-21,DOMINGO,20,17,AGUASCALIENTES,URBANA,COLONIA,LAS FLORES,1072,CALLE,CAMELIAS,0,208,NULO,0,NULO,DE LAS ORQUIDEAS,IGNACIO T CHAVEZ,TULIPANES,INSURGENTES,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,DODGE,CARAVAN,0,0,0,0,0,0,1,0,0,1,1,0,0.000000,NULO,700.000000,NO,,79,CRISTALAZO,ROBO DE AUTOPARTES,-102.30358165,21.87354140
20736,ENERO,2018-01-21,DOMINGO,20,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CRUZ,610,AVENIDA,CONVENCION DE 1914 ORIENTE,0,403,NULO,0,NULO,FRESNO,NARANJO,DE LAS PALMAS,MORELOS,MED_NOCHE_A,SI,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,CHEVROLET,CHEVY,1,0,0,0,0,0,0,0,0,0,0,1,1000.000000,NULO,0.000000,NO,,80,CRISTALAZO,ROBO DE AUTOPARTES,-102.27126899,21.87561686
20913,ENERO,2018-01-21,DOMINGO,22,27,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,LOS VOLCANES,592,CALLE,POPOCATEPETL,A,40,NULO,101,NULO,PASEO DE LA CRUZ,TERCERA CONVENCION,CONVENCION DE 1914 ORIENTE,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,AUTOMOVIL,MITSUBISHI,MIRAGE,0,0,0,0,0,0,1,0,0,1,0,0,0.000000,NULO,500.000000,NO,,81,CRISTALAZO,ROBO DE AUTOPARTES,-102.27032606,21.87597342
21161,ENERO,2018-01-22,LUNES,5,46,JESUS MARIA,URBANA,COLONIA,CHICAHUALES I,155,CALLE,ROGELIO DELGADO,0,414,NULO,0,NULO,SANTIAGO APOSTOL,ROMAN LOERA,JOSE AVEVES,NULO,MED_MD_B,NO,NO,NULO,0,EL OSCAR,EL OSCAR,0,0,CRISTAL,DAÑOS,AUTOMOVIL,CHRYSLER,SHADOW,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,82,CRISTALAZO,ROBO DE AUTOPARTES,-102.35096128,21.94846742
22033,ENERO,2018-01-23,MARTES,1,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA ESTRELLA,483,CALLE,ORION,0,612,NULO,0,NULO,CENTURY,CAMINO AL COBANO,ARIES,TERAN NORTE,MED_MD_A,SI,NO,NULO,1,1 SUJETO,0,0,0,CRISTAL,DAÑOS,CAMION,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,83,CRISTALAZO,ROBO DE AUTOPARTES,-102.28107763,21.90525406
22053,ENERO,2018-01-23,MARTES,2,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FUNDADORES,623,CALLE,JUAN DE DIOS PATIÑO,0,118,NULO,0,NULO,MARIA TERESA LLAMAS,CARMEN SERDAN,MARGARITA MAZA DE JUAREZ,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,DESVALIJA,AUTOPARTES,AUTOMOVIL,NISSAN,TSURU,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,DESVALIJAR,0.000000,NO,,84,CRISTALAZO,ROBO DE AUTOPARTES,-102.24624057,21.84765352
22154,ENERO,2018-01-23,MARTES,8,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,CALLE,PALMA BAMBU,0,226,NULO,0,NULO,PALMA MEXICANA,PALMA ABANICO,PALMA PLATEADA,MORELOS,NOCHE_MAÑ,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,NISSAN,TSURU,1,1,0,1,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,85,CRISTALAZO,ROBO DE AUTOPARTES,-102.24104439,21.86200456
22350,ENERO,2018-01-23,MARTES,13,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,PROLONGACION,30 DE SEPTIEMBRE,0,0,NULO,0,NULO,HERMANOS BRAVO,ARTILLERO MIER,HEROE INMORTAL,MORELOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,CAMIONETA,CHEVROLET,SIN DATOS,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,86,CRISTALAZO,ROBO DE AUTOPARTES,-102.27133904,21.85363084
22812,ENERO,2018-01-23,MARTES,22,28,AGUASCALIENTES,URBANA,CONDOMINIO,FUENTES DEL LAGO,1032,BOULEVARD,JUAN PABLO II,0,0,NULO,0,NULO,FUENTES DEL LAGO,SIGLO XXI,NINGUNO,INSURGENTES,MED_NOCHE_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,PERSONALES,CAMIONETA,CHEVROLET,TAHOE,0,0,0,0,0,0,0,0,0,0,1,1,0.000000,NULO,0.000000,NO,,87,CRISTALAZO,ROBO DE AUTOPARTES,-102.35074157,21.85418042
22847,ENERO,2018-01-23,MARTES,23,7,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOSQUES DEL PRADO,847,CALLE,SIERRA FRIA,0,108,NULO,0,NULO,UNIVERSIDAD,MONTE EVEREST,SIERRA NEVADA,POCITOS,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AMBAS,CAMIONETA,JEEP,SIN DATOS,1,0,0,0,0,0,0,0,0,0,0,0,0.000000,SIN DATOS,0.000000,NO,,88,CRISTALAZO,ROBO DE AUTOPARTES,-102.31351626,21.91785902
22948,ENERO,2018-01-24,MIERCOLES,3,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD II,579,CALLE,CASCAN,0,347,NULO,0,NULO,CHICHIMECA,ZACATECO,HUACHICHIL,MORELOS,MED_MD_B,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,AUTOMOVIL,CHEVROLET,AVEO,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,89,CRISTALAZO,ROBO DE AUTOPARTES,-102.25010242,21.86591345
23054,ENERO,2018-01-24,MIERCOLES,9,34,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PARRAS,789,CALLE,UVA,0,129,NULO,0,NULO,MOSCATEL,AGUASCALIENTES NORTE,VINO,TERAN NORTE,SIN DATOS,NO,NO,NULO,0,0,0,0,0,CRISTAL,AUTOPARTES,AUTOMOVIL,VOLKSWAGEN,POINTER,0,0,1,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,90,CRISTALAZO,ROBO DE AUTOPARTES,-102.27979041,21.91365210
23732,ENERO,2018-01-25,JUEVES,0,39,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,SAN JOSE DEL BARRANCO,7,CALLE,SALUD,0,219,NULO,0,NULO,EMPLEO,AGROINDUSTRIA,ECOLOGIA,NULO,MED_MD_A,NO,NO,NULO,0,0,0,0,0,CRISTAL,DAÑOS,SIN DATOS,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,NULO,0.000000,NO,,91,CRISTALAZO,ROBO DE AUTOPARTES,-102.26103663,22.06922689
