FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,DESTAC_SEG,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,ARMA_1,ARMA_2,VIOLENCIA,CUENT_HAB,DINERO,CANTIDAD,BANCO,UBIC_BANC,BOLSO,CARTERA,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,MOCHILA,LLAVES,OTROS,TRANS_S_N,UBIC_TRANS,LESIONADO,TRASL_HOSP,FIL_SOSP,ALIAS_SOSP,VEH_SOSP,TIPO_VEH,MONTO,PROCESO,DETENIDO,CIERRE_PRE,OBJ_RECUP,PR_FERIA,OID,INCIDENTE,LONG,LAT
65821,MARZO,2018-03-08,JUEVES,14,36,AGUASCALIENTES,URBANA,COLONIA,MARTINEZ DOMINGUEZ,1099,INSURGENTES,CALLE,MARIANO ABAD MIRAMONTES,NA,401,N,0,N,MARGARITA MAZA DE JUAREZ,GERTRUDIS BOCANEGRA,MARISCAL RAFAEL OROPEZA,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,SIN DATOS,NULO,NULO,N,0,NULO,0,,,NULO,405,Robo a persona,-102.29957755,21.85427348
65831,MARZO,2018-03-08,JUEVES,14,54,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,POCITOS,AVENIDA,HEROE DE NACOZARI NORTE,NA,0,N,0,N,PROFESOR JOSE REYES MARTINEZ,INGENIERO TOMAS MEDINA UGARTE,20 DE NOVIEMBRE,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO ASPECTO DROGADICTO,NULO,NULO,N,2500,NULO,0,,,NULO,406,Robo a persona,-102.28737693,21.89851201
66111,MARZO,2018-03-08,JUEVES,20,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS,616,MORELOS,AVENIDA,AGUASCALIENTES SUR,NA,0,N,0,N,UXMAL,HUNUCMA,HUNUCMA,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,0,1,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE PLAYERA TIPO SOLDADO Y GORRA BLANCA CON EXPANSIONES EN LAS OREJAS,NULO,NULO,N,6000,NULO,0,,,NULO,407,Robo a persona,-102.25616435,21.86002290
66228,MARZO,2018-03-08,JUEVES,21,56,AGUASCALIENTES,URBANA,CONDOMINIO,LAS PLAZAS,75-P,TERAN NORTE,AVENIDA,CONSTITUCION,NA,0,N,0,N,NINGUNO,NINGUNO,NINGUNO,NA,NA,NO,N,0,0,N,NULO,0,0,1,0,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO,NULO,MOTOCICLETA,MOTOCICLETA,0,NULO,0,,,NULO,408,Robo a persona,-102.27844901,21.94365116
66246,MARZO,2018-03-08,JUEVES,21,36,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CRUZ (DELEGACION CENTRO),610,MORELOS,AVENIDA,PASEO DE LA CRUZ,NA,0,N,0,N,DE LAS PALMAS,OLIVOS,JACARANDAS,NA,NA,NO,N,0,0,N,NULO,0,1,0,1,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO DE ELLOS VISTE SUDADERA NEGRA CON EXTENSION BLANCA,NULO,NULO,N,5500,NULO,0,,,NULO,409,Robo a persona,-102.27247637,21.87362610
66356,MARZO,2018-03-08,JUEVES,23,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CARTAGENA,322-P,TERAN NORTE,CALLE,MEMO LARA,NA,206,A,0,N,VIÑEDOS RIVIER,VIÑEDOS SAN MARCOS,SALVADOR MARTINEZ,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO,NULO,NULO,N,2500,NULO,0,,,NULO,410,Robo a persona,-102.27609879,21.95714897
65883,MARZO,2018-03-08,JUEVES,16,1,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE LA LOMA,454,TERAN NORTE,CALLE,LOMA DEL JABALI,NA,121,N,0,N,LOMA DEL AGUILA,LOMA DEL PUMA,LOMA DEL CAMALEON,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,0,1,0,0,0,SI,VIA PUBLICA,NO,NULO,SIN DATOS,NULO,NULO,N,0,NULO,0,,,NULO,411,Robo a persona,-102.24682026,21.91199634
66106,MARZO,2018-03-08,JUEVES,20,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,MORELOS,CALLE,PALMA ABANICO,NA,317,N,0,N,PALMA DATILERA,IXTLAHUATL,PALMA MEXICANA,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,1 SUJETO CONDUCTOR DEL TAXI 1465,NULO,TAXI BLANCO 1465,TAXI,0,NULO,0,,,NULO,412,Robo a persona,-102.23992844,21.86298832
66635,MARZO,2018-03-09,VIERNES,10,53,AGUASCALIENTES,URBANA,COLONIA,SAN JOSE DEL ARENAL,818,POCITOS,AVENIDA,UNIVERSIDAD,NA,0,N,0,N,SAN MIGUEL EL ALTO,TEPEZALA,SAN JUAN DE LOS LAGOS,FUEGO,NA,SI,N,1,5000,N,NULO,0,0,0,0,0,0,0,1,0,1,SI,ESTACIONAMIENTO,NO,NULO,2 SUJETOS UNO VISTE TODO DE GRIS Y PORTABA UN CASCO,NULO,MOTOCICLETA NEGRO CON VERDE,MOTOCICLETA,5000,NULO,0,,,NULO,413,Robo a persona,-102.31013454,21.90828917
66752,MARZO,2018-03-09,VIERNES,13,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,TERAN NORTE,AVENIDA,JOSE E FEMAT GUTIERREZ,NA,0,N,0,N,POLIDUCTO,ROGELIO GALINDO DE LA TORRE,ANTONIO RUIZ ESPARZA ALONSO,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,1,SI,PARQUE LINEAL,NO,NULO,1 SUJETO VISTE CAMISETA BLANCA Y PANTALON CAFE TIENE UN TATUAJE EN LA MANO,NULO,NULO,N,0,NULO,0,,,NULO,414,Robo a persona,-102.25793060,21.92717728
66780,MARZO,2018-03-09,VIERNES,14,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LOMA DORADA,500,TERAN NORTE,CALLE,VILLA DEL PRADO,NA,101,N,0,N,VILLA DEL RIO,VILLA SORIANO,VILLA DEL MAZO,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE CAMISETA BLANCA PANTALON AMARILLO TIENE UN TATUAJE EN EL ANTEBRAZO ISQUIERDO,NULO,NULO,N,2000,NULO,0,,,NULO,415,Robo a persona,-102.25208513,21.92603388
66931,MARZO,2018-03-09,VIERNES,17,45,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS BOSQUES,780,POCITOS,CALLE,SAN JULIAN,NA,0,N,0,N,PASEO SIERRA HERMOSA,SIERRA MADRE ORIENTAL,SAN JUAN DE LOS LAGOS,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,SIN DATOS,NULO,NULO,N,0,NULO,0,,,NULO,416,Robo a persona,-102.30831950,21.92059714
67027,MARZO,2018-03-09,VIERNES,19,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL MIRADOR III,620,MORELOS,CALLE,LOMA DE LA PLATA,NA,107,N,0,N,AJEDRECISTAS,LOMA HUASTECA,LOMA VIOLETA,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS VISTEN DE NEGRO UNO CON CASCO BLANCO,NULO,MOTOCICLETA ITALIKA NEGRA,MOTOCICLETA,2400,NULO,0,,,NULO,417,Robo a persona,-102.25878039,21.84548829
67081,MARZO,2018-03-09,VIERNES,20,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,INSURGENTES,AVENIDA,DE LOS MAESTROS,NA,0,N,0,N,RICARDO GARCIA MENDOZA,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,GERARDO MURILLO,PUNZANTE,NA,SI,N,1,400,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,NULO,NULO,NULO,N,4400,NULO,0,,,NULO,418,Robo a persona,-102.31672101,21.85504634
67116,MARZO,2018-03-09,VIERNES,21,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,MORELOS,AVENIDA,SIGLO XXI,NA,0,N,0,N,FERRCARRIL,JULIO DIAZ TORRE,CAROLINA VILLANUEVA DE GARCIA,CORTANTE,NA,SI,N,0,0,N,NULO,0,1,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS,NULO,BICICLETA,BICICLETA,0,NULO,0,,,NULO,419,Robo a persona,-102.27740368,21.84669420
67132,MARZO,2018-03-09,VIERNES,21,36,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA (II),535,MORELOS,AVENIDA,MARIANO ESCOBEDO,NA,0,N,0,N,CONVENCION DE 1914 SUR,ARROYO EL CEDAZO,FERROCARRIL,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE SUDADERA GRIS CON CAPUCHA,NULO,NULO,N,7500,NULO,0,,,NULO,420,Robo a persona,-102.27674024,21.86548742
67517,MARZO,2018-03-10,SABADO,3,38,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CENTRO,CALLE,NIETO,NA,0,N,0,N,JOSE F ELIZONDO,GENERAL VICENTE GUERRERO NORTE,VENUSTIANO CARRANZA,CORTANTE,NA,SI,N,1,3000,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS,NULO,CARRO COLOR GRIS,CARRO,8000,NULO,0,,,NULO,421,Robo a persona,-102.30107671,21.87877777
67769,MARZO,2018-03-10,SABADO,12,51,AGUASCALIENTES,URBANA,COLONIA,MIRAVALLE,750,POCITOS,PRIVADA,ARROYO DE LOS ARELLANO,NA,0,N,0,N,CONVENCION DE 1914 NORTE,MIGUEL RUELAS,CARLOS BARRON,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,1,1,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS TATUAJES EN LA CARA Y LOS BRAZOS,NULO,CARRO GRIS,CARRO,0,NULO,0,,,NULO,422,Robo a persona,-102.31209608,21.88755543
68201,MARZO,2018-03-10,SABADO,20,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDA SAN MARCOS,317-P,MORELOS,CALLE,HACIENDA SANTORAL,NA,123,N,0,N,HACIENDA LOS MOLINOS,NINGUNO,NINGUNO,CORTANTE,NA,SI,N,1,200,N,NULO,0,1,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,3 SUJETOS TODOS VISTEN DE NEGRO,NULO,NULO,N,300,NULO,0,,,NULO,423,Robo a persona,-102.27120684,21.80455442
68225,MARZO,2018-03-10,SABADO,20,49,AGUASCALIENTES,URBANA,SIN TIPO,TEATRO AGUASCALIENTES,945,MORELOS,AVENIDA,AGUASCALIENTES SUR,NA,0,N,0,N,DEL PARQUE,JOSE MARIA CHAVEZ,SIGLO XXI,PSICOLOGICA,NA,SI,N,1,700,N,NULO,1,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,2 SUJETOS VISTE ROPA OSCURA SUDADERA CON GORRO YSUETER CON CUELLO,NULO,MOTOCICLETA OSCURA,MOTOCICLETA,700,NULO,0,,,NULO,424,Robo a persona,-102.29235379,21.85808030
68248,MARZO,2018-03-10,SABADO,21,8,AGUASCALIENTES,URBANA,SIN TIPO,HOTEL CITY EXPRESS (COL SAN PEDRO),978,INSURGENTES,BOULEVARD,JOSE MARIA CHAVEZ,NA,0,N,0,N,DEL ABASTO,SIGLO XXI,MAHATMA GANDHI,FUEGO,NA,SI,N,1,600,N,NULO,1,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,2 SUJETOS VISTEN DE GRIS,NULO,MOTOCICLETA NEGRA,MOTOCICLETA,600,NULO,1,,,NULO,425,Robo a persona,-102.29063454,21.84281675
68267,MARZO,2018-03-10,SABADO,21,24,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,TERAN SUR,AVENIDA,PROCERES DE LA ENSEÑANZA,NA,0,N,0,N,TECNOLOGICO,ANTONIA LOPEZ DE CHAVEZ,LUIS NAVARRO SOTOMAYOR,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,SI VIA PUBLICA,2 SUJETOS UNO VISTE CHAMARRA CAFE PANTALON MEZCLILLA OTRO CAHMARRA AZUL Y PANTALON MEZCLILLA,NULO,NULO,N,4000,NULO,0,,,NULO,426,Robo a persona,-102.23583580,21.86527545
69270,MARZO,2018-03-11,DOMINGO,16,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,INSURGENTES,CALLE,CORONEL VALENTE ARTEAGA,NA,247,N,0,N,JOSE MARIA GONZALEZ BOCANEGRA,RICARDO GARCIA MENDOZA,CORONEL JOSE RINCON GALLARDO,NA,NA,NO,N,1,100,N,NULO,0,1,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,SIN DATOS,NULO,NULO,N,100,NULO,0,,,NULO,427,Robo a persona,-102.32567326,21.85491669
69473,MARZO,2018-03-11,DOMINGO,19,21,AGUASCALIENTES,URBANA,CONDOMINIO,PASEOS DE SANTA MONICA,1034,INSURGENTES,AVENIDA,SIGLO XXI,NA,0,N,0,N,PALMAS DE GUINEZ,PASEOS DE AFRICA,PASEOS DE SAN AGUSTIN,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,0,1,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS,NULO,NULO,N,0,NULO,0,,,NULO,428,Robo a persona,-102.31558654,21.84307453
69950,MARZO,2018-03-12,LUNES,0,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FIDEL VELAZQUEZ,766,TERAN SUR,ANDADOR,FUENTE DE TREVI,NA,340,D,0,N,LOS CIBELES,FUENTE DE OLIMPO,DE LAS FUENTES,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE SUDADERA BLANCA PANTALON MEZCLILLA NEGRO,NULO,NULO,N,1500,NULO,0,,,NULO,429,Robo a persona,-102.25998764,21.89004249
67204,MARZO,2018-03-09,VIERNES,22,33,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,TERAN SUR,AVENIDA,POLIDUCTO,NA,0,N,0,N,URBANISMO,ROSA TRILLO PALOS,CATEDRATICOS,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,PARQUE LINEAL,NO,NULO,1 SUJETO VISTE SUDADERA COLOR NEGRA PANTALON MEZCLILLA,NULO,NULO,N,5000,NULO,0,,,NULO,430,Robo a persona,-102.24245548,21.87222343
65581,MARZO,2018-03-08,JUEVES,7,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS CUMBRES,441,TERAN NORTE,AVENIDA,SIGLO XXI,NA,0,N,0,N,REFUGIO MIRANDA AGUAYO,AMBROSIO VERASTEGUI GUERRERO,LA UNION,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,TRANSPORTE PUBLICO,NO,NULO,1 SUJETO VISTE TODO DE NEGRO TRAE UNA SUDADERA EN LA MANO ES ESTATURA BAJA COMPLEXION DELGADA,NULO,NULO,N,3000,NULO,0,,,NULO,431,Robo a persona,-102.26063521,21.91272959
67941,MARZO,2018-03-10,SABADO,16,20,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MISION DE SANTA LUCIA,586,MORELOS,AVENIDA,HEROE INMORTAL,NA,0,N,0,N,NINGUNO,NINGUNO,NINGUNO,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,TRANSPORTE PUBLICO,NO,NULO,1 SUJETO VISTE CAMISA BLANCA PANTALON VESTIR NEGRO,JOSE DE JESUS LOPEZ 31 AÑOS,NULO,N,0,NULO,1,,,NULO,432,Robo a persona,-102.26733208,21.84519325
64332,MARZO,2018-03-06,MARTES,19,58,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,POCITOS,AVENIDA,HEROE DE NACOZARI NORTE,NA,0,N,0,N,ALFREDO LEWIS,CONVENCION DE 1914 NORTE,20 DE NOVIEMBRE,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,SIN DATOS,NULO,NULO,N,0,NULO,0,,,NULO,433,Robo a persona,-102.28832942,21.90151358
68919,MARZO,2018-03-11,DOMINGO,7,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,TERAN SUR,CALLE,ESFUERZO NACIONAL,NA,0,N,0,N,PASTORES,MINEROS,PRESIDENTES,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE PLAYERA AMARILLA,EL PIRAÑAS,NULO,N,0,NULO,0,,,NULO,434,Robo a persona,-102.26124110,21.89316299
69243,MARZO,2018-03-11,DOMINGO,15,35,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LINDAVISTA,407,MORELOS,CALLE,JARDIN DEL ESTUDIANTE,NA,0,N,0,N,MIGUEL CALDERA,DIEGO DE IBARRA,HERNAN GONZALEZ,ND,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,SI,NULO,SIN DATOS,NULO,NULO,N,0,NULO,0,,,NULO,435,Robo a persona,-102.29091050,21.86714831
70703,MARZO,2018-03-12,LUNES,19,9,AGUASCALIENTES,URBANA,CONDOMINIO,VILLAS DE BONATERRA,1057,MORELOS,AVENIDA,JOSE MARIA ESCRIVA DE BELAGUER,NA,0,N,0,N,NINGUNO,FERROCARRIL,NULO,CORTANTE,CONTUSA,SI,N,1,100,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,SUJETOS VISTEN PLAYERA NEGRA DE ASPECTO CHOLO,NULO,NULO,N,8100,NULO,0,,,NULO,436,Robo a persona,-102.27733724,21.82502560
70855,MARZO,2018-03-12,LUNES,21,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS ARBOLEDAS,758,POCITOS,CALLE,MARGIL DE JESUS,NA,0,N,0,N,LAUREL,CASUARINA,CONVENCION DE 1914 NORTE,NA,NA,NO,N,0,0,N,NULO,1,0,0,0,0,0,0,0,1,1,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE SUDADERA NEGRA,NULO,NULO,N,1000,NULO,0,,,NULO,437,Robo a persona,-102.30255349,21.89981914
70929,MARZO,2018-03-12,LUNES,22,1,JESUS MARIA,URBANA,COLONIA,CHICAHUALES II,151,JM,CALLE,JESUS LOPEZ MARTINEZ,NA,0,N,0,N,ROMAN LOERA,SANTIAGO APOSTOL,DOMINGO GOMEZ,NA,NA,NO,N,0,0,N,NULO,1,0,0,0,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO,NULO,NULO,N,0,NULO,1,,,NULO,438,Robo a persona,-102.35177778,21.94621346
71383,MARZO,2018-03-13,MARTES,12,42,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA FUENTE,1061,INSURGENTES,AVENIDA,LAS AMERICAS,NA,0,N,0,N,BRASILIA,REPUBLICA DE ECUADOR,REPUBLICA DE URUGUAY,NA,NA,NO,RETIRO,1,3400,SANTANDER,SANTANDER AMERICAS,0,0,0,0,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE PLAYERA PANTALON CASUAL MEZCLILLA Y TENIS GUERO MEDIO CALVO CHAPARRO,NULO,NULO,N,3400,NULO,0,,,NULO,439,Robo a persona,-102.30181759,21.87081564
72092,MARZO,2018-03-14,MIERCOLES,7,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS I,1120,MORELOS,AVENIDA,AGUASCALIENTES,NA,0,N,0,N,HERMANOS GALEANA,MEXICO LIBRE,CAUDILLOS,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,0,0,1,0,0,SI,FUERA ESCUELA,NO,NULO,2 SUJETOS UNO VISTE SUDADERA ROJA OTRO CHAMARRA NEGRA,NULO,NULO,N,0,NULO,0,,,NULO,440,Robo a persona,-102.26618938,21.85983422
72313,MARZO,2018-03-14,MIERCOLES,12,42,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,TERAN SUR,AVENIDA,HACIENDA JOSE MARIA MORELOS,NA,245,N,0,N,HACIENDA DE OJOCALIENTE,HACIENDA EL TORIL,HACIENDA SAN ANTONIO DE LOS PEDROZA,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,PARQUE LINEAL,NO,NULO,1 SUJETO VISTE PLAYERA NEGRA PANTALON MEZCLILLA ASPECTO CHOLO,NULO,NULO,N,2000,NULO,0,,,NULO,441,Robo a persona,-102.24463723,21.88985600
72469,MARZO,2018-03-14,MIERCOLES,16,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUJERES ILUSTRES,602,MORELOS,CALLE,CONCEPCION ARENAL,NA,0,N,0,N,ANGELA PERALTA,MARGARITA MAZA DE JUAREZ,DE LA ALIANZA,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO,NULO,NULO,N,0,NULO,0,,,NULO,442,Robo a persona,-102.24785189,21.84765348
72488,MARZO,2018-03-14,MIERCOLES,16,41,RINCON DE ROMOS,URBANA,FRACCIONAMIENTO,EMBAJADORES,84,RR,CIRCUITO,IVAN OLIVEIRA,NA,131,N,0,N,IVAN OLIVEIRA,IVAN OLIVEIRA,IVAN OLIVEIRA,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NUJLO,2 SUJETOS UNO VISTE CHAMARRA GRIS CON BLANCO PANTALON FLOJO EL OTRO PLAYERA SIN MANGAS BLANCA TRAE UNA TRENZA,NULO,NULO,N,0,NULO,0,,,NULO,443,Robo a persona,-102.31259805,22.23393259
72661,MARZO,2018-03-14,MIERCOLES,19,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RESIDENCIAL HACIENDA SAN MARTIN,327-P,MORELOS,AVENIDA,PASEO DE SAN MARTIN,NA,0,N,0,N,PORTON DE SANTA FE,NINGUNO,NINGUNO,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,0,1,0,0,1,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE SUDADERA COLOR VINO EL OTRO CHAMARRA NEGRA,NULO,NULO,N,0,NULO,0,,,NULO,444,Robo a persona,-102.27548014,21.79557537
72729,MARZO,2018-03-14,MIERCOLES,20,48,AGUASCALIENTES,URBANA,COLONIA,SAN LUIS (II),743,CENTRO,AVENIDA,ALAMEDA,NA,0,N,0,N,DAMASCO,HEROE DE NACOZARI NORTE,NUEVA DE LA PAZ,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE CAMISA AZUL PANTALON VESTIR NEGRO,NULO,NULO,N,5000,NULO,0,,,NULO,445,Robo a persona,-102.28158885,21.88265335
72756,MARZO,2018-03-14,MIERCOLES,21,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BONA GENS,527,MORELOS,AVENIDA,PASEO DE LA CRUZ,NA,204,N,0,N,IZTACCIHUATL,LORENA,GLORIA,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,0,0,1,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE SUDADERA NEGRA PANTALON OSCURO,NULO,NULO,N,0,NULO,0,,,NULO,446,Robo a persona,-102.26715212,21.87429368
72773,MARZO,2018-03-14,MIERCOLES,21,23,SAN FRANCISCO DE LOS ROMO,RURAL,COLONIA,VILLAS DE SAN FELIPE,311,SFR,CALLE,VILLA LICENCIADO JESUS TERAN,NA,0,N,0,N,VILLAS DE SAN FELIPE,CONSTITUCION,VILLA DE LA ASUNCION,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,1,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE CHAMARRA PIEL CAFE PANTALON MEZCLILLA GORRA NARANJA,NULO,NULO,N,0,NULO,0,,,NULO,447,Robo a persona,-102.26093834,21.97520865
72389,MARZO,2018-03-14,MIERCOLES,14,16,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CONSTITUCION,794,TERAN NORTE,AVENIDA,CONSTITUCION,NA,0,N,0,N,AGUASCALIENTES NORTE,ARTICULO SEGUNDO,PRIMERA CONSTITUCION,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,NO,NEGOCIO,NO,NULO,1 SUJETO VISTE CAMISA AMARILLA PANTALON MEZCLILLA,NULO,NULO,N,7000,NULO,0,,,NULO,448,Robo a persona,-102.28628978,21.91687629
72476,MARZO,2018-03-14,MIERCOLES,16,23,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,TERAN NORTE,AVENIDA,RODOLFO LANDEROS GALLEGOS,NA,0,N,0,N,CULTURA TEOTIHUACANA,CULTURA MAYA,CULTURA MAYA 104,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE DE ROJO TRAE EL PELO LARGO,NULO,NULO,N,0,NULO,0,,,NULO,449,Robo a persona,-102.24322979,21.90537983
74226,MARZO,2018-03-16,VIERNES,12,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CUMBRES II,701,TERAN NORTE,CALLE,OSCAR HERNANDEZ DUQUE,NA,226,N,0,N,GILBERTO LOPEZ VELARDE,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,NINGUNO,FUEGO,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,1,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE CHALECO VERDE PANTALON MEZCLILLA,NULO,CABALLO NEGRO,CABALLO,0,NULO,0,,,NULO,450,Robo a persona,-102.24930129,21.91871569
