FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,DESTAC_SEG,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,ARMA_1,ARMA_2,VIOLENCIA,CUENT_HAB,DINERO,CANTIDAD,BANCO,UBIC_BANC,BOLSO,CARTERA,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,MOCHILA,LLAVES,OTROS,TRANS_S_N,UBIC_TRANS,LESIONADO,TRASL_HOSP,FIL_SOSP,ALIAS_SOSP,VEH_SOSP,TIPO_VEH,MONTO,PROCESO,DETENIDO,CIERRE_PRE,OBJ_RECUP,PR_FERIA,OID,INCIDENTE,LONG,LAT
634,ENERO,2018-01-01,LUNES,6,46,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,TERAN NORTE,AVENIDA,RODOLFO LANDEROS GALLEGOS,NA,0,N,0,N,RODOLFO LANDEROS GALLEGOS,PAZ ROMO VIVAR,OLGA DELGADILLO,CORTANTE,NA,SI,N,0,0,N,NA,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,SI,HGZ2,ND,N,N,N,0,NO,0,,,NO,1,Robo a persona,-102.25153261,21.90287747
588,ENERO,2018-01-01,LUNES,5,57,AGUASCALIENTES,RURAL,COLONIA,NORIAS DE PASO HONDO,352,MORELOS,CARRETERA,70 OJUELOS - AGUASCALIENTES,NA,0,N,0,N,SALVADOR ALLENDE,FELIPE ANGELES,FRANCISCO VILLA,NA,NA,NO,N,0,0,N,NULO,0,1,0,1,0,0,0,0,0,0,SI,BORDO VEHICULO,NO,NULO,NULO,NULO,NULO,N,0,NULO,0,,,NULO,2,Robo a persona,-102.20679678,21.85590456
929,ENERO,2018-01-01,LUNES,14,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS III,564,MORELOS,AVENIDA,MARIANO HIDALGO,NA,3612,N,0,N,PALMA BISMARCK,PALMA NEGRA,PALMA AZUCAR,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,1,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS VISTEN PANTALON MEZCLILLA,NULO,NULO,N,0,NULO,0,,,NULO,3,Robo a persona,-102.23666110,21.85105702
676,ENERO,2018-01-01,LUNES,7,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,MORELOS,AVENIDA,JULIO DIAZ TORRE,NA,0,N,0,N,JESUS RIVERA FRANCO,SIGLO XXI,ANGEL DORRONSORO GANDARA,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,SI,SE NEGO,1 SUJETO,NULO,NULO,N,0,NULO,0,,,NULO,4,Robo a persona,-102.28077007,21.84560753
990,ENERO,2018-01-01,LUNES,15,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO OJOCALIENTE,356,TERAN SUR,AVENIDA,ALAMEDA,NA,0,N,0,N,RODOLFO LANDEROS GALLEGOS,20 DE NOVIEMBRE,LAZARO MALDONADO DEL RIO,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,NULO,NULO,NULO,N,0,NULO,0,,,NULO,5,Robo a persona,-102.26363365,21.88647349
1402,ENERO,2018-01-01,LUNES,21,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,INSURGENTES,CALLE,MADRID,NA,0,N,0,N,ALAMO,ZAMORA,SANTANDER,CORTANTE,NA,SI,N,0,0,N,NULO,0,1,0,0,1,1,0,0,0,0,SI,VIA PUBLICA,NO,NULO,NULO,NULO,NULO,N,3000,NULO,0,,,NULO,6,Robo a persona,-102.31663381,21.86699213
1378,ENERO,2018-01-01,LUNES,21,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA MONTAÑA,502-2,TERAN NORTE,CALLE,MANUEL ZAVALA MADRIGAL,NA,0,N,0,N,FRANCISCO DE J HERRERA,VILLA MONTAÐA,JOSE BUSTAMANTE,NA,NA,NO,N,0,0,N,NULO,1,0,0,1,0,0,0,0,0,0,NO,DOMICILIO,NO,NULO,NULO,EX ESPOSO,NULO,N,0,NULO,0,,,NULO,7,Robo a persona,-102.26402666,21.93754424
1368,ENERO,2018-01-01,LUNES,21,17,JESUS MARIA,RURAL,SIN TIPO,EL REFUGIO,145,JM,CARRETERA,52 EL CERESO - JESUS MARIA,NA,0,N,0,N,NINGUNO,NINGUNO,NINGUNO,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,0,0,1,0,0,0,0,SI,VIA PUBLICA,NO,NULO,8 SUJETOS,NULO,MOTOCICLETAS,MOTOCICLETA,0,NULO,0,,,NULO,8,Robo a persona,-102.36937598,21.94238352
1291,ENERO,2018-01-01,LUNES,20,28,JESUS MARIA,URBANA,COLONIA,EL TORITO,199,JM,CALLE,CRISTOBAL COLON,NA,0,N,0,N,SOR JUAN INES DE LA CRUZ,AMADO NERVO,LUIS DONALDO COLOSIO,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,1,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO,NULO,NULO,N,20000,NULO,0,,,NULO,9,Robo a persona,-102.35494246,21.97074137
1114,ENERO,2018-01-01,LUNES,17,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,TERAN SUR,AVENIDA,POLIDUCTO,NA,0,N,0,N,SALUD,LUZ MARIA SALDIVAR RAMIREZ,CATEDRATICOS,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE CHAMARRA AZUL MARINO PANTALON MEZCLILLA,NULO,NULO,N,2000,NULO,0,,,NULO,10,Robo a persona,-102.24122536,21.86874511
1094,ENERO,2018-01-01,LUNES,17,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,INSURGENTES,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,NA,0,N,0,N,GENERAL PASCUAL CORNEJO BRUN,PROFESOR JOSE RAMIREZ PALOS,RICARDO GARCIA MENDOZA,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO,NULO,BICICLETA,BICICLETA,0,NULO,0,,,NULO,11,Robo a persona,-102.32269393,21.85332912
1054,ENERO,2018-01-01,LUNES,16,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FIDEL VELAZQUEZ,766,TERAN SUR,CALLE,PLAZA DEL PUENTE VIEJO,NA,0,N,0,N,JARDINES DE VERSALLES,FUENTES DEL TROCADERO,CAMPOS ELISEOS,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,1,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS,NULO,MOTOCICLETA,MOTOCICLETA,0,NULO,0,,,NULO,12,Robo a persona,-102.25677756,21.89320068
1693,ENERO,2018-01-02,MARTES,6,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,MORELOS,AVENIDA,SIGLO XXI,NA,0,N,0,N,FERROCARRIL,JULIO DIAZ TORRE,CAROLINA VILLANUEVA DE GARCIA,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,0,1,0,0,0,NO,ND,NO,NULO,2 SUJETOS UNO VISTE CHAMARRA CAFE Y OTRO CHAMARRA AZUL,NULO,NULO,N,800,NULO,0,,,NULO,13,Robo a persona,-102.27862191,21.84699300
1892,ENERO,2018-01-02,MARTES,12,9,AGUASCALIENTES,URBANA,COLONIA,DEL TRABAJO (DELEGACION JESUS TERAN),477,TERAN SUR,AVENIDA,ALAMEDA,NA,0,N,0,N,FRANCISCO GONZALEZ BOCANEGRA,NINGUNO,BEETHOVEN,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VESTIA CHAMARRA AZUL MARINO CON MANGAS ROJAS PANTALON MEZCLILLA,NULO,NULO,N,0,NULO,0,,,NULO,14,Robo a persona,-102.27150892,21.88431286
2631,ENERO,2018-01-03,MIERCOLES,6,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RESIDENCIAL HACIENDA SAN MARTIN,327-P,MORELOS,AVENIDA,PASEO SAN MARTIN,NA,0,N,0,N,PORTON DE SAN JUAN,PORTON DE SANTIAGO,PORTON DE SANTA FE,NA,NA,NO,N,1,500,N,NULO,1,0,0,1,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,2 SUJETOS VISTEN DE NEGRO,NULO,NULO,N,0,NULO,0,,,NULO,15,Robo a persona,-102.27486167,21.79470637
2820,ENERO,2018-01-03,MIERCOLES,12,35,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CENTRO,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NA,0,N,0,N,WASCO,JOSEFA ORTIZ DE DOMINGUEZ,FRANCISCO G HORNEDO,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO MIDE 170 DE ESTATURA APROX CABELLO GUERO VISTE SHORT GRIS,NULO,NULO,N,0,NULO,0,,,NULO,16,Robo a persona,-102.28989863,21.87936446
3258,ENERO,2018-01-03,MIERCOLES,21,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUJERES ILUSTRES,602,MORELOS,AVENIDA,POLIDUCTO,NA,0,N,0,N,MARIANO HIDALGO,JUANA DE ARCO,MARIA DOLORES JIMENEZ Y MURO,CORTANTE,CONTUSA,SI,N,1,200,N,NULO,0,0,0,1,0,1,0,0,0,0,SI,VIA PUBLICA,NO,NULO,3 SUJETOS UNO VISTE CHAMARRA NEGRO CON ROJO ESCUDO DE LOS BULLS OTRO CHAMARRA MORADA OTRO CHAMARRA DORADA,NULO,NULO,N,0,NULO,0,,,NULO,17,Robo a persona,-102.25334705,21.84966432
2952,ENERO,2018-01-03,MIERCOLES,15,19,AGUASCALIENTES,URBANA,COLONIA,EL RIEGO,767,TERAN SUR,AVENIDA,DE LA ESPIGA,NA,0,N,0,N,SIGLO XXI,COSECHA,NINGUNO,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE PANTALON NEGRO,NULO,NULO,N,0,NULO,0,,,NULO,18,Robo a persona,-102.25304785,21.89164232
3452,ENERO,2018-01-04,JUEVES,1,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NATURA,699,TERAN NORTE,CALLE,JOSE CONTRERAS ESPARZA,NA,0,N,0,N,FEDERICO MENDEZ,PERICO,AZOR,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,SI,NO AMERITO,NULO,NULO,NULO,N,0,NULO,0,,,NULO,19,Robo a persona,-102.25023896,21.93121599
3381,ENERO,2018-01-03,MIERCOLES,23,21,AGUASCALIENTES,URBANA,SIN TIPO,CONDOMINIO BELLA VISTA,497,TERAN NORTE,CALLE,CULTURA OTOMI,NA,0,N,0,N,GUADALUPANO,LOMA DE LAS CALANDRIAS,BELLA VISTA,CORTANTE,NA,SI,N,0,0,N,NULO,0,1,0,1,0,1,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE PANTALON BLANCO Y CHAMARRA NEGRA,NULO,NULO,N,5000,NULO,0,,,NULO,20,Robo a persona,-102.24536398,21.91518106
3668,ENERO,2018-01-04,JUEVES,12,57,AGUASCALIENTES,URBANA,COLONIA,SAN PEDRO,397,INSURGENTES,CALLE,MARIANO N RUIZ,NA,0,N,0,N,ROSAURA ZAPATA,MAHATMA GANDHI,QUERIDO MOHENO,PSICOLOGICA,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,NULO,NULO,NULO,N,0,NULO,0,,,NULO,21,Robo a persona,-102.29408290,21.84262257
3589,ENERO,2018-01-04,JUEVES,10,14,AGUASCALIENTES,URBANA,COLONIA,TALAMANTES PONCE,883,POCITOS,AVENIDA,INDEPENDENCIA,NA,0,N,0,N,REFORMA,LUIS GIL,NINGUNO,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE JERSEY NEGRO GORRA AMARILLA,NULO,BICICLETA NEGRA,BICICLETA,0,NULO,0,,,NULO,22,Robo a persona,-102.29803159,21.93164966
4964,ENERO,2018-01-05,VIERNES,21,51,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,986,MORELOS,CALLE,CRUCITAS,NA,0,N,0,N,CONVENCION DE 1914 SUR,LOS DIAZ,FERROCARRIL,CORTANTE,NA,SI,N,0,0,N,NULO,0,1,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE CHAMARRA BLANCA PANTALON MEZCLILLA OTRO VISTE CHAMARRA NEGRA,NULO,NULO,N,0,NULO,0,,,NULO,23,Robo a persona,-102.27945795,21.86601861
5621,ENERO,2018-01-06,SABADO,16,4,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÐORA DE LA ASUNCION (SECTOR GUADALUPE),402,TERAN NORTE,CALLE,CELIA MARIA MARTINEZ,NA,0,N,0,N,BARTOLO DE LUNA,JOSE CONTRERAS ESPARZA,FEDERICO MENDEZ,CONTUSA,FUEGO,SI,N,1,200,N,NULO,0,0,0,0,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE PANTALON MEZCLILLA CACHUCHA NEGRA,EL CHUKY,,N,0,,0,,,,24,Robo a persona,-102.25114880,21.93014000
6442,ENERO,2018-01-07,DOMINGO,5,26,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,986,MORELOS,CALLE,CRUCITAS,NA,0,N,0,N,FERROCARRIL,HEROE DE NACOZARI,LOS DIAZ,CONTUSA,NA,SI,N,0,0,N,NULO,0,1,0,1,0,0,0,0,0,0,NO,ND,SI,SIN DATOS,SIN DATOS,NULO,NULO,N,0,NULO,0,,,NULO,25,Robo a persona,-102.27999225,21.86660315
6398,ENERO,2018-01-07,DOMINGO,4,23,AGUASCALIENTES,URBANA,SIN TIPO,CAMINERO (SUBDIVISION),718,MORELOS,AVENIDA,CONVENCION DE 1914 SUR,NA,0,N,0,N,JOSEFA ORTIZ DE DOMINGUEZ,SOCRATES,JARDIN DEL ESTUDIANTE,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,1,0,1,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE DE NEGRO EL OTRO CHAMARRA CAFE LOS DOS ESTAN RAPADOS,NULO,NULO,N,0,NULO,0,,,NULO,26,Robo a persona,-102.28575638,21.86627445
6405,ENERO,2018-01-07,DOMINGO,4,35,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BENITO PALOMINO DENA,499,TERAN NORTE,CALLE,PEDRO RIVAS CUELLAR,NA,0,N,0,N,GUADALUPANO,TENIENTE CORONEL ROBERTO JEFKINS RANGEL,LICENCIADO FRANCISCO RAMIREZ MARTINEZ,ND,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,ND,NO,NULO,1 SUJETO VISTE CHAMARRA NEGRA,NULO,NULO,N,0,NULO,0,,,NULO,27,Robo a persona,-102.24768428,21.91588993
7021,ENERO,2018-01-07,DOMINGO,20,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,MORELOS,AVENIDA,AGUASCALIENTES,NA,0,N,0,N,MICHOACAN,NAYARIT,CASA BLANCA,CORTANTE,NA,SI,N,1,2100,N,NULO,0,1,0,1,0,0,0,0,0,0,SI,ND,NO,NULO,NULO,NULO,NULO,N,2100,NULO,0,,,NULO,28,Robo a persona,-102.28032573,21.86023136
7146,ENERO,2018-01-07,DOMINGO,21,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,INSURGENTES,CALLE,GENERAL FRANCSICO J MUGICA,NA,117,N,0,N,DOROTEO ARANGO,DOCTOR MARIANO AZUELA,GENERAL MANUEL M DIEGUEZ,NA,NA,NO,N,0,0,N,NULO,0,0,0,0,0,1,0,0,0,0,SI,ND,NO,NULO,NULO,NULO,MOTOCICLETA,MOTOCICLETA,500,NULO,0,,,NULO,29,Robo a persona,-102.30764410,21.85352022
7620,ENERO,2018-01-08,LUNES,10,50,AGUASCALIENTES,URBANA,COLONIA,EL LLANITO,988,CENTRO,CALLE,2 DE ABRIL,NA,501,N,0,N,EULALIO GUTIERREZ,5 DE FEBRERO,2 DE ENERO,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,NO,ND,NO,NULO,1 SUJETO,NULO,NULO,N,0,NULO,0,,,NULO,30,Robo a persona,-102.28758600,21.87749884
7676,ENERO,2018-01-08,LUNES,12,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SOLIDARIDAD I,431,TERAN SUR,CALLE,URBANISMO,NA,711,N,0,N,SALUD,SIGLO XXI,SAN GABRIEL,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE DE NEGRO PORTA CADENAS Y ANILLOS,NULO,BICICLETA NEGRA,BICICLETA,3000,NULO,0,,,NULO,31,Robo a persona,-102.24542030,21.87163519
8104,ENERO,2018-01-08,LUNES,21,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,INSURGENTES,CALLE,GENERAL FRANCSICO MURGUIA,NA,221,N,0,N,CONVENCION,DOCTOR MARIANO AZUELA,GENERAL JOSE ISABEL ROBLES,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE TODO DE NEGRO,NULO,NULO,N,0,NULO,0,,,NULO,32,Robo a persona,-102.30391286,21.85093097
8489,ENERO,2018-01-09,MARTES,11,59,AGUASCALIENTES,URBANA,CONDOMINIO,LA TERRAZA,573,MORELOS,AVENIDA,SIGLO XXI,NA,0,N,0,N,MARIANO HIDALGO,CHICHEN ITZA,ARTILLERO MIER,NA,NA,NO,N,1,500,N,NULO,0,0,0,0,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 MUJER,NULO,NULO,N,500,NULO,0,,,NULO,33,Robo a persona,-102.25553120,21.85593913
8712,ENERO,2018-01-09,MARTES,16,13,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CENTRO,CALLE,VALLADOLID,NA,0,N,0,N,PETROLEOS MEXICANOS,JESUS BERNAL,GENERAL IGNACIO ZARAGOZA,ND,CONTUSA,SI,N,0,0,N,NULO,0,0,0,0,0,0,0,0,0,1,SI,VIA PUBLICA,SI,SE RETIRO DEL LUGAR,SIN DATOS,NULO,NULO,N,0,NULO,0,,,NULO,34,Robo a persona,-102.29746614,21.89015323
8890,ENERO,2018-01-09,MARTES,20,9,AGUASCALIENTES,URBANA,COLONIA,SAN PEDRO,397,INSURGENTES,AVENIDA,MAHATMA GANDHI,NA,0,N,0,N,QUERIDO MOHENO,SOLOM SABRE,ROSAURA ZAPATA,CORTANTE,NA,SI,N,0,0,N,NULO,0,1,0,1,0,0,1,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS CON CAPUCHA,NULO,NULO,N,0,NULO,0,,,NULO,35,Robo a persona,-102.29374505,21.84349088
8974,ENERO,2018-01-09,MARTES,21,25,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,INSURGENTES,AVENIDA,AGUASCALIENTES SUR,NA,0,N,0,N,REPUBLICA DEL SALVADOR,LAS AMERICAS,DOCTOR E GONZALEZ MEDINA,CORTANTE,FISICA,SI,N,0,0,N,NULO,1,0,0,1,0,0,0,0,0,0,SI,PARQUE,NO,NULO,2 SUJETOS LOS DOS VISTEN DE NEGRO CON PASAMONTAÑAS,NULO,BICICLETAS,BICICLETA,0,NULO,0,,,NULO,36,Robo a persona,-102.30232073,21.86059744
9009,ENERO,2018-01-09,MARTES,22,1,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS II,596,MORELOS,CALLE,VILLA DE MONTSERRAT,NA,0,N,0,N,PROCERES DE LA ENSEÑANZA,VILLA MARTHA,IXTLAHUATL,FUEGO,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,SUJETOS UNO VISTE SUETER AZUL MARINO CON FRANJAS VERDES,NULO,MOTOCICLETA TODO TERRENO AMARILLA,MOTOCICLETA,2500,NULO,0,,,NULO,37,Robo a persona,-102.23421882,21.86150584
9946,ENERO,2018-01-10,MIERCOLES,22,6,AGUASCALIENTES,URBANA,COLONIA,SAN MARCOS (DELEGACION POCITOS),650,POCITOS,AVENIDA,CONVENCION DE 1914  PONIENTE,NA,0,N,0,N,TALAMANTES,AQUILES ELORDUY,26 DE MARZO,CORTANTE,NA,SI,N,1,5000,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS,NULO,NULO,N,5000,NULO,0,,,NULO,38,Robo a persona,-102.31248836,21.88030834
9956,ENERO,2018-01-10,MIERCOLES,22,5,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,MORELOS,AVENIDA,POLIDUCTO,NA,0,N,0,N,AJEDRECISTAS,VILLA DEL REY,DE LA ESTRATEGIA,CORTANTE,CONTUSA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,3 SUJETOS VISTEN DE OSCURO,NULO,NULO,N,3500,NULO,0,,,NULO,39,Robo a persona,-102.25485430,21.84632869
10176,ENERO,2018-01-11,JUEVES,6,26,AGUASCALIENTES,URBANA,COMUNIDAD,LOS ARELLANOS,1-P,MORELOS,NINGUNO,NINGUNO,NA,0,N,0,N,NINGUNO,NINGUNO,NINGUNO,CONTUSA,NA,SI,N,1,500,N,NULO,0,1,0,1,0,0,0,0,0,1,SI,TERRACERIA,NO,NULO,5 SUJETOS,NULO,NULO,N,500,NULO,0,,,NULO,40,Robo a persona,-102.27259540,21.80290775
4493,ENERO,2018-01-05,VIERNES,11,56,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PANORAMA,670,POCITOS,CALLE,JARDINES ETERNOS,NA,0,N,0,N,VISTAHERMOSA,LINDAVISTA,MIRAFLORES,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,NO,NEGOCIO,NO,NULO,2 SUJETOS UNO VISTE CHAMARRA BLANCA CACHUCHA BLANCA EL OTRO ESPERA FUERA,NULO,MOTOCICLETA,MOTOCICLETA,2000,NULO,0,,,NULO,41,Robo a persona,-102.31513057,21.88974839
10781,ENERO,2018-01-11,JUEVES,20,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DEL SOL II,568,MORELOS,CALLE,ECLIPSE,NA,0,N,0,N,MARIANO ESCOBEDO,SOL,ESTRELLA,CONTUSA,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,PARQUE,NO,NULO,NULO,NULO,NULO,N,0,NULO,0,,,NULO,42,Robo a persona,-102.27335968,21.86417327
10863,ENERO,2018-01-11,JUEVES,21,19,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CENTRO,CALLE,LICENCIADO FRANCISCO PRIMO VERDAD,NA,416,N,0,N,TORREON,GENERAL MIGUEL BARRAGAN,VAZQUEZ DEL MERCADO,CORTANTE,NA,SI,N,1,4000,N,NULO,1,0,0,0,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE SUDADERA NEGRA CON CASCO,NULO,MOTOCICLETA ROJO CON NEGRO,MOTOCICLETA,4000,NULO,0,,,NULO,43,Robo a persona,-102.28804550,21.88506666
11066,ENERO,2018-01-12,VIERNES,1,25,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE VISTABELLA II,603,MORELOS,CALLE,VISTA DE LA ALAMEDA,NA,0,N,0,N,NINGUNO,VISTA DE LA ALAMEDA,VISTA DEL RIO,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE DE CHAMARRA Y PANTALON MEZCLILLA NEGROS,NULO,MOTOCICLETA COLOR TINTO,MOTOCICLETA,6000,NULO,0,,,NULO,44,Robo a persona,-102.26417252,21.84132659
4471,ENERO,2018-01-05,VIERNES,11,25,AGUASCALIENTES,URBANA,SIN TIPO,COSTCO,661,TERAN NORTE,AVENIDA,AGUASCALIENTES NORTE,NA,0,N,0,N,A ZACATECAS,FERROCARRIL,NINGUNO,FUEGO,NA,SI,N,0,0,N,NULO,0,1,0,0,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS VISTEN CHALECOS NEGROS Y CACHUCHAS VOLTEADAS,NULO,MOTOCICLETA NEGRO CON BLANCO,MOTOCICLETA,0,NULO,0,,,NULO,45,Robo a persona,-102.29040797,21.91547209
11774,ENERO,2018-01-12,VIERNES,20,30,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA TERESA,790,TERAN NORTE,AVENIDA,PAULINO N MARTI,NA,0,N,0,N,CLARISAS,JUAN BAUTISTA LASALLE,JOSEFINOS,CORTANTE,NA,SI,N,0,0,N,NULO,0,0,0,1,0,0,0,0,0,0,SI,VIA PUBLICA,NO,NULO,2 SUJETOS UNO VISTE DE NEGRO EL OTRO VISTE SUETER GRIS PANTS NEGRO TRAE BARBA,NULO,NULO,N,0,NULO,0,,,NULO,46,Robo a persona,-102.28103894,21.91970638
12191,ENERO,2018-01-13,SABADO,4,42,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION INSURGENTES),406,INSURGENTES,AVENIDA,CONVENCION DE 1914 SUR,NA,0,N,0,N,QUINTA,REPUBLICA DE BRASIL,REPUBLICA DE PERU,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,1,0,0,NO,CENTRAL CAMIONERA,NO,NULO,NULO,NULO,NULO,N,0,NULO,0,,,NULO,47,Robo a persona,-102.29878252,21.86587200
12496,ENERO,2018-01-13,SABADO,14,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,TERAN SUR,AVENIDA,RODOLFO LANDEROS GALLEGOS,NA,0,N,0,N,ESTHELA ALDANA,SIGLO XXI,ELENA CUELLAR A,NA,NA,NO,N,0,0,N,NULO,0,0,0,1,0,0,0,1,0,0,SI,VIA PUBLICA,NO,NULO,1 SUJETO VISTE SUDADERA AZUL GORRA DE COLOR AZUL Y ES BARBON,NULO,NULO,N,0,NULO,0,,,NULO,48,Robo a persona,-102.25396942,21.90183946
