FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFEC,CAT_SOS,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,DEN_CASIO,OID,LONG,LAT
242359991,0,50102,AUTOPARTES,12,2024-12-26,52,4,5,NINGUNO,CENTRO DE ABASTOS VIÐEDOS SAN MARCOS,1015,1015,AVENIDA,INDEPENDENCIA,0,NA,",,,",CALLE,SIN DATOS,7,22,38,24,21:30-23:59,true,false,9,Ninguna,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,35,Gasolina,0.00000,0.000000,false,1,2,CAMION,ND,ND,1,13,0,1,-102.29253000,21.97322200
242374160,0,50102,AUTOPARTES,12,2024-12-29,52,7,1,BARRIO,EL ENCINO,517,517,CALLE,JOSE ORTIZ DE DOMINGUEZ,0,NA,",,,",AVENIDA,PASEO DE LA CRUZ,5,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,1,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,ND,ND,ND,1,4,0,2,-102.28890633,21.87334987
242316585,0,30904,AUTOPARTES,12,2024-12-21,51,6,1,ZONA,ZONA CENTRO,501,501,CALLE,GENERAL MIGUEL BARRAGAN,0,NA,",,,",CALLE,JESUS R MACIAS,1,17,15,22,15:30-18:59,true,false,9,Ninguna,1 HOMBRE,ND,ND,H,8,1,ND,ND,0,0,false,0,N,N,"31,38",Maleta. otros,0.00000,0.000000,false,1,1,CAMIONETA,ND,ND,1,4,0,3,-102.28972514,21.89179814
242333628,0,30422,AUTOPARTES,12,2024-12-23,52,1,1,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A SECCION,143,143,CALLE,REPUBLICA DEL SALVADOR,0,NA,"1506,,,",CALLE,REPUBLICA MEXICANA,2,20,13,23,19:00-21:29,false,false,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,false,0,N,N,"26,3","Bolso, celular",0.00000,0.000000,false,3,1,AUTOMOVIL,ND,ND,1,1,0,4,-102.30568300,21.86488792
242328417,0,30411,AUTOPARTES,12,2024-12-23,52,1,1,FRACCIONAMIENTO,TROJES DEL COBANO,229,229,CALLE,TAMARINDO,0,NA,"307,,,",CALLE,F,3,23,45,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,0,5,-102.27927673,21.90894636
242328600,0,30403,AUTOPARTES,12,2024-12-23,52,1,6,COLONIA,ZONA CENTRO,1130,1130,CALLE,PONCIANO ARREAGA,0,NA,",,,",CALLE,16 DE SEPTIEMBRE SUR,7,0,29,25,00:00-02:59,false,false,9,Ninguna,ND,ND,ND,A,8,0,ND,ND,0,0,false,0,N,N,23,Equipo de sonido,0.00000,0.000000,false,1,2,CAMIONETA,CHEVROLET,BLAZER,1,1,0,6,-102.27511838,22.14578281
242328680,0,30403,AUTOPARTES,12,2024-12-23,52,1,6,COLONIA,ZONA CENTRO,1130,1130,CALLE,HEROICO COLEGIO MILITAR,0,NA,"5,,,",CALLE,PLUTARCO ELIAS CALLES,7,0,0,27,Sin datos,false,false,9,Ninguna,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,23,Equipo de sonido,0.00000,6000.000000,false,4,2,CAMIONETA,CHEVROLET,ND,1,1,0,7,-102.28017152,22.14691820
242331046,0,30403,AUTOPARTES,12,2024-12-23,52,1,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,JOSE MARIA BOCANEGRA,0,NA,",,,",CALLE,CORONEL VALENTE ARTEAGA,2,0,0,5,00:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"26,38,11","Bolsa, otros, herramienta",0.00000,0.000000,false,4,1,AUTOMOVIL,NISSAN,VERSA,1,13,0,8,-102.32598312,21.85447800
242339296,0,30403,AUTOPARTES,12,2024-12-24,52,2,1,FRACCIONAMIENTO,GOMEZ,237,237,AVENIDA,DE LA CONVENCION DE 1914 PONIENTE,0,NA,",,,",AVENIDA,PRESBITERO DOCTOR SALVADOR QUEZADA LIMON,6,18,1,22,15:30-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,28,Dinero,0.00000,0.000000,false,4,1,CAMIONETA,FORD,RANGER,1,1,0,9,-102.31269190,21.88535549
242344002,0,30411,AUTOPARTES,12,2024-12-25,52,3,1,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,585,585,CALLE,CRUZ DEL SUR,0,NA,",,,",CALLE,VEGA,5,0,0,1,Dias solo,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,6,0,10,-102.26585079,21.87105590
242345554,0,30403,AUTOPARTES,12,2024-12-25,52,3,1,COLONIA,DEL CARMEN,236,236,CALLE,ALAMAN,0,NA,",,,",CALLE,LA LUZ,1,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"22,38","Autoestereo, otros",0.00000,0.000000,false,1,3,AUTOMOVIL,ND,ND,1,6,0,11,-102.30470065,21.88929220
242347325,242347346,30403,AUTOPARTES,12,2024-12-25,52,3,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,TENIENTE CORONEL MACARIO SARABIA,0,NA,"304,,,",CALLE,JOSE MARIA BOCANEGRA,2,8,4,19,06:00-08:59,true,false,4,Fuego,1 HOMBRE,EL PITBULL,H,H,8,0,ND,ND,0,0,false,0,N,N,"26,12","Bolsos, ropa",0.00000,0.000000,false,4,1,AUTOMOVIL,NISSAN,MARCH,1,23,3675,12,-102.32488822,21.85396842
242347325,242347346,30411,AUTOPARTES,12,2024-12-25,52,3,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,TENIENTE CORONEL MACARIO SARABIA,0,NA,"304,,,",CALLE,JOSE MARIA BOCANEGRA,2,0,0,0,06:00-08:59,true,false,4,Fuego,1 HOMBRE,EL PITBULL,H,H,8,0,ND,ND,0,0,false,0,N,N,"24,25","Bateria, llanta",0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,23,3675,13,-102.32490711,21.85394962
242348617,0,30411,AUTOPARTES,12,2024-12-25,52,3,1,FRACCIONAMIENTO,OJOCALIENTE I,190,190,CALLE,BUENAVISTA,0,NA,",,,",CALLE,MONTORO,4,0,0,1,Dias solo,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,11","Autoestereo, herramienta",0.00000,6500.000000,false,1,3,CAMIONETA,ND,ND,1,1,0,14,-102.25418417,21.88764537
242348656,0,30411,AUTOPARTES,12,2024-12-25,52,3,1,BARRIO,EL ENCINO,517,517,CALLE,DOCTOR DIAZ DE LEON,0,NA,",,,",CALLE,DEL SOL,1,13,28,21,12:00-15:29,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,12,38","Mochila, ropa, otros",0.00000,32500.000000,false,1,3,CAMIONETA,RENAULT,STEPWAY,1,1,0,15,-102.29346783,21.87827954
242354798,0,30411,AUTOPARTES,12,2024-12-26,52,4,3,NINGUNO,MALPASO,846,846,CALLE,LAUREL,0,NA,",,,",CALLE,CEDRO,7,0,0,27,Sin datos,false,false,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,CAMIONETA,MAZDA,ND,1,13,0,16,-102.66489647,21.85728225
242368906,0,30904,AUTOPARTES,12,2024-12-28,52,6,2,COMUNIDAD,SAN JOSE DEL RIO,723,723,CALLE,BENITO JUAREZ,0,NA,"586,,,",NA,NA,7,0,0,1,Dias solo,false,false,9,Ninguna,1 HOMBRE,VECINO,ND,H,6,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,CAMIONETA,CHEVROLET,PICK UP,1,1,0,17,-102.06097300,22.12635300
242368009,0,30411,AUTOPARTES,12,2024-12-28,52,6,1,FRACCIONAMIENTO,INSURGENTES,161,161,CALLE,GABRIELA LEYVA,0,NA,"229,,,",CALLE,ABRAHAM GONZALEZ,2,0,0,16,19:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOPARTES,RENAULT,ND,1,1,0,18,-102.31112524,21.85042536
242375453,0,30411,AUTOPARTES,12,2024-12-29,52,7,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,210,AVENIDA,SIGLO XXI,0,NA,",,,",BOULVARD,GUADALUPANO,3,0,0,1,Dias solo,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,1,0,19,-102.25755199,21.90804758
242381976,0,30411,AUTOPARTES,12,2024-12-30,53,1,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,307,CALLE,HACIENDA LA MAGDALENA,0,NA,"315,A,,",CIRCUITO,HACIENDA HUAXTLA,4,6,57,19,06:00-08:59,true,false,9,1 HOMBRE,ND,ND,H,M,8,0,ND,ND,0,0,false,0,N,N,54,Tapas,0.00000,0.000000,false,2,2,CAMIONETA,VOLKSWAGEN,TIGUAN,1,1,0,20,-102.24133868,21.88735764
242382951,0,30411,AUTOPARTES,12,2024-12-30,53,1,1,ZONA,ZONA CENTRO,501,501,CALLE,NIETO,0,NA,"457,,,",CALLE,JOSE F ELIZONDO NORTE,1,0,0,9,06:00-18:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,22,Autoestereo,0.00000,1800.000000,false,1,2,AUTOMOVIL,FORD,RANGER,1,1,0,21,-102.30170029,21.87863831
242385098,0,30411,AUTOPARTES,12,2024-12-30,53,1,1,COLONIA,INDUSTRIAL,240,240,PROLONGACION,MELQUIADES MORENO,0,NA,",,,",AVENIDA,DE LA CONVENCION DE 1914 NORTE,6,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,HYUNDAI,ATOS,1,6,0,22,-102.29491553,21.89966148
242385472,0,30411,AUTOPARTES,12,2024-12-30,53,1,1,FRACCIONAMIENTO,PIRULES,690,690,AVENIDA,DE LOS MAESTROS,0,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,2,20,7,23,19:00-21:29,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,22,Autoestereo,0.00000,0.000000,false,1,2,CAMIONETA,OLDSMOBILE,BRAVADA,1,1,0,23,-102.31512697,21.85838759
242386859,242388554,30403,AUTOPARTES,12,2024-12-30,53,1,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,249,249,AVENIDA,DE LA CONVENCION DE 1914 SUR,0,NA,",,,",CALLE,CUAUHTEMOC,5,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,39,Sin datos,0.00000,0.000000,false,4,5,CAMIONETA,NISSAN,XTRAIL,1,6,0,24,-102.27119995,21.87138998
242387684,0,30403,AUTOPARTES,12,2024-12-31,53,2,1,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,585,585,CALLE,CASIOPEA,0,NA,"314,,,",CALLE,CAN MAYOR,5,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,41,Ninguno,0.00000,0.000000,false,4,4,AUTOMOVIL,NISSAN,VERSA,1,1,0,25,-102.26814057,21.87091578
242389612,0,30411,AUTOPARTES,12,2024-12-31,53,2,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,530,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,HACIENDA SALTO DE LOS SALADOS,4,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"46,25","Accesorios, llanta",0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,VERSA,1,23,3709,26,-102.25003205,21.88477076
242249392,0,30904,AUTOPARTES,12,2024-12-12,50,4,1,FRACCIONAMIENTO,S.T.E.M.A.,311,311,CALLE,SAN JOSE DE GRACIA,0,NA,",,,",AVENIDA,JOSE H ESCOBEDO,4,0,0,1,Dias solo,false,false,9,Ninguna,1 HOMBRE,AUTOLAVADO,H,H,8,0,ND,ND,0,0,false,0,N,N,40,Tarjeta,0.00000,0.000000,false,3,1,AUTOMOVIL,ND,ND,1,13,0,27,-102.27207117,21.89620544
242257025,0,50305,AUTOPARTES,12,2024-12-13,50,5,1,COLONIA,INDUSTRIAL,240,240,CALLE,ALFREDO LEWIS,0,NA,",,,",AVENIDA,PETROLEOS MEXICANOS,6,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,A,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,13,0,28,-102.29340498,21.89919454
242280384,0,30411,AUTOPARTES,12,2024-12-16,51,1,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,457,PROLONGACION,MARIANO HIDALGO,0,NA,",,,",CALLE,CORRECTORES,5,6,30,19,06:00-08:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,46,Accesorios,0.00000,0.000000,false,2,2,MOTOCICLETA,ITALIKA,ND,1,1,0,29,-102.25114898,21.84965806
242281534,0,30411,AUTOPARTES,12,2024-12-16,51,1,1,FRACCIONAMIENTO,GOMEZ,237,237,CALLE,ASUNCION,0,NA,",,,",AVENIDA,GUADALUPE,6,11,45,20,09:00-11:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,1,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,2,0,30,-102.30976151,21.88497058
242284750,0,30403,AUTOPARTES,12,2024-12-16,51,1,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ENCINO",331,331,CALLE,FELIPE SERRANO,0,NA,",,,",AVENIDA,SIGLO XXI,3,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,R,8,0,ND,ND,0,0,false,0,N,N,"24, 31","Bateria, mochila",0.00000,0.000000,false,1,3,CAMION,ND,ND,1,2,0,31,-102.26795387,21.92826547
242286267,0,30411,AUTOPARTES,12,2024-12-17,51,2,1,FRACCIONAMIENTO,VILLAS DEL PILAR I,491,491,CALLE,LUIS CABRERA,0,NA,"609,,,",AVENIDA,SIGLO XXI,2,0,46,25,00:00-02:59,true,false,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,false,0,BICICLETA,N,"24,23","Bateria, estereo",0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,VOCHO,1,1,0,32,-102.30595500,21.84600117
242286986,0,30403,AUTOPARTES,12,2024-12-17,51,2,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,221,221,AVENIDA,GIGANTE,0,NA,",,,",CALLE,SALTO DE OJOCALIENTE,3,6,48,19,06:00-08:59,true,false,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,false,0,N,N,2,Computadora,0.00000,0.000000,false,1,1,CAMIONETA,ND,ND,1,2,0,33,-102.26285980,21.90864890
242290935,0,30403,AUTOPARTES,12,2024-12-17,51,2,1,FRACCIONAMIENTO,VILLA DE LA LOMA,336,336,CALLE,CULTURA OTOMI,0,NA,",,,",CALLE,LOAM DEL JABALI,3,19,38,23,19:00-21:29,true,false,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,SENTRA,1,1,0,34,-102.24627180,21.91182597
242298624,0,30414,AUTOPARTES,12,2024-12-18,51,3,1,COLONIA,DEL CARMEN,236,236,CALLE,LA LUZ,0,NA,"111,,,",CALLE,LIBERTAD,1,0,0,2,06:00-11:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,23,3648,35,-102.29986631,21.88924117
242294727,0,30411,AUTOPARTES,12,2024-12-18,51,3,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ,256,256,PRIVADA,JACARANDA,0,NA,"101,,,",AVENIDA,JACARANDA,5,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,27,Documentos,0.00000,0.000000,false,1,1,AUTOMOVIL,RENAULT,KWID,1,6,0,36,-102.27312757,21.87587583
242305168,0,30446,AUTOPARTES,12,2024-12-19,51,4,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION I,128,128,AVENIDA,LUIS DONALDO COLOSIO,0,NA,",,,",CALLE,SAN JULIAN,6,23,33,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,2,3,29","Cartera, celular, computo, mochila",0.00000,0.000000,false,1,1,AUTOMOVIL,ND,ND,1,1,0,37,-102.30880829,21.92432912
242302170,0,30411,AUTOPARTES,12,2024-12-19,51,4,1,FRACCIONAMIENTO,COLINAS DE SAN IGNACIO,646,646,CALLE,AMBIENTE,0,NA,",,,",CALLE,CAMINO ANTIGUO A SAN IGNACIO,6,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,22,Autoestereo,0.00000,0.000000,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,23,3651,38,-102.32034820,21.89844908
242307397,0,30411,AUTOPARTES,12,2024-12-20,51,5,1,BARRIO,GUADALUPE,502,502,AVENIDA,GUADALUPE,0,NA,",,,",CALLE,NICOLAS BRAVO,1,9,30,20,09:00-11:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,46,Accesorios,0.00000,0.000000,false,2,2,AUTOMOVIL,NISSAN,VERSA,1,6,0,39,-102.30172896,21.88414679
242310299,0,30403,AUTOPARTES,12,2024-12-20,51,5,1,FRACCIONAMIENTO,SOLIDARIDAD IV,195,195,AVENIDA,MARIANO HIDALGO,0,NA,",,,",CALLE,MORELOS CARLOS GARCIA HIDALGO,5,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,27,Sin datos,0.00000,0.000000,false,4,5,AUTOMOVIL,ND,ND,1,2,0,40,-102.25429374,21.85043837
242221156,0,30307,AUTOPARTES,12,2024-12-08,49,7,5,FRACCIONAMIENTO,LOMAS DE JESUS MARIA,1096,1096,CALLE,TAMUIN,0,NA,",,,",CALLE,XOCHICALCO,7,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,4,2,CAMION,ND,ND,1,1,0,41,-102.34242682,21.95087849
242227674,0,30404,AUTOPARTES,12,2024-12-09,50,1,5,FRACCIONAMIENTO,ARBOLEDAS I Y II,1061,1061,PROLONGACION,AGUSTIN DE ITURBIDE,0,NA,",,,",PRIVADA,DE LOS PIRULES,7,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,41,Ninguno,0.00000,20000.000000,false,1,4,CAMION,ND,ND,1,13,0,42,-102.34698815,21.95539920
242230636,0,30446,AUTOPARTES,12,2024-12-09,50,1,1,FRACCIONAMIENTO,COLINAS DEL RIO,663,663,CALLE,RIO DUERO,0,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,6,16,13,22,15:30-18:59,false,false,9,Ninguna,1 HOMBRE,AUTOLAVADO,ND,M,7,0,ND,ND,0,0,false,0,N,N,3,Celular,0.00000,0.000000,false,1,1,AUTOMOVIL,ND,ND,1,13,0,43,-102.31727736,21.89142655
242234901,0,30411,AUTOPARTES,12,2024-12-10,50,2,1,FRACCIONAMIENTO,COLINAS DEL RIO,663,663,CALLE,RIO NILO,0,NA,"215,,,",CALLE,RIO BRAVO,6,0,0,16,19:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,LUPO,1,23,3597,44,-102.31998366,21.89732710
242236427,0,30411,AUTOPARTES,12,2024-12-10,50,2,1,FRACCIONAMIENTO,COLINAS DEL RIO,663,663,CALLE,RIO JORDAN,0,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,6,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,46,Accesorios,0.00000,0.000000,false,1,2,AUTOMOVIL,RENAULT,KANGOO,1,23,3601,45,-102.31731166,21.89206914
242236843,242236768,30411,AUTOPARTES,12,2024-12-10,50,2,1,FRACCIONAMIENTO,COLINAS DEL RIO,663,663,CALLE,RIO EUFRATES,0,NA,"102,,,",AVENIDA,AGUASCALIENTES PONIENTE,6,0,0,18,Dias solo,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,CHEVROLET,SPARK,13,23,3602,46,-102.31738916,21.89253503
242238738,0,30403,AUTOPARTES,12,2024-12-10,50,2,1,UNIDAD HABITACIONAL,POTREROS DEL OESTE,167,167,ANDADOR,PORTALES,0,NA,",,,",CALLE,CANARIO,2,19,41,23,19:00-21:29,true,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,41,Ninguno,0.00000,0.000000,false,4,4,AUTOMOVIL,CHEVROLET,SPARK,1,6,0,47,-102.29881510,21.84579099
242240090,0,50305,AUTOPARTES,12,2024-12-10,50,2,5,COLONIA,J GOMEZ PORTUGAL (MARGARITAS),960,960,AVENIDA,PANAMERICANA,0,NA,",,,",CALLE,MERCURIO,7,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,40,27,28",300,0.00000,0.000000,false,1,1,AUTOMOVIL,ND,ND,1,13,0,48,-102.28862742,21.99092892
242241749,0,30403,AUTOPARTES,12,2024-12-11,50,3,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,93,AVENIDA,AGUASCALIENTES ORIENTE,0,NA,",,,",CALLE,BONAMPAK,5,0,0,15,19:00-05:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,24,11","Autoestereo, bateria, herramienta",0.00000,5000.000000,false,4,3,DODGE,ATTITUDE,ND,1,13,0,49,-102.25559007,21.86046536
242242510,0,30403,AUTOPARTES,12,2024-12-11,50,3,1,UNIDAD HABITACIONAL,POTREROS DEL OESTE,167,167,ANDADOR,LA LOMA,0,NA,",,,",ANDADOR,PEðASCO,2,0,0,27,Sin datos,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,38,Otros,0.00000,0.000000,false,1,1,CAMIONETA,JEEP,CHEROKEE,1,1,0,50,-102.29792043,21.84368785
242244065,0,30411,AUTOPARTES,12,2024-12-11,50,3,1,FRACCIONAMIENTO,SOLIDARIDAD II,193,193,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,TECNOLOGICO,5,0,0,9,06:00-18:59,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,25,Llanta,0.00000,0.000000,false,2,2,AUTOMOVIL,NISSAN,TIIDA,23,13,3608,51,-102.24474191,21.86694692
242245186,0,30411,AUTOPARTES,12,2024-12-11,50,3,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,CORONEL JOSE FERRERO,0,NA,"205,,,",CALLE,PROFESOR RICARDO GARCIA MENDOZA,2,0,0,27,Sin datos,false,false,9,Ninguna,1 HOMBRE,FAMILIA,ND,M,5,0,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,13,0,52,-102.32387138,21.85542829
242247076,0,30403,AUTOPARTES,12,2024-12-11,50,3,1,ESPECIAL,DESARROLLO ESPECIAL INGEGI,493,493,CALLE,PASEO DE LAS GARZAS,0,NA,",,,",AVENIDA,DEL LAGO,5,23,13,24,21:30-23:59,false,false,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,2,6","Mochila, laptop, accesorios de computadora",0.00000,0.000000,false,4,1,AUTOMOVIL,NISSAN,VERSA,1,6,0,53,-102.28460971,21.85532206
242243474,0,30446,AUTOPARTES,12,2024-12-11,50,3,1,FRACCIONAMIENTO,PUNTA DEL CIELO,535,535,CALLE,PASEO DEL PARAISO,0,NA,",,,",CARRETERA,CARRETERA 66,6,13,7,21,12:00-15:29,true,false,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,false,0,N,N,30,Llaves,0.00000,0.000000,false,3,1,CAMIONETA,TOYOTA,HILUX,1,1,0,54,-102.35542600,21.90626900
242246306,0,30446,AUTOPARTES,12,2024-12-11,50,3,1,NO APLICA,DESARROLLO ESPECIAL VILLASUNCION,560,560,AVENIDA,AGUASCALIENTES SUR,0,NA,",,,",AVENIDA,MAHATMA GANDHI,2,21,13,24,21:30-23:11,false,false,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,53,Casco,0.00000,0.000000,false,2,2,MOTOCICLETA,ND,ND,1,1,0,55,-102.29528642,21.85842245
242241163,0,30446,AUTOPARTES,12,2024-12-11,50,3,1,FRACCIONAMIENTO,EJIDO OJOCALIENTE,559,559,CALLE,24 DE DICIEMBRE,0,NA,",,,",CALLE,PLAN DE AYALA,4,1,32,25,00:00-02:59,true,false,9,Ninguna,"3 HOMBRES, 2 MUJERES",ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,5,Equipo de sonido en casa,0.00000,0.000000,false,3,1,AUTOMOVIL,ND,ND,1,13,0,56,-102.26126468,21.88512766
242250178,0,30411,AUTOPARTES,12,2024-12-12,50,4,1,COLONIA,INDUSTRIAL,240,240,CALLE,ALFREDO LEWIS,0,NA,",,,",AVENIDA,PETROLEOS MEXICANOS,6,12,10,21,12:00-14:59,true,false,9,Ninguna,1 MUJER,ND,M,H,8,1,ND,ND,0,0,false,0,N,N,24,Bateria,0.00000,0.000000,false,1,2,CAMIOMETA,CHRYSLER,TOWN COUNTRY,1,4,0,57,-102.29323566,21.89924262
