FOLIO,MES,FECHA,DIA_SEM,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,HORA,MINUTOS,H_DIAS_S,H_MR_0_6,H_M_6_12,H_T_12_19,H_N_19_24,H_MR_MA,H_MR_TAR,H_MR_NO,H_MAN_TAR,H_MAN_NOC,H_MAN_MR,H_TAR_MR,H_TAR_MA,H_TAR_NOC,H_NOC_MR,H_NOC_MA,H_NOC_TA,H_DIA_SOLA,H_MED_MA_A,H_MED_MA_B,H_MED_TA_A,H_MED_TA_B,H_MED_NO_A,H_MED_NO_B,H_MED_MR_A,H_MED_MR_B,SIN_DAT,EN_PROCESO,C_VIOLENC,TIPO_ARMA,DETENIDO,SOSPECHOSO,FERIA,I_AZOTEA,I_DOMO,I_PAR_TRAS,I_PAR_DELA,I_VENTANA,I_BOQUETE,SIN_INF,DINERO,CANTIDAD,PANTALLA,COMPUTO,CELULAR,DVD_BLU,EST_TEA_BO,TECNOLOG,SE_TV_PAGA,ELECTRODOM,MOBILIARIO,ACABADOS,HERRAM,ROPA,JUGUETERIA,BICI_TRIC,JOYERIA,UTENS_COC,CAJAFUERTE,ACC_VEHIC,TANQUE_GAS,MAT_CONSTR,MASCOTAS,VEHICULO,OTROS,SIN_DATOS,MONTO_APRO,OID,DELEGACION,INCIDENTE,LONG,LAT
233581,OCTUBRE,2016-10-08,SABADO,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,URICHO,0,402,NULO,0,NULO,TEXCOCO,CULHUACAN,NINGUNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,SAN FRANCISCO,Robo a casa habitación,-102.25163355,21.95821104
233307,OCTUBRE,2016-10-08,SABADO,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,JANITZIO,0,609,NULO,6,NULO,RIBERA DE CHAPALA,COYOACAN,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,38,SAN FRANCISCO,Robo a casa habitación,-102.25157116,21.95567694
226147,SEPTIEMBRE,2016-09-29,JUEVES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,TUXCUECA,0,439,NULO,0,NULO,TEXCOCO,CULHUACAN,IXTLAHUACAN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,1,3000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,SAN FRANCISCO,Robo a casa habitación,-102.24991952,21.95832836
218838,SEPTIEMBRE,2016-09-19,LUNES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SAN ANTONIO TLAYAPAN,0,403,NULO,2,NULO,CULHUACAN,TEXCOCO,ZAPOTLAN DEL REY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,SUBURBAN NEGRA S/PLA,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,40,SAN FRANCISCO,Robo a casa habitación,-102.24860221,21.95404706
218254,SEPTIEMBRE,2016-09-18,DOMINGO,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,CULHUACAN,0,2002,NULO,0,NULO,ZAPOTLAN DEL REY,JUANACATLAN,COYOACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5000,41,SAN FRANCISCO,Robo a casa habitación,-102.24868372,21.95354001
215397,SEPTIEMBRE,2016-09-15,JUEVES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,COYOACAN,0,301,NULO,0,NULO,URICHO,HUEXOTLA,RIBERA DE CHAPALA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,42,SAN FRANCISCO,Robo a casa habitación,-102.25284374,21.95765144
205561,SEPTIEMBRE,2016-09-04,DOMINGO,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,TIZAPAN,0,331,NULO,0,NULO,CULHUACAN,COYOACAN,TUXCUECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,43,SAN FRANCISCO,Robo a casa habitación,-102.25180213,21.95777551
164514,JULIO,2016-07-18,LUNES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SANTIAGO,0,228,NULO,0,NULO,COYOACAN,RIBERA DE CHAPALA,PONCITLAN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,44,SAN FRANCISCO,Robo a casa habitación,-102.25182912,21.95632597
135557,JUNIO,2016-06-14,MARTES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,LA RIBERA,1505,0,NULO,4,NULO,CULHUACAN,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45,SAN FRANCISCO,Robo a casa habitación,-102.25249471,21.95852149
95677,ABRIL,2016-04-30,SABADO,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,TUXCUECA,0,557,NULO,0,NULO,HUEXOTLA,TEXCOCO,IXTLAHUACAN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,46,SAN FRANCISCO,Robo a casa habitación,-102.24816204,21.95928944
92625,ABRIL,2016-04-26,MARTES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,LA BARCA,0,402,NULO,0,NULO,CULHUACAN,TEXCOCO,PONCITLAN,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30000,47,SAN FRANCISCO,Robo a casa habitación,-102.24942704,21.95689314
86389,ABRIL,2016-04-18,LUNES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,TIZAPAN,0,506,NULO,0,NULO,TEXCOCO,HUEXOTLA,URICHO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,48,SAN FRANCISCO,Robo a casa habitación,-102.24994542,21.95882573
86364,ABRIL,2016-04-18,LUNES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,ZACOALCO,0,412,NULO,3,NULO,TEXCOCO,CULHUACAN,CAJITITALN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000,49,SAN FRANCISCO,Robo a casa habitación,-102.24830693,21.95559849
81169,ABRIL,2016-04-12,MARTES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,TIZAPAN,0,404,NULO,0,NULO,CULHUACAN,TEXCOCO,URICHO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,1,400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,50,SAN FRANCISCO,Robo a casa habitación,-102.25151535,21.95795289
55708,MARZO,2016-03-13,DOMINGO,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,TUXCUECA,0,411,NULO,0,NULO,CULHUACAN,TEXCOCO,IXTLAHUACAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,URICHO 327,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,51,SAN FRANCISCO,Robo a casa habitación,-102.25076942,21.95784924
35907,FEBRERO,2016-02-17,MIERCOLES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SAN JUAN COSALA,0,503,NULO,0,NULO,TEXCOCO,TENAYUCA,NAPIZARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,52,SAN FRANCISCO,Robo a casa habitación,-102.24744416,21.95555442
10863,ENERO,2016-01-15,VIERNES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,PRIVADA,TLAHUACAN,0,210,NULO,0,NULO,RIBERA DE CHAPALA,SIN DATOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30000,53,SAN FRANCISCO,Robo a casa habitación,-102.25161956,21.95571722
8855,ENERO,2016-01-12,MARTES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,CAJITITLAN,0,134,NULO,0,NULO,RIBERA DE CHAPALA,EL SALTO,CHAPALA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,54,SAN FRANCISCO,Robo a casa habitación,-102.25146772,21.95428559
6663,ENERO,2016-01-09,SABADO,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,ZAPOTLAN DEL REY,0,512,NULO,2,NULO,TENAYUCA,TEXCOCO,SAN ANTONIO TLAYAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15000,55,SAN FRANCISCO,Robo a casa habitación,-102.24610089,21.95500645
3961,ENERO,2016-01-05,MARTES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,URICHO,0,414,NULO,0,NULO,CULHUACAN,TEXCOCO,HUEXOTLA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,56,SAN FRANCISCO,Robo a casa habitación,-102.25060915,21.95882643
25805,FEBRERO,2016-02-04,JUEVES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SAN JUAN COSALA,0,407,NULO,2,NULO,CULHUACAN,TEXCOCO,ZACOALCO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,57,SAN FRANCISCO,Robo a casa habitación,-102.24862384,21.95496280
278386,DICIEMBRE,2016-12-07,MIERCOLES,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,CALLE,GENERAL FRANCISCO VILLA,0,817,NULO,0,NULO,CORONEL FELIX DE LA PAZ,NORBERTO GOMEZ HORNEDO,20 DE NOVIEMBRE,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SI,NO,NO,NO,MENOR 10 AÑOS,NO,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,POCITOS,Robo a casa habitación,-102.28869901,21.89597733
270913,DICIEMBRE,2016-12-08,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMA DEL COBANO,474,CALLE,LIBRA,0,1552,NULO,0,NULO,LOMA GRANDE,PISCIS,LOMA CALIDA,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SI,NO,NO,NO,MOTOCICLETA ROJA,NO,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,TERAN NORTE,Robo a casa habitación,-102.27430298,21.90465680
284775,DICIEMBRE,2016-12-15,JUEVES,AGUASCALIENTES,RURAL,COLONIA,GRAL JOSE MA MORELOS Y PAVON (CAÑADA HONDA),354,CARRETERA,60,0,8,KM,0,NULO,NINGUNO,NINGUNO,NINGUNO,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SI,SI,FUEGO,NO,CON PASAMONTAÑAS,NO,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,TERAN NORTE,Robo a casa habitación,-102.20858500,21.99526701
277553,DICIEMBRE,2016-12-06,MARTES,JESUS MARIA,URBANA,FRACCIONAMIENTO,LA CUESTA,211,CALLE,CERRADA CUESTA DEL ROMERAL,0,110,NULO,0,NULO,CUESTA DE LAS ENRAMADAS,ALEJANDRO DE LA CRUZ SAUCEDO,VALLADOLID,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SI,NO,NO,NO,VECINO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,JESUS MARIA,Robo a casa habitación,-102.33831060,21.97349069
278147,DICIEMBRE,2016-12-07,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA ADELINA,0,203,NULO,0,NULO,VILLA ADELINA,ELIAS DE LARA,VILLA CLARA,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SI,NO,NO,SI,NO,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,,Robo a casa habitación,-102.25305944,21.92764200
275815,DICIEMBRE,2016-12-04,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOULEVARES 2A SECCION,1103,CALLE,BELISARIO DOMINGUEZ,0,229,NULO,0,NULO,CAPITAN DIEGO FERNANDEZ VILLA,ENRIQUE C REBSAMEN,INGERIERO G A LOYOLA ESCOBEDO,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SI,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,63,,Robo a casa habitación,-102.30644106,21.85526334
274924,DICIEMBRE,2016-12-03,SABADO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LINDAVISTA,407,CALLE,CRISTOBAL COLON,0,711,NULO,0,NULO,PAUL HARRIS,HERNAN GONZALEZ,DE LOS VALADEZ,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO,SI,GOLPES,NO,NO,NO,0,0,0,1,0,0,0,1,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,64,MORELOS,Robo a casa habitación,-102.29236604,21.86926208
287957,DICIEMBRE,2016-12-18,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL MANUEL M DIEGUEZ,0,105,NULO,0,NULO,DOROTEO ARANGO,DOCTOR MARIANO AZUELA,BELISARIO DOMINGUEZ,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NO,SI,GOLPES,NO,NO,NO,0,0,0,0,0,0,1,1,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,65,INSURGENTES,Robo a casa habitación,-102.30705673,21.85370398
