FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,MOT_DET,LESIONADO,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,LON,OID,LONG,LAT
211401775,30414,ROBO A CASA,11,2021-11-20,46,6,1,FRACCIONAMIENTO,VILLA LAS PALMAS II,596,CALLE,VILLA MARIA,NA,NA,"108,,,",CALLE,VILLA ALEJANDRZ,5,0,0,4,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,4000,false,1,1,-102.23430000,3667,-102.23437068,21.86328160
211401874,30414,ROBO A CASA,11,2021-11-21,46,7,1,FRACCIONAMIENTO,SAN CAYETANO,1118,PRIVADA,PRIMERA SAN VICENTE,NA,NA,"104,,,",AVENIDA,CANAL INTERCEPTOR,6,0,0,22,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,7000,false,1,1,-102.31050000,3668,-102.31052775,21.90234201
211402458,30414,ROBO A CASA,11,2021-11-21,46,7,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,ROSA MARIA REMUSET S,NA,NA,"402,,,",CALLE,MARGARITA TISCAREÑO,4,0,0,14,6,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,2,11,12,31,38",0,80000,false,1,1,-102.25840000,3669,-102.25844347,21.90331509
211402658,30414,ROBO A CASA,11,2021-11-21,46,7,1,FRACCIONAMIENTO,NATURA,699,CIRCUITO,OSO PANDA,NA,NA,",,,",AVENIDA,JESUS GARCIA CORONA,3,0,0,24,4,NO,false,false,9,1 HOMBRE 1 MUJER,ND,4,DISTURBIO,0,N,N,NO,10,0,0,false,1,4,-102.25360000,3670,-102.25366004,21.93420308
211402881,30414,ROBO A CASA,11,2021-11-21,46,7,3,COMUNIDAD,MESA GRANDE,133PC,CALLE,ALVARO OBREGON,NA,NA,",,,",CALLE,TEPETATE DE ABAJO,7,0,0,24,9,CONSTRUCCION,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.71870000,3671,-102.71874589,21.80272732
211404157,30414,ROBO A CASA,11,2021-11-22,47,1,1,FRACCIONAMIENTO,LA FLORIDA II,320PR,CALLE,PASEO DEL CAMPO,NA,NA,"185,,,",CALLE,PASEO DE LOS TREBOLES,3,0,0,27,7,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"6,12",0,25000,false,1,1,-102.24140000,3672,-102.24148046,21.92762784
211404374,30414,ROBO A CASA,11,2021-11-22,47,1,1,FRACCIONAMIENTO,VNSA SECTOR ALAMEDA,516,CALLE,JOSE A PINEDO,NA,NA,"121,,,",CALLE,ALFREDO MUÑOZ,3,10,22,20,1,SOLA,true,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.26640000,3673,-102.26649143,21.93368585
211405845,30414,ROBO A CASA,11,2021-11-22,47,8,5,COMUNIDAD,LA TOMATINA,192P,AVENIDA,LA TOMATINA,NA,NA,",,,",CALLE,NOGAL,7,0,0,1,9,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.41350000,3674,-102.41351651,21.89916646
211405904,30414,ROBO A CASA,11,2021-11-22,47,1,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,CALLE,FRANCISCO LOPEZ MEDRANO,NA,NA,"119,,,",AVENIDA,VALLE DE LOS ROMEROS,3,0,0,27,7,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,5,0,12000,false,1,1,-102.26000000,3675,-102.26007156,21.93942031
211406632,30414,ROBO A CASA,11,2021-11-22,47,1,1,FRACCIONAMIENTO,CIRCUNVALACION PONIENTE,942,CALLE,NARANJO,NA,NA,"215,,,",CALLE,RAFAEL RODRIGUEZ DOMINGUEZ,2,0,0,14,4,NO,false,false,9,ND,ND,0,NO,0,N,N,SI,"9,10,11",0,2500,false,1,1,-102.30960000,3676,-102.30964484,21.87228281
211407362,30414,ROBO A CASA,11,2021-11-22,47,1,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,MONTE DOBRA,NA,NA,"310,C,,",CALLE,MONTES DE TOLEDO,3,0,0,14,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,28",8000,13000,false,1,26,-102.25660000,3677,-102.25663642,21.94534281
211407369,30414,ROBO A CASA,11,2021-11-22,47,1,11,SIN TIPO,EXVIÑEDOS GUADALUPE,1,CALLE,VIÑEDOS GUADALUPE,NA,NA,"244,,,",CALLE,VIÑEDOS RIVIER,7,0,0,10,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,1,0,32000,false,1,1,-102.27560000,3678,-102.27560532,21.96019823
211407405,30414,ROBO A CASA,11,2021-11-23,47,2,5,FRACCIONAMIENTO,RUISEÑORES,338P,CIRCUITO,PALOMA,NA,NA,"101,,,",AVENIDA,RUISEÑOR,7,23,30,24,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,600,false,1,1,-102.33020000,3679,-102.33024829,21.96864382
211407962,30414,ROBO A CASA,11,2021-11-23,47,2,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO MAGUEY 203,NA,NA,"94,,,",ANDADOR,RECINTO MAGUEY 203,4,0,0,19,4,DESHABITADA,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,6,-102.23500000,3680,-102.23509409,21.87154511
211408031,30414,ROBO A CASA,11,2021-11-23,47,2,1,FRACCIONAMIENTO,CANTERAS DE SAN JOSE,400,PROLONGACION,PASEO DE YAHUALICA ORIENTE,NA,NA,"504,,,",CALLE,COLOTLAN,2,0,0,19,1,DESHABITADA,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.33020000,3681,-102.33029584,21.85961404
211408153,30414,ROBO A CASA,11,2021-11-23,47,2,1,FRACCIONAMIENTO,HACIENDA EL COBANO,518,AVENIDA,MAPLE,NA,NA,"236,,,",CALLE,OLMO,3,0,0,13,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,2000,false,1,1,-102.27600000,3682,-102.27605360,21.90720071
211408873,30414,ROBO A CASA,11,2021-11-23,47,2,1,FRACCIONAMIENTO,LOS LAURELES,769,CIRCUITO,DEL LAUREL PONIENTE,NA,NA,"306,,,",CALLE,DE LA DAMIANA,4,0,0,21,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.24090000,3683,-102.24098191,21.90281474
211408956,30414,ROBO A CASA,11,2021-11-23,47,2,1,FRACCIONAMIENTO,RIBERA DEL SOL,725,CALLE,RIBERA MATAPE,NA,NA,"106,,,",CALLE,JOSE TRINIDAD VELA SALAS,4,13,43,21,9,NO,true,false,9,ND,ND,0,NO,0,N,N,NO,"1,5",0,0,false,1,6,-102.22700000,3684,-102.22704823,21.87532530
211409547,30414,ROBO A CASA,11,2021-11-23,47,8,5,FRACCIONAMIENTO,LAS PALMAS,193,AVENIDA,GUADALUPE VICTORIA,NA,NA,"635,,,",CALLE,CIRCUITO LAS PALMAS,7,0,0,1,9,DESHABITADA,false,false,9,ND,EL AGUACATE,0,NO,0,N,N,NO,"10,14",0,30000,false,1,1,-102.34930000,3685,-102.34935832,21.96598023
211409991,30414,ROBO A CASA,11,2021-11-23,47,2,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL FEDERICO MONTES,NA,NA,"108,,,",AVENIDA,DOCTOR MARIANO AZUELA,2,0,0,2,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,6,8,11,12",0,35000,false,1,2,-102.31110000,3686,-102.31114628,21.85322127
211410842,30414,ROBO A CASA,11,2021-11-23,47,2,1,FRACCIONAMIENTO,RIBERA DEL SOL,725R,CALLE,RIBERA PAPAGAYO,NA,NA,"138,,,",CALLE,FUKUOKA,4,0,0,14,7,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,28",50000,60000,false,1,1,-102.22800000,3687,-102.22800245,21.87460350
211411337,30414,ROBO A CASA,11,2021-11-24,47,3,1,COLONIA,SAN LUIS,565,CALLE,OSCAR EDUARDO FERNANDEZ,NA,NA,"116,,,",AVENIDA,MARIANO ESCOBEDO,5,0,0,27,3,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,"3,12",0,1700,false,1,0,-102.27700000,3688,-102.27701318,21.87580294
211411774,30414,ROBO A CASA,11,2021-11-24,47,3,6,FRACCIONAMIENTO,5 DE MAYO,91,AVENIDA,REVOLUCION,NA,NA,"32,,,",CALLE,GUILLERMO PRIETO,7,0,0,5,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"6,11,14,16",0,0,false,1,1,-102.27840000,3689,-102.27847105,22.14506162
211366183,30414,ROBO A CASA,11,2021-11-13,45,6,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,NEVADO HUASCARAN,NA,NA,",,,",CALLE,CELESTINO LOPEZ SANCHEZ,3,9,36,20,9,DESHABITADA,true,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,10,0,0,true,1,10,-102.26040000,3690,-102.26049692,21.94561197
211367416,30414,ROBO A CASA,11,2021-11-13,45,6,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,MONTE ALOYA,NA,NA,"306,,,",CALLE,MONTE OKU,3,0,0,22,9,NO,false,false,9,3 HOMBRES,ND,0,NO,0,N,N,NO,"1,38",0,0,false,1,2,-102.26350000,3691,-102.26351617,21.94139491
211386445,30414,ROBO A CASA,11,2021-11-18,46,4,1,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,PEÑUELAS,NA,NA,"402,,,",AVENIDA,OJOCALIENTE,4,2,9,25,9,NO,true,false,9,ND,ND,0,NO,0,N,N,NO,9,0,0,false,1,2,-102.25570000,3692,-102.25576085,21.88545459
211389279,30414,ROBO A CASA,11,2021-11-18,46,8,1,COLONIA,NORIAS DE PASO HONDO,352,CALLE,GERANIO,NA,NA,"124,,,",CALLE,ORQUIDEA,4,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.20810000,3693,-102.20810772,21.86188612
211396741,30414,ROBO A CASA,11,2021-11-19,46,5,1,FRACCIONAMIENTO,SOL NACIENTE,725,CALLE,LECHUGUILLA,NA,NA,"502,,2,",CALLE,KIOTO,4,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,1,0,0,false,1,11,-102.22860000,3694,-102.22868933,21.87210142
211408212,30414,ROBO A CASA,11,2021-11-20,46,6,1,FRACCIONAMIENTO,FUNDADORES,623,CALLE,JOSE GUADALUPE DIAZ MORONES,NA,NA,"106,,,",PROLONGACION,DIAGONAL ALFIL,5,0,0,27,9,NO,false,false,9,PARACAIDISTAS,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.24820000,3695,-102.24820052,21.84336361
211408874,30414,ROBO A CASA,11,2021-11-22,47,4,5,FRACCIONAMIENTO,ESTACIA,211P,CALLE,VELONA,NA,NA,"101,,,",CALLE,DIRCEL,7,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,0,true,1,10,-102.30430000,3696,-102.30436805,21.97023617
211410469,30414,ROBO A CASA,11,2021-11-23,47,2,3,COMUNIDAD,EL SALITRE,143P,CALLE,LOS NARDOS,NA,NA,",,,",CALLE,GARDENIAS,7,0,0,23,9,NO,false,false,9,VICTOR DANIEL LOPEZ FLORES,ND,1,ROBO,0,COCHE,NISSAN TINTO 1986 SERIE 1N6ND16S0GC447622,NO,19,0,0,true,1,4,-102.76920000,3697,-102.76925490,21.82237710
211410995,30414,ROBO A CASA,11,2021-11-23,47,2,1,FRACCIONAMIENTO,CANTERAS DE SANTA IMELDA,1039,CALLE,VALLE DEL MORCINIQUE,NA,NA,"208,,,",CALLE,RETORNO DEL COLISEO,2,23,41,24,9,CONSTRUCCION,true,false,9,ND,ND,1,FALTA ADMINISTRATIVA,0,N,N,NO,19,0,0,false,1,4,-102.32810000,3698,-102.32811606,21.86675932
211412125,30414,ROBO A CASA,11,2021-11-24,47,3,1,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,LA BARRANCA,NA,NA,"509,,,",CALLE,EL CHIQUIHUITE,4,0,0,20,4,NO,false,false,9,VECINO,VECINO,0,NO,0,N,N,NO,19,0,2000,true,1,10,-102.24310000,3699,-102.24316424,21.87628307
211412172,30414,ROBO A CASA,11,2021-11-24,47,3,1,COMUNIDAD,SANTA MARIA DE GALLARDO,37P,CALLE,LA ESTACION,NA,NA,"116,,,",CALLE,CARLOS HANK GONZALEZ,3,0,0,20,5,NO,false,false,9,1 HOMBRE,ND,1,FALTA ADMINISTRATIVA,0,N,N,NO,18,0,0,false,1,4,-102.11550000,3700,-102.11553669,22.04960197
211412901,30414,ROBO A CASA,11,2021-11-24,47,3,11,FRACCIONAMIENTO,LA RIBERA,350P,AVENIDA,LA RIBERA,NA,1505,",,11,",CALLE,CULHUACAN,7,0,0,27,9,NO,false,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,10,0,8000,false,1,1,-102.25100000,3701,-102.25106108,21.95912740
211413324,30414,ROBO A CASA,11,2021-11-24,47,8,11,FRACCIONAMIENTO,PASEOS DE PROVIDENCIA,349P,CALLE,PASEOS DE SANTA REGINA,NA,NA,"316,,,",CALLE,PASEOS DE SAN DIEGO,7,0,0,1,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,8000,false,1,1,-102.27320000,3702,-102.27326659,22.02438847
211413376,30414,ROBO A CASA,11,2021-11-24,47,3,5,FRACCIONAMIENTO,LOMAS DE JESUS MARIA,164,CALLE,TEOTIHUACAN,NA,NA,"125,,,",CALLE,XOCHICALCO,7,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.34180000,3703,-102.34181700,21.94588337
211414625,30414,ROBO A CASA,11,2021-11-24,47,3,1,FRACCIONAMIENTO,HACIENDA SAN MARCOS,317P,AVENIDA,HACIENDA SANTORAL,NA,NA,"107,,,",CALLE,HACIENDA SANTORAL,5,13,20,21,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,25,0,0,false,1,1,-102.26510000,3704,-102.26510540,21.80580422
211414910,30414,ROBO A CASA,11,2021-11-24,47,3,5,FRACCIONAMIENTO,LA CAÑADA,229,AVENIDA,ALEJANDRO DE LA CRUZ,NA,NA,",,,",CARRETERA,52,7,0,0,24,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,3000,false,1,1,-102.35480000,3705,-102.35483531,21.95290396
211415499,30414,ROBO A CASA,11,2021-11-25,47,4,1,COLONIA,OJO DE AGUA II,535,CALLE,AVENIDA FERROCARRIL,NA,NA,"104,,,",PROLONGACION,DELICIAS,5,2,40,25,4,NO,false,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,18,0,0,false,1,6,-102.27760000,3706,-102.27769067,21.86639531
211417951,30414,ROBO A CASA,11,2021-11-25,47,4,1,FRACCIONAMIENTO,LOS LAURELES II,703,CIRCUITO,EL SABINAL,NA,NA,"229,,,",CALLE,LAUREL SUR,4,0,0,9,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,4",0,5000,false,1,1,-102.24070000,3707,-102.24070882,21.90217877
211418188,30414,ROBO A CASA,11,2021-11-25,47,4,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,MONTE DOBRA,NA,NA,"216,B,,",CALLE,MONTE K2,3,0,0,3,1,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.25740000,3708,-102.25749084,21.94638464
211418438,30414,ROBO A CASA,11,2021-11-25,47,4,3,FRACCIONAMIENTO,INDEPENDENCIA,283,CALLE,PRESA ORDONA VIEJA,NA,NA,"140,,,",CALLE,PASEO DE LAS MAGNOLIAS,7,0,0,27,4,NO,false,false,9,ND,EL CHORE,0,NO,0,N,N,NO,11,0,0,false,1,1,-102.73340000,3709,-102.73343117,21.84726055
211418639,30414,ROBO A CASA,11,2021-11-25,47,4,11,COLONIA,28 DE ABRIL,6,CALLE,16 DE SEPTIEMBRE,NA,NA,"803,,,",CALLE,15 DE FEBRERO,7,0,0,27,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,12",0,8000,false,1,1,-102.26340000,3710,-102.26346775,22.06649613
211419436,30414,ROBO A CASA,11,2021-11-25,47,4,2,COLONIA,LA LOMA,298,CALLE,LAS GLADIOLAS,NA,NA,"100,,,",CALLE,JUVENTINO,7,0,0,24,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,0,false,1,1,-102.06180000,3711,-102.06181160,22.09558218
211419742,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,VERSALLES II,1071,CALLE,DOCTOR JOSE L AVILA PARDO,NA,NA,"138,,,",CALLE,BELISARIO DOMINGUEZ,2,0,0,25,4,NO,false,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,24,0,1500,false,1,1,-102.30780000,3712,-102.30786324,21.85463638
211419757,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,LOMAS DE BELLAVISTA,320PR,CALLE,BELLA VISTA 41,NA,NA,"13,B,,",CALLE,BELLA VISTA,3,0,0,27,9,NO,false,false,9,VECINO,VECINO,0,NO,0,N,N,NO,1,0,0,true,1,14,-102.24130000,3713,-102.24134165,21.91754856
211420055,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,DELLATERRA RESIDENCIAL,794R,CALLE,ESTERO,NA,NA,"104,,,",CALLE,DELLA TERRA,3,0,0,19,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.28390000,3714,-102.28396924,21.93903057
211420237,30414,ROBO A CASA,11,2021-11-26,47,5,5,FRACCIONAMIENTO,RUISEÑORES,338P,CIRCUITO,AGUILA,NA,NA,"104,,,",AVENIDA,RUISEÑOR,7,0,0,5,9,NO,false,false,9,ND,ND,0,NO,0,N,N,SI,14,0,2600,false,1,1,-102.33050000,3715,-102.33058998,21.96819725
211420306,30414,ROBO A CASA,11,2021-11-26,47,5,6,COLONIA,5 DE MAYO,91,AVENIDA,HEROICO COLEGIO MILITAR,NA,NA,"21,,,",CALLE,MELCHOR OCAMPO,7,0,0,27,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"11,38",0,1500,false,1,1,-102.27700000,3716,-102.27701106,22.14594745
211414566,30414,ROBO A CASA,11,2021-11-24,47,3,11,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,CAJITITLAN,NA,NA,"609,,,",CALLE,TENAYUCA,7,0,0,27,9,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.24620000,3717,-102.24624515,21.95705077
211419607,30414,ROBO A CASA,11,2021-11-26,47,5,1,SIN TIPO,NORIAS DE OJOCALIENTE,353,CALLE,GEMA,NA,NA,"351,,,",CALLE,CORAL,4,0,42,25,9,DESHABITADA,true,false,9,6 HOMBRES,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.21790000,3718,-102.21794206,21.88906623
211421177,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,VISTA ALEGRE,52P,CALLE,LA MANGANA,NA,NA,"302,B,,",CALLE,EL FLORERO,5,0,0,9,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"2,3,28",0,500000,false,1,1,-102.27690000,3719,-102.27694601,21.78821427
211421460,30414,ROBO A CASA,11,2021-11-26,47,5,5,COLONIA,FLORES MAGON,224,CALLE,NIÑOS HEROES,NA,NA,"1007,,,",CALLE,LUCIO DE LUNA,7,0,0,27,1,NO,false,false,9,1 HOMBRE 1 MUJER,ND,0,NO,0,N,N,NO,"14,19",0,0,false,1,2,-102.33840000,3720,-102.33848838,21.96596677
211421829,30414,ROBO A CASA,11,2021-11-26,47,8,3,COMUNIDAD,CHIQUIHUITERO SAN ISIDRO,126P,CALLE,MAR CANTABRICO,NA,NA,",,,",CALLE,SD,7,0,0,27,9,CONSTRUCCION,false,false,9,ND,ND,0,NO,0,N,N,NO,"19,45",0,600,false,1,1,-102.70310000,3721,-102.70312444,21.87384984
211422077,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,NATURA,699,CALLE,SIERRA,NA,NA,"119,,,",CALLE,COLIMA,3,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,0,false,1,1,-102.24770000,3722,-102.24774327,21.93342809
211422598,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,CONSTITUCIONALISTA,NA,NA,"19,D,,",CALLE,MONTE DE SORA,3,0,0,19,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,800,false,1,26,-102.26640000,3723,-102.26647570,21.93782011
211423278,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,LIVORNO,NA,NA,"101,A,,",CALLE,DE LAS PRESAS,5,22,26,24,3,NO,true,false,9,ND,ND,0,NO,0,N,N,NO,"19,39",0,0,false,1,2,-102.26660000,3724,-102.26666468,21.81080148
211423582,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,BIZANCIO,NA,NA,"103,B,,",CALLE,CORINTO,5,0,0,24,1,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,1,-102.26710000,3725,-102.26717630,21.81130134
211423856,30414,ROBO A CASA,11,2021-11-27,47,6,1,FRACCIONAMIENTO,LA HOJARASCA,498,CIRCUITO,LOS ALAMOS,NA,A,",,312,",CIRCUITO,LOS ALAMOS,3,0,0,25,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,2,0,0,false,1,1,-102.24940000,3726,-102.24948763,21.91177794
211424317,30414,ROBO A CASA,11,2021-11-20,46,8,5,COMUNIDAD,PASO BLANCO,185P,PRIVADA,VILLA TERESA,NA,NA,",,,",CALLE,UNIVERSIDAD,7,0,0,8,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,19,0,0,false,1,2,-102.32060000,3727,-102.32065192,21.97299631
211424614,30414,ROBO A CASA,11,2021-11-26,47,5,1,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA AHUMADA,NA,NA,"142,,,",CALLE,CULTURA OTOMI,3,0,0,10,4,NO,false,false,9,EXPAREJA,FAMILIA,0,NO,0,N,N,SI1,8,0,0,false,1,26,-102.24530000,3728,-102.24539760,21.92783109
211424788,30414,ROBO A CASA,11,2021-11-27,47,6,1,FRACCIONAMIENTO,PIRAMIDES,1082,AVENIDA,MONTE ALBAN,NA,NA,"120,,,",CALLE,MITLA,5,0,0,19,1,NO,false,false,9,1 HOMBRE,ND,1,SIN DATOS,0,N,N,NO,"26,27,28,31",9000,9000,false,1,4,-102.27880000,3729,-102.27887216,21.85597272
211425201,30414,ROBO A CASA,11,2021-11-27,47,6,1,FRACCIONAMIENTO,MORELOS I,1120,CALLE,HERMANOS GALEANA,NA,NA,"805,,,",PRIVADA,ARTILLERO MIER,5,0,0,16,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,5000,false,1,1,-102.26410000,3730,-102.26418259,21.85508846
211425740,30414,ROBO A CASA,11,2021-11-27,47,6,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,ROSALIA MOROY,NA,NA,"517,,,",CALLE,DOCTOR SALVADOR GALLARDO,2,0,0,21,4,NO,false,false,9,ND,ND,0,NO,0,N,N,SI,10,0,0,false,1,2,-102.32220000,3731,-102.32223967,21.84760459
211425780,30414,ROBO A CASA,11,2021-11-13,45,8,3,COMUNIDAD,CHIQUIHUITERO SAN ISIDRO,126P,PRIVADA,MARIN,"309,B,,",NA,",,,",CALLE,SD,7,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,19,0,0,true,1,10,-102.70230000,3732,-102.70230977,21.87198156
211425848,30414,ROBO A CASA,11,2021-11-27,47,6,1,COLONIA,LAS FLORES,1072,CALLE,CAMELIAS,NA,NA,"110,,,",CALLE,LOS LAURELES,2,0,0,21,4,NO,false,false,9,HERMANO ADOPTIVO 2 AMIGOS,FAMILIA,0,NO,0,N,N,NO,28,3000,3000,false,1,1,-102.30390000,3733,-102.30397095,21.87459496
211426535,30414,ROBO A CASA,11,2021-11-27,47,6,1,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,PUERTO LAZARO CARDENAS,NA,NA,"119,,,",CALLE,PUERTO ISLA DEL CARMEN,3,0,0,27,9,NO,false,false,9,ND,EL GORDO,0,NO,0,N,N,NO,"12,28,31",10000,10000,false,1,1,-102.24980000,3734,-102.24982230,21.93778444
211427735,30414,ROBO A CASA,11,2021-11-27,47,8,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,MONTE ELBRUS,NA,NA,"317,,,",CALLE,CONSTITUCIONALISTA,3,0,0,1,4,NO,false,false,9,EXPAREJA,FAMILIA,0,NO,0,N,N,NO,"8,9,10",0,15000,false,1,1,-102.25710000,3735,-102.25716350,21.94442344
211427742,30414,ROBO A CASA,11,2021-11-27,47,6,1,FRACCIONAMIENTO,CUMBRES III,320P,CALLE,8 NORTE MIGUEL ESTRADA,NA,NA,"303,,,",CALLE,27 PONIENTE,3,0,0,24,1,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.23390000,3736,-102.23397748,21.92501566
211427929,30414,ROBO A CASA,11,2021-11-27,47,6,11,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,LERMA,NA,NA,"522,,,",CALLE,HUEXOTLA,7,22,34,24,4,NO,true,false,9,4 HOMBRES,ND,0,NO,0,N,N,SI,10,0,0,false,1,2,-102.24700000,3737,-102.24705434,21.95779991
211428276,30414,ROBO A CASA,11,2021-11-27,47,6,1,FRACCIONAMIENTO,MORELOS II,622,AVENIDA,SIGLO XXI,NA,NA,"124,,,",AVENIDA,HEROE INMORTAL,5,0,0,14,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,28",5000,9000,false,1,26,-102.26960000,3738,-102.26965522,21.85233117
211428277,30414,ROBO A CASA,11,2021-11-27,47,6,11,FRACCIONAMIENTO,MONTEVERDE,350PR,CALLE,CUBAYA,NA,NA,"119,,,",CALLE,SD,7,0,0,14,6,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,6,38",0,17200,false,1,1,-102.25300000,3739,-102.25302280,21.96195535
211428460,30414,ROBO A CASA,11,2021-11-28,47,7,1,FRACCIONAMIENTO,LUNARIA,597R,CALLE,NEREIDA,NA,NA,"139,,,",AVENIDA,DE LA TORRE,5,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"9,18",0,0,false,1,1,-102.25220000,3740,-102.25226585,21.83393685
