FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,MOT_DET,LESIONADO,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,LON,OID,LONG,LAT
210000271,30414,ROBO A CASA,1,2021-01-01,0,5,5,FRACCIONAMIENTO,BUENAVISTA,198,CALLE,ROSAL,NA,NA,"103,,,",CALLE,CHUCATA,7,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,12",0,0,false,1,1,-102.35770000,1,-102.35774030,21.96982939
210000449,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA LAS AMARILLAS,NA,NA,"203,,,",CALLE,HACIENDA EL MEZQUITE,4,0,0,25,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,6,8,11,21",0,17000,false,1,1,-102.24680000,2,-102.24681530,21.88593613
210000493,30414,ROBO A CASA,1,2021-01-01,0,5,1,CONDOMINIO,RESIDENCIAL GUADALUPE,649,CALLE,MONTEBELLO,NA,NA,"108,,,",AVENIDA,DE LOS ARELLANO,6,0,0,15,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,12,0,20000,false,1,1,-102.31410000,3,-102.31410086,21.88747057
210000708,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,EL TURICATE,NA,NA,"313,,,",CALLE,LA GLORIA,4,0,0,15,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,28,400000,400000,false,1,1,-102.24410000,4,-102.24412161,21.87795638
210000710,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,REAL DEL SOL,492R,CIRCUITO,TELESCOPIO,NA,NA,"220,B,,",CIRCUITO,TELESCOPIO,4,0,0,12,6,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,12,18",0,12000,false,1,1,-102.23430000,5,-102.23437438,21.89123959
210000845,30414,ROBO A CASA,1,2021-01-01,0,5,5,FRACCIONAMIENTO,PUERTA GRANDE,162,CALLE,TEJELA,NA,NA,"111,,,",PRIVADA,BAUTISTA,7,0,0,15,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"2,15",0,30000,false,1,1,-102.34190000,6,-102.34197009,21.94359678
210000848,30414,ROBO A CASA,1,2021-01-01,0,5,5,CONDOMINIO,VIÑA ANTIGUA,354P,PRIVADA,DE LA REINA,NA,NA,"109,,,",CALLE,RIO MORCINIQUE,7,0,0,15,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"11,14",0,12000,false,1,1,-102.31200000,7,-102.31201125,21.95178332
210000884,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,CALLE,CATARATAS DEL NIAGARA,NA,NA,"118,,,",CALLE,CATARATAS DEL NIAGARA 110,4,0,0,27,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"2,3,28",4000,10000,false,1,1,-102.23450000,8,-102.23454524,21.88224423
210001104,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,RINCONADA DEL PUERTECITO,508R,CALLE,RODRIGO RINCON GALLARDO 802,NA,NA,"105,,,",CALLE,RODRIGO RINCON GALLARDO 7001,3,0,0,15,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,6,0,7000,false,1,1,-102.26640000,9,-102.26644406,21.93537971
210001203,30414,ROBO A CASA,1,2021-01-01,0,5,11,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SAN JUAN COSALA,NA,NA,"204,,,",AVENIDA,RIVERA DE CHAPALA,7,6,36,19,9,DESHABITADA,true,false,9,3 HOMBRES,ND,0,NO,0,N,N,NO,10,0,0,false,1,9,-102.25130000,10,-102.25131664,21.95350387
210001297,30414,ROBO A CASA,1,2021-01-01,0,5,7,COMUNIDAD,EL BAJIO,231P,CALLE,ADOLFO LOPEZ MATEOS,NA,NA,"9,,,",CALLE,LAZARO CARDENAS,7,7,0,19,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"11,19,20",0,6400,false,1,1,-102.30870000,11,-102.30878344,22.24343184
210001747,30413,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,GOMEZ,663,CALLE,26 DE MARZO,NA,NA,"915,,,",AVENIDA,PROLONGACION DOCTOR SALVADOR QUEZADA LIMON,6,7,0,19,9,NO,false,true,5,1 HOMBRE,ND,0,NO,0,N,N,NO,28,40000,40000,false,1,1,-102.31310000,12,-102.31319176,21.88541371
210001890,30414,ROBO A CASA,1,2021-01-01,0,5,5,COMUNIDAD,MARAVILLAS,183P,CALLE,LAZARO CARDENAS,NA,NA,"167,,,",PRIVADA,SEGUNDA LAZARO CARDENAS,7,0,0,6,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,30000,false,1,1,-102.33260000,13,-102.33263993,21.95361022
210001928,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,CUMBRES III,320P,CALLE,JOSE ANGEL CONCHELLO DAVILA,NA,NA,"221,,,",CALLE,MIGUEL ALEMAN,3,0,0,21,3,NO,false,false,9,ND,ND,0,NO,0,N,N,SI1,"3,28",3000,3000,false,1,2,-102.23770000,14,-102.23770353,21.92336159
210001932,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,CALLE,ATANACIO RODRIGUEZ RAMIREZ,NA,NA,"330,,,",CALLE,FRANCISCO ARMENGOL,3,0,0,17,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"15,38",0,0,false,1,20,-102.26110000,15,-102.26112228,21.93426697
210002239,30414,ROBO A CASA,1,2021-01-01,0,5,11,FRACCIONAMIENTO,PASEOS DE PROVIDENCIA,349P,CALLE,PASEOS DE SANTA IRENE,NA,NA,"244,,,",AVENIDA,PASEOS DE LA PROVIDENCIA,7,0,0,9,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,6,8,28,38",10000,10000,false,1,1,-102.27410000,16,-102.27417275,22.02363672
210002466,30414,ROBO A CASA,1,2021-01-01,0,5,1,COLONIA,SAN LUIS II,743,CALLE,EZEQUIEL A CHAVEZ,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI,1,0,0,15,9,DESHABITADA,false,false,9,3 HOMBRES,ND,0,NO,0,CAMIONETA,VENTURE GRIS PLACAS ESTADO DE MEXICO,NO,38,0,0,false,1,6,-102.28190000,17,-102.28190904,21.88101600
210002897,30414,ROBO A CASA,1,2021-01-01,0,5,11,FRACCIONAMIENTO,SAN JOSE DEL BARRANCO,7,CALLE,SOCIEDAD Y GOBIERNO,NA,NA,"133,,,",AVENIDA,LICENCIADO OTTO GRANADOS ROLDAN,7,0,0,27,9,NO,true,false,9,1 HOMBRE,VECINO,0,NO,0,N,N,NO,"15,28",50000,50000,false,1,1,-102.26010000,18,-102.26016197,22.06827795
210003489,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,INF MORELOS,616,ANDADOR,PRIMERA PLAZA UXMAL,NA,110,",,,A",CALLE,BONAMPAK,5,0,0,18,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,12,0,0,false,1,6,-102.25700000,19,-102.25700872,21.86429772
210003526,30414,ROBO A CASA,1,2021-01-01,0,5,5,FRACCIONAMIENTO,RUISEÑORES,338P,CIRCUITO,GORRION,NA,NA,"114,D,,",CIRCUITO,GORRION,7,0,0,10,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"8,12",0,6000,false,1,1,-102.32930000,20,-102.32939059,21.96770339
210004701,30414,ROBO A CASA,1,2021-01-02,0,6,1,FRACCIONAMIENTO,CANTERAS DE SAN JOSE,400,CALLE,PASEO DE TALPA,NA,NA,"214,,,",PRIVADA,ACATIC,2,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.32970000,21,-102.32975946,21.86029170
210004930,30414,ROBO A CASA,1,2021-01-02,0,6,5,COLONIA,ESCALERA,219,CALLE,LAS FLORES,NA,NA,"605,,,",CALLE,BENIGNO CHAVEZ,7,13,24,21,1,NO,true,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,39,0,0,false,1,1,-102.34710000,22,-102.34710504,21.96672950
210005431,30414,ROBO A CASA,1,2021-01-02,0,6,1,COLONIA,ALTAVISTA,922,CALLE,JOSE MARIA LOPEZ NAVA,NA,NA,"124,,,",AVENIDA,FUNDICION,6,0,0,26,6,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"11,14",0,8000,false,1,1,-102.31020000,23,-102.31029643,21.89475507
210007715,30414,ROBO A CASA,1,2021-01-03,0,7,1,FRACCIONAMIENTO,REAL DEL SOL,492R,CIRCUITO,ESTELAR,NA,NA,"108,,,",PRIVADA,ESTELAR,4,0,0,16,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,1,0,10000,false,1,1,-102.23850000,24,-102.23852499,21.88866714
210007751,30414,ROBO A CASA,1,2021-01-02,0,6,10,COMUNIDAD,EL RETOÑO,286P,CALLE,JACARANDA,NA,NA,"31,,,",CALLE,NARANJO,7,6,0,19,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,4000,false,1,1,-102.16780000,25,-102.16783179,21.83785343
210007992,30414,ROBO A CASA,1,2021-01-03,0,7,11,COLONIA,MACARIO J GOMEZ,300P,CALLE,OTTO GRANADOS ROLDAN,NA,NA,"325,,,",CALLE,JORGE ARTEAGA,7,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,SI1,"1,9,12",0,50000,false,1,1,-102.24590000,26,-102.24595556,21.98047050
210008269,30414,ROBO A CASA,1,2021-01-03,0,7,10,COMUNIDAD,EL RETOÑO,286P,CALLE,ALAMO,NA,NA,"7,,,",CALLE,TERRACERIA ARELLANO,7,13,47,21,9,NO,true,false,9,ND,ND,0,NO,0,MOTO,ITALIKA AMARILLA,NO,"11,18",0,1000,false,1,1,-102.16540000,27,-102.16541416,21.84118398
210009480,30414,ROBO A CASA,1,2021-01-03,0,7,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,CALLE,CULTURA TARAHUMARA,NA,NA,"181,,,",AVENIDA,CULTURA MAYA,3,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.24320000,28,-102.24327365,21.90953619
210009565,30414,ROBO A CASA,1,2021-01-03,0,7,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,MONTE DE SORA,NA,NA,"305,,,",CALLE,CONSTITUCIONALISTA,3,0,0,14,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"12,18",0,0,false,1,1,-102.26670000,29,-102.26676268,21.93800757
210009907,30414,ROBO A CASA,1,2021-01-03,0,7,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA CIENEGA DE GALLARDO,NA,NA,"123,,,",CALLE,HACIENDA LA CONGOJA,4,0,0,14,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,6,0,10000,false,1,1,-102.24770000,30,-102.24779055,21.88904492
210010021,30414,ROBO A CASA,1,2021-01-03,0,7,1,FRACCIONAMIENTO,VILLA TERESA,790,CALLE,ADORATRICES,NA,NA,"130,,,",AVENIDA,CONSTITUCION,3,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,"2,14,21,42",0,0,false,1,1,-102.28420000,31,-102.28420206,21.92212919
210001171,30414,ROBO A CASA,1,2021-01-01,0,8,1,FRACCIONAMIENTO,VILLERIAS,491,CALLE,LA MANZANA,NA,NA,",,,",CALLE,HACIENDA LAS AMARILLAS,4,0,0,27,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,11,0,0,false,1,17,-102.24550000,32,-102.24555653,21.88347995
210001402,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,LA CONCORDIA,672,AVENIDA,CONVENCION DE 1914 PONIENTE,NA,NA,"1626,,,",CALLE,MIGUEL RUELAS,6,0,0,19,1,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,6,0,0,false,1,2,-102.31270000,33,-102.31273442,21.89054182
210001955,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,CARLOS MERIDA,NA,NA,"109,,,",CALLE,RENATO LEDUC,3,0,0,21,4,SOLA,true,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,2,-102.26390000,34,-102.26390796,21.91691318
210002236,30414,ROBO A CASA,1,2021-01-01,0,5,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,ROSALIA MONROY,NA,NA,"517,,,",CALLE,DOCTOR SALVADOR GALLARDO,2,14,39,21,4,DESHABITADA,true,false,9,2 HOMBRES,ND,0,NO,0,N,N,SI1,10,0,0,false,1,2,-102.32220000,35,-102.32226816,21.84757999
210004379,30414,ROBO A CASA,1,2021-01-02,0,6,6,FRACCIONAMIENTO,SANTA ISABEL,230P,CERRADA,REAL DE MATAMOROS,NA,NA,"107,B,,",CALLE,REAL DEL POTOSI,7,0,0,20,4,DESHABITADA,false,false,9,1 HOMBRE,ND,0,NO,0,BICICLETA,N,NO,10,0,0,false,1,1,-102.26850000,36,-102.26854190,22.08117391
210007764,30414,ROBO A CASA,1,2021-01-03,0,7,1,FRACCIONAMIENTO,VILLAS DEL RIO,698,AVENIDA,DEL RIO,NA,NA,"203,,,",CALLE,RIO BALSAS,3,10,38,20,4,DESHABITADA,true,false,9,2 HOMBRES 2 MUJERES,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.24330000,37,-102.24335625,21.94017829
210010140,30414,ROBO A CASA,1,2021-01-03,0,7,5,COLONIA,ZONA CENTRO,192,AVENIDA,GUZMAN,NA,NA,"310,,,",CALLE,HEROE DE NACOZARI,7,0,0,24,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,20,0,0,true,1,1,-102.34150000,38,-102.34150327,21.96023149
210010400,30414,ROBO A CASA,1,2021-01-04,1,1,5,COMUNIDAD,TEPETATES,191P,CALLE,PASO BLANCO,NA,NA,"513,,,",CALLE,JUAN ESCUTIA,7,0,0,25,9,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,"6,28,29",400,900,false,1,1,-102.32130000,39,-102.32137981,21.95716074
210011709,30414,ROBO A CASA,1,2021-01-04,1,1,5,COLONIA,CHICAHUALES I,155,AVENIDA,ROMAN LOERA,NA,NA,",,,",CALLE,SD,7,0,0,22,9,NO,false,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,14,0,0,false,1,2,-102.35170000,40,-102.35175428,21.94881211
210011897,30414,ROBO A CASA,1,2021-01-04,1,1,1,FRACCIONAMIENTO,VNSA SECTOR ALAMEDA,516,CALLE,VICTORIANO MEDINA,NA,NA,"108,,,",CALLE,FELIPE TORRES,3,0,0,9,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,1,-102.26350000,41,-102.26356571,21.93195196
210012046,30414,ROBO A CASA,1,2021-01-04,1,1,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO MAGUEY 203,NA,NA,"46,,,",ANDADOR,RECINTO MAGUEY 203,4,19,45,23,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.23520000,42,-102.23523723,21.87181703
210012311,30413,ROBO A CASA,1,2021-01-04,1,1,1,FRACCIONAMIENTO,VILLAS DE LAS FUENTES,495,CALLE,CULTURA PAME,NA,NA,"207,A,,",CALLE,VILLAS DE VALLARTA,3,0,0,24,4,NO,false,true,3,VECINAS,VECINO,0,NO,0,N,N,NO,"3,28",120,120,false,1,1,-102.23780000,43,-102.23780364,21.91312262
210012728,30414,ROBO A CASA,1,2021-01-05,1,2,1,CONDOMINIO,SAN JOSE DE POZO BRAVO,693,AVENIDA,CONSTITUCION,NA,NA,",,,",CALLE,SD,3,0,0,25,9,NO,false,false,9,2 HOMBRES,ND,0,NO,0,N,N,NO,39,0,0,false,1,6,-102.27990000,44,-102.27992734,21.93918594
210012765,30414,ROBO A CASA,1,2021-01-05,1,2,3,COLONIA,LAS FLORES,289,CALLE,GLADIOLA,NA,NA,"202,,,",CALLE,PROFESOR J GUADALUPE PERALTA GAMEZ,7,0,0,26,4,NO,false,false,9,HIJOS,FAMILIA,0,NO,0,N,N,NO,"1,3,6",0,30000,false,1,1,-102.73050000,45,-102.73057359,21.84224569
210013133,30414,ROBO A CASA,1,2021-01-05,1,8,5,COLONIA,FRATERNIDAD,229R,CALLE,IGUALDAD,NA,NA,"619,,,",CALLE,LIBERTAD,7,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,39,0,0,false,1,1,-102.35970000,46,-102.35975240,21.95352124
210013143,30414,ROBO A CASA,1,2021-01-04,1,1,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,COMERCIANTES,NA,NA,"101,,,",CALLE,CATARATAS,4,0,0,3,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"18,28,38",20000,40000,false,1,6,-102.26110000,47,-102.26113559,21.89142132
210013230,30414,ROBO A CASA,1,2021-01-05,1,2,5,FRACCIONAMIENTO,STACIA,211P,CALLE,NINFAS,NA,NA,"272,,,",CALLE,GEA,7,0,0,16,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,8000,false,1,1,-102.30380000,48,-102.30385136,21.97096953
210013287,30414,ROBO A CASA,1,2021-01-05,1,2,11,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,348P,AMPLIACION,SAN CAMILO,NA,NA,"123,,,",AMPLIACION,SAN JERONIMO,7,0,0,1,9,DESHABITADA,false,false,9,ND,ND,0,NO,0,N,N,SI1,10,0,0,false,1,1,-102.27790000,49,-102.27796306,22.03074061
210013688,30414,ROBO A CASA,1,2021-01-05,1,2,5,COLONIA,LA ESCALERA,219,CALLE,VISTA ALEGRE,NA,NA,",,,",CALLE,MIRASOLES,7,0,0,1,4,TERRENO,false,false,9,ND,EL PLACIDO,0,NO,0,N,N,NO,38,0,300,false,1,1,-102.34840000,50,-102.34841177,21.97108335
210013934,30414,ROBO A CASA,1,2021-01-05,1,2,11,FRACCIONAMIENTO,PASEOS DE PROVIDENCIA,349P,CALLE,PASEOS DE SAN ZACARIAS,NA,NA,"212,,,",AVENIDA,PASEOS DE LA PROVIDENCIA,7,0,0,9,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,1,0,3000,false,1,1,-102.26910000,51,-102.26910951,22.02417766
210014197,30414,ROBO A CASA,1,2021-01-05,1,2,1,FRACCIONAMIENTO,LUNARIA,597R,CALLE,ALMATEA,NA,NA,"150,,,",CALLE,DE LA TORRE,5,0,0,9,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,12,28",0,17000,false,1,1,-102.25030000,52,-102.25039251,21.83413524
210014351,30414,ROBO A CASA,1,2021-01-05,1,2,11,FRACCIONAMIENTO,PASEOS DE PROVIDENCIA,349P,AVENIDA,PASEOS DE SANTA LUCIA,NA,NA,"130,,,",CALLE,PASEOS DE SAN PABLO,7,0,0,22,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,14,0,2000,false,1,1,-102.27860000,53,-102.27861946,22.02257267
210014387,30414,ROBO A CASA,1,2021-01-05,1,2,1,FRACCIONAMIENTO,PASEOS DEL SOL,705,AVENIDA,LA ESPIGA,NA,NA,"243,,,",CALLE,CARLOS AGUILERA VILLEGAS,4,0,0,23,9,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,27,0,0,false,1,1,-102.23830000,54,-102.23831790,21.90005002
210014471,30414,ROBO A CASA,1,2021-01-05,1,2,1,FRACCIONAMIENTO,RINCONADA SANTA MONICA,950,CIRCUITO,SAN AUGUSTO,NA,NA,"134,,,",CIRCUITO,SAN AUGUSTO,2,0,0,10,5,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,2",0,0,false,1,1,-102.31880000,55,-102.31886381,21.84516422
210014500,30414,ROBO A CASA,1,2021-01-05,1,8,7,FRACCIONAMIENTO,SOLIDARIDAD,79,CALLE,MANUEL DELGADO VALADEZ,NA,NA,"407,,,",CALLE,VICTOR CASTORENA,7,0,0,27,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"2,6",0,11000,false,1,1,-102.32950000,56,-102.32956840,22.22525469
210014822,30414,ROBO A CASA,1,2021-01-05,1,8,6,COLONIA,5 DE MAYO,91,CALLE,MARIANO ESCOBEDO,NA,NA,"62,,,",CALLE,5 DE FEBRERO,7,0,0,27,4,NO,false,false,9,ND,EL PADILLA,0,NO,0,N,N,NO,14,0,2900,false,1,1,-102.27950000,57,-102.27957216,22.14358239
210014891,30414,ROBO A CASA,1,2021-01-05,1,2,6,COMUNIDAD,SAN LUIS DE LETRAS,219P,TERRACERIA,EL TAJO,NA,NA,",,,",N,N,7,0,0,24,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,20,0,9000,false,1,1,-102.29640000,58,-102.29648492,22.13398036
210015871,30414,ROBO A CASA,1,2021-01-06,1,3,5,FRACCIONAMIENTO,PASEOS DE LAS HACIENDAS,213P,CALLE,PASEOS DE LA HIGUERA,NA,NA,"203,,,",AVENIDA,PASEOS DE LA HACIENDA PRIMAVERA,7,0,0,1,4,SOLA,false,false,9,ND,ND,0,NO,0,N,N,NO,"6,8,10,11",0,14800,false,1,1,-102.34280000,59,-102.34284926,21.98992937
210015964,30414,ROBO A CASA,1,2021-01-06,1,3,5,COMUNIDAD,MIRAVALLE,179P,PRIVADA,FELIPE GAYTAN,NA,NA,"297,,,",CALLE,DEL ROSARIO,7,0,0,2,4,NO,false,false,9,ND,EL MANCHAS EL JHON,0,NO,0,N,N,NO,"6,7,12,38",0,2500,false,1,1,-102.31090000,60,-102.31099235,21.97188975
210016113,30414,ROBO A CASA,1,2021-01-06,1,3,1,FRACCIONAMIENTO,TROJES DE ORIENTE I,858,CALLE,SILOS,NA,NA,"401,,,",CALLE,EL CAMPANARIO,6,0,0,27,4,NO,false,false,9,VECINO,VECINO,0,NO,0,N,N,NO,10,0,0,false,1,21,-102.30300000,61,-102.30305447,21.92859995
210016191,30414,ROBO A CASA,1,2021-01-06,1,3,1,FRACCIONAMIENTO,LOMA DEL COBANO,474,CALLE,PROLONGACION OSA MAYOR,NA,NA,"1004,,,",CALLE,LOMA CHICA,3,0,0,1,4,DESHABITADA,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,1,-102.27460000,62,-102.27465348,21.90352356
210016662,30414,ROBO A CASA,1,2021-01-06,1,3,5,COLONIA,CHICAHUALES I,155,CALLE,GENOVEVO RIVERA,NA,NA,"608,,,",CALLE,MERCED GOMEZ,7,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"10,14",0,0,false,1,6,-102.35130000,63,-102.35138366,21.94969678
210016926,30414,ROBO A CASA,1,2021-01-06,1,3,1,FRACCIONAMIENTO,LOMA DE LA ASUNCION,485,CALLE,JUAN LOPEZ ELIZALDE,NA,NA,"314,,,",CALLE,ACEQUIA REAL,3,0,0,27,4,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,10,0,0,false,1,2,-102.26230000,64,-102.26230735,21.92493734
210017245,30414,ROBO A CASA,1,2021-01-06,1,3,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,SAN FRANCISCO DE LOS VIVEROS 2404,NA,NA,"16,C,,",CALLE,SAN FRANCISCO DE LOS VIVEROS,4,0,0,10,6,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"12,38",0,7000,false,1,1,-102.23230000,65,-102.23231592,21.88614219
210017270,30414,ROBO A CASA,1,2021-01-06,1,3,1,FRACCIONAMIENTO,BALCONES DEL VALLE,725R,CALLE,BALCON DE URUAPAN,NA,NA,"133,,,",AVENIDA,SALUD,4,0,0,10,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,38",0,15000,false,1,1,-102.23050000,66,-102.23050240,21.86832068
210017525,30414,ROBO A CASA,1,2021-01-06,1,3,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,ADELINA HERNANDEZ REYNOSO,NA,NA,"415,,,",CALLE,ISABEL JIMENEZ DIAZ,4,0,0,24,5,NO,false,false,9,ND,ND,0,NO,0,N,N,SI1,"1,4",0,2100,false,1,1,-102.23420000,67,-102.23421263,21.86527793
210017539,30414,ROBO A CASA,1,2021-01-06,1,3,4,COMUNIDAD,LA PUNTA,165P,CALLE,DOCTOR GUEL JIMENEZ,NA,NA,",,,",CALLE,ENRIQUE OLIVARES SANTANA,7,0,0,24,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,5,8,18,38",0,15000,false,1,26,-102.29050000,68,-102.29051821,22.32613665
210010939,30414,ROBO A CASA,1,2021-01-03,0,7,5,COMUNIDAD,TEPETATES,191P,CALLE,INDEPENDENCIA,NA,NA,"541,,,",N,N,7,0,0,27,9,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,39,0,0,false,1,6,-102.32200000,69,-102.32200297,21.95926866
210010465,30414,ROBO A CASA,1,2021-01-04,1,1,1,FRACCIONAMIENTO,OJOCALIENTE II,740,CALLE,CIENEGUILLAS,NA,NA,"232,,,",CALLE,BORROTES,4,4,57,26,1,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,19,0,0,false,1,6,-102.25060000,70,-102.25062175,21.87422090
210018262,30414,ROBO A CASA,1,2021-01-07,1,4,1,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,PUERTO SALINA CRUZ,NA,NA,"118,B,,",CALLE,PUERTO DE ENSENADA,3,10,45,20,3,NO,false,false,9,ND,ND,0,NO,0,N,N,NO,"1,20",0,500,false,1,1,-102.24830000,71,-102.24839339,21.93866862
210019710,30414,ROBO A CASA,1,2021-01-07,1,4,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,CALLE,DOMINGO VELASCO,NA,NA,"202,,,",CALLE,JOSE MORAN RUIZ,3,0,0,10,3,NO,false,false,9,ND,ND,0,NO,0,N,N,SI1,"1,5,12,28",1000,13000,false,1,1,-102.26170000,72,-102.26173415,21.93551218
210018658,30414,ROBO A CASA,1,2021-01-07,1,4,1,COLONIA,NORIAS DE PASO HONDO,352,CALLE,GERANIO,NA,NA,",,,",CALLE,GIRASOL,4,0,0,21,5,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,1,0,2400,false,1,27,-102.20840000,73,-102.20840454,21.86187353
210013989,30414,ROBO A CASA,1,2021-01-05,1,2,1,FRACCIONAMIENTO,TROJES DEL SUR,980,CALLE,PASEO DE TONATHIU,NA,NA,"218,,,",CALLE,PARQUE DE LOS NARANJOS,2,16,19,22,4,NO,false,false,9,1 HOMBRE,ND,0,NO,0,N,N,NO,12,0,800,false,1,1,-102.29510000,74,-102.29514993,21.84774975
