FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFEC,CAT_SOS,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,DEN_CASIO,LONG,LAT,OID
250002643,0,30446,AUTOPARTES,1,01/01/2025,1,3,1,FRACCIONAMIENTO,MORELOS I,598,598,CALLE,HERMANOS GALEANA,0,NA,"837,,,",CALLE,CONGRESO DE CHILPANCINGO,5,3,8,25,00:00-02:59,Falso,Falso,9,Ninguna,2 HOMBRES,ND,ND,A,8,0,ND,ND,0,0,Falso,0,N,N,"31,26,28,38,27","Mochila, dinero,bolso, documentos, otros",15000,0,Falso,3,1,AUTOMOVIL,ND,ND,1,13,0,-102.26414,21.855,1034
250002633,0,30411,AUTOPARTES,1,01/01/2025,1,3,1,FRACCIONAMIENTO,OJOCALIENTE III,191,191,CALLE,GABRIEL GARCIA MARQUEZ,0,NA,",,,",CALLE,SAN PEDRO,4,3,46,26,03:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,27,Documentos,0,0,Falso,1,2,AUTOMOVIL,ND,ND,1,1,0,-102.24456,21.874631,1054
250005021,0,30403,AUTOPARTES,1,01/01/2025,1,3,1,FRACCIONAMIENTO,TROJES DEL SUR,152,152,CALLE,PARQUE DE LOS NOGALES ORIENTE,0,NA,",,,",CALLE,PARQUE DE LOS NOGALES SUR,2,0,0,16,19:00-11:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,2,Computo,0,5000,Falso,1,1,CAMIONETA,FORD,RANGER,1,23,3712,-102.29505,21.84645,1055
250006153,0,30411,AUTOPARTES,1,01/01/2025,1,3,1,COLONIA,OBRAJE,518,518,CALLE,ANAHUAC,0,NA,"102,,,",AVENIDA,JOSE MARIA CHAVEZ,1,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,CAMIONETA,CHEVROLET,F10,1,23,3713,-102.2956,21.872077,1056
250021324,0,30446,AUTOPARTES,1,03/01/2025,1,5,1,COMUNIDAD,LOMA DE LOS NEGRITOS,389,389,CALLE,BENITO GALINDO ESPARZA,0,NA,",,,",CALLE,JESUS SANDOVAL,2,20,37,23,19:00-21:29,Falso,Falso,9,Ninguna,1 HOMBRE,EL MELE,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,14,Bicicleta,0,0,Falso,2,1,CAMIONETA,ND,ND,1,1,0,-102.34969,21.870046,1025
250021636,0,30411,AUTOPARTES,1,03/01/2025,1,5,1,FRACCIONAMIENTO,LA LOMITA,270,270,CALLE,PALMILLAS,0,NA,",,,",CALLE,PALMA DE GUADALUPE,5,0,0,27,Sin datos,Falso,Falso,9,Ninguna,1 HOMBRE,FAMILIA,H,H,5,0,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,CAMIONETA,FORD,EXPLORER,1,13,0,-102.24118,21.861101,1039
250022438,0,30411,AUTOPARTES,1,03/01/2025,1,5,1,FRACCIONAMIENTO,BULEVAR,156,156,CALLE,LUIS ADOLFO,0,NA,",,,",CALLE,HERNAN GONZALEZ,5,0,0,24,21:30-23:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"24,25","Bateria, llanta",0,0,Falso,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,0,-102.29366,21.868087,1040
250018436,0,30411,AUTOPARTES,1,03/01/2025,1,5,1,FRACCIONAMIENTO,OJOCALIENTE III,191,191,CALLE,ESTACION CAÑADA,0,NA,"514,,,",CALLE,EL CUERVERO,4,0,0,17,19:00-12:00,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,47,Mercancia,0,0,Falso,1,1,CAMIONETA,CHEVROLET,CHEYENNE,1,1,0,-102.24583,21.878045,1057
250025385,0,30446,AUTOPARTES,1,04/01/2025,1,6,1,FRACCIONAMIENTO,OJOCALIENTE III,191,191,CALLE,LA BARRANCA,0,NA,",,,",CALLE,OCOTE,4,15,5,21,12:00-15:29,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,Falso,0,N,N,"36,28,27","Cartera, dinero, documentos",4500,0,Falso,3,1,AUTOMOVIL,NISSAN,SENTRA,1,6,0,-102.24624,21.875282,1026
250023057,0,30403,AUTOPARTES,1,04/01/2025,1,6,5,CONDOMINIO,CAMPESTRE INGLES,953,953,CALLE,MIGUEL DE LA MADRID,0,NA,",,,",CALLE,JOSE LOPEZ PORTILLO,7,2,12,25,00:00-02:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,Falso,0,N,N,27,Documentos,0,0,Falso,1,1,AUTOMOVIL,MAZDA,ND,1,1,0,-102.33174,21.947831,1041
250023131,0,30411,AUTOPARTES,1,04/01/2025,1,6,2,COMUNIDAD,JILOTEPEC,733,733,CARRETERA,106,0,NA,",,,",CALLE,FELIPE ANGELES,7,2,37,25,00:00-02:59,Falso,Falso,9,Ninguna,1 HOMBRE,ND,H,H,6,0,ND,ND,0,0,Falso,0,N,N,"22,23","Autoestereo, esquipo de sonido",0,0,Falso,1,2,CAMIONETA,CHEVROLET,S10,1,13,0,-102.07751,22.03621,1042
250023826,0,30411,AUTOPARTES,1,04/01/2025,1,6,1,CONDOMINIO,HACIENDA SAN MARCOS,635,635,AVENIDA,HACIENDA SANTORAL,0,NA,",,,",CALLE,HACIENDA SAN BLASS,5,0,0,5,00:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"54,46","Polvera, accesorios",0,0,Falso,1,2,AUTOMOVIL,HONDA,ND,1,1,0,-102.26328,21.806331,1043
250023859,0,30411,AUTOPARTES,1,04/01/2025,1,6,3,BARRIO,CHICAGO,794,794,CALLE,GUANAJUATO,0,NA,"112,,,",PRIVADA,SEGUNDA GUANAJUATO,7,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,ND,8,0,ND,ND,0,0,Falso,0,N,N,"22,24","Autoestereo, bateria",0,0,Falso,1,2,CAMIONETA,ND,ND,1,2,0,-102.722,21.842135,1044
250023995,0,30403,AUTOPARTES,1,04/01/2025,1,6,1,BARRIO,LA ESTACION,203,203,CALLE,28 DE AGOSTO SUR,0,NA,"102,,,",AVENIDA,ALAMEDA,1,0,0,5,00:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"26,12","Bolso, ropa",0,0,Falso,1,1,CAMIONETA,JEEP,CHEROKEE,1,1,0,-102.28059,21.88261,1045
250024336,0,30403,AUTOPARTES,1,04/01/2025,1,6,1,FRACCIONAMIENTO,JARDINES DE LA ASUNCION,516,516,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,PASEO DE LA ASUNCION,5,0,0,20,09:00-11:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"31,38","Maleta, otros",0,0,Falso,4,1,AUTOMOVIL,CHEVROLET,CORSA,1,0,0,-102.29314,21.862091,1046
250023057,0,30403,AUTOPARTES,1,04/01/2025,1,6,5,CONDOMINIO,CAMPESTRE INGLES,953,953,CALLE,MIGUEL DE LA MADRID,0,NA,",,,",CALLE,JOSE LOPEZ PORTILLO,7,2,12,25,00:00-02:59,Falso,Falso,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,1,1,CAMIONETA,CHEVROLET,CHEYENNE,1,1,0,-102.33169,21.947763,1058
250002003,0,30411,AUTOPARTES,1,04/01/2025,1,6,2,COMUNIDAD,JILOTEPEC,733,733,CALLE,LIBERTAD,0,NA,",,,",CALLE,FELIPE ANGELES,7,2,45,25,00:00-02:59,Falso,Falso,9,Ninguna,ND,ND,N,N,8,0,N,N,0,0,Falso,0,N,N,"22,23","Autoestereo, equipo de sonido",0,10000,Falso,1,2,AUTOMOVIL,CHEVROLET,ND,1,27,0,-102.07853,22.03833,1061
250029821,0,30403,AUTOPARTES,1,05/01/2025,1,7,1,ZONA,ZONA CENTRO,501,501,CALLE,IGNACIO ALLENDE,0,NA,"304,,,",CALLE,MARIANO MATAMOROS NORTE,1,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,4,5,AUTOMOVIL,NISSAN,MARCH,1,1,0,-102.29983,21.881053,1047
250031861,0,30403,AUTOPARTES,1,05/01/2025,1,7,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,307,CALLE,HACIENDA JURICA,0,NA,",,,",CALLE,HACIENDA HUAXTLA,4,0,0,5,00:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"38,18,11","Tanque de gas, otros, herramienta",0,10000,Falso,4,2,CAMIONETA,MAZDA,ND,1,1,0,-102.24271,21.886794,1048
250007002,0,30411,AUTOPARTES,1,05/01/2025,1,7,7,FRACCIONAMIENTO,LA ESTANCIA DE CHORA,1172,1172,CALLE,CAXCAN,0,NA,",,,",CALLE,OCTLI,7,12,40,21,12:00-15:29,Falso,Falso,9,Ninguna,ND,ND,N,N,8,0,N,N,0,0,Falso,0,N,N,"23,22,24","Autoestereo, equipo de sonido, bateria",0,7000,Falso,4,2,AUTOMOVIL,ND,ND,1,27,0,-102.30952,22.233334,1060
250038495,0,30446,AUTOPARTES,1,06/01/2025,2,1,1,FRACCIONAMIENTO,LAS AMERICAS,262,262,CALLE,REPUBLICA DE COLOMBIA,0,NA,",,,",AVENIDA,QUINTA AVENIDA,2,13,45,21,12:00-15:29,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,46,Accesorios,0,0,Falso,2,2,CAMIONETA,JEEP,GRAND CHEROKEE,1,2,0,-102.29746,21.868762,1027
250037847,0,30411,AUTOPARTES,1,06/01/2025,2,1,1,FRACCIONAMIENTO,BULEVARES 2A SECCION,158,158,CALLE,JOSE ISABEL ROBLES,0,NA,"317,,,",CALLE,CAPITAL DIEGO FERNANDEZ VILLA,2,0,0,1,Dias solo,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"38,24,30","Bateria, otros",0,2800,Falso,1,3,AUTOMOVIL,CHEVROLET,AVEO,1,1,0,-102.30466,21.854438,1049
250038256,0,30411,AUTOPARTES,1,06/01/2025,2,1,1,FRACCIONAMIENTO,SAN CAYETANO,591,591,AVENIDA,UNIVERSIDAD,0,NA,",,,",CALLE,SAN CAYETANO,6,13,7,21,12:00-15:29,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,22,Estereo,0,0,Falso,1,2,AUTOMOVIL,CHEVROLET,SPARK,1,6,0,-102.3064,21.900119,1050
250038541,0,30411,AUTOPARTES,1,06/01/2025,2,1,1,COMUNIDAD,COYOTES,10,10,CALLE,PEREZ PRADO,0,NA,",,,",CAMINO,A LOS NEGRITOS,5,0,0,1,Dias solo,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"24,22,11","Bateria, autoestereo, herramienta",0,0,Falso,5,2,CAMIONETA,CHEVROLET,SILVERADO,1,2,0,-102.34165,21.870122,1051
250041291,0,30411,AUTOPARTES,1,06/01/2025,2,1,5,LOCALIDAD,CORRAL DE BARRANCOS,951,951,BOULEVARD,MIGUEL DE LA MADRID HURTADO,0,NA,",,,",CALLE,CAMINO REAL,7,0,0,23,19:00-21:29,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"31,12","Mochila, ropa",0,0,Falso,1,1,AUTOMOVIL,RENAULT,LOGAN,1,2,0,-102.32721,21.942968,1052
250011004,0,30411,AUTOPARTES,1,06/01/2025,2,1,11,FRACCIONAMIENTO,HIDALGO,1304,1304,CALLE,RAFAEL IRIARTE,0,NA,",,,",CALLE,OTTO GRANADOS ROLDAN,7,0,0,5,00:00-05:59,Falso,Falso,9,Ninguna,ND,ND,N,N,0,0,N,N,0,0,Falso,0,N,N,"22,24","Autoestereo, bateria",0,0,Falso,4,2,CAMIONETA,DODGE,CARAVAN,1,27,0,-102.26788,22.069024,1062
250001006,0,30411,AUTOPARTES,1,06/01/2025,2,1,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,340,CALLE,CULTURA YUMANA,0,NA,",,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,3,4,27,22,15:30-18:59,Falso,Falso,9,Ninguna,1 HOMBRE,JOSE DE JESUS VALLEJO TERRONES 25 AÑOS,H,H,8,1,JOSE DE JESUS VALLEJO TERRONES 25 AÑOS,ND,0,0,Falso,0,MOTOCICLETA,ITALIKA1215 EN COLOR BLANCO,24,Bateria,0,0,Falso,1,2,ND,ND,ND,1,27,0,-102.23397,21.910933,1065
250045506,0,50102,AUTOPARTES,1,07/01/2025,2,2,1,ESPECIAL,PARQUE FUNERAL LA ASUNCION,280,280,CARRETERA,CARRETERA 45 SUR,0,NA,",,,",ND,ND,2,17,28,22,15:30-18:59,Falso,Falso,9,Ninguna,ND,ND,ND,A,8,0,ND,ND,0,0,Falso,0,N,N,38,Otros,0,0,Falso,1,1,CAMION,ND,ND,1,2,0,-102.27819,21.764154,1024
250042799,0,30403,AUTOPARTES,1,07/01/2025,2,2,1,FRACCIONAMIENTO,VILLAS DE DON ANTONIO,402,402,CALLE,PEDRO ANTONIO ALARCON,0,NA,"412,,,",CALLE,GENERAL ANTONIO ROSALES FLORES,3,6,10,19,06:00-08:59,Falso,Falso,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,Falso,0,N,N,"3,6,28","Celular, tecnología, dinero",500,0,Falso,1,1,AUTOMOVIL,RENAULT,ND,1,6,0,-102.24987,21.924547,1053
250011001,0,30411,AUTOPARTES,1,07/01/2025,2,2,11,FRACCIONAMIENTO,SAN JOSE DE BUENAVISTA,1311,1311,CALLE,PROFESOR FRANCISCO JAVIER MARTINEZ HERNANDEZ,0,NA,",,,",CALLE,DECRETO 30 DE ENERO DE 1992,7,16,6,22,15:30-18:59,Falso,Falso,9,Ninguna,ND,ND,ND,ND,8,0,N,N,0,0,Falso,0,N,N,"26,28",Dinero,25000,0,Falso,1,1,AUTOMOVIL,ND,ND,1,27,0,-102.27191,22.072987,1059
250042969,0,30904,AUTOPARTES,1,07/01/2025,2,2,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,93,CALLE,CHICHEN ITZA,0,NA,",,,",CALLE,UXMAL,5,7,49,19,06:00-08:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,H,H,8,0,N,N,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,AUTOMOVIL,ND,ND,1,13,0,-102.25523,21.86612,1064
250050687,0,30403,AUTOPARTES,1,08/01/2025,2,3,1,COLONIA,OBRAJE,518,518,CALLE,HEROES DE CHAPULTEPEC,0,NA,",,,",CALLE,HERMENEGILDO GALEANA SUR,1,18,22,22,15:30-18:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,4,5,AUTOMOVIL,CHEVROLET,SPARK,1,2,0,-102.29668,21.877671,1035
250051706,0,30403,AUTOPARTES,1,08/01/2025,2,3,1,FRACCIONAMIENTO,CAMPESTRE 1A SECCION,485,485,CALLE,VERTIENTES,0,NA,",,,",CALLE,DEL LAGO,6,0,0,14,12:00-18:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"22,28","Estereo, dinero",2000,5000,Falso,1,1,CAMIONETA,FORD,LOBO,1,1,0,-102.31821,21.920294,1036
250054329,0,30403,AUTOPARTES,1,09/01/2025,2,4,5,COLONIA,EL TORITO,1071,1071,AVENIDA,ALEJANDRO DE LA CRUZ,0,NA,",,,",CALLE,LUIS DONALDO COLOSIO,7,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"3,38,24","Celular, otros, bateria",0,70000,Falso,4,3,CAMIONETA,FORD,EXPLORER,1,13,0,-102.35514,21.971467,1032
250054543,0,30411,AUTOPARTES,1,09/01/2025,2,4,1,FRACCIONAMIENTO,JARDINES DE LAS FUENTES,494,494,CALLE,JARDIN DE ZARAGOZA,0,NA,"608,,,",CALLE,FRAY JUNIPERO SERRA,5,12,30,21,12:00-15:29,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,AUTOMOVIL,HYUNDAI,VERNA,1,1,0,-102.28725,21.860932,1033
250053213,0,30411,AUTOPARTES,1,09/01/2025,2,4,1,FRACCIONAMIENTO,LOMAS DE ORIENTE I,672,672,CALLE,JUAN JOSE ARREOLA,0,NA,",,,",CALLE,LOMA SECA,3,0,0,16,19:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"24,38","Bateria, lentes",0,12000,Falso,1,3,CAMIONETA,MAZDA,ND,1,1,0,-102.25505,21.913736,1037
250053482,0,30411,AUTOPARTES,1,09/01/2025,2,4,11,RURAL,LA CONCEPCION,1331,1331,CALLE,VICENTE GUERRERO,0,NA,"206,,,",CALLE,GUADALUPE VICTORIA,7,0,0,50,00:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,A,8,0,ND,ND,0,0,Falso,0,N,N,"24,38","Bateria, otros",0,2000,Falso,1,3,AUTOMOVIL,NISSAN,ND,1,1,0,-102.29813,22.034721,1038
250011005,0,30411,AUTOPARTES,1,09/01/2025,2,4,11,FRACCIONAMIENTO,SAN JOSE DEL BARRANCO,1301,1301,CALLE,SALUD,0,NA,",,,",CALLE,SEGURIDAD PUBLICA,7,0,0,4,19:00-23:59,Falso,Falso,9,Ninguna,ND,ND,N,N,8,0,N,N,0,0,Falso,0,N,N,"22,5,47,12","Autoestereo, equipo sonido en casa, mercancia, ropa",0,0,Falso,4,2,AUTOMOVIL,FORD,ND,1,27,0,-102.26337,22.069439,1063
250064517,0,50305,AUTOPARTES,1,11/01/2025,2,6,1,FRACCIONAMIENTO,CANTERAS DE SAN JOSE,547,547,CALLE,PASEO DE YAHUALICA,0,NA,",,,",CALLE,PASEO DE LA CANTERA,2,4,1,26,03:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,38,Otros,0,0,Falso,1,1,AUTOMOVIL,NISSAN,XTRAIL,1,13,0,-102.33542,21.857968,1004
250064641,0,30403,AUTOPARTES,1,11/01/2025,2,6,5,FRACCIONAMIENTO,BELLA VISTA,901,901,CALLE,BENIGNO CHAVEZ,0,NA,"912,,,",AVENIDA,CONSTITUCION,7,5,11,26,03:00-05:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,4,5,AUTOMOVIL,HONDA,CIVIC,1,13,0,-102.35078,21.967076,1028
250066879,0,30411,AUTOPARTES,1,11/01/2025,2,6,1,COLONIA,GREMIAL,613,613,CALLE,MELQUIADES MORENO,0,NA,"204,,,",CALLE,ENRIQUE ESTRADA,1,0,0,21,12:00-15:29,Falso,Falso,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,Falso,0,N,N,11,Herramienta,0,0,Falso,1,1,CAMIONETA,FORD,RANGER,1,2,0,-102.29258,21.893207,1029
250073670,0,30411,AUTOPARTES,1,12/01/2025,2,7,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,930,CALLE,PASEOS DE JALTOMATE,0,NA,"320,,,",CALLE,PASEOS DE SAN JOSE DE GRACIA,7,0,0,3,12:00-18:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,AUTOMOVIL,VOLKSWAGEN,ND,1,13,0,-102.30021,21.965333,1030
250074990,0,30403,AUTOPARTES,1,12/01/2025,2,7,1,FRACCIONAMIENTO,SAN CAYETANO,591,591,CALLE,CARLOS SAGREDO,0,NA,"1904,,,",CALLE,SAN RAFAEL,6,20,30,23,19:00-21:29,Falso,Falso,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,4,6,AUTOMOVIL,VOLKSWAGEN,ND,1,6,0,-102.31072,21.898588,1031
250077130,0,30403,AUTOPARTES,1,13/01/2025,3,1,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,530,CALLE,HACIENDA SAN IGNACIO,0,NA,",,,",CALLE,HACIENDA EL MEZQUITE,4,2,51,25,00:00-02:59,Falso,Falso,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,Falso,0,MOTOCICLETA,N,39,Sin datos,0,0,Falso,4,5,CAMIONETA,DODGE,DAKOTA,1,6,0,-102.24478,21.887031,1005
250083622,0,30403,AUTOPARTES,1,14/01/2025,3,2,5,COLONIA,EL CALVARIO,1044,1044,CALLE,NIAGARA,0,NA,",,,",CALLE,BENIGNO CHAVEZ,7,5,21,26,03:00-05:59,Verdadero,Falso,9,Ninguna,3 HOMBRES,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,41,Ninguno,0,0,Falso,4,4,AUTOMOVIL,ND,ND,1,13,0,-102.34532,21.967043,1006
250085888,0,30446,AUTOPARTES,1,14/01/2025,3,2,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,0,NA,",,,",CALLE,DOCTOR SALVADOR GALLARDO,2,16,33,22,15:30-18:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,Falso,0,N,N,"26,28,40,32","Bolso, dinero, tarjetas, medicamento",8000,0,Verdadero,3,1,CAMIONETA,ND,ND,1,13,0,-102.32377,21.848462,1007
250088552,0,30411,AUTOPARTES,1,15/01/2025,3,3,1,FRACCIONAMIENTO,CANTERAS DE SAN JOSE,547,547,CALLE,COLOTLAN,0,NA,"218,,,",CALLE,HUEJUCAR,2,6,6,19,06:00-08:59,Falso,Falso,9,Ninguna,1 HOMBRE,CHAMARRA DE COLOR AZUL,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,AUTOMOVIL,NISSAN,SENTRA,1,6,0,-102.33077,21.85851,1008
250088628,0,30403,AUTOPARTES,1,15/01/2025,3,3,5,COLONIA,LUIS DONALDO COLOSIO,1045,1045,CALLE,16 DE SEPTIEMBRE,0,NA,",,,",CALLE,LUIS DONALDO COLOSIO,7,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,11,Herramienta,0,4000,Falso,4,1,CAMIONETA,CHEVROLET,ND,1,1,0,-102.35323,21.971386,1009
250088725,0,30411,AUTOPARTES,1,15/01/2025,3,3,1,FRACCIONAMIENTO,VILLA DE LAS TROJES,141,141,CALLE,VIVEROS,0,NA,",,,",CALLE,VALLE DE GUADALUPE,6,0,0,5,00:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"53, 23","Casco, equipo de sonido",0,60000,Falso,4,3,AUTOMOVIL,MAZDA,ND,1,23,3754,-102.3057,21.929352,1010
250089744,0,30411,AUTOPARTES,1,15/01/2025,3,3,6,RURAL,EL GARABATO,1135,1135,CALLE,FELIPE ANGELES,0,NA,"113,,,",CALLE,BENITO JUAREZ,7,0,0,21,12:00-15:29,Falso,Falso,9,Ninguna,VECINO,ND,ND,M,6,0,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,1,0,-102.34055,22.087508,1011
250105586,0,50305,AUTOPARTES,1,17/01/2025,3,5,5,COLONIA,MARAVILLAS,991,991,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,INDEPENDENCIA,7,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,31,Portafolio,0,0,Falso,4,1,AUTOMOVIL,BMW,X5,1,2,0,-102.29694,21.945972,981
250100010,250102420,30411,AUTOPARTES,1,17/01/2025,3,5,1,FRACCIONAMIENTO,CONSTITUCION,607,607,CALLE,ARTICULO 24,0,NA,"428,,,",CALLE,ARTICULO 35,3,0,0,5,00:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,2,Computadora,0,0,Falso,1,2,AUTOMOVIL,CHEVROLET,AVEO,1,23,3763,-102.28447,21.933248,1012
250101301,0,30411,AUTOPARTES,1,17/01/2025,3,5,1,FRACCIONAMIENTO,POZO BRAVO SUR,558,558,CALLE,POZO DE RUBI,0,NA,",,,",CALLE,POZO PLATINO,3,0,0,5,00:00-5:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,2,Computadora,0,0,Falso,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,23,3764,-102.28268,21.925286,1013
250101955,250104906,30411,AUTOPARTES,1,17/01/2025,3,5,1,FRACCIONAMIENTO,POZO BRAVO SUR,558,558,CALLE,POZO DEL COBRE,0,NA,"229,,,",CALLE,PANFILO NATERA,3,0,0,0,00:00-05:59,Falso,Falso,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,Falso,0,VEHICULO,EN COLOR NEGRO,"46,24","Accesorios, bateria",0,0,Falso,1,2,AUTOMOVIL,CHEVROLET,AVEO,1,23,3765,-102.28164,21.925063,1014
250104926,0,30403,AUTOPARTES,1,17/01/2025,3,5,5,LOCALIDAD,CORRAL DE BARRANCOS,951,951,AVENIDA,PASEO DE LAS MARAVILLAS,0,NA,",,,",BOULEVARD,MIGUEL DE LA MADRID HURTADO,7,0,0,23,19:00:21:29,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"31,27,2,30","Mochila, docuentos, computo, llaves",0,0,Falso,4,1,AUTOMOVIL,HONDA,CRV,1,2,0,-102.32456,21.938082,1015
