FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,ID_COL,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,ARMA,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFEC,CAT_SOS,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,HECHOS,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,DEN_CASIO,LONG,LAT,OID
250353335,0,30411,AUTOPARTES,3,20/03/2025,12,4,1,FRACCIONAMIENTO,SAN CAYETANO,591,591,CALLE,SAN CLEMENTE,0,NA,",,,",CALLE,SAN COSME,6,0,0,3,06:00-18:59,Falso,Falso,9,Ninguna,ND,ND,N,N,8,0,N,N,0,0,Falso,0,N,N,22,Autoestereo,0,0,Falso,4,2,AUTOMOVIL,ND,ND,1,28,0,-102.30881,21.90087,1076
250542068,0,30446,AUTOPARTES,3,21/03/2025,12,5,1,FRACCIONAMIENTO,CASABLANCA,625,625,AVENIDA,MARIANO HIDALGO,0,NA,"341,,,",AVENIDA,MONTEALBAN,5,13,8,21,12:00-15:29,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,28,Dinero,0,0,Falso,3,1,AUTOMOVIL,CHEVROLET,AVEO,1,2,0,-102.27309,21.854856,810
250540021,0,30403,AUTOPARTES,3,21/03/2025,12,5,7,FRACCIONAMIENTO,EMBAJADORES,1164,1164,CALLE,MOTOLINEA ORIENTE,0,NA,"805,,,",CALLE,OSCAR GALIE,7,3,35,26,03:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,22,Equipo de sonido,0,8000,Falso,4,2,AUTOMOVIL,HONDA,CIVIC,1,1,0,-102.31289,22.231581,811
250542975,0,30411,AUTOPARTES,3,21/03/2025,12,5,1,FRACCIONAMIENTO,TIERRA BUENA,196,196,CALLE,FRIJOL,0,NA,"201,,,",CALLE,CHILE,5,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,54,Tapas,0,0,Falso,3,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,2,0,-102.25113,21.861296,812
250545376,0,30411,AUTOPARTES,3,21/03/2025,12,5,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,153,AVENIDA,UNIVERSIDAD,0,NA,"811,,,",CALLE,LAGOS DE MORENO,6,21,45,23,19:00-21:29,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"31,38","Mochila, otros",0,10000,Falso,1,1,AUTOMOVIL,ND,ND,1,23,4011,-102.31138,21.911179,813
250547516,0,30904,AUTOPARTES,3,22/03/2025,12,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,MATEO HERNANDEZ VAZQUEZ,0,NA,",,,",CALLE,DOMINGO VELAZCO,3,7,40,19,06:00-08:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,Falso,0,N,N,38,Otros,0,0,Falso,1,2,AUTOMOVIL,ND,ND,1,2,0,-102.26177,21.935807,795
250551224,0,30904,AUTOPARTES,3,22/03/2025,12,6,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,249,249,CALLE,SERAPIO RENDON,0,NA,"105,,,",AVENIDA,GENERAL MARIANO ESCOBEDO,5,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,A,8,0,ND,ND,0,0,Falso,0,N,N,38,Otros,0,0,Falso,1,1,AUTOMOVIL,ND,ND,1,6,0,-102.27612,21.870419,796
250547993,0,50102,AUTOPARTES,3,22/03/2025,12,6,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,175,CALLE,CASIMIRO ARTEAGA,0,NA,302,CALLE,JOSE MARIA BOCANEGRA,2,0,0,16,19:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,41,Ninguno,0,0,Falso,1,4,AUTOMOVIL,NISSAN,SENTRA,1,6,0,-102.31972,21.852135,814
250548226,250550213,30403,AUTOPARTES,3,22/03/2025,12,6,1,ZONA,ZONA CENTRO,501,501,CALLE,RIO RHIN,0,NA,"213,,,",CALLE,TRIUNFO,1,11,3,20,09:00-11:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,H,M,8,1,ND,ND,0,0,Falso,0,N,N,"26,28,3","Bolso, dinero, celular",0,5000,Falso,3,1,CAMIONETA,ND,ND,1,4,0,-102.28736,21.880034,815
250548698,0,30403,AUTOPARTES,3,22/03/2025,12,6,5,COLONIA,EJIDAL,926,926,CALLE,20 DE NOVIEMBRE,0,NA,"107,,,",CALLE,VENUSTIANO CARRANZA,7,12,23,21,12:00-15:29,Verdadero,Falso,9,Ninguna,2 HOMBRES,ND,H,M,8,0,ND,ND,0,0,Falso,0,BICICLETA,N,"2,29,28","Computo, cartera, dinero",400,1900,Falso,4,1,AUTOMOVIL,CHEVROLET,AVALANCHE,1,13,0,-102.35199,21.967954,816
250548837,0,30411,AUTOPARTES,3,22/03/2025,12,6,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,627,627,BOULEVARD,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,8E CAROLINA VILLANUEVA GARCIA,5,0,0,2,06:00-11:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"24,26","Bateria, bolso",0,0,Falso,1,2,CAMIONETA,CHRYSLER,VOYAGUER,1,1,0,-102.28868,21.834614,817
250560544,0,30403,AUTOPARTES,3,23/03/2025,12,7,1,NO APLICA,DESARROLLO ESPECIAL PARQUE ECOLOGICO EL CEDAZO,586,586,AVENIDA,AGUASCALIENTES ORIENTE,0,NA,",,,",AVENIDA,PASEO DE OJOCALIENTE,5,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"29,40,28","Cartera, tarjetas, dinero",500,0,Falso,3,1,AUTOMOVIL,ND,ND,1,1,0,-102.25409,21.868912,818
250565003,0,30904,AUTOPARTES,3,24/03/2025,13,1,1,BARRIO,LA SALUD,499,499,CALLE,SOLEDAD,0,NA,"317,,,",AVENIDA,PASEO DE LA CRUZ,5,4,25,26,03:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,4,4,AUTOMOVIL,ND,ND,1,13,0,-102.28328,21.874125,797
250564391,0,30904,AUTOPARTES,3,24/03/2025,13,1,2,RURAL,CENTRO (CIENEGA),767,767,CALLE,ENRIQUE OLIVARES SANTANA,0,NA,",,,",CALLE,EMILIANO ZAPATA,7,1,22,25,00:00-02:59,Verdadero,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"22,46","Autoestereo, accesorios",0,0,Falso,1,2,AUTOMOVIL,FORD,IKON,1,13,0,-102.02032,22.193689,798
250566445,0,30411,AUTOPARTES,3,24/03/2025,13,1,1,COLONIA,MORELOS,611,611,AVENIDA,HEROE DE NACOZARI,0,NA,",,,",CALLE,28 DE AGOSTO,1,11,59,20,09:00-11:59,Falso,Falso,9,Ninguna,ND,ND,ND,A,8,0,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,CAMIONETA,CHEVROLET,SILVERADO,1,6,0,-102.28894,21.903878,799
250572847,0,30403,AUTOPARTES,3,25/03/2025,13,2,1,FRACCIONAMIENTO,VISTA DEL SOL I,570,570,AVENIDA,ARQUEROS,0,NA,",,,",CALLE,NUBLADO,5,0,0,2,06:-11:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,47,Mercancia,0,0,Falso,1,2,AUTOMOVIL,NISSAN,VERSA,1,1,0,-102.2692,21.862474,800
250573396,0,30403,AUTOPARTES,3,25/03/2025,13,2,1,UNIDAD HABITACIONAL,LOS VOLCANES,324,324,CALLE,POPOCATEPETL,0,NA,",,,",PROLONGACION,PASEO DE LA CRUZ,5,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"22,46","Autoestereo, mercancia",0,3500,Falso,1,3,AUTOMOVIL,VOLKSWAGEN,JETTA,1,13,0,-102.2699,21.874575,801
250574455,0,30403,AUTOPARTES,3,25/03/2025,13,2,6,FRACCIONAMIENTO,VERGEL DEL VALLE,1123,1123,CALLE,JAZMIN,0,NA,"122,,,",CALLE,MAGNOLIA,7,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,4,5,AUTOMOVIL,VOLKSWAGEN,JETTA,1,2,0,-102.28894,22.152694,802
250577067,0,30411,AUTOPARTES,3,25/03/2025,13,2,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,222,AVENIDA,SIGLO XXI,0,NA,",,,",BOULEVARD,GUADALUPANO,3,21,48,24,21:30-23:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"31,38","Mochila, otros",0,1200,Falso,4,1,AUTOMOVIL,ND,ND,1,1,0,-102.25658,21.906994,803
250577219,0,30403,AUTOPARTES,3,25/03/2025,13,2,1,COLONIA,MORELOS,611,611,AVENIDA,DE LA CONVENCION DE 1914 NORTE,0,NA,"402,,,",CALLE,20 DE NOVIEMBRE,3,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"22,23","Autoestereo, equipo de sonido",0,0,Falso,4,2,AUTOMOVIL,NISSAN,TSURU,1,1,0,-102.28939,21.901662,804
250584365,0,30404,AUTOPARTES,3,26/03/2025,13,3,1,CONDOMINIO HORIZONTAL,CARTAGENA 1947,602,602,CALLE,GUILLERMO LARA,0,NA,",,,",CALLE,VIÑEDOS RIVIER,3,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,4,4,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,0,-102.27665,21.957228,772
250578605,0,50102,AUTOPARTES,3,26/03/2025,13,3,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,243,243,CALLE,PRIMAVERA,0,NA,"334,,,",CALLE,EBANO,6,4,33,26,03:00-05:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,LUIS FERNANDO GARCIA GONZALEZ ALIAS FERCHO,H,JORGE,8,1,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,4,2,AUTOMOVIL,HONDA,CIVIC,1,1,0,-102.30053,21.903192,784
250579008,0,30403,AUTOPARTES,3,26/03/2025,13,3,1,FRACCIONAMIENTO,LOS BOSQUES,298,298,CALLE,MONTE EVEREST,0,NA,"206,,,",CALLE,ANDES APENINOS,6,7,0,19,06:00-08:59,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"31,38","Mochila, otros",0,0,Falso,1,1,AUTOMOVIL,CHEVROLET,SPARK,1,1,0,-102.3125,21.918999,805
250579542,0,30411,AUTOPARTES,3,26/03/2025,13,3,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,243,243,CALLE,MARGIL DE JESUS,0,NA,"104,,,",PROLONGACION,IGNACIO ZARAGOZA,6,0,0,1,Dias solo,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"22,24","Autoestereo, bateria",0,0,Falso,4,1,AUTOMOVIL,NISSAN,TSURU,1,23,4024,-102.29931,21.901012,806
250585694,0,30411,AUTOPARTES,3,27/03/2025,13,4,1,CONDOMINIO,ALTARIA RESIDENCIAL,670,670,BOULEVARD,A ZACATECAS,0,NA,",,,",NA,NA,3,7,32,19,06:00-08:59,Falso,Falso,9,Ninguna,ND,ND,ND,GABRIELA,8,0,ND,ND,0,0,Falso,0,N,N,"26,38","Bolso,otros",0,0,Falso,4,1,AUTOMOVIL,MAZDA,ND,1,13,0,-102.28725,21.927789,785
250584954,0,50102,AUTOPARTES,3,27/03/2025,13,4,1,BARRIO,EL ENCINO,517,517,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,VICENTA TRUJILLO,1,0,0,27,Sin datos,Falso,Falso,9,Ninguna,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,Falso,0,BICICLETA,N,"31,38","Mochila, otros",0,0,Falso,1,1,AUTOMOVIL,ND,ND,1,13,0,-102.295,21.87586,786
250591612,0,30411,AUTOPARTES,3,28/03/2025,13,5,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,249,249,CALLE,BELISARIO DOMINGUEZ,0,NA,"101,,,",PROLONGACION,DE LOS OLIVOS,5,4,30,26,03:00-05:59,Verdadero,Falso,9,Ninguna,2 HOMBRES,ND,ND,ANDREA,8,0,ND,ND,0,0,Falso,0,PATINETA,N,22,Autoestereo,0,0,Falso,1,2,AUTOMOVIL,NISSAN,SENTRA,1,23,4031,-102.27538,21.871226,787
250592905,0,30411,AUTOPARTES,3,28/03/2025,13,5,1,FRACCIONAMIENTO,MODERNO,521,521,CALLE,SOR JUANA INES DE LA CRUZ,0,NA,",,,",CALLE,AQUILES ELOURDUY,6,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,MONSERRAT,8,0,ND,ND,0,0,Falso,0,N,N,"22,23","Autoestereo, equipo de sonido",0,0,Falso,1,2,AUTOMOVIL,VOLKSWAGEN,POINTER,1,1,0,-102.31652,21.880794,788
250597898,0,30403,AUTOPARTES,3,29/03/2025,13,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,JOSE BUSTAMANTE,0,NA,"326,,,",CALLE,FRANCISCO ARMENGOL,3,5,24,26,03:00-05:59,Verdadero,Falso,9,Ninguna,2 HOMBRES,ND,H,H,8,0,ND,ND,0,0,Falso,0,N,N,22,Autoestereo,0,2000,Falso,1,2,AUTOMOVIL,VOLKSWAGEN,DERBY,1,1,0,-102.26029,21.935975,789
250598529,0,30403,AUTOPARTES,3,29/03/2025,13,6,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,210,CALLE,SIERRA DEL TIGRE,0,NA,"123,,,",CALLE,SIERRA DE HUAUTLA,3,1,15,25,00:00-02:59,Falso,Falso,9,Ninguna,1 HOMBRE,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"24,6","Bateria, tecnologia",0,0,Falso,4,3,AUTOMOVIL,NISSAN,TSURU,1,23,4036,-102.25238,21.910051,790
250600280,0,30411,AUTOPARTES,3,29/03/2025,13,6,1,BARRIO,LA PURISIMA,202,202,CALLE,LICENCIADO FRANCISCO PRIMO VERDAD,0,NA,"808,,,",CALLE,FRAY BARTOLOME DE LAS CASAS,1,0,0,5,00:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,MARIO,8,0,ND,ND,0,0,Falso,0,N,N,46,Accesorios,0,0,Falso,2,2,AUTOMOVIL,VOLKSWAGEN,VOCHO,1,6,0,-102.28456,21.887063,791
250605947,0,30403,AUTOPARTES,3,30/03/2025,13,7,5,CONDOMINIO,RUISEÑORES II,1023,1023,CALLE,GAVIOTA,0,NA,"115,,,",CALLE,ALBATROS,7,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,RICARDO,8,0,ND,ND,0,0,Falso,0,N,N,23,Equipo de sonido,0,1500,Falso,4,2,AUTOMOVIL,VOLKSWAGEN,ND,1,13,0,-102.33001,21.968023,792
250605948,0,30411,AUTOPARTES,3,30/03/2025,13,7,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,AVENIDA,MIGUEL ANGEL BARBERENA VEGA,0,NA,",,,",CALLE,VISTA HERMOSA,4,5,22,26,03:00-05:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,Falso,0,N,N,"26,3,28,40","Bolso, celular, dinero, tarjetas",0,0,Falso,3,1,CAMIONETA,ND,ND,1,2,0,-102.25071,21.897,793
250614621,0,30403,AUTOPARTES,3,31/03/2025,14,1,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,360,AVENIDA,PASEO DE LA VIZNAGA,0,NA,",,,",CALLE,JOSE GUERRA PALOS,4,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,11,Herramienta,0,0,Falso,1,1,CAMIONETA,CHEVROLET,TORNADO,1,1,0,-102.23372,21.871472,773
250627186,0,30411,AUTOPARTES,4,01/04/2025,14,2,1,COLONIA,CURTIDORES,668,668,CALLE,PASEO DEL RIO,0,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,6,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"31,3","Mochila, computo",0,17000,Falso,1,1,AUTOMOVIL,HONDA,CIVIC,1,1,0,-102.31782,21.887995,774
250628262,0,30403,AUTOPARTES,4,02/04/2025,14,3,1,FRACCIONAMIENTO,OJOCALIENTE III,191,191,CALLE,CHURUBUSCO,0,NA,"305,,,",CALLE,LAS CUEVAS,4,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"22,24","Autoestereo, bateria",0,0,Falso,1,2,AUTOMOVIL,NISSAN,SENTRA,1,1,0,-102.2439,21.879736,775
250628410,0,30411,AUTOPARTES,4,02/04/2025,14,3,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,530,CALLE,HACIENDA DE LAS AMARILLAS,0,100,",,,",AVENIDA,HACIENDA DE OJOCALIENTE,4,0,0,15,19:00-05:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"22,23,46","Autoestereo, equipo de sonido, accesorios",0,0,Falso,1,2,AUTOMOVIL,NISSAN,PLATINA,1,1,0,-102.24776,21.888612,776
250628790,0,30403,AUTOPARTES,4,02/04/2025,14,3,5,FRACCIONAMIENTO,ARBOLEDAS I y II,1061,1061,PRIVADA,DE LOS DURAZNOS,0,NA,"220,,,",CALLE,FRANCISCO JAVIER MINA,7,8,35,19,06:00-08:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"29,28,27","Cartera, dinero, documentos",3800,0,Falso,4,1,AUTOMOVIL,VOLKSWAGEN,VENTO,1,1,0,-102.34576,21.955486,777
250631601,0,30411,AUTOPARTES,4,02/04/2025,14,3,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,223,CALLE,ESCUDO,0,NA,"312,,,",CALLE,AMISTAD,4,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"31,12,22","Mochila, autoestereo, ropa",0,2000,Falso,1,1,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,0,-102.25027,21.894793,778
250630872,0,30904,AUTOPARTES,4,02/04/2025,14,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,354,CALLE,ATANACIO RODRIGUEZ,0,NA,",,,",AVENIDA,VALLE DE LOS ROMEROS,3,16,3,22,15:30-18:59,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,24,Bateria,0,0,Falso,1,2,CAMIONETA,ND,ND,1,2,0,-102.26322,21.935586,779
250632718,0,30904,AUTOPARTES,4,02/04/2025,14,3,1,FRACCIONAMIENTO,EMILIANO ZAPATA,185,185,CALLE,ANTONIO DIAZ SOTO Y GAMA,0,NA,",,,",CALLE,CARLOS M BUSTAMANTE,5,20,40,23,19:00-21:29,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,53,Casco,0,0,Falso,2,2,MOTOCICLETA,ND,ND,1,1,0,-102.25485,21.853848,780
250632142,0,30904,AUTOPARTES,4,02/04/2025,14,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ENCINO",331,331,AVENIDA,SIGLO XXI,0,NA,",,,",PROLONGACION,ADORATRICES,3,19,31,23,19:00-21:29,Verdadero,Falso,9,Ninguna,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,Falso,0,CAMIONETA,"FORD, EXPLORER",39,Sin datos,0,0,Falso,2,5,TRAILER,ND,ND,1,2,0,-102.26408,21.925111,781
250006013,0,30411,AUTOPARTES,4,02/04/2025,14,3,6,COLONIA,ZONA CENTRO,1130,1130,CALLE,SANTOS DEGOLLADO,0,NA,",,,",CALLE,HEROICO COLEGIO MILITAR,7,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,NA,NA,8,0,ND,ND,0,0,Falso,0,N,N,"3,22,26,27","Celular, autopartes, bolso, documentacion",0,5000,Falso,1,2,AUTOMOVIL,SEAT,IBIZA,1,28,0,-102.27647,22.145836,1077
250637656,0,30446,AUTOPARTES,4,03/04/2025,14,4,1,FRACCIONAMIENTO,LOMAS DE LA ASUNCION,545,545,CALLE,JUAN LOPEZ ELIZALDE,0,NA,"319,,,",CALLE,ACEQUIA REAL,3,15,55,22,15:30-18:59,Verdadero,Falso,9,Ninguna,2 HOMBRES,ND,H,H,8,0,ND,ND,0,0,Falso,0,N,N,11,Herramienta,0,0,Falso,2,1,AUTOMOVIL,FORD,FIGO,1,1,0,-102.26231,21.924701,769
250636065,0,30411,AUTOPARTES,4,03/04/2025,14,4,1,ESPECIAL,ANTIGUA ESTACION DE PEMEX,525,525,CALLE,PROFESOR VICTOR MANUEL DIAZ MACIAS,0,NA,",,,",CALLE,18 DE MARZO,6,0,0,2,06-00-11:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,"24,23","Bateria, autoestereo",0,0,Falso,1,2,AUTOMOVIL,VOLKSWAGEN,ND,1,23,4057,-102.29501,21.900689,782
250641708,0,30411,AUTOPARTES,4,04/04/2025,14,5,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,462,CALLE,DE LA TORRE,0,NA,"261,,,",CALLE,DE LA DAMA,5,0,0,4,00:00-05:59,Falso,Falso,9,Ninguna,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,35,Gasolina,0,0,Falso,1,2,CAMIONETA,CHEVROLET,SILVERADO,1,1,0,-102.25146,21.842077,783
250653262,0,30446,AUTOPARTES,4,05/04/2025,14,6,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,462,CALLE,DEL DEPORTE Y CIENCIA,0,NA,"220,B,,",AVENIDA,DEL REY,5,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,31,Cartera,0,0,Falso,3,1,AUTOMOVIL,ND,ND,1,13,0,-102.25153,21.847138,770
250667082,0,30403,AUTOPARTES,4,07/04/2025,15,1,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ALAMEDA",330,330,CALLE,RODRIGO RINCON GALLARDO,0,NA,"1122,,,",CALLE,FELIPE TORRES,3,0,0,9,06:00-19:00,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"27,11","documentos, herramienta",0,0,Falso,1,2,AUTOMOVIL,CHEVROLET,SPARK,1,1,0,-102.26273,21.932681,757
250667921,0,30403,AUTOPARTES,4,07/04/2025,15,1,1,FRACCIONAMIENTO,MORELOS I,598,598,CALLE,MEXICO LIBRE,0,NA,",,,",CALLE,PRIMERA CONSTITUCION,5,0,0,22,15:30-19:00,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"29,40","cartera, tarjetas",0,300,Falso,1,1,AUTOMOVIL,FORD,FIESTA,1,1,0,-102.26609,21.855619,758
250673615,0,30411,AUTOPARTES,4,08/04/2025,15,2,1,FRACCIONAMIENTO,MORELOS I,598,598,CALLE,CHICHEN ITZA,0,NA,",,,",AVENIDA,SIGLO XXI,5,0,0,7,06:00-12:00,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"24,23,12,31","bateria, equipo de sonido, ropa, maleta",0,0,Falso,1,3,AUTOMOVIL,HONDA,CIVIC,1,1,0,-102.25246,21.857001,759
250675081,0,30403,AUTOPARTES,4,08/04/2025,15,2,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,226,CALLE,HAYDEE ROMERO,0,NA,"114,,,",CALLE,REINAS DE LA FERIA,4,0,0,22,15:30-19:00,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,"28,11","dinero, herramienta",600,0,Falso,1,2,AUTOMOVIL,ND,ND,1,1,0,-102.2526,21.89947,760
250677622,0,30401,AUTOPARTES,4,09/04/2025,15,3,1,FRACCIONAMIENTO,EL PUERTECITO,407,407,CALLE,PUERTO LAZARO CARDENAS,0,NA,"308,,,",CALLE,PUERTO DE ENSENADA,3,0,0,27,Sin datos,Falso,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,23,Equipo de sonido,0,0,Falso,1,2,CAMIONETA,ND,ND,1,13,0,-102.24803,21.938197,746
250682383,0,50305,AUTOPARTES,4,09/04/2025,15,3,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,530,CALLE,GRACIAS A DIOS,0,NA,"125,,,",CALLE,HACIENDA SAN ISIDRO,4,0,0,1,Dias solo,Falso,Falso,9,Ninguna,1 HOMBRE,ND,ND,M,8,0,ND,ND,0,0,Falso,0,BICICLETA,N,46,Accesorios,0,0,Falso,2,2,CAMIONETA,ND,ND,1,13,0,-102.24883,21.887051,747
250682515,0,30446,AUTOPARTES,4,09/04/2025,15,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR SAN MARCOS",580,580,CALLE,FELIPE II,0,NA,",,,",CALLE,GERONIMO DE LA CUEVA,3,21,9,23,19:00-21:29,Verdadero,Falso,9,Ninguna,ND,ND,ND,H,8,0,ND,ND,0,0,Falso,0,N,N,38,Otros,0,0,Falso,3,1,AUTOMOVIL,NISSAN,V-DRIVE,1,1,0,-102.26376,21.928798,748
250677780,0,30403,AUTOPARTES,4,09/04/2025,15,2,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,14,CALLE,AGUAMARINA,0,NA,"501,,,",CALLE,TURQUESA,4,6,42,19,06:00-08:59,Falso,Falso,9,Ninguna,ND,ND,ND,M,8,0,ND,ND,0,0,Falso,0,N,N,39,Sin datos,0,0,Falso,1,2,CAMION,TORTON,ND,1,13,0,-102.22259,21.888361,761
