FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,SEXO_AFEC,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,CAT_SOS,DETENIDO,MOT_DET,DET_SPM,LESIONADO,FALLECIDOS,TRASL_HOSP,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,LON,DEN_CASIO,OID,LONG,LAT
230119845,0,30414,ROBO A CASA,1,2023-01-28,4,6,1,UNIDAD HABITACIONAL,IV CENTENARIO,618,RETORNO,ANTONIO GARCIA CUBAS,NA,NA,"203,,,",RETORNO,MANUEL RANGEL,5,0,0,15,3,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,8,0,0,false,1,2,-102.28100000,,276,-102.28106622,21.87006385
230120383,0,30414,ROBO A CASA,1,2023-01-28,4,6,1,FRACCIONAMIENTO,VERSALLES II,164,CALLE,GILBERTO LOPEZ VELARDE,NA,NA,"124,,,",CALLE,BELISARIO DOMINGUEZ,2,0,0,6,3,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,6,12",0,100000,false,1,1,-102.30760000,,277,-102.30763603,21.85508738
230120836,0,30414,ROBO A CASA,1,2023-01-28,4,8,1,FRACCIONAMIENTO,HACIENDA SAN MARTIN,637,CIRCUITO,CAPILLA DEL ROSARIO,NA,NA,"112,,55,",CALLE,HACIENDA LAS CAPILLAS,5,0,0,1,1,DESHABITADA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"18,19",0,0,false,1,1,-102.27390000,,278,-102.27398516,21.79410102
230121097,0,30414,ROBO A CASA,1,2023-01-28,4,8,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,CALLE,ELIAS DE LARA,NA,4,"101,,402,",CIRCUITO,NOTREDAME,3,0,0,1,3,DESHABITADA,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"8,10,18",0,23000,false,1,1,-102.25320000,,279,-102.25328775,21.92800581
230123301,0,30414,ROBO A CASA,1,2023-01-29,5,7,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,PRADERA,NA,NA,"108,,,",CALLE,LAS FRAGUAS,4,5,10,26,4,NO,false,false,H,9,1 HOMBRE,ND,H,8,0,N,N,0,0,false,N,N,NO,14,0,3500,false,1,20,-102.25160000,,280,-102.25168416,21.89685554
230123784,0,30414,ROBO A CASA,1,2023-01-29,5,7,1,FRACCIONAMIENTO,VILLAS DE SAN JOSE,699,CALLE,VILLAS DE SAN JOSE ORIENTE,NA,NA,"256,,,",CALLE,VILLAS DE SAN JUAN PABLO,2,0,0,5,1,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.29820000,,281,-102.29822632,21.82984740
230126038,0,30414,ROBO A CASA,1,2023-01-29,5,8,4,RURAL,REFUGIO DE PROVIDENCIA (LA PROVIDENCIA),889,CALLE,NIÑOS HEROES,NA,NA,"57,,,",CALLE,REVOLUCION,7,0,0,1,9,SOLA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,2,3,10,15,28",5000,20000,false,1,1,-102.25700000,,282,-102.25708430,22.34569845
230127395,0,30414,ROBO A CASA,1,2023-01-29,5,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,CALLE,RAMON HERNANDEZ MORENO,NA,NA,"306,,,",AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,3,0,0,27,9,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.25710000,,283,-102.25710188,21.93028867
230128343,0,30414,ROBO A CASA,1,2023-01-30,5,8,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,CALLE,PASEOS DE JESUS MARIA,NA,NA,"100,,,",CALLE,PASEOS DE SAN JOSE DE GRACIA,7,0,0,1,4,DESHABITADA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,SI1,"11,21",0,0,false,1,1,-102.29790000,,284,-102.29794669,21.96528240
230128859,0,30414,ROBO A CASA,1,2023-01-30,5,8,1,FRACCIONAMIENTO,RINCONADA DEL PUERTECITO,433,CALLE,PUERTO BALBOA,NA,NA,"127,,2,A",CALLE,RODRIGO RINCON GALLARDO 602,3,0,0,1,4,DESHABITADA,false,false,H,9,VECINOS,ND,A,6,0,N,N,0,0,false,N,N,NO,10,0,15000,false,1,14,-102.26740000,,285,-102.26747455,21.93622861
230114342,0,30904,ROBO A CASA,1,2023-01-27,4,5,5,LOCALIDAD,TEPETATES,992,CALLE,5 DE FEBRERO,NA,NA,",,,",CARRETERA,A PASO BLANCO,7,0,0,26,9,CONSTRUCCION,false,false,H,9,3 HOMBRES,ND,H,8,0,N,N,0,0,false,CARRETILLA,N,NO,39,0,0,false,1,2,-102.32180000,,286,-102.32187272,21.95666456
230116553,0,30904,ROBO A CASA,1,2023-01-26,4,4,5,COLONIA,EL TORITO,1071,CALLE,20 DE NOVIEMBRE,NA,NA,"214,,,",CALLE,SOR JUANA INES DE LA CRUZ,7,0,0,27,9,NO,false,false,H,9,VECINO,ND,H,6,0,N,N,0,0,false,N,N,NO,"11,19",0,0,false,1,1,-102.35530000,,287,-102.35539860,21.96859440
230119634,0,30446,ROBO A CASA,1,2023-01-28,4,6,5,COLONIA,LOS ARROYITOS,1046,PRIVADA,LOS ARROYITOS,NA,NA,"103,A,,",CALLE,ARROYO GRANDE,7,0,0,2,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.33940000,,288,-102.33945183,21.96742400
230122698,0,50102,ROBO A CASA,1,2023-01-29,5,7,1,COMUNIDAD,EL REFUGIO DE PEÑUELAS,37,CALLE,EL SAUZ,NA,NA,"514,,,",CALLE,PRIMAVERA,2,2,3,25,9,NO,false,false,M,9,2 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,18,0,0,true,1,20,-102.29050000,,289,-102.29054140,21.71529776
230123332,0,30904,ROBO A CASA,1,2023-01-29,5,7,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,CALLE,FRIGIA,NA,NA,"106,A,,",CALLE,LIVORNO,5,5,23,26,9,NO,true,false,M,9,3 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,1,0,0,false,1,2,-102.26720000,,290,-102.26721785,21.81068737
230123607,0,30904,ROBO A CASA,1,2023-01-29,5,7,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,URICHO,NA,NA,"421,,,",CALLE,HUEXOTLA,7,8,11,19,9,DESHABITADA,true,false,H,9,1 HOMBRE TATUAJE EN FRENTE Y CALVO,ND,H,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.25100000,,291,-102.25109904,21.95848264
230123682,0,30446,ROBO A CASA,1,2023-01-29,5,7,1,FRACCIONAMIENTO,BULEVARES 1A SECCION,157,AVENIDA,PROFESRO ENRIQUE OLIVARES SANTANA,NA,NA,"217,,,",AVENIDA,AGUASCALIENTES,2,0,0,16,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.30520000,,292,-102.30525360,21.85754179
230128252,0,50305,ROBO A CASA,1,2023-01-30,5,1,5,LOCALIDAD,CORRAL DE BARRANCOS,951,CALLE,LOS MEZQUITES,NA,NA,"140,,,",PRIVADA,SOLEDAD,7,5,0,26,9,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.32800000,,293,-102.32802580,21.94005507
230128660,0,30446,ROBO A CASA,1,2023-01-30,5,1,1,FRACCIONAMIENTO,LOMA DE LAS CUMBRES,674,CALLE,TAMARINDO,NA,NA,"110,,,",CALLE,CIRUELA,3,0,0,20,9,NO,false,false,M,9,HIJO,ND,H,5,0,N,N,0,0,false,N,N,NO,12,0,0,false,1,1,-102.23790000,,294,-102.23792192,21.91719532
230129190,0,30414,ROBO A CASA,1,2023-01-30,5,1,5,COLONIA,EL TORITO,1071,CALLE,LUIS DONALDO COLOSIO,NA,NA,"321,,,",CALLE,SOR JUANA INES DE LA CRUZ,7,0,0,2,8,NO,false,false,H,9,ND,EL AGUACATE,ND,8,0,N,N,0,0,false,CARRETILLA,N,NO,"11,18,38",0,16000,false,1,1,-102.35500000,,295,-102.35501789,21.97131020
230129698,0,30414,ROBO A CASA,1,2023-01-30,5,8,1,RANCHO,NOGAL,60R,CARRETERA,58,NA,NA,"108,,,",N,N,5,0,0,1,4,SOLA,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,6,8,11,12,15",0,55000,false,1,1,-102.18490000,,296,-102.18494265,21.81413120
230130443,0,31001,ROBO A CASA,1,2023-01-30,5,1,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,CALLE,PERUSA,NA,NA,"105,B,,",AVENIDA,DE LAS PRESAS,5,0,0,22,9,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,16,-102.26630000,,297,-102.26636383,21.80888692
230130762,0,30414,ROBO A CASA,1,2023-01-30,5,1,1,FRACCIONAMIENTO,FRACC SAN MARCOS,148,CALLE,DEL PARQUE,NA,NA,"315,,,",CALLE,PASEO DEL RIO,6,0,0,9,3,NO,false,false,H,9,ND,VICENTE EL MONAS,H,8,0,N,N,0,0,false,N,N,NO,"1,38",0,0,false,1,1,-102.32200000,,298,-102.32204434,21.87953877
230131195,0,30414,ROBO A CASA,1,2023-01-30,5,1,6,FRACCIONAMIENTO,COSMOS,1122,CALLE,FENIX,NA,NA,"209,,,",CALLE,CALIPSO,7,0,0,23,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"14,28,29,31",1900,1900,false,1,1,-102.28000000,,299,-102.28005444,22.14083163
230131987,0,30414,ROBO A CASA,1,2023-01-31,5,8,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,NA,NA,"315,,,",CALLE,CRISTOBAL DE MONTORO,3,0,0,27,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,SI1,"13,38",0,0,false,1,1,-102.25850000,,300,-102.25859369,21.93038446
230132852,0,50102,ROBO A CASA,1,2023-01-31,5,2,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,MONTE GESSI,NA,NA,"116,C,,",PROLONGACION,CONSTITUCIONALISTA,3,10,18,20,4,NO,true,false,M,9,3 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.26220000,,301,-102.26224508,21.93962502
230132918,0,30414,ROBO A CASA,1,2023-01-31,5,2,3,COLONIA,VALLE DE HUEJUCAR,859,CALLE,AGUASCALIENTES,NA,NA,"208,,,",CALLE,NAYARIT,7,0,0,27,9,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,1,-102.74920000,,302,-102.74927027,21.83227882
230132929,0,30414,ROBO A CASA,1,2023-01-31,5,2,1,FRACCIONAMIENTO,LA ESTRELLA,207,CALLE,GEMINIS,NA,NA,"303,,,",CALLE,CAN MAYOR,3,0,0,5,5,NO,false,false,M,9,VECINOS,ND,A,6,0,N,N,0,0,false,N,N,NO,"1,3,12,28",4000,15000,false,1,1,-102.27920000,,303,-102.27926974,21.90175819
230133059,0,30414,ROBO A CASA,1,2023-01-31,5,2,3,COLONIA,LA FORTUNA,817,CALLE,EL RAYLE,NA,NA,"222,,,",CALLE,SD,7,0,0,27,9,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,1,-102.66990000,,304,-102.66993361,21.87632707
230133090,0,50102,ROBO A CASA,1,2023-01-31,5,2,1,FRACCIONAMIENTO,LAS CUMBRES,218,CALLE,CUATRO MILPAS,NA,NA,",,,",CALLE,SALVADOR REYES GALLEGOS,3,11,33,20,9,NO,true,false,H,9,ND,ND,H,8,1,N,N,0,0,false,N,N,NO,10,0,0,false,1,4,-102.26600000,,305,-102.26608138,21.91185373
230133984,0,30414,ROBO A CASA,1,2023-01-31,5,2,1,FRACCIONAMIENTO,OJOCALIENTE III,191,CALLE,SAN PEDRO,NA,NA,"436,,,",CALLE,EL MOCHO,4,0,0,17,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"13,14",0,0,false,1,1,-102.24480000,,306,-102.24485819,21.87772692
230134189,0,30414,ROBO A CASA,1,2023-01-31,5,2,1,FRACCIONAMIENTO,REENCUENTRO,378,ANDADOR,CUARTO LAUREL REAL 182,NA,NA,"143,,,",ANDADOR,E,5,0,0,21,6,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"9,11,38",0,0,false,1,1,-102.25060000,,307,-102.25061913,21.83998083
230134238,0,30414,ROBO A CASA,1,2023-01-31,5,8,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,208,CALLE,OCTAVIO PAZ,NA,NA,"227,,,",CALLE,CARLOS FUENTES MARES,3,0,0,1,3,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,5,8,18",0,0,false,1,1,-102.26480000,,308,-102.26485345,21.91535890
230135021,0,30414,ROBO A CASA,1,2023-01-31,5,2,1,FRACCIONAMIENTO,INSURGENTES,161,CALLE,GENERAL CESAREO CASTRO,NA,NA,"212,,,",AVENIDA,DE LA CONVENCION,2,4,0,5,9,NO,false,false,M,9,ND,ND,H,8,0,N,N,0,0,false,N,N,NO,3,0,5000,false,1,1,-102.31380000,,309,-102.31380665,21.85235567
230135344,0,30414,ROBO A CASA,1,2023-01-31,5,2,1,FRACCIONAMIENTO,VISTA ALEGRE,640,CALLE,EL FLOREO,NA,NA,"316,,,",CALLE,EL LIENZO,5,0,0,14,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,SI1,6,0,2000,false,1,1,-102.27550000,,310,-102.27557554,21.78613515
230136443,0,30414,ROBO A CASA,2,2023-02-01,5,3,1,FRACCIONAMIENTO,VISTA DEL SOL I,570,CALLE,PUESTA PICACHO,NA,NA,"209,,,",CALLE,RESOLANA,5,0,0,19,3,NO,false,false,H,9,1 HOMBRE,LUIS ALBERTO GOMEZ REQUENES 19 AÑOS,H,8,1,N,N,0,0,false,N,N,NO,"2,6,8,14",0,75000,true,1,4,-102.27120000,,311,-102.27126509,21.86075666
230136831,0,30414,ROBO A CASA,1,2023-01-25,4,3,1,FRACCIONAMIENTO,LOMAS DE ORIENTE I,672,AVENIDA,PENSADORES MEXICANOS ORIENTE,NA,NA,"501,,,",CALLE,SIERRA DE TEPEHUANES,3,0,0,27,4,NO,false,false,H,9,2 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,38,0,0,false,1,1,-102.25740000,,312,-102.25744121,21.91613664
230137150,0,30414,ROBO A CASA,2,2023-02-01,5,3,1,UNIDAD HABITACIONAL,LOS VOLCANES,324,CALLE,CITLALTEPEC,NA,37,",,102,",CALLE,POPOCATEPETL,5,0,0,20,9,NO,false,false,M,9,FAMILIAR,ND,H,5,0,N,N,0,0,false,N,N,NO,1,0,0,false,1,23,-102.27000000,,313,-102.27002156,21.87676889
230137499,0,30414,ROBO A CASA,2,2023-02-01,5,8,1,CONDOMINIO,OJOCALIENTE INEGI,576,AVENIDA,OJOCALIENTE,NA,1B,",,102,",CALLE,CIENEGUILLAS,4,0,0,1,4,DESHABITADA,false,false,M,9,VD,ND,ND,8,0,N,N,0,0,false,N,N,NO,"9,10,18,38",0,0,false,1,7,-102.25010000,,314,-102.25013634,21.87603276
230063809,0,30904,ROBO A CASA,1,2023-01-15,3,7,1,FRACCIONAMIENTO,LAS CUMBRES,218,CALLE,AURORA ESPINOZA REYES,NA,NA,"238,,,",CALLE,REFUGIO MIRANDA AGUAYO,3,9,0,20,4,NO,false,false,H,9,EMPLEADA DOMESTICA,BRENDA DIANE CHAVEZ RUIZ ESPARZA 28 AÑOS,M,2,1,ROBO,N,0,0,false,N,N,NO,28,7000,7000,false,1,4,-102.26330000,,315,-102.26330901,21.91146865
230107199,0,30904,ROBO A CASA,1,2023-01-25,4,3,11,FRACCIONAMIENTO,PASEOS DE LA PROVIDENCIA,1320,CALLE,PASEOS DE SAN ALEJANDRO,NA,NA,"441,,,",AVENIDA,PASEOS LAURA ORTEGA DE ALBA,7,0,0,20,4,DESHABITADA,false,false,M,9,ND,ND,H,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,7,-102.27510000,,316,-102.27515311,22.02653073
230121221,0,30904,ROBO A CASA,1,2023-01-27,4,5,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,CALLE,ROGELIO GALINDO DE LA TORRE,NA,NA,",,,",CALLE,RAMON HERNANDEZ MORENO,3,0,0,27,9,NO,false,false,M,9,AMIGO DE EXPAREJA,ND,H,3,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,2,-102.25810000,,317,-102.25810358,21.92876791
230133049,0,30446,ROBO A CASA,1,2023-01-31,5,2,5,FRACCIONAMIENTO,CHICAHUALES II,1058,CALLE,FELICIANO MARTINEZ CRUZ,NA,NA,",,,",CALLE,MILPILLAS,7,11,20,20,3,NO,false,false,H,9,2 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,19,0,0,false,1,2,-102.35020000,,318,-102.35024589,21.94282023
230135802,0,30907,ROBO A CASA,2,2023-02-01,5,3,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,ANDADOR,RECINTO CARDENCHE 303,NA,NA,",,,",AVENIDA,PASEO DE LA BIZNAGA,4,0,0,25,4,NO,false,false,M,9,ND,ND,H,8,0,N,N,0,0,false,N,N,NO,3,0,0,false,1,6,-102.23360000,,319,-102.23363054,21.87020566
230135995,0,30904,ROBO A CASA,2,2023-02-01,5,8,5,COLONIA,CENTRO (MARGARITAS),961,CALLE,ALEGRIA,NA,NA,"115,,,",CALLE,NUEVA,7,0,0,27,5,NO,false,false,ND,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,2,-102.28950000,,320,-102.28956670,21.99555950
230137231,0,30904,ROBO A CASA,2,2023-02-01,5,3,1,COLONIA,LA FE,241,CALLE,PLATEROS,NA,NA,"121,,,",CALLE,MEXICO,1,12,17,21,9,CONSTRUCCION,false,false,ND,9,VECINOS,ND,A,6,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.29440000,,321,-102.29440083,21.89064921
230138346,0,30414,ROBO A CASA,2,2023-02-01,5,3,1,FRACCIONAMIENTO,LOS PERICOS,287,CALLE,SAN JUDAS TADEO,NA,NA,"120,A,,",AVENIDA,CULTURA OTOMI SUR,4,0,0,9,3,NO,false,false,H,9,2 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,"1,2",0,10000,false,1,1,-102.24500000,,322,-102.24509390,21.89802478
230138836,0,30414,ROBO A CASA,1,2023-01-31,5,2,1,FRACCIONAMIENTO,HACIENDA NUEVA,27,CALLE,SAN JUAN DIEGO,NA,NA,",,,",CALLE,MEXICO SIEMPRE FIEL,6,0,0,27,9,NO,false,false,H,9,ND,ND,H,8,0,N,N,0,0,false,N,N,NO,11,0,3500,false,1,1,-102.35850000,,323,-102.35859411,21.90726295
230139054,0,30904,ROBO A CASA,1,2023-01-30,5,1,1,FRACCIONAMIENTO,VICENTE GUERRERO,161,CALLE,INGENIERO CAMILO ARRIAGA,NA,NA,",,,",CALLE,GENERAL JULIAN MEDINA,2,0,0,27,9,NO,false,false,H,9,1 HOMBRE,ND,H,8,0,N,N,0,0,false,N,N,NO,14,0,0,false,1,14,-102.31670000,,324,-102.31678381,21.84874857
230139140,0,30414,ROBO A CASA,2,2023-02-01,5,3,7,FRACCIONAMIENTO,LA PAZ,1157,CALLE,ARMONIA,NA,NA,"212,,,",PROLONGACION,OCTLI SUR,7,0,0,27,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"8,9,28",40000,90000,false,1,1,-102.30900000,,325,-102.30903997,22.23068366
230139257,0,30414,ROBO A CASA,2,2023-02-01,5,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",342,CALLE,RAFAEL CARRILLO AMBAR,NA,NA,"128,,,",CALLE,DOMINGO VELASCO,3,0,0,10,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,5",0,0,false,1,1,-102.25950000,,326,-102.25950782,21.93831386
230139711,0,30414,ROBO A CASA,2,2023-02-01,5,3,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,243,CALLE,ROBLE,NA,NA,"400,,,",CALLE,MARGIL DE JESUS,6,0,0,27,4,NO,false,false,ND,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"8,9",0,0,false,1,1,-102.29660000,,327,-102.29663686,21.90168157
230140236,0,30414,ROBO A CASA,2,2023-02-02,5,4,1,FRACCIONAMIENTO,VILLAS DE DON ANTONIO,402,CALLE,DOCTOR ANTONIO PEÑAFIEL BARRANCO,NA,NA,"134,B,,",CALLE,PEDRO ANTONIO DE ALARCON,3,0,0,10,8,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,14,0,0,false,1,1,-102.25010000,,328,-102.25011451,21.92378033
230141229,0,30414,ROBO A CASA,2,2023-02-02,5,4,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,CALLE,PASEOS DE VALLADOLID,NA,NA,"307,,,",AVENIDA,PASEOS DE AGUASCALIENTES,7,4,20,26,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,14,0,10000,false,1,1,-102.29490000,,329,-102.29493521,21.96769353
230141504,0,30414,ROBO A CASA,2,2023-02-02,5,4,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,CALLE,PASEOS DE JESUS MARIA,NA,NA,"100,,,",CALLE,PASEOS DE SAN JOSE DE GRACIA,7,0,0,13,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,SI,"8,38",0,4500,false,1,1,-102.29790000,,330,-102.29795182,21.96530762
230142602,0,30446,ROBO A CASA,2,2023-02-02,5,4,1,FRACCIONAMIENTO,ARELLANO,636,CALLE,EMILIO GARCIA,NA,NA,"111,,,",AVENIDA,ADOLFO LOPEZ MATEOS,5,0,0,22,9,NO,false,false,M,9,1 HOMBRE 35 AÑOS,ND,H,8,0,N,N,0,0,false,N,N,NO,"3,27",0,0,false,1,1,-102.27610000,,331,-102.27612288,21.80110988
230144960,0,30414,ROBO A CASA,2,2023-02-03,5,5,1,FRACCIONAMIENTO,LAS CUMBRES,218,CALLE,SAN ANTONIO DE PEÑUELAS,NA,NA,"105,,,",CALLE,PICACHO PONIENTE,3,0,0,19,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.26380000,,332,-102.26389730,21.90987867
230145668,0,30414,ROBO A CASA,2,2023-02-03,5,5,11,FRACCIONAMIENTO,PASEOS DE LA PROVIDENCIA,1320,CALLE,PASEOS DE SAN OSCAR,NA,NA,"108,,,",BOULEVARD,PROFESOR J REFUGIO LARA MARTINEZ,7,0,0,13,8,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"12,17,38",0,30000,false,1,1,-102.27500000,,333,-102.27507915,22.02140068
230145754,0,30414,ROBO A CASA,2,2023-02-02,5,4,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,PEÑA DE FRANCIA,NA,NA,"201,,,",CALLE,PICO DE VALDEMADERA,3,13,0,21,4,DESHABITADA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,8",0,15000,false,1,1,-102.26730000,,334,-102.26735296,21.94051488
230145877,0,30414,ROBO A CASA,2,2023-02-03,5,5,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,CALLE,PASEOS DE BARRANCO,NA,NA,"102,,,",CALLE,PASEOS DE PABELLON DE HIDALGO,7,12,5,21,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,14,0,6000,false,1,1,-102.29620000,,335,-102.29626792,21.96969328
230145930,0,30414,ROBO A CASA,2,2023-02-03,5,8,1,FRACCIONAMIENTO,AGUA CLARA,183,CALLE,CHILE,NA,NA,"516,,,",CALLE,AJONJOLI,5,0,0,1,9,SOLA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.25160000,,336,-102.25164770,21.86436125
230146438,0,30446,ROBO A CASA,2,2023-02-03,5,5,1,FRACCIONAMIENTO,LOS PERICOS,287,AVENIDA,POLIDUCTO,NA,NA,"48,,,",CALLE,SAN ELIAS,4,14,41,21,9,NO,true,false,M,9,CONOCIDA,ND,M,3,0,N,N,0,0,false,N,N,NO,12,0,0,false,1,2,-102.24620000,,337,-102.24626814,21.89696514
230147775,0,30414,ROBO A CASA,2,2023-02-03,5,5,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,NEVADO DE PALERMO,NA,NA,"414,,,",PROLONGACION,CONSTITUCIONALISTA,3,0,0,10,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,4,5,8,12,15,16,38",0,0,false,1,1,-102.25500000,,338,-102.25504969,21.94461971
230148094,0,30414,ROBO A CASA,2,2023-02-03,5,5,1,ZONA,ZONA CENTRO,501,PRIVADA,TORREON,NA,NA,"109,,,",PRIVADA,GOMEZ PALACIO,1,0,0,23,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,38",0,2700,false,1,1,-102.28830000,,339,-102.28836158,21.88555283
230148552,0,30414,ROBO A CASA,2,2023-02-03,5,5,11,FRACCIONAMIENTO,MONTEVERDE,1340,CALLE,CEREUS,NA,NA,"130,,,",CALLE,SENECIO,7,0,0,10,9,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,2,38",0,7000,false,1,1,-102.24860000,,340,-102.24866140,21.96257404
230148710,0,30413,ROBO A CASA,2,2023-02-04,5,6,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR V,395,PROLONGACION,DE LA ALIANZA,NA,NA,"409,,,",CALLE,LOMA PURPURA,5,0,12,25,4,NO,false,true,H,"1,3",AMIGO Y OTROS,ND,H,4,0,N,N,1,0,false,MOTOCICLETA,N,NO,"1,3,5,6,8",0,0,false,1,11,-102.26230000,,341,-102.26231506,21.84757201
230150072,0,30904,ROBO A CASA,2,2023-02-04,5,6,5,FRACCIONAMIENTO,SOLIDARIDAD,1055,CALLE,LEONA VICARIO,NA,NA,"201,,,",CALLE,JUANA DE LUNA LOERA,7,0,0,5,4,NO,false,false,H,9,ND,ND,H,8,0,N,N,0,0,false,N,N,NO,14,0,10000,false,1,1,-102.34970000,,342,-102.34978078,21.95328824
