FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,SEXO_AFEC,ARMA,PER_SOSP,ALIAS,SEXO_AGRE,CAT_SOS,DETENIDO,MOT_DET,DET_SPM,LESIONADO,FALLECIDOS,TRASL_HOSP,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,LON,DEN_CASIO,OID,LONG,LAT
230001597,0,30414,ROBO A CASA,1,2023-01-01,1,7,1,FRACCIONAMIENTO,MORELOS II,188,CALLE,MEXICO LIBRE,NA,NA,"1106,,,",CALLE,HERRERA,5,0,0,25,4,NO,false,false,M,9,ND,ALBERTO PEÑALOZA NIEVES 27 AÑOS,H,8,1,SD,ND,0,0,false,N,N,NO,"5,14,21,24",0,0,true,1,1,-102.26450000,,1,-102.26450675,21.85070907
230001747,0,30414,ROBO A CASA,1,2023-01-01,1,7,11,RURAL,PUERTECITO DE LA VIRGEN,1333,CALLE,LUIS ECHEVERRIA,NA,NA,"304,,,",CALLE,NIÑOS HEROES,7,0,0,25,4,NO,false,false,M,9,VECINO,ND,H,6,0,N,N,0,0,false,N,N,NO,"10,15,28,38",27000,39000,false,1,1,-102.26740000,,2,-102.26745429,21.95694662
230002696,0,30414,ROBO A CASA,1,2023-01-01,1,7,6,COLONIA,ZONA CENTRO,1130,CALLE,FRANCISCO I MADERO SUR,NA,NA,"45,,,",CALLE,HEROE DE NACOZARI,7,4,30,26,4,NO,false,false,M,9,2 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,1,0,17000,false,1,1,-102.27380000,,3,-102.27383274,22.14619494
230003196,0,30414,ROBO A CASA,1,2023-01-01,1,7,1,FRACCIONAMIENTO,EL DORADO 1A SECCION,159,CALLE,NEVADO DE COLIMA,NA,NA,"429,,,",AVENIDA,AGUASCALIENTES SUR,2,0,0,6,9,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,24",0,0,false,1,1,-102.30080000,,4,-102.30087626,21.85952624
230003327,0,30414,ROBO A CASA,1,2023-01-01,1,7,1,COMUNIDAD,EL CONEJAL,2,CALLE,ZENZONTLE,NA,NA,"100,,,",CALLE,GORREON,4,0,0,20,5,NO,false,false,M,9,1 HOMBRE,EL GORDO,H,8,0,N,N,0,0,false,MOTOCICLETA,VERDE,NO,3,0,4000,false,1,2,-102.20950000,,5,-102.20959220,21.91953089
230004305,0,30414,ROBO A CASA,1,2023-01-01,1,7,1,FRACCIONAMIENTO,VISTA ALEGRE,640,CALLE,EL FLOREO,NA,NA,"211,,,",CALLE,LA MANGANA,5,0,0,5,8,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,5,8,9",0,20000,false,1,1,-102.27630000,,6,-102.27639860,21.78927399
230004612,0,30414,ROBO A CASA,1,2023-01-01,1,7,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,CALLE,GERARDO MARIN MARTINEZ,NA,NA,"153,,,",CALLE,DECIDERIO MACIA SILVA,4,0,0,3,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,5",0,15000,false,1,6,-102.24040000,,7,-102.24044304,21.87156834
230005763,0,30414,ROBO A CASA,1,2023-01-01,1,8,11,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,1329,CALLE,SAN DIEGO PONIENTE,NA,NA,"219,,,",AVENIDA,SAN JERONIMO,7,0,0,1,3,DESHABITADA,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,8,9,10",0,70000,false,1,1,-102.27690000,,8,-102.27694774,22.02984232
230005767,0,30414,ROBO A CASA,1,2023-01-01,1,8,1,FRACCIONAMIENTO,LAS AMERICAS,262,CALLE,REPUBLICA DOMINICANA,NA,NA,"208,,,",AVENIDA,QUINTA AVENIDA,2,0,0,27,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,6,0,10000,false,1,1,-102.29740000,,9,-102.29740988,21.86733114
230001974,0,50102,ROBO A CASA,1,2023-01-01,1,7,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,TEXCOCO,NA,NA,"1801,,,",CALLE,NAPIZARO,7,4,4,26,9,NO,false,false,M,9,ND,ND,H,8,0,N,N,0,0,false,N,N,NO,"11,13,20",0,0,false,1,1,-102.24740000,,10,-102.24740052,21.95530426
230006548,0,30404,ROBO A CASA,1,2023-01-02,1,1,1,FRACCIONAMIENTO,PILAR BLANCO,142,ANDADOR,DEL MIRLO,NA,3CK,",,5,",ANDADOR,DEL QUETZAL,2,3,40,26,4,NO,false,false,M,9,ND,ND,H,8,0,N,N,0,0,false,N,N,NO,10,0,50,true,1,17,-102.30000000,,11,-102.30007442,21.84829121
230006740,0,30414,ROBO A CASA,1,2023-01-02,1,1,10,BARRIO,CENTRO,1270,CALLE,LUIS DONALDO COLOSIO,NA,NA,"116,,,",AVENIDA,LEONA VICARIO,7,22,30,24,9,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"3,28",41770,45270,false,1,1,-101.96320000,,12,-101.96327178,21.91830081
230006966,0,30414,ROBO A CASA,1,2023-01-02,1,1,11,FRACCIONAMIENTO,LA RIBERA,1340,AVENIDA,LA RIBERA,NA,NA,",,,",AVENIDA,RIBERA DE CHAPALA,7,0,0,13,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,2,-102.25420000,,13,-102.25421032,21.95710587
230006990,0,30414,ROBO A CASA,1,2023-01-02,1,1,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,DEL MATE,NA,NA,"104,B,,",CALLE,DE LA ALIANZA,5,0,0,16,3,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,18,0,0,false,1,1,-102.25000000,,14,-102.25009964,21.84743364
230007873,0,30414,ROBO A CASA,1,2023-01-02,1,8,1,FRACCIONAMIENTO,VILLA LOMA DORADA,75,CALLE,VILLA ADELINA,NA,NA,"243,,,",CALLE,ELIAS DE LARA,3,0,0,1,6,NO,false,false,ND,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,18,0,0,false,1,1,-102.25190000,,15,-102.25196172,21.92760593
230008067,0,30414,ROBO A CASA,1,2023-01-02,1,1,6,RANCHO,LAS COCHINERAS,1124,TERRACERIA,N,NA,NA,"204,,,",N,N,7,0,0,9,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,18,24,45",0,0,false,1,1,-102.26670000,,16,-102.26678352,22.14944462
230008579,0,30414,ROBO A CASA,1,2023-01-02,1,1,6,COLONIA,5 DE MAYO,1115,CALLE,IGNACIO RAMIREZ,NA,NA,"29,,,",CALLE,FELIPE CARRILLO PUERTO,7,0,0,27,4,NO,false,false,M,9,1 HOMBRE,EL DANY,H,8,0,N,N,0,0,false,N,N,NO,"3,6",0,1500,false,1,1,-102.27550000,,17,-102.27556298,22.14280461
230009039,0,30414,ROBO A CASA,1,2023-01-02,1,1,6,BARRIO,PALO ALTO,1128,CALLE,FRANCISCO I MADERO SUR,NA,NA,"64,B,,",CALLE,JOSE MARIA MORELOS,7,0,0,9,3,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,5,12,15,26,28,31",2000,2000,false,1,1,-102.27340000,,18,-102.27348759,22.14424117
230009754,0,30414,ROBO A CASA,1,2023-01-02,1,1,1,FRACCIONAMIENTO,MISION DE SANTA LUCIA,350,AVENIDA,MISION DE SAN MARGARITO FLORES GARCIA,NA,NA,"328,,,",CALLE,MISION DE SAN JOSE ISABEL FLORES VARELA,5,0,0,10,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"10,38",0,0,false,1,1,-102.27280000,,19,-102.27284501,21.84708097
230010012,0,30414,ROBO A CASA,1,2023-01-02,1,8,1,COMUNIDAD,BUENAVISTA DE PEÑUELAS,48,CALLE,CRISTOBAL COLON,NA,NA,"502,,,",CALLE,BENITO JUAREZ,2,0,0,1,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,8,9,10",0,60000,false,1,1,-102.29570000,,20,-102.29579368,21.71844156
230010368,0,30414,ROBO A CASA,1,2023-01-03,1,2,5,LOCALIDAD,EL LLANO,1068,CALLE,MIGUEL ALEMAN,NA,NA,"213,,,",PRIVADA,10 DE OCTUBRE,7,0,56,25,1,DESHABITADA,false,false,H,9,2 HOMBRES,DAVID EDUARDO GUILLEN MARTINEZ 21 AÑOS MIGUEL ANGEL CONTRERA VALLE 30 AÑOS,H,8,1,FALTA ADMINISTRATIVA,ND,0,0,false,N,N,NO,39,0,0,false,1,4,-102.32210000,,21,-102.32212045,21.93881329
230011411,0,30414,ROBO A CASA,1,2023-01-03,1,2,1,FRACCIONAMIENTO,CASABLANCA,625,CALLE,VIVERO DEL PRADO,NA,NA,"138,,,",CALLE,VIVERO DE LA LOMA,5,0,0,5,3,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"13,14,20",0,4000,false,1,1,-102.27220000,,22,-102.27224550,21.85788730
230011910,0,50102,ROBO A CASA,1,2023-01-03,1,2,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,CALLE,BONAMPAK,NA,NA,"208,,,",CALLE,KANA,5,13,35,21,4,SOLA,true,false,H,9,PEPENADORES,ND,H,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,9,-102.25690000,,23,-102.25693688,21.86247537
230012123,0,30414,ROBO A CASA,1,2023-01-03,1,2,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,CALLE,THERMI,NA,NA,"116,D,,",CALLE,MENORCA,5,0,0,27,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,1,0,11000,false,1,11,-102.26450000,,24,-102.26452104,21.80834581
230012163,0,30414,ROBO A CASA,1,2023-01-03,1,8,1,ZONA,ZONA CENTRO,501,ANDADOR,IGNACIO ALLENDE,NA,NA,"107,A,,",CALLE,5 DE MAYO,1,0,0,1,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"5,8,10",0,0,false,1,1,-102.29670000,,25,-102.29674345,21.88219005
230012222,0,30414,ROBO A CASA,1,2023-01-03,1,2,1,COMUNIDAD,BUENAVISTA DE PEÑUELAS,48,CALLE,CRISTOBAL COLON,NA,NA,"114,,,",CALLE,DEMOCRACIA,2,0,0,16,4,DESHABITADA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,2000,false,1,1,-102.29710000,,26,-102.29710059,21.71635433
230015442,0,30413,ROBO A CASA,1,2023-01-04,1,3,11,CONDOMINIO,SENDERO DE LOS QUETZALES,1339,BOULEVARD,VUELO DEL QUETZAL,NA,NA,"527,,,",CARRETERA,A LA GUAYANA,7,7,10,19,4,NO,false,true,M,4,3 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,28,5000,5000,false,1,2,-102.26390000,,27,-102.26395233,21.97954927
230015546,0,30414,ROBO A CASA,1,2023-01-04,1,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,CALLE,FRANCISCO LOPEZ MEDRANO,NA,NA,"103,,,",CALLE,FRANCISCO DE J HERRERA L,3,0,0,18,3,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,SI1,"1,11",0,15000,false,1,1,-102.26030000,,28,-102.26036145,21.93980402
230015753,0,30414,ROBO A CASA,1,2023-01-04,1,3,1,BARRIO,GUADALUPE,502,CALLE,BENJAMIN DE LA MORA,NA,NA,"334,,,",PRIVADA,PRIMERA BENJAMIN DE L AMORA,1,0,0,27,9,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"14,31",0,8000,false,1,1,-102.30210000,,29,-102.30211017,21.88775188
230015859,0,30414,ROBO A CASA,1,2023-01-04,1,3,6,GRANJA,FLOR,1148R,CARRETERA,71 NORTE,NA,NA,",,,",CARRETERA,143,7,0,0,27,4,NO,false,false,M,9,TRABAJADORES,ND,ND,2,0,N,N,0,0,false,N,N,SI,10,0,0,false,1,1,-102.26010000,,30,-102.26013846,22.12665913
230015994,0,30414,ROBO A CASA,1,2023-01-04,1,3,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,243,CALLE,ROBLE,NA,NA,"612,,,",CALLE,MARGIL DE JESUS,6,0,0,16,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,6,0,0,false,1,6,-102.30070000,,31,-102.30072774,21.90068640
230016270,0,30414,ROBO A CASA,1,2023-01-04,1,3,5,FRACCIONAMIENTO,PASEOS DE J. GOMEZ PORTUGAL,915,CALLE,PASEO GOMEZ PORTUGAL,NA,NA,"129,,,",CALLE,SD,7,0,0,19,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,3,12,28",500,5000,false,1,1,-102.28980000,,32,-102.28989635,22.00399387
230016314,0,30414,ROBO A CASA,1,2023-01-04,1,3,1,FRACCIONAMIENTO,EL PLATEADO,548,PROLONGACION,QUINTANA ROO,NA,NA,"528,,,",PROLONGACION,MELQUIADES MORENO,6,0,0,27,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.29500000,,33,-102.29505608,21.90613649
230016499,0,30414,ROBO A CASA,1,2023-01-04,1,8,5,COLONIA,CENTRO (MARGARITAS),961,PRIVADA,MORELOS,NA,NA,"412,,,",CALLE,MORELOS,7,0,0,27,9,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,1,-102.28950000,,34,-102.28959520,21.99440233
230016987,0,30414,ROBO A CASA,1,2023-01-04,1,3,1,FRACCIONAMIENTO,VILLA DE LAS FUENTES,385,CALLE,VILLAS DE VALLARTA 504,NA,NA,"317,,,",CALLE,VILLAS DE VALLARTA,3,0,0,21,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,4000,false,1,1,-102.23960000,,35,-102.23966759,21.91298955
230017332,0,30414,ROBO A CASA,1,2023-01-04,1,3,1,FRACCIONAMIENTO,CONSTITUCION,607,CALLE,ARTICULO 1,NA,NA,"805,,,",CALLE,ARTICULO 39,3,0,0,9,3,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,SI,"5,6,12",0,11000,false,1,1,-102.28540000,,36,-102.28546752,21.92749794
230017488,0,30414,ROBO A CASA,1,2023-01-04,1,3,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,CALLE,BETANIA,NA,NA,"406,A,,",CALLE,CORINTO,5,0,0,9,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,5,0,2500,false,1,2,-102.26650000,,37,-102.26657876,21.81166484
230018543,0,30414,ROBO A CASA,1,2023-01-04,1,3,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,323,CALLE,CULTURA MAYA 304,NA,NA,"37,,,",AVENIDA,CULTURA MAYA,3,0,0,10,3,NO,false,false,H,9,MAMA Y HERMANO,ND,A,5,0,N,N,0,0,false,N,N,NO,18,0,1000,false,1,1,-102.24360000,,38,-102.24368900,21.90996432
230019810,0,30413,ROBO A CASA,1,2023-01-05,1,4,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,CALLE,SIERRA DE PINOS,NA,NA,"206,,,",CALLE,SIERRA DE TEPOZTLAN,6,5,58,26,1,NO,false,false,H,9,1 HOMBRE,FERNANDO TORRES MARTINEZ 35 AÑOS,H,8,1,ROBO,ND,0,0,false,N,N,NO,30,0,0,true,1,4,-102.31030000,,39,-102.31032322,21.91350188
230019874,0,30414,ROBO A CASA,1,2023-01-05,1,4,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ,256,AVENIDA,DE LOS OLIVOS,NA,NA,"315,,,",AVENIDA,PASEO DE LA CRUZ,5,0,0,19,4,NO,false,false,H,9,VECINO,ND,H,6,0,N,N,0,0,false,N,N,NO,14,0,30000,false,1,1,-102.27500000,,40,-102.27507718,21.87392903
230020498,0,30414,ROBO A CASA,1,2023-01-05,1,4,1,COMUNIDAD,SAN ANTONIO DE PEÑUELAS,15,CALLE,FRANCISCO I MADERO,NA,NA,"203,,,",CALLE,AGUSTIN MELGAR,2,11,20,20,9,NO,false,false,M,9,1 HOMBRE,ND,H,6,0,N,N,0,0,false,N,N,NO,20,0,2000,true,1,11,-102.29820000,,41,-102.29821816,21.67388584
230020614,0,30414,ROBO A CASA,1,2023-01-05,1,8,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,AVENIDA,FEDERICO MENDEZ,NA,NA,"150,,,",CALLE,FRANCISCO ARMENGOL,3,0,0,1,7,SOLA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,6,28",20000,100000,false,1,1,-102.25900000,,42,-102.25901009,21.93639643
230020824,0,30414,ROBO A CASA,1,2023-01-05,1,4,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ALAMEDA",330,CALLE,VICTORIANO MEDINA,NA,NA,"111,,,",CALLE,GENARO CASTILLO,3,0,0,21,4,DESHABITADA,false,false,M,9,PARACAIDISTAS,ND,H,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.26330000,,43,-102.26337546,21.93168079
230021097,0,30414,ROBO A CASA,1,2023-01-05,1,4,1,COMUNIDAD,BUENAVISTA DE PEÑUELAS,48,CALLE,PORFIRIO DIAZ,NA,NA,",,,",CALLE,CAMINO REAL,2,0,0,2,9,SOLA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,4000,false,1,13,-102.29470000,,44,-102.29477211,21.72040087
230021879,0,30414,ROBO A CASA,1,2023-01-05,1,8,1,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,585,CALLE,LILBRA,NA,NA,"701,,,",CALLE,CIRIO,5,0,0,1,5,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"8,9,10",0,0,false,1,1,-102.26360000,,45,-102.26368736,21.87062026
230022066,0,50102,ROBO A CASA,1,2023-01-05,1,4,1,FRACCIONAMIENTO,VIÑEDOS DEL SUR,633,CALLE,EDMUNDO BAEZ,NA,NA,",,,",CALLE,JUAN DE ACUÑA Y BEJARANO,5,0,0,22,9,NO,false,false,H,9,1 HOMBRE 1 MUJER,ND,A,8,0,N,N,0,0,false,N,N,NO,"1,5",0,0,false,1,1,-102.27130000,,46,-102.27133005,21.80615367
230022161,0,30413,ROBO A CASA,1,2023-01-05,1,4,1,FRACCIONAMIENTO,VILLAS DE SAN JOSE,699,CALLE,VILLAS DE SAN ANDRES,NA,NA,"104,,,",CALLE,VILLAS DE SAN JOSE ORIENTE,2,1,0,25,4,NO,false,true,H,8,1 HOMBRE TATUADO 1 MUJER CONOCIDA DE FACEBOOK,ND,A,8,0,N,N,0,0,false,N,N,NO,"12,28,38",30000,30000,false,1,1,-102.29850000,,47,-102.29856996,21.82775468
230022704,0,30414,ROBO A CASA,1,2023-01-05,1,4,6,BARRIO,CARBONERAS,1118,CALLE,INDEPENDENCIA SUR,NA,NA,",,,",CALLE,REFORMA,7,0,0,27,9,NO,false,false,H,9,2 HOMBRES,EL TUCA,H,8,0,N,N,0,0,false,N,N,NO,11,0,0,false,1,1,-102.27270000,,48,-102.27276378,22.14692041
230023041,0,30414,ROBO A CASA,1,2023-01-05,1,8,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,AVENIDA,OJOCALIENTE,NA,NA,"812,,,",CALLE,GENERAL JOSE REFUGIO VELASCO,4,0,0,1,5,SOLA,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,28",20000,20000,false,1,1,-102.26080000,,49,-102.26084361,21.90435196
230024891,0,30414,ROBO A CASA,1,2023-01-06,1,8,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,NEVADO DE PALERMO,NA,NA,"414,A,,",CALLE,MONTES DE TOLEDO,3,0,0,27,9,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,12,0,0,false,1,1,-102.25590000,,50,-102.25598216,21.94581242
230024905,0,30414,ROBO A CASA,1,2023-01-06,1,5,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,CALLE,SIERRA DE TLAHUILOTEPEC,NA,NA,"210,,,",CALLE,MONTE DE LAS CRUCES,3,10,55,20,1,NO,false,false,H,9,2 HOMBRES,ND,H,8,0,N,N,0,0,false,N,N,NO,5,0,700,false,1,11,-102.25520000,,51,-102.25521278,21.91117330
230026296,0,30414,ROBO A CASA,1,2023-01-06,1,8,1,FRACCIONAMIENTO,LAS TORRES,582,CALLE,TORRE LATINOAMERICANA,NA,NA,"116,,,",ANDADOR,TORRE DE MARFIL,2,0,0,1,7,SOLA,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,12,15",0,312000,false,1,1,-102.30910000,,52,-102.30913870,21.86977186
230026768,0,30414,ROBO A CASA,1,2023-01-06,1,5,1,COLONIA,VICENTE GUERRERO,489,CALLE,DEL POZO,NA,NA,"128,,,",CALLE,BENITO MONTOYA,2,0,0,27,4,NO,false,false,H,9,ND,ND,ND,8,2,SD,ND,0,0,false,N,N,NO,10,0,0,false,1,4,-102.31500000,,53,-102.31503906,21.84619235
230026801,0,30414,ROBO A CASA,1,2023-01-06,1,5,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,CALLE,CERRO DE SAN MIGUEL,NA,NA,"127,,,",PRIVADA,SIERRA DE PARRAL,3,0,0,9,3,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,5,15",0,20000,false,1,1,-102.25500000,,54,-102.25505629,21.91142216
230027795,0,30414,ROBO A CASA,1,2023-01-06,1,5,5,FRACCIONAMIENTO,STACIA,1013,CALLE,TESEO,NA,NA,"142,,,",CALLE,GEA,7,0,0,4,1,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,6,10,27,29,38",0,12000,false,1,1,-102.30400000,,55,-102.30404542,21.96992164
230028530,0,30414,ROBO A CASA,1,2023-01-07,1,6,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,323,AVENIDA,CULTURA TARAHUMARA,NA,NA,"127,,,",AVENIDA,CULTURA OTOMI,3,0,0,27,5,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"3,27,28,29",230,8000,false,1,1,-102.24500000,,56,-102.24502870,21.90956306
230029039,0,30414,ROBO A CASA,1,2023-01-07,1,6,1,FRACCIONAMIENTO,PERIODISTAS,204,CALLE,CARMEN SERDAN,NA,NA,"628,,,",AVENIDA,DEL REY,5,0,0,16,4,SOLA,false,false,H,9,1 HOMBRE,JULIO CESAR PALOMINO PEDROZA EL GATO,H,8,1,N,ND,0,0,false,N,N,NO,"1,2,5,14",0,18000,false,1,1,-102.24660000,,57,-102.24665411,21.85212995
230029116,0,30414,ROBO A CASA,1,2023-01-07,1,6,1,FRACCIONAMIENTO,VILLA LOMA DORADA,75,CALLE,VILLA SORIANO,NA,NA,"139,,,",CALLE,ELIAS DE LARA,3,9,50,20,4,NO,false,false,M,9,2 HOMBRES,GERARDO URIEL ARENAS CARREON BRANDON JOEL REYES MORAN,H,8,2,ROBO,ND,0,0,false,N,N,NO,20,0,2500,true,1,4,-102.25120000,,58,-102.25121313,21.92684779
230031223,0,30414,ROBO A CASA,1,2023-01-07,1,6,6,COLONIA,5 DE MAYO,1115,CALLE,FELIPE ANGELES,NA,NA,"53,,,",CALLE,5 DE FEBRERO,7,0,0,22,3,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,12",0,5000,false,1,1,-102.27860000,,59,-102.27867662,22.14182800
230031984,0,30414,ROBO A CASA,1,2023-01-07,1,6,1,RANCHO,LA CAÑADA DE LAS HABAS,17,TERRACERIA,N,NA,NA,",,,",N,N,5,0,0,4,5,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,21,30",0,0,false,1,1,-102.18730000,,60,-102.18736155,21.77886514
230033257,0,30414,ROBO A CASA,1,2023-01-08,2,7,1,FRACCIONAMIENTO,EMILIANO ZAPATA,185,CALLE,JOSE MARIA LICEAGA,NA,NA,"121,,,",CALLE,ANTONIO DIAZ SOTO Y GAMA,5,0,0,26,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"3,27,29,30",0,0,false,1,1,-102.25520000,,61,-102.25528614,21.85401373
230033448,0,30414,ROBO A CASA,1,2023-01-08,2,7,5,FRACCIONAMIENTO,LA TROJE II,924,CALLE,FELIPE GAYTAN REINA,NA,NA,"149,,,",CALLE,VISTA ALEGRE,7,6,49,19,9,NO,false,false,M,9,1 HOMBRE,ND,H,8,0,N,N,0,0,false,N,N,NO,14,0,7000,false,1,1,-102.34880000,,62,-102.34884705,21.97054939
230034839,0,30414,ROBO A CASA,1,2023-01-08,2,7,6,RANCHO,POPULAR,1147R,CARRETERA,45 NORTE,27,NA,",,,",N,N,7,0,0,9,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,28",4000,2000,false,1,1,-102.27820000,,63,-102.27826858,22.11539250
230035640,0,30414,ROBO A CASA,1,2023-01-08,2,7,1,FRACCIONAMIENTO,VILLAS DE SAN NICOLAS,511,CALLE,POTREROS,NA,NA,"606,,,",CERRADA,LAS VENTAS,6,0,0,22,4,NO,false,false,H,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,SI1,14,0,5000,false,1,1,-102.30050000,,64,-102.30058915,21.92657010
230036230,0,30414,ROBO A CASA,1,2023-01-08,2,8,6,RANCHO,LOS ARETES,118R,CARRETERA,71 NORTE,NA,NA,",,,",N,N,7,0,0,1,5,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,5,11",0,0,false,1,1,-102.25080000,,65,-102.25081712,22.14433532
230036505,0,30414,ROBO A CASA,1,2023-01-08,2,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,CALLE,SEBASTIAN DE LARA,NA,NA,"203,,,",AVENIDA,JOSE E FEMAT GUTIERREZ,3,0,0,24,4,NO,false,false,M,9,ND,ND,ND,8,0,N,N,0,0,false,N,N,NO,1,0,10000,false,1,1,-102.25550000,,66,-102.25553524,21.93144596
230006593,0,30907,ROBO A CASA,1,2023-01-02,1,1,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,CALLE,ALBERTO ACOSTA,NA,NA,"237,,,",AVENIDA,GERONIMO DE LA CUEVA,3,0,0,27,9,NO,false,false,M,9,AMIGO,ND,H,4,0,N,N,0,0,false,N,N,NO,3,0,20000,true,1,10,-102.25970000,,67,-102.25979341,21.93378887
