FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,CUENT_HAB,DINERO,CANTIDAD,BANCO,BOLSO,CARTERA,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,OID,FE_16,VEH_SOSP,INCIDENTE,LONG,LAT
225022,SEPTIEMBRE,2016-09-27,MARTES,18,27,AGUASCALIENTES,URBANA,DESARROLLO ESPECIAL,TRES CENTURIAS ESPECIAL,753,PRIVADA,ALBENIZ,NULO,0,NULO,0,NULO,CATARINO ARREOLA,GABRIELA MISTRAL,HEROICO COLEGIO MILITAR,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,587,,NULO,Robo a persona,-102.27796704,21.88979308
225584,SEPTIEMBRE,2016-09-28,MIERCOLES,15,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,DEL VALLE 1A. SECCION,734,AVENIDA,AGUASCALIENTES PONIENTE,NULO,0,NULO,0,NULO,ROMA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,FATIMA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,588,,NULO,Robo a persona,-102.31848573,21.87199433
225455,SEPTIEMBRE,2016-09-28,MIERCOLES,11,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,BOULEVARD,GUADALUPANO,NULO,0,NULO,0,NULO,SIERRA DE SAN BERNARDINO,PRIVADA PONCE,PICACHO ORIENTE,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,589,,MOTO,Robo a persona,-102.25527861,21.90894565
225594,SEPTIEMBRE,2016-09-28,MIERCOLES,15,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA ELENA,1105,CALLE,MEDELLIN,NULO,0,NULO,0,NULO,IGNACIO T. CHAVEZ,REPUBLICA DE BELICE,CONVENCION DE 1914 SUR,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA AUDIFONOS,590,,NULO,Robo a persona,-102.30747069,21.86991532
226007,SEPTIEMBRE,2016-09-29,JUEVES,1,46,AGUASCALIENTES,URBANA,BARRIO,EL ENCINO,1096,CALLE,5 DE FEBRERO,NULO,0,NULO,0,NULO,JOSEFA ORTIZ DE DOMINGUEZ,16 DE SEPTIEMBRE,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NULO,DINERO,400,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,591,,NULO,Robo a persona,-102.29159939,21.87835559
227338,OCTUBRE,2016-10-01,SABADO,0,4,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL OESTE,1011,PROLONGACION,PASEO DE LA ASUNCION,NULO,0,NULO,0,NULO,JORGE NEGRETE,PEDRO INFANTE,CARLOS LOPEZ MOCTEZUMA,NULO,NULO,0,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,592,,NULO,Robo a persona,-102.30167358,21.84430895
227546,OCTUBRE,2016-10-01,SABADO,6,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE VISTA BELLA,604,AVENIDA,AJEDRECISTAS,NULO,0,NULO,0,NULO,VISTA DE LA LUNA,VISTA DE LA MONTAÑA,VISTA DEL AMANECER,NULO,NULO,0,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,593,,NULO,Robo a persona,-102.25904758,21.84505068
228602,OCTUBRE,2016-10-02,DOMINGO,6,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,GOMEZ (DELEGACION POCITOS),663,CALLE,TLAXCALA,NULO,0,NULO,0,NULO,CONVENCION,26 DE MARZO,COLIMA,NULO,NULO,0,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,LLAVES,594,,NULO,Robo a persona,-102.31281448,21.88458735
228848,OCTUBRE,2016-10-02,DOMINGO,15,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS,616,CALLE,PRIMERA PLAZA CONSTITUCION,NULO,105,NULO,0,NULO,KABAH,PRIMERA CONSTITUCION,COBA,NULO,DINERO,1500,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,595,,NULO,Robo a persona,-102.25661919,21.85842209
228869,OCTUBRE,2016-10-02,DOMINGO,15,40,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,AVENIDA,FRANCISCO I. MADERO,NULO,326,NULO,0,NULO,GENERAL IGNACIO ZARAGOZA,MIGUEL HIDALGO Y COSTILLA,GONZALEZ SARACHO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,596,,NULO,Robo a persona,-102.29170605,21.88234253
228875,OCTUBRE,2016-10-02,DOMINGO,15,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,JALTOMATE,NULO,625,NULO,0,NULO,PLAZUELA R,CHICALOTE,CALVILLITO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,597,,NULO,Robo a persona,-102.25144571,21.88159409
230057,OCTUBRE,2016-10-03,LUNES,22,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EDUCACION ALAMOS,1074,CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,NULO,119,NULO,0,NULO,DE LOS MAESTROS,GERARDO MURILLO,AGOSTADERITO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,598,,NULO,Robo a persona,-102.31729058,21.85544845
230068,OCTUBRE,2016-10-03,LUNES,22,18,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL MIRADOR II,617,CALLE,LOMA BLANCA,NULO,0,NULO,0,NULO,30 DE SEPTIEMBRE,JUANA DE ARCO,LOMA AZUL,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,599,,NULO,Robo a persona,-102.25793681,21.85006321
230720,OCTUBRE,2016-10-04,MARTES,21,56,PABELLON DE ARTEAGA,URBANA,BARRIO,CARBONERAS,93,CALLE,NIÑOS HEROES SUR,NULO,42,NULO,0,NULO,LICENCIADO BENITO JUAREZ,JOSE MARIA MORELOS Y PAVON,ALVARO OBREGON,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,600,,NULO,Robo a persona,-102.27097880,22.14571709
230340,OCTUBRE,2016-10-04,MARTES,11,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,SAN FRANCISCO DE LOS VIVEROS,NULO,0,NULO,0,NULO,VALLARTA,SAN FRANCISCO DE LOS VIVEROS,NINGUNO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,601,,NULO,Robo a persona,-102.23721316,21.88361767
230715,OCTUBRE,2016-10-04,MARTES,21,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,NULO,606,NULO,0,NULO,PROFESOR GUADALUPE PERALTA,DOCTOR SALVADOR GALLARDO,ROSALIA MONROY,NULO,DINERO,500,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,602,,NULO,Robo a persona,-102.32387953,21.84886729
231276,OCTUBRE,2016-10-05,MIERCOLES,19,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SAN CAYETANO,384,AVENIDA,FUNDICION,NULO,0,NULO,0,NULO,SAN JORGE,SEGUNDA PRIVADA FUNDICION,SANTO TOMAS,NULO,NULO,0,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,603,,BICICLETA,Robo a persona,-102.31376792,21.89935846
231847,OCTUBRE,2016-10-06,JUEVES,16,22,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,SIERRA DEL TIGRE,NULO,138,NULO,0,NULO,POLIDUCTO,DIERRA DE HUATLA,SIERRA DEL PARNAZO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,604,,NULO,Robo a persona,-102.25193372,21.91022118
232406,OCTUBRE,2016-10-07,VIERNES,11,57,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,GENERAL GUADALUPE VICTORIA,NULO,501,C,0,NULO,BENJAMIN DE LA MORA,LARREATEGUI,5 DE MAYO,NULO,DINERO,200,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,605,,NULO,Robo a persona,-102.29844799,21.88614541
234622,OCTUBRE,2016-10-09,DOMINGO,19,14,JESUS MARIA,URBANA,COLONIA,LAS PALMAS,174,CALLE,ADOLFO LOPEZ MATEOS,NULO,513,B,0,NULO,DEL ARBOL,JULIO CADENA,PINAR DEL LAGO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,606,,NULO,Robo a persona,-102.34813469,21.95698839
234901,OCTUBRE,2016-10-10,LUNES,0,54,AGUASCLAIENTES,URBANA,FRACCIONAMIENTO,LOS PERICOS,770,AVENIDA,ROSOLFO LANDEROS GALLEGOS,NULO,0,NULO,0,NULO,SAN RAFAEL,CULTURA OTOMI,SAN ISIDRO,NULO,NULO,0,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,607,,NULO,Robo a persona,-102.24603780,21.90432381
232517,OCTUBRE,2016-10-07,VIERNES,15,3,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,5 DE MAYO,NULO,0,NULO,0,NULO,ARTEAGA,UNION,LICENCIADO BENITO JUAREZ,NULO,DINERO,200,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,608,,NULO,Robo a persona,-102.29777342,21.88440298
232765,OCTUBRE,2016-10-07,VIERNES,21,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION SECTOR DSN MSRCOS,435,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,GERONIMO DE LA CUEVA,PUEBLO DE SAN MARCOS,FRANCISCO TENAMAZTLE,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,609,,NULO,Robo a persona,-102.26543693,21.92694553
232900,OCTUBRE,2016-10-07,VIERNES,23,34,AGUASCALIENTES,URBANA,COLONIA,SAN JOSE DEL ARENAL,818,AVENIDA,CANAL INTERCEPTOR NORTE,NULO,0,NULO,0,NULO,PABELLON DE ARTEAGA,RINCON DE ROMOS,BENJAMIN MENDEZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,610,,NULO,Robo a persona,-102.30287504,21.90317781
233164,OCTUBRE,2016-10-08,SABADO,8,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS I,1120,AVENIDA,HEROE INMORTAL,NULO,0,NULO,0,NULO,HERMANOS BRAVO,ARTILLERO MIER,30 DE JULIO,NULO,NULO,0,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,611,,ULO,Robo a persona,-102.26925615,21.85431319
233730,OCTUBRE,2016-10-08,SABADO,23,8,AGUASCALIENTES,URBANA,COLONIA,SAN MARCOS (DELEGACION POCITOS),650,CALLE,CAMPECHE,NULO,0,NULO,0,NULO,TALAMANTES,PROLONGACIO AQUILES ELORDOY,GUANAJUATO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,612,,NULO,Robo a persona,-102.31539481,21.87975790
234420,OCTUBRE,2016-10-09,SABADO,14,5,AGUASCALIENTES,URBANA,COLONIA,SAN PABLO,921,PRIVADA,MARINA NACIONAL,NULO,412,NULO,0,NULO,RIO SAN PEDRO,RIO PAPALOAPAN,LIBERTAD,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,613,,NULO,Robo a persona,-102.29852927,21.89306747
234488,OCTUBRE,2016-10-09,DOMINGO,15,46,AGUASCALIENTES,URBANA,BARRIO,LA PURISIMA,915,CALLE,ARQUITECTO J. REFUGIO ESPARZA REYES,NULO,115,NULO,0,NULO,HEROES DE NACOZARI NORTE,GLORIETA DE LA PURISIMA,ALAMEDA,NULO,NULO,0,NULO,NULO,MONEDER,NULO,NULO,NULO,NULO,NULO,NULO,614,,NULO,Robo a persona,-102.28271358,21.88306671
235930,OCTUBRE,2016-10-10,MARTES,14,38,PABELLON DE ARTEAGA,URBANA,COLONIA,5 DE MAYO,91,AVENIDA,LAZARO CARDENAS,NULO,0,NULO,0,NULO,FELIPE CARRILLO PUERTO,MARIANO ESCOBEDO,REVOLUCION,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,615,,NULO,Robo a persona,-102.27727514,22.14329013
235930,OCTUBRE,2016-10-11,MARTES,14,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,AVENIDA,PERSEO,NULO,99,NULO,0,NULO,ARQUEROS,MAGALLANES,ARQUEROS,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,616,,NULO,Robo a persona,-102.26995273,21.86983078
235929,OCTUBRE,2016-10-11,MARTES,14,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS PIRULES,1053,AVENIDA,AGUASCALIENTES,NULO,0,NULO,0,NULO,MAGNOLIA,DE LAS AZUCENAS,PIRULERO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,617,,NULO,Robo a persona,-102.31859985,21.87018974
235985,OCTUBRE,2016-10-11,MARTES,16,10,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL SOL NACIENTE,725,CALLE,SOTOL,NULO,0,NULO,0,NULO,JOSE GUERRA PALOS,NINGUNO,NINGUNO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,618,,NULO,Robo a persona,-102.23145257,21.87220417
237516,OCTUBRE,2016-10-13,JUEVES,19,40,RINCON DE ROMOS,RURAL,SIN TIPO,ESCALERAS,54,CARRETERA,70,NULO,0,NULO,0,NULO,NIGUNO,NINGUNO,DEL ROSAL,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,619,,NULO,Robo a persona,-102.33250423,22.24618461
236460,OCTUBRE,2016-10-12,MIERCOLES,10,14,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA ESTANCIA,1090,CALLE,AMANECER,NULO,0,NULO,0,NULO,COLIBRI,PALOMA,CANARIO,NULO,NULO,0,NULO,NULO,MONEDER,NULO,NULO,NULO,NULO,NULO,NULO,620,,NULO,Robo a persona,-102.29817861,21.84103162
236589,OCTUBRE,2016-10-12,MIERCOLES,14,21,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,IV CENTENARIO,1065,AVENIDA,HEROE DE NACOZARI,NULO,0,NULO,0,NULO,PASEO DE LA CRUZ,DE LOS FUNDADORES,PASAJE PEDRO PARGA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,621,,NULO,Robo a persona,-102.28150855,21.87209789
237082,OCTUBRE,2016-10-13,JUEVES,5,20,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,TRIUNFO,NULO,0,NULO,0,NULO,RIO RHIN,COSIO SUR,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,ROPA,NULO,NULO,622,,NULO,Robo a persona,-102.28720972,21.88021690
237317,OCTUBRE,2016-10-13,JUEVES,14,19,AGUASCALIENTES,URBANA,FRACCIONAMIENTP,CASA BLANCA,553,CALLE,CAUDILLOS,NULO,305,A,0,NULO,VIVERO DEL PRADO,MARIANO ESCOBEDO,VIVERO DE LA LOMA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,CADENA,NULO,NULO,NULO,623,,NULO,Robo a persona,-102.27261057,21.85912847
238151,OCTUBRE,2016-10-14,VIERNES,16,15,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,5 DE MAYO,NULO,0,NULO,0,NULO,LARREATEGUI,BENJAMIN DE LA MORA,GENERAL GUADALUPE VICTORIA,NULO,DINERO,1800,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,624,,NULO,Robo a persona,-102.29737709,21.88583692
238872,OCTUBRE,2016-10-15,SABADO,12,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,GENERAL JOSE REFUGIO VELZCO,MANUEL GARCIA MARTINEZ,CUMBRES,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,625,,NULO,Robo a persona,-102.25600522,21.90540104
240066,OCTUBRE,2016-10-16,DOMINGO,15,11,AGUASCALIENTES,URBANA,COLONIA,MIRAVALLE,750,CALLE,FELIPE RUIZ DE CHAVEZ,NULO,720,NULO,0,NULO,JOSE MARIA ELIZALDE,MIGUEL RUELAS,DOCTOR ALBERTO DEL VALLE,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,626,,NULO,Robo a persona,-102.31208109,21.89065051
241052,OCTUBRE,2016-10-17,LUNES,17,17,AGUASCALIENTES,URBANA,COLONIA,SAN LUIS (II),743,CALLE,28 DE AGOSTO,NULO,0,NULO,0,NULO,HORTELANOS,FERROCARRIL,LICENCIADO ADOFLO LOPEZ MATEOS ORIENTE,NULO,DINERO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,627,,NULO,Robo a persona,-102.27842569,21.87975234
241082,OCTUBRE,2016-10-17,LUNES,18,6,AGUASCALIENTES,URBANA,SIN TIPO,PARQUE SANTA ANITA,472,AVENIDA,PARQUE VIA,NULO,0,NULO,0,NULO,J,GABRIELA MISTRAL,VALLE HONDO PONIENTE,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,628,,NULO,Robo a persona,-102.27594423,21.90039877
240976,OCTUBRE,2016-10-17,LUNES,15,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,ANGEL ZARRAGA,NULO,123,NULO,0,NULO,RENATO LEDUC,CARLOS FUENTES MARES,MARIA IZQUIERDO,NULO,DINERO,500,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,629,,NULO,Robo a persona,-102.26443857,21.91615344
241640,OCTUBRE,2016-10-18,MARTES,15,12,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,NULO,1805,NULO,0,NULO,GENERAL JOSE ISABEL ROBLES,LICENCIADO LUIS CABRERA,ABRAHAM GONZALEZ,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,630,,MOTO,Robo a persona,-102.30480125,21.85035607
241685,OCTUBRE,2016-10-18,MARTES,16,28,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA HUERTA,1113,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,NULO,0,NULO,0,NULO,NINGUNO,HEROE DE NACOZARI,CHICHIMECO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,631,,NULO,Robo a persona,-102.28079553,21.87850836
242791,OCTUBRE,2016-10-20,JUEVES,1,30,AGUASCALIENTES,URBANA,COLONIA,DEL CARMEN,911,CALLE,RIO PAPALOAPAN,NULO,0,NULO,0,NULO,SAN JUAN,SANTO TOMAS,LA LUZ,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,632,,NULO,Robo a persona,-102.30333061,21.89044915
242282,OCTUBRE,2016-10-19,MIERCOLES,13,8,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,5 DE MAYO,NULO,0,NULO,0,NULO,GENERAL IGNACIO ZARAGOZA,JESUS BERNAL,VALLADOLID,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,633,,NULO,Robo a persona,-102.29518945,21.88987701
242613,OCTUBRE,2016-10-19,MIERCOLES,14,18,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,528,CALLE,VIA LACTEA,NULO,0,NULO,0,NULO,PASEO DE LA CRUZ,BOYERO,PEGASO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,CANGURERA,634,,NULO,Robo a persona,-102.26803248,21.87331446
242664,OCTUBRE,2016-10-19,MIERCOLES,22,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL CESAREO CASTRO,NULO,332,A,0,NULO,ABRAHAM GONZALEZ,GENERAL LUIS MOYA,GENERAL FORTUNATO MAYCOTE,NULO,DINERO,400,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,635,,NULO,Robo a persona,-102.31504922,21.85012567
243060,OCTUBRE,2016-10-20,JUEVES,15,22,AGUASCALIENTES,URBANA,COLONIA,SAN LUIS (II),743,AVENIDA,MANUEL GOMEZ MORIN,NULO,0,NULO,0,NULO,ALAMEDA,NUEVA DE LA PAZ,GRANADITAS,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,CHOCOLATES,636,,NULO,Robo a persona,-102.27915431,21.88266869
243795,OCTUBRE,2016-10-21,VIERNES,16,18,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL PILAR I,975,AVENIDA,SIGLO XXI,NULO,0,NULO,0,NULO,MARIO MORENO,NINGUNO,JORGE NEGRETE,NULO,NULO,1,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,637,,NULO,Robo a persona,-102.30751139,21.84518931
243253,OCTUBRE,2016-10-20,JUEVES,20,58,AGUASCALIENTES,URBANA,COLONIA,SAN PEDRO,397,AVENIDA,MAHATMA GANDHI,NULO,0,NULO,0,NULO,EMILIO RABASA,MAYOR PABLO GARCIA,ROSAURA ESPINOZA,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,CREDENCIAL,638,,NULO,Robo a persona,-102.29373293,21.84170896
243301,OCTUBRE,2016-10-20,JUEVES,22,0,AGUASCALIENTES,URBANA,SIN TIPO,CENTRO COMERCIAL CHEDRAUI,1033,BOULEVARD,JOSE MARIA CHAVEZ,NULO,0,NULO,0,NULO,ANGEL GONZALEZ,VALENTE QUINTANA,MAHATMA GANDHI,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,BICICLETA,NULO,639,,NULO,Robo a persona,-102.29233606,21.85358882
243820,OCTUBRE,2016-10-21,VIERNES,16,56,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,CANARIO,NULO,0,NULO,0,NULO,DE LAS GAVIOTAS,DEL POTRO,PASEO DE LA ASUNCION,NULO,NULO,0,NULO,NULO,NULO,LAPTOP,NULO,NULO,NULO,NULO,MOCHILA,640,,NULO,Robo a persona,-102.29985189,21.84757143
243887,OCTUBRE,2016-10-21,VIERNES,19,7,AGUASCALIENTES,URBANA,COLONIA,OLIVARES SANTANA,372,CALLE,MIGUEL RUELAS,NULO,0,NULO,0,NULO,BENJAMIN DE LA MORA,BENITO DIAZ,JOSE MARIA ELIZALDE,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,CADENA,NULO,NULO,NULO,641,,NULO,Robo a persona,-102.31457902,21.89261201
244237,OCTUBRE,2016-10-22,SABADO,7,35,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE SAN FRANCISCO,809,CALLE,18 DE MARZO,NULO,0,NULO,0,NULO,MARGIL DE JESUS,MELQUIADES MORENO,NORIA,NULO,NULO,0,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,642,,NULO,Robo a persona,-102.29596716,21.90171492
244252,OCTUBRE,2016-10-22,SABADO,8,7,AGUASCALIENTES,URBANA,SIN TIPO,ISLA SAN MARCOS,943,BOULEVARD,SAN MARCOS,NULO,0,NULO,0,NULO,MALAGA,JUAN PABLO II,NINGUNO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,643,,NULO,Robo a persona,-102.32090804,21.86439847
244667,OCTUBRE,2016-10-22,SABADO,20,25,AGUASCALIENTES,URBANA,COLONIA,EL LLANITO,366,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,NULO,0,NULO,0,NULO,COSIO SUR,2 DE ABRIL,18 DE JULIO,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,644,,NULO,Robo a persona,-102.28628000,21.87897776
245403,OCTUBRE,2016-10-23,DOMINGO,10,18,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,PRIVADA,CULTURA CHICHIMECA 310,NULO,21,NULO,0,NULO,NINGUNO,CULTIRA CHICHIMECA,CULTURA COHIMIES,NULO,NULO,0,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,645,,NULO,Robo a persona,-102.24480939,21.90603919
246202,OCTUBRE,2016-10-24,LUNES,3,58,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL COBANO,481,CALLE,TAMARINDO,NULO,0,NULO,0,NULO,CAMINO AL COBANO,COLORIN,LEUCAENA,NULO,DINERO,1000,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,646,,NULO,Robo a persona,-102.27870320,21.90711751
247723,OCTUBRE,2016-10-26,MIERCOLES,14,25,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL DORADO 1A SECCION,1048,CALLE,MADRID,NULO,0,NULO,0,NULO,AGUASCALIENTES,ALASKA,CORDOBA,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,647,,NULO,Robo a persona,-102.30405414,21.85963859
247839,OCTUBRE,2016-10-26,MIERCOLES,17,59,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTA DEL SOL,568,CALLE,ECLIPSE,NULO,0,NULO,0,NULO,SOL,BATALLON DE SAN BLAS,NINGUNO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,MOCHILA,648,,NULO,Robo a persona,-102.27338038,21.86427688
246485,OCTUBRE,2016-10-24,LUNES,16,36,JESUS MARIA,URBANA,FRACCIONAMIENTO,RUISEÑORES,338-P,AVENIDA,ALEJANDRO DE LA CRUZ,NULO,0,NULO,0,NULO,HALCON,RUISEÑOR,HALCON,NULO,NULO,0,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,649,,NULO,Robo a persona,-102.32845339,21.96629979
