FOLIO,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,CUENT_HAB,DINERO,CANTIDAD,BANCO,BOLSO,CARTERA,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,OID,FE_16,VEH_SOSP,INCIDENTE,LONG,LAT
798,ENERO,2016-01-01,VIERNES,15,41,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,HIDALGO,8,CALLE,LICENCIADO CARLOS SALINAS DE GORTARI,,623,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,1,,,Robo a persona,-102.26933654,22.06798653
1909,ENERO,2016-01-02,SABADO,10,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,CALLE,MANUEL GARCIA MARTINEZ,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,2,,,Robo a persona,-102.26446509,21.90400037
1224,ENERO,2016-01-01,VIERNES,23,54,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTREROS DEL OESTE,1098,AVENIDA,SIGLO XXI,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,3,,,Robo a persona,-102.29906462,21.84515057
1510,ENERO,2016-01-02,SABADO,13,58,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,DOCTOR JESUS DIAZ DE LEON,,101,,,A,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,4,,,Robo a persona,-102.29432672,21.88101340
2066,ENERO,2016-01-03,DOMINGO,1,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,TRIANA,1095,AVENIDA,PASEO DE LA CRUZ,,0,,,0,,,,NULO,DINERO,300,,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,5,,,Robo a persona,-102.29070782,21.87289682
3202,ENERO,2016-01-04,LUNES,16,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,BARCELONA,,0,,,0,,,,NULO,DINERO,800,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,6,,,Robo a persona,-102.31568624,21.86197910
3885,ENERO,2016-01-05,MARTES,17,26,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,5 DE MAYO,,0,,,0,,,,NULO,NULO,0,,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,7,,,Robo a persona,-102.29767836,21.88390931
4449,ENERO,2016-01-06,MIERCOLES,17,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CUMBRES III,320-P,CALLE,DURAZNO,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,8,,,Robo a persona,-102.23749004,21.92377215
5035,ENERO,2016-01-07,JUEVES,16,33,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLERIAS,491,CALLE,HACIENDA CHICHIMECO,,0,,,0,,,,NULO,NULO,0,,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,9,,,Robo a persona,-102.24380108,21.88613820
5190,ENERO,2016-01-07,JUEVES,21,15,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA,986,AVENIDA,CONVENCION DE 1914 SUR,,0,,,0,,,,NULO,DINERO,250,,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,10,,,Robo a persona,-102.27995639,21.86693113
5792,ENERO,2016-01-08,VIERNES,19,41,JESUS MARIA,URBANA,SIN TIPO,CORRAL DE BARRANCOS,142,AVENIDA,GUADALUPE,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,11,,,Robo a persona,-102.32465063,21.95047350
5886,ENERO,2016-01-08,VIERNES,21,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE CASA BLANCA,570,CALLE,VIVERO DE LA HACIENDA,,511,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,12,,,Robo a persona,-102.27326579,21.85063281
6059,ENERO,2016-01-09,SABADO,3,34,JESUS MARIA,URBANA,COLONIA,J. GOMEZ PORTUGAL ORIENTE,125,CALLE,ALEGRIA,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,BICICLETA,NULO,13,,,Robo a persona,-102.28584482,21.99535908
7010,ENERO,2016-01-10,DOMINGO,5,41,AGUASCALIENTES,URBANA,BARRIO,LA PURISIMA,915,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS PONIENTE,,0,,,0,,,,NULO,DINERO,200,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,14,,,Robo a persona,-102.28417709,21.87917777
7022,ENERO,2016-01-10,DOMINGO,6,20,AGUASCALIENTES,URBANA,BARRIO,LA PURISIMA,915,CALLE,PODER LEGISLATIVO,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,15,,,Robo a persona,-102.28465129,21.87915677
8017,ENERO,2016-01-11,LUNES,14,53,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO SIN DELIMITACION OFICIAL NO. 80,924,AVENIDA,CONVENCION DE 1914 PONIENTE,,0,,,0,,,,NULO,NULO,0,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,16,,,Robo a persona,-102.31220938,21.88566198
8431,ENERO,2016-01-12,MARTES,3,21,AGUASCALIENTES,URBANA,COLONIA,OJO DE AGUA (II),535,AVENIDA,DE LA CONVENCION DE 1914 SUR,,0,,,0,,,,NULO,DINERO,100,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,17,,,Robo a persona,-102.27721558,21.86796119
8641,ENERO,2016-01-12,MARTES,14,30,JESUS MARIA,URBANA,FRACCIONAMIENTO,LOMAS DEL VALLE,168,CALLE,VALLE DE LAS DELICIAS,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,18,,,Robo a persona,-102.34354451,21.95325215
8825,ENERO,2016-01-12,MARTES,19,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,ANTONIO HERNANDEZ GALLEGOS,,114,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,19,,,Robo a persona,-102.31794455,21.85501405
9080,ENERO,2016-01-13,MIERCOLES,7,32,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CRUZ (DELEGACION CENTRO),610,CALLE,JACARANDAS,,0,,,0,,,,NULO,DINERO,7000,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,20,,,Robo a persona,-102.27520703,21.87716569
9856,ENERO,2016-01-14,JUEVES,12,51,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,EDITORIALISTAS,,149,,,0,,,,NULO,DINERO,450,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,21,,,Robo a persona,-102.25195008,21.85244088
10145,ENERO,2016-01-14,JUEVES,21,8,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J. GUADALUPE PERALTA GAMEZ,411,CALLE,ISABEL JIMENEZ DIAZ,,420,,,0,,,,NULO,NULO,0,,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,22,,,Robo a persona,-102.23575952,21.87181158
10603,ENERO,2016-01-15,VIERNES,15,14,AGUASCALIENTES,URBANA,OTRO,AGROPECUARIO,763,BOULEVARD,A ZACATECAS,,0,,,0,,,,NULO,NULO,0,,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,23,,,Robo a persona,-102.29234082,21.91315918
11950,ENERO,2016-01-17,DOMINGO,8,38,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,CALLE,DOCTOR ISIDRO CALERA,,623,,,0,,,,NULO,DINERO,3000,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,24,,,Robo a persona,-102.28915377,21.89364599
11950,ENERO,2016-01-17,DOMINGO,1,45,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL LUCIO BLANCO,,215,,,0,,,,NULO,DINERO,200,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,25,,,Robo a persona,-102.30302292,21.85090508
12186,ENERO,2016-01-17,DOMINGO,11,59,JESUS MARIA,URBANA,COLONIA,EJIDAL,196,CALLE,PRIMERO DE MARZO,,103,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,26,,,Robo a persona,-102.35300511,21.96607004
13422,ENERO,2016-01-18,LUNES,21,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CARTAGENA,322-P,CALLE,SALVADOR MARTINEZ,,103,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,27,,,Robo a persona,-102.27263418,21.95696623
13543,ENERO,2016-01-19,MARTES,3,7,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350-P,CALLE,SANTIAGO,,319,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,28,,,Robo a persona,-102.25026976,21.95748129
13506,ENERO,2016-01-18,LUNES,23,55,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,JOSE ISABEL ROBLES,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,BOCINA CON,NULO,NULO,NULO,NULO,NULO,29,,,Robo a persona,-102.30476231,21.84889607
4618,ENERO,2016-01-06,MIERCOLES,21,23,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,,201,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,30,,,Robo a persona,-102.31741564,21.85556919
13663,ENERO,2016-01-19,MARTES,11,30,AGUASCALIENTES,URBANA,COLONIA,ZONA CENTRO,906,CALLE,VENUSTIANO CARRANZA,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,31,,,Robo a persona,-102.29995572,21.88016468
14185,ENERO,2016-01-20,MIERCOLES,0,18,AGUASCALIENTES,URBANA,COLONIA,FRANCISCO GUEL JIMENEZ,526,AVENIDA,MANUEL GOMEZ MORIN,,0,,,0,,,,NULO,NULO,0,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,32,,,Robo a persona,-102.28521745,21.90236638
13851,ENERO,2016-01-19,MARTES,16,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,CADIZ,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,CHAMARRA,NULO,NULO,33,,,Robo a persona,-102.31280546,21.86701432
15967,ENERO,2016-01-22,VIERNES,17,58,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS CUMBRES,441,CALLE,MARIA GUADALUPE RUIZ DE CHAVEZ PINALES,,0,,,0,,,,NULO,DINERO,600,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,34,,,Robo a persona,-102.26257531,21.91052276
16169,ENERO,2016-01-22,VIERNES,22,26,JESUS MARIA,URBANA,COLONIA,CENTRO,126,AVENIDA,MARGARITAS,,172,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,35,,,Robo a persona,-102.29247759,21.99772361
16431,ENERO,2016-01-23,SABADO,11,20,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO SIN DELIMITACION OFICIAL NO. 45 VILLAS DEL RIO,698,CALLE,RIO BALSAS,,0,,,0,,,,NULO,DINERO,800,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,36,,,Robo a persona,-102.24228038,21.94055813
14243,ENERO,2016-01-20,MIERCOLES,6,26,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,ABRAHAM GONZALEZ,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,37,,,Robo a persona,-102.31191719,21.85058761
14459,ENERO,2016-01-20,MIERCOLES,14,38,JESUS MARIA,URBANA,FRACCIONAMIENTO,MANANTIALES DEL PIÑAR,172,CALLE,PINAR DEL LAGO,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,38,,,Robo a persona,-102.34819107,21.95636721
14463,ENERO,2016-01-20,MIERCOLES,14,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,LUIS URBINA,,127,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,39,,,Robo a persona,-102.26580839,21.91432384
14699,ENERO,2016-01-20,MIERCOLES,20,57,JESUS MARIA,URBANA,FRACCIONAMIENTO,ARBOLEDAS,221,PRIVADA,DE LOS GUAYABOS,,205,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,40,,,Robo a persona,-102.34598163,21.95509170
14922,ENERO,2016-01-21,JUEVES,8,10,AGUASCALIENTES,URBANA,COLONIA,MIRAVALLE,750,CALLE,CARLOS BARRON,,818,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,41,,,Robo a persona,-102.31103754,21.88963093
15058,ENERO,2016-01-21,JUEVES,13,44,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MISION DE SANTA LUCIA,586,AVENIDA,MARINAO ESCOBEDO,,507,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,42,,,Robo a persona,-102.27153627,21.85032230
15165,ENERO,2016-01-21,JUEVES,16,37,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EJIDO OJOCALIENTE,356,CALLE,20 DE NOVIEMBRE,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,43,,,Robo a persona,-102.26260852,21.88397890
15217,ENERO,2016-01-21,JUEVES,17,52,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOULEVARES 2A. SECCION,1103,CALLE,ALASKA,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,44,,,Robo a persona,-102.30629004,21.85874065
16809,ENERO,2016-01-23,SABADO,20,45,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J. GUADALUPE PERALTA GAMEZ,411,CALLE,ISABEL JIMENEZ DIAZ,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,45,,,Robo a persona,-102.23683931,21.87373424
19202,ENERO,2016-01-26,MARTES,20,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,HACIENDA DE OJOCALIENTE,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,46,,,Robo a persona,-102.24472642,21.88976217
18897,ENERO,2016-01-26,MARTES,12,47,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE SANTA ROSA,1091,PROLONGACION,PASEO DE LA ASUNCION,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,47,,,Robo a persona,-102.30112340,21.84048082
19238,ENERO,2016-01-26,MARTES,21,14,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DEL MATE,,204,,,C,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,48,,,Robo a persona,-102.25039812,21.84603259
19469,ENERO,2016-01-27,MIERCOLES,23,59,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CRUZ (DELEGACION CENTRO),610,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,,0,,,0,,,,NULO,NULO,0,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,49,,,Robo a persona,-102.27174838,21.87794539
20889,ENERO,2016-01-29,VIERNES,12,55,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,EL PUERTECITO,700,CALLE,DEL PUERTO,,404,,,0,,,,NULO,NULO,0,,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,50,,,Robo a persona,-102.24609827,21.93587697
20957,ENERO,2016-01-29,VIERNES,14,45,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,EPAZOTE,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,51,,,Robo a persona,-102.25250243,21.89548749
21306,ENERO,2016-01-29,VIERNES,21,49,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,CANARIO,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,52,,,Robo a persona,-102.29983749,21.84977844
21353,ENERO,2016-01-29,VIERNES,22,39,AGUASCALIENTES,URBANA,COLONIA,PRIMO VERDAD,810,CALLE,PANTALEON VALTIERRA,,133,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,53,,,Robo a persona,-102.31825065,21.90901341
21353,ENERO,2016-01-29,VIERNES,22,39,JESUS MARIA,URBANA,COLONIA,ZONA CENTRO,192,CALZADA,JULIO CADENA,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,54,,,Robo a persona,-102.34283498,21.95949946
22582,ENERO,2016-01-31,DOMINGO,5,46,JESUS MARIA,URBANA,COLONIA,CENTRO,126,AVENIDA,MARGARITAS,,0,,,0,,,,NULO,NULO,0,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,55,,,Robo a persona,-102.29244113,21.99733144
22968,ENERO,2016-01-31,DOMINGO,18,35,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,56,,,Robo a persona,-102.31364368,21.85277956
23333,FEBRERO,2016-02-01,LUNES,0,58,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,CALLE,FELIPE DE UREÑA,,0,,,0,,,,NULO,DINERO,700,,NULO,CARTERA,NULO,NULO,ESCLAVA,NULO,NULO,,57,,,Robo a persona,-102.25500404,21.92973215
23491,FEBRERO,2016-02-01,LUNES,8,29,AGUASCALIENTES,URBANA,SIN TIPO,DESARROLLO SIN DELIMITACION OFICIAL NO. 80,924,AVENIDA,GUADALUPE,,0,,,0,,,,NULO,NULO,0,,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,58,,,Robo a persona,-102.31211260,21.88565421
24107,FEBRERO,2016-02-02,MARTES,0,1,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J. GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE MANUEL RUIZ DE TEJEDA Y OTAL,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,PATINETA,59,,,Robo a persona,-102.24100477,21.86718840
24315,FEBRERO,2016-02-02,MARTES,11,52,JESUS MARIA,URBANA,COLONIA,LOS ARROYITOS,230,CALLE,ARROYO DE LAS CULEBRAS,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,60,,,Robo a persona,-102.34095788,21.96907382
24752,FEBRERO,2016-02-02,MARTES,22,56,JESUS MARIA,URBANA,COLONIA,EL CALVARIO,220,CALLE,EL CALVARIO,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,61,,,Robo a persona,-102.34317459,21.96729591
24319,FEBRERO,2016-02-02,MARTES,11,56,AGUASCALIENTES,URBANA,SIN TIPO,HELIODORO GARCIA (SUBDIVISION),923,AVENIDA,GUADALUPE,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,62,,,Robo a persona,-102.30980351,21.88531487
23617,FEBRERO,2016-02-01,LUNES,13,13,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,OJOCALIENTE,,0,,,0,,,,NULO,NULO,0,,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,63,,,Robo a persona,-102.25522201,21.88229278
25396,FEBRERO,2016-02-03,MIERCOLES,20,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,ABRAHAM GONZALEZ,,326,,,0,,,,NULO,NULO,0,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,64,,,Robo a persona,-102.30375369,21.84901397
25659,FEBRERO,2016-02-04,JUEVES,9,3,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RINCONADA SANTA MONICA,950,AVENIDA,SIGLO XXI,,0,,,0,,,,NULO,NULO,0,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,65,,,Robo a persona,-102.31845522,21.84237710
24393,FEBRERO,2016-02-02,MARTES,13,55,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,CALLE,DEL GAMBITO,,0,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,66,,,Robo a persona,-102.25401958,21.84195910
25505,FEBRERO,2016-02-03,MIERCOLES,22,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,JALTOMATE,,605,,,0,,,,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,67,,,Robo a persona,-102.25192685,21.88188205
26301,FEBRERO,2016-02-05,VIERNES,3,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MONTEBELLO,959,CALLE,REPUBLICA DE VENEZUELA,,0,,,0,,,,NULO,NULO,0,,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,68,,,Robo a persona,-102.31045470,21.86485921
27413,FEBRERO,2016-02-06,SABADO,15,23,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,AVENIDA,RODOLFO LANDEROS GALLEGOS,,0,,,0,AMILIO PORTES GIL,ESTHELA ALDANA,PAZ ROMO DE VIVAR,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,69,,,Robo a persona,-102.25178715,21.90270369
27545,FEBRERO,2016-02-06,VIERNES,18,33,JESUS MARIA,URBANA,COLONIA,VILLAS DEL SOL (MARGARITAS),127,CALLE,ATARDECER,,124,,,0,NORTE,MARIA GUADALUPE VILLANUEVA,NINGUNO,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,70,,,Robo a persona,-102.29601093,21.99744913
27737,FEBRERO,2016-02-06,SABADO,22,14,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,LOS VOLCANES,592,CALLE,POPOCATEPETL,,17,,,402,CITLALTEPEC,PASEO DE LA CRUZ,IZTACCIHUATL,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,CASCO,71,,,Robo a persona,-102.26980134,21.87586672
28454,FEBRERO,2016-02-07,DOMINGO,16,24,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLERIAS,491,CALLE,VILLA DE SAN FRANCISCO,,225,,,0,HACIENDA LAS AMARILLAS,HACIENDA GRACIAS A DIOS,PASEO DE VILLERIAS,NULO,NULO,0,,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,72,,,Robo a persona,-102.24694337,21.88468242
28106,FEBRERO,2016-02-07,DOMINGO,3,48,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,ESPAÑA,,0,,,0,SALAMANCA,MADRID,DE LOS MAESTROS,NULO,DINERO,250,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,73,,,Robo a persona,-102.31351363,21.86579899
28383,FEBRERO,2016-02-07,DOMINGO,14,49,JESUS MARIA,URBANA,COLONIA,CHICAHUALES I,155,CALLE,JESUS DEMETRIO,,415,,,0,SANTIAGO APOSTOL,ROMAN LOERA,DAVID GUARDADO,NULO,NULO,0,,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,74,,,Robo a persona,-102.35093490,21.94705219
28428,FEBRERO,2016-02-07,DOMINGO,15,44,AGUASCALIENTES,URBANA,COLONIA,GREMIAL,917,CALLE,PETROLEOS MEXICANOS,,0,,,0,NORBERTO GOMEZ,MELQUIADES MORENO,LIBERATO SANTA CRUZ,NULO,DINERO,500,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,75,,,Robo a persona,-102.29288661,21.89384889
28461,FEBRERO,2016-02-07,DOMINGO,16,33,JESUS MARIA,URBANA,COLONIA,EL TORITO,199,AVENIDA,SOLIDARIDAD,,302,,,0,15 DE SEPTIEMBRE,CRISTOBAL COLON,SOR JUANA INES DE LA CRUZ,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,76,,,Robo a persona,-102.35427846,21.96981378
28632,FEBRERO,2016-02-07,DOMINGO,20,41,JESUS MARIA,RURAL,COMUNIDAD,VALLADOLID,193-P,CALLE,VALLADOLID,,0,,,0,EL SUSPIRO,DEL ESFUERZO,LA ESPERANZA,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,77,,,Robo a persona,-102.31458895,22.02275164
29150,FEBRERO,2016-02-08,LUNES,14,25,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,AVENIDA,POLIDUCTO,,207,,,0,EXPROPIACION PETROLERA,FRANCISCO G. MUJICA,GENERAL LAZARO CARDENAS,NULO,NULO,0,,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,78,,,Robo a persona,-102.24882323,21.90419193
29202,FEBRERO,2016-02-08,LUNES,15,50,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SAN CAYETANO,1118,CALLE,SAN FRANCISCO,,0,,,0,SAN CLEMENTE,CARLOS SAGREDO,SAN ANTONIO,NULO,DINERO,1000,,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,79,,,Robo a persona,-102.30764542,21.89859404
