FOLIO,FOLIO_REL,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,RANGO,HORARIO,PROCESO,VIOLENCIA,ARMA_US,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFEC,CAT_SOS,DETENIDO,DET_SPM,MOT_DET,LESION_AFE,LESION_PR,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,DEN_CASIO,OID,LONG,LAT
260220543,0,30411,AUTOPARTES,2,2026-02-05,6,4,1,COLONIA,OBRAJE,518,AVENIDA,JOSE MARIA CHAVEZ,NA,NA,",,,",CALLE,REPUBLICA DE ECUADOR,1,14,28,21,12:00-15:29,true,false,9,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"26,11",0.00000,0.000000,false,1,2,AUTOMOVIL,CHEVROLET,SPARK,1,6,0,102,-102.29530766,21.87085720
260224639,0,30403,AUTOPARTES,2,2026-02-06,6,5,1,FRACCIONAMIENTO,OJOCALIENTE FOVISSSTE II,587,CALLE,CERRO DE AYUTLA,NA,NA,"108,,,",AVENIDA,PASEO OJOCALIENTE,5,0,0,27,sin datos,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"5,11",0.00000,0.000000,false,4,2,CAMIONETA,VOLKSWAGEN,ND,1,1,0,103,-102.25805543,21.86987201
260231931,0,30411,AUTOPARTES,2,2026-02-07,6,6,1,COLONIA,INDUSTRIAL,240,CALLE,MELQUIADES MORENO,NA,NA,"605,,,",CALLE,TOMAS MEDINA UGARTE,6,0,0,1,dias solo,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"3,6",0.00000,0.000000,false,4,1,AUTOMOVIL,NISSAN,SENTRA,1,6,0,104,-102.29395894,21.89726539
260232402,0,30411,AUTOPARTES,2,2026-02-07,6,6,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,627,BOULEVARD,JOSE MARIA CHAVEZ,NA,NA,",,,",AVENIDA,SIGLO XXI,3,0,0,9,06:00-11:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23",0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,0,105,-102.29020750,21.84364546
260233181,0,30403,AUTOPARTES,2,2026-02-07,6,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÐORA DE LA ASUNCION, SECTOR GUADALUPE",342,AVENIDA,GERONIMO DE LA CUEVA,NA,NA,"603,,,",CALLE,J. GUADALUPE GARCIA LOPEZ,3,0,0,27,sin datos,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,11,0.00000,0.000000,false,1,1,AUTOMOVIL,ND,ND,1,1,0,106,-102.26225100,21.93016065
260244463,0,30403,AUTOPARTES,2,2026-02-08,6,7,5,COLONIA,CENTRO,938,CALLE,AGUSTIN DE ITURBIDE,NA,NA,",,,",CALLE,ABASOLO,7,0,0,27,sin datos,false,false,9,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,41,0.00000,0.000000,false,4,4,AUTOMOVIL,VOLKSWAGEN,VENTO,1,13,0,107,-102.34490560,21.96397083
260226992,0,30904,AUTOPARTES,2,2026-02-06,8,5,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,323,AVENIDA,CULTURA MAYA,NA,NA,",,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,3,0,0,27,sin datos,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,35,0.00000,0.000000,false,1,2,CAMION,ND,ND,1,13,0,108,-102.24303006,21.90575109
260241461,0,30446,AUTOPARTES,2,2026-02-08,8,7,5,COLONIA,LUIS DONALDO COLOSIO,1045,CALLE,AMADO NERVO,NA,NA,"637,,,",CALLE,MARCOS SAUCEDO,7,0,0,27,sin datos,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"26,3,28",700.00000,0.000000,false,1,1,CAMIONETA,VOLKSWAGEN,SAHARA,1,1,0,109,-102.35452404,21.97209822
260244560,0,30904,AUTOPARTES,2,2026-02-08,8,7,5,COLONIA,LA LOMA,894,CALLE,JUPITER,NA,NA,"110,,,",CALLE,NUBE,7,23,28,24,21:30-23:59,true,false,9,2 HOMBRES,"EL MIRELES, EL PIÐA",ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23,24",0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,SENTRA,1,13,0,110,-102.34556951,21.95122432
260246036,0,30411,AUTOPARTES,2,2026-02-09,7,1,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,CALLE,HACIENDA LA HUERTA,NA,NA,"142,,,",CALLE,HACIENDA SALITRILLO,4,0,0,17,19:00-11:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,24,0.00000,0.000000,false,1,2,CAMIONETA,DODGE,DAKOTA,1,6,0,111,-102.24229002,21.88817867
260256051,0,30411,AUTOPARTES,2,2026-02-10,7,2,1,COLONIA,LA FE,241,AVENIDA,PETROLEOS MEXICANOS,NA,NA,",,,",CALLE,GENERAL IGNACIO ZARAGOZA,1,20,8,23,19:00-23:29,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,2",0.00000,0.000000,false,1,2,CAMIONETA,XTRAIL,ND,1,1,0,112,-102.29543140,21.89086208
260251623,0,30904,AUTOPARTES,2,2026-02-10,7,2,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,DEL FISHER,NA,NA,133,AVENIDA,DEL REY,5,1,27,25,00:00-02:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"38,23",0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,2,0,113,-102.25150708,21.84526923
260239962,0,30404,AUTOPARTES,2,2026-02-08,8,7,1,FRACCIONAMIENTO,PILAR BLANCO,142,ANDADOR,DEL GANSI,NA,3CI,",,,",BOULEVARD,AGUILA,2,0,0,5,00:00-05:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,1,0,114,-102.29993131,21.84935251
260251180,0,50305,AUTOPARTES,2,2026-02-09,7,1,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,LA LOMA,NA,NA,"126,,,",AVENIDA,ESFUERZO NACIONAL,4,0,0,1,dias solo,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,13,0,115,-102.24825427,21.89622275
260260381,0,30904,AUTOPARTES,2,2026-02-11,7,3,1,ZONA,ZONA CENTRO,501,CALLE,5 DE MAYO,NA,NA,",,,",ANDADOR,IGNACIO ALLENDE,1,0,0,1,dias solo,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"2,6",0.00000,0.000000,false,1,1,CAMIONETA,ND,ND,1,1,0,116,-102.29712935,21.88240389
260263672,0,30403,AUTOPARTES,2,2026-02-12,7,4,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,DE LA INFANTERIA,NA,NA,"112,,,",CALLE,DE LA ALIANZA,5,5,0,26,03:00-05:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,27,0.00000,0.000000,false,4,1,AUTOMOVIL,NISSAN,MARCH,1,6,0,117,-102.24967358,21.84717934
260263722,0,30403,AUTOPARTES,2,2026-02-12,7,4,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,CALLE,AJEDRECISTAS,NA,NA,"251,,,",CALLE,DEL MATE,5,0,0,24,00:00-02:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,6,0.00000,0.000000,false,4,1,AUTOMOVIL,VOLKSWAGEN,MILTON,1,1,0,118,-102.25024999,21.84601997
260269891,0,30904,AUTOPARTES,2,2026-02-13,7,5,1,FRACCIONAMIENTO,BOSQUES DEL PRADO ORIENTE,295,AVENIDA,PASEO DE LOS BOSQUES,NA,NA,",,,",CALLE,PASEO DEL ROBLE,3,2,38,25,00:00-02:59,true,false,9,2 HOMBRES,ND,H,H,8,2,ND,ND,0,0,false,0,N,N,39,0.00000,0.000000,false,1,5,CAMION,ND,ND,1,4,0,119,-102.28377867,21.91403725
260270850,0,30403,AUTOPARTES,2,2026-02-13,7,5,1,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,588,AVENIDA,PALMA MEXICANA,NA,NA,"715,,,",CALLE,PALMA DE GUADALUPE,5,0,0,5,00:00-05:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,41,0.00000,0.000000,false,4,4,AUTOMOVIL,ND,ND,1,1,0,120,-102.24265083,21.86215971
260271634,0,30403,AUTOPARTES,2,2026-02-13,7,5,1,FRACCIONAMIENTO,VILLAS DE LA UNIVERSIDAD,138,CALLE,ANTONIO CASO,NA,NA,312,AVENIDA,CANAL INTERCEPTOR,6,0,0,6,06:00-11:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"22,11",0.00000,0.000000,false,1,2,AUTOMOVIL,DODGE,ATTITUDE,1,23,5046,121,-102.30641535,21.90196893
260282303,0,30403,AUTOPARTES,2,2026-02-14,7,6,1,FRACCIONAMIENTO,MODELO,267,CALLE,RICARDO GARCIA,NA,NA,"104,,,",CALLE,NIETO,6,21,0,23,19:00-23:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"22,23,11,24",0.00000,30000.000000,false,1,1,AUTOMOVIL,NISSAN,TSURU,1,1,0,122,-102.30941930,21.87575280
260286277,0,30411,AUTOPARTES,2,2026-02-15,7,7,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,AVENIDA,PROCERES DE LA ENSEÐANZA,NA,NA,",,,",CALLE,CALIXTO SERNA,4,0,0,16,19:00-11:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,0.00000,0.000000,false,1,2,AUTOMOVIL,DODGE,NEON,1,1,0,123,-102.23811834,21.87323556
260279631,0,30446,AUTOPARTES,2,2026-02-14,7,6,1,ZONA,ZONA CENTRO,501,AVENIDA,FRANCISCO I MADERO,NA,NA,",,,",CALLE,JOSE MARIA MORELOS,1,15,22,21,12:00-15:29,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,38,0.00000,0.000000,false,1,2,MOTOCICLETA,ND,ND,1,1,0,124,-102.29430379,21.88169248
260289426,0,50305,AUTOPARTES,2,2026-02-15,7,7,1,FRACCIONAMIENTO,SAN JORGE,322,PROLONGACION,PALMA DATILERA,NA,NA,",,,",CALLE,PALMA DE ABANICO,5,23,51,24,21:30-23:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,39,0.00000,0.000000,false,1,5,AUTOMOVIL,SD,SD,1,1,0,125,-102.23980739,21.86252910
260298925,0,30904,AUTOPARTES,2,2026-02-16,8,1,1,FRACCIONAMIENTO,EL SOL,244,CALLE,ALAMO,NA,NA,",,,",CALLE,INGENIERO TOMAS MEDINA UGARTE,6,23,51,24,21:30-23:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,37,0.00000,0.000000,false,5,2,AUTOMOVIL,PONTIAC,SUNFIRE,1,2,0,126,-102.29666756,21.89590192
260270543,0,50305,AUTOPARTES,2,2026-02-13,7,5,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,CALLE,FELIPE COLLAZO GARCIA,NA,NA,"127,,,",CALLE,CATEDRATICOS,4,0,0,1,dias solo,false,false,9,1 HOMBRE,ND,H,M,8,0,ND,ND,0,0,false,0,N,N,47,0.00000,5000.000000,false,1,1,CAMIONETA,ND,ND,1,1,0,127,-102.23914378,21.87190639
260269487,0,50301,AUTOPARTES,2,2026-02-13,7,5,6,BARRIO,CARBONERAS,1118,CALLE,REFORMA,NA,NA,",,,",CALLE,NIÐOS HEROES NORTE,7,0,28,25,00:00-02:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,37,0.00000,0.000000,false,5,2,AUTOMOVIL,VOLKSWAGEN,ND,1,13,0,128,-102.27094827,22.14733871
260289897,0,30907,AUTOPARTES,2,2026-02-15,7,7,5,COLONIA,MARTINEZ ANDRADE,921,CALLE,ALMADA,NA,NA,"210,,,",CALLE,SAUCEDO,7,19,29,23,sin datos,true,false,9,1 HOMBRE,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,22,0.00000,2500.000000,true,1,2,AUTOMOVIL,ND,ND,1,1,0,129,-102.34459162,21.95868019
260298283,0,30446,AUTOPARTES,2,2026-02-16,8,1,1,FRACCIONAMIENTO,CIELO CLARO,458,AVENIDA,DE LA LUZ,NA,NA,"111,,,",CALLE,SOL,5,22,9,24,21:30-23:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,53,0.00000,0.000000,false,2,2,MOTOCICLETA,ND,ND,1,2,0,130,-102.25140111,21.85809003
260303041,0,30411,AUTOPARTES,2,2026-02-17,8,2,1,FRACCIONAMIENTO,MORELOS I,598,CALLE,PRIMERA CONSTITUCION,NA,NA,",,,",CALLE,CORREJIDORA,5,18,11,22,15:30-18:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,22,0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,0,131,-102.26251634,21.85654081
260308082,0,30403,AUTOPARTES,2,2026-02-18,8,3,1,FRACCIONAMIENTO,MODERNO,521,CALLE,SOR JUANA INES DE LA CRUZ,NA,NA,",,,",PROLONGACION,AQUILES ELOURDUY,6,0,0,27,sin datos,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"24,22,23",0.00000,0.000000,false,1,2,CAMIONETA,ND,ND,1,23,5027,132,-102.31648555,21.88070642
260312030,0,30403,AUTOPARTES,2,2026-02-19,8,4,1,FRACCIONAMIENTO,LOS PERICOS,287,CALLE,SAN PATRICIO,NA,NA,"138,,,",AVENIDA,CULTURA OTOMI SUR,4,3,29,21,12:00-15:29,true,false,9,2 HOMBRES,"SUDADERA NEGRA, SUDADERA DE COLOR VERDE",H,M,8,0,ND,ND,0,0,false,0,N,N,39,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,13,0,133,-102.24594953,21.89847080
260312270,0,30411,AUTOPARTES,2,2026-02-19,8,4,1,FRACCIONAMIENTO,LAS BRISAS,112,CALLE,RIO TAMESIS,NA,NA,"113,,,",AVENIDA,AGUASCALIENTES PONIENTE,6,0,0,27,sin datos,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,22,0.00000,0.000000,false,1,1,AUTOMOVIL,VOLKSWAGEN,CARIBE,1,6,0,134,-102.31799903,21.89643667
260227279,0,30503,AUTOPARTES,2,2026-02-06,6,5,1,FRACCIONAMIENTO,PINTORES MEXICANOS,671,CALLE,FRANCISCO GOITIA,NA,NA,",,,",CALLE,JOSE LUIS CUEVAS,3,0,0,1,dias solo,false,false,9,1 HOMBRE,VECINO,H,M,8,0,ND,ND,0,0,false,0,N,N,22,0.00000,0.000000,false,4,2,CAMION,ND,ND,1,6,0,135,-102.26313447,21.92087595
260308640,0,30446,AUTOPARTES,2,2026-02-18,8,3,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,RECINTO,MAGUEY,NA,NA,",,,",AVENIDA,PASEOS DE LA VIZNAGA,4,16,36,22,15:30-18:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,3,0.00000,0.000000,false,3,1,CAMIONETA,ND,ND,1,6,0,136,-102.23453611,21.87141422
260312917,0,30411,AUTOPARTES,2,2026-02-19,8,4,1,COLONIA,NORIAS DEL PASO HONDO,656,CALLE,CIRUELA,NA,NA,",,,",CALLE,ZARZAMORA,4,0,0,0,,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,,0.00000,0.000000,false,0,0,AUTOMOVIL,ND,ND,1,1,0,137,-102.20512310,21.86135927
260322553,0,30446,AUTOPARTES,2,2026-02-20,8,5,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,AVENIDA,GERONIMO DE LA CUEVA,NA,NA,",,,",CALLE,DEL PUERTO,3,18,17,22,15:30-18:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,53,0.00000,0.000000,false,2,2,MOTOCICLETA,ND,ND,1,6,0,138,-102.24651200,21.94053400
260319644,0,30411,AUTOPARTES,2,2026-02-20,8,5,1,FRACCIONAMIENTO,OJOCALIENTE FOVISSSTE II,587,AVENIDA,PASEO DE LA CRUZ,NA,NA,"704,9,,",PROLONGACION,ANTARES,5,0,0,19,06:00-08:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,23",0.00000,7000.000000,false,1,2,AUTOMOVIL,DODGE,RAM,1,1,0,139,-102.25898857,21.87394026
260319422,0,30403,AUTOPARTES,2,2026-02-20,8,5,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,BOULEVARD,GUADALUPANO,NA,NA,",,,",AVENIDA,SIGLO XXI,3,9,0,20,09:00-11:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"26,6",0.00000,4700.000000,false,4,1,AUTOMOVIL,KIA,ND,1,1,0,140,-102.25665602,21.90692442
260319065,0,30403,AUTOPARTES,2,2026-02-20,8,5,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,ZACOALCO,NA,NA,"214,,,",CALLE,COYOACAN,7,7,0,19,06:00-08:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,47,0.00000,0.000000,false,1,1,CAMIONETA,ND,ND,1,13,0,141,-102.25053275,21.95434726
260340373,0,30403,AUTOPARTES,2,2026-02-22,8,7,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,CALLE,SIERRA DE TLAHUILOTEPEC,NA,NA,"215,,,",CALLE,SIERRA MIL CRUCES,3,0,0,0,,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,,0.00000,0.000000,false,0,0,AUTOMOVIL,ND,ND,1,2,0,142,-102.25545389,21.91159986
260338263,0,50301,AUTOPARTES,2,2026-02-22,8,7,1,FRACCIONAMIENTO,LA LOMITA,270,CALLE,PALMA ABANICO,NA,NA,",,,",PROLONGACION,PALMA BAMBU,5,0,0,1,dias solo,false,false,9,1 HOMBRE,ND,H,H,8,1,ND,ND,0,0,false,0,N,N,3,0.00000,0.000000,false,1,1,AUTOMOVIL,CHEVROLET,CORSA,1,4,0,143,-102.23997749,21.86175114
260335251,0,30411,AUTOPARTES,2,2026-02-22,8,7,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,208,CALLE,AMBROSIO VERASTEGUI,NA,NA,",,,",CALLE,PASEO DE OJOCALIENTE,3,0,0,5,00:00-05:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,24,0.00000,0.000000,false,1,2,AUTOMOVIL,RENAULT,KANGOO,1,6,0,144,-102.26650551,21.91400994
260341275,0,30411,AUTOPARTES,2,2026-02-23,9,1,1,ZONA,ZONA CENTRO,501,CALLE,MELCHOR OCAMPO,NA,NA,",,,",CALLE,GENERAL IGNACIO ZARAGOZA,1,0,0,1,sin datos,false,false,9,2 HOMBRES,PANTALON Y PLAYERA DE COLOR NEGRO,ND,H,8,0,ND,ND,0,0,false,0,N,N,"31,38",0.00000,0.000000,false,1,1,AUTOMOVIL,VOLKSWAGEN,POINTER,1,1,0,145,-102.29302284,21.88804591
260346809,0,30403,AUTOPARTES,2,2026-02-24,9,2,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,JOSE CALVILLO,NA,NA,",,,",CALLE,PROFESOR RAMIREZ PALOS,2,23,40,24,09:00-23:59,false,false,9,2 HOMBRES,ROPA DE COLOR NEGRA,H,H,8,0,ND,ND,0,0,false,0,N,N,39,0.00000,0.000000,false,1,2,AUTOMOVIL,HONDA,ND,1,6,0,146,-102.32308777,21.85109415
260346886,0,30411,AUTOPARTES,2,2026-02-24,9,2,1,FRACCIONAMIENTO,VILLAS DEL PILAR I,491,CERRADA,SEGUNDA MANUEL RAMOS ARIZPE,NA,NA,",,,",PROLONGACION,MANUEL RAMOS ARIZPE,2,0,0,16,19:00-05:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,"22,24",4800.00000,0.000000,false,1,2,AUTOMOVIL,CHEVROLET,CORSA,1,6,0,147,-102.30960753,21.84596835
260346977,0,30403,AUTOPARTES,2,2026-02-24,9,2,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,SAL,NA,NA,"102,,,",CALLE,REINAS DE LA FERIA,4,0,0,27,sin datos,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,11,0.00000,2000.000000,false,4,1,AUTOMOVIL,CHEVROLET,AVEO,1,1,0,148,-102.24884992,21.89783252
260352851,0,30411,AUTOPARTES,2,2026-02-25,9,3,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,ROSALIA MONROY,NA,NA,"315,,,",CALLE,JOSE MARIA BOCANEGRA,2,0,0,27,sin datos,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,22,0.00000,0.000000,false,1,2,CAMIONETA,NISSAN,PICK-UP,1,1,0,149,-102.32059000,21.85158000
260358145,0,30403,AUTOPARTES,2,2026-02-25,9,3,1,FRACCIONAMIENTO,VERSALLES II,164,CALLE,BELISARIO DOMINGUEZ,NA,NA,"230,,,",CALLE,INGENIERO JOSE ACEVES DE SANDI,2,0,0,4,19:00-23:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"31,2,28,6,29",0.00000,0.000000,false,1,1,CAMIONETA,FORD,F150,1,1,0,150,-102.30672925,21.85546175
260366266,0,30411,AUTOPARTES,2,2026-02-27,9,5,5,LOCALIDAD,TEPETATES,992,CALLE,BENITO JUAREZ,NA,NA,",,,",NINGUNO,NINGUNO,7,0,0,5,00:00-05:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"11,26,47,",0.00000,0.000000,false,1,2,CAMIONETA,VOLKSWAGEN,VAN,1,13,0,151,-102.32072600,21.95273100
260366651,0,30411,AUTOPARTES,2,2026-02-27,9,5,1,FRACCIONAMIENTO,LINDAVISTA,258,CALLE,JARDIN DEL ESTUDIANTE,NA,NA,",,,",CALLE,JARDIN DE LA ESTACION,5,9,0,20,09:00-11:59,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,24,0.00000,0.000000,false,1,2,AUTOMOVIL,VOLKSWAGEN,POINTER,1,23,5095,152,-102.28904278,21.86728403
260367279,0,30403,AUTOPARTES,2,2026-02-27,9,5,1,FRACCIONAMIENTO,LAS AMERICAS,262,CALLE,CORONEL VALENTE ARTEAGA,NA,NA,",,,",CALLE,REPUBLICA DE ECUADOR,2,13,14,21,12:00-15:29,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,,0.00000,0.000000,false,0,0,AUTOMOVIL,ND,ND,1,13,0,153,-102.29638908,21.87047645
260370798,0,30411,AUTOPARTES,2,2026-02-27,9,5,1,BARRIO,GUADALUPE,502,CALLE,LIBERTAD,NA,NA,",,,",CALLE,EMILIANO ZAPATA,1,22,20,24,21:30-23:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,24,0.00000,0.000000,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,0,154,-102.30073127,21.88230615
260370752,0,30446,AUTOPARTES,2,2026-02-27,9,5,1,FRACCIONAMIENTO,EMILIANO ZAPATA,185,AVENIDA,SIGLO XXI,NA,NA,",,,",CALLE,PROFEDORA OTILIO E MONTAÐO,5,22,34,24,21:30-23:59,false,false,9,ND,ND,ND,H,8,0,ND,ND,0,0,false,0,N,N,53,0.00000,0.000000,false,2,2,MOTOCICLETA,ND,ND,1,1,0,155,-102.25383343,21.85570318
260375024,0,30907,AUTOPARTES,2,2026-02-28,9,6,6,BARRIO,PALO ALTO,1128,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,NA,NA,",,,",CALLE,FRANCISCO I MADERO,7,14,21,21,12:00-15:29,false,false,9,1 HOMBRE,CRISTI DE JESUS DE LUNA ALIAS PACHECA,H,M,8,1,ND,ND,0,0,false,0,N,N,24,0.00000,0.000000,false,1,2,AUTOMOVIL,ND,ND,1,4,0,156,-102.27351597,22.14500242
260372728,0,30403,AUTOPARTES,2,2026-02-28,9,6,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,220,CALLE,ROBERTO JEFKINS RANGEL,NA,NA,",,,",CALLE,HECTOR DEL VILLAR MARTINEZ,3,4,24,26,03:00-05:59,true,false,9,2 HOMBRE,SUDADERA NEGRA,H,H,8,0,ND,ND,0,0,false,0,N,N,"13,22,26,28",0.00000,0.000000,false,4,3,AUTOMOVIL,ND,ND,1,1,0,157,-102.24830000,21.91700000
260382840,0,30403,AUTOPARTES,3,2026-03-01,9,7,1,FRACCIONAMIENTO,S.T.E.M.A.,311,CALLE,NAZARIO ORTIZ GARZA,NA,NA,",,,",CALLE,AGUASCALIENTES,4,11,19,20,09:00-11:59,true,true,9,1 HOMBRE,ND,H,H,8,0,ND,ND,0,0,false,0,N,N,39,0.00000,0.000000,false,2,5,CAMIONETA,CHEVROLET,TORNADO,1,1,0,158,-102.27140553,21.89963610
260389119,0,30403,AUTOPARTES,3,2026-03-02,10,1,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÐORA DE LA ASUNCION, SECTOR SAN MARCOS",580,AVENIDA,SIGLO XXI,NA,NA,",,,",CALLE,ERMITA DE SAN SEBASTIAN,3,11,19,20,09:00-11:59,true,true,2,1 HPOMBRE,"PLAYERA NEGRA, CACHUCHA ROJA Y PANTALON DE MEZCLILLA AZUL",H,H,8,0,ND,ND,0,0,false,0,N,N,3,0.00000,0.000000,false,2,1,CAMIONETA,CHEVROLET,TORNADO,1,1,0,159,-102.26376981,21.92545169
260395117,0,30403,AUTOPARTES,3,2026-03-02,10,1,1,FRACCIONAMIENTO,PANORAMA,520,CALLE,MONTEBELLO,NA,NA,",,,",CALLE,JARDINES ETERNOS,6,0,0,27,sin datos,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"29,40,28",0.00000,5000.000000,false,4,1,CAMIONETA,CHIREY,TIGGO,1,1,0,160,-102.31406374,21.88963163
260395670,260395572,30403,AUTOPARTES,3,2026-03-03,10,2,1,FRACCIONAMIENTO,BULEVAR,156,AVENIDA,JOSE MARIA CHAVEZ,NA,NA,",,,",CALLE,PAUL P HARRIS,2,1,8,21,12:00-15:29,false,false,9,ND,ND,ND,M,8,0,ND,ND,0,0,false,0,N,N,"31,2,11",0.00000,20000.000000,false,4,1,AUTOMOVIL,VOLKSWAGEN,LUPO,1,1,0,161,-102.29468559,21.86942928
