FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASENT,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,CAT_SOSP,DET_SPM,MOT_DET,DETENIDO,LESIONADO,TRASL_HOSP,GEN_AFE,CARR_S_N,T_VEH_SOSP,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,ESPACIO,OID,LONG,LAT
220001741,30421,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,COLONIA,ALTAVISTA,234,AVENIDA,FUNDICION,0,NA,",,,",AVENIDA,DE LA CONVENCION DE 1914 PONIENTE,6,5,27,0,false,true,3,NA,NA,0,NA,0,7 PERSONAS,N,,N,,0,1,false,,NO,N,N,"12,29",0,0,false,1,57,1,1,-102.31075438,21.89506460
220002427,30421,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,FRACCIONAMIENTO,NATURA,371,CALLE,LUCIERNAGA,0,NA,",,,",CALLE,PERICO,3,9,1,0,false,true,3,NA,NA,0,NA,0,ND,N,,N,,0,1,true,,NO,N,N,"3,12",0,0,false,1,1,1,2,-102.25235772,21.93302591
220002494,30421,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,COLONIA,DEL TRABAJO,246,AVENIDA,DE LA CONVENCION DE 1914 ORIENTE,0,NA,",,,",CALLE,57,4,27,0,0,false,true,8,NA,NA,0,NA,0,1 HOMBRE,N,,N,,0,0,false,,NO,COCHE,ND,40,0,0,false,1,1,1,3,-102.27299359,21.88707951
220002719,30422,ROBO TRANSEUNTE,1,2022-01-01,52,6,5,COLONIA,EL CHAVEÑO II,928,CALLE,BUGAMBILIA,0,NA,",,,",CALLE,NINGUNO,7,10,58,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,0,0,false,,NO,N,N,3,0,0,false,1,13,1,4,-102.36448952,21.96579465
220002819,30421,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,FRACCIONAMIENTO,OJOCALIENTE III,191,CALLE,CAÑADA GRANDE,0,NA,",,,",CALLE,ESTACION CA-ÑADA,4,11,32,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ALEJANDRO RODRIGUEZ DIAZ,,ALEJANDRO RODRIGUEZ DIAZ,ROBO TUMBADOR,1,0,false,,NO,N,N,3,0,4300,false,1,1,1,5,-102.24695318,21.88130677
220003303,30422,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,FRACCIONAMIENTO,LOMAS DE VISTABELLA,339,CALLE,VISTA DE LA LOMA,0,NA,",,,",AVENIDA,AJEDRECISTAS,5,13,45,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,,N,,0,0,false,,NO,COCHE,UN COCHE COLOR ROJO Y OTRO COLOR BLANCO,"28,29",800,800,false,1,25,1,6,-102.25857754,21.84503676
220004055,30421,ROBO TRANSEUNTE,1,2022-01-01,52,6,5,COLONIA,EL TORITO,1071,CALLE,SOR JUANA INES DE LA CRUZ,0,NA,"100,,,",CALLE,CHUCATA,7,16,45,0,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,,N,,0,1,false,,NO,N,N,13,0,1500,false,1,1,1,7,-102.35517585,21.96716725
220004582,30421,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,VISTA HERMOSA,0,NA,"302,,,",CALLE,REINAS DE LA FERIA,4,18,37,0,true,true,3,NA,NA,0,NA,0,ND,N,,N,,0,0,false,,NO,N,N,"26,28",0,0,false,1,1,6,8,-102.25022432,21.89804698
220005572,30421,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,COLONIA,DEL CARMEN,236,CALLE,BENJAMIN DE LA MORA,0,NA,",,,",CALLE,ALAMAN,1,21,49,0,false,true,3,NA,NA,0,NA,0,1 HOMBRE,N,,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,9,-102.30468473,21.88829210
220006248,30421,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,CALLE,HACIENDA LA GUAYANA,0,NA,"254,,,",CALLE,HACIENDA REFUGIO DE AGUA ZARCA,4,23,36,0,false,true,"1,3",NA,NA,0,NA,0,ND,N,,N,,0,0,false,,NO,N,N,"3,29",0,0,false,1,1,1,10,-102.24771813,21.89343216
220007224,30421,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,CALLE,ND,0,NA,",,,",N,N,3,5,2,0,false,true,3,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,N,N,"3,28,29",400,400,false,1,1,1,11,-102.25977192,21.93626374
220008893,30422,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,COLONIA,MACIAS ARELLANO,608,AVENIDA,PASEO DE LA SOLIDARIDAD,0,NA,",,,",CALLE,CAMINO AL COBANO,3,17,20,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE COMPLEXION DELGADO TEZ MORENO,ND,,N,,0,0,false,,NO,N,N,"12,28",50,50,false,1,1,1,12,-102.28455132,21.90523226
220009481,30421,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,FIDEL VELAZQUEZ,216,AVENIDA,FUENTE DE HERCULES,0,NA,"135,,,",CALLE,PASEO OJOCALIENTE,4,19,44,0,false,true,3,NA,NA,0,NA,0,1 HOMBRE,EDGAR EDUARDO SILVA,,N,,1,0,false,,NO,N,N,3,0,7500,true,1,4,1,13,-102.25840000,21.89229540
220009589,30421,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,CALLE,HACIENDA LA CONCEPCION,0,NA,",,,",CALLE,HACIENDA CALTENGO,4,20,6,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE 1 MUJER,N,,N,,0,0,false,,NO,N,N,"3,28",500,500,false,1,1,1,14,-102.24203068,21.88953237
220010061,30422,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,LA HUERTA,617,AVENIDA,HEROE DE NACOZARI SUR,0,NA,",,,",CALLE,CHICHIMECO,5,21,42,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE CON EL PELO LARGO,N,,N,,0,0,false,,NO,N,N,38,0,0,false,1,13,1,15,-102.28125933,21.87723895
220010507,30421,ROBO TRANSEUNTE,1,2022-01-02,52,7,5,FRACCIONAMIENTO,LA CUESTA,923,CALLE,EL CHICHIMECO,0,NA,",,,",CALLE,CUESTA DE LAS ARBOLEDAS,7,23,44,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,,N,,0,0,false,,NO,N,N,14,0,0,false,1,1,1,16,-102.33919247,21.97493812
220013764,30421,ROBO TRANSEUNTE,1,2022-01-03,1,1,1,FRACCIONAMIENTO,MEXICO,624,CALLE,CHIHUAHUA,0,NA,"234,A,,",AVENIDA,AGUASCALIENTES SUR,5,21,18,0,false,true,1,NA,NA,0,NA,0,ND,N,,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,17,-102.27808259,21.85939301
220014539,30421,ROBO TRANSEUNTE,1,2022-01-04,1,2,7,FRACCIONAMIENTO,LA ESTANCIA DE CHORA,1172,CALLE,COPALLI,0,NA,"150,,,",CALLE,MIXTON,7,4,31,0,false,true,3,NA,NA,0,NA,0,N,N,,N,,0,1,true,,NO,N,N,"3,14",0,0,false,1,1,1,18,-102.31111238,22.23314655
220014623,30422,ROBO TRANSEUNTE,1,2022-01-04,1,2,1,BARRIO,LA PURISIMA,202,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,0,NA,",,,",CALLE,MAESTRO MIGUEL MENESES,1,27,0,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,,N,,0,0,false,,NO,TAXI,TAXI,"3,28",1000,1000,false,1,1,1,19,-102.28495923,21.87914309
220016911,30421,ROBO TRANSEUNTE,1,2022-01-04,1,2,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,CALLE,JUAN G ALVARADO,0,NA,",,,",CALLE,DOMINGO VELASCO,3,18,1,0,false,true,1,NA,NA,0,NA,0,3 HOMBRES,N,,N,,0,0,false,,NO,N,N,3,0,4000,false,1,1,1,20,-102.25765147,21.94048417
220006626,30422,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,CASASOLIDA,168,CALLE,VOLCAN TECANA,0,NA,",,,",AVENIDA,MAHATMA GANDHI,2,1,39,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES DE 18 A 23 A-ÑOS DE EDAD,N,,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA COLOR NEGRA YAMAHA,39,0,0,false,1,2,1,21,-102.29373948,21.83372728
220020796,30422,ROBO TRANSEUNTE,1,2022-01-05,1,3,1,FRACCIONAMIENTO,EMILIANO ZAPATA,185,CALLE,PROFESORA OTILIO E MONTA+æO,0,NA,"209,,,",CALLE,CARLOS M BUSTAMANTE,5,17,9,0,false,false,9,NA,NA,0,NA,0,ND,N,,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,22,-102.25414541,21.85369411
220006235,30421,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,DE LA ALIANZA,0,NA,",,,",AVENIDA,DEL REY,5,0,4,0,false,true,1,NA,NA,0,NA,0,ND,N,,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,23,-102.25213769,21.84747693
220002894,30422,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,FRACCIONAMIENTO,OJOCALIENTE III,191,CALLE,LA BOQUILLA,0,NA,"132,,,",CALLE,CA+æADA GRANDE,4,11,58,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE VECINO,ALEJANDRO RODRIGUEZ DIAZ,,ALEJANDRO DIAZ RODRIGUEZ,ROBO TUMBADOR,1,0,false,,NO,N,N,3,0,0,true,1,4,1,24,-102.24531663,21.88237385
220009835,30422,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,AVENIDA,VELIA RUIZ ESPARZA,0,NA,"128,,,",CALLE,PAZ ROMO DE VIVAR,4,21,1,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE SU TIO,N,,N,,0,0,false,,NO,N,N,12,0,0,false,1,6,1,25,-102.25838373,21.90197001
220010036,30421,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,CALLE,MARIA GUADALUPE MEDINA RAMIREZ,0,NA,",,,",CALLE,MARIA VILLASE+æOR T,3,21,43,0,false,true,3,NA,NA,0,NA,0,ND,N,,N,,0,1,false,,NO,N,N,"3,15",0,0,false,1,6,1,26,-102.25168237,21.90436988
220018853,30421,ROBO TRANSEUNTE,1,2022-01-05,1,3,1,FRACCIONAMIENTO,MORELOS I,598,AVENIDA,AGUASCALIENTES SUR,0,NA,",,,",CALLE,30 DE JULIO,5,6,14,0,false,true,3,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,0,1,false,,NO,N,N,28,300,300,false,1,2,1,27,-102.26854616,21.85979544
220025225,30421,ROBO TRANSEUNTE,1,2022-01-06,1,4,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,LA MANZANA,4,19,19,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES DE 30 A-ÑOS APROX,EL GANGAS,,N,,0,0,false,,NO,N,N,"3,28,31",50,50,false,1,1,1,28,-102.24906995,21.88212248
220025445,30421,ROBO TRANSEUNTE,1,2022-01-06,1,4,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,AVENIDA,HACIENDA DE OJOCALIENTE,0,NA,",,,",AVENIDA,HACIENDA JOSE MARIA MORELOS,4,19,51,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,29,-102.24498812,21.88934494
220026474,30421,ROBO TRANSEUNTE,1,2022-01-07,1,5,1,COLONIA,ALTAVISTA,234,CALLE,CARLOS SAGREDO,0,NA,",,,",CALLE,CARLOS BARRON,6,2,37,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,N,,N,,0,0,false,,NO,N,N,38,0,0,false,1,2,1,30,-102.30644844,21.89359481
220025705,30422,ROBO TRANSEUNTE,1,2022-01-06,1,4,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,CALLE,SAN JULIAN,0,NA,"609,A,,",CALLE,SIERRA DEL HUMO,6,21,22,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,0,0,false,,NO,N,N,30,0,0,false,1,1,1,31,-102.30757801,21.91458355
220028092,30422,ROBO TRANSEUNTE,1,2022-01-07,1,5,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,CALLE,CRISTOBAL DE TORRES,0,NA,"427,,,",CALLE,JOSE DE JESUS GONZALEZ GARCIA,3,14,45,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE DE 30 A-ÑOS APROX,N,0,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA COLOR NEGRO,3,0,0,false,1,1,2,32,-102.25806959,21.92999923
220006879,30421,ROBO TRANSEUNTE,1,2022-01-02,52,7,1,FRACCIONAMIENTO,SAN CAYETANO,591,CALLE,CARLOS SAGREDO,0,NA,",,,",AVENIDA,CANAL INTERCEPTOR,6,3,27,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES UNO DE ELLOS COMPLEXION OBESA EL COMPLEXION DELGADA,ND,,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,33,-102.31236613,21.90226621
220007808,30421,ROBO TRANSEUNTE,1,2022-01-02,52,6,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,SANTIAGO,0,NA,",,,",CALLE,CULHUACAN,7,21,0,0,false,true,"1,3",NA,NA,0,NA,0,1 HOMBRE,N,,N,,0,0,false,,NO,N,N,"3,28,29,38",5000,5000,false,1,1,1,34,-102.25074324,21.95704000
220007868,30422,ROBO TRANSEUNTE,1,2022-01-01,52,6,1,FRACCIONAMIENTO,GRANJAS CAMPESTRE,695,BOULEVARD,LUIS DONALDO COLOSIO,0,NA,",,,",BOULEVARD,AGRICULTURA,6,13,2,0,false,false,9,NA,NA,0,NA,0,1 PERSONA,ND,,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,35,-102.31419363,21.92445031
220033477,30422,ROBO TRANSEUNTE,1,2022-01-08,1,6,1,COMUNIDAD,SAN MARTIN DE LA CANTERA,554,CALLE,ENRIQUE MONTOYA,0,NA,"2,,,",CALLE,ND,2,18,45,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,0,0,false,,NO,N,N,3,0,6000,false,1,2,1,36,-102.35644442,21.85488996
220033660,30422,ROBO TRANSEUNTE,1,2022-01-08,1,6,1,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,588,AVENIDA,TECNOLOGICO,0,NA,",,,",AVENIDA,POLIDUCTO,5,19,25,0,false,false,9,NA,NA,0,NA,0,1 MUJER,ND,,N,,0,0,false,,NO,N,N,3,0,5000,false,1,1,1,37,-102.24108229,21.86647236
220029066,30422,ROBO TRANSEUNTE,1,2022-01-07,1,5,1,FRACCIONAMIENTO,INSURGENTES,161,AVENIDA,DE LOS MAESTROS,0,NA,",,,",AVENIDA,CONVENCION,2,18,18,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,0,0,false,,NO,BICICLETA,BICICLETA COLOR MORADO,3,0,4500,false,1,1,1,38,-102.31692192,21.85430354
220030861,30421,ROBO TRANSEUNTE,1,2022-01-08,1,6,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,SIGLO XXI,4,6,23,0,false,true,"1,3",NA,NA,0,NA,0,2 HOMBRES DE 30 A-ÑOS APROX,ND,,N,,0,0,false,,NO,N,N,28,700,700,false,1,1,1,39,-102.25479917,21.90195692
220030892,30421,ROBO TRANSEUNTE,1,2022-01-08,1,6,1,FRACCIONAMIENTO,LOMAS DE BELLAVISTA,415,CALLE,CASIA PONIENTE,0,NA,"512,8,D,",CALLE,BELLAVISTA,3,6,37,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,0,0,false,,NO,N,N,3,0,7000,false,1,1,1,40,-102.24222216,21.91795771
220033247,30422,ROBO TRANSEUNTE,1,2022-01-08,1,6,1,FRACCIONAMIENTO,LOMAS DEL CHAPULIN,463,AVENIDA,POLIDUCTO,0,NA,",,,",CALLE,MARRUBIO,5,17,41,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE TEZ MORENO COMPLEXION ROBUSTA,ND,,N,,0,0,false,,NO,MOTOCICLETA,MOTOCICLETA,3,0,0,false,1,1,1,41,-102.24647601,21.85872014
220034716,30421,ROBO TRANSEUNTE,1,2022-01-08,1,6,1,COMUNIDAD,SAN IGNACIO,536,CALLE,FRANCISCO I MADERO,0,NA,",,,",AVENIDA,ABELARDO L RODRIGUEZ,6,22,50,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,,N,,0,0,false,,NO,N,N,3,0,0,false,1,2,1,42,-102.33919438,21.89296500
220035932,30421,ROBO TRANSEUNTE,1,2022-01-09,1,7,5,COLONIA,MARTINEZ ANDRADE,921,CALLE,CARMEN BRISEÑO,0,NA,",,,",CALLE,ADOLFO LOPEZ MATEOS,7,4,36,0,false,true,"1,4",NA,NA,0,NA,0,UNOS HOMBRES,ND,,N,,0,0,false,,NO,COCHE,COCHE COLOR GRIS VIDRIOS POLARIZADOS SIN PLACAS,"3,29",0,0,false,1,2,1,43,-102.34236086,21.95630821
220036705,30422,ROBO TRANSEUNTE,1,2022-01-09,1,7,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,CALLE,MARTIRES DE RIO BLANCO,0,NA,"307,,,",CALLE,SIERRA DE LAS GARZAS,3,12,9,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,,N,,0,0,false,,NO,N,N,14,0,0,false,1,27,1,44,-102.25308951,21.90777858
220036950,30422,ROBO TRANSEUNTE,1,2022-01-09,1,7,11,FRACCIONAMIENTO,SAN JOSE DEL BARRANCO,1301,CALLE,GUAYABITOS,0,NA,",,,",CALLE,OTTO GRANADOS ROLDAN,7,13,15,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,0,0,false,,NO,BICICLETA,BICICLETA,"3,2628,29,40",1000,1000,false,1,1,1,45,-102.26617834,22.06925065
220037472,30422,ROBO TRANSEUNTE,1,2022-01-09,1,7,1,FRACCIONAMIENTO,EL CEDAZO,84,CALLE,ADOLFO DE LA HUERTA,0,NA,",,,",CALLE,HUACHICHIL,5,15,34,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE CON TATUAJES EN LA CARA DE UNA LAGRIMA,ND,,N,,0,0,false,,NO,N,N,3,0,4000,false,1,1,1,46,-102.25171277,21.86523709
220038355,30422,ROBO TRANSEUNTE,1,2022-01-09,1,7,1,BARRIO,LA PURISIMA,202,CALLE,VAZQUEZ DEL MERCADO,0,NA,",,,",AVENIDA,HEROE DE NACOZARI NORTE,1,18,47,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,,N,,0,0,false,,NO,N,N,"3,28",0,0,false,1,1,1,47,-102.28391655,21.88776049
220044104,30422,ROBO TRANSEUNTE,1,2022-01-11,2,2,1,CONDOMINIO,AGROPECUARIO,527,CALLE,MANZANO,0,NA,",,,",CALLE,NARANJO,6,5,54,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,1,0,false,,NO,N,N,3,0,8000,false,1,1,1,48,-102.29384975,21.91349241
220042686,30422,ROBO TRANSEUNTE,1,2022-01-10,2,1,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR IV,363,CALLE,LOMA DEL MARFIL,0,NA,"421,,,",AVENIDA,AJEDRECISTAS,5,19,1,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,,N,,0,0,false,,NO,N,N,"3,26",0,0,false,1,1,1,49,-102.26123651,21.84482992
220043524,30421,ROBO TRANSEUNTE,1,2022-01-10,2,1,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,HEROE MILITAR,0,NA,",,,",CALLE,REGIDORES,4,23,15,0,false,true,1,NA,NA,0,NA,0,3 HOMBRES UNO DE ELLOS DE 28 A-ÑOS DE EDAD APROX,ND,,N,,0,0,false,,NO,N,N,"3,12",0,0,false,1,1,1,50,-102.26402226,21.89767648
220045618,30421,ROBO TRANSEUNTE,1,2022-01-11,2,2,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,CALLE,AMPARO DE LA TORRE,0,NA,"137,,,",CALLE,JUAN S GARRIDO,4,14,50,0,false,true,4,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,COCHE,COCHE CHEVY COLOR NEGRO,3,0,0,false,1,1,2,51,-102.25603852,21.90082099
220046500,30422,ROBO TRANSEUNTE,1,2022-01-11,2,2,1,COLONIA,EL LLANITO,251,CALLE,COSIO SUR,0,NA,",,,",CALLE,5 DE FEBRERO,1,19,16,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,N,,0,0,false,,NO,N,N,38,0,0,false,1,25,1,52,-102.28661406,21.87708653
220048194,30422,ROBO TRANSEUNTE,1,2022-01-12,2,3,11,SECTOR DE PRODUCCION,PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES,1356,CIRCUITO,AGUASCALIENTES ORIENTE,0,NA,"127,,,",CIRCUITO,AGUASCALIENTES NORTE,7,10,25,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,2,53,-102.27820092,21.96555262
220048220,30422,ROBO TRANSEUNTE,1,2022-01-12,2,3,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,220,CALLE,JOSE MEDINA,0,NA,"206,,,",CALLE,GILBERTO LOPEZ VELARDE,3,10,33,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,0,true,1,6,2,54,-102.25246461,21.91540216
220044387,30421,ROBO TRANSEUNTE,1,2022-01-11,2,2,1,FRACCIONAMIENTO,EJIDO CUMBRES,210,CALLE,SIERRA DE SAN BERNARDINO,0,NA,"308,,,",CALLE,MONTE DE LAS CRUCES,3,8,58,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,N,,0,0,false,,NO,N,N,"28,29",200,200,false,1,1,1,55,-102.25597141,21.91076237
220046487,30421,ROBO TRANSEUNTE,1,2022-01-11,2,2,1,FRACCIONAMIENTO,CONJUNTO LOS NARANJOS,232,CALLE,LOS NARANJOS,0,NA,",,,",CALLE,PANFILO NATERA,3,19,13,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,6,N,,0,0,false,,NO,N,N,3,0,5000,false,1,1,1,56,-102.28055702,21.93047949
220047818,30421,ROBO TRANSEUNTE,1,2022-01-12,2,3,1,FRACCIONAMIENTO,VILLA DE LA LOMA,336,BOULEVARD,GUADALUPANO,0,NA,",,,",AVENIDA,CULTURA OTOMI,3,6,12,0,false,true,1,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,N,N,"3,28,29",300,3300,false,1,2,1,57,-102.24604415,21.91657026
220049780,30422,ROBO TRANSEUNTE,1,2022-01-12,2,3,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION II,127,CALLE,CORDILLERA DE LOS ALPES PONIENTE,0,NA,"99,,,",CALLE,CORDILLERA DE LOS ANDES,6,17,31,0,false,false,9,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,N,N,3,0,3700,false,1,1,2,58,-102.30377399,21.92342095
220050638,30422,ROBO TRANSEUNTE,1,2022-01-12,2,3,1,COLONIA,SAN PABLO,242,AVENIDA,PETROLEOS MEXICANOS,0,NA,"213,A,,",CALLE,MARINA NACIONAL,6,21,11,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,3,N,,0,0,false,,NO,N,N,3,0,3500,false,1,2,1,59,-102.29779926,21.89031231
220051820,30422,ROBO TRANSEUNTE,1,2022-01-13,2,4,1,FRACCIONAMIENTO,LAS AMERICAS,262,AVENIDA,DE LA CONVENCION DE 1914 SUR,0,NA,",,,",AVENIDA,QUINTA,2,5,8,0,false,false,9,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,NO,N,N,3,0,7500,true,1,10,2,60,-102.29858880,21.86591426
220052226,30422,ROBO TRANSEUNTE,1,2022-01-13,2,4,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,CALLE,INDIRA GANDHI,0,NA,"130,,,",CALLE,CATOHANRATH,5,10,48,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,0,false,1,1,1,61,-102.25578850,21.84927626
220030877,30422,ROBO TRANSEUNTE,1,2022-01-08,1,6,4,COLONIA,NATILLAS,875,CARRETERA,AGUASCALIENTES ZACATECAS,0,NA,",,,",N,N,7,6,38,0,false,false,9,NA,NA,0,NA,0,ND,N,0,N,,0,0,false,,SI,CAMIONETA,CAMIONETA COLOR BLANCA,28,0,0,false,1,2,1,62,-102.29428087,22.35209461
220028654,30422,ROBO TRANSEUNTE,1,2022-01-07,1,5,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,CALLE,DESIDERIO MACIAS SILVA,0,NA,"344,,,",AVENIDA,SALUD,4,17,26,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,N,0,N,,0,0,false,,NO,N,N,28,0,0,false,1,2,1,63,-102.23932438,21.86884939
220041102,30422,ROBO TRANSEUNTE,1,2022-01-10,2,1,1,FRACCIONAMIENTO,VALLE DE LAS TROJES,137,CALLE,VALLE DE GUADALUPE,0,NA,",,,",CALLE,TRIGALES,6,11,41,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,MIGUEL CONTRERAS GUILLEN,0,N,,1,0,false,,NO,N,N,14,0,0,false,1,4,1,64,-102.30698064,21.92887876
220053955,30422,ROBO TRANSEUNTE,1,2022-01-13,2,4,1,FRACCIONAMIENTO,LA FUNDICION,590,AVENIDA,CANAL INTERCEPTOR,0,NA,",,,",CALLE,CARLOS SAGREDO,6,17,36,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,EL MULAS,3,N,,0,0,false,,NO,N,N,14,0,500,true,1,10,1,65,-102.31290041,21.90282874
220054793,30422,ROBO TRANSEUNTE,1,2022-01-13,2,4,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,221,CALLE,CARLOS A MADRAZO,0,NA,",,,",AVENIDA,SIGLO XXI,3,21,39,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,N,,0,0,false,,NO,N,N,3,0,5000,false,1,1,1,66,-102.25843713,21.90903786
