FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFECT,CAT_SOS,TRASL_HOSP,FALLECIDOS,DETENIDO,DET_SPM,LESIONADO,T_VEH_SOS,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,LON,CASIOPEA,OID,LONG,LAT
231672274,30307,AUTOPARTES,12,2023-12-16,50,6,20,19,23,1,COLONIA,COL SAN MARCOS,145,AVENIDA,DE LA CONVENCION DE 1914 PONIENTE,0,NA,",,,",CALLE,PUEBLITO,6,true,false,9,2 HOMBRES,ND,H,H,8,false,0,0,ND,0,AUTOMOVIL,BORA DE COLOR AZUL,39,0,0,false,1,2,AUTOMOVIL,ND,ND,1,13,-102.31240000,0,1,-102.31248468,21.87841735
231694576,50107,AUTOPARTES,12,2023-12-21,51,4,12,23,21,1,FRACCIONAMIENTO,LOMA DE LOS NEGRITOS,389R,CARRETERA,71,0,NA,",,,",CALLE,ND,2,false,false,9,1 HOMBRE,ND,ND,H,8,false,0,1,ND,0,N,N,37,0,0,false,5,2,AUTOMOVIL,ND,ND,1,4,-102.34400000,0,2,-102.34401989,21.87063699
231697733,30307,AUTOPARTES,12,2023-12-22,51,5,0,21,1,1,FRACCIONAMIENTO,LOMAS DE SAN JOSE DE LOS POCITOS,642,AVENIDA,EUGENIO GARZA SADA,0,NA,",,,",CALLE,SANTA MONICA,6,false,false,9,ND,ND,ND,A,8,false,0,0,ND,0,N,N,37,0,0,false,5,2,AUTOMOVIL,ND,ND,1,13,-102.33830000,0,3,-102.33830000,21.92700000
231705960,50107,AUTOPARTES,12,2023-12-23,51,6,17,30,22,1,FRACCIONAMIENTO,MORELOS I,598,AVENIDA,AGUASCALIENTES SUR,0,NA,",,,",CALLE,HERMANOS GALEANA,5,true,false,9,1 HOMBRE,AUTOLAVADO,H,H,7,false,0,0,ND,0,N,N,28,500,0,false,3,1,AUTOMOVIL,HONDA,CIVIC,1,1,-102.26530000,0,4,-102.26536262,21.85967384
231721074,30904,AUTOPARTES,12,2023-12-26,52,2,3,31,21,1,COLONIA,MARTINEZ DOMINGUEZ,514,CALLE,RAFAEL OROPEZA MARISCAL,0,NA,"208,,,",CALLE,SARGENTO IGNACIO ADAME,2,false,false,9,2 HOMBRES,ND,H,M,8,false,0,0,ND,0,N,N,39,0,0,false,1,2,AUTOMOVIL,ND,ND,1,6,-102.29790000,0,5,-102.29795106,21.85477276
231725158,30904,AUTOPARTES,12,2023-12-27,52,3,3,12,21,3,BARRIO,CHICAGO,794,CALLE,GUANAJUATO,0,NA,",,,",CALLE,20 DE NOVIEMBRE,7,false,false,9,1 HOMBRE,ND,H,A,8,false,0,0,ND,0,N,N,39,0,0,false,1,5,AUTOMOVIL,ND,ND,1,2,-102.72230000,0,6,-102.72232219,21.84319636
231727237,30904,AUTOPARTES,12,2023-12-27,52,3,17,21,23,5,COLONIA,AYUNTAMIENTO,1049,CALLE,LAZARO CARDENAS,0,NA,",,,",CALLE,CENTENARIO,7,false,false,9,3 HOMBRES,ND,H,H,8,false,0,0,ND,0,N,N,22,0,0,false,4,2,AUTOMOVIL,ND,ND,1,1,-102.34910000,0,7,-102.34910588,21.96298313
231728377,50305,AUTOPARTES,12,2023-12-27,52,3,21,33,24,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,AVENIDA,AGUASCALIENTES SUR,0,NA,",,,",CALLE,CHICHENITZA,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,39,0,0,false,4,5,AUTOMOVIL,ND,ND,1,6,-102.25410000,0,8,-102.25413433,21.86117009
231735977,30446,AUTOPARTES,12,2023-12-29,52,5,16,52,22,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,CORONEL JOSE FERRERO,0,NA,",,,",CALLE,JOSE MARIA BOCANEGRA,2,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,3,0,6000,false,3,1,CAMIONETA,ND,ND,1,1,-102.32420000,0,9,-102.32428852,21.85406976
231737217,30904,AUTOPARTES,12,2023-12-29,52,5,21,5,24,1,UNIDAD HABITACIONAL,LOS VOLCANES,324,CALLE,IZTACCIHUALT,0,NA,",,,",CALLE,AURORA,5,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,39,0,0,false,4,2,CAMIONETA,DODGE,CARAVAN,1,13,-102.26820000,0,10,-102.26826380,21.87566217
231738062,30904,AUTOPARTES,12,2023-12-30,52,6,0,32,25,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,249,AVENIDA,DE LAS PALMAS,0,NA,",,,",CALLE,CUAUHTEMOC,5,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,39,0,0,false,1,5,AUTOMOVIL,ND,ND,1,13,-102.27240000,0,11,-102.27246282,21.87134297
231707668,30904,AUTOPARTES,12,2023-12-23,51,6,22,37,24,1,FRACCIONAMIENTO,LINDAVISTA,258,CALLE,MUGUEL CALDERA,0,NA,"101,,,",CALLE,HERNAN GONZALEZ,2,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,46,0,0,false,2,2,AUTOMOVIL,ND,ND,1,13,-102.32020000,0,12,-102.32020527,21.83429694
231736801,30411,AUTOPARTES,12,2023-12-29,52,5,19,45,23,1,FRACCIONAMIENTO,RANCHO SANTA MONICA,384,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,DE LOS MAESTROS,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"6,13",0,1500,false,1,1,AUTOMOVIL,VOLKSWAGEN,GOLF,1,1,-102.32390000,0,13,-102.32391618,21.83759570
231742462,30411,AUTOPARTES,12,2023-12-31,52,6,0,21,3,5,FRACCIONAMIENTO,LA TOMATINA,1078,TERRACERIA,A LA TOMATINA,0,NA,",,,",CALLE,SIN NOMBRE,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"22,23,31,12,38,28,27",10000,16000,false,1,1,AUTOMOVIL,ND,ND,1,2,-102.72380000,0,14,-102.72382348,21.84051364
231742947,30403,AUTOPARTES,12,2023-12-31,52,6,1,57,25,3,FRACCIONAMIENTO,EMILIANO ZAPATA,795,CARRETERA,AGUASCALIENTES A JALPA,0,NA,",,,",PROLONGACION,ALAMEDA,7,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,22,0,0,false,4,2,AUTOMOVIL,ND,ND,1,13,-102.72370000,0,15,-102.72372386,21.83929335
231743210,30411,AUTOPARTES,12,2023-12-31,52,6,3,29,26,1,FRACCIONAMIENTO,SAN ANGEL II,422,CIRCUITO,SANTA MARIA,0,NA,"158,,,",CALLE,PALMA ALEJANDRA,5,true,false,9,1 HOMBRE,ND,ND,H,8,false,0,0,ND,0,N,N,"24,27,38",0,0,false,1,3,AUTOMOVIL,ND,ND,1,1,-102.23860000,0,16,-102.23866142,21.86432327
231743409,30411,AUTOPARTES,12,2023-12-31,52,6,4,33,26,1,FRACCIONAMIENTO,VILLA LOMA DORADA,75,CALLE,VILLA CORONA,0,NA,"308,,,",CALLE,VILLA SERRANA,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,24,0,1600,false,1,2,AUTOMOVIL,ND,ND,1,1,-102.24770000,0,17,-102.24777073,21.92510242
231745169,30403,AUTOPARTES,12,2023-12-31,52,6,16,8,22,1,FRACCIONAMIENTO,CUMBRES III,674,CALLE,15 NORTE,0,NA,",,,",CALLE,34 ORIENTE,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,41,0,0,false,4,4,CAMIONETA,CHEVROLET,TORNADO,1,1,-102.23100000,0,18,-102.23109300,21.92623419
231745776,30411,AUTOPARTES,12,2023-12-31,52,6,18,21,23,1,FRACCIONAMIENTO,MORELOS II,188,AVENIDA,MARIANO HIDALGO,0,NA,",,,",CALLE,JOSE GONZALEZ CARRILLO,5,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"22,6",0,0,false,3,3,CAMIONETA,CHEVROLET,BLAZER,1,1,-102.25580000,0,19,-102.25585828,21.85123531
231747623,30411,AUTOPARTES,12,2023-12-31,52,6,23,28,24,1,FRACCIONAMIENTO,MORELOS I,598,CALLE,ARTILLERO MIER,0,NA,"345,,,",AVENIDA,MARIANO HIDALGO,5,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"24,22",0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,2,-102.25750000,0,20,-102.25757375,21.85641863
231722278,30403,AUTOPARTES,12,2023-12-26,52,2,13,7,21,1,COLONIA,LA CRUZ,182,AVENIDA,GENERAL MARIANO HIDALGO,0,NA,",,,",CALLE,BAHIA DE KINO,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"26,28,27",50,0,false,4,1,AUTOMOVIL,ND,ND,1,1,-102.27510000,0,21,-102.27512547,21.86390772
231727483,30411,AUTOPARTES,12,2023-12-27,52,3,18,24,23,5,COLONIA,CENTRO,938,CALLE,MARIANO MATAMOROS,0,NA,",,,",CALLE,SAN MIGUEL,7,false,false,9,1 HOMBRE,EL PELON,H,A,8,false,0,0,ND,0,N,N,"24,22",0,4000,false,1,2,AUTOMOVIL,TOYOTA,CAMBRI,1,1,-102.34320000,0,22,-102.34322376,21.96241781
231636353,30904,AUTOPARTES,12,2023-12-09,49,6,8,57,19,5,LOCALIDAD,EL LLANO,1068,PROLONGACION,GENERAL IGNACIO ZARAGOZA,0,NA,",,,",CALLE,MIGUEL ALEMAN,7,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,6,0,0,false,1,2,CAMIONETA,GMC,SIERRA,1,1,-102.30850000,0,23,-102.30855295,21.93779177
231636123,30101,AUTOPARTES,12,2023-12-09,49,6,6,20,19,1,NO APLICA,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,AVENIDA,AGUASCALIENTES NORTE,0,NA,",,,",BOULEVARD,A ZACATECAS,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,37,0,0,false,5,2,AUTOMOVIL,RENAULT,SANDERO,1,13,-102.29080000,0,24,-102.29080013,21.91632654
231644587,30904,AUTOPARTES,12,2023-12-10,50,7,20,24,23,1,FRACCIONAMIENTO,LAS AMERICAS,262,CALLE,REPUBLICA DE ARGENTINA,0,NA,"609,,,",CALLE,REPUBLICA DE GUATEMALA,2,true,false,9,4 HOMBRES,H,ND,M,8,false,0,0,ND,0,AUTOMOVIL,"NISSAN. MARCH DE COLOR AZUL, PLACAS: AEZ117C",39,0,0,false,1,5,AUTOMOVIL,MAZDA,ND,1,6,-102.29720000,0,25,-102.29724613,21.86529092
231647235,30446,AUTOPARTES,12,2023-12-11,50,1,10,51,20,1,FRACCIONAMIENTO,LAS AMERICAS,262,CALLE,REPUBLICA DE ARGENTINA,0,NA,"407,,,",CALLE,REPUBLICA DE PANAMA,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"25,46",0,0,false,2,2,CAMIONETA,GMC,YUKON,1,1,-102.29690000,0,26,-102.29695814,21.86690562
231655420,30904,AUTOPARTES,12,2023-12-13,50,3,4,12,26,1,FRACCIONAMIENTO,OJOCALIENTE III,191,CALLE,EL SALERO,0,NA,",,,",CALLE,OCOTE,4,true,false,9,1 HOMBRE,ND,H,A,8,false,0,0,ND,0,N,N,39,0,0,false,1,5,CAMIONETA,ND,ND,1,13,-102.24670000,5420,27,-102.24673147,21.87782044
231658430,30307,AUTOPARTES,12,2023-12-13,50,3,20,25,23,1,BARRIO,EL ENCINO,517,CALLE,ABASOLO,0,NA,"16,,,",CALLE,CRISTOBAL COLON,1,true,false,9,1  HOMBRE,ND,ND,A,8,false,0,0,ND,0,N,N,"22,23",0,0,false,1,2,AUTOMOVIL,ND,ND,1,13,-102.29280000,0,28,-102.29287253,21.87448826
231662630,30404,AUTOPARTES,12,2023-12-14,50,4,21,28,24,5,FRACCIONAMIENTO,JARDINES DE CAMPO REAL,932,AVENIDA,INDEPENDENCIA,0,NA,",,,",CALLE,MOLUCA,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"26,12",0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,-102.29450000,0,29,-102.29452009,21.96160953
231662935,30446,AUTOPARTES,12,2023-12-14,50,4,22,43,24,5,COLONIA,EL TORITO,1071,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",CALLE,15 DE SEPTIEMBRE,7,false,false,9,21 HOMBRE,EL MAL HECHO,H,M,1,false,0,0,ND,0,N,N,3,0,4500,false,1,2,CAMIONETA,ND,ND,1,1,-102.35380000,0,30,-102.35382220,21.96924691
231662797,30307,AUTOPARTES,12,2023-12-14,50,4,22,6,24,1,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,588,CALLE,PALMA MEXICANA,0,NA,"112,,,",CALLE,PALMA REAL,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,38,0,0,false,4,5,AUTOMOVIL,NISSAN,VERSA,1,13,-102.23990000,0,31,-102.23993923,21.86553408
231667932,30904,AUTOPARTES,12,2023-12-15,50,7,22,49,24,1,FRACCIONAMIENTO,LAS BRISAS,112,CALLE,MAR DE GALILEA,0,NA,"128,,,",CALLE,JOSE MARIA ELIZALDE,6,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,27,0,0,false,1,1,AUTOMOVIL,ND,ND,1,6,-102.31520000,0,32,-102.31529125,21.89488426
231668558,30403,AUTOPARTES,12,2023-12-16,50,6,1,23,25,5,FRACCIONAMIENTO,EL LLANO,1068,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,PASEO DE LA NATIVIDAD,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"26,3",0,0,false,4,1,CAMIONETA,ND,ND,1,1,-102.31300000,0,33,-102.31306812,21.94810880
231669241,30403,AUTOPARTES,12,2023-12-16,50,6,6,8,19,1,FRACCIONAMIENTO,OJOCALIENTE III,191,CALLE,HUANUSCO,0,NA,"106,,,",CALLE,OCOTE,4,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,39,0,0,false,4,5,AUTOMOVIL,HONDA,CITY,1,1,-102.24640000,0,34,-102.24640867,21.87726867
231669367,30411,AUTOPARTES,12,2023-12-16,50,6,7,23,19,1,FRACCIONAMIENTO,VERSALLES II,164,CALLE,GILBERTO LOPEZ VELARDE,0,NA,",,,",CALLE,GENERAL FORTUNATO MAYCOTTE,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,CAMIONETA,FORD,WINDSTAR,1,1,-102.31070000,0,35,-102.31076235,21.85554153
231672056,30403,AUTOPARTES,12,2023-12-16,50,6,19,32,23,1,FRACCIONAMIENTO,DEL VALLE 2A SECCION,150,AVENIDA,AGUASCALIENTES PONIENTE,0,NA,",,,",CALLE,PARIS,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"3,38",0,0,false,4,2,AUTOMOVIL,CHEVROLET,CHEVY,1,6,-102.31850000,0,36,-102.31852851,21.87617368
231673581,30403,AUTOPARTES,12,2023-12-17,51,7,0,4,25,1,BARRIO,SAN MARCOS,85,CALLE,PROFESOR ALEJANDRO TOPETE DEL VALLE,0,NA,",,,",CALLE,NIETO,1,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,27,0,0,false,4,1,AUTOMOVIL,MAZDA 3,ND,1,1,-102.30260000,0,37,-102.30261115,21.87707186
231674045,30403,AUTOPARTES,12,2023-12-17,51,7,1,14,25,1,FRACCIONAMIENTO,SANTA ELENA,261,CALLE,BRASILIA,0,NA,",,,",CALLE,REPUBLICA DE NICARAGUA,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,39,0,0,false,4,5,CAMIONETA,FORD,LOBO,1,1,-102.30310000,0,38,-102.30315534,21.87125931
231674987,30403,AUTOPARTES,12,2023-12-17,51,7,4,28,26,1,FRACCIONAMIENTO,INFONAVIT MORELOS,93,ANDADOR,TERCERO BONAMPAK,0,NA,",,,",CALLE,BONAMPAK,5,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,13,0,0,false,4,2,AUTOMOVIL,ND,ND,1,1,-102.25650000,0,39,-102.25655947,21.86274031
231675510,30403,AUTOPARTES,12,2023-12-17,51,7,0,0,5,5,FRACCIONAMIENTO,ARBOLEDAS PASO BLANCO,933,CALLE,EMPERADOR,0,NA,",,,",CALLE,CHAMPAÑA,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"22,31,15",0,0,false,4,3,AUTOMOVIL,CHEVROLET,CHEVY,1,1,-102.30230000,0,40,-102.30236599,21.96373217
231676818,30403,AUTOPARTES,12,2023-12-17,51,7,15,7,21,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,243,CALLE,ROBLE,0,NA,"418,,,",AVENIDA,DE LA CONVENCION DE 1914 NORTE,6,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"11,6,46,22",0,8000,false,4,3,CAMIONETA,CHEVROLET,S10,1,1,-102.29990000,0,41,-102.29994074,21.89825933
231678491,30404,AUTOPARTES,12,2023-12-17,51,7,20,39,23,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,CALLE,HACIENDA NUEVA ITALIA,0,NA,"110,,,",CALLE,HACIENDA CALTENGO,4,true,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,22,0,0,false,1,2,CAMIONETA,MAZDA,ND,1,1,-102.24130000,0,42,-102.24137574,21.89023321
231680559,30403,AUTOPARTES,12,2023-12-18,51,1,6,42,19,1,FRACCIONAMIENTO,MORELOS I,598,CALLE,CAUDILLOS,0,NA,"930,,,",CALLE,CORREGIDORA,5,false,false,9,2 HOMBRES,ND,ND,M,8,false,0,0,ND,0,N,N,41,0,0,false,4,5,AUTOMOVIL,ND,ND,1,1,-102.26230000,0,43,-102.26231704,21.85897349
231680866,30403,AUTOPARTES,12,2023-12-18,51,1,0,0,5,1,FRACCIONAMIENTO,VERSALLES II,164,CALLE,DOROREO ARANGO,0,NA,"308,,,",CALLE,MARIANO AZUELA,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,41,0,0,false,4,4,CAMIONETA,HONDA,CRV,1,1,-102.31360000,0,44,-102.31365298,21.85559938
231681511,30411,AUTOPARTES,12,2023-12-18,51,1,12,1,21,1,COLONIA,GREMIAL,613,CALLE,TOMAS MEDINA UGARTE,0,NA,",,,",CALLE,GENERAL MIGUEL BARRAGAN,6,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,22,0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,1,-102.29100000,0,45,-102.29100062,21.89765829
231684409,30403,AUTOPARTES,12,2023-12-19,51,2,0,51,25,1,FRACCIONAMIENTO,TROJES DEL COBANO,229,CALLE,LAGOS DE CHAPULTEPEC,0,NA,"160,,,",CALLE,LAGO DE CHAPALA,3,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"24,38",0,0,false,4,3,AUTOMOVIL,ND,ND,1,1,-102.27690000,0,46,-102.27693755,21.90787553
231685349,30403,AUTOPARTES,12,2023-12-19,51,2,10,41,20,3,FRACCIONAMIENTO,EL CUERVERO,845,CALLE,FELIPE ANGELES,0,NA,"132,,,",CALLE,JUSTO SIERRA,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"6,38",0,0,false,4,1,CAMIONETA,NISSAN,ARMADA,1,1,-102.68790000,0,47,-102.68796921,21.86304876
231687302,30403,AUTOPARTES,12,2023-12-19,51,2,19,16,23,5,COLONIA,CENTRO,938,CALLE,MIGUEL HIDALGO,0,NA,",,,",CALLE,JULIO GUZMAN,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,12,0,2000,false,4,1,CAMIONETA,KIA,ND,1,13,-102.34368000,0,48,-102.34368000,21.96011000
231684854,30446,AUTOPARTES,12,2023-12-19,51,2,7,40,20,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,TENIENTE CORONEL MACARIO SARABIA,0,NA,"120,,,",CALLE,PROFESOR RICARDO GARCIA MENDOZA,2,true,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,"26,28,",50000,5300,false,1,1,CAMIONETA,NISSAN,XTRAIL,1,1,-102.32390000,0,49,-102.32390987,21.85635745
231688826,30403,AUTOPARTES,12,2023-12-20,51,3,2,38,21,6,RURAL,LAS ANIMAS,1145P,CARRETERA,AGUASCALIENTES - ZACATECAS,0,NA,",,,",CALLE,ND,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,3,0,0,false,4,1,TRAILER,ND,ND,1,2,-102.27342000,0,50,-102.27342000,22.09450200
231689516,30411,AUTOPARTES,12,2023-12-20,51,3,0,0,5,1,COLONIA,FERRONALES,669,CALLE,CATARINO ARREOLA,0,NA,",,,",CALLE,ND,4,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"24,38",0,0,false,1,2,AUTOMOVIL,DODGE,STRATUS,1,1,-102.27840000,0,51,-102.27843689,21.88845815
231690341,30411,AUTOPARTES,12,2023-12-20,51,3,13,50,21,1,BARRIO,GUADALUPE,502,CALLE,LIBERTAD,0,NA,"319,,,",CALLE,VALENTIN GOMEZ FARIAS,1,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,12,0,0,false,1,1,CAMIONETA,FORD,LOBO,1,1,-102.30010000,0,52,-102.30017658,21.88467416
231691054,30403,AUTOPARTES,12,2023-12-20,51,3,16,58,22,1,COLONIA,LAS FLORES,266,CALLE,MARAVILLAS,0,NA,",,,",CALLE,LOS LAURELES,2,true,false,9,"1 HOMBRE VISTE CHAQUETA ROJA, CASCO NEGRO",ND,H,M,8,false,0,0,ND,0,MOTOCICLETA,N,31,0,0,false,4,1,CAMIONETA,ND,ND,1,13,-102.30200000,0,53,-102.30206893,21.87543623
231692418,30403,AUTOPARTES,12,2023-12-20,51,3,21,45,24,1,FRACCIONAMIENTO,CUMBRES III,674,CALLE,37 PTE,0,NA,",,,",CALLE,30 PONIENTE,3,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,24,0,0,false,4,2,AUTOMOVIL,NISSAN,SENTRA,1,1,-102.23280000,0,54,-102.23289050,21.92550049
231692553,30411,AUTOPARTES,12,2023-12-20,51,3,22,16,24,1,COLONIA,EL RIEGO,291,AVENIDA,POLIDUCTO,0,NA,",,,",AVENIDA,ESPIGA,4,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,CHEVROLET,F10,23,1,-102.24600000,0,55,-102.24602275,21.89502905
231693281,30403,AUTOPARTES,12,2023-12-21,51,4,1,47,25,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,222,CALLE,GENERAL GUADALUPE J RIVERA,0,NA,",,,",BOULEVARD,GUADALUPANO,3,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,39,0,0,false,4,5,AUTOMOVIL,TOYOTA,ND,1,1,-102.26460000,0,56,-102.26467107,21.90402869
231693803,30403,AUTOPARTES,12,2023-12-21,51,4,7,38,19,1,FRACCIONAMIENTO,DEL VALLE 2A SECCION,150,CALLE,LIVERPOOL,0,NA,",,,",CALLE,DINAMARCA,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"24,12,22,23",0,8000,false,4,3,AUTOMOVIL,VOLKSWAGEN,JETTA,23,1,-102.31950000,2400,57,-102.31956978,21.87668451
231693913,30403,AUTOPARTES,12,2023-12-21,51,4,8,38,20,1,FRACCIONAMIENTO,REENCUENTRO,378,ANDADOR,B,0,NA,",,,",CALLE,ND,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"22,23",0,10500,false,4,2,AUTOMOVIL,DODGE,CARAVAN,1,1,-102.25150000,0,58,-102.25151539,21.83603289
231697631,30403,AUTOPARTES,12,2023-12-21,51,4,23,52,24,1,FRACCIONAMIENTO,MONTEBELLO DELLA STANZA,381,AVENIDA,UNIDAD NACIONAL,0,NA,",,,",CALLE,VILLISTAS,3,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,41,0,0,false,4,5,AUTOMOVIL,MAZDA 3,ND,1,1,-102.27240000,0,59,-102.27249600,21.93572778
231698368,30411,AUTOPARTES,12,2023-12-22,51,5,6,16,19,11,FRACCIONAMIENTO,VILLAS DE SAN FELIPE,1326,CALLE,LICENACIADO JESUS TERAN,0,NA,",,,",CALLE,VILLAS DE SAN FELIPE,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"22,23",0,0,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,1,-102.26090000,0,60,-102.26090452,21.97515137
231698490,30403,AUTOPARTES,12,2023-12-22,51,5,7,18,20,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,PROSPERIDAD,4,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"22,23",0,6000,false,4,2,AUTOMOVIL,NISSAN,SENTRA,1,1,-102.25300000,0,61,-102.25308098,21.89589708
231698527,30411,AUTOPARTES,12,2023-12-22,51,5,0,0,5,1,FRACCIONAMIENTO,COLINAS DEL RIO,663,CALLE,RIO ARNO,0,NA,"206,,,",CALLE,RIO BRAVO,6,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"22,23",0,0,false,9,0,CAMIONETA,CHEVROLET,ND,1,1,-102.31950000,0,62,-102.31953184,21.89768753
231700656,30411,AUTOPARTES,12,2023-12-22,51,5,17,43,22,1,FRACCIONAMIENTO,LINDAVISTA,258,CALLE,DIEGO DE IBARRA,0,NA,",,,",CALLE,HERNAN GONZALEZ,5,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,-102.29050000,0,63,-102.29056418,21.86752966
231701365,30403,AUTOPARTES,12,2023-12-22,51,5,20,14,23,1,FRACCIONAMIENTO,TROJES DE ALONSO,508,AVENIDA,IDEPENDENCIA,0,NA,",,,",CALLE,PONCIANO ARREAGA,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,41,0,0,false,4,0,CAMIONETA,CHEVROLET,PRAVADA,1,1,-102.29750000,0,64,-102.29753656,21.93571795
231702999,30411,AUTOPARTES,12,2023-12-23,51,6,2,10,25,1,FRACCIONAMIENTO,SANTA ANITA,102,AVENIDA,DE LA CONVENCION DE 1914 ORIENTE,0,NA,",,,",CALLE,ALBENIZ,4,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"24,46",0,0,false,1,2,AUTOMOVIL,NISSAN,TSURU,23,1,-102.27540000,0,65,-102.27541725,21.89181105
