FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,SEX_AGRE,SEX_AFECT,CAT_SOS,TRASL_HOSP,FALLECIDOS,DETENIDO,DET_SPM,LESIONADO,T_VEH_SOS,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,LON,CASIOPEA,OID,LONG,LAT
231418173,30411,AUTOPARTES,10,2023-10-23,43,1,0,13,25,1,FRACCIONAMIENTO,MODERNO,521,CALLE,FRAY SERVANDO TERESA DE MIER,0,NA,",,,",CALLE,JUAN DE DIOS PEZA,6,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,BICICLETA,N,25,46,0,false,2,2,CAMIONETA,FORD,ND,1,2,-102.31600000,0,213,-102.31609996,21.88191814
231422702,30403,AUTOPARTES,10,2023-10-23,43,1,22,27,24,1,FRACCIONAMIENTO,POTREROS DEL OESTE,167,ANDADOR,DEL LLANO,0,NA,",,,",CALLE,CANARIO,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"24,12,6",0,0,false,4,2,CAMIONETA,JEEP,ND,23,1,-102.29880000,0,214,-102.29883573,21.84460103
231424122,30411,AUTOPARTES,10,2023-10-24,43,2,8,47,1,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,376,CALLE,MACHU PICHU 108,0,NA,",24,,",CALLE,EL CHIQUIHUITE,4,false,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,"24,28,15,27",1000,300,false,1,3,AUTOMOVIL,CHEVROLET,AVEO,23,1,-102.24250000,1221,215,-102.24251031,21.88033236
231424819,30403,AUTOPARTES,10,2023-10-24,43,2,12,18,21,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,PROFESOR RICARDO GARCIA MENDOZA,0,NA,",,,",CALLE,PROFESOR JOSE RAMIREZ PALOS,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,2,0,9000,false,4,1,AUTOMOVIL,ND,ND,1,13,-102.32120000,0,216,-102.32127670,21.85490247
231425376,30403,AUTOPARTES,10,2023-10-24,43,2,14,22,21,1,FRACCIONAMIENTO,J. REFUGIO ESPARZA REYES,206,CALLE,SIERRA DE TEPEHUANES,0,NA,",,,",AVENIDA,SIGLO XXI,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,46,0,4000,false,4,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,-102.25810000,0,217,-102.25819086,21.90887057
231403304,30411,AUTOPARTES,10,2023-10-20,42,5,13,17,21,1,FRACCIONAMIENTO,EMILIANO ZAPATA,185,AVENIDA,MARIANO HIDALGO,0,NA,",,,",CALLE,JOSE GONZALEZ CARRILLO,5,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,CAMIONETA,DODGE,CARAVAN,23,13,-102.25570000,0,218,-102.25578937,21.85119187
231404319,30411,AUTOPARTES,10,2023-10-20,42,5,17,36,22,1,FRACCIONAMIENTO,VERSALLES II,164,CALLE,GENERAL FORTUNATO MAYCOTTE,0,NA,"404,,,",CALLE,INGENIERO JOSE ACEVES DE SANDI,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,25,0,0,false,1,2,CAMIONETA,ND,ND,1,1,-102.31170000,0,219,-102.31175757,21.85592760
231405344,30403,AUTOPARTES,10,2023-10-20,42,5,20,53,23,1,CONDOMINIO,CENTRO COMERCIAL VILLASUNCION,92,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,ANGEL GONZALEZ,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"31,12,3",0,5000,false,4,2,AUTOMOVIL,SONIC,ND,1,1,-102.29310000,23,220,-102.29314092,21.85633094
231408028,30411,AUTOPARTES,10,2023-10-21,42,6,10,2,5,1,FRACCIONAMIENTO,MEXICO,624,CALLE,CHIHUAHUA,0,NA,"238,,,",CALLE,TABASCO,5,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"24,23,12",0,0,false,1,0,AUTOMOVIL,CHEVROLET,CHEVY,1,1,-102.27810000,0,221,-102.27811393,21.85822668
231409281,30411,AUTOPARTES,10,2023-10-21,42,6,15,22,21,1,FRACCIONAMIENTO,LAS CUMBRES,218,AVENIDA,SIGLO XXI,0,NA,"133,,,",CALLE,MA GUADALUPE RUIZ DE CHAVEZ PINALES,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"11,46",0,3000,false,1,3,AUTOMOVIL,ND,ND,23,1,-102.26010000,0,222,-102.26018200,21.91101480
231412422,30411,AUTOPARTES,10,2023-10-22,43,7,1,27,25,1,FRACCIONAMIENTO,REAL DEL SOL,412,CIRCUITO,ASTRO,0,NA,",,,",AVENIDA,VALLARTA,4,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,ND,ND,1,13,-102.23570000,0,223,-102.23572946,21.89011441
231416294,30403,AUTOPARTES,10,2023-10-22,43,7,18,9,22,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,ROSALIA MONRROY,0,NA,"414,,,",CALLE,JOSE CALVILLO,2,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,VEHICULO,JETTA DE COLOR NEGRO,3,0,50000,false,4,1,CAMIONETA,NISSAN,NP300,23,1,-102.32100000,1217,224,-102.32107993,21.85005262
231369514,30446,AUTOPARTES,10,2023-10-13,41,5,14,13,1,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,208,CALLE,SALVADOR NOVO,0,NA,"207,,,",CALLE,CARLOS FUENTES MARES,3,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,38,0,0,false,1,2,AUTOMOVIL,ND,ND,1,1,-102.26530000,0,225,-102.26531138,21.91580562
231369366,30446,AUTOPARTES,10,2023-10-13,41,5,13,35,22,1,CONDOMINIO,CENTRO COMERCIAL VILLASUNCION,92,AVENIDA,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,ANGEL GONZALEZ,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"26,28,27,40",1200,0,false,1,2,CAMIONETA,CHEVROLET,TRAVERSE,1,1,-102.29300000,0,226,-102.29308501,21.85633830
231370214,30307,AUTOPARTES,10,2023-10-13,41,5,17,1,5,5,COLONIA,LA LOMA,894,PRIVADA,VICTORIA,0,NA,"111,,,",CALLE,VICTORIA,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,37,0,0,false,5,2,AUTOMOVIL,FORD,ND,1,13,-102.34530000,0,227,-102.34536408,21.94823359
231373759,30446,AUTOPARTES,10,2023-10-14,41,6,9,19,23,1,COLONIA,EL RIEGO,291,AVENIDA,EL RIEGO,0,NA,",,,",PRIVADA,ESPIGA,4,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,3,0,0,false,1,1,AUTOMOVIL,HYUNDAI,ND,1,1,-102.24970000,0,228,-102.24977857,21.89284936
231372741,30307,AUTOPARTES,10,2023-10-14,41,6,1,13,25,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,226,CALLE,CECILIA LEAL ROMERO,0,NA,",,,",CALLE,REYNAS DE LA FERIA,4,true,false,9,2 HOMBRES,ND,H,M,8,false,0,2,ND,0,N,N,22,0,0,true,1,2,AUTOMOVIL,ND,ND,1,4,-102.24800000,0,229,-102.24805849,21.89790688
231384905,30403,AUTOPARTES,10,2023-10-16,42,1,12,12,21,11,FRACCIONAMIENTO,ING JOSE ARTEAGA,1355,CALLE,JORGE ARTEAGA NIEPMANN,0,NA,",,,",CALLE,LICENCIADO OTTO GRANADOS ROLDAN,7,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,11,0,10000,false,4,1,CAMIONETA,CHEVROLET,TORNADO,1,28,-102.24560000,0,230,-102.24565725,21.98006155
231387113,50305,AUTOPARTES,10,2023-10-16,42,1,21,11,24,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,227,CALLE,MA DOLORES ESCOBEDO,0,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,4,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,ND,ND,1,13,-102.26380000,0,231,-102.26388528,21.89103020
231390979,30403,AUTOPARTES,10,2023-10-17,42,2,19,34,23,1,FRACCIONAMIENTO,GOMEZ,237,AVENIDA,DE LA CONVENCION DE 1914 PONIENTE,0,NA,",,,",CALLE,SALVADOR QUEZADA LIMON,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"11,3,6,28",200,0,false,4,3,CAMIONETA,DODGE,ND,23,1,-102.31260000,0,232,-102.31267478,21.88538623
231391652,30411,AUTOPARTES,10,2023-10-17,42,2,22,31,24,1,COMUNIDAD,SAN ANTONIO DE PEÑUELAS,15,CARRETERA,45 SUR,0,NA,",,,",AVENIDA,REVOLUCION,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,CAMIONETA,NISSAN,FRONTIER,1,1,-102.28940000,0,233,-102.28941531,21.67469838
231391012,30446,AUTOPARTES,10,2023-10-17,42,2,19,44,23,5,FRACCIONAMIENTO,SOLAR DE JONACATIQUE,896,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,0,NA,",,,",CALLE,MARCOS DE SAUCEDO,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"26,28,27",1500,0,false,3,1,CAMIONETA,NISSAN,NP300,1,1,-102.35390000,0,234,-102.35399711,21.97298936
231395139,30411,AUTOPARTES,10,2023-10-18,42,3,19,18,23,1,COLONIA,HEROES,648,CALLE,JAIME NUNO,0,NA,",,,",AVENIDA,DE LA CONVENCION DE 1914 ORIENTE,4,true,false,9,2 HOMBRES,ND,H,H,8,false,0,0,ND,0,MOTOCICLETA,N,24,0,0,false,1,2,AUTOMOVIL,ND,ND,1,13,-102.27220000,0,235,-102.27228393,21.88050060
231396322,30403,AUTOPARTES,10,2023-10-18,42,3,23,18,24,3,FRACCIONAMIENTO,CRUCERO LAS PILAS,864,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,0,NA,",,,",CARRETERA,70 PONIENTE,7,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,38,0,0,false,4,1,CAMIONETA,CHEVROLET,SILVERADO,1,13,-102.75990000,0,236,-102.75990748,21.82823149
231400471,30411,AUTOPARTES,10,2023-10-19,42,4,21,21,24,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ENCINO",331,CALLE,FELIPE SERRANO,0,NA,",,,",CALLE,JACINTO LOPEZ BRAVO,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,AUTOMOVIL,NISSAN,SENTRA,23,1,-102.26840000,0,237,-102.26844757,21.92703642
231401046,30411,AUTOPARTES,10,2023-10-19,42,4,23,34,24,1,FRACCIONAMIENTO,INSURGENTES,161,CALLE,INGENIERO PASTOR ROUAIX,0,NA,",,,",AVENIDA,DE LA CONVENCION,2,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"22,28",3000,0,false,1,2,AUTOMOVIL,ND,ND,23,1,-102.30530000,0,238,-102.30538544,21.85143423
231377987,30411,AUTOPARTES,10,2023-10-15,42,7,0,33,25,5,CONGREGACION,GENERAL IGNACIO ZARAGOZA (VENADERO),1077,CALLE,LUIS DONALDO COLOSIO MURRIETA,0,NA,",,,",CALLE,5 DE FEBRERO,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"26,29,28,38",3000,0,false,1,1,CAMIONETA,TOYOTA,TACOMA,1,1,-102.46530000,0,239,-102.46538981,21.88118767
231378448,30403,AUTOPARTES,10,2023-10-15,42,7,1,54,15,1,FRACCIONAMIENTO,PILAR BLANCO,142,BOULEVARD,AGUILA,0,NA,",,,",ANDADOR,RUISEÑOR,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"22,24,31,2",0,10000,false,4,3,AUTOMOVIL,VOLSWAGEN,JETTA,23,2,-102.29550000,0,240,-102.29556320,21.85007258
231380004,30411,AUTOPARTES,10,2023-10-15,42,7,10,45,20,1,FRACCIONAMIENTO,C.N.O.P. ORIENTE,687,BOULEVARD,GUADALUPANO,0,NA,",,,",CALLE,JOSE REFUGIO VELAZCO,3,false,false,9,1 HOMBRE,ND,ND,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,CAMIONETA,NISSAN,FRONTIER,1,1,-102.26710000,0,241,-102.26711767,21.90412465
231382493,30411,AUTOPARTES,10,2023-10-15,42,7,22,16,24,1,SECTOR DE PRODUCCION,DESARROLLO ESPECIAL BULEVAR A ZACATECAS,609,AVENIDA,AGUASCALIENTES NORTE,0,NA,",,,",BOULEVARD,A ZACATECAS,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"31,42",0,11000,false,1,1,AUTOMOVIL,ND,ND,1,1,-102.29110000,0,242,-102.29110481,21.91619373
231359226,30403,AUTOPARTES,10,2023-10-11,41,3,5,16,26,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR GUADALUPE",342,AVENIDA,JOSE E FEMAT GUTIERREZ,0,NA,"215,,,",CALLE,ALONDO DE ANDA CUELLAR,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"11,22",0,7000,false,4,3,CAMIONETA,CHEVROLET,COLORADO,23,1,-102.25670000,0,243,-102.25679242,21.92877765
231360288,30411,AUTOPARTES,10,2023-10-11,41,3,11,28,5,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,PARTIDA,0,NA,"144,,,",CALLE,FIANCHETO,5,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"11,46,38",0,0,false,1,1,AUTOMOVIL,NISSAN,ND,1,13,-102.25530000,0,244,-102.25533578,21.84051881
231361646,30411,AUTOPARTES,10,2023-10-11,41,3,17,25,22,1,FRACCIONAMIENTO,CAMPESTRE 1A SECCION,485,AVENIDA,GUADALUPE GONZALEZ,0,NA,",,,",AVENIDA,AGUASCALIENTES PONIENTE,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"31,2,22",0,80000,false,1,1,CAMIONETA,CHEVROLET,TORNADO,1,1,-102.31840000,0,245,-102.31840578,21.90971264
231363086,30403,AUTOPARTES,10,2023-10-11,41,3,23,11,24,1,CONDOMINIO,AGROPECUARIO,527,AVENIDA,INDEPENDENCIA,0,NA,",,,",CALLE,AGUASCALIENTES NORTE,6,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"31,2,6",0,0,false,4,1,AUTOMOVIL,SUZUKI,SWIFT,1,1,-102.29710000,0,246,-102.29710598,21.91536476
231364102,30446,AUTOPARTES,10,2023-10-12,41,4,9,26,20,1,COMUNIDAD,EL SALTO DE LOS SALADO,7,CALLE,EL ZAPOTE,0,NA,",,,",CALLE,LAZARO VILLA,2,false,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,"3,6",0,0,false,3,1,CAMIONETA,ND,ND,1,2,-102.37610000,0,247,-102.37618933,21.75560365
231363754,30411,AUTOPARTES,10,2023-10-12,41,4,6,26,26,1,FRACCIONAMIENTO,PARRAS,224,CALLE,CARDENAL,0,NA,",,,",CALLE,VIÑEDO,3,true,false,9,2 HOMBRES,ND,H,M,8,false,0,0,ND,0,N,N,22,0,0,false,1,2,CAMIONETA,CHEVROLET,SILVERADO,1,1,-102.27770000,0,248,-102.27779947,21.91292327
231368318,30403,AUTOPARTES,10,2023-10-13,41,5,8,5,19,1,FRACCIONAMIENTO,EL DORADO 1A SECCION,159,AVENIDA,LAS AMERICAS,0,NA,"1810,,,",AVENIDA,AGUASCALIENTES SUR,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"31,3",0,10000,false,4,1,AUTOMOVIL,RENAULT,KWID,23,1,-102.30220000,0,249,-102.30228471,21.86132115
231287489,30446,AUTOPARTES,9,2023-09-26,39,2,17,55,22,1,FRACCIONAMIENTO,VILLA TERESA,283,CALLE,REFORMADORAS,0,NA,",,,",CALLE,OBLATAS,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"38,11",0,0,false,1,1,AUTOMOVIL,ND,ND,1,1,-102.27510000,0,250,-102.27514039,21.92172699
231291654,30446,AUTOPARTES,9,2023-09-27,39,3,15,46,22,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,CALLE,RIO BALUARTE,0,NA,",,,",CALLE,RIO MANITOBA,3,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,16,0,0,false,3,1,AUTOMOVIL,ND,ND,1,1,-102.24180000,0,251,-102.24183605,21.93790862
231296505,30446,AUTOPARTES,9,2023-09-28,39,4,17,8,22,1,COLONIA,SAN PEDRO,89,AVENIDA,MAHATMA GANDHI,0,NA,",,,",CALLE,SOLOM SOBRE,2,true,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,"31,38",0,0,false,3,1,MOTOCICLETA,ND,ND,1,1,-102.29380000,0,252,-102.29389816,21.84358715
231304900,30904,AUTOPARTES,9,2023-09-30,39,6,9,48,20,1,FRACCIONAMIENTO,LA FUENTE,257,CALLE,QUITO,0,NA,"303,,,",AVENIDA,LAS AMERICAS,2,false,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,"31,38",0,0,false,1,1,AUTOMOVIL,CHEVROLET,CHEVY,1,13,-102.30150000,0,253,-102.30150999,21.87277650
231305066,30904,AUTOPARTES,9,2023-09-30,39,6,10,49,20,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,208,CALLE,LUIS G URBINA,0,NA,",,,",AVENIDA,PENSADORES MEXICANOS,3,false,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,39,0,0,false,1,5,CAMIONETA,CHRYSLER,VOYAGUER,1,13,-102.26230000,0,254,-102.26235049,21.91393228
231334924,50305,AUTOPARTES,10,2023-10-06,40,5,1,15,25,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,AVENIDA,CULTURA TUMANA 232,0,NA,",,,",AVENIDA,CULTURA YUMANA,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,46,0,0,false,1,2,CAMION,ND,ND,1,2,-102.23670000,0,255,-102.23670955,21.91047238
231340801,30101,AUTOPARTES,10,2023-10-07,40,6,9,45,24,1,COLONIA,TROJES DE ALONSO,508,AVENIDA,INDEPENDENCIA,0,NA,",,,",CALLE,PONCIANO ARREAGA,6,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,CAMIONETA,ND,ND,1,13,-102.29750000,0,256,-102.29757273,21.93546239
231340676,30446,AUTOPARTES,10,2023-10-07,40,6,9,8,20,11,LOCALIDAD,EX-VIÑEDOS GUADALUPE,1307,CALLE,VIÑEDOS GUADALUPE,0,NA,",,,",CALLE,ENRIQUE OLIVARES SANTANA,7,true,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,3,0,23000,false,1,1,AUTOMOVIL,ND,ND,1,2,-102.27180000,0,257,-102.27188293,21.95956044
231352047,30411,AUTOPARTES,10,2023-10-09,41,1,13,29,21,11,FRACCIONAMIENTO,PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES,1356,CARRETERA,45 NORTE,0,NA,",,,",CIRCUITO,AGUASCALIENTES NORTE,7,true,false,9,1 HOMBRE,ND,H,H,8,false,0,1,ND,0,N,N,11,0,0,false,3,1,AUTOMOVIL,ND,ND,1,4,-102.28930000,0,258,-102.28938437,21.96637440
231355182,30411,AUTOPARTES,10,2023-10-10,41,2,4,32,26,5,FRACCIONAMIENTO,PLAN BENITO JUAREZ,1048,PORLONGACION,PLAN DE ALLENDE,0,NA,",,,",CALLE,SD,7,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,46,0,0,false,1,2,TRIALER,ND,ND,1,13,-102.35820000,0,259,-102.35826844,21.96555444
231355903,30403,AUTOPARTES,10,2023-10-10,41,2,10,30,20,1,FRACCIONAMIENTO,LAS CUMBRES,218,CALLE,SAN ANTONIO DE PEÑUELAS,0,NA,"201,,,",CALLE,REFUGIO MIRANDA AGUAYO,3,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,11,0,0,false,4,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,6,-102.26440000,0,260,-102.26443168,21.91144658
231356144,30411,AUTOPARTES,10,2023-10-10,41,2,11,41,1,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,222,AVENIDA,MIGUEL ANGEL BARBERENA VEGA,0,NA,",,,",AVENIDA,SIGLO XXI,4,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,37,0,0,false,5,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,1,-102.25360000,0,261,-102.25369488,21.89776885
231357341,30403,AUTOPARTES,10,2023-10-10,41,2,17,29,22,1,COLONIA,INDUSTRIAL,240,AVENIDA,DE LA CONVENCION DE 1914 NORTE,0,NA,",,,",PROLONGACION,MELQUIADES MORENO,6,true,false,9,1 HOMBRE,ND,H,M,8,false,0,0,ND,0,N,N,22,0,0,false,4,2,AUTOMOVIL,ND,ND,1,6,-102.29460000,0,262,-102.29466673,21.89982775
231336918,30411,AUTOPARTES,10,2023-10-06,40,5,15,10,21,1,COLONIA,SAN PABLO,242,CALLE,EJERCITO NACIONAL,0,NA,",,,",CALLE,SANTA IRENE,6,false,false,9,1 HOMBRE,ND,H,H,8,false,0,0,ND,0,N,N,3,0,0,false,3,1,CAMION,ND,ND,1,1,-102.30200000,0,263,-102.30209720,21.89406260
231338529,30403,AUTOPARTES,10,2023-10-06,40,5,21,11,24,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,CALLE,SIERRA PINTADA,0,NA,"103,,,",AVENIDA,UNIVERSIDAD,6,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"31,2,27,28,6",60,20000,false,4,1,AUTOMOVIL,FORD,FOCUS,23,1,-102.31140000,0,264,-102.31140024,21.91212557
231339808,30403,AUTOPARTES,10,2023-10-07,40,6,1,27,25,1,CONDOMINIO,LORETA,455,AVENIDA,DEL VALLE,0,NA,",,,",CALLE,SD,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"26,31,38",0,0,false,4,1,CAMIONETA,ND,ND,1,1,-102.33010000,0,265,-102.33016696,21.90374833
231339890,30411,AUTOPARTES,10,2023-10-07,40,6,1,52,9,1,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL EL VERGEL,177,BOULEVARD,ADOLFO RUIZ CORTINEZ,0,NA,",,,",CALLE,EL VERGEL,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,22,0,0,false,1,2,CAMIONETA,FORD,RANGER,1,13,-102.33200000,0,266,-102.33203568,21.87265226
231340297,30403,AUTOPARTES,10,2023-10-07,40,6,5,9,5,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR SAN MARCOS",580,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,PAMES,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"22,38",0,0,false,4,3,CAMIONETA,CHEVROLET,GMC,23,1,-102.26920000,0,267,-102.26924212,21.93075430
231345440,30411,AUTOPARTES,10,2023-10-08,41,7,2,40,25,1,FRACCIONAMIENTO,EL PUERTECITO,407,CALLE,PUERTO CAYO ARCAS,0,NA,",,,",CALLE,PUERTO DE ENSENADA,3,true,false,9,2 HOMBRES,ND,ND,M,8,false,0,0,ND,0,N,N,23,0,0,false,1,2,AUTOMOVIL,ND,ND,1,6,-102.24760000,0,268,-102.24767598,21.93901082
231346305,30403,AUTOPARTES,10,2023-10-08,41,7,7,52,5,1,FRACCIONAMIENTO,LAS CUMBRES,218,CALLE,REFUGIO MIRANDA AGUAYO,0,NA,"1003,,,",CALLE,LOS ARBOLITOS,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,23,0,10000,false,4,2,AUTOMOVIL,VOLKSWAGEN,GOLF,23,1,-102.26420000,1166,269,-102.26422100,21.91144480
231346599,30403,AUTOPARTES,10,2023-10-08,41,7,9,53,26,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,CAJITITLAN,0,NA,"132,,,",CALLE,CULHUACAN,7,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"46,23",0,0,false,4,2,AUTOMOVIL,ND,ND,1,1,-102.24930000,0,270,-102.24931328,21.95548338
231350041,30411,AUTOPARTES,10,2023-10-08,41,7,23,38,24,1,FRACCIONAMIENTO,PILAR BLANCO,142,AVENIDA,GAVIOTAS,0,NA,",,,",AVENIDA,DEL FAISAN,2,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,24,0,0,false,1,2,CAMION,ND,ND,23,1,-102.29830000,1168,271,-102.29833847,21.84824934
231346429,30101,AUTOPARTES,10,2023-10-08,41,7,8,48,18,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,ESFUERZO NACIONAL,4,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,37,0,0,false,5,2,AUTOMOVIL,VOLKSWAGEN,GOLF,1,13,-102.25370000,0,272,-102.25378336,21.89386486
231316791,30411,AUTOPARTES,10,2023-10-02,40,1,10,18,20,1,FRACCIONAMIENTO,OJOCALIENTE III,191,CALLE,EL CEDAZO,0,NA,"209,,,",CALLE,PASO HONDO,4,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,23,0,0,false,1,2,AUTOMOVIL,NISSAN,SENTRA,23,1,-102.24670000,1130,273,-102.24672003,21.87823565
231319381,30403,AUTOPARTES,10,2023-10-02,40,1,21,15,23,1,CENTRO COMERCIAL,ALTARIA,609,CIRCUITO,VIA ALTARIA,0,NA,",,,",BOULEVARD,A ZACATECAS,3,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,3,0,0,false,4,1,CAMIONETA,ND,ND,1,3,-102.28850000,0,274,-102.28856679,21.92609470
231322021,30411,AUTOPARTES,10,2023-10-03,40,2,11,56,1,1,BARRIO,GUADALUPE,502,CALLE,LARREATEGUI,0,NA,"404,,,",CALLE,PLAN DE AYUTLA,1,false,false,9,ND,ND,ND,M,8,false,0,0,ND,0,N,N,"22,23",0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,-102.30130000,0,275,-102.30130770,21.88632405
231324035,30411,AUTOPARTES,10,2023-10-03,40,2,19,53,22,1,NO APLICA,DESARROLLO ESPECIAL GUADALUPE,645,CALLE,GUADALUPE,0,NA,",,,",AVENIDA,DE LA CONVENCION DE 1914 PONIENTE,6,false,false,9,ND,ND,ND,H,8,false,0,0,ND,0,N,N,"31,27",0,0,false,1,1,AUTOMOVIL,ND,ND,1,1,-102.31190000,0,276,-102.31199970,21.88574138
