FOLIO,NUM_REP,NUM_OP,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,TIPO_ARMA,ARMA_2,CUENT_HAB,DINERO,CANTIDAD,BANCO,UBIC_BANC,BOLSO,CAR_MON,TECNOLOGIA,CELULAR,JOYERIA,ROPA,BICICLETA,OTROS,LESIONADO,VEH_SOSP,C_VIOL,MONTO,PROCESO,DETENIDO,FIL_SOSP,PR_FERIA,TRASL_HOSP,DESTAC_SEG,OID,INCIDENTE,LONG,LAT
248355,817,70,SEPTIEMBRE,2017-09-30,SABADO,7,1,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,AVENIDA,TECNOLOGICO,NULO,0,NULO,0,NULO,SIGLO XXI,JOSE MANUEL RUIZ DE TEJADA Y OTAL,DOMITILO ESTRELLA DEL ANGEL,PENETRANTE,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,UN SUJETO SUDADERA BLANCA,NULO,NULO,TERAN SUR,1351,Robo a persona,-102.24173466,21.86716580
248463,818,48,SEPTIEMBRE,2017-09-30,SABADO,11,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,442,AVENIDA,CULTURA MAYA,NULO,0,NULO,0,NULO,CULTURA MIXTECA,RODOLFO LANDEROS GALLEGOS,CULTURA AZTECA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,MOTOCICLETA NEGRA,NO,0,NULO,0,UN SUJETO SUDADERA AZUL MARINO CON BLANCO Y OTRO GORDO MORENO,NULO,NULO,TERAN NORTE,1352,Robo a persona,-102.24302874,21.90562230
248474,818,38,SEPTIEMBRE,2017-09-30,SABADO,11,24,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,JUAN RULFO,NULO,0,NULO,0,NULO,SALVADOR NOVO,OCTAVIO PAZ,LUIS ESPOTA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,TERAN NORTE,1353,Robo a persona,-102.25974824,21.91494867
248610,818,70,SEPTIEMBRE,2017-09-30,SABADO,13,53,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE VISTABELLA II,603,PRIVADA,VISTA DEL RIO,NULO,112,NULO,0,NULO,NINGUNO,VISTA DE LAS ESTRELLAS,VISTA DE LA NIEBLA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,1,NULO,NULO,NULO,MORELOS,1354,Robo a persona,-102.26445818,21.84158188
248668,819,31,SEPTIEMBRE,2017-09-30,SABADO,15,20,SAN FRANCISCO DE LOS ROMO,URBANA,COMUNIDAD,PUERTECITO DE LA VIRGEN,306-P,SIN DATOS,SIN DATOS,SIN DATO,0,SIN DA,0,SIN DA,SIN DATOS,SIN DATOS,SIN DATOS,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,TAXI ROO NUMER ECO 1978,NO,0,NULO,0,NULO,NULO,NULO,SFR,1355,Robo a persona,-102.26703045,21.96089299
248916,819,31,SEPTIEMBRE,2017-09-30,SABADO,20,33,AGUASCALIENTES,URBANA,SIN TIPO,PLAZA MALL (DESARROLLO SIN DELIMITACION OFICIAL NO 22),977,AVENIDA,DE LOS MAESTROS,NULO,0,NULO,0,NULO,NINGUNO,AGUASCALIENTES PONIENTE,NINGUNO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA ROJA,NO,4000,NULO,0,UN SUJETO VISTE SUDADERA AZUL CON GORRO Y CACHUCHA,NULO,NULO,INSURGENTES,1356,Robo a persona,-102.31434431,21.85895962
248935,819,59,SEPTIEMBRE,2017-09-30,SABADO,20,51,AGUASCALIENTES,URBANA,COLONIA,FATIMA,1119,PRIVADA,TEPETITLAN,NULO,104,NULO,0,NULO,SEGUNDA VALLE DE GUADALUPE,LAGOS DE MORENO,PROLONGACION ZARAGOZA,NULO,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,POCITOS,1357,Robo a persona,-102.30534648,21.91190598
249516,820,37,OCTUBRE,2017-10-01,DOMINGO,2,9,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,AVENIDA,AGUASCALIENTES,NULO,0,NULO,0,NULO,NAYARIT,NUEVO LEON,CASA BLANCA,CORTANTE,NULO,NULO,DINERO,200,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,2700,NULO,0,4 SUJETOS,NULO,NULO,MORELOS,1358,Robo a persona,-102.27985741,21.86021365
249602,820,74,OCTUBRE,2017-10-01,DOMINGO,3,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,PASEO DEL JILGUERO,8MQ,0,NULO,0,NULO,FAISAN,DEL CISNE,AVE DEL PARAISO,PENETRANTE,NULO,NULO,DINERO,300,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,300,NULO,0,UN SUJETO SUDADERA ROJA,NULO,NULO,INSURGENTES,1359,Robo a persona,-102.29752030,21.84602461
249635,820,1438,OCTUBRE,2017-10-01,DOMINGO,3,27,AGUASCALIENTES,URBANA,COLONIA,SAN MARCOS (DELEGACION CENTRO),736,PROLONGACION,AQUILES ELORDUY,NULO,0,NULO,0,NULO,DAVID REYNOSO FLORES,ASUNCION,TALAMANTES,PENETRANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,SI,NULO,SI,0,NULO,0,DOS SUJETOS,NULO,HGZ_UNO,POCITOS,1360,Robo a persona,-102.31165806,21.88015625
249666,820,84,OCTUBRE,2017-10-01,DOMINGO,3,43,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,AVENIDA,PROCERES DE LA ENSEÐANZA,NULO,201,NULO,0,NULO,MARIA DEL CARMEN RUIZ,CALIXTO SERNA VALDIVIA,CATEDRATICOS,FUEGO,CORTANTE,NULO,DINERO,600,NULO,NULO,NULO,CARTERA,NULO,CELULAR,RELIJ,ZAPATOS,NULO,TARJETAS IDENTIFICAC,NO,CAMIONETA PTP CRUISER BLANCA PLACAS ADS74,SI,5000,NULO,0,6 SUJETOS,NULO,NULO,TERAN SUR,1361,Robo a persona,-102.23805179,21.87330898
249728,820,26,OCTUBRE,2017-10-01,DOMINGO,4,36,JESUS MARIA,URBANA,COLONIA,ZONA CENTRO,192,CALLE,LAS FLORES,NULO,0,NULO,0,NULO,MARIANO MATAMOROS,ABASOLO,BELTRAN,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,2 CADENAS ORO 1 PLA,NULO,NULO,NULO,NO,BICICLETA,SI,1900,NULO,0,DOS SUJETOS,NULO,NULO,JM,1362,Robo a persona,-102.34771803,21.96431196
249753,820,37,OCTUBRE,2017-10-01,DOMINGO,4,21,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,CORDOBA,NULO,0,NULO,0,NULO,DE LOS MAESTROS,ESPAÐA,ALMERIA,CORTANTE,CONTUNDENTE,NULO,DINERO,3000,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,MOTO PLACAS Y16SJ,SI,3000,NULO,0,SUJETOS ASPECTO CHOLO,NULO,NULO,INSURGENTES,1363,Robo a persona,-102.31157489,21.86392022
249793,820,74,OCTUBRE,2017-10-01,DOMINGO,5,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR GUADALUPE),402,AVENIDA,JOSE DE JESUS GONZALEZ GARCIA,NULO,301,NULO,0,NULO,CRISTOBAL DE MONTORO,FERNAN GONZALEZ DE ESLAVA,ROGELIO GALINDO DE LA TORE,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,IBIZA ROJO,SI,3000,NULO,0,3 SUJETOS,NULO,NULO,TERAN NORTE,1364,Robo a persona,-102.25904034,21.93068669
249801,820,58,OCTUBRE,2017-10-01,DOMINGO,5,58,JESUS MARIA,URBANA,COLONIA,EL CALVARIO,220,CALLE,CALVARIO,NULO,0,NULO,0,NULO,NIAGARA NORTE,AGUSTIN DE ITURBIDE,NINGUNO,FUEGO,NULO,NULO,DINERO,500,NULO,NULO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,SI,500,NULO,0,TRES SUJETOS UNO SUDADERA AZUL,NULO,NULO,JM,1365,Robo a persona,-102.34490722,21.96766479
250662,823,22,OCTUBRE,2017-10-01,DOMINGO,22,56,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,NULO,0,NULO,0,NULO,GENERAL JUVENTINO ESPINOZA,PROFESRO JOSE ANTONIO VELARDE,JOSE CALVILLO,FUEGO,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,DOS SUJETOS AMBOS VISTEN CHAMARRA NEGRA,NULO,NULO,INSURGENTES,1366,Robo a persona,-102.32272090,21.85331045
250826,823,81,OCTUBRE,2017-10-02,LUNES,0,54,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,ANTONIO LEAL Y ROMERO,NULO,403,NULO,0,NULO,ISABEL JIMENEZ DIAZ,OFELIA SORIANO ESQUIVEL,ADELINA FERNANDEZ REYNOSO,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,CAMIONETA JEEP O DURANGO BLANCA PLACAS AMERICANAS,SI,0,NULO,0,SUJETOS VESTIMENTA TIPO VAQUERO,NULO,NULO,TERAN SUR,1367,Robo a persona,-102.23443552,21.86582573
251117,824,94,OCTUBRE,2017-10-02,LUNES,10,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION CENTRO),1114,AVENIDA,QUINTA,NULO,302,NULO,0,NULO,REPUBLICA DE COLOMBIA,REPUBLICA DE COSTA RICA,REPUBLICA DE ARGENTINA,CORTANTE,NULO,NULO,DINERO,500,NULO,NULO,BOLSO,NULO,NULO,NULO,NULO,NULO,NULO,AGENDA IDENTIFICACIO,SI,MOTOCICLETA TIPO REPARTIDOR,SI,500,NULO,0,CHAMARRA NEGRA PANTALON DE MEZCLILLA,NULO,NULO,NO AMERITO,1368,Robo a persona,-102.29765839,21.86874988
251171,824,84,OCTUBRE,2017-10-02,LUNES,12,2,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PARRAS,789,CALLE,VIÐEDO,NULO,0,NULO,0,NULO,VID,PARRAS,MOSCATEL,CORTANTE,NULO,NULO,DINERO,800,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,800,NULO,0,UN SUJETO PANTALON NEGRO CAMISA NEGRA TENIS ROJO CON NEGRO,NULO,NULO,TERAN NORTE,1369,Robo a persona,-102.27911004,21.91288688
251179,824,85,OCTUBRE,2017-10-02,LUNES,12,15,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,RECINTO,JOCONOSTLE,NULO,0,NULO,0,NULO,RECINTO JOCONOSTLE 601,JUVENTINO DE LA TORRE TORRES,RECINTO JOCONOSTLE 601,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,UN SUJETO CAMISETA BLANCA CON ROJO PANTALON MEZCLILLA CACHUCHA ROJA,NULO,NULO,TERAN SUR,1370,Robo a persona,-102.23114831,21.86646349
251299,824,37,OCTUBRE,2017-10-02,LUNES,14,51,AGUASCALIENTES,URBANA,DESARROLLO ESPECIAL,TRES CENTURIAS ESPECIAL,753,AVENIDA,MANUEL GOMEZ MORIN,NULO,0,NULO,0,NULO,FLORENCIA,GABRIELA MISTRAL,FLORENCIA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,TABLET,NULO,NULO,NULO,NULO,NULO,NO,BICICLETA ROJA,SI,800,NULO,0,4 SUJETOS UNO PLAYERA DE LAS CHIVAS BERMUDA,NULO,NULO,TERAN SUR,1371,Robo a persona,-102.28453538,21.89742885
251562,825,67,OCTUBRE,2017-10-02,LUNES,20,10,CALVILLO,RURAL,COMUNIDAD,MESA GRANDE,133-P,CALLE,EMILIANO ZAPATA,NULO,0,NULO,0,NULO,MATAMOROS,NINGUNO,BENITO JUAREZ,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,NO,NULO,SI,0,NULO,0,3 SUJETOS,NULO,NULO,CALVILLO,1372,Robo a persona,-102.72300854,21.80851462
251996,827,61,OCTUBRE,2017-10-03,MARTES,7,27,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOULEVARES 1A SECCION,1047,CALLE,ENRIQUE C REBSAMEN,NULO,0,NULO,0,NULO,LAURO AGUIRRE,PROFESOR ENRIQUE OLIVARES SANTANA,DIEGO FERNANDEZ VILLA,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,VEHICULO COLOR GRIS PLACAS AEK6807,SI,0,NULO,0,UN SUJETO CHAQUETA VERDE,NULO,NULO,INSURGENTES,1373,Robo a persona,-102.30457363,21.85697284
252170,827,80,OCTUBRE,2017-10-03,MARTES,12,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PRADOS DEL SUR,1100,CALLE,GERTRUDIS BOCANEGRA,NULO,0,NULO,0,NULO,AGUASCALIENTES SUR,NEVADO DE TOLUCA,SARGENTO LUCIANO PONCE,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,MOTOCICLETA PLACAS Y16TF,SI,0,NULO,0,UN SUJETO,NULO,NULO,INSURGENTES,1374,Robo a persona,-102.29760628,21.85841109
252295,828,93,OCTUBRE,2017-10-03,MARTES,15,31,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,CALLE,PALMA MEXICANA,NULO,0,NULO,0,NULO,POLIDUCTO,PALMA TALIERA,PALMA GUADALUPE,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,EL VILLEGAS,NULO,NULO,MORELOS,1375,Robo a persona,-102.24365981,21.86229367
252380,828,94,OCTUBRE,2017-10-03,MARTES,17,39,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,30 DE SEPTIEMBRE,NULO,0,NULO,0,NULO,MAXICO LIBRE,SOBERANIA DEL PUEBLO,VALERIO TRUJANO,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,TARJETA OTROS 2 CEL,NO,BICICLETA,SI,8000,NULO,0,DOS SUJETOS UNO PANTALON OSCURO CHAMARRA VERDE OTRO PLAYERA SIN MANGAS PANTALON,NULO,NULO,MORELOS,1376,Robo a persona,-102.26441957,21.84898511
252510,828,58,OCTUBRE,2017-10-03,MARTES,20,41,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS II,622,CALLE,SIXTO VERDUZCO,NULO,0,NULO,0,NULO,MAYO DE 1812,22 DE DICIEMBRE,MARIANO JIMENEZ,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,3000,NULO,0,2 SUJETOS SUDADERA OSCURA Y GORRA,NULO,NULO,MORELOS,1377,Robo a persona,-102.25887484,21.85366996
252547,828,26,OCTUBRE,2017-10-03,MARTES,21,14,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,AVENIDA,PROCERES DE LA ENSEÐANZA,NULO,1410,NULO,0,NULO,SALVADOR RAMIREZ MARTIN DEL CAMPO,BENJAMIN VARGAS TAPIA,ISABEL JIMENEZ DIAZ,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,6000,NULO,0,1 SUJETO PANTALON Y SUDADERA NEGRA,NULO,NULO,TERAN SUR,1378,Robo a persona,-102.23633498,21.86878211
252755,829,76,OCTUBRE,2017-10-04,MIERCOLES,0,9,AGUASCALIENTES,URBANA,SIN TIPO,LA PERLA,75-P,BOULEVARD,A ZACATECAS,NULO,0,NULO,0,NULO,NINGUNO,SIGLO XXI,NINGUNO,CORTANTE,NULO,NULO,DINERO,500,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,COMBI BLANCA,SI,5600,NULO,0,1 SUJETO SUDADERA COLOR ROJA Y AZUL MARINO,NULO,NULO,TERAN NORTE,1379,Robo a persona,-102.29021798,21.94582315
252927,830,91,OCTUBRE,2017-10-04,MIERCOLES,8,43,JESUS MARIA,URBANA,CONDOMINIO,TULIPANES,159,AVENIDA,EUGENIO GARZA SADA,NULO,703,NULO,0,NULO,GIRASOL,TULIPANES,FLORES,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,NULO,NULO,NULO,JM,1380,Robo a persona,-102.34347213,21.94754181
253195,831,92,OCTUBRE,2017-10-04,MIERCOLES,15,59,JESUS MARIA,URBANA,COLONIA,ZONA CENTRO,192,CALLE,BELTRAN,NULO,0,NULO,0,NULO,BENIGNO CHAVEZ,GUADALUPE VICTORIA,NIAGARA,FISICA,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,1,NULO,NULO,NULO,JM,1381,Robo a persona,-102.34638720,21.96583360
253388,831,59,OCTUBRE,2017-10-04,MIERCOLES,20,38,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA CONCORDIA (DELEGACION POCITOS),672,CALLE,MIGUEL RUELAS,NULO,405,NULO,0,NULO,PRIVADA MARIA CONCEPCION MALDONADO,SANTA ROSA,PROFESORA MARIA CONCEPCION MALDONADO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,NO,0,NULO,0,1 SUJETO CHAMARRA NEGRA PANTALON DE MEZCLILLA,NULO,NULO,POCITOS,1382,Robo a persona,-102.31308300,21.89116591
253781,833,71,OCTUBRE,2017-10-05,JUEVES,7,8,JESUS MARIA,URBANA,SIN TIPO,VISTAS DEL SAUZ,167,CALLE,OLMO,NULO,316,NULO,0,NULO,OLIVO,SAUCE,CAOBA,FUEGO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,1 SUJETO VISTE CHAMARRA GRIS CAPUCHA NEGRA PANTALON NEGRO ESTATURA 1.70,NULO,NULO,JM,1383,Robo a persona,-102.33976158,21.95239763
245536,810,78,SEPTIEMBRE,2017-09-27,MIERCOLES,14,51,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BONA GENS,527,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,NULO,0,NULO,0,NULO,ESTRELLA POLAR,TANYVETH,TAYDE,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,MOTOCICLETA VERDE,SI,0,NULO,0,2 SUJETOS PANTALON MEZCLILLA CON GORRO,NULO,NULO,MORELOS,1384,Robo a persona,-102.26688367,21.87776632
245741,810,73,SEPTIEMBRE,2017-09-27,MIERCOLES,16,0,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMA DE LA ASUNCION,485,CALLE,JUAN DE MONROY,NULO,106,NULO,0,NULO,JUAN LOPEZ ELIZALDE,PASEO DE LAS MARGARITAS,OCTAVIO CABRERA HERNANDEZ,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,TERAN NORTE,1385,Robo a persona,-102.26109111,21.92305617
248551,818,73,SEPTIEMBRE,2017-09-30,SABADO,12,59,AGUASCALIENTES,URBANA,SIN TIPO,CINEPOLIS (DESARROLLO SIN DELIMITACION OFICIAL NO 9),813,AVENIDA,AGUASCALIENTES PONIENTE,NULO,0,NULO,0,NULO,CANAL INTERCEPTOR,NINGUNO,MARIA DEL CARMEN MARTIN DEL CAMPO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,CARTERA,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,POCITOS,1386,Robo a persona,-102.31631311,21.90438629
236738,785,63,SEPTIEMBRE,2017-09-19,MARTES,11,51,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,CIRCUNVALACION NORTE (DELEGACION POCITOS),808,CALLE,GENERAL IGNACIO ZARAGOZA,NULO,0,NULO,0,NULO,MARGIL DE JESUS,CONVENCION DE 1914 NORTE,SAUCE,CONTUNDENTE,NULO,RETIRO,DINERO,23000,SIN DATOS,SIN DATOS,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,SI,23000,NULO,0,UNO DE LOS SUJETOS PLAYERA BLANCA Y GORRA,NULO,NULO,POCITOS,1387,Robo a persona,-102.29887881,21.89998486
241005,797,71,SEPTIEMBRE,2017-09-23,SABADO,14,17,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,BOULEVARES 1A SECCION,1047,CALLE,ARQUIMIDES CABALLERO,NULO,0,NULO,0,NULO,ENRIQUE C REBSAMEN,JESUS SOTELO INCLAN,LUIS HIDALGO MONROY,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,ITALIKA AMARILLA,NO,0,NULO,0,DOS SUJETOS,NULO,NULO,INSURGENTES,1388,Robo a persona,-102.30217581,21.85737427
219582,734,48,SEPTIEMBRE,2017-09-02,SABADO,2,3,AGUASCALIENTES,URBANA,CONDOMINIO,CENTRO COMERCIAL GALERIAS I,844,PRIVADA,PASEO DE LAS PALMAS,NULO,120,NULO,0,NULO,INDEPENDENCIA,A ZACATECAS,LUIS DONALDO COLOSIO,FUEGO,NULO,RETIRO,DINERO,54000,BANORTE,BANORTE CILINDRO,BOLSO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,SI,NULO,SI,54000,NULO,0,NULO,NULO,NO AMERITO,POCITOS,1389,Robo a persona,-102.29336003,21.92289175
219542,734,38,SEPTIEMBRE,2017-09-02,SABADO,13,6,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LA ESTRELLA,483,CALLE,PRIMERO DE MAYO,NULO,112,NULO,0,NULO,OBRERO MUNDIAL,LIRA,PASEO DE LA SOLIDARIDAD,NULO,NULO,NULO,DINERO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NO,NULO,NO,0,NULO,0,1 SUJETO,NULO,NULO,TERAN NORTE,1390,Robo a persona,-102.28238067,21.90267702
220545,736,37,SEPTIEMBRE,2017-09-03,DOMINGO,3,50,TEPEZALA,URBANA,COMUNIDAD,LOS ALAMITOS,259-P,CARRETERA,23,NULO,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,BICICLETA,NULO,NO,NULO,SI,0,NULO,0,NULO,NULO,NULO,TEPEZALA,1391,Robo a persona,-102.24979301,22.25723077
232135,774,78,SEPTIEMBRE,2017-09-15,VIERNES,15,29,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS ARBOLEDAS,758,CALLE,MARGIL DE JESUS,NULO,0,NULO,0,NULO,CASUARINA,ACACIA,ABEDUL,CONTUNDENTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,NULO,SIN DATOS,SI,NULO,SI,0,NULO,0,NULO,NULO,HTM,POCITOS,1392,Robo a persona,-102.30209829,21.89997640
243793,804,32,SEPTIEMBRE,2017-09-25,LUNES,16,0,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,CALLE,CANARIO,NULO,0,NULO,0,NULO,ACANTILADO,LA LOMA,PEÐASCO,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,CHAMARRA,NULO,RELOJ,NO,NULO,NO,0,NULO,0,NULO,NULO,NULO,INSURGENTES,1393,Robo a persona,-102.29903556,21.84324621
253863,833,71,OCTUBRE,2017-10-05,JUEVES,9,53,AGUASCALIENTES,URBANA,COLONIA,OLIVARES SANTANA,721,CALLE,MAR CASPIO,NULO,112,NULO,0,NULO,MAR EGEO,FUNDICION,MAR CARIBE,CORTANTE,CONTUNDENTE,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,1 SUJETO PANTALON MEZCLILLA PLAYERA ROJA CON NEGRO 3 PUNTOS TATUADOS EN LA MEJIL,NULO,NULO,POCITOS,1394,Robo a persona,-102.31369417,21.89709505
253928,833,88,OCTUBRE,2017-10-05,JUEVES,11,55,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,CALLE,HACIENDA LAS AMARILLAS,NULO,0,NULO,0,NULO,HACIENDA DE MESILLAS,NINGUNO,HACIENDA LA ESCONDIDA,NULO,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,BICICLETA,NO,0,NULO,0,1 SUJETO CHAMARA AMARILLA CON NEGRO,NULO,NULO,TERAN SUR,1395,Robo a persona,-102.24910966,21.89130056
254313,834,91,OCTUBRE,2017-10-05,JUEVES,20,49,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PARRAS,789,CALLE,LAGO AZUL,NULO,0,NULO,0,NULO,TAMARINDO,MOSCATEL,PARRAS,CORTANTE,NULO,NULO,NULO,0,NULO,NULO,NULO,NULO,NULO,CELULAR,NULO,NULO,NULO,NULO,NO,NULO,SI,0,NULO,0,3 SUJETOS,NULO,NULO,TERAN NORTE,1396,Robo a persona,-102.27790416,21.91077366
