FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,DETENIDO,LESIONADO,TRASL_HOSP,T_VEH_SOSP,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,ESPACIO,TIPO_ROBO,LON,OID,LONG,LAT
210350057,30421,ROBO TRANSEUNTE,4,2021-04-05,14,1,1,FRACCIONAMIENTO,VNSA SECTOR GUADALUPE,402,CALLE,CELIA MARIA MARTINEZ,0,NA,",,,",CALLE,REFUGIO CARDONA,3,3,30,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,TAXI,TAXI NISSAN TSURU COLOR ROJO PLACAS AAD100A,28,1000,1000,false,1,1,1,TRANSEUNTE,-102.25010000,540,-102.25019979,21.92933818
210350287,30422,ROBO TRANSEUNTE,4,2021-04-05,14,1,1,COLONIA,MACIAS ARELLANO,505,CALLE,CAMINO AL COBANO,0,NA,",,,",CALLE,CAPRICORNIO,3,7,14,0,true,false,9,NA,NA,0,NA,0,2 PERSONAS,ND,0,0,false,N,N,39,0,0,false,1,2,1,TRANSEUNTE,-102.28040000,541,-102.28042239,21.90622626
210350835,30422,ROBO TRANSEUNTE,4,2021-04-05,14,1,1,FRACCIONAMIENTO,CONSTITUCION,794,AVENIDA,CONSTITUCION,0,NA,",,,",AVENIDA,AGUASCALIENTES NORTE,3,11,23,0,true,false,9,NA,NA,0,NA,0,1 HOMBRE COMPLEXION ROBUSTA,ND,0,0,false,N,N,14,0,0,false,1,2,1,MARIPOSA,-102.28640000,542,-102.28646233,21.91570669
210352594,30422,ROBO TRANSEUNTE,4,2021-04-05,14,1,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,ARELLANO,4,18,18,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE TATUADO DE LA CARA,ND,0,0,false,N,N,12,0,0,false,1,2,1,TRANSEUNTE,-102.25010000,543,-102.25010195,21.88395141
210352986,30421,ROBO TRANSEUNTE,4,2021-04-05,14,1,1,FRACCIONAMIENTO,NAZARIO ORTIZ GARZA,452,BOULEVARD,GUADALUPANO,0,NA,",,,",SVENIDA,SIGLO XXI,3,19,58,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,N,N,"6,28,31",600,600,false,1,1,1,TUMBADOR,-102.25660000,544,-102.25666390,21.90693249
210354603,30421,ROBO TRANSEUNTE,4,2021-04-06,14,2,1,FRACCIONAMIENTO,VNSA SECTOR SAN MARCOS,435,CALLE,ERMITA SAN SEBASTIAN,0,NA,",,,",CALLE,GASPAR DE LA FUENTE,3,8,1,0,false,true,8,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,N,N,28,100,100,false,1,1,1,TRANSEUNTE,-102.26270000,545,-102.26278556,21.92729715
210353032,30422,ROBO TRANSEUNTE,4,2021-04-05,14,1,1,FRACCIONAMIENTO,LAS VIÑAS,487,CALLE,CIRCUITO DE LA VID,0,NA,"405,,,",CALLE,CIRCUITO DE LA VID,3,27,27,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,N,N,3,0,0,false,1,1,1,OPORTUNISTA,-102.28270000,546,-102.28276250,21.89956983
210350873,30422,ROBO TRANSEUNTE,4,2021-04-05,14,1,1,CONDOMINIO,CC ALTARIA,358,BOULEVARD,A ZACATECAS,0,NA,",,,",CALLE,N,3,11,31,0,true,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,N,N,14,0,0,false,1,2,1,MARIPOSA,-102.29130000,547,-102.29134967,21.92636901
210359574,30422,ROBO TRANSEUNTE,4,2021-04-07,14,3,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,AVENIDA,SIGLO XXI,0,NA,"501,,,",CALLE,MARISCAL,4,13,9,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,MOTOCICLETA,MOTOCICLETA,3,0,8000,false,1,1,2,OPORTUNISTA,-102.25310000,548,-102.25317767,21.89782997
210360157,30422,ROBO TRANSEUNTE,4,2021-04-07,14,3,5,COLONIA,LA ESCALERA,219,CALLE,LAGUNA HONDA,0,NA,"128,,,",CALLE,LAS FLORES,7,15,36,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE EDAD ENTRE 25 A 30 Aï¿½OS,ND,0,0,false,N,N,14,0,0,false,1,1,1,MARIPOSA,-102.34820000,549,-102.34821817,21.97163659
210358142,30422,ROBO TRANSEUNTE,4,2021-04-07,14,3,1,FRACCIONAMIENTO,LAS AMERICAS,1114,AVENIDA,CONVENCION DE 1914 SUR,0,NA,",,,",AVENIDA,QUINTA,2,0,22,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,BICICLETA,BICICLETA,3,0,2500,false,1,1,1,TRANSEUNTE,-102.29790000,550,-102.29799154,21.86610940
210358593,30421,ROBO TRANSEUNTE,4,2021-04-07,14,3,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,PENSADORES MEXICANOS ORIENTE,3,4,56,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,MOTOCICLETA,MOTOCICLETA,3,0,5000,false,1,1,1,TRANSEUNTE,-102.26100000,551,-102.26100111,21.91484902
210362209,30421,ROBO TRANSEUNTE,4,2021-04-07,14,3,5,COLONIA,EJIDAL,196,CALLE,CONSTITUCION,0,NA,",,,",CALLE,20 DE NOVIEMBRE,7,23,13,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,N,N,3,0,5000,false,1,1,1,TRANSEUNTE,-102.35100000,552,-102.35107216,21.96915709
210341294,30422,ROBO TRANSEUNTE,4,2021-04-07,14,3,1,COLONIA,DEL TRABAJO,477,AVENIDA,CONVENCION DE 1914 ORIENTE,0,NA,",,,",CALLE,57,4,9,55,0,false,false,9,NA,NA,0,NA,0,1 MUJER OBESA CON ACENTO SUREï¿½O,ND,0,0,false,N,N,40,0,0,false,1,1,2,OPORTUNISTA,-102.27290000,553,-102.27295635,21.88715760
210356706,30421,ROBO TRANSEUNTE,4,2021-04-07,14,3,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,AVENIDA,CONVENCION DE 1914 ORIENTE,0,NA,",,,",AVENIDA,PASEO DE LA CRUZ,5,18,30,0,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,MOTOCICLETA,MOTOCICLETA,3,0,0,false,1,13,1,TRANSEUNTE,-102.27100000,554,-102.27100706,21.87344201
210361375,30421,ROBO TRANSEUNTE,4,2021-04-07,14,3,6,COMUNIDAD,MIGUEL ALEMAN SECADORA,221P,CARRETERA,45 AGUASCALIENTES - ZACATECAS,0,NA,",,,",N,N,7,20,40,0,false,true,3,NA,NA,0,NA,0,3 HOMBRES,ND,0,0,false,N,N,3,0,0,false,1,20,1,TRANSEUNTE,-102.28360000,555,-102.28362386,22.12427811
210358787,30421,ROBO TRANSEUNTE,4,2021-04-07,14,3,1,FRACCIONAMIENTO,SAN SEBASTIAN,321P,CALLE,SAN SEBASTIAN,0,NA,",,,",CALLE,SAN NICOLAS,5,8,8,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,JOSE MIGUEL DIAZ ONTIVEROS 35 Aï¿½OS,1,0,false,N,N,"3,14",0,0,true,1,4,1,TRANSEUNTE,-102.27070000,556,-102.27079210,21.81946907
210359794,30422,ROBO TRANSEUNTE,4,2021-04-07,14,3,3,COMUNIDAD,LA PANADERA,137P,CALLE,ALAMEDA,0,NA,"408,,,",CALLE,ND,7,12,50,0,false,false,9,NA,NA,0,NA,0,2 MUJERES COMPLEXION ROBUSTA UNA  DE ELLAS CON UN LUNAR EN LA CARA,ND,0,0,false,COCHE,NISSAN TSURU COLOR ROJO,28,20000,20000,false,1,1,1,TIMO,-102.69710000,557,-102.69716186,21.86487429
210361482,30421,ROBO TRANSEUNTE,4,2021-04-07,14,3,5,COMUNIDAD,TEPETATES,191P,CALLE,AGUSTIN MELGAR,0,NA,",,,",CALLE,LOERA,7,21,19,0,false,true,4,NA,NA,0,NA,0,3 HOMBRES,ND,0,1,false,N,N,"27,29",0,0,false,1,1,1,TRANSEUNTE,-102.32670000,558,-102.32679792,21.95849769
210362626,30421,ROBO TRANSEUNTE,4,2021-04-08,14,4,6,COLONIA,PROGRESO NORTE,100R,CARRETERA,45 AGUASCALIENTES ZACATECAS,0,NA,",,,",CARRETERA,19 ENT PABELLON DE ARTEAGA SAN JOSE DE GRACIA,7,1,55,0,false,true,4,NA,NA,0,NA,0,2 HOMBRES UNO DE 17 Aï¿½OS DE EDAD APROX AMBOS DE COMPLEXION DELGADA,ND,0,0,false,BICICLETA,BICICLETA,"3,11,28,31",1000,25000,false,1,1,1,TRANSEUNTE,-102.29340000,559,-102.29347804,22.14696455
210362888,30421,ROBO TRANSEUNTE,4,2021-04-08,14,4,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE TRINIDAD VELA SALAS,0,NA,",,,",CALLE,ISABEL JIMENEZ DIAZ,4,4,32,0,false,true,"3,4",NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,N,N,3,0,0,false,1,1,1,TRANSEUNTE,-102.23610000,560,-102.23617604,21.87227368
210372054,30422,ROBO TRANSEUNTE,4,2021-04-10,14,6,1,FRACCIONAMIENTO,VNSA SECTOR ALAMEDA,516,CALLE,DOMINGO VELASCO,0,NA,"832,,,",CALLE,ISAAC DE LA PEï¿½A,3,7,47,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,N,N,3,0,0,false,1,1,1,TRANSEUNTE,-102.26560000,561,-102.26562287,21.93217564
210367110,30422,ROBO TRANSEUNTE,4,2021-04-09,14,5,1,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,CALLE,PALMA MEXICANA,0,NA,"118,,,",CALLE,PALMA REAL,5,5,54,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,N,N,"3,14",0,0,false,1,21,1,TRANSEUNTE,-102.24000000,562,-102.24007444,21.86539997
210368145,30422,ROBO TRANSEUNTE,4,2021-04-09,14,5,1,FRACCIONAMIENTO,LA CONCORDIA,672,AVENIDA,CONVENCION DE 1914 PONIENTE,0,NA,",,,",CALLE,JARDINES ETERNOS,6,13,4,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,N,N,3,0,0,false,1,1,2,OPORTUNISTA,-102.31260000,563,-102.31260788,21.88993560
210369356,30421,ROBO TRANSEUNTE,4,2021-04-09,14,5,1,FRACCIONAMIENTO,VERSALLES II,1071,AVENIDA,DOCTOR MARIANO AZUELA,0,NA,",,,",CALLE,FRANCISCO GUZMAN,2,17,56,0,false,true,3,NA,NA,0,NA,0,2 HOMBRES UNO DE ELLOS DE ESTATURA BAJA TEZ MORENO,ND,0,0,false,BICICLETA,BICICLETA,"2,11",0,5000,false,1,2,1,TRANSEUNTE,-102.31460000,564,-102.31461128,21.85502410
210371559,30421,ROBO TRANSEUNTE,4,2021-04-10,14,6,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,EL MOCHO,4,4,34,0,false,true,1,NA,NA,0,NA,0,ND,ND,0,0,false,N,N,"3,28",450,3950,false,1,1,1,TRANSEUNTE,-102.24700000,565,-102.24705244,21.87686952
210373190,30422,ROBO TRANSEUNTE,4,2021-04-10,14,6,6,COLONIA,ZONA CENTRO,94,CALLE,GLORIETA PLUTARCO ELIAS CALLES,0,NA,"54,,,",CALLE,SANTOS DEGOLLADO,7,14,9,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,N,N,"3,29,31",0,0,false,1,1,1,OPORTUNISTA,-102.27870000,566,-102.27874613,22.14699363
210373489,30421,ROBO TRANSEUNTE,4,2021-04-10,14,6,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,ANTONIO DIAZ SOTO Y GAMA,0,NA,",,,",CALLE,GENERAL JULIAN MEDINA,2,15,25,0,false,true,3,NA,NA,0,NA,0,1 HOMBRE TATUADO DE LA CARA Y CUERPO EDAD APROX 25 Aï¿½OS DE EDAD,ND,0,0,false,N,N,3,0,3000,false,1,1,1,TRANSEUNTE,-102.30680000,567,-102.30686487,21.84700956
210373864,30422,ROBO TRANSEUNTE,4,2021-04-10,14,6,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,1121,AVENIDA,DEL REY,0,NA,",,,",CALLE,CAROLINA VILLANUEVA,5,17,1,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,EL PERI,0,0,false,N,N,14,0,4000,true,1,6,1,MARIPOSA,-102.25410000,568,-102.25418308,21.83994373
210373910,30421,ROBO TRANSEUNTE,4,2021-04-10,14,6,1,FRACCIONAMIENTO,BOSQUES DEL PRADO,847,AVENIDA,UNIVERSIDAD,0,NA,"1005,,,",CALLE,SIERRA FRIA,6,17,14,0,false,true,4,NA,NA,0,NA,0,2 HOMBRES COMPLEXION ROBUSTA TEZ MORENO,ND,0,0,false,COCHE,CHEVROLET CAVALIER COLOR GRIS PLACAS Y08ZZV,15,0,100000,false,1,1,1,TRANSEUNTE,-102.31400000,569,-102.31404451,21.91786252
210374170,30422,ROBO TRANSEUNTE,4,2021-04-10,14,6,5,FRACCIONAMIENTO,RUISEÑORES,338P,CALLE,CAMINO A LA RINCONADA,0,NA,",,,",AVENIDA,RUISEï¿½ORES,7,18,36,0,false,false,9,NA,NA,0,NA,0,3 PERSONAS,ND,0,0,false,N,N,"6,28",100,100,false,1,25,1,TRANSEUNTE,-102.32960000,570,-102.32969690,21.96592219
210374741,30421,ROBO TRANSEUNTE,4,2021-04-10,14,6,5,COLONIA,EJIDAL,196,AVENIDA,SOLIDARIDAD,0,NA,",,,",CALLE,CAMINO A LA POSTA,7,20,38,0,false,true,"1,3",NA,NA,0,NA,0,8 PERSONAS,ND,0,1,false,CAMIONETA,CAMIONETA,"3,28,29",1000,1000,false,1,6,1,TRANSEUNTE,-102.35430000,571,-102.35431659,21.96518785
210376547,30421,ROBO TRANSEUNTE,4,2021-04-11,14,7,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,CALLE,FAISAN,0,NA,",,,",ANDADOR,PEï¿½ASCO,2,2,48,0,false,true,"1,3",NA,NA,0,NA,0,6 HOMBRES UNO DE ELLOS MIDE 175 APROX TEZ MORENO,ND,0,1,false,ND,ND,3,0,0,false,1,57,1,TRANSEUNTE,-102.29730000,572,-102.29734935,21.84268838
210376634,30421,ROBO TRANSEUNTE,4,2021-04-11,14,7,5,COLONIA,LOS ARROYITOS,230,AVENIDA,ALEJANDRO DE LA CRUZ,0,NA,"199,,,",CALLE,EMILIANO ZAPATA,7,3,3,0,false,true,7,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,N,N,3,0,0,false,1,2,1,TRANSEUNTE,-102.33960000,573,-102.33965847,21.97296696
210378202,30422,ROBO TRANSEUNTE,4,2021-04-11,14,7,1,COLONIA,SAN PABLO,921,CALLE,EJERCITO NACIONAL,0,NA,",,,",CALLE,RIO SAN PEDRO,6,12,45,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE EX PAREJA,ND,0,0,false,N,N,39,0,0,false,1,26,1,TRANSEUNTE,-102.29970000,574,-102.29976886,21.89149053
210381977,30422,ROBO TRANSEUNTE,4,2021-04-12,15,1,1,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,FAISAN,0,NA,",,,",ND,ND,2,3,20,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,"3,26,28",26000,26000,false,1,13,2,TRANSEUNTE,-102.29720000,575,-102.29728068,21.84638033
210383195,30421,ROBO TRANSEUNTE,4,2021-04-12,15,1,1,FRACCIONAMIENTO,LA ESTRELLA,483,CALLE,OBRERO MUNDIAL,0,NA,",,,",CALLE,ARIES,3,14,11,0,false,true,3,NA,NA,0,NA,0,3 MUJERES UNA DE ELLAS COMPLEXION OBESA CABELLO RUBIO OTRA MUJER DE 40 Aï¿½OS APROX Y UNA JOVEN DE 23 Aï¿½OS APROX,ND,0,0,false,COCHE,AVEO COLOR GRIS,15,0,0,false,1,1,1,TRANSEUNTE,-102.28070000,576,-102.28077448,21.90238996
210383954,30421,ROBO TRANSEUNTE,4,2021-04-12,15,1,2,COLONIA,CENTRO,305,CALLE,MADERO,0,NA,",,,",CALLE,OLIVARES SANTANA,7,17,30,0,false,true,1,NA,NA,0,NA,0,6 HOMBRES,ND,0,1,false,N,N,39,0,0,false,1,1,8,TRANSEUNTE,-102.02060000,577,-102.02065048,22.19449598
210392892,30421,ROBO TRANSEUNTE,4,2021-04-14,15,3,1,FRACCIONAMIENTO,CUMBRES III,320P,CALLE,JOSE ANGEL CONCHELLO DAVILA,0,NA,",,,",CALLE,MIGUEL ALEMAN,3,19,9,0,false,true,3,NA,NA,0,NA,0,7 HOMBRES,ND,0,0,false,N,N,3,0,0,true,1,57,1,TRANSEUNTE,-102.23800000,578,-102.23807330,21.92175866
210392025,30422,ROBO TRANSEUNTE,4,2021-04-14,15,3,6,FRACCIONAMIENTO,POPULAR,89,CALLE,NOVENA,0,NA,110,CALLE,16 DE SEPTIEMBRE,7,14,57,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,N,N,3,0,0,true,1,1,1,TRANSEUNTE,-102.27490000,579,-102.27494271,22.13763699
210392809,30422,ROBO TRANSEUNTE,4,2021-04-14,15,3,1,FRACCIONAMIENTO,VNSA SECTOR ALAMEDA,516,CALLE,VALLE DE LOS ROMERO,0,NA,"912,,,",CALLE,RODRIGO RINCON GALLARDO,3,18,51,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,N,N,3,0,0,false,1,1,2,OPORTUNISTA,-102.26370000,580,-102.26372990,21.93452944
210385734,30421,ROBO TRANSEUNTE,4,2021-04-13,15,2,1,FRACCIONAMIENTO,BAJIO DE LAS PALMAS,533,CALLE,IXTLAHUATL,0,NA,",,,",CALLE,PALMA ABANICO,5,0,54,0,true,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,1,0,false,N,N,3,0,0,false,1,4,1,TRANSEUNTE,-102.24030000,581,-102.24033280,21.86330371
210386166,30421,ROBO TRANSEUNTE,4,2021-04-13,15,2,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,AVENIDA,PASEO DE LA ASUNCION,0,NA,",,,",ANDADOR,DE LA AURORA,2,5,17,0,false,true,3,NA,NA,0,NA,0,4 HOMBRES,ND,0,0,false,ND,ND,14,0,0,false,1,1,1,MARIPOSA,-102.30140000,582,-102.30145965,21.84346239
210386815,30422,ROBO TRANSEUNTE,4,2021-04-13,15,2,6,FRACCIONAMIENTO,POPULAR,89,CALLE,LAZARO CARDENAS,0,NA,1064,CALLE,FELIPE ANGELES,7,10,57,0,false,false,9,NA,NA,0,NA,0,1 MUJER ESPOSA DEL SALADO,ND,0,0,false,N,N,28,500,500,false,1,1,1,OPORTUNISTA,-102.27700000,583,-102.27708235,22.14146103
210392755,30421,ROBO TRANSEUNTE,4,2021-04-14,15,3,1,FRACCIONAMIENTO,MORELOS II,622,CALLE,VALERIO TRUJANO,0,NA,",,,",CALLE,30 DE SEPTIEMBRE,5,18,15,0,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,N,N,"3,29",0,4000,false,1,1,1,TUMBADOR,-102.25790000,584,-102.25796729,21.85126091
210397732,30422,ROBO TRANSEUNTE,4,2021-04-15,15,4,1,FRACCIONAMIENTO,INF MORELOS,616,CALLE,PALENQUE,0,NA,",,,",ANDADOR,SEGUNDO PALENQUE,5,22,51,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,N,N,28,0,0,false,1,2,1,TRANSEUNTE,-102.25560000,585,-102.25565440,21.86281628
210395681,30422,ROBO TRANSEUNTE,4,2021-04-15,15,4,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,REINAS DE LA FERIA,0,NA,",,,",AVENIDA,SIGLO XXI,4,13,6,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,BICICLETA,BICICLETA,29,0,0,false,1,6,1,TRANSEUNTE,-102.25380000,586,-102.25389670,21.89960456
210396605,30422,ROBO TRANSEUNTE,4,2021-04-15,15,4,5,FRACCIONAMIENTO,AYUNTAMIENTO,223,PRIVADA,TERCERA GUADALUPE VICTORIA,0,NA,"302,,,",CALLE,GUADALUPE VICTORIA,7,18,5,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES UNO DE 14 Aï¿½OS Y OTRO DE 16 APROX,ND,0,0,false,BICICLETA,BICICLETA COLOR BLANCA CON LLANTAS ROJAS,3,0,7000,false,1,1,1,TUMBADOR,-102.34900000,587,-102.34904011,21.96569359
210400608,30422,ROBO TRANSEUNTE,4,2021-04-16,15,5,1,COLONIA,COL OJO DE AGUA,986,CALLE,CRUCITAS,0,NA,",,,",AVENIDA,CONVENCION DE 1914 SUR,5,16,10,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,N,N,3,0,0,false,1,13,1,TUMBADOR,-102.28010000,588,-102.28014754,21.86687932
210400676,30422,ROBO TRANSEUNTE,4,2021-04-16,15,5,1,COLONIA,EL RIEGO,767,AVENIDA,SIGLO XXI,0,NA,",,,",AVENIDA,DE LA ESPIGA,4,16,26,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,N,N,3,0,6000,false,1,1,1,TRANSEUNTE,-102.25290000,589,-102.25298893,21.89160255
210409839,30422,ROBO TRANSEUNTE,4,2021-04-18,15,7,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,AVENIDA,RODOLFO LANDEROS GALLEGOS,0,NA,",,,",CALLE,MARIA DEL CARMEN HERRERA R,4,14,3,0,false,false,9,NA,NA,0,N,0,ND,ND,0,0,false,N,N,3,0,0,false,1,1,1,OPORTUNISTA,-102.25110000,590,-102.25115126,21.90266970
210398784,30421,ROBO TRANSEUNTE,4,2021-04-16,15,5,5,FRACCIONAMIENTO,BUENAVISTA,198,ND,ND,0,NA,",,,",ND,ND,7,5,25,0,false,true,4,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,N,N,"3,28,29,40",0,5000,false,1,1,1,TRANSEUNTE,-102.35690000,591,-102.35697106,21.96831277
210402645,30422,ROBO TRANSEUNTE,4,2021-04-17,15,6,1,BARRIO,DE GUADALUPE,910,CALLE,ARELLANO,0,NA,",,,",CALLE,LARREATEGUI,1,1,25,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,N,N,"3,39",0,0,false,1,25,1,TRANSEUNTE,-102.30330000,592,-102.30330173,21.88631749
210403007,30421,ROBO TRANSEUNTE,4,2021-04-17,15,6,1,FRACCIONAMIENTO,LAS BRISAS,677,AVENIDA,AGUASCALIENTES PONIENTE,0,NA,",,,",CALLE,ANTIGUO CAMINO A SAN IGNACIO,6,0,54,0,false,true,1,NA,NA,0,NA,0,ND,ND,0,0,false,N,N,"3,28,29",5000,5000,false,1,1,1,TRANSEUNTE,-102.31690000,593,-102.31692663,21.89837485
210405596,30422,ROBO TRANSEUNTE,4,2021-04-17,15,6,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION I,848,CALLE,CERRO DEL LAUREL,0,NA,",,,",CALLE,VALLE DE GUADALUPE,6,17,53,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,COCHE,TIPO VERSA COLOR BLANCO,3,0,0,false,1,1,1,TRANSEUNTE,-102.30660000,594,-102.30661042,21.92320176
210410615,30421,ROBO TRANSEUNTE,4,2021-04-18,15,7,1,FRACCIONAMIENTO,BOULEVARES 1A SECCION,1047,CALLE,MARIANO ABAD MIRAMONTES,0,NA,",,,",CALL,DIEGO FERNANDEZ VILLA,2,17,5,0,false,true,"1,3",NA,NA,0,NA,0,3 HOMBRES UNO DE ELLOS TIENE UNA SERPIENTE TATUADA EN EL BRAZO,ND,0,0,false,COCHE,TIPO VERSA COLOR PLATEADO,"6,29,40",0,0,false,1,1,1,TRANSEUNTE,-102.30310000,595,-102.30318078,21.85577451
210411538,30422,ROBO TRANSEUNTE,4,2021-04-18,15,7,1,FRACCIONAMIENTO,OJOCALIENTE III,525,AVENIDA,SIGLO XXI,0,NA,",,,",CALLE,EL SALITRE,4,20,39,0,false,false,9,NA,NA,0,NA,0,1 MUJER,ND,1,0,false,N,N,"3,29",0,0,false,1,4,1,TRANSEUNTE,-102.24650000,596,-102.24657935,21.87465681
210415842,30422,ROBO TRANSEUNTE,4,2021-04-19,16,1,11,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SANTIAGO,0,NA,"502,,,",CALLE,TEXCOCO,7,19,11,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE DE 160 DE ESTATURA APROX  TEZ MORENO COMPLEXION DELGADO,ND,0,0,false,N,N,3,0,0,false,1,20,2,OPORTUNISTA,-102.24860000,597,-102.24865945,21.95818503
210414324,30422,ROBO TRANSEUNTE,4,2021-04-19,16,1,1,FRACCIONAMIENTO,MORELOS I,1120,CALLE,PEDRO ASCENCIO,0,NA,"704,,,",CALLE,MAYO DE 1812,5,12,50,0,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,BICICLETA,BICICLETA COLOR VERDE AZULADO,3,0,8000,false,1,1,2,OPORTUNISTA,-102.26020000,598,-102.26027861,21.85541950
210414557,30422,ROBO TRANSEUNTE,4,2021-04-19,16,1,1,FRACCIONAMIENTO,VISTAS DEL SOL I,771,CALLE,RESOLANA,0,NA,",,,",AVENIDA,ARQUEROS,5,13,55,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,BICICLETA,BICICLETA COLOR ROJO,3,0,5000,false,1,1,1,TRANSEUNTE,-102.26910000,599,-102.26916983,21.86064034
210416284,30422,ROBO TRANSEUNTE,4,2021-04-19,16,1,1,FRACCIONAMIENTO,JESUS TERAN PEREDO,587,PROLONGACION,TABACHIN,0,NA,",,,",CALLE,CHOPO,5,16,0,0,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,N,N,14,0,3500,false,1,6,1,MARIPOSA,-102.27350000,600,-102.27351470,21.87310631
210414952,30422,ROBO TRANSEUNTE,4,2021-04-19,16,1,1,FRACCIONAMIENTO,LAS AMERICAS,406,CALLE,REPUBLICA DE GUATEMALA,0,NA,",,,",AVENIDA,QUINTA,2,15,42,0,false,false,9,NA,NA,0,NA,0,1 HOMBRE CONDUCTOR DE TAXI,ND,0,0,false,TAXI,TAXI COLOR BLANCO nUMERO 075,28,500,500,false,1,2,1,TRANSEUNTE,-102.29820000,601,-102.29822091,21.86527634
210413301,30421,ROBO TRANSEUNTE,4,2021-04-19,16,1,1,COLONIA,DEL TRABAJO,477,AVENIDA,ALAMEDA,0,NA,",,,",CALLE,FRANCISCO GONZALEZ BOCANEGRA,4,5,14,0,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,N,N,28,4000,4000,false,1,1,1,TRANSEUNTE,-102.27190000,602,-102.27198861,21.88426286
