FOLIO,MES,FECHA,DIA_SEM,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,DESTACAMEN,HORA,MINUTOS,H_DIAS_S,H_MR_0_6,H_M_6_12,H_T_12_19,H_N_19_24,H_MR_MA,H_MR_TAR,H_MR_NO,H_MAN_TAR,H_MAN_NOC,H_MAN_MR,H_TAR_MR,H_TAR_MA,H_TAR_NOC,H_NOC_MR,H_NOC_MA,H_NOC_TA,H_DIA_SOLA,H_MED_MA_A,H_MED_MA_B,H_MED_TA_A,H_MED_TA_B,H_MED_NO_A,H_MED_NO_B,H_MED_MR_A,H_MED_MR_B,SIN_DAT,EN_PROCESO,C_VIOLENC,TIPO_ARMA,DETENIDO,SOSPECHOSO,RECUPERADO,I_AZOTEA,I_DOMO,I_PAR_TRAS,I_PAR_DELA,I_VENTANA,I_BOQUETE,SIN_INF,DINERO,CANTIDAD,PANTALLA,COMPUTO,CELULAR,DVD_BLU,EST_TEA_BO,TECNOLOG,SE_TV_PAGA,ELECTRODOM,MOBILIARIO,ACABADOS,HERRAM,ROPA,JUGUETERIA,BICI_TRIC,JOYERIA,UTENS_COC,CAJAFUERTE,ACC_VEHIC,TANQUE_GAS,MAT_CONSTR,MASCOTAS,VEHICULO,OTROS,SIN_DATOS,MONTO_APRO,OID,FERIA,INCIDENTE,LONG,LAT
189978,AGOSTO,2017-08-01,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REAL DEL SOL,492R,CALLE,CATARATAS DEL NIAGARA,0,573,NULO,0,NULO,VALLARTA,SIN DATOS,SIN DATOS,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,2014,,Robo a casa habitación,-102.23555627,21.88734310
190059,AGOSTO,2017-08-01,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MORELOS I,1120,CALLE,CONGRESO DE CHILPANCINGO,0,413,NULO,0,NULO,HERMANOS GALEANA,MEXICO LIBRE,ARTILLERO MIER,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,,Robo a casa habitación,-102.26447376,21.85472862
190075,AGOSTO,2017-08-01,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,REAL DEL SOL,492R,CALLE,SOLSTICIO,0,401,B,0,NULO,SIN DATOS,SIN DATOS,SIN DATOS,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,,Robo a casa habitación,-102.23646500,21.88698475
190123,AGOSTO,2017-08-02,MIERCOLES,JESUS MARIA,URBANA,FRACCIONAMIENTO,ARBOLEDAS PASO BLANCO,114,CALLE,MOLUCA,0,215,NULO,0,NULO,SAN EMILION,EMPERADOR,CEDRO,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2017,,Robo a casa habitación,-102.30027261,21.96250823
190235,AGOSTO,2017-08-02,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DEL SOL I,771,CALLE,SOLEADO,0,320,NULO,0,NULO,PUESTA PICACHO,ARQUEROS,NUBLADO,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,0,1,0,0,1,20000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,2018,,Robo a casa habitación,-102.27048002,21.86211681
190257,AGOSTO,2017-08-02,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,SANTA CATALINA,0,302,NULO,0,NULO,SAN FEDERICO,SAN PEDRO,SANTA MARIA,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,,Robo a casa habitación,-102.24717335,21.90743606
190292,AGOSTO,2017-08-02,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PANORAMA,670,CALLE,MIRAFLORES,0,202,NULO,0,NULO,MONTEBELLO,VISTAHERMOSA,PAISAJE,POCITOS,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,,Robo a casa habitación,-102.31418950,21.88860931
190299,AGOSTO,2017-08-02,MIERCOLES,AGUASCALIENTES,URBANA,EJIDO,SALTO DE OJOCALIENTE,580,CALLE,20 DE NOVIEMBRE,0,119,NULO,0,NULO,IGNACIO ALLENDE,FRANCISCO VILLA,JOSEFA ORTIZ DE DOMINGUEZ,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NO,NO,NO,NO,TSURU VERDE CALCOMANIA EN COFRE,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,,Robo a casa habitación,-102.24882421,21.86684481
190359,AGOSTO,2017-08-02,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VERSALLES II,1071,CALLE,GILBERTO LOPEZ VELARDE,0,126,NULO,0,NULO,BELISARIO DOMINGUEZ,GENERAL FRANCISCO CARRERA TORRES,DOCTOR JOSE L AVILA PARDO,INSURGENTES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,,Robo a casa habitación,-102.30771875,21.85511446
190396,AGOSTO,2017-08-02,MIERCOLES,AGUASCALIENTES,URBANA,COMUNIDAD,LOMA DE LOS NEGRITOS,21P,CALLE,LICENCIADO CARLOS SALINAS DE GORTARI,0,1,NULO,0,NULO,CAMINO A LOS NEGRITOS,CELSO BARRIENTOS DELGADO,NINGUNO,INSURGENTES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,,Robo a casa habitación,-102.34813265,21.87045115
190875,AGOSTO,2017-08-02,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,ILIO,0,204,D,0,NULO,MAURITANIA,RANCHO SAN ANTONIO,KALAMARIA,MORELOS,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SI,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,,Robo a casa habitación,-102.26856975,21.81004783
190887,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,INSURGENTES,725R,ANDADOR,CIRCUITO YABIA,0,169,NULO,0,NULO,CABUYA,SIN DATOS,SIN DATOS,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2025,,Robo a casa habitación,-102.23120286,21.87619399
190959,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA MONTAÑA,501R,CALLE,MONTE CERVINO,0,220,NULO,0,NULO,FRANCISCO DE J HERRERA,SIN DATOS,SIN DATOS,TERAN NORTE,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SI,NO,NO,NO,NO,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,,Robo a casa habitación,-102.26068682,21.94042156
191117,AGOSTO,2017-08-03,JUEVES,JESUS MARIA,URBANA,COLONIA,EL CALVARIO,220,CALLE,NIAGARA NORTE,0,703,NULO,0,NULO,CALVARIO,NINGUNO,AGUSTIN DE ITURBIDE,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,1,1500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,2027,,Robo a casa habitación,-102.34525612,21.96788935
191180,AGOSTO,2017-08-03,JUEVES,ASIENTOS,URBANA,COMUNIDAD,CALDERA,86P,CALLE,BOULEVARD LUIS DONALDO COLOSIO M,0,0,SN,0,NULO,20 DE NOVIEMBRE,LOMAS,SIN NOMBRE,ASIENTOS,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO,NO,NO,NO,HIJO,NO,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,2028,,Robo a casa habitación,-102.19020229,22.15679837
191208,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL PUERTECITO,508R,CALLE,PUERTA DE BALBOA,0,122,A,0,NULO,RODRIGO RINCON GALLARDO,PUERTO VACAMONTE,SIN DATOS,TERAN NORTE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2029,,Robo a casa habitación,-102.26875235,21.93658830
191293,AGOSTO,2017-08-03,JUEVES,JESUS MARIA,URBANA,COLONIA,ZONA CENTRO,192,AVENIDA,SAN LORENZO,0,0,SN,0,NULO,LOS ARQUITOS,NIAGARA,CENTENARIO,JESUS MARIA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,1,1000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4000,2030,,Robo a casa habitación,-102.34747169,21.96084473
191335,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,COMUNIDAD,NORIAS DE OJOCALIENTE,353,CALLE,16 DE SEPTIEMBRE,0,104,NULO,0,NULO,2 DE NOVIEMBRE,10 DE MAYO,NINGUNO,TERAN SUR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,,Robo a casa habitación,-102.21216999,21.89519799
191356,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,CALLE,VALLARTA 216,0,25,NULO,0,NULO,GRAN CAÑON,VALLARTA,SERENGUETI,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,1,0,0,0,0,1,3600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,2032,,Robo a casa habitación,-102.23774155,21.88185550
191391,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA DISERIO,0,0,NULO,0,NULO,VILLA CLARA,VILLA CONSTITUCION,VILLA SERRANA,TERAN NORTE,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,NO,NO,ESTACAS BLANCA,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2033,,Robo a casa habitación,-102.24822668,21.92702558
191401,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMA BONITA,1037,CALLE,1917,0,305,NULO,0,NULO,ARTICULO NUMERO 3,CONSTITUCION,1857,INSURGENTES,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,NO,NO,SI,HERMANO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2034,,Robo a casa habitación,-102.34115638,21.85366367
191404,AGOSTO,2017-08-03,JUEVES,JESUS MARIA,URBANA,FRACCIONAMIENTO,SOLAR DE JONACATIQUE,205,AVENIDA,ALEJANDRO DE LA CRUZ,0,0,SN,0,NULO,MARCOS DE SAUCEDO,NINGUNO,NINGUNO,JESUS MARIA,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035,,Robo a casa habitación,-102.35405603,21.97324698
191545,AGOSTO,2017-08-03,JUEVES,JESUS MARIA,URBANA,COMUNIDAD,LA TOMATINA,192P,CARRETERA,70 PTE,0,0,SD,0,NULO,LA TOMATINA,NINGUNO,NINGUNO,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2036,,Robo a casa habitación,-102.41299600,21.89502078
191606,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DEL SOL II,614,CALLE,NUBLADO,0,105,NULO,0,NULO,ALBORADA,AMANECER,SOLEADO,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2037,,Robo a casa habitación,-102.26679934,21.86245481
191620,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,COLINAS DE ORIENTE,460,CALLE,NEPAL,0,110,NULO,0,NULO,HIGUERA,GOBERNANTES,CHINA,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,2038,,Robo a casa habitación,-102.26059095,21.90272170
191628,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDA SAN MARCOS,317P,CALLE,HACIENDA SANTORAL,121,0,NULO,0,NULO,SIN DATOS,SIN DATOS,SIN DATOS,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000,2039,,Robo a casa habitación,-102.27045750,21.80498662
191631,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,UNIDAD HABITACIONAL,J GUADALUPE POSADA,908,CALLE,JOSE MARIA VELASCO,0,106,NULO,0,NULO,NINGUNO,AMADOR ROMAN,SATURNINO HERRAN,POCITOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2040,,Robo a casa habitación,-102.31180602,21.88290460
191664,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,FRIGIA,0,114,B,0,NULO,RANCHO SAN ANTONIO,SIN DATOS,GALIA,MORELOS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2041,,Robo a casa habitación,-102.26721265,21.81074457
191742,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,DE LA TORTOLA,4MC,0,NULO,13,NULO,PASEO AVE DEL PARAISO,PASEO DE LA ASUNCION,PASEO AVE DEL PARAISO,INSURGENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,2042,,Robo a casa habitación,-102.30079059,21.84622343
191747,AGOSTO,2017-08-03,JUEVES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES,769,CERRADA,DE ALCORNOQUE,0,140,NULO,0,NULO,ALFA Y OMEGA,DEL LAUREL PONIENTE,DE HINOJO,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,1,1000,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,20000,2043,,Robo a casa habitación,-102.24242304,21.90382077
191783,AGOSTO,2017-08-04,VIERNES,JESUS MARIA,URBANA,FRACCIONAMIENTO,RUISEÑORES,338P,CIRCUITO,FAISAN,0,124,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2044,,Robo a casa habitación,-102.33163958,21.96821948
192012,AGOSTO,2017-08-04,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MEXICO,1081,CALLE,SONORA,0,137,NULO,0,NULO,AGUASCALIENTES SUR,CASA BLANCA,HEROE DE NACOZARI SUR,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,INQUILINOS,NO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2045,,Robo a casa habitación,-102.28211666,21.86098247
192029,AGOSTO,2017-08-04,VIERNES,CALVILLO,URBANA,COMUNIDAD,MESA GRANDE,133P,CARRETERA,51,0,0,SN,0,NULO,NINGUNO,NINGUNO,NINGUNO,CALVILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,,Robo a casa habitación,-102.72314044,21.80905509
192072,AGOSTO,2017-08-04,VIERNES,PABELLON DE ARTEAGA,URBANA,COLONIA,PROGRESO NORTE,100,CALLE,FRANCISCO SERNA DE LARA NORTE,0,203,NULO,0,NULO,ANDRES DELGADO DE LIRA,PLUTARCO ELIAS CALLES,NICOLAS ESPARZA SUSTAITA NORTE,PABELLON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1500,2047,,Robo a casa habitación,-102.28400576,22.14772228
192113,AGOSTO,2017-08-04,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DE VISTABELLA,604,AVENIDA,AJEDRECISTAS,0,742,NULO,0,NULO,VISTA DE LA MONTAÑA,MEXICO LIBRE,VISTA DEL AMANECER,MORELOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,,Robo a casa habitación,-102.26136598,21.84432090
192170,AGOSTO,2017-08-04,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,SASSARI,0,116,D,0,NULO,MENORCA,RANCHO SAN ANTONIO,SIRACUSA,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049,,Robo a casa habitación,-102.26490958,21.80833634
192234,AGOSTO,2017-08-04,VIERNES,JESUS MARIA,RURAL,COMUNIDAD,PASO BLANCO,185P,CALLE,LAS GARDENIAS,0,117,NULO,0,NULO,GUADALUPE VICTORIA,LOPEZ PORTILLO,SAN ANTONIO,JESUS MARIA,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,,Robo a casa habitación,-102.31869265,21.97312360
192276,AGOSTO,2017-08-04,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,FUNDICION,681,AVENIDA,FUNDICION,0,2402,NULO,0,NULO,ESTAÑO,CANAL INTERCEPTOR,PEDRO GARCIA ROJAS,POCITOS,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7000,2051,,Robo a casa habitación,-102.31548625,21.90147644
192360,AGOSTO,2017-08-04,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,AGUA CLARA,576,CALLE,CHILE,0,530,NULO,0,NULO,HUACHICHIL,AJONJOLI,CERRO DE LOS GALLOS,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,2052,,Robo a casa habitación,-102.25168588,21.86490504
192399,AGOSTO,2017-08-04,VIERNES,ASIENTOS,RURAL,COMUNIDAD,CIENEGA GRANDE,305,CALLE,LAGO AZUL,0,111,NULO,0,NULO,VENECIA,ALVARO OBREGON,MORELOS,ASIENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2053,,Robo a casa habitación,-102.01775845,22.19739703
192413,AGOSTO,2017-08-04,VIERNES,SAN FRANCISCO DE LOS ROMO,URBANA,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,CAJITITLAN,0,510,2,0,NULO,TEXCOCO,TENAYUCA,CHAPALA,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,2054,,Robo a casa habitación,-102.24738633,21.95654857
192414,AGOSTO,2017-08-04,VIERNES,AGUASCALIENTES,URBANA,COMUNIDAD,NORIAS DE OJOCALIENTE,353,CALLE,24 DE DICIEMBRE,0,109,NULO,0,NULO,NINGUNO,16 DE SEPTIEMBRE,5 DE MAYO,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,NO,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,2055,,Robo a casa habitación,-102.21278785,21.89560499
192448,AGOSTO,2017-08-04,VIERNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS BOSQUES,780,CALLE,MONTES HIMALAYA,0,206,NULO,0,NULO,MONTE EVEREST,SAN JUAN DE LOS LAGOS,CERRO DEL LAUREL,POCITOS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,0,0,0,1,0,0,0,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2000,2056,,Robo a casa habitación,-102.31215928,21.92229133
