FOLIO,MES,FECHA,DIA_SEM,MUNICIPIO,LOCALIDAD,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,ED_INC,NUM_EXT,NUM_EXTC,NUM_INT,NUM_INTC,VIAL_1_INC,VIAL_2_INC,VIAL_P_INC,DESTACAMEN,HORA,MINUTOS,H_DIAS_S,H_MR_0_6,H_M_6_12,H_T_12_19,H_N_19_24,H_MR_MA,H_MR_TAR,H_MR_NO,H_MAN_TAR,H_MAN_NOC,H_MAN_MR,H_TAR_MR,H_TAR_MA,H_TAR_NOC,H_NOC_MR,H_NOC_MA,H_NOC_TA,H_DIA_SOLA,H_MED_MA_A,H_MED_MA_B,H_MED_TA_A,H_MED_TA_B,H_MED_NO_A,H_MED_NO_B,H_MED_MR_A,H_MED_MR_B,SIN_DAT,EN_PROCESO,C_VIOLENC,TIPO_ARMA,DETENIDO,SOSPECHOSO,RECUPERADO,I_AZOTEA,I_DOMO,I_PAR_TRAS,I_PAR_DELA,I_VENTANA,I_BOQUETE,SIN_INF,DINERO,CANTIDAD,PANTALLA,COMPUTO,CELULAR,DVD_BLU,EST_TEA_BO,TECNOLOG,SE_TV_PAGA,ELECTRODOM,MOBILIARIO,ACABADOS,HERRAM,ROPA,JUGUETERIA,BICI_TRIC,JOYERIA,UTENS_COC,CAJAFUERTE,ACC_VEHIC,TANQUE_GAS,MAT_CONSTR,MASCOTAS,VEHICULO,OTROS,SIN_DATOS,MONTO_APRO,OID,FERIA,INCIDENTE,LONG,LAT
15,ENERO,2017-01-01,DOMINGO,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,348P,AMPLIACION,SAN DONATO,0,214,NULO,0,NULO,SAN JERONIMO,CALZADA SANTA FE,SAN DIEGO,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Robo a casa habitación,-102.27724876,22.02950958
391,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,COLONIA,SAN PABLO,921,CALLE,MARINA NACIONAL,0,410,NULO,4,NULO,MARINA NACIONAL,RIO PAPALOAPAN,LIBERTAD,POCITOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,Robo a casa habitación,-102.29852334,21.89318354
444,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL CHAPULIN,594,CALLE,ACANTO,0,144,NULO,0,NULO,GUAYACAN,ARROYO,ZACATECO,MORELOS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,,Robo a casa habitación,-102.24615407,21.86201666
610,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DEL SOL I,771,CALLE,CREPUSCULO,0,144,NULO,0,NULO,PUESTA PICACHO,30 DE SEPTIEMBRE,AURORA BOREAL,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,1,8000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27600,4,,Robo a casa habitación,-102.27192945,21.86119411
666,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PROGRESO,450,CALLE,GENERAL PASCUAL CORNEJO BRUN,0,608,NULO,0,NULO,GUADALUPE RIBERA,JUAN DOMINGUEZ,GENERAL LAZARO CARDENAS,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,1,2000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2000,5,,Robo a casa habitación,-102.26489744,21.90541119
813,ENERO,2017-01-01,DOMINGO,JESUS MARIA,RURAL,FRACCIONAMIENTO,RUISEÑORES,338P,CALLE,SIN NOMBRE,0,113,A,0,NULO,RUISEÑORES,NINGUNO,HALCON,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15000,6,,Robo a casa habitación,-102.32946432,21.96601833
842,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,PILAR BLANCO,981,ANDADOR,CODORNIZ,2MI,0,NULO,14,NULO,CANARIO,PASEO DE LA ASUNCION,GORRION,INSURGENTES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2500,7,,Robo a casa habitación,-102.30038715,21.85078240
907,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,CONDOMINIO,OJOCALIENTE II,740,AVENIDA,OJOCALIENTE,0,1421,NULO,0,NULO,EL MOCHO,COPETILLO,LA GUAYANA,TERAN SUR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,,Robo a casa habitación,-102.24864105,21.87562157
946,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LAS BRISAS,677,CALLE,MAR DEL NORTE,0,220,NULO,0,NULO,MAR MEDITERRANEO,JOSE MARIA ELIZALDE,MAR CANTABRICO,POCITOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,1,30000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30000,9,,Robo a casa habitación,-102.31632767,21.89487434
1035,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL PUERTECITO,508R,CALLE,PUERTO DE BALBOA,0,122,A,0,NULO,RODRIGO RINCON GALLARDO,RODRIGO RINCON GALLARDO 701,RODRIGO RINCON GALLARDO 701,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,Robo a casa habitación,-102.26665742,21.93520436
1047,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION SECTOR ALAMEDA,516,CALLE,LIBRADO GALLEGOS,0,236,NULO,0,NULO,GERONIMO DE LA CUEVA,FRANCISCO ARMENGOL,LUIS CHAVEZ,TERAN NORTE,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,1,800,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,800,11,,Robo a casa habitación,-102.26060129,21.93255350
1068,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,CONDOMINIO,OJOCALIENTE II,740,CALLE,LAS CUMBRES,E6A,0,NULO,2,NULO,LOS CONOS,CIENEGUILLAS,OJOCALIENTE,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,,Robo a casa habitación,-102.24976798,21.87753226
1145,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOS LAURELES,769,CALLE,DE LA DAMIANA,0,116,NULO,0,NULO,DE LOTO,DEL LAUREL PONIENTE,DE ALBARICOQUE,TERAN SUR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,1,1000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,13,,Robo a casa habitación,-102.24169996,21.90306985
1152,ENERO,2017-01-01,DOMINGO,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMAS DEL CAMPESTRE II,782,CALLE,TAPIAS,0,116,NULO,0,NULO,POTREROS,LOMAS,LOMAS,POCITOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,,Robo a casa habitación,-102.31815699,21.92704186
1284,ENERO,2017-01-02,LUNES,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,PONCITLAN,0,448,NULO,0,NULO,TEXCOCO,CULHUACAN,SANTIAGO,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,15,,Robo a casa habitación,-102.24844104,21.95790553
1329,ENERO,2017-01-02,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,JARDINES DE LA CONVENCION 1A SECCION,589,CALLE,JOSE I ROBLES,0,131,NULO,0,NULO,ROQUE GONZALEZ,CONVENCION DE 1914 SUR,ANTONIO I VILLARREAL,MORELOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,16,,Robo a casa habitación,-102.27502136,21.86724049
1327,ENERO,2017-01-02,LUNES,JESUS MARIA,RURAL,CONDOMINIO,LA PIEDRA,341P,CALLE,MISTI,0,903,NULO,0,NULO,PROA,NINGUNO,DE LA RAJA,JESUS MARIA,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SI,NO,CORTANTE,NO,HOMBRE ESTATURA BAJA,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,17,,Robo a casa habitación,-102.34170378,21.92800340
1342,ENERO,2017-01-02,LUNES,SAN FRANCISCO DE LOS ROMO,RURAL,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,ZACOALCO,0,103,NULO,0,NULO,EL SALTO,RIBERA DE CHAPALA,SAN JUAN COSALA,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,18,,Robo a casa habitación,-102.25242983,21.95326108
1388,ENERO,2017-01-02,LUNES,JESUS MARIA,RURAL,SIN TIPO,EL CHACHO,19P,CALLE,DOMICILIO CONOCIDO,0,0,NULO,0,NULO,NINGUNO,NINGUNO,NINGUNO,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,,Robo a casa habitación,-102.36626657,21.90829330
1426,ENERO,2017-01-02,LUNES,AGUASCALIENTES,URBANA,SIN TIPO,BENITO PALOMINO DENA,697,CALLE,CALLE 20,0,106,NULO,0,NULO,DOCTOR ALFONSO RODRIGUEZ FRANCO,ALFONSO SANCHEZ GONZALEZ,HUMBERTO GONZALEZ ABAD,TERAN NORTE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,,Robo a casa habitación,-102.24578214,21.91764852
1429,ENERO,2017-01-02,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,LOMA BONITA,1037,CALLE,ARTICULO NUMERO 123,0,232,NULO,0,NULO,1857,1917,ARTICULO NUMERO 4,INSURGENTES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,21,,Robo a casa habitación,-102.34008044,21.85208774
1626,ENERO,2017-01-02,LUNES,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,CORINTO,0,124,NULO,0,NULO,PASEO DEL MARQUEZ,DE LAS PRESAS,LIBORNO,MORELOS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,22,,Robo a casa habitación,-102.26537341,21.81144224
1678,ENERO,2017-01-02,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VISTAS DE ORIENTE,489,CALLE,PIE DE LA CUESTA,0,175,NULO,0,NULO,SERENGUETI,VISTAS DE ORIENTE,GRABADOS,TERAN SUR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,23,,Robo a casa habitación,-102.23099277,21.88449967
1687,ENERO,2017-01-02,LUNES,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,REAL DEL SOL,492R,AVENIDA,HACIENDA DE OJOCALIENTE,0,458,NULO,0,A,HACIENDA TLALTENANGO,HACIENDA TETLAPAYAC,NINGUNA,TERAN SUR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,24,,Robo a casa habitación,-102.24095990,21.89167699
1794,ENERO,2017-01-02,LUNES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION SECTOR SAN MARCOS,435,CALLE,CRISTOBAL DE MONTORO,0,330,NULO,0,NULO,POLIDUCTO,GASPAR DE LA FUENTE,FERNAN GONZALEZ DE ESLAVA,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,25,,Robo a casa habitación,-102.26075754,21.92749544
2074,ENERO,2017-01-03,MARTES,JESUS MARIA,URBANA,COLONIA,TROJES DEL PEDREGAL,118,PRIVADA,EL MOLINO,0,302,NULO,0,NULO,EL MOLINO NORTE,NINGUNO,MIGUEL ALEMAN,JESUS MARIA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,26,,Robo a casa habitación,-102.32189848,21.93676293
2094,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,MISION DE SANTA FE,569,CALLE,MISION DE SAN FELIPE,0,0,SN,0,NULO,SOL,PUESTA PICACHO,ESTRELLA,MORELOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100000,27,,Robo a casa habitación,-102.27279044,21.86489660
2260,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL PUERTECITO,700,CALLE,PUERTO LAZARO CARDENAS,0,307,NULO,0,NULO,PUERTO DE ENSENADA,DEL PUERTO,PUERTO DOS BOCAS,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,1,300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,28,,Robo a casa habitación,-102.24763856,21.93827763
2421,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,COLONIA,LAS FLORES,1072,AVENIDA,DE LAS ORQUIDEAS,0,810,NULO,0,NULO,GERANIOS,CLAVELES,IGNACIO T CHAVEZ,INSURGENTES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,,Robo a casa habitación,-102.30529490,21.87328333
2496,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,COLONIA,DEL CARMEN,911,PRIVADA,DEL CARMEN,0,103,NULO,0,A,DEL CARMEN,ARROYO DE LOS ARELLANO,REFORMA,CENTRO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,Robo a casa habitación,-102.30734587,21.88957264
2577,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VALLE DE LOS CACTUS,725,ANDADOR,RECINTO JOCONOSTLE 601,0,166,NULO,0,NULO,RECINTO JOCONOSTLE 601,RECINTO JOCONOSTLE 601,RECINTO JOCONOSTLE 601,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,Robo a casa habitación,-102.22960385,21.86519281
2609,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LOMA DORADA,500,CALLE,VILLA DEL RIO,0,622,NULO,0,NULO,ELIAS DE LARA,VILLA DE BILBAO,VILLA CONSTITUCION,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,32,,Robo a casa habitación,-102.25057520,21.92583362
2617,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLAS DEL PUERTECITO,700,CALLE,PUERTO LAZARO CARDENAS,0,306,NULO,0,NULO,DEL PUERTO,PUERTO DE ENSENADA,PUERTO DOS BOCAS,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,Robo a casa habitación,-102.24765972,21.93837117
2624,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA DE LAS FUENTES,495,CALLE,VILLA CABO SAN LUCAS,0,115,NULO,0,NULO,VILLAS DE VALLARTA,VILLAS DE PUERTO RICO,NINGUNO,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,,Robo a casa habitación,-102.23689043,21.91324018
2641,ENERO,2017-01-03,MARTES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,SANTA MARGARITA,792,CALLE,SANTA MARGARITA MARIA ALACOQUE,0,0,SN,0,NULO,JUAN SORIANO,FERNANDEZ DE PROAÑO,PASEO DE LAS MARGARITAS,TERAN NORTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,1,0,1,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,35,,Robo a casa habitación,-102.26042166,21.92264825
2672,ENERO,2017-01-03,MARTES,AGUASCALIENTES,RURAL,FRACCIONAMIENTO,REAL DEL SOL,492R,CALLE,ATMOSFERA,0,532,NULO,0,NULO,ATMOSFERA,ARPA,NINGUNO,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,36,,Robo a casa habitación,-102.23733266,21.88939916
2811,ENERO,2017-01-04,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,410,PRIVADA,HACIENDA DEL MILAGRO,0,657,NULO,0,NULO,PEÑUELAS,ARELLANO,LAS CUMBRES,TERAN SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,1,0,0,0,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3100,37,,Robo a casa habitación,-102.25012534,21.88250608
3037,ENERO,2017-01-04,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLA LAS PALMAS,582,CALLE,FRANCISCO JAVIER MINA,0,439,NULO,0,NULO,VILLA OBREGON,PROCERES DE LA ENSEÑANZA,VILLA DE COS,MORELOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,15000,38,,Robo a casa habitación,-102.23322761,21.86095073
2872,ENERO,2017-01-04,MIERCOLES,JESUS MARIA,URBANA,COLONIA,CHICAHUALES I,155,CALLE,DAVID GUARDADO,0,420,NULO,0,NULO,SANTIAGO APOSTOL,ROMAN LOERA,JESUS DEMETRIO,JESUS MARIA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7500,39,,Robo a casa habitación,-102.35111546,21.94731209
2951,ENERO,2017-01-04,MIERCOLES,CALVILLO,URBANA,SIN TIPO,ZONA CENTRO,275,CALLE,CENTENARIO,0,208,NULO,0,NULO,ARTICULO 115 DE LA CONSTITUCION,JESUS GOMEZ PORTUGAL,CRISTOBAL COLON,CALVILLO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,40,,Robo a casa habitación,-102.71752430,21.84498203
3118,ENERO,2017-01-04,MIERCOLES,AGUASCALIENTES,URBANA,FRACCIONAMIENTO,VILLERIAS,491,CALLE,VILLA DE ASIENTOS,0,109,NULO,0,NULO,PASEO DE VILLERIAS,LA MANZANA,HACIENDA LAS AMARILLAS,TERAN SUR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10000,41,,Robo a casa habitación,-102.24571997,21.88441007
3154,ENERO,2017-01-04,MIERCOLES,JESUS MARIA,URBANA,COLONIA,EL TORITO,199,CALLE,JUAN ESCUTIA,0,106,NULO,0,NULO,NINGUNO,CHUCATE,LAZARO CARDENAS,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3700,42,,Robo a casa habitación,-102.35623943,21.96897123
3155,ENERO,2017-01-04,MIERCOLES,JESUS MARIA,RURAL,FRACCIONAMIENTO,PASEOS DE LAS HACIENDAS,213P,CALLE,PASEOS DEL HULE,0,208,NULO,0,NULO,PASEOS DE LA HACIENDA PRIMAVERA,PASEOS DE UPALA,PASEOS DEL ALAMO,JESUS MARIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO,,NO,,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7000,43,,Robo a casa habitación,-102.34353486,21.99003185
