FOLIO,ID_INC,INCIDENTE,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,SEC_EST,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,DETENIDO,LESIONADO,TRASL_HOSP,T_VEH_SOSP,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,ESPACIO,CIERRE_COR,OID,TIPO_ROBO,DET_SPM,MOT_DET,NOM_DET,ORI_DET,LONG,LAT
200001348,30421,ROBO TRANSEUNTE,1,2020-01-01,3,7,31,0,1,COLONIA,MIRAVALLE,750,PRIVADA,ARROYO DE LOS ARELLANO,,NA,",,,",CALLE,PEDRO GARCIA ROJAS,CALLE,ANTONIO AVILA CASTAÑEDA,CALLE,GUILLERMO PRIETO,6,1,true,true,3,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,0,1,1,13,1,,,,,,-102.30746151,21.89008100
200003172,30421,ROBO TRANSEUNTE,1,2020-01-01,3,19,41,0,1,SIN TIPO,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,839,AVENIDA,UNIVERSIDAD,,NA,",,,",AVENIDA,GUADALUPE GONZALEZ,AVENIDA,AGUASCALIENTES NORTE,AVENIDA,AGUASCALIENTES NORTE,6,1,false,true,3,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,14,0,0,1,1,1,2,,,,,,-102.31347543,21.91588252
200007105,30421,ROBO TRANSEUNTE,1,2020-01-03,5,0,7,0,1,CC,PLAZA VESTIR,982,BOULEVARD,JOSE MARIA CHAVEZ,,NA,",,,",CALLE,ANTONIO GUTIERREZ SOLA,CALLE,JESUS RIVERA FRANCO,CALLE,ALFONSO BERNAL SANTOS,3,3,false,true,4,NA,NA,0,NA,0,2 MUJERES UNA DE EDAD APROXIMADA DE 19 A 20 AÑOS CABELLO LARGO OTRA EDAD APROXIMADA 40 AÑOS,ND,0,0,false,COCHE,NISSAN TSURU DESPINTADO SIN PLACAS,false,"26,28,40",3400,3400,1,1,1,3,,,,,,-102.28901164,21.83843396
200009743,30421,ROBO TRANSEUNTE,1,2020-01-03,5,20,50,0,1,FRACCIONAMIENTO,LAS CUMBRES,441,CALLE,SIERRA TARAHUMARA,,NA,"141,,,",CALLE,SIERRA DEL MAGUEY,AVENIDA,SIGLO XXI,CALLE,SIERRA DE NACOZARI,5,2,false,true,1,NA,NA,0,NA,0,1 HOMBRE CON TATUAJES EN EL CUELLO,ND,0,0,false,ND,ND,false,3,0,2100,1,1,1,4,,,,,,-102.25920887,21.91155569
200012180,30421,ROBO TRANSEUNTE,1,2020-01-04,6,17,9,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,BELISARIO DOMINGUEZ,,NA,"108,,,",AVENIDA,DOCTOR MARIANO AZUELA,AVENIDA,CONVENCION,CALLE,HERMANOS FLORES MAGON,2,4,false,true,1,NA,NA,0,NA,0,2 HOMBRES UNO DE ELLOS CABELLO LARGO,ND,0,0,false,ND,ND,false,"3,12,28",100,100,1,1,1,5,TRANSEUNTE,0,N,N,0,-102.30695546,21.85216168
200013981,30421,ROBO TRANSEUNTE,1,2020-01-05,7,1,51,0,1,FRACCIONAMIENTO,MEXICO,1081,NINGUNO,AGUASCALIENTES SUR,,NA,",,,",AVENIDA,AGUASCALIENTES SUR,CALLE,CASA BLANCA,CALLE,COAHUILA,3,3,true,true,"2,3",NA,NA,0,NA,0,8 HOMBRES,ND,2,0,false,CAMIONETA,CARAVAN SIN COLOR,false,"14,28",600,600,1,1,4,6,,,,,,-102.27813213,21.86030503
200012433,30421,ROBO TRANSEUNTE,1,2020-01-04,6,18,32,0,6,BARRIO,CARBONERAS,93,CALLE,HEROE DE NACOZARI,,NA,",,,",AVENIDA,ALVARO OBREGON,CALLE,NIÐOS HEROES SUR,CALLE,REFORMA,7,7,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,3000,1,1,1,7,,,,,,-102.27039188,22.14662969
200013938,30421,ROBO TRANSEUNTE,1,2020-01-05,7,1,30,0,5,COLONIA,MARTINEZ ANDRADE,176,AVENIDA,SAN LORENZO,,NA,",,,",CALLE,ALDAMA,PRIVADA,LORENZO,PRIVADA,ALDAMA,7,7,false,true,3,NA,NA,0,NA,0,8 HOMBRES,ND,0,0,false,ND,ND,false,28,0,5150,1,1,2,8,,,,,,-102.34444581,21.95914099
200016267,30421,ROBO TRANSEUNTE,1,2020-01-05,7,18,34,0,1,COLONIA,MACIAS ARELLANO,505,CALLE,A,,NA,"109,,,",CALLE,PRIVADA A,PRIVADA,SEGUNDA A,CALLE,ANTONIO OROZCO,5,2,false,true,3,NA,NA,0,NA,0,3 HOMBRES,ND,0,1,false,ND,ND,false,"6,28",2000,2000,"1,8",1,8,9,,,,,,-102.28203856,21.90651111
200014395,30421,ROBO TRANSEUNTE,1,2020-01-05,7,6,23,0,1,COLONIA,OBRAJE,987,NINGUNO,GALEANA SUR,,NA,",,,",CALLE,REPUBLICA DE ECUADOR,CALLE,BOGOTA,CALLE,LANCEROS DE AGUASCALIENTES,2,4,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,0,1,false,ND,ND,false,3,0,10000,1,1,1,10,TRANSEUNTE,0,N,N,0,-102.29755161,21.86999246
200017428,30421,ROBO TRANSEUNTE,1,2020-01-05,7,23,47,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,BELISARIO DOMINGUEZ,,NA,",,,",CALLE,DOROTEO ARANGO,AVENIDA,DOCTOR MARIANO AZUELA,CALLE,GENERAL MANUEL M DIEGUEZ,2,4,false,true,"1,4",NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,"3,28",0,0,1,1,1,11,TRANSEUNTE,0,N,N,0,-102.30679575,21.85388866
200020005,30421,ROBO TRANSEUNTE,1,2020-01-06,1,19,14,0,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,LOS CAMPOS,,NA,"119,,,",CALLE,DEL ROSARIO,AVENIDA,OJOCALIENTE,CALLE,PRESIDENTES,4,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,"3,6,26,28,29",400,15000,1,1,1,12,,,,,,-102.25818319,21.89659717
200020402,30421,ROBO TRANSEUNTE,1,2020-01-06,1,20,27,0,1,COLONIA,MACIAS ARELLANO,505,CALLE,A,,NA,",,,",CALLE,PRIVADA A,PRIVADA,NINGUNO,CALLE,CAPRICORNIO,5,2,false,true,3,NA,NA,0,NA,0,3 HOMBRES,ND,0,0,false,ND,ND,false,3,0,1500,1,1,6,13,,,,,,-102.28199420,21.90637775
200020576,30421,ROBO TRANSEUNTE,1,2020-01-06,1,21,45,0,6,COLONIA,PROGRESO NORTE,100,CALLE,GUADALUPE DELGADO DE LIRA,,NA,"204,,,",NINGUNO,PLUTARCO ELIAS CALLES,PRIVADA,NINGUNO,CALLE,TEODORO OLIVARES,7,7,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,BICICLETA,ND,true,"12,28",50,50,1,1,10,14,,,,,,-102.28204341,22.14745630
200006129,30421,ROBO TRANSEUNTE,1,2020-01-02,4,18,44,0,1,FRACCIONAMIENTO,LOMAS DE ORIENTE 1,453,CALLE,SIERRA DE SAN BERNARDINO,,NA,",,,",CALLE,LOMA DEL NORTE,AVENIDA,PENSADORES MEXICANOS ORIENTE,CALLE,LOMA DEL CENTRO,5,2,false,true,1,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,14,0,0,1,1,1,15,,,,,,-102.25606818,21.91572341
200010413,30422,ROBO TRANSEUNTE,1,2020-01-04,6,4,2,0,1,FRACCIONAMIENTO,LA HUERTA,1113,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,,NA,",,,",AVENIDA,HEROE DE NACOZARI SUR,CALLE,NINGUNO,CALLE,CHICHIMECO,3,3,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,COCHE,NISSAN MARCH COLOR ROJO PLACAS ADL911A,false,"3,28",0,0,1,1,1,16,,,,,,-102.28087397,21.87850432
200011301,30421,ROBO TRANSEUNTE,1,2020-01-04,6,13,14,0,1,FRACCIONAMIENTO,VNSA SECTOR SAN MARCOS,435,AVENIDA,SIGLO XXI,,NA,",,,",AVENIDA,GERONIMO DE LA CUEVA,CALLE,VALLE DE LOS ROMERO,CALLE,GASPAR DE LA FUENTE,5,2,false,true,5,NA,NA,0,NA,0,1 HOMBRE 1 MUJER,ND,0,0,false,COCHE,NISSAN TIDA COLOR GRIS VIDRIOS POLARIZADOS,false,"3,28",3000,11000,1,1,2,17,,,,,,-102.26684696,21.92803029
200022214,30421,ROBO TRANSEUNTE,1,2020-01-07,2,14,4,0,1,FRACCIONAMIENTO,VILLA TERESA,790,AVENIDA,PAULINO N MARTI,,NA,",,,",CALLE,JUAN BAUTISTA LASALLE,CALLE,CLARISAS,CALLE,JOSEFINOS,5,2,false,true,1,NA,NA,0,NA,0,1 HOMBRE 1 MUJER,ND,0,0,false,ND,ND,false,"3,31",0,9000,1,1,2,18,,,,,,-102.28117729,21.91963557
200023927,30421,ROBO TRANSEUNTE,1,2020-01-07,2,23,55,0,1,FRACCIONAMIENTO,INF MORELOS,616,CALLE,BONAMPAK,,NA,",,,",AVENIDA,AGUASCALIENTES SUR,CALLE,PRIMERA PLAZA  BONAMPAK,CALLE,PALENQUE,3,3,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,0,1,false,ND,ND,false,"29,31",0,0,"1,2",1,6,19,,,,,,-102.25541680,21.86055471
200011944,30422,ROBO TRANSEUNTE,1,2020-01-04,6,16,28,0,1,FRACCIONAMIENTO,J GUADALUPE PERALTA GAMEZ,411,CALLE,JOSE MANUEL RUIZ DE TEJADA Y OTAL,,NA,",,,",CALLE,JOSE GUERRA PALOS,AVENIDA,SALUD,CALLE,DESIDERIO MACIAS SILVA,4,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,0,1,1,2,20,,,,,,-102.24143754,21.86932338
200019359,30422,ROBO TRANSEUNTE,1,2020-01-06,1,16,1,0,1,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,ANDADOR DE LAS GAVIOTAS,,NA,",,,",CALLE,CANARIO,ANDADOR,DE LA PALOMA,ANDADOR,DE LA PALOMA,2,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,14,0,1200,1,1,2,21,MARIPOSA,0,N,N,0,-102.30008511,21.84779960
200019610,30421,ROBO TRANSEUNTE,1,2020-01-06,1,16,37,0,1,COLONIA,OLIVARES SANTANA,721,CALLE,MAR DE GALILEA,,NA,"208,,,",CALLE,JOSE MARIA ELIZALDE,CALLE,PEDRO GARCIA ROJAS,CALLE,MAR DEL NORTE,6,1,false,true,3,NA,NA,0,NA,0,3 HOMBRES,ND,0,0,false,ND,ND,false,"3,28",350,350,1,1,2,22,,,,,,-102.31468625,21.89539933
200020119,30422,ROBO TRANSEUNTE,1,2020-01-06,1,19,26,0,1,COLONIA,VICENTE GUERRERO,1108,CALLE,LAZARO CARDENAS,,NA,",,,",AVENIDA,SIGLO XXI,CALLE,JUAN G TIJERINA,CALLE,UDINE,2,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,1,0,false,ND,ND,false,3,0,7800,1,1,4,23,TRANSEUNTE,0,N,N,0,-102.31043730,21.84480806
200020223,30422,ROBO TRANSEUNTE,1,2020-01-06,1,20,6,0,6,COLONIA,ZONA CENTRO,94,AVENIDA,16 DE SEPTIEMBRE,,NA,",,,",CALLE,PONCIANO ARRIAGA,CALLE,NINGUNO,CALLE,PREBISTERO ADOLFO VILLEGAS BELAUNZARAN,7,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,true,14,0,0,1,1,2,24,,,,,,-102.27501691,22.14600006
200021791,30422,ROBO TRANSEUNTE,1,2020-01-07,2,11,53,0,1,FRACCIONAMIENTO,SOLIDARIDAD IV,584,AVENIDA,MARIANO HIDALGO,,NA,"102,,,",CALLE,JOSE GONZALEZ CARRILLO,CALLE,J GUADALUPE ZAMARRIPA,CALLE,CARLOS MARIA DE BUSTAMANTE,3,3,false,false,9,NA,NA,0,NA,0,1 MUJER,ND,0,0,false,ND,ND,false,3,0,0,1,1,1,25,,,,,,-102.25516035,21.85130378
200023877,30421,ROBO TRANSEUNTE,1,2020-01-07,2,22,57,0,1,COLONIA,ALTAVISTA,922,AVENIDA,FUNDICION,,NA,"1315,,,",CALLE,JOSE MARIA LOPEZ NAVA,CALLE,ALEJANDRO R UGARTE,CALLE,RAFAEL ARELLANO,6,1,false,true,4,NA,NA,0,NA,0,3 HOMBRES,ND,0,0,false,COCHE,VOLKSWAGEN JETTA COLOR NEGRO VIDRIOS POLARIZADOS,false,3,0,0,1,1,6,26,,,,,,-102.31032378,21.89461160
200024252,30422,ROBO TRANSEUNTE,1,2020-01-08,3,8,1,0,1,FRACCIONAMIENTO,OJOCALIENTE I,741,AVENIDA,OJOCALIENTE,,NA,",,,",CALLE,BUENAVISTA,AVENIDA,OJOCALIENTE,CALLE,SAN GERONIMO,4,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,26,0,0,1,1,2,27,,,,,,-102.25576396,21.88616849
200001612,30422,ROBO TRANSEUNTE,1,2020-01-01,3,10,21,0,1,FRACCIONAMIENTO,LOS PIRULES,1053,AVENIDA,AGUASCALIENTES PONIENTE,,NA,",,,",CALLE,ORQUIDEAS,ANDADOR,DE LAS AZUCENAS,ANDADOR,NINGUNO,2,4,true,false,9,NA,NA,0,NA,0,1 HOMBRE JOVEN DE COMPLEXION DELGADA Y ESTATURA MEDIA,ND,0,0,false,ND,ND,false,"3,26",0,0,1,2,6,28,TRANSEUNTE,0,N,N,0,-102.31842081,21.86885389
200009065,30422,ROBO TRANSEUNTE,1,2020-01-03,5,10,0,0,1,FRACCIONAMIENTO,VNSA SECTOR GUADALUPE,402,CALLE,RAMON FERNANDEZ MORENO,,NA,"140,,,",CALLE,ROGELIO GALINDO DE LA TORRE,AVENIDA,POLIDUCTO,CALLE,JOSE RUIZ ESPARZA VEGA,5,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,28,500,500,1,1,17,29,,,,,,-102.25812798,21.92856531
200014309,30422,ROBO TRANSEUNTE,1,2020-01-05,7,5,14,0,1,COLONIA,MIRAVALLE,750,AVENIDA,CONVENCION DE 1914 PONIENTE,,NS,",,,",CALLE,PEDRO GARCIA ROJAS,AVENIDA,FUNDICION,CALLE,JOSE MARIA LOPEZ NAVA,6,1,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,0,1,2,1,30,,,,,,-102.31171497,21.89405337
200017379,30422,ROBO TRANSEUNTE,1,2020-01-05,7,0,6,0,1,FRACCIONAMIENTO,SOLIDARIDAD I,431,AVENIDA,SIGLO XXI,,NA,",,,",CALLE,ESFUERZO,CALLE,TRABAJO,CALLE,SOLIDARIDAD,4,2,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,6000,1,2,1,31,,,,,,-102.24435111,21.86924104
200017771,30422,ROBO TRANSEUNTE,1,2020-01-06,1,5,39,0,1,FRACCIONAMIENTO,OJOCALIENTE III,525,CALLE,CAÑADA GRANDE,,NA,",,,",CALLE,LA CONGOJA,CALLE,LA LAGUNITA,CALLE,LA MANZANA,4,2,true,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,0,1,1,1,32,,,,,,-102.24557973,21.88178936
200005093,30421,ROBO TRANSEUNTE,1,2020-01-02,4,11,42,0,1,SIN TIPO,COCA COLA,881,AVENIDA,NIÑOS HEROES,,NA,",,,",AVENIDA,INDEPENDENCIA,CALLE,PROGRESO,CALLE,TROJES,6,1,false,true,5,NA,NA,0,NA,0,1 HOMBRE 1 MUJER,ND,0,0,false,COCHE,NISSAN TIIDA COLOR ARENA PLACAS ZHM8613,false,"3,28",5000,5000,1,1,13,33,,,,,,-102.29569601,21.93775638
200019649,30422,ROBO TRANSEUNTE,1,2020-01-06,1,17,18,0,1,COLONIA,MORELOS,918,CALLE,CELSO BERNAL,,NA,",,,",PRIVADA,20 DE NOVIEMBRE,BOULEVARD,A ZACATECAS,CALLE,EBANO,6,1,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,COCHE,TAXI BLANCO NUMERO ECONOMICO 1495,false,28,100,100,1,1,1,34,,,,,,-102.29059682,21.90243135
200013634,30421,ROBO TRANSEUNTE,1,2020-01-04,6,23,42,0,11,FRACCIONAMIENTO,REVOLUCION,19,CALLE,VICENTE GUERRERO,,NA,",,,",CALLE,GUADALUPE VICTORIA,CALLE,AQUILES SERDAN,CALLE,INDEPENDENCIA,7,7,true,true,1,NA,NA,0,NA,0,1 HOMBRE 22 AÑOS DE EDAD,RAMIREZ PUGA SAMUEL,1,0,false,ND,ND,false,28,0,0,1,1,4,35,,,,,,-102.26943914,22.07987045
200013886,30422,ROBO TRANSEUNTE,1,2020-01-05,7,1,12,0,5,COLONIA,MARTINEZ ANDRADE,176,CALLE,ALDAMA,,NA,",,,",AVENIDA,SAN LORENZO,PRIVADA,ALDAMA,PRIVADA,LORENZO,7,7,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,14,0,0,1,1,2,36,,,,,,-102.34452394,21.95904211
200026783,30421,ROBO TRANSEUNTE,1,2020-01-08,3,21,6,0,1,FRACCIONAMIENTO,VNSA SECTOR GUADALUPE,402,CALLE,REFUGIO CARDONA,,NA,"220,,,",CALLE,FEDERICO MENDEZ,CALLE,CELIA MARIA MARTINEZ,CALLE,JOSE CONTRERAS ESPARZA,5,2,false,true,3,NA,NA,0,NA,0,2 HOMBRES,ND,0,1,false,ND,ND,false,39,0,0,"1,9",1,1,37,,,,,,-102.25031011,21.93032482
200026986,30421,ROBO TRANSEUNTE,1,2020-01-08,3,22,19,0,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,AVENIDA,SIGLO XXI,,NA,",,,",CALLE,HEROE MILITAR,CALLE,VIRREYES,CALLE,BERRINCHES,4,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,"3,12,28",30,30,1,1,1,38,,,,,,-102.25366819,21.89900281
200027129,30421,ROBO TRANSEUNTE,1,2020-01-08,3,23,20,0,1,BARRIO,DE GUADALUPE,910,CALLE,JOSE GUADALUPE POSADA,,NA,",,,",AVENIDA,GUADALUPE,CALLE,RAFAEL GARCIA MACIAS,PRIVADA,GUADALUPE,1,5,true,true,3,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,CAMIONETA,CHEVROLET CAPTIVA SOLOR NEGRA,false,3,0,0,1,1,13,39,TRANSEUNTE,0,N,N,0,-102.30719179,21.88446878
200027438,30421,ROBO TRANSEUNTE,1,2020-01-09,4,6,24,0,1,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,PALO ALTO,,NA,",,,",CALLE,EL SALTO DE LOS SALADO,CALLE,PLAZUELA P,CALLE,ARELLANO,4,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,1,true,ND,ND,false,"3,27,29",0,5000,"1,9",1,1,40,,,,,,-102.25341737,21.88423827
200025216,30422,ROBO TRANSEUNTE,1,2020-01-08,3,13,45,0,1,FRACCIONAMIENTO,MEXICO,1081,AVENIDA,AGUASCALIENTES SUR,,NA,",,,",CALLE,SONORA,AVENIDA,HEROE DE NACOZARI SUR,CALLE,SAN BARTOLO,3,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,12000,1,1,1,41,,,,,,-102.28221088,21.86005912
200026636,30422,ROBO TRANSEUNTE,1,2020-01-08,3,20,24,0,1,FRACCIONAMIENTO,SANTA ANITA,482,AVENIDA,NAZARIO ORTIZ GARZA,,NA,",,,",AVENIDA,DE LA CONVENCION ORIENTE,CALLE,MIGUEL DE CERVANTES SAAVEDRA,AVENIDA,GABRIELA MISTRAL,4,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE ESTATURA APROXIMADA DE 160 CENTIMETROS,ND,0,0,false,ND,ND,false,31,0,0,1,1,2,42,,,,,,-102.27794386,21.89648804
200026704,30422,ROBO TRANSEUNTE,1,2020-01-08,3,20,43,0,1,OTRO,INSTITUTO DEL DEPORTE DEL ESTADO DE AGUASCALIENTES,420,AVENIDA,CONVENCION DE 1914 ORIENTE,,NA,",,,",CALLE,JAIME NUNO,CALLE,TENIENTE JUAN DE LA BARRERA,PRIVADA,FRONTENAC,4,2,false,false,9,NA,NA,0,NA,0,3 HOMBRES,ND,0,0,false,MOTOCICLETA,MARCA ITALIKA COLOR NEGRA PLACAS AK9U2,false,3,0,0,1,1,2,43,,,,,,-102.27195345,21.88081268
200030016,30421,ROBO TRANSEUNTE,1,2020-01-09,4,27,0,27,1,FRACCIONAMIENTO,INF MORELOS,616,CALLE,ARTILLERO MIER,,NA,",,,",CALLE,TULUM,CALLE,CHICHEN ITZA,AVENIDA,AGUASCALIENTES SUR,3,3,false,true,1,NA,NA,0,NA,0,2 HOMBRES UNO DE ELLOS CONTATUAJE DELEON EN ELCUELLO,ND,0,0,false,ND,ND,false,"3,6",0,4000,1,1,1,44,,,,,,-102.25442535,21.85773040
200030252,30421,ROBO TRANSEUNTE,1,2020-01-09,4,21,54,0,5,COLONIA,ZONA CENTRO,192,CALLE,ORIENTE,,NA,",,,",CALZADA,JULIO CADENA,CALZADA,EMILIANO ZAPATA,AVENIDA,IGNACIO LOPEZ RAYON,7,7,false,true,4,NA,NA,0,NA,0,2 HOMBRES,JORGE Y EL GATO DEL BARRIO 22,0,0,false,ND,ND,false,"3,12",0,2800,1,1,2,45,,,,,,-102.34234087,21.96323707
200034505,30421,ROBO TRANSEUNTE,1,2020-01-11,6,4,8,0,1,CONDOMINIO,SAN GERARDO,315P,CALLE,BENEDICTO XVI,,NA,",,,",CALLE,COTO 215,CALLE,COTO 213,CALLE,COTO 213,2,4,false,true,3,NA,NA,0,NA,0,1 HOMBRE 1 MUJER,ND,0,0,false,COCHE,TAXI ROJO,false,"12,29",0,0,1,1,6,46,TRANSEUNTE,0,N,N,0,-102.29664361,21.80873988
200035883,30421,ROBO TRANSEUNTE,1,2020-01-11,6,15,22,0,1,FRACCIONAMIENTO,VILLAS DEL PILAR I,975,PROLONGACION,PASEO DE LA ASUNCION,,NA,",,,",CALLE,SARA GARCIA,AVENIDA,SIGLO XXI,CALLE,CARLOS LOPEZ MOCTEZUMA,2,4,false,true,3,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,0,1,1,2,47,TRANSEUNTE,0,N,N,0,-102.30170147,21.84501206
200035993,30421,ROBO TRANSEUNTE,1,2020-01-11,6,15,49,0,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,399,CALLE,PRIMAVERA,,NA,",,,",AVENIDA,CIRCUNVALCACION DE 1914 NORTE,CALLE,ALFREDO LEWIS,CALLE,PALMA,6,1,false,true,1,NA,NA,0,NA,0,1 HOMBRE DELGADO CABELLO CORTO GUERO,ND,0,0,false,ND,ND,false,3,0,0,1,1,1,48,,,,,,-102.29899115,21.89857670
200038036,30421,ROBO TRANSEUNTE,1,2020-01-12,7,3,36,0,3,SIN TIPO,POTRERO DE LOS LOPEZ,246,CALLE,HUAMUCHIL,,NA,"119,,,",CALLE,DURAZNO,CALLE,FRESNO,CALLE,FRESNOS,7,7,false,true,3,NA,NA,0,NA,0,4 HOMBRES,ND,0,0,false,ND,ND,false,39,0,0,1,1,13,49,,,,,,-102.67946187,21.86678308
200032285,30422,ROBO TRANSEUNTE,1,2020-01-10,5,15,24,0,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,AVENIDA,POLIDUCTO,,NA,",,,",CALLE,GENERAL FRANCISCO J MUGICA,CALLE,EXPROPIACION PETROLERA,CALLE,GENERAL LAZARO CARDENAS,5,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,6,0,2000,1,1,1,50,,,,,,-102.24856953,21.90435056
200034390,30422,ROBO TRANSEUNTE,1,2020-01-11,6,2,36,0,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,TENIENTE CORONEL MACARIO SARABIA,,NA,",,,",CALLE,JOSE MARIA GONZALEZ BOCANEGRA,CALLE,RICARDO GARCIA MENDOZA,CALLE,CORONEL VALENTE ARTEAGA JOSE MARIA MARTINEZ VALADEZ,2,4,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,0,1,1,13,51,TRANSEUNTE,0,N,N,0,-102.32477478,21.85443756
200036426,30422,ROBO TRANSEUNTE,1,2020-01-11,6,18,26,0,1,FRACCIONAMIENTO,PINTORES MEXICANOS,443,CALLE,HERMENEGILDO BUSTOS,,NA,",,,",CALLE,JUAN SORIANO,CALLE,REMEDIOS VARO,CALLE,MANUEL FELGUERES,5,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,3000,1,1,2,52,,,,,,-102.25969979,21.92223267
200036449,30422,ROBO TRANSEUNTE,1,2020-01-11,6,18,28,0,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,ANDADOR,AVE DEL PARAISO,,8MI,",,,",ANDADOR,NINGUNO,AVENIDA,FAISAN,ANDADOR,TEJADOS,2,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,"3,26",0,0,1,1,2,53,TRANSEUNTE,0,N,N,0,-102.29795482,21.84580281
200036897,30422,ROBO TRANSEUNTE,1,2020-01-11,6,20,54,0,6,FRACCIONAMIENTO,VERGEL DEL VALLE,98,CALLE,CRISANTEMO,,NA,",,,",CALLE,FRANCISCO SERNA DE LARA NORTE,CALLE,NICOLAS ESPARZA SUSTAITA NORTE,CALLE,AMARANTO,7,7,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,15,0,900,1,1,13,54,,,,,,-102.28482968,22.15044045
200037158,30422,ROBO TRANSEUNTE,1,2020-01-11,6,22,27,0,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,AVENIDA,CULTURA NAZCA,,NA,",,,",AVENIDA,CULTURA MAYA,CALLE,CULTURA NAZCA 407,CALLE,CARACHOL,5,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,MOTOCICLETA,ND,false,3,0,0,1,1,2,55,,,,,,-102.24165846,21.91273025
200040651,30421,ROBO TRANSEUNTE,1,2020-01-12,7,20,8,0,1,FRACCIONAMIENTO,PERIODISTAS,404,CALLE,IMPRESORES,,NA,"136,,,",AVENIDA,DEL REY,CALLE,VOCEADORES,CALLE,REDACTORES,3,3,false,true,"1,4",NA,NA,0,NA,0,3 HOMBRES,ND,0,0,false,ND,ND,false,"12,28,29",500,500,1,1,1,56,,,,,,-102.24849620,21.85236259
