FOLIO,ID_INC,INCIDENTE,MES,FECHA,DIA_SEM,HORA,MINUTOS,HORARIO,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,SEC_EST,PROCESO,VIOLENCIA,ARMA,CUENTA_HAB,NOM_SUCUR,SUC_CAJER,UBIC_SUCUR,FALLECIDOS,PER_SOSP,ALIAS,DETENIDO,LESIONADO,TRASL_HOSP,T_VEH_SOSP,DESCRIP,RECUP_ART,OBJ_ROBADO,CANTIDAD,MONTO,CORP_ACUD,ESPACIO,CIERRE_COR,OID,TIPO_ROBO,DET_SPM,MOT_DET,NOM_DET,ORI_DET,LONG,LAT
200225938,30422,ROBO TRANSEUNTE,3,2020-03-03,2,11,44,0,1,FRACCIONAMIENTO,BULEVAR,733,BOULEVARD,JOSE MARIA CHAVEZ,0,NA,",,,",CALLE,JOSE ARMANDO,CALLE,HERNAN GONZALEZ,CALLE,LUIS ADOLFO,3,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,TEZ MORENA,0,0,false,ND,ND,false,"6,31,27,40",0,0,1,2,1,388,,,,,,-102.29462183,21.86845170
200236294,30422,ROBO TRANSEUNTE,3,2020-03-05,4,11,14,0,1,FRACCIONAMIENTO,RODOLFO LANDEROS GALLEGOS,459,CALLE,JUEGOS FLORALES,0,NA,"103,6,,",AVENIDA,POLIDUCTO,CALLE,MARTHA OFELIA MARTINEZ G,CALLE,VIRGINIA OFELIA MARTINEZ G,4,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,ND,ND,false,3,0,0,1,1,2,389,,,,,,-102.24853949,21.90184225
200227160,30421,ROBO TRANSEUNTE,3,2020-03-03,2,16,41,0,1,FRACCIONAMIENTO,PARRAS,789,AVENIDA,AGUASCALIENTES NORTE,0,NA,",,,",CALLE,MOSCATEL,CALLE,N,CALLE,N,5,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES 1 MUJER EL CHUNTAS Y EL POLLO,EL CHUNTAS Y EL POLLO,0,0,false,ND,ND,false,"3,",0,0,1,1,1,390,,,,,,-102.28169110,21.91481210
200227160,30421,ROBO TRANSEUNTE,3,2020-03-03,2,16,41,0,1,FRACCIONAMIENTO,PARRAS,789,AVENIDA,AGUASCALIENTES NORTE,0,NA,",,,",CALLE,N,CALLE,MOSCATEL,CALLE,N,5,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES 1 MUJER,EL CHUTAS Y EL POLLO,0,0,false,ND,ND,false,"3,15,28",0,0,1,1,1,391,,,,,,-102.28178510,21.91481868
200227160,30421,ROBO TRANSEUNTE,3,2020-03-03,2,16,51,0,1,FRACCIONAMIENTO,PARRAS,789,AVENIDA,AGUASCALIENTES NORTE,0,NA,",,,",CALLE,N,CALLE,MOSCATEL,CALLE,N,5,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES 1 MUJER,EL CHUNTAS Y EL POLLO,0,0,false,ND,ND,false,"3,15,28",0,0,1,1,1,392,,,,,,-102.28159348,21.91480891
200227160,30421,ROBO TRANSEUNTE,3,2020-03-03,2,16,41,0,1,FRACCIONAMIENTO,PARRAS,789,AVENIDA,AGUASCALIENTES NORTE,0,NA,",,,",CALLE,N,CALLE,MOSCATEL,CALLE,N,5,2,false,true,1,NA,NA,0,NA,0,2 HOMBRE 1 MUJER,EL CHUNTAS Y EL POLLO,0,0,false,ND,ND,false,3,0,0,1,1,1,393,,,,,,-102.28177771,21.91474110
200227160,30421,ROBO TRANSEUNTE,3,2020-03-03,2,16,41,0,1,FRACCIONAMIENTO,PARRAS,789,AVENIDA,AGUASCALIENTES NORTE,0,NA,",,,",CALLE,N,CALLE,MOSCATEL,CALLE,N,5,2,false,true,1,NA,NA,0,NA,0,2 HOMBRES 1 MUJER,EL CHUNTAS Y EL POLLO,0,0,false,ND,ND,false,3,0,0,1,1,1,394,,,,,,-102.28164757,21.91474134
200228011,30421,ROBO TRANSEUNTE,3,2020-03-03,2,20,14,0,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,SIERRA DE CUCHILLAS,0,NA,"308,,,",CALLE,MONTES DE SAN ANDRES,CALLE,SIERRA DEL MAGUEY,CALLE,SIERRA DE TEPEHUANES,5,2,false,true,1,NA,NA,0,NA,0,1 HOMBRE EDAD APROX 20 AÑOS,ND,0,0,false,ND,ND,false,3,0,0,1,1,1,395,,,,,,-102.25806959,21.91253188
200228479,30421,ROBO TRANSEUNTE,3,2020-03-03,2,22,16,0,1,FRACCIONAMIENTO,STEMA,467,CALLE,AGUASCALIENTES,0,NA,",,,",CALLE,PABELLON DE ARTEAGA,CALLE,RINCON DE ROMOS,CALLE,JOSE H ESCOBEDO,4,2,false,true,8,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,0,1,1,1,396,,,,,,-102.27219602,21.89742658
200237257,30421,ROBO TRANSEUNTE,3,2020-03-06,5,1,0,0,1,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,CANARIO,0,NA,",,,",ANDADOR,PASEO DEL BUHO,BOULEVARD,AGUILA,ANDADOR,DEL BUHO,2,4,false,true,3,NA,NA,0,NA,0,1 HOMBRE ESTATURA ALTO COMPLEXION DELGADA,JESUS ALIAS EL CHUCLAS,0,0,false,ND,ND,false,14,0,0,1,1,6,397,MARIPOSA,0,N,N,0,-102.29968224,21.84995068
200227938,30421,ROBO TRANSEUNTE,3,2020-03-03,2,19,59,0,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,774,CALLE,JUAN JOSE ARREOLA,0,NA,",,,",CALLE,JUAN RULFO,AVENIDA,SIGLO XXI,CALLE,ANBROSIO VERASTEGUI GUERRERO,5,2,false,true,3,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,0,1,1,2,398,,,,,,-102.26065692,21.91414638
200228713,30421,ROBO TRANSEUNTE,3,2020-03-03,2,23,36,0,5,FRACCIONAMIENTO,ARBOLEDAS DE PASO BLANCO,114,CAMINO,PASO BLANCO,0,NA,",,,",ND,ND,ND,ND,ND,ND,7,7,false,true,1,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,ND,ND,false,"3,14",0,0,1,1,1,399,,,,,,-102.30597060,21.96483826
200229095,30422,ROBO TRANSEUNTE,3,2020-03-04,3,6,40,0,1,FRACCIONAMIENTO,MORELOS II,622,CALLE,JOSE A TORRES,0,NA,",,,",CALLE,MAYO DE 1812,CALLE,22 DE DICIEMBRE,CALLE,HERRERA,3,3,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,0,1,1,1,400,,,,,,-102.25910545,21.85143095
200229953,30422,ROBO TRANSEUNTE,3,2020-03-04,3,12,14,0,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,HEROE MILITAR,0,NA,"268,,,",CALLE,REGIDORES,CALLE,COMERCIANTES,CALLE,INFANTERIA,4,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,28,15000,15000,1,1,1,401,,,,,,-102.26483325,21.89760662
200231575,30422,ROBO TRANSEUNTE,3,2020-03-04,3,19,11,0,1,COLONIA,DEL TRABAJO,477,AVENIDA,CONVENCION DE 1914 ORIENTE,0,NA,",,,",CALLE,FRATERNIDAD,CALLE,FRANCISCO GONZALEZ BOCANEGRA,CALLE,FRATERNIDAD,4,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,MOTOCICLETA,MOTOCICLETA NEGRA,false,3,0,8000,1,1,1,402,,,,,,-102.27253680,21.88440478
200232948,30422,ROBO TRANSEUNTE,3,2020-03-05,4,5,16,0,1,COLONIA,MACIAS ARELLANO,505,CALLE,D,0,NA,",,,",CALLE,I,CALLE,G,CALLE,C,5,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,"14,28",0,0,1,1,1,403,,,,,,-102.28526978,21.90934647
200235743,30422,ROBO TRANSEUNTE,3,2020-03-05,4,20,35,0,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,GOBERNANTES,0,NA,",,,",CALLE,HEROE MILITAR,CALLE,MIGUEL ANGEL BARBERENA VEGA,AVENIDA,OJOCALIENTE,4,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,3,0,0,1,1,1,404,,,,,,-102.26008421,21.89729545
200235858,30422,ROBO TRANSEUNTE,3,2020-03-05,4,21,12,0,1,FRACCIONAMIENTO,FRACC OJO DE AGUA,1080,CALLE,FRANCISCO PEREZ RIOS,0,NA,"324,,,",CALLE,NAYARIT,CALLE,PLAZA PRIMERO DE MAYO,CALLE,AYUNTAMIENTO,3,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,29,0,0,1,1,13,405,,,,,,-102.27885495,21.86391904
200236459,30421,ROBO TRANSEUNTE,3,2020-03-06,5,12,39,0,1,FRACCIONAMIENTO,JARDINES DEL SOL,566,AVENIDA,MARIANO ESCOBEDO,0,NA,",,,",ND,ND,ND,ND,ND,ND,3,3,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,3,0,0,1,1,2,406,,,,,,-102.27342157,21.86213736
200234337,30422,ROBO TRANSEUNTE,3,2020-03-05,2,14,34,0,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,0,NA,"601,,,",CALLE,DOCTOR JESUS ROMO ARMERIA,CALLE,ANITA BRENNER,CALLE,RICARDO GARCIA MENDOZA,2,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,MOTOCICLETA,MOTOCICLETA BLANCA,false,3,0,1200,1,2,1,407,,,,,,-102.32070815,21.85263168
200224548,30422,ROBO TRANSEUNTE,3,2020-03-02,1,22,6,0,5,COMUNIDAD,TEPETATES,191P,CARRETERA,53 MARAVILLAS PASO BLANCO,0,NA,",,,",CALLE,5 DE FEBRERO,CALLE,JUAN ESCUTIA,CALLE,INDEPENDENCIA,7,7,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,0,1,1,13,408,,,,,,-102.32114341,21.95778118
200222053,30422,ROBO TRANSEUNTE,3,2020-03-02,1,12,33,0,1,FRACCIONAMIENTO,JARDINES DE SANTA ELENA 2A SECCION,1106,CALLE,REPUBLICA DE PARAGUAY,0,NA,"507,,,",AVENIDA,LAS AMERICAS,CALLE,REPUBLICA DE URUGUAY,CALLE,REPUBLICA DE GUATEMALA,2,4,false,false,9,RETIRO SUCURSAL,BANCOMER,0,CONVENCIO Y AMERICAS,0,1 HOMBRE 1 MUJER,ND,0,0,false,ND,ND,false,28,40000,130000,1,1,1,409,,,,,,-102.30284259,21.86541606
200239087,30421,ROBO TRANSEUNTE,3,2020-03-06,5,19,16,0,5,FRACCIONAMIENTO,LOMAS DE JESUS MARIA,164,AVENIDA,ALEJANDRO DE LA CRUZ,0,NA,",,,",CALLE,DE LA LUNA,BOULEVARD,EUGENIO GARZA SADA,PRIVADA,LA VENTA,7,7,false,true,3,NA,NA,0,NA,0,EXPAREJA,ND,0,0,false,ND,ND,true,14,0,0,1,1,10,410,,,,,,-102.34354780,21.95278832
200237006,30422,ROBO TRANSEUNTE,3,2020-03-06,5,8,50,0,5,COMUNIDAD,TANQUE DE LA BIZNAGA,145R,CALLE,JESUS MORENO FLORES,0,NA,"75,A,,",ND,ND,ND,ND,ND,ND,7,7,false,false,9,NA,NA,0,NA,0,1 MUJER,N,0,0,false,ND,ND,false,3,0,0,1,1,3,411,,,,,,-102.35537721,21.94666972
200240322,30421,ROBO TRANSEUNTE,3,2020-03-07,6,12,43,0,1,FRACCIONAMIENTO,VISTA DEL SOL II,568,CALLE,CENIT,0,NA,"522,,,",AVENIDA,MARIANO ESCOBEDO,CALLE,SOL,CALLE,NADIR,3,3,false,true,"1,3",NA,NA,0,NA,0,3 HOMBRES,ND,0,0,false,ND,N,false,"3,29,31",0,30000,1,1,1,412,,,,,,-102.27370229,21.86308070
200240521,30421,ROBO TRANSEUNTE,3,2020-03-07,6,2,47,0,6,COLONIA,ZONA CENTRO,94,CALLE,20 DE NOVIEMBRE,0,NA,",,,",CALLE,IRRIGACION,CALLE,FRANCISCO I MADERO SUR,CALLE,REFORMA,7,7,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,4200,1,1,1,413,,,,,,-102.27448081,22.14795150
200243049,30421,ROBO TRANSEUNTE,3,2020-03-07,6,18,37,0,10,BARRIO,DEL SAUCITO,25,CALLE,20 DE NOVIEMBRE,0,NA,",,,",N,N,N,N,N,N,7,7,false,true,"1,3",NA,NA,0,NA,0,1  HOMBRE,ND,0,1,false,ND,ND,false,3,0,0,1,1,1,414,,,,,,-101.96440944,21.90771227
200245157,30422,ROBO TRANSEUNTE,3,2020-03-08,7,3,20,0,1,BARRIO,LA PURISIMA,915,AVENIDA,LICENCIADO ADOLFO LOPEZ MATEOS ORIENTE,0,NA,",,,",CALLE,COSIO SUR,CALLE,PODER LEGISLATIVO,CALLE,MAESTRO MIGUEL MENESES,1,5,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,TAXI,TAXI COLOR BLANCO NUMERO ECO 3377,false,"26,28",200,200,1,1,1,415,TRANSEUNTE,0,N,N,0,-102.28496909,21.87900059
200245740,30421,ROBO TRANSEUNTE,3,2020-03-08,7,20,52,0,1,FRACCIONAMIENTO,LOS PERICOS,770,CALLE,CULTURA OTOMI SUR,0,NA,"701,,,",CALLE,SAN FELIPE,CALLE,SAN JUAN BAUTISTA,AVENIDA,POLIDUCTO,4,2,false,true,"1,3",NA,NA,0,NA,0,1 HOMBRE,JOSE,0,0,false,ND,ND,false,3,0,0,1,1,1,416,,,,,,-102.24616523,21.90316079
200246006,30421,ROBO TRANSEUNTE,3,2020-03-08,7,10,43,0,6,FRACCIONAMIENTO,SANTA ISABEL,230P,CALLE,REAL DE TEPEZALA,0,NA,"106,B,,",CALLE,REAL DEL POTOSI,CALLE,REAL DE ASIENTOS,CALLE,REAL DE ZACATECAS,7,7,false,true,3,NA,NA,0,NA,0,4 HOMBRES,EL GORDO,0,0,false,ND,ND,false,14,0,0,1,1,1,417,,,,,,-102.26834301,22.08046707
200238478,30422,ROBO TRANSEUNTE,3,2020-03-06,5,16,27,0,1,FRACCIONAMIENTO,PILAR BLANCO,981,BOULEVARD,AGUILA,0,NA,",,,",CALLE,AGUILA,AVENIDA,MAHATMA GANDHI,ANDADOR,PASEO DEL HALCON,2,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,N,0,0,false,BICICLETA,BICICLETA,false,3,0,0,1,1,2,418,,,,,,-102.29437908,21.85021638
200239393,30422,ROBO TRANSEUNTE,3,2020-03-06,5,20,18,0,1,FRACCIONAMIENTO,VNSA SECTOR ESTACION,502,CALLE,ATANASIO RODRIGUEZ,0,NA,"324,,,",CALLE,DOMINGO VELASCO,CALLE,FRANCISCO ARMENGOL,CALLE,ALBERTO ACOSTA,5,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,MOTOCICLETA,MOTOCICLETA,false,3,0,3000,1,1,1,419,,,,,,-102.26136409,21.93435505
200239475,30422,ROBO TRANSEUNTE,3,2020-03-06,5,20,38,0,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,768,CALLE,LAS FRAGUAS,0,NA,",,,",CALLE,CIELO CLARO,CALLE,EPAZOTE,CALLE,ESFUERZO NACIONAL,4,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,3,0,0,1,1,2,420,,,,,,-102.25263240,21.89522664
200239589,30422,ROBO TRANSEUNTE,3,2020-03-06,5,21,6,0,1,FRACCIONAMIENTO,BALCONES DE ORIENTE,723,CALLE,SAN FRANCISCO DE LOS VIVEROS,0,NA,",,,",AVENIDA,VALLARTA,CALLE,SAN FRANCISCO DE LOS VIVEROS 2047,CALLE,SAN FRANCISCO DE LOS VIVEROS 2047,4,2,true,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,"3,29",0,0,1,1,2,421,,,,,,-102.23707798,21.88367818
200242232,30422,ROBO TRANSEUNTE,3,2020-03-07,6,14,47,0,1,COLONIA,ZONA CENTRO,906,CALLE,RIVERO Y GUTIERREZ,0,NA,",,,",CALLE,BENITO JUAREZ,CALLE,5 DE MAYO,CALLE,ALLENDE ORIENTE,1,5,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,"28,29",700,700,1,1,2,422,TRANSEUNTE,0,N,N,0,-102.29634806,21.88330289
200245173,30421,ROBO TRANSEUNTE,3,2020-03-08,1,3,24,0,1,FRACCIONAMIENTO,CONSTITUCION,794,CALLE,ARTICULO PRIMERO,0,NA,",,,",CALLE,ARTICULO CUARTO,CALLE,ARTICULO TERCERO,AVENIDA,CONSTITUCION,5,2,false,true,8,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,"5,12,31",0,400,1,1,2,423,,,,,,-102.28628201,21.91998900
200246508,30422,ROBO TRANSEUNTE,3,2020-03-08,7,13,13,0,3,SIN TIPO,SAN ANTONIO,255,BOULEVARD,RODOLFO LANDEROS GALLEGOS,0,NA,",,,",ND,ND,ND,ND,ND,ND,7,7,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,15000,1,1,1,424,,,,,,-102.67905368,21.88040183
200247215,30421,ROBO TRANSEUNTE,3,2020-03-08,7,16,16,0,1,FRACCIONAMIENTO,PILAR BLANCO,981,CALLE,CANARIO,0,NA,",,,",ANDADOR,DE LA PALOMA,ANDADOR,DE LAS GAVIOTAS,ANDADOR,DE LA PALOMA,2,4,false,true,1,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,"3,12",0,2050,1,1,2,425,,,,,,-102.29966874,21.84764012
200247850,30422,ROBO TRANSEUNTE,3,2020-03-08,7,18,46,0,1,FRACCIONAMIENTO,INSURGENTES,1046,AVENIDA,CONVENCION,0,NA,",,,",CALLE,SERAPIO RENDON,CALLE,ANTONIO DIAZ SOTO Y GAMA,CALLE,DOCTOR MARIANO AZUELA,2,4,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,28,0,0,1,1,13,426,,,,,,-102.30607302,21.85077741
200248351,30421,ROBO TRANSEUNTE,3,2020-03-08,7,20,19,0,1,FRACCIONAMIENTO,INSURGENTES,1046,CALLE,GENERAL LUIS MOYA,0,NA,",,,",CALLE,GENERAL FRANCISCO CARRERA TORRES,CALLE,GENERAL GABRIEL LEYVA,CALLE,ABRAHAM GONZALEZ,2,4,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,3,0,1000,1,1,6,427,,,,,,-102.31203014,21.84883750
200249518,30422,ROBO TRANSEUNTE,3,2020-03-09,1,1,2,0,1,UNIDAD HABITACIONAL,POTRERO DEL OESTE,1098,CALLE,CANARIO,0,NA,",,,",AVENIDA,SIGLO XXI,ANDADOR,DEL POTRO,AVENIDA,PASEO DE LA ASUNCION,2,4,false,false,3,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,"3,28",250,8750,1,1,2,428,,,,,,-102.29918692,21.84529723
200249851,30422,ROBO TRANSEUNTE,3,2020-03-09,1,5,58,0,1,COLONIA,EL RIEGO,767,AVENIDA,POLIDUCTO,0,NA,",,,",AVENIDA,DE LA ESPIGA,CALLE,N,CALLE,LIMON,4,2,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,3,0,6000,1,1,1,429,,,,,,-102.24598787,21.89495447
200251977,30421,ROBO TRANSEUNTE,3,2020-03-09,1,18,52,0,5,FRACCIONAMIENTO,SOLAR DE JONACATIQUE,205,AVENIDA,SOLIDARIDAD,0,N,",,,",CALLE,DOMINGO DE LIMA,CALLE,N,CALLE,ALVARO OBREGON,7,7,false,true,5,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,"3,12",0,1550,1,1,2,430,,,,,,-102.35385328,21.97283115
200253178,30421,ROBO TRANSEUNTE,3,2020-03-10,2,12,2,0,1,FRACCIONAMIENTO,LOS PERICOS,770,AVENIDA,POLIDUCTO,0,NA,",,,",AVENIDA,RODOLFO LANDEROS GALLEGOS,CALLE,SAN ISIDRO,CALLE,CULTURA OTOMI SUR,4,2,false,true,8,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,"3,14",0,0,1,1,1,431,,,,,,-102.24803603,21.90341410
200253539,30422,ROBO TRANSEUNTE,3,2020-03-10,1,5,50,0,1,OTRO,AGROPECUARIO,763,CALLE,DURAZNO,0,NA,"18,,,",CALLE,CHABACANO,CALLE,MANZANO,CALLE,COMERCIO,6,1,false,false,9,NA,NA,0,NA,0,1 HOMBRE,NA,0,0,false,ND,ND,false,3,0,32000,1,1,1,432,,,,,,-102.29283381,21.91323995
200228782,30421,ROBO TRANSEUNTE,3,2020-03-04,3,23,44,0,1,FRACCIONAMIENTO,LOS ARCOS,834,AVENIDA,PASEO DE LA SOLIDARIDAD,0,NA,",,,",ACENIDA,AGLAYA,AVENIDA,AGLAYA,CALLE,LOS ARCOS,5,2,false,true,"1,3",NA,NA,0,NA,0,2 HOMBRES,ND,0,1,false,ND,ND,false,14,0,2000,1,1,13,433,,,,,,-102.28700216,21.90783568
200243177,30422,ROBO TRANSEUNTE,3,2020-03-07,6,19,15,0,1,FRACCIONAMIENTO,ESPAÑA,1052,CALLE,ESPAÑA,0,NA,",,,",CALLE,CORDOBA,CALLE,ALMERIA,AVENIDA,DE LOS MAESTROS,2,4,false,false,9,NA,NA,0,NA,0,1 PERSONA,ND,1,0,false,ND,ND,false,3,0,0,1,1,2,434,,,,,,-102.31411516,21.86490895
200242693,30422,ROBO TRANSEUNTE,3,2020-03-07,6,16,57,0,1,SIN TIPO,DEPORTIVO FERROCARRILERO,511,CALLE,HEROICO COLEGIO MILITAR,0,NA,",,,",AVENIDA,ALAMEDA,CALLE,FELIPE PESCADOR,AVENIDA,MANUEL GOMEZ MORIN,4,2,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,"28,29",1500,1500,1,1,13,435,,,,,,-102.27482017,21.88466627
200228731,30422,ROBO TRANSEUNTE,3,2020-03-03,2,23,47,0,1,FRACCIONAMIENTO,LOS PIRULES,1053,ANDADOR,DE LOS CLAVELES,0,3MB,",12,,",ANDADOR,DE LAS BUGAMBILIAS,CALLE,DALIAS,ANDADOR,DE LAS BUGAMBILIAS,2,4,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,6,0,70,1,2,2,436,,,,,,-102.31907588,21.86801551
200230704,30422,ROBO TRANSEUNTE,3,2020-03-03,2,22,45,0,1,FRACCIONAMIENTO,JARDINES DE LA CONCEPCION II,846,BOULEVARD,LUIS DONALDO COLOSIO,0,NA,",,,",ND,ND,ND,ND,ND,ND,6,1,false,false,9,NA,NA,0,NA,0,ND,ND,0,0,false,ND,ND,false,3,0,0,1,1,1,437,,,,,,-102.29924096,21.92493620
200256668,30421,ROBO TRANSEUNTE,3,2020-03-10,2,20,14,0,1,FRACCIONAMIENTO,COLINAS DEL RIO,398,ND,ND,0,NA,",,,",ND,ND,ND,ND,ND,ND,6,1,false,true,1,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,39,0,2000,1,1,1,438,,,,,,-102.31935655,21.89489178
200257568,30421,ROBO TRANSEUNTE,3,2020-03-11,3,3,22,0,1,COLONIA,TALAMANTES PONCE II,880,AVENIDA,INDEPENDENCIA,0,NA,"2113,,,",CALLE,REFORMA,CALLE,LUIS GIL,CALLE,N,6,1,false,true,4,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,CAMIONETA,CAMIONETA FORD LOBO BLANCA,false,"3,15",0,9000,1,1,1,439,,,,,,-102.29796936,21.93181839
200260491,30422,ROBO TRANSEUNTE,3,2020-03-11,3,21,14,0,1,FRACCIONAMIENTO,VILLA MONTAÑA,501R,AVENIDA,CONSTITUCIONALISTA,0,NA,",,,",ND,ND,ND,ND,ND,ND,5,2,false,false,9,NA,NA,0,NA,0,2 HOMBRES 1 COMPLEXION OBESA TEZ MORENO CABELLO CANOSO,ND,0,0,false,COCHE,LOGAN COLOR BLANCO,false,39,0,0,1,1,6,440,,,,,,-102.26309361,21.93972186
200261845,30421,ROBO TRANSEUNTE,3,2020-03-12,4,7,51,0,1,COLONIA,ZONA CENTRO,906,CALLE,GENERAL MIGUEL BARRAGAN,0,NA,",,,",CALLE,LICENCIADO FRANCISCO PRIMO VERDAD,CALLE,FRANCISCO I MADERO,CALLE,EZEQUIEL A CHAVEZ,1,5,false,true,3,NA,NA,0,NA,0,1 HOMBRE EDAD APROX 25 AÑOS,ND,0,0,false,ND,ND,false,3,0,5000,1,1,1,441,TRANSEUNTE,0,N,N,0,-102.28710630,21.88397409
200258191,30421,ROBO TRANSEUNTE,3,2020-03-11,3,10,30,0,1,FRACCIONAMIENTO,DEL VALLE 1A SECCION,734,CALLE,VERACRUZ,0,NA,",,,",CALLE,PARIS,CALLE,NAPOLES,CALLE,26 DE MARZO,6,1,false,true,1,NA,NA,0,NA,0,1 HOMBRE ESTATURA BAJA,ND,0,0,false,ND,ND,false,"3,28",3000,25000,1,1,1,442,,,,,,-102.31375469,21.87559996
200259246,30422,ROBO TRANSEUNTE,3,2020-03-11,3,15,27,0,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,JOSE MARIA GONZALEZ BOCANEGRA,0,NA,",,,",CALLE,CASIMIRA ARTEAGA,CALLE,ANTONIO HERNANDEZ GALLEGOS,CALLE,RICARDO GARCIA MENDOZA,2,4,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,1,0,false,ND,ND,false,3,0,0,1,1,1,443,,,,,,-102.31950417,21.85218019
200259367,30421,ROBO TRANSEUNTE,3,2020-03-11,4,15,57,0,1,CC,PLAZA SAN MARCOS,804,AVENIDA,CONVENCION DE 1914 NORTE,0,NA,",,,",AVENIDA,FUNDICION,CALLE,CARLOS SAGREDO,CALLE,SAN FRANCISCO,6,1,false,true,1,NA,NA,0,NA,0,2 HOMBRES TEZ MORENO ESTATURA BAJA,EL GORDO,0,0,false,ND,ND,false,"14,28",100,100,1,1,1,444,,,,,,-102.31074609,21.89543532
200261218,30422,ROBO TRANSEUNTE,3,2020-03-11,3,23,15,0,5,COLONIA,EL TORITO,199,AVENIDA,SOLIDARIDAD,0,NA,",,,",CALLE,FRANCISCO I MADERO,CALLE,15 DE SEPTIEMBRE,CALLE,SOR JUAN INES DE LA CRUZ,7,7,false,false,9,NA,NA,0,NA,0,2 HOMBRES,ND,0,0,false,ND,ND,false,3,0,19000,1,1,1,445,,,,,,-102.35420195,21.96906472
200262672,30422,ROBO TRANSEUNTE,3,2020-03-12,4,12,20,0,1,FRACCIONAMIENTO,PERIODISTAS,404,AVENIDA,POLIDUCTO,0,NA,",,,",CALLE,LINOTIPISTAS,AVENIDA,MARIANO HIDALGO,CALLE,EDITORIALISTAS,3,3,false,false,9,NA,NA,0,NA,0,1 HOMBRE,ND,0,0,false,ND,ND,false,39,0,0,1,1,2,446,,,,,,-102.25294759,21.85010979
