FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,ID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,DET_SPM,CAT_SOSP,SEXO_AGRE,SEXO_AFECT,LESIONADO,TRASL_HOSP,FALLECIDOS,T_VEH_SOS,DESCRIP,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,GIRO_NEG,NOM_NEG,TRANSP_PUB,FARDERO,INGRESO,REPARTIDOR,FERIA,REROBADO,MOT_DET,CARRETERA,OPORUNISTA,FOLIO_REL,DEN_CASIO,TRANSPTTA,OID,LONG,LAT
230885282,30425,ROBO A TRANSPORTE PUBLICO,7,2023-07-07,27,5,5,LOCALIDAD,TEPETATES,992,CARRETERA,53 PASO BLANCO,NA,NA,",,,",CALLE,BENITO JUAREZ,7,10,40,20,false,true,4,2 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,"3,28",200,200,false,1,1,TRANSPORTE PUBLICO,TAXI 1742,1,false,4,0,0,NO,ND,false,0,0,0,,56,-102.32271914,21.95311041
230892322,30425,ROBO A TRANSPORTE PUBLICO,7,2023-07-08,26,6,5,LOCALIDAD,EL LLANO,1068,CALLE,GUSTAVO DIAZ ORDAZ,NA,NA,",,,",CALLE,ERNESTO ZEDILLO PONCE DE LEON,7,18,34,22,false,false,9,1 HOMBRE,ND,0,N,0,H,H,0,false,0,N,N,39,0,0,false,1,2,TRANSPORTE PUBLICO,TAXI 1561,1,false,4,0,0,NO,ND,false,0,0,0,,57,-102.31869836,21.94102050
230918575,30426,ROBO A TRANSPORTE PUBLICO,7,2023-07-13,28,4,1,FRACCIONAMIENTO,LIBERTAD,219,CALLE,PLAN DE LA PROFESA,NA,NA,"304,,,",CALLE,PAULINO N MARTI,3,22,1,24,false,false,9,1 HOMBRE,ND,0,N,0,H,H,0,false,0,N,N,3,0,1000,false,1,69,TRANSPORTE PUBLICO,TAXI 1921,1,false,4,0,0,NO,ND,false,0,0,0,,58,-102.27834411,21.92941387
230942476,30425,ROBO A TRANSPORTE PUBLICO,7,2023-07-18,29,2,5,CONDOMINIO,RUISEÑORES II,1023,AVENIDA,RUISEÑOR,NA,NA,",,,",AVENIDA,CAMINO A LA RINCONADA,7,0,0,21,false,true,4,3 HOMBRES,ND,0,N,0,H,M,0,false,0,N,N,3,0,3000,false,1,1,TRANSPORTE PUBLICO,TAXI 073,1,false,4,0,0,NO,ND,false,0,0,0,,59,-102.32988549,21.96583451
230990308,30425,ROBO A TRANSPORTE PUBLICO,7,2023-07-28,30,5,5,COLONIA,LUIS DONALDO COLOSIO,1045,CALLE,JUAN ESCUTIA,NA,NA,",,,",CALLE,CRISTOBAL COLON,7,5,8,26,false,true,4,"2 HOMBRES,1 SUDADERA CAMUFALJEADA,OTRO SUDADERA GRIS",ND,0,N,0,H,H,0,false,0,N,N,"3,28,29,40",1000,1000,false,1,1,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,0,,60,-102.35506226,21.97336308
231014936,30425,ROBO A TRANSPORTE PUBLICO,8,2023-08-02,31,3,1,FRACCIONAMIENTO,MORELOS II,188,CALLE,JOSE DIAZ MORAN,NA,NA,",,,",CALLE,30 DE SEPTIEMBRE,5,3,54,26,false,true,1,"1 HOMBRE,TEZ MORENO",ND,0,N,0,H,H,0,false,0,N,N,28,1000,1000,false,1,1,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,0,,61,-102.26319966,21.84881936
231062011,30446,ROBO A TRANSPORTE PUBLICO,8,2023-08-12,32,6,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,SIERRA DE ANCARES,NA,NA,",,,",CALLE,MONTE QUIRINAL,3,6,25,19,false,false,9,1 HOMBRE,JORGE LUIS ORTIZ TRONCOSO,1,N,0,H,H,0,false,0,N,N,"3,28",1500,1500,false,1,4,TRANSPORTE PUBLICO,TAXI 3338,1,false,4,0,0,NO,ROBO A TAXI,false,0,0,0,,62,-102.25608308,21.94777206
231077701,30425,ROBO A TRANSPORTE PUBLICO,8,2023-08-15,33,2,5,COLONIA,EL TORITO,1071,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,NA,NA,",,,",CALLE,15 DE SEPTIEMBRE,7,5,40,26,false,true,1,4 PERSONAS,ND,0,N,0,H,H,0,false,0,N,N,28,1000,1000,false,1,1,TRANSPORTE PUBLICO,TAXI DE PLATAFORMA,1,false,4,0,0,NO,ND,false,0,0,0,,63,-102.35419092,21.96956796
231118958,30425,ROBO A TRANSPORTE PUBLICO,8,2023-08-24,34,4,5,COLONIA,EL CHAVEÑO,942,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,NA,NA,",,,",CARRETERA,3 A LA POSTA,7,6,0,19,false,true,4,"3 HOMBRES,APROX. DE 17 A 22 AÑOS,1 CON ACNE EN LA CARA",ND,0,N,0,H,H,0,false,0,N,N,"3,28",5000,7500,false,1,1,TRANSPORTE PUBLICO,UBER,1,false,9,0,0,NO,ND,false,0,0,0,,64,-102.35465476,21.96446581
231139360,30425,ROBO A TRANSPORTE PUBLICO,8,2023-08-28,35,1,5,COLONIA,EL TORITO,1071,CALLE,MARCOS DE SAUCEDO,NA,NA,",,,",CALLE,AMADO NERVO,7,6,0,19,false,true,4,3 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,"3,28",50,11000,false,1,1,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,0,,65,-102.35438892,21.97251889
231159600,30423,ROBO A TRANSPORTE PUBLICO,9,2023-09-01,35,5,1,COLONIA,COL MORELOS,611,CALLE,CELSO BERNAL,NA,NA,",,,",BOULEVARD,A ZACATECAS,3,0,0,24,false,true,1,"1 MUJER,DE 45 A 50 AÑOS,PANTALON Y SUDADERA NEGRA,GORRA AZUL CIELO",ND,0,N,0,M,H,0,false,0,N,N,28,1400,1400,false,1,1,TRANSPORTE PUBLICO,COMBI NUMERO 0101,1,false,4,0,0,NO,ND,false,0,0,0,,66,-102.29220680,21.90256472
231163970,30425,ROBO A TRANSPORTE PUBLICO,9,2023-09-02,35,6,1,FRACCIONAMIENTO,EL PUERTECITO,407,CALLE,PUERTO DE ENSENADA,NA,NA,",,,",AVENIDA,JOSE E. FEMAT GUTIERREZ,3,17,41,22,false,true,4,"1 HOMBRE,27 AÑOS APROX,PANTALON DE MEZCLILLA OSCURO Y CAMISETA,1 MUJER 24 AÑOS APROX,CONJUNTO AZUL CON FLORES,1 NIÑA 6AÑ",ND,0,N,0,A,H,0,false,0,N,N,28,300,300,false,1,1,TRANSPORTE PUBLICO,TAXI 2356,1,false,4,0,0,NO,ND,false,0,0,0,,67,-102.24783397,21.93644889
231187431,30425,ROBO A TRANSPORTE PUBLICO,9,2023-09-07,36,4,5,FRACCIONAMIENTO,EL MEZQUITAL,902,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,NA,NA,",,,",CALLE,MIXQUIC,7,0,0,25,false,true,6,3 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,"3,28",0,0,false,1,1,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,0,,68,-102.35560641,21.96986868
231236169,30426,ROBO A TRANSPORTE PUBLICO,9,2023-09-16,37,6,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,AVENIDA,DEL REY,NA,NA,",,,",PROLONGACION,MARIANO HIDALGO,5,14,16,21,false,true,8,"1 HOMBRE,ALTO,MORENO,CADENA DORADA",ND,0,N,0,H,H,0,false,0,N,N,28,300,300,false,1,1,TRANSPORTE PUBLICO,TAXI 1104,1,false,4,0,0,NO,ND,false,0,0,0,,69,-102.25155372,21.84974610
231249548,30425,ROBO A TRANSPORTE PUBLICO,9,2023-09-18,38,7,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,CULHUACAN,NA,NA,",,,",CALLE,JUANACATLAN,7,23,31,24,false,true,4,2 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,28,1000,1000,false,1,1,TRANSPORTE PUBLICO,TAXI DE PLATADORMA,1,false,4,0,0,NO,ND,false,0,0,0,,70,-102.24827625,21.95297981
231263923,30426,ROBO A TRANSPORTE PUBLICO,9,2023-09-22,38,5,1,COLONIA,LA SOLEDAD,288,CALLE,TENACATITA,NA,NA,",,,",CALLE,ARANDAS,6,0,0,26,false,true,1,2 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,"3,28,30",700,700,false,1,1,TRANSPORTE PUBLICO,UBER,1,false,4,0,0,NO,ND,false,0,0,0,,71,-102.33137169,21.87813075
231316049,30426,ROBO A TRANSPORTE PUBLICO,10,2023-10-02,40,1,5,FRACCIONAMIENTO,EL MEZQUITAL,902,CALLE,MEZQUITAL,NA,NA,",,,",AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,7,0,0,26,false,true,1,"1 HOMBRE,ALTO,DELGADO,SUDADERA BLANCAY PANTALON DE MEZCLILLA AZUL",ND,0,N,0,H,H,0,false,0,N,N,"3,28",300,5300,false,1,69,TRANSPORTE PUBLICO,TAXI 1640,1,false,4,0,0,NO,ND,false,0,0,0,,72,-102.35453955,21.96629290
231320283,30425,ROBO A TRANSPORTE PUBLICO,10,2023-10-03,40,2,5,COLONIA,EL TORITO,1071,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,NA,NA,",,,",CALLE,20 DE NOVIEMBRE,7,0,15,25,false,true,4,3 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,3,0,0,false,1,69,TRANSPORTE PUBLICO,UBER,1,false,4,0,0,NO,ND,false,0,0,0,,73,-102.35429691,21.96824565
231320648,30425,ROBO A TRANSPORTE PUBLICO,10,2023-10-03,40,2,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,323,AVENIDA,CULTURA MAYA,NA,NA,"122,,,",CALLE,CULTURA MAYA 118,3,3,25,26,false,true,1,"2 HOMBRES,CON CUBREBOCAS",ND,0,N,0,H,H,0,false,0,N,N,"3,22,28,29",600,600,false,1,2,TRANSPORTE PUBLICO,TAXI PLATAFORMA,1,false,4,0,0,NO,ND,false,0,0,0,,74,-102.24360063,21.90659694
231363401,30425,ROBO A TRANSPORTE PUBLICO,10,2023-10-12,41,4,1,FRACCIONAMIENTO,POZO BRAVO SUR,558,CALLE,POZO DE LA HACIENDA,NA,NA,",,,",CALLE,POZO ESTAÑO,3,1,34,25,true,true,1,3 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,28,800,800,false,1,1,TRANSPORTE PUBLICO,UBER,1,false,4,0,0,NO,ND,false,0,0,0,,75,-102.27939066,21.92532144
231392810,30426,ROBO A TRANSPORTE PUBLICO,10,2023-10-18,42,3,5,FRACCIONAMIENTO,BUENAVISTA,1070,CALLE,REES FISCHER,NA,NA,",,,",CALLE,CHUCATA,7,5,30,26,false,true,8,"3 HOMBRES,DE 20 AÑOS APROX.",ND,0,N,0,H,M,0,false,0,N,N,"3,28",8000,13000,false,1,69,TRANSPORTE PUBLICO,INDRIVER,1,false,4,0,0,NO,ND,false,0,0,0,,76,-102.35826386,21.97014889
231354970,50305,ROBO A TRANSPORTE PUBLICO,10,2023-10-10,41,2,1,FRACCIONAMIENTO,VILLA LOMA DORADA,75,CALLE,VILLA CONSTITUCION,NA,NA,",,,",CALLE,VILLA DE GADOR,3,1,35,25,false,true,1,1 HOMBRE,ND,0,N,0,H,H,0,false,0,N,N,28,500,500,false,1,2,TRANSPORTE PUBLICO,UBER,1,false,4,0,0,NO,ND,false,0,0,0,,77,-102.24760154,21.92610092
231422179,30426,ROBO A TRANSPORTE PUBLICO,10,2023-10-23,43,1,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,SAN MIGUELITO,NA,NA,"203,,,",CALLE,EL BAJIO,4,20,30,23,false,false,9,"2 HOMBRES,1 TATUAJES EN EMBOS BRAZOS",ND,0,N,0,H,H,0,false,0,N,N,"3,28,29",800,800,false,"1,23",1,TRANSPORTE PUBLICO,TAXI 2698,1,false,4,0,0,NO,ND,false,0,0,0,,78,-102.25645424,21.89597378
231431077,30426,ROBO A TRANSPORTE PUBLICO,10,2023-10-25,43,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,CALLE,MANUEL ZAVALA MADRIGAL,NA,NA,",,,",AVENIDA,VALLE DE LOS ROMEROS,3,19,28,23,true,false,9,1 HOMBRE,OSCAR EDUARDO CARREON MOZQUEDO,1,ROBO A TAXISTA,0,H,H,0,false,0,ND,ND,3,0,0,false,1,4,TRANSPORTE PUBLICO,TAXI 2755,1,false,4,0,0,NO,ROBO A TAXISTA,false,0,0,0,,79,-102.26226474,21.93662168
231435846,30426,ROBO A TRANSPORTE PUBLICO,10,2023-10-26,43,4,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,JUAN G. ALVARADO,NA,NA,",,,",CALLE,FRANCISCO DE J HERRERA L,3,0,0,23,false,false,9,1 HOMBRE,ND,0,N,0,H,M,0,false,0,N,N,28,1000,1000,false,1,2,TRANSPORTE PUBLICO,UBER,1,false,9,0,0,NO,ND,false,0,0,0,,80,-102.25841820,21.94143754
231439716,30425,ROBO A TRANSPORTE PUBLICO,10,2023-10-27,43,5,5,NINGUNO,LA CAÑADA,1062,CALLE,MIGUEL A BARBERENA VEGA,NA,NA,",,,",CALLE,CAMINO A LOS ARQUITOS,7,15,4,21,false,true,1,1 HOMBRE,ND,0,N,0,H,H,0,false,0,N,N,"3,28",200,200,false,1,1,TRANSPORTE PUBLICO,TAXI 2719,1,false,9,0,0,NO,ND,false,0,0,0,,81,-102.35181549,21.95525562
231449334,30425,ROBO A TRANSPORTE PUBLICO,10,2023-10-29,44,7,5,FRACCIONAMIENTO,PLAN BENITO JUAREZ,1048,CARRETERA,3 A LA POSTA,NA,NA,",,,",CALLE,PLAN DE ALLENDE,7,6,48,19,false,true,1,2 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,28,1500,1500,false,1,1,TRANSPORTE PUBLICO,TAXI 3949,1,false,4,0,0,NO,ND,false,0,0,0,,82,-102.35826976,21.96507517
231463200,30427,ROBO A TRANSPORTE PUBLICO,11,2023-11-01,44,3,1,COLONIA,OJO DE AGUA,621,AVENIDA,DE LA CONVENCION DE 1914 SUR,NA,NA,",,,",AVENIDA,FERROCARRIL,5,1,5,25,false,true,3,ND,ND,0,N,0,ND,H,0,false,0,N,N,"28,30",0,0,false,1,2,TRANSPORTE PUBLICO,TAXI 892,1,false,9,0,0,NO,ND,false,0,0,0,,83,-102.27818041,21.86762830
231468301,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-02,44,4,1,UNIDAD HABITACIONAL,IV CENTENARIO,618,AVENIDA,DE LOS PENSADORES,NA,NA,",,,",RETORNO,SILVESTRE DORADOR,5,1,56,25,false,true,"1,4",4 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,"3,28",400,400,false,"1,23",1,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,1244,,84,-102.27991555,21.86938021
231468487,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-02,44,4,1,UNIDAD HABITACIONAL,IV CENTENARIO,618,CALLE,DELICIAS,NA,NA,",,,",AVENIDA,HEROE DE NACOZARI SUR,5,3,50,26,false,true,"1,4","2 HOMBRES,1 VISTE JERSEY DE LOS LAKERS,RAIDERS",ND,0,N,0,H,H,0,false,0,N,N,"3,28",3000,6500,false,1,1,TRANSPORTE PUBLICO,BOLT,1,false,4,0,0,NO,ND,false,0,0,0,,85,-102.28173598,21.86983178
231484318,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-05,45,7,1,UNIDAD HABITACIONAL,IV CENTENARIO,618,AVENIDA,HEROE DE NACOZARI SUR,NA,NA,",,,",AVENIDA,DE LOS FUNDADORES,5,4,54,26,false,true,2,ND,ND,0,N,0,ND,H,0,false,0,N,N,"3,28",300,3000,false,1,1,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,0,,86,-102.28169859,21.87092697
231493391,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-07,45,2,1,UNIDAD HABITACIONAL,IV CENTENARIO,618,CALLE,DELICIAS,NA,NA,",,,",RETORNO,SILVESTRE DORADOR,5,1,45,25,false,true,2,"2 HOMBRES,ENTRE 13 Y 20 AÑOS",ND,0,N,0,H,H,0,false,0,N,N,"3,6,28",1000,6000,false,1,1,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,0,,87,-102.27949158,21.86842924
231531885,30426,ROBO A TRANSPORTE PUBLICO,11,2023-11-15,46,3,1,FRACCIONAMIENTO,BENITO JUAREZ,212,AVENIDA,NAZARIO ORTIZ GARZA,NA,NA,",,,",AVENIDA,AGUASCALIENTES ORIENTE,4,15,0,21,false,false,9,"1 HOMBRE,MORENO,VISTE PLAYERA BLANCA Y BERMUDA CAFE",ND,0,N,0,H,H,0,false,0,N,N,"6,28",70,70,false,1,1,TRANSPORTE PUBLICO,TAXI DE PLATAFORMA,1,false,0,0,0,NO,ND,false,0,0,0,,88,-102.27165382,21.89997610
231532180,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-15,46,3,1,FRACCIONAMIENTO,VILLA LAS PALMAS,346,AVENIDA,PROCERES DE LA ENSEÑANZA,NA,NA,",,,",CALLE,VILLA VICTORIA,5,16,0,22,false,true,9,"2 HOMBRES,1TATUAJE EN EL ROSTRO Y GORRA,CUDADERA AZUL CON RAYA BLANCA A LOS LADOS,OTRO PANTALON BLANCO SUCIO",NS,0,N,0,H,H,0,false,0,N,N,"3,28",0,0,false,"1,23",1,TRANSPORTE PUBLICO,TAXI,1,false,4,0,0,NO,ND,false,0,0,0,,89,-102.23348593,21.85850131
231556523,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-20,47,1,5,FRACCIONAMIENTO,EL MEZQUITAL,902,CALLE,MIXQUIC,NA,NA,",,,",PROLONGACION,PLAN DE SAN LUIS,7,17,40,22,false,true,1,2 HOMBRES,"""EL PELON"",""MONO""",0,N,0,H,H,0,false,0,N,N,"28,29,40",1500,1500,false,1,1,TRANSPORTE PUBLICO,TAXI 1472,1,false,4,0,0,NO,ND,false,0,0,0,,90,-102.35681329,21.96619402
231566676,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-23,47,4,5,COLONIA,EL CHAVEÑO,942,TERRACERIA,TERRACERIA AL CHAVEÑO,NA,NA,",,,",CALLE,AGUA MELILLA,7,8,49,19,false,true,1,"1 HOMBRE,24 AÑOS,SUDADERA ROJA CON CAPUCHAY PANTALON",ND,0,N,0,H,H,0,false,0,N,N,"3, 28",500,5500,false,1,1,TRANSPORTE PUBLICO,UBER,1,false,4,0,0,NO,ND,false,0,0,0,,91,-102.35930140,21.96395696
231587519,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-27,48,1,1,FRACCIONAMIENTO,VILLA LOMA DORADA,75,CALLE,VILLA CORONA,NA,NA,",,,",CALLE,VILLA SERRANA,3,22,5,24,false,true,3,"2 HOMBRES,1 SUDADERA NEGRA,OTRO VESTIDO DE AZUL",ND,0,N,0,H,H,1,false,0,N,N,"28,30",500,500,false,1,1,TRANSPORTE PUBLICO,TAXI 2406,1,false,4,0,0,NO,ND,false,0,0,0,,92,-102.24797616,21.92508722
231589123,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-28,48,2,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,AVENIDA,GERONIMO DE LA CUEVA,NA,NA,",,,",CALLE,DEL PUERTO,3,11,15,20,false,true,1,2 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,"28,31",800,800,false,1,69,TRANSPORTE PUBLICO,TAXI 0551,1,false,4,0,0,NO,ND,false,0,0,0,,93,-102.24640285,21.94066627
231595006,30425,ROBO A TRANSPORTE PUBLICO,11,2023-11-29,48,3,1,FRACCIONAMIENTO,VILLA LAS PALMAS III,388,CALLE,PALMA CANA,NA,NA,"240,,,",CALLE,PALMA MACARTHUR,5,20,50,23,false,true,3,"2 HOMBRES,DE 19 A 20 AÑOS APROX.",ND,0,N,0,H,H,0,false,0,N,N,"3,28,29,30",2060,2060,false,1,1,TRANSPORTE PUBLICO,TAXI 0824,1,false,4,0,0,NO,ND,false,0,0,0,,94,-102.23427169,21.85260082
231616262,30426,ROBO A TRANSPORTE PUBLICO,12,2023-12-04,49,1,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,TERRACERIA,TERRACERIA DE VILLA MONTAÑA A LA RIBERA,NA,NA,",,,",CALLE,SIERRA DE ANCARES,3,9,13,20,false,false,9,"1 HOMBRE,PANTALON AZUL,SUETER GRIS Y GORRA ROJA",ND,0,N,0,H,H,0,false,0,N,N,3,0,0,false,1,1,TRANSPORTE PUBLICO,TAXI 413,1,false,4,0,0,NO,ND,false,0,0,0,,95,-102.25609244,21.94913040
231621197,30425,ROBO A TRANSPORTE PUBLICO,12,2023-12-05,49,2,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,EL SALTO,NA,NA,",,,",CALLE,SAN ANOTNIO TLAYAPAN,7,15,37,22,false,true,1,"1 HOMBRE,25 AÑOS,SUETER NEGRO Y GORRA ROJA",ND,0,N,0,H,H,1,false,0,N,N,"3,28",400,3400,false,1,69,TRANSPORTE PUBLICO,TAXI 3257,1,false,4,0,0,NO,ND,false,0,0,0,,96,-102.25202440,21.95217889
231646497,30425,ROBO A TRANSPORTE PUBLICO,12,2023-12-11,50,6,1,FRACCIONAMIENTO,INSURGENTES,161,AVENIDA,DE LA CONVENCION,NA,NA,",,,",CALLE,GENERAL JESUS CARRANZA,2,5,45,26,false,true,3,"2 HOMBRES,DE 15 AÑOS APROX.",ND,0,N,0,H,H,0,false,0,N,N,"26,30",0,0,false,1,1,TRANSPORTE PUBLICO,TAXI 4333,1,false,4,0,0,4,ND,false,0,0,0,,97,-102.30368132,21.85012435
231646761,30426,ROBO A TRANSPORTE PUBLICO,12,2023-12-11,50,6,1,FRACCIONAMIENTO,CUMBRES III,674,BOULEVARD,GUADALUPANO,NA,NA,",,,",CALLE,EFRAIN GONZALEZ LUNA,3,8,5,19,false,false,9,"2 HOMBRES,DE 18-19 AÑOS",ND,0,N,0,H,H,0,false,0,N,N,"3,28,29",1000,3500,false,1,1,TRANSPORTE PUBLICO,TAXI DE PLATAFORMA,1,false,4,0,0,NO,ND,false,0,0,0,,98,-102.24402518,21.91926815
231648073,30425,ROBO A TRANSPORTE PUBLICO,12,2023-12-11,50,1,5,COLONIA,OJOS DE AGUA,1050,CALLE,LOS RAMIREZ,NA,NA,"102,,,",CALLE,OJOS DE AGUA,7,15,1,21,false,true,1,3 HOMBRES,ND,0,N,0,ND,H,0,false,0,N,N,"3,28",600,600,false,1,69,TRANSPORTE PUBLICO,TAXI 0496,1,false,4,0,0,NO,ND,false,0,0,0,,99,-102.35196452,21.96061521
231663717,30425,ROBO A TRANSPORTE PUBLICO,12,2023-12-15,50,5,1,FRACCIONAMIENTO,CUMBRES III,674,CALLE,14 SUR,NA,NA,",,,",CALLE,13 NORTE,3,3,51,26,false,true,1,2 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,"3,28",2300,0,false,1,1,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,0,,100,-102.23106530,21.92316313
231666310,30425,ROBO A TRANSPORTE PUBLICO,12,2023-12-15,50,5,5,FRACCIONAMIENTO,PASEOS DE AGUASCALIENTES,930,CALLE,PASEOS DE JALTICHE,NA,NA,"102,,,",CALLE,PASEOS DE SAN JOSE DE GRACIA,7,17,5,22,false,true,1,"1 HOMBRE,ALTO,DELGADO,MORENO,CON LENTES",ND,0,N,0,H,H,0,false,0,N,N,"3,28,29",0,0,false,1,2,TRANSPORTE PUBLICO,TAXI DE PLATAFORMA,1,false,4,0,0,NO,ND,false,0,0,0,,101,-102.29973653,21.96558480
231674685,30426,ROBO A TRANSPORTE PUBLICO,12,2023-12-17,51,7,1,FRACCIONAMIENTO,CUMBRES III,674,CALLE,EFRAIN GONZALEZ LUNA,NA,NA,",,,",CALLE,JOSE GONZALEZ TORRES,3,2,47,25,false,true,1,3 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,"3,28",1800,1800,false,1,1,TRANSPORTE PUBLICO,UBER,1,false,4,0,0,NO,ND,false,0,0,0,,102,-102.23620886,21.92178356
231681364,30426,ROBO A TRANSPORTE PUBLICO,12,2023-12-18,51,1,1,ZONA,ZONA CENTRO,501,CALLE,LICENCIADO FRANCISCO PRIMO VERDAD,NA,NA,",,,",CALLE,JOSE MARIA MORELOS,1,11,20,20,false,false,9,3 MENORES,ND,0,N,0,H,H,0,false,0,N,N,"28,29,40",100,100,false,1,1,TRANSPORTE PUBLICO,TAXI 2079,1,false,4,0,0,NO,ND,false,0,0,0,,103,-102.29498008,21.88304341
231682606,30424,ROBO A TRANSPORTE PUBLICO,12,2023-12-18,51,1,5,FRACCIONAMIENTO,PLAN BENITO JUAREZ,1048,CALLE,PLAN DE ALLENDE,NA,NA,",,,",PROLONGACION,PLAN DE ALLENDE,7,16,55,22,false,true,1,"2 HOMBRES,ASPECTO CHOLOS",ND,0,N,0,H,H,0,false,0,N,N,3,0,3000,false,1,69,TRANSPORTE PUBLICO,DIDI,1,false,4,0,0,NO,ND,false,0,0,0,,104,-102.35894707,21.96631873
231688867,30425,ROBO A TRANSPORTE PUBLICO,12,2023-12-20,51,3,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,CALLE,DOMITILO ESTRELLA DEL ANGEL,NA,NA,",,,",CALLE,JOSE M RUIZ DE TEJADA Y OTAL,4,2,57,25,false,true,3,"3 HOMBRES,DE ASPECTO CHOLO,1 DELGADO,16 AÑOS APROX.",ND,0,N,0,H,H,1,false,0,N,N,28,1500,1500,false,1,1,TRANSPORTE PUBLICO,TAXI 3854,1,false,4,0,0,NO,ND,false,0,0,0,,105,-102.24085524,21.86798033
231628379,30307,ROBO A TRANSPORTE PUBLICO,12,2023-12-07,49,4,5,COLONIA,EL CHAVEÑO,942,AVENIDA,ALEJANDRO DE LA CRUZ SAUCEDO,NA,NA,",,,",CARRETERA,3 A LA POSTA,7,11,8,20,false,true,2,"2 HOMBRES,1 CON UN TATUAJE DE UNA FLOR EN LA MANO DERECHA",ND,0,N,0,H,H,0,false,0,N,N,3,0,10000,false,1,1,TRANSPORTE PUBLICO,UBER,1,false,4,0,0,NO,ND,false,0,0,0,,106,-102.35463826,21.96430920
231697244,30425,ROBO A TRANSPORTE PUBLICO,12,2023-12-21,51,4,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,220,CALLE,LICENCIADO FRANCISCO RAMIREZ MARTINEZ,NA,NA,",,,",BOULEVARD,GUADALUPANO,3,22,20,24,false,true,3,2 HOMBRES,ND,0,N,0,H,H,0,false,0,N,N,28,800,800,false,1,69,TRANSPORTE PUBLICO,TAXI 676,1,false,4,0,0,NO,ND,false,0,0,0,,107,-102.24718977,21.91534415
