FOLIO,ID_INC,MES,FECHA,DIA_SEM,HORA,MINUTOS,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,TIPO_VIAL2,NOM_VIAL2,TIPO_VIALP,NOM_VIALP,DESTACAMEN,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,DETENIDO,LESIONADO,T_VEH_SOS,DESCRIP,HORARIO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,MEC_ROBO,MODALIDAD,TIPO_VEHIC,MARCA_AFEC,SUBMA_AFEC,CORP_ACUD,CIERRE_COR,OID,INCIDENTE,LONG,LAT
190796280,30403,7,2019-07-17,3,13,17,1,FRACCIONAMIENTO,VILLAS DE NUESTRA SEÑORA DE LA ASUNCION (SECTOR ENCINO),506,CALLE,FELIPE SERRANO,NA,"341,,,",CIRCUITO,HORTALIZAS,CIRCUITO,DE SAN MIGUEL,CIRCUITO,DE SAN MIGUEL,5,false,false,9,ND,ND,0,0,N,N,21,"22,26",0,8000,false,4,3,AUTOMOVIL,VOLKSWAGEN,DERBY,1,1,1031,Robo de autopartes y cristalazo,-102.26796456,21.92455981
190797958,30411,7,2019-07-17,3,21,52,1,FRACCIONAMIENTO,EMILIANO ZAPATA,585,CALLE,ANTONIO DIAZ SOTO Y GAMA,NA,",,,",CALLE,SIXTO VERDUZCO,CALLE,JOSE MARIA LICEAGA,CALLE,PROFESOR OTILIO E MONTAÑO,3,false,false,9,ND,ND,0,0,N,N,24,"26,3",0,5000,false,1,1,AUTOMOVIL,CHEVROLET,CHEVY,1,2,1032,Robo de autopartes y cristalazo,-102.25489718,21.85456299
190777318,30403,7,2019-07-12,5,20,44,1,FRACCIONAMIENTO,LOMAS DEL MIRADOR V,621,CALLE,LOMA HUASTECA,NA,",,,",CALLE,LOMA DEL SUR,CALLE,LOMA BRILLANTE,CALLE,LOMA DEL SUR,3,false,false,7,ND,ND,0,0,N,N,2,41,0,0,false,4,4,AUTOMOVIL,ND,ND,1,17,1033,Robo de autopartes y cristalazo,-102.26275475,21.84655003
190782706,30403,7,2019-07-07,7,1,54,5,FRACCIONAMIENTO,CAMINO REAL,137,CALLE,CAMINO DEL CAMPANARIO,NA,"325,,,",CALLE,CAMINO DEL RIO,CALLE,EL REFUGIO,CALLE,CAMINO REAL,7,false,false,9,ND,ND,0,0,N,N,25,41,0,0,false,4,4,AUTOMOVIL,NISSAN,MARCH,1,17,1034,Robo de autopartes y cristalazo,-102.32965551,21.94280595
190800290,30411,7,2019-07-18,4,16,20,1,FRACCIONAMIENTO,LUIS ORTEGA DOUGLAS,440,CALLE,EL PICACHO,NA,",,,",CALLE,EL TILIO,CALLE,LA PROVIDENCIA,CALLE,EL GIGANTE,5,false,false,9,ND,ND,0,0,N,N,27,22,0,700,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1035,Robo de autopartes y cristalazo,-102.26054459,21.90947942
190800781,30411,7,2019-07-18,4,18,29,5,COMUNIDAD,VALLADOLID,193PR,CARRETERA,18 JESUS MARIA-PALOMAS,NA,",,,",NA,NA,NA,NA,NA,NA,7,false,false,9,ND,ND,0,0,N,N,27,"22,24,23,38",0,25000,false,1,3,AUTOMOVIL,HONDA,ND,1,1,1036,Robo de autopartes y cristalazo,-102.31486273,22.03101952
190801248,30403,7,2019-07-18,4,20,9,1,FRACCIONAMIENTO,SANTA ELENA,1105,AVENIDA,IGNACIO T CHAVEZ,NA,",,,",CALLE,MEDELLIN,AVENIDA,CONVENICON DE 1914 SUR,CALLE,REPUBLICA DE BELICE,2,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,AUTOMOVIL,ND,ND,1,2,1037,Robo de autopartes y cristalazo,-102.30797800,21.86904536
190829477,30411,7,2019-07-26,5,13,29,1,FRACCIONAMIENTO,ESPAÑA,1052,AVENIDA,DE LOS MAESTROS,NA,",,,",CALLE,SEGOVIA,CALLE,SORIA,CALLE,ESPAÑA,2,true,false,9,H,ND,1,0,N,N,21,38,0,0,true,3,1,AUTOMOVIL,VOLKSWAGEN,BORA,1,4,1038,Robo de autopartes y cristalazo,-102.31043300,21.86546133
190802399,30411,7,2019-07-19,5,4,8,1,FRACCIONAMIENTO,NATURA,699,CIRCUITO,GACELA,NA,"224,,,",AVENIDA,FEDERICO MENDEZ,AVENIDA,JESUS GARCIA CORONA,NINGUNO,NINGUNO,5,true,false,9,H,ND,0,0,N,N,26,"11,38",0,0,true,2,1,CAMIONETA,ND,ND,1,10,1039,Robo de autopartes y cristalazo,-102.25587365,21.93494195
190802432,30411,7,2019-07-19,5,4,44,1,FRACCIONAMIENTO,LOMA DE LA ASUNCION,485,CALLE,ALFONSO VAZQUEZ,NA,"109,,,",CALLE,ACEQUIA REAL,CALLE,JUAN LOPEZ ELIZALDE,CALLE,EL MIXTON,5,false,false,9,ND,ND,0,0,N,N,22,"26,12,28,27",600,900,false,1,1,AUTOMOVIL,NISSAN,TSURU,1,6,1040,Robo de autopartes y cristalazo,-102.26172783,21.92454231
190803411,30411,7,2019-07-19,5,12,57,1,SIN TIPO,TEATRO AGUASCALIENTES,945,AVENIDA,AGUASCALIENTES SUR,NA,",,,",AVENIDA,DEL PARQUE,BOULEVARD,JOSE MARIA CHAVEZ,AVENIDA,SIGLO XXI,3,false,false,9,ND,ND,0,0,N,N,9,"26,3",0,0,false,1,1,AUTOMOVIL,HYUNDAI,VERSA,1,1,1041,Robo de autopartes y cristalazo,-102.29219309,21.85789180
190803572,30403,7,2019-07-19,5,13,41,1,FRACCIONAMIENTO,LA FUENTE,1061,CALLE,CAMELIAS,NA,",,,",CALLE,VALPARAISO,AVENIDA,IGNACIO T CHAVEZ,CALLE,VALPARAISO,2,false,false,9,ND,ND,0,0,N,N,9,41,0,0,false,4,4,AUTOMOVIL,VOLKSWAGEN,GOL,1,1,1042,Robo de autopartes y cristalazo,-102.30294978,21.87211982
190804300,30403,7,2019-07-19,5,16,41,1,FRACCIONAMIENTO,SANTA IMELDA,1038,AVENIDA,DEL PORVENIR,NA,",,,",CERRADA,NINGUNO,CERRADA,DE LOS LAURELES PONIENTE,CALLE,PERSEA,2,false,false,9,"H,M",ND,0,0,AUTOMOVIL,"STRATUS, PLATA",22,"26,38",0,3000,false,4,1,AUTOMOVIL,HONDA,CITY,1,1,1043,Robo de autopartes y cristalazo,-102.32463930,21.86690429
190804932,30411,7,2019-07-19,5,20,13,1,FRACCIONAMIENTO,JARDINES DE LA ASUNCION,991,CALLE,HERNANDO MARTELL,NA,",,,",AVENIDA,CONVENICON DE 1914 SUR,CALLE,PASEO JUAND E TOLOSA,CALLE,JUAN B OROZCO,3,false,false,9,ND,ND,0,0,N,N,23,24,0,0,false,1,2,CAMIONETA,FORD,WINSTAR,1,1,1044,Robo de autopartes y cristalazo,-102.29323736,21.86528332
190804979,30411,7,2019-07-19,5,20,31,1,FRACCIONAMIENTO,LA FUENTE,1061,CALLE,BOGOTA,NA,"211,,,",CALLE,REPUBLICA DE CHILE,CALLE,REPUBLICA DE URUGUAY,CALLE,BRASILIA,2,false,false,9,ND,ND,0,0,ND,ND,27,"22,24,11",0,20000,false,1,2,CAMIONETA,FORD,EXPEDITION,1,1,1045,Robo de autopartes y cristalazo,-102.30011261,21.87108043
190805257,30403,7,2019-07-19,5,22,1,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,494,CALLE,LOMA DE LAS CALANDRIAS 105,NA,",,,",CALLE,LOMA DE LAS CALANDRIAS,CALLE,NINGUNO,CALLE,CULTURA NAZCA 412,5,false,false,9,ND,ND,0,0,N,N,24,22,0,0,false,4,2,AUTOMOVIL,VOLKSWAGEN,POINTER,1,1,1046,Robo de autopartes y cristalazo,-102.24382838,21.91404566
190806020,30403,7,2019-07-20,6,3,5,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,324P,CALLE,BIZANCIO,NA,"115,A,,",AVENIDA,DE LA PRESAS,CALLE,CORINTIO,CALLE,LIVORNO,3,false,false,9,ND,ND,0,0,N,N,26,41,0,0,false,4,4,AUTOMOVIL,CHEVROLET,BEAT,1,1,1047,Robo de autopartes y cristalazo,-102.26657530,21.81122696
190807528,30411,7,2019-07-20,6,15,48,1,SIN TIPO,PARQUE FUNERAL JARDINES ETERNOS 2A SECCION,669,CALLE,PASEO DEL RIO,NA,",,,",CALLE,DELFINO ARAUJO,AVENIDA,AGUASCALIENTES PONIENTE,PRIVADA,NINGUNO,6,false,false,9,ND,ND,0,0,N,N,27,"22,23,24",0,7000,false,1,2,CAMIONETA,CHEVROLET,BLAZER,1,1,1048,Robo de autopartes y cristalazo,-102.31726215,21.88813280
190808754,30411,7,2019-07-20,6,21,37,1,FRACCIONAMIENTO,LAS AMERICAS (DELEGACION INSURGENTES),406,CALLE,REPUBLICA DE GUATEMALA,NA,"312,,,",CALLE,REPUBLICA DE CHILE,CALLE,REPUBLICA DE URUGUAY,CALLE,REPUBLICA DE PARAGUAY,2,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,CAMIONETA,CHEVROLET,ND,1,1,1049,Robo de autopartes y cristalazo,-102.30158748,21.86582411
190810100,30403,7,2019-07-21,7,6,48,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,380,CALLE,DE LA ESTRATEGIA,NA,",,,",CALLE,DIAGONAL ALFIL,PRIVADA,VILLA DEL CABALLO,AVENIDA,POLIDUCTO,3,false,false,9,H,ND,0,0,N,N,19,41,0,0,false,4,4,CAMIONETA,MITSUBISHI,ND,1,1,1050,Robo de autopartes y cristalazo,-102.25398783,21.84463787
190810683,30411,7,2019-07-21,7,12,11,1,FRACCIONAMIENTO,CERRO ALTO,456,PRIVADA,CARLOS MERIDA,NA,",,,",NINGUNO,NINGUNO,AVENIDA,SIGLO XXI,PRIVADA,FRANCISCO TOLEDO,5,false,false,9,ND,ND,0,0,N,N,21,38,0,0,false,1,1,CAMIONETA,VOLKSWAGEN,COMBI,1,1,1051,Robo de autopartes y cristalazo,-102.26203839,21.91658285
190810732,30411,7,2019-07-21,7,12,30,1,FRACCIONAMIENTO,MORELOS,616,ANDADOR,PRIMER BONAMPAK,NA,",,,",CALLE,NINGUNO,CALLE,BONAMPAK,ANDADOR,SEGUNDA PLAZA BONAMPAK,3,false,false,9,ND,ND,0,0,N,N,21,24,0,800,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,2,1052,Robo de autopartes y cristalazo,-102.25661250,21.86190759
190811799,30403,7,2019-07-21,7,17,47,5,COLONIA,EL LLANO,118,CALLE,ADOLFO LOPEZ MATEOS,NA,",,,",CALLE,NINGUNO,CALLE,NINGUNO,CALLE,GUSTAVO DIAZ ORDAZ,7,false,false,9,ND,ND,0,0,N,N,27,"26,6,27,28",1000,10000,false,4,1,CAMIONETA,NISSAN,FRONTIER,1,1,1053,Robo de autopartes y cristalazo,-102.30858653,21.94237257
190812776,30411,7,2019-07-21,7,23,0,11,FRACCIONAMIENTO,LA RIBERA,350P,CALLE,SAHUAYO,NA,",,,",AVENIDA,RIVERA DE CHAPALA,AVENIDA,RIO VERDE,CALLE,SAYULA,7,false,false,9,H,ND,0,0,N,N,24,11,0,300,false,1,2,AUTOMOVIL,CHEVROLET,CHEVY,1,1,1054,Robo de autopartes y cristalazo,-102.25624880,21.95786170
190813367,30411,7,2019-07-22,1,3,18,5,FRACCIONAMIENTO,SOLAR DE JONACATIQUE,205,CALLE,DOMINGO DE LIMA,NA,"238,,,",AVENIDA,SOLIDARIDAD,CALLE,ALVARO OBREGON,CALLE,NINGUNO,7,false,false,9,ND,ND,0,0,N,N,27,22,0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,POINTER,1,1,1055,Robo de autopartes y cristalazo,-102.35343959,21.97295812
190815863,30411,7,2019-07-22,1,19,22,11,FRACCIONAMIENTO,URBIVILLA DEL VERGEL,348P,AMPLIACION,SAN DONATO,NA,"219,,,",AMPLIACION,CALZADA SANTA FE,AMPLIACION,SAN JERONIMO,AMPLIACION,SAN EDUARDO,7,false,false,9,ND,ND,0,0,N,N,22,38,0,24000,false,3,1,CAMION,ND,ND,1,2,1056,Robo de autopartes y cristalazo,-102.27674300,22.02950477
190817285,30411,7,2019-07-23,2,7,47,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS,494,CALLE,LOMA DEL CARDENAL,NA,",,,",CALLE,LOMA DEL CARDENAL,PRIVADA,CULTURA TARASCA,CALLE,CULTURA TOTONACA,5,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,CAMION,ND,ND,1,2,1057,Robo de autopartes y cristalazo,-102.24273990,21.91154618
190821513,30403,7,2019-07-24,3,11,34,7,RANCHO,AGROEXPLOTACIONES RINCON,246PR,LIBRAMIENTO,LIBRAMIENTO RINCON DE ROMOS,NA,",,,",NA,NA,NA,NA,NA,NA,7,false,false,9,ND,ND,0,0,N,N,26,"22,24",0,3500,false,4,2,CAMIONETA,NISSAN,ESTACAS,1,1,1058,Robo de autopartes y cristalazo,-102.29404566,22.20065758
190823223,30411,7,2019-07-24,3,20,2,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,AVENIDA,DE LOS MAESTROS,NA,",,,",CALLE,JOSE MARIA BOCANEGRA,CALLE,RICARDO GARCIA MENDOZA,CALLE,GERRADO MURILLO,2,true,false,9,H,ND,0,0,N,N,23,22,0,0,false,1,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,2,1059,Robo de autopartes y cristalazo,-102.31823995,21.85199487
190823545,30411,7,2019-07-24,3,21,13,1,FRACCIONAMIENTO,CASASOLIDA,689,CALLE,CERRO ROSARIO,NA,",,,",AVENIDA,FAISAN,CALLE,CERRO TLALOC,CALLE,VOLCAN TACANA,2,false,false,9,ND,ND,0,0,N,N,23,6,0,6000,false,3,1,CAMIONETA,NISSAN,ND,1,1,1060,Robo de autopartes y cristalazo,-102.29743158,21.83355574
190824999,30411,7,2019-07-25,4,10,31,1,FRACCIONAMIENTO,MORELOS,616,CALLE,LOLTUN,NA,",,,",AVENIDA,AGUASCALIENTES SUR,CALLE,KABAH,CALLE,SEGUNDA PLAZA KABAH,3,false,false,9,ND,ND,0,0,N,N,27,"12,38",0,0,false,1,1,AUTOMOVIL,VOLKSWAGEN,POINTER,1,6,1061,Robo de autopartes y cristalazo,-102.25736962,21.85870464
190825475,30403,7,2019-07-25,4,12,57,1,UNIDAD HABITACIONAL,LOS VOLCANES,592,CALLE,CITLALTEPEC,NA,",,,",CALLE,IZTACCIHUATL,ANDADOR,NINGUNO,ANDADOR,NINGUNO,3,false,false,9,ND,ND,0,0,N,N,21,41,0,0,false,4,4,AUTOMOVIL,ND,ND,1,2,1062,Robo de autopartes y cristalazo,-102.26868325,21.87692286
190827238,30403,7,2019-07-25,4,20,56,1,SIN TIPO,DESARROLLO 115 (INEGI),998,AVENIDA,AGUASCALIENTES SUR,NA,",,,",AVENIDA,HEROE DE NACOZARI SUR,CALLE,HOSTAL DE LAS CAMELIAS,CALLE,INEGI,3,false,false,9,"H,H",ND,0,0,AUTOMOVIL,"NEON, BLANCO",23,39,0,0,false,4,1,CAMIONETA,ND,ND,1,1,1063,Robo de autopartes y cristalazo,-102.28315984,21.85987893
190828261,30411,7,2019-07-26,5,5,40,11,SIN TIPO,EX VIÑEDOS GUADALUPE,1,CALLE,VIÑEDOS SANTA RITA,NA,"143,,,",CALLE,VIÑEDOS SAN MARCOS,AVENIDA,CONSTITUCION,CALLE,VIÑEDOS SAN FERNANDO,7,false,false,9,H,VECINO,0,0,N,N,26,"22,23",0,5000,false,1,2,CAMIONETA,CHEVROLET,TAHOE,1,1,1064,Robo de autopartes y cristalazo,-102.27380375,21.95758142
190828596,30411,7,2019-07-26,5,9,20,3,COMUNIDAD,CRUCERO LAS PILAS,917,AVENIDA,MIGUEL HIDALGO,NA,",,,",CALLE,ALLENDE,CALLE,MIGUEL HIDALGO,CALLE,RAYON,7,false,false,9,ALFREDO,EL DUENDE,0,0,N,N,16,23,0,0,false,1,2,AUTOMOVIL,HONDA,ACCORD,1,2,1065,Robo de autopartes y cristalazo,-102.76134394,21.82658932
190830143,30411,7,2019-07-26,5,16,22,1,COLONIA,PRIMAVERA,914,CALLE,SARGENTO LIBERATO SANTA CRUZ,NA,",,,",CALLE,INDEPENDENCIA DE MEXICO,CALLE,GENERAL JOSE MARIA ARTEAGA,CALLE,GRAN AVENIDA,1,false,false,9,ND,ND,0,0,N,N,3,"38,26,28",45000,45000,false,1,1,AUTOMOVIL,CHEVROLET,SPARK,1,1,1066,Robo de autopartes y cristalazo,-102.29054476,21.89029915
190831301,30411,7,2019-07-26,5,21,48,1,SIN TIPO,DESARROLLO 79 (LADO FRACC LA CONCORDIA),671,CALLE,MIRAFLORES,NA,",,,",AVENIDA,CONVENCION DE 1914 PONIENTE,CALLE,MONTEBELLO,AVENIDA,DE LOS ARELLANO,6,false,false,9,ND,ND,0,0,N,N,27,"26,27",0,0,false,1,1,AUTOMOVIL,CHEVROLET,BEAT,1,1,1067,Robo de autopartes y cristalazo,-102.31275176,21.88863513
190832087,30411,7,2019-07-27,6,2,13,5,COMUNIDAD,MARAVILLAS,183P,AVENIDA,GUADALUPE,NA,",,,",CALLE,LOS ROMO,PRIVADA,FRANCISCO VILLA,CALLE,LAS FLORES,7,false,false,9,ND,ND,0,0,N,N,27,"3,6,26",0,15000,false,1,1,AUTOMOVIL,CHEVROLET,BEAT,1,1,1068,Robo de autopartes y cristalazo,-102.33179700,21.95207095
190832193,30411,7,2019-07-27,6,2,51,1,FRACCIONAMIENTO,OJOCALIENTE FOVISSSTE II,395,CALLE,CERRO DEL TEPEYAC,NA,"111,,,",CALLE,CERRO DEL AJUSCO,CALLE,CERRO DE LA JOYA,CIRCUITO,TRES,3,false,false,9,ND,ND,0,0,N,N,15,"24,12,26",0,1600,false,1,3,AUTOMOVIL,DODGE,NEON,1,6,1069,Robo de autopartes y cristalazo,-102.26198903,21.87169031
190832194,30403,7,2019-07-27,6,2,51,5,FRACCIONAMIENTO,LOMAS DEL VALLE,168,CALLE,VALLE VERDE,NA,"110,,,",CALLE,LOPEZ MATEOS,CALLE,CARMEN BRISEÑO,CALLE,VALLE DE BRAVO,7,false,false,9,"H,H",ND,0,0,MOTOCICLETA,N,27,41,0,0,false,4,4,CAMIONETA,NISSAN,ND,1,2,1070,Robo de autopartes y cristalazo,-102.34339900,21.95495759
190832230,30411,7,2019-07-27,6,3,5,1,SIN TIPO,DESARROLLO 130 (AUTO TIANGUIS),978,BOULEVARD,JOSE MARIA CHAVEZ,NA,",,,",CALLE,NINGUNO,AVENIDA,SIGLO XXI,AVENIDA,MAHATMA GANDHI,2,true,false,9,H,ND,0,0,N,N,26,38,0,0,false,2,2,CAMION,ND,ND,1,1,1071,Robo de autopartes y cristalazo,-102.28956753,21.83476195
190833854,30403,7,2019-07-27,6,15,23,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,CALLE,AVENIDA PARQUE VIA,NA,"245,,,",AVENIDA,SIGLO XIX,CALLE,DAVID ALFARO SIQUEIROS,CALLE,DIEGO RIVERA,4,false,false,9,ND,ND,0,0,N,N,18,23,0,0,false,4,2,AUTOMOVIL,FORD,CONTUR,1,1,1072,Robo de autopartes y cristalazo,-102.26882514,21.89327568
190834318,30403,7,2019-07-27,6,17,37,5,FRACCIONAMIENTO,LOMAS DE LOS VERGELES,342P,AVENIDA,JESUS MARIA,NA,",,,",AVENIDA,NORIA,PRIVADA,RINCONADA BUGAMBILIAS,CALLE,NINGUNO,7,false,false,9,ND,ND,0,0,AUTOMOVIL,"HONDA, BLANCO",22,"6,38",0,20000,false,4,1,AUTOMOVIL,VOLKSWAGEN,BORA,1,2,1073,Robo de autopartes y cristalazo,-102.34049583,21.93079060
190836766,30411,7,2019-07-28,7,4,51,5,SIN TIPO,CORRAL DE BARRANCOS,142,CALLE,LOS NARANJOS,NA,",,,",CALLE,LOS NARANJOS,PRIVADA,MIGUEL DE LA MADRID,BOULEVARD,LICENCIADO MIGUEL DE LA MADRID,7,false,false,9,H,ND,0,0,N,N,27,"22,24,38",0,8000,false,1,2,AUTOMOVIL,ND,ND,1,1,1074,Robo de autopartes y cristalazo,-102.33296790,21.95200705
190837900,30411,7,2019-07-28,7,14,20,1,COLONIA,LAS FLORES,1072,CALLE,AZALEAS,NA,"116,,,",CALLE,LOS LAURELES,AVENIDA,DE LAS ORQUIDEAS,CALLE,CAMELIAS,2,false,false,9,H,VECINO,0,0,N,N,21,"26,28",10000,10000,false,1,1,CAMIONETA,JEEP,GRAND CHEROKEE,1,1,1075,Robo de autopartes y cristalazo,-102.30450978,21.87418422
190838264,30403,7,2019-07-28,7,16,3,1,FRACCIONAMIENTO,LINDAVISTA,407,CALLE,MIGUEL CALDERA,NA,",,,",CALLE,JARDIN DEL ESTUDIANTE,AVENIDA,CONVENCION DE 1914 SUR,CALLE,DIEGO DE IBARRA,3,false,false,9,ND,ND,0,0,N,N,22,41,0,0,false,4,4,CAMIONETA,ND,ND,1,7,1076,Robo de autopartes y cristalazo,-102.29101662,21.86594012
190839616,30411,7,2019-07-28,7,22,27,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,955,CALLE,CORONEL JOSE RINCON GALLARDO,NA,"1503,,,",CALLE,CORONEL JOSE RINCON GALLARDO,CALLE,CORONEL VALENTE ARTEAGA,CALLE,RICARDO GARCIA MENDOZA,2,false,false,9,ND,ND,0,0,N,N,27,"22,28",300,300,false,1,3,AUTOMOVIL,NISSAN,TSURU,1,1,1077,Robo de autopartes y cristalazo,-102.32593619,21.85456555
190840872,30403,7,2019-07-29,1,11,1,5,CONDOMINIO,TULIPANES,159,AVENIDA,EUGENIO GARZA SADA,NA,",,,",CALLE,NINGUNO,AVENIDA,TULIPANES,CALLE,FLORES,7,false,false,9,ND,ND,0,0,N,N,27,22,0,0,false,4,2,AUTOMOVIL,CHEVROLET,CHEVY,1,4,1078,Robo de autopartes y cristalazo,-102.34347011,21.94710767
190841854,30411,7,2019-07-29,1,15,39,1,FRACCIONAMIENTO,BULEVAR,733,CALLE,JOSE ARMANDO,NA,",,,",CALLE,ALFONSO HUMBERTO,CALLE,LUIS ADOLFO,CALLE,HERNAN GONZALEZ,3,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,CAMIONETA,FORD,ESCORD,1,1,1079,Robo de autopartes y cristalazo,-102.29362200,21.86894599
190843411,30403,7,2019-07-29,1,22,59,1,FRACCIONAMIENTO,LAS ARBOLEDAS,758,CALLE,JACARANDAS,NA,"309,,,",CALLE,MARGIL DE JESUS,AVENIDA,CONVENCION DE 1914 NORTE,CALLE,EUCALIPTO,6,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,CAMIONETA,TOYOTA,ND,1,1,1080,Robo de autopartes y cristalazo,-102.30331066,21.89847174
190843899,30403,7,2019-07-30,2,4,26,1,FRACCIONAMIENTO,OJOCALIENTE I,741,CALLE,PALO ALTO,NA,"401,,,",CALLE,EL SALTO DE LOS SALADO,AVENIDA,OJOCALIENTE,CALLE,PEÑUELAS,4,false,false,9,ND,ND,0,0,N,N,26,23,0,7000,false,4,2,AUTOMOVIL,VOLKSWAGEN,JETTA,1,1,1081,Robo de autopartes y cristalazo,-102.25564015,21.88578049
190844496,30411,7,2019-07-30,2,10,59,1,FRACCIONAMIENTO,EJIDO LAS CUMBRES,403,CALLE,CARLOS A MADRAZO,NA,",,,",CALLE,SIERRA DE SAN BERNARDINO,AVENIDA,SIGLO XXI,BOULEVARD,GUADALUPANO,5,false,false,9,ND,ND,0,0,N,N,27,24,0,0,false,1,2,AUTOMOVIL,NISSAN,TSURU,1,1,1082,Robo de autopartes y cristalazo,-102.25565072,21.90907143
190845673,30411,7,2019-07-30,2,16,18,1,FRACCIONAMIENTO,CIUDAD INDUSTRIAL,982,CALLE,ALFONSO BERNAL SANTOS C-6N,NA,",,,",AVENIDA,SIGLO XXI,CALLE,JESUS RIVERA FRANCO,CALLE,FILEMON ALONSO MUÑOZ C-10N,3,false,false,9,ND,ND,0,0,N,N,9,"24,26,12",0,5000,false,3,3,CAMIONETA,FORD,ND,1,1,1083,Robo de autopartes y cristalazo,-102.28810036,21.84174478
190845802,30411,7,2019-07-30,2,16,49,1,CONDOMINIO,SAN JOSE DE POZO BRAVO,693,AVENIDA,CONSTITUCION,NA,",,,",AVENIDA,SAN JOSE DE POZO BRAVO,CALLE,PALMA BUTIA,CALLE,PANFILO NATERA,5,false,false,9,AUTOLAVADO,AUTOLAVADO,0,0,N,N,22,38,0,0,false,3,1,AUTOMOVIL,HONDA,CIVIC,1,6,1084,Robo de autopartes y cristalazo,-102.28070880,21.93813828
190851879,30403,8,2019-08-01,4,0,16,1,CONDOMINIO,TROJES DE SAN AGUSTIN I,928,BOULEVARD,JUAN PABLO II,NA,",,,",CALLE,NINGUNO,CALLE,PASEO DE SAN AGUSTIN,PRIVADA,SAN AGUSTIN,2,false,false,9,ND,ND,0,0,N,N,27,"26,27",0,0,false,4,1,CAMIONETA,ND,ND,1,1,1085,Robo de autopartes y cristalazo,-102.34091322,21.85913165
190852798,30411,8,2019-08-01,4,10,30,1,FRACCIONAMIENTO,TROJES DEL COBANO,517,CALLE,LAGO CUITZEO,NA,"138,,,",CALLE,TAMARINDO,CALLE,LAGO AZUL,CALLE,LAGO AZUL,5,false,false,9,ND,ND,0,0,N,N,6,22,0,1500,false,1,2,AUTOMOVIL,ND,ND,1,1,1086,Robo de autopartes y cristalazo,-102.27833594,21.90978906
199085480,30411,8,2019-08-01,4,20,11,1,SIN TIPO,ISLA SAN MARCOS,943,BOULEVARD,SAN MARCOS,NA,",,,",CALLE,NINGUNO,CALLE,AMAPOLAS,CALLE,NINGUNO,2,false,false,9,ND,ND,0,0,N,N,14,"3,6,26,27,28",0,30000,false,1,1,AUTOMOVIL,HONDA,CIVIC,1,1,1087,Robo de autopartes y cristalazo,-102.32211611,21.86413862
190856033,30403,8,2019-08-02,5,5,9,1,FRACCIONAMIENTO,LOMAS DE SANTA ANITA,478,CALLE,GUTIERREZ DE CETINA,NA,"104,,,",CALLE,JUANA DE ASBAJE,CALLE,LUIS COLOMA,AVENDIA,JOSE H ESCOBEDO,4,false,false,9,ND,ND,0,0,N,N,27,41,0,0,false,4,4,CAMIONETA,CHEVROLET,SUBURBAN,1,6,1088,Robo de autopartes y cristalazo,-102.27361071,21.89330762
190857891,30411,8,2019-08-02,5,16,34,1,CONDOMINIO,CENTRO COMERCIAL Y RESIDENCIAL ALTARIA,358,CALLE,NINGUNO,NA,",,,",BOULEVARD,A ZACATECAS,CALLE,NINGUNO,CALLE,NINGUNO,5,false,false,9,ND,ND,0,0,N,N,9,38,0,0,false,3,2,CAMIONETA,ND,ND,1,1,1089,Robo de autopartes y cristalazo,-102.29014233,21.92686786
190859038,30411,8,2019-08-02,5,21,31,1,FRACCIONAMIENTO,VALLE DORADO,1049,CALLE,REPUBLICA MEXICANA,NA,",,,",CALLE,REPUBLICA DEL PERU,CALLE,REPUBLICA MEXICANA,CALLE,REPUBLICA DEL SALVADOR,2,false,false,9,ND,ND,0,0,N,N,23,"26,6",0,2000,false,3,1,AUTOMOVIL,CHEVROLET,AVEO,1,1,1090,Robo de autopartes y cristalazo,-102.30694378,21.86490875
