FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,CAT_SOS,DETENIDO,MOT_DET,DET_SPM,LESIONADO,FALLECIDOS,TRASL_HOSP,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,LON,OID,LONG,LAT
220253648,30414,ROBO A CASA,3,2022-03-01,9,2,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,CIRCUITO,HACIENDA PIEDRAS NEGRAS,NA,NA,"165,,,",CALLE,HACIENDA MIMIAHUAPAN,4,0,0,21,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,3",0,30000,false,1,1,-102.24480000,602,-102.24482049,21.89419277
220253665,30414,ROBO A CASA,3,2022-03-01,9,2,1,FRACCIONAMIENTO,RANCHO SAN FRANCISCO DE LOS ARTEGA,337,AVENIDA,FLOR DE NOCHEBUENA 105,NA,NA,"105,,51,",AVENIDA,FLOR DE NOCHEBUENA 105,5,0,0,21,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,15,0,10000,false,1,1,-102.27200000,603,-102.27207807,21.82716872
220254497,30414,ROBO A CASA,3,2022-03-01,9,2,1,CONDOMINIO,HACIENDA SAN MARCOS,635,AVENIDA,HACIENDA SANTORAL,NA,NA,"105,,39,D",AVENIDA,HEROE INMORTAL,5,0,0,20,9,NO,false,false,9,2 HOMBRES,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,6,-102.26440000,604,-102.26442367,21.80559353
220255282,30414,ROBO A CASA,3,2022-03-01,9,2,1,FRACCIONAMIENTO,EL DORADO 1A SECCION,159,CALLE,MADRID,NA,NA,"149,,,",CALLE,LIMA,2,0,0,24,4,NO,false,false,9,AMIGOS DE SU HERMANO,ND,4,1,ALLANAMIENTO,AARON GUTIERREZ ARREGUIN 22 AÑOS,0,0,false,N,N,NO,15,0,0,true,1,4,-102.30910000,605,-102.30910520,21.86325037
220255663,30414,ROBO A CASA,3,2022-03-01,9,2,1,FRACCIONAMIENTO,PENSADORES MEXICANOS,208,CALLE,LIS G URBINA,NA,NA,"104,,,",PROLONGACION,PASEO DE OJOCALIENTE,3,0,0,27,1,NO,false,false,9,2 HOMBRES,ND,8,0,N,N,0,0,false,N,N,NO,1,0,0,false,1,6,-102.26650000,606,-102.26654127,21.91434266
220256095,30414,ROBO A CASA,3,2022-03-02,9,3,1,FRACCIONAMIENTO,INSURGENTES,161,CALLE,ABRAHAM GONZALEZ,NA,NA,"808,,,",CALLE,FRANCISCO CARRERA TORRES,2,0,0,25,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI1,19,0,0,false,1,2,-102.31170000,607,-102.31171345,21.85054204
220256363,30414,ROBO A CASA,3,2022-03-02,9,3,1,FRACCIONAMIENTO,COLINAS DEL RIO,663,CALLE,RIO SENA,NA,NA,"419,,,",CALLE,RIO LERMA,6,0,0,15,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"6,14,31",0,84000,false,1,1,-102.32420000,608,-102.32429086,21.89398744
220256381,30414,ROBO A CASA,3,2022-03-02,9,3,1,FRACCIONAMIENTO,BULEVARES 1A SECCION,157,CALLE,MARIANO ABAD MIRAMONTES,NA,NA,"203,,,",AVENIDA,AGUASCALIENTES SUR,2,0,0,16,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,2,0,18000,false,1,1,-102.30420000,609,-102.30426663,21.85857182
220256477,30414,ROBO A CASA,3,2022-03-02,9,3,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,ANDADOR,RECINTO CARDENCHE 303,NA,NA,"99,,,",ANDADOR,RECINTO CARDENCHE 303,4,0,0,5,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,15,28",1700,1700,false,1,1,-102.23410000,610,-102.23410184,21.87039825
220256606,30414,ROBO A CASA,3,2022-03-02,9,8,7,FRACCIONAMIENTO,VILLAS DE JESUS,1163,CALLE,SAN IGNACIO DE LOYOLA,NA,NA,"108,,,",AVENIDA,SAN JOSE,7,0,0,27,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,9,0,0,false,1,2,-102.31490000,611,-102.31492990,22.21986063
220256715,30414,ROBO A CASA,3,2022-03-02,9,3,5,RANCHO,NO ES HERENCIA,928R,CALLE,A LA POSTA,NA,NA,",,,",N,N,7,0,0,2,9,NO,false,false,9,ND,EL CHEMA,8,0,N,N,0,0,false,N,N,SI1,10,0,0,false,1,1,-102.36590000,612,-102.36597549,21.96661973
220257377,30414,ROBO A CASA,3,2022-03-02,9,3,5,COLONIA,CENTRO,938,CALLE,NUEVA,NA,NA,"424,,,",CALLE,IGNACIO LOPEZ RAYON,7,0,0,21,4,NO,false,false,9,NIETO,ND,5,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,9,-102.34030000,613,-102.34030272,21.96366166
220257692,30414,ROBO A CASA,3,2022-03-02,9,3,1,FRACCIONAMIENTO,CASABLANCA,625,CALLE,VIVERO DEL PRADO,NA,NA,"117,,,",CALLE,VIVERO DE LA LOMA,5,0,0,27,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,3,8,18",0,15000,false,1,1,-102.27240000,614,-102.27241189,21.85839663
220257787,30414,ROBO A CASA,3,2022-03-02,9,3,7,RURAL,EL SAUCILLO,1189,CALLE,LOPEZ MATEOS,NA,NA,"175,,,",CALLE,SD,7,0,0,18,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"5,10,11,45",0,50000,false,1,1,-102.29770000,615,-102.29774385,22.25779030
220258541,30414,ROBO A CASA,3,2022-03-01,9,2,1,FRACCIONAMIENTO,VILLA LOMA DORADA,75,CALLE,VILLA SERRANA,NA,NA,"226,,,",CALLE,VILLA CLARA,3,3,0,25,4,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,17000,false,1,1,-102.24790000,616,-102.24798749,21.92710011
220258740,30414,ROBO A CASA,3,2022-03-02,9,3,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,CALLE,MENORCA,NA,NA,"109,A,,",CALLE,VERIA,5,0,0,22,9,NO,false,false,9,1 HOMBRE 25 AÑOS,ND,8,0,N,N,0,0,false,N,N,SI,10,0,0,false,1,69,-102.26450000,617,-102.26451882,21.80822706
220258894,30414,ROBO A CASA,3,2022-03-02,9,3,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,AVENIDA,HACIENDA JOSE MARIA MORELOS,NA,NA,"184,,,",CALLE,HACIENDA LA LUZ,4,0,0,9,7,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,3,8,15,28",20000,50000,false,1,1,-102.24450000,618,-102.24455830,21.89181935
220259115,30414,ROBO A CASA,3,2022-03-02,9,3,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,AVENIDA,GERONIMO DE LA CUEVA,NA,NA,"1346,,,",CALLE,MIGUEL ROMO GONZALEZ,3,0,0,9,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,6,-102.25470000,619,-102.25473787,21.93726942
220259331,30414,ROBO A CASA,3,2022-03-02,9,3,1,RANCHO,LA HERRADA,2R,CALLE,ARENAL,NA,NA,"106,,,",CARRETERA,69,4,0,0,27,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,1,-102.21260000,620,-102.21269910,21.90772391
220259957,30414,ROBO A CASA,3,2022-03-02,9,3,5,FRACCIONAMIENTO,PASEOS DE J GOMEZ PORTUGAL,915,CALLE,PASEO DE LOS SAUCES,NA,NA,"202,,,",CALLE,PASEO GOMEZ PORTUGAL,7,0,0,24,3,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,2,-102.29000000,621,-102.29008677,22.00355662
220261196,30414,ROBO A CASA,3,2022-03-03,9,4,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,LEOBARDO QUIROZ MORENO,NA,NA,"19,C,,",CALLE,FRANCISCO DE J HERRERA L,3,0,0,16,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,7,-102.26290000,622,-102.26296129,21.93900563
220261320,30414,ROBO A CASA,3,2022-03-03,9,4,1,COMUNIDAD,JALTOMATE,28,CALLE,MANUEL M PONCE,NA,NA,"225,A,,",CALLE,MANUEL J CLUTIER,3,0,0,27,9,CONSTRUCCION,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,11,0,5000,false,1,1,-102.14550000,623,-102.14559131,22.01604157
220261478,30414,ROBO A CASA,3,2022-03-03,9,4,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,CALLE,CULTUR MOCHE,NA,NA,"119,,,",AVENIDA,CULTURA NAZCA,3,10,52,20,9,NO,true,false,9,2 PERSONAS,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,69,-102.23900000,624,-102.23906298,21.91084500
220261813,30414,ROBO A CASA,3,2022-03-03,9,4,5,RANCHO,NO ES HERENCIA,928R,CARRETERA,A LA POSTA,NA,NA,",,,",N,N,7,0,0,27,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI,10,0,0,false,1,2,-102.36610000,625,-102.36615898,21.96674817
220262174,30414,ROBO A CASA,3,2022-03-03,9,4,1,FRACCIONAMIENTO,VILLA DE LAS NORIAS,435,CALLE,EL PAISANO,NA,NA,"403,,,",CALLE,LA LABOR,4,0,0,27,9,CONSTRUCCION,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.22380000,626,-102.22388323,21.87818241
220262376,30414,ROBO A CASA,3,2022-03-03,9,4,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,CALLE,ALBERTO ACOSTA,NA,NA,"243,,,",AVENIDA,GERONIMO DE LA CUEVA,3,0,0,27,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"6,27",0,50000,false,1,23,-102.25950000,627,-102.25959915,21.93368688
220259258,30414,ROBO A CASA,3,2022-03-02,9,3,7,FRACCIONAMIENTO,LA PAZ,1157,AVENIDA,RUTA DE LA PLATA,NA,NA,"304,,,",CALLE,CORONA,7,0,0,23,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,11,0,800,false,1,1,-102.30860000,628,-102.30861692,22.23013548
220262284,30414,ROBO A CASA,3,2022-03-03,9,4,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,AVENIDA,MARGARITA MAZA DE JUAREZ,NA,NA,"929,,,",AVENIDA,DIAGONAL ALFIL,5,0,0,21,9,NO,false,false,9,ALBAÑILES,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,69,-102.24910000,629,-102.24917063,21.84485840
220262646,30414,ROBO A CASA,3,2022-03-03,9,4,1,FRACCIONAMIENTO,MIRADOR DE LAS CULTURAS II,340,AVENIDA,CULTURA NAZCA 203,NA,NA,"18,,,",CALLE,CULTURA PAME,3,16,17,22,4,NO,false,false,9,1 HOMBRE,ND,8,0,N,N,0,0,false,N,N,NO,14,0,0,false,1,1,-102.23780000,630,-102.23787688,21.91049271
220262698,30414,ROBO A CASA,3,2022-03-03,9,8,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,PESCADORES,NA,NA,"215,,,",CALLE,OBREROS,4,0,0,1,4,SOLA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,19",0,0,false,1,2,-102.26290000,631,-102.26294876,21.89541751
220262991,30414,ROBO A CASA,3,2022-03-03,9,8,1,BARRIO,BARRIO SAN MARCOS,85,CALLE,NIETO,NA,NA,"632,,,",CALLE,MONROY,1,0,0,1,4,SOLA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,12,18",0,10000,false,1,1,-102.30490000,632,-102.30496841,21.87738595
220263491,30414,ROBO A CASA,3,2022-03-03,9,4,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,CALLE,SASSARI,NA,NA,"115,,,",CALLE,MENORCA,5,0,0,27,3,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,9,0,0,false,1,1,-102.26480000,633,-102.26481451,21.80839412
220263648,30414,ROBO A CASA,3,2022-03-03,9,8,1,FRACCIONAMIENTO,REAL DEL SOL,412,CIRCUITO,ASTRO,NA,NA,"106,C,,",CIRCUITO,ASTRO,4,0,0,1,7,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,2,3",0,30000,false,1,1,-102.23510000,634,-102.23515970,21.89005489
220263673,30414,ROBO A CASA,3,2022-03-03,9,4,1,CONDOMINIO,OJOCALIENTE INEGI,576,CALLE,NOVILLO,NA,NA,"101,,304,",AVENIDA,OJOCALIENTE,4,0,0,27,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,12,14",0,0,false,1,2,-102.25120000,635,-102.25126013,21.87742351
220263786,30414,ROBO A CASA,3,2022-03-03,9,4,7,FRACCIONAMIENTO,FRATERNIDAD,1186,CALLE,HONESTIDAD,NA,NA,",,,",CALLE,SD,7,0,0,18,3,NO,false,false,9,ND,EL BUHO,8,0,N,N,0,0,false,N,N,NO,"6,8,11,12,13,14,19",0,20000,false,1,1,-102.33220000,636,-102.33222959,22.24276840
220263854,30414,ROBO A CASA,3,2022-03-03,9,4,6,RANCHO,EL MIRADOR,1132R,TERRACERIA,NINGUNO,NA,NA,",,,",N,N,7,0,0,24,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI1,38,0,0,false,1,1,-102.30530000,637,-102.30533183,22.10430188
220264658,30414,ROBO A CASA,3,2022-03-04,9,5,7,FRACCIONAMIENTO,SOLIDARIDAD,1201,CALLE,J JESUS CASTORENA RAMOS,NA,NA,"115,,,",AVENIDA,ADOLFO LOPEZ MATEOS,7,1,50,25,4,NO,false,false,9,VECINOS Y AMIGOS,ND,4,0,N,N,0,0,false,N,N,NO,"3,27",0,3000,false,1,1,-102.32540000,638,-102.32541182,22.21995484
220264701,30414,ROBO A CASA,3,2022-03-04,9,5,1,COLONIA,OJO DE AGUA,621,PROLONGACION,DELICIAS,NA,NA,"331,,,",AVENIDA,FERROCARRIL,5,0,0,27,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,14,18",0,0,false,1,1,-102.27820000,639,-102.27823638,21.86730383
220264978,30414,ROBO A CASA,3,2022-03-04,9,5,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,SOBERANA CONVENCION MILITAR REVOLUCIONARIA,NA,NA,"142,,,",CALLE,PROFESOR RICARDO GARCIA MENDOZA,2,0,0,16,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,8,16,18,25,28",1500,15000,false,1,1,-102.32570000,640,-102.32576057,21.85706125
220265265,30414,ROBO A CASA,3,2022-03-04,9,5,1,FRACCIONAMIENTO,VALLE DE LOS CACTUS,360,ANDADOR,RECINTO PITAHAYA,NA,NA,"67,,,",CALLE,GARAMBUYO,4,0,0,15,6,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"12,28",10000,10000,false,1,1,-102.22920000,641,-102.22929161,21.87021783
220265323,30414,ROBO A CASA,3,2022-03-04,9,8,1,BARRIO,MERCADITO II,57,CALLE,SAN LUIS POTOSI,NA,NA,"102,,,",CALLE,CHIAPAS,5,0,0,1,4,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.18180000,642,-102.18185613,21.83327569
220266143,30414,ROBO A CASA,3,2022-03-04,9,5,1,FRACCIONAMIENTO,JESUS GOMEZ PORTUGAL,585,CALLE,PEGASO,NA,NA,"311,,,",CALLE,CRUZ DEL SUR,5,0,0,27,9,NO,false,false,9,HIJA,ND,5,0,N,N,0,0,false,N,N,NO,8,0,30000,true,1,10,-102.26640000,643,-102.26640634,21.87097082
220260972,30414,ROBO A CASA,3,2022-03-03,9,4,7,BARRIO,GUADALUPE,1167,CALLE,DELFINO V ARAUJO,NA,NA,"108,,,",CALLE,JUAN DIEGO,7,7,36,19,9,DESHABITADA,true,false,9,2 HOMBRES,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,69,-102.31390000,644,-102.31391942,22.22881094
220261049,30414,ROBO A CASA,3,2022-03-03,9,4,1,CONDOMINIO,HACIENDA SAN MARCOS,635,CALLE,HACIENDA SANTORAL COTO LOS MOLINOS,NA,NA,"17,,,",AVENIDA,HEROE INMORTAL,5,7,55,20,4,NO,true,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"10,11",0,0,false,1,1,-102.26370000,645,-102.26377330,21.80554578
220266765,30414,ROBO A CASA,3,2022-03-04,9,5,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,CALLE,12 DE OCTUBRE,NA,NA,",,,",CALLE,16 DE SEPTIEMBRE,4,0,0,27,8,NO,false,false,9,VECINOS DROGADICTOS,ND,6,1,FALTA ADMINISTRATIVA,ULISES SUSTAITA MARTINEZ 18 AÑOS,0,0,false,N,N,NO,39,0,0,false,1,4,-102.21240000,646,-102.21249613,21.89461567
220266945,30414,ROBO A CASA,3,2022-03-04,9,5,1,FRACCIONAMIENTO,HACIENDA DE AGUASCALIENTES,530,PRIVADA,HACIENDA EL MILAGRO,NA,NA,"671,,,",N,N,4,0,0,22,4,NO,false,false,9,ND,HECTOR KARIM MERCADO GARCIA 37 AÑOS,8,1,ROBO,HECTOR KARIM MERCADO GARZA 37 AÑOS,0,0,false,CHAMUCO,N,NO,10,0,0,true,1,4,-102.25000000,647,-102.25004430,21.88219346
220268109,30414,ROBO A CASA,3,2022-03-04,9,5,1,FRACCIONAMIENTO,VIÑEDOS DEL SUR,633,CALLE,BERNARDINO ALVAREZ,NA,NA,"122,D,,",CALLE,FELIPE COSIO GUTIERREZ DE VELASCO,5,0,0,10,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"10,38",0,0,false,1,1,-102.27420000,648,-102.27423243,21.80680776
220268358,30414,ROBO A CASA,3,2022-03-04,9,5,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,MONTE ELBRUS,NA,NA,"120,C,,",CALLE,MONTE K2,3,0,0,10,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,3,4",0,10000,false,1,1,-102.25860000,649,-102.25860894,21.94645066
220269824,30414,ROBO A CASA,3,2022-03-05,9,6,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,PROLONGACION,CONSTITUCIONALISTA,NA,NA,",,,",CALLE,ANGEL VENEGA AHUMADO,3,0,0,20,9,NO,false,false,9,1 HOMBRE,ND,8,0,N,N,0,0,false,N,N,NO,5,0,0,false,1,14,-102.26370000,650,-102.26374544,21.93942480
220270003,30414,ROBO A CASA,3,2022-03-05,9,6,5,FRACCIONAMIENTO,LA TROJE II,924,CALLE,FELIPE GAYTAN REINA,NA,NA,"105,,,",AVENIDA,CONSTITUCION,7,0,0,16,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"11,14",0,29000,false,1,1,-102.35020000,651,-102.35025744,21.97091953
220270425,30414,ROBO A CASA,3,2022-03-03,9,4,6,COLONIA,PROGRESO NORTE,1126,BOULEVARD,PLUTARCO ELIAS CALLES,NA,NA,"103,,,",CALLE,TEODORO OLIVARES NORTE,7,20,0,23,4,NO,false,false,9,2 HOMBRES,ND,8,0,N,N,0,0,false,MOTO,N,NO,6,0,0,false,1,1,-102.28260000,652,-102.28269599,22.14743472
220270621,30414,ROBO A CASA,3,2022-03-05,9,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR SAN MARCOS",580,CALLE,JUAN BAUTISTA CONDE,NA,NA,"125,,,",CALLE,GASPAR DE LA FUENTE,3,0,0,21,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"3,12",0,3000,false,1,1,-102.26190000,653,-102.26198147,21.92681311
220271519,30414,ROBO A CASA,3,2022-03-05,9,6,1,FRACCIONAMIENTO,VISTAS DE ORIENTE,353,CALLE,VALLARTA 210,NA,NA,"30,,,",CALLE,GRAN CAÑON,4,0,0,3,3,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,2,0,10000,false,1,1,-102.23710000,654,-102.23719208,21.88153526
220271601,30414,ROBO A CASA,3,2022-03-05,9,6,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,AVENIDA,FEDERICO MENDEZ,NA,NA,"1314,C,,",CALLE,MONTE OKU,3,22,0,24,1,NO,false,false,9,1 HOMBRE,ND,8,0,N,N,0,0,false,N,N,NO,10,0,5000,false,1,27,-102.26270000,655,-102.26270965,21.94189572
220271635,30414,ROBO A CASA,3,2022-03-05,9,6,2,COMUNIDAD,NORIA DEL BORREGO (NORIAS),738,CALLE,NOGALES,NA,NA,"1,,,",CALLE,GARDENIA,7,0,0,27,4,NO,false,false,9,ALFREDO ARAUJO,ND,8,0,N,N,0,0,false,N,N,NO,"2,3",0,0,false,1,1,-102.03970000,656,-102.03976655,22.28612100
220273760,30414,ROBO A CASA,3,2022-03-06,9,7,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,CALLE,MENORCA,NA,NA,",,,",CALLE,VERIA,5,23,45,24,4,NO,false,false,9,ND,EL DRAGO,8,0,N,N,0,0,false,COCHE,NEON GRIS,NO,39,0,0,false,1,2,-102.26470000,657,-102.26479080,21.80825327
220273775,30414,ROBO A CASA,3,2022-03-06,9,7,1,FRACCIONAMIENTO,LUNARIA,321R,CALLE,TARGOS,NA,NA,"105,,,",CALLE,PROMETEO,5,0,0,25,4,NO,false,false,9,6 HOMBRES,ND,8,0,N,N,0,0,false,N,N,NO,19,0,0,false,1,27,-102.24820000,658,-102.24828975,21.83363259
220274791,30414,ROBO A CASA,3,2022-03-06,9,7,6,NINGUNO,FOVISSSTE,1121,ANDADOR,ECLIPSE,NA,NA,"108,,,",CALLE,LERDO DE TEJADA,7,0,0,19,1,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,20,13,-102.27920000,659,-102.27921701,22.15182809
220274857,30414,ROBO A CASA,3,2022-03-06,9,7,1,COLONIA,DEL CARMEN,236,CALLE,LA LUZ,NA,NA,"418,,,",CALLE,SANTO TOMAS,1,0,0,27,4,NO,false,false,9,1 MUJER,ND,3,0,N,N,0,0,false,N,N,NO,"5,28,38",1200,1200,false,1,11,-102.30310000,660,-102.30311746,21.88960359
220275130,30414,ROBO A CASA,3,2022-03-06,9,8,1,FRACCIONAMIENTO,JOSE LOPEZ PORTILLO,175,CALLE,GENERAL PASCUAL CORNEJO,NA,NA,"131,,,",CALLE,PROFESOR RICARDO GARCIA MENDOZA,2,0,0,1,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,11,28",0,0,false,1,1,-102.32270000,661,-102.32273816,21.85569219
220275167,30414,ROBO A CASA,3,2022-03-06,9,7,1,FRACCIONAMIENTO,MORELOS I,598,CALLE,30 DE JULIO,NA,NA,"1108,,,",CALLE,PEDRO ASCENCIO,5,0,0,2,3,NO,false,false,9,HERMANA,ND,5,0,N,N,0,0,false,N,N,NO,"26,27,28,30",10000,15000,false,1,1,-102.26710000,662,-102.26715018,21.85385952
220275350,30414,ROBO A CASA,3,2022-03-06,9,7,1,FRACCIONAMIENTO,VERSALLES II,164,CALLE,INGENIERO LUIS ORTEGA DOUGLAS,NA,NA,"202,,,",CALLE,FRANCISCO CARRERA TORRES,2,0,0,16,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"14,26,27,28,29",300,25000,false,1,1,-102.30890000,663,-102.30899748,21.85734167
220275641,30414,ROBO A CASA,3,2022-03-06,9,7,1,FRACCIONAMIENTO,LAS CUMBRES,218,CALLE,ERNESTINA MACIAS CHAVEZ,NA,NA,"109,,,",CALLE,EL PICACHO PONIENTE,3,0,0,16,3,SOLA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,20000,false,1,1,-102.26170000,664,-102.26177170,21.90990077
220276151,30414,ROBO A CASA,3,2022-03-06,9,7,1,RANCHO,LOS MACIAS,655R,CARRETERA,70 ORIENTE,NA,NA,",,,",N,N,4,0,0,21,9,NO,false,false,9,ND,EL MIMIS,8,0,N,N,0,0,false,N,N,NO,"3,12",0,6000,false,1,2,-102.20320000,665,-102.20327242,21.86664861
220276302,30413,ROBO A CASA,3,2022-03-06,9,7,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,PASTORES,NA,NA,"236,,,",CALLE,PESCADORES,4,0,0,21,9,NO,false,true,3,6 HOMBRES,ND,8,0,N,N,1,0,false,MOTO,ITALIKA 125 ROJO,NO,"1,3",0,9000,false,1,11,-102.26230000,666,-102.26237617,21.89540824
220277282,30414,ROBO A CASA,3,2022-03-06,9,7,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,APERTURA ESPAÑOLA,NA,NA,"204,E,,",CALLE,FIANCHETO,5,19,20,23,5,NO,true,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,2,-102.25480000,667,-102.25481307,21.84073945
220277742,30414,ROBO A CASA,3,2022-03-06,9,7,1,FRACCIONAMIENTO,OJOCALIENTE II,577,CALLE,EL NOVILLO,NA,E3,"101,,102,",AVENIDA,OJOCALIENTE INEGI,4,0,0,22,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"4,6,12,28,31,38",12400,18200,false,1,1,-102.25060000,668,-102.25067979,21.87634792
220279585,30414,ROBO A CASA,3,2022-03-07,10,1,1,FRACCIONAMIENTO,LOMAS DE ORIENTE I,672,AVENIDA,PENSADORES MEXICANOS,NA,NA,"505,,,",CALLE,SIERRA DE TEPEHUANES,3,0,0,5,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.25730000,669,-102.25734626,21.91618289
220279896,30414,ROBO A CASA,3,2022-03-07,10,1,1,FRACCIONAMIENTO,VISTA DEL SOL II,571,CALLE,SOLEADO,NA,NA,"442,,,",CALLE,PUESTA PICACHOS,5,0,0,20,4,NO,false,false,9,1 HOMBRE,ND,8,0,N,N,0,0,false,N,N,NO,"12,26,27,28",600,600,false,1,1,-102.27180000,670,-102.27185171,21.86216896
220272273,30414,ROBO A CASA,3,2022-03-05,9,6,1,SUBDIVISION,TORRES DE SAN FRANCISCO I,305,CALLE,OCOTZINGO,NA,NA,",,,",CALLE,ROSARUA ZAPATA,2,19,5,23,1,NO,true,false,9,1 HOMBRE 25 AÑOS,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.29500000,671,-102.29504049,21.83970046
