FOLIO,ID_INC,INCIDENTE,MES,FECHA,NUM_SEM,DIA_SEM,MUNICIPIO,TIPO_ASEN,NOM_ASEN,OID_ASEN,TIPO_VIAL,NOM_VIAL,KM,EDIFICIO,NUMERO,TIPO_VIAL1,NOM_VIAL1,DESTACAMEN,HORA,MINUTOS,HORARIO,INGRESO,DESHABITAD,PROCESO,VIOLENCIA,ARMA,PER_SOSP,ALIAS,CAT_SOS,DETENIDO,MOT_DET,DET_SPM,LESIONADO,FALLECIDOS,TRASL_HOSP,T_VEH_SOS,DESCRIP,REROBADO,OBJ_ROBADO,CANTIDAD,MONTO,RECUP_ART,CORP_ACUD,CIERRE_COR,LON,OID,LONG,LAT
220000078,30414,ROBO A CASA,1,2022-01-01,52,6,1,FRACCIONAMIENTO,MUNICIPIO LIBRE,223,CALLE,PASTORES,NA,NA,"242,,,",CALLE,PESCADORES,4,0,5,25,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,1,0,0,false,1,20,-102.26240000,1,-102.26247038,21.89557290
220001511,30414,ROBO A CASA,1,2022-01-01,52,6,7,FRACCIONAMIENTO,EL POTRERO,1200,CALLE,POTRERO DEL REY,NA,NA,"331,,,",CALLE,20 DE NOVIEMBRE,7,0,0,15,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI1,"2,28",36000,37500,false,1,1,-102.30940000,2,-102.30942079,22.22424539
220002413,30414,ROBO A CASA,1,2022-01-01,52,8,2,COMUNIDAD,EL EPAZOTE,715,CALLE,GOMEZ VILLANUEVA,NA,NA,",,,",CALLE,2 AMIGOS,7,0,0,27,8,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"8,11,14",0,3000,false,1,1,-101.86960000,3,-101.86960739,22.04457529
220003544,30414,ROBO A CASA,1,2022-01-01,52,8,1,FRACCIONAMIENTO,OJOCALIENTE I,190,CALLE,PALO ALTO,NA,NA,"419,,,",AVENIDA,OJOCALIENTE,4,0,0,1,3,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,11",0,0,false,1,1,-102.25510000,4,-102.25517788,21.88538769
220004180,30414,ROBO A CASA,1,2022-01-01,52,6,1,FRACCIONAMIENTO,JARDINES DE AGUASCALIENTES,255,CALLE,PASEO DE LA ASUNCION NORTE,NA,NA,"315,,,",CALLE,JARDIN DE SAN MARCOS,5,0,0,18,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,6,12,15",0,40000,false,1,1,-102.28630000,5,-102.28634939,21.86358998
220005128,30414,ROBO A CASA,1,2022-01-01,52,6,9,COMUNIDAD,CARBONERAS,1255,CALLE,BENITO JUAREZ,17,NA,",,,",CALLE,SD,7,0,0,18,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"5,11",0,5000,false,1,1,-102.24520000,6,-102.24523957,22.18060058
220005659,30414,ROBO A CASA,1,2022-01-01,52,8,1,FRACCIONAMIENTO,EL PUERTECITO,407,CALLE,PUERTO COATZACOALCOS,NA,NA,"215,,,",CALLE,PUERTO DE ENSENADA,3,0,0,27,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,2",0,0,false,1,1,-102.24720000,7,-102.24727052,21.93749657
220002493,30414,ROBO A CASA,1,2022-01-01,52,6,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,220,CALLE,JOSE MEDINA,NA,NA,"207,,,",CALLE,GILBERTO LOPEZ VELARDE,3,0,0,20,9,NO,false,false,9,2 HOMBRES 2 MUJERES,ND,8,0,N,N,0,0,false,REMOLQUE,N,NO,39,0,0,false,1,1,-102.25220000,8,-102.25228325,21.91547328
220010402,30414,ROBO A CASA,1,2022-01-02,52,7,1,CONJUNTO HABITACIONAL,VILLA TAURINA,390,CALLE,FERMIN ESPINOZA ARMILLITA,NA,120,",,,B",CALLE,MARIANO SALAS,5,23,16,24,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,6,-102.24810000,9,-102.24812398,21.86094547
220011557,30414,ROBO A CASA,1,2022-01-03,1,1,11,FRACCIONAMIENTO,LA RIBERA,1340,CALLE,SAN ANTONIO TLAYAPAN,NA,NA,"211,,,",AVENIDA,RIVERA DE CHAPALA,7,9,25,20,9,DESHABITADA,true,false,9,ND,ND,8,1,POSESION DROGA,N,0,0,false,N,N,NO,10,0,0,false,1,4,-102.25090000,10,-102.25092848,21.95271693
220006279,30414,ROBO A CASA,1,2022-01-02,52,7,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,AVENIDA,DEL REY,NA,NA,"208,A,,",CALLE,DE FISHER,5,0,0,25,9,NO,false,false,9,2 HOMBRES,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,1,-102.25220000,11,-102.25220000,21.84600000
220007083,30414,ROBO A CASA,1,2022-01-02,52,7,1,FRACCIONAMIENTO,MUJERES ILUSTRES,457,AVENIDA,MARGARITA MAZA DE JUAREZ,NA,NA,",,,",AVENIDA,DIAGONAL ALFIL,5,0,0,26,4,TERRENO,false,false,9,2 HOMBRES,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,6,-102.24990000,12,-102.24992446,21.84386134
220007594,30414,ROBO A CASA,1,2022-01-02,52,7,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,DEL DEPORTE Y CIENCIA,NA,NA,"132,B,,",AVENIDA,DEL REY,5,0,0,16,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"4,6,12,15,18,31,38",0,5000,false,1,23,-102.25260000,13,-102.25260000,21.84700000
220007823,30414,ROBO A CASA,1,2022-01-02,52,7,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,CALLE,DEL DEPORTE Y CIENCIA,NA,NA,"236,B,,",CALLE,DEL MATE,5,0,0,27,4,NO,false,false,9,HERMANO,ND,5,0,N,N,0,0,false,N,N,NO,4,0,0,false,1,1,-102.25100000,14,-102.25100000,21.84700000
220008382,30414,ROBO A CASA,1,2022-01-02,52,8,1,FRACCIONAMIENTO,JOSE GUADALUPE PERALTA GAMEZ,334,CALLE,ROSA TRILLO PALOS,NA,NA,"114,,,",CALLE,JOSE M RUIZ DE TEJADA Y OTAL,4,0,0,1,3,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,2,-102.24180000,15,-102.24180000,21.87200000
220008472,30414,ROBO A CASA,1,2022-01-01,52,6,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,AVENIDA,DEL REY,NA,NA,",,,",CALLE,DE LA ALIANZA,5,0,0,27,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,25,-102.25210000,16,-102.25210000,21.84700000
220010068,30414,ROBO A CASA,1,2022-01-02,52,7,1,FRACCIONAMIENTO,VILLA DE LAS FUENTES,385,CALLE,VILLA CABO SAN LUCAS,NA,NA,"119,A,,",AVENIDA,LOMA DEL CARDENAL,3,0,0,24,3,NO,false,false,9,ND,EL MION,8,0,N,N,0,0,false,N,N,NO,5,0,8000,false,1,1,-102.23700000,17,-102.23700000,21.91200000
220010317,30414,ROBO A CASA,1,2022-01-02,52,7,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,CALLE,LEOBARDO QUIROZ MORENO,NA,NA,",,,",AVENIDA,VALLE DE LOS ROMEROS,3,0,0,27,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,3,0,0,false,1,2,-102.26170000,18,-102.26170000,21.93800000
220010787,30414,ROBO A CASA,1,2022-01-03,1,1,1,FRACCIONAMIENTO,REAL DE HACIENDAS,307,CIRCUITO,HACIENDA SANTA LUCIA,NA,NA,"130,,,",N,N,4,0,0,11,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,2,6",0,0,false,1,1,-102.24120000,19,-102.24120000,21.88700000
220010995,30414,ROBO A CASA,1,2022-01-03,1,1,1,COLONIA,VICENTE GUERRERO,489,AVENIDA,REVOLUCION,NA,NA,"204,,,",CALLE,INDEPENDENCIA,2,0,0,25,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"3,5,14",0,0,false,1,23,-102.31600000,20,-102.31600000,21.84800000
220011047,30414,ROBO A CASA,1,2022-01-03,1,1,1,FRACCIONAMIENTO,OJOCALIENTE III,191,CALLE,ESTACION CAÑADA,NA,NA,"313,,,",CALLE,CAÑADA GRANDE,4,0,0,26,3,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,1,0,0,false,1,1,-102.24670000,21,-102.24670000,21.88100000
220011581,30414,ROBO A CASA,1,2022-01-03,1,1,1,FRACCIONAMIENTO,ANEXO BENITO PALOMINO DENA (CUMBRES II),482,CALLE,PENSADORES MEXICANOS ORIENTE,NA,NA,"1806,,,",CALLE,JUVENTINO DE LA TORRE,3,0,0,6,4,NO,false,false,9,YERNO,ND,5,0,N,N,0,0,false,N,N,NO,35,0,0,false,1,1,-102.24630000,22,-102.24630000,21.92200000
220012716,30414,ROBO A CASA,1,2022-01-03,1,1,1,NO APLICA,VIÑEDOS DEL SUR,633,CALLE,ALFREDO DE LARA ISAACS,NA,NA,"211,,,",CALLE,JOSE FLORES VACA,5,0,0,5,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,6,-102.27610000,23,-102.27610000,21.80800000
220012899,30414,ROBO A CASA,1,2022-01-03,1,8,1,CONDOMINIO,SAN GERARDO,391,AVENIDA,PASEO SAN GERARDO,NA,NA,"228,,72,",CALLE,DELICETO,2,0,0,1,2,SOLA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,5,0,0,false,1,1,-102.29380000,24,-102.29380000,21.80500000
220013363,30414,ROBO A CASA,1,2022-01-03,1,8,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,CERRO TAITA,NA,NA,"314,,,",CALLE,MONTE OKU,3,0,0,27,8,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,5000,false,1,7,-102.26230000,25,-102.26230000,21.94200000
220014300,30414,ROBO A CASA,1,2022-01-04,1,8,1,EJIDO,SALTO DE OJOCALIENTE,181,CALLE,BENITO JUAREZ,NA,NA,"211,,,",CALLE,GUADALUPE VICTORIA,5,0,0,1,4,SOLA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,5,8,12",0,30000,false,1,1,-102.25110000,26,-102.25110000,21.86700000
220014328,30414,ROBO A CASA,1,2022-01-04,1,2,1,FRACCIONAMIENTO,JARDINES DE LA CRUZ,256,CALLE,EUCALIPTO,NA,NA,"121,,,",CALLE,CEDRO,5,0,0,25,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.27280000,27,-102.27280000,21.87700000
220014875,30414,ROBO A CASA,1,2022-01-04,1,8,5,LOCALIDAD,CORRAL DE BARRANCOS,951,CALLE,EXPLANADA NUEVA,NA,NA,"116,,,",CALLE,ROSALES,7,0,0,27,4,TERRENO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI1,39,0,0,false,1,7,-102.32980000,28,-102.32980000,21.95100000
220015052,30414,ROBO A CASA,1,2022-01-04,1,2,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR ESTACION",354,CALLE,DOMINGO VELASCO,NA,NA,"1529,,,",AVENIDA,SALVADOR RANGEL LOPEZ,3,0,0,20,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,1500,false,1,1,-102.25610000,29,-102.25610000,21.94000000
220015074,30414,ROBO A CASA,1,2022-01-04,1,2,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,220,CALLE,JOSE MEDINA,NA,NA,"212,,,",CALLE,GILBERTO LOPEZ VELARDE,3,0,0,27,3,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"5,11",0,7500,false,1,1,-102.25220000,30,-102.25220000,21.91500000
220016064,30414,ROBO A CASA,1,2022-01-04,1,2,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,CALLE,HACIENDA MESILLAS,NA,NA,"126,,,",CALLE,HACIENDA SAN LORENZO,4,0,0,18,3,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI1,39,0,0,false,1,20,-102.24650000,31,-102.24650000,21.89200000
220016471,30414,ROBO A CASA,1,2022-01-04,1,8,1,FRACCIONAMIENTO,LOMAS DEL AJEDREZ,462,AVENIDA,DIAGONAL ALFIL,NA,NA,"348,B,,",CALLE,DEL MATE,5,0,0,1,5,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.25100000,32,-102.25100000,21.84500000
220017042,30414,ROBO A CASA,1,2022-01-04,1,2,1,FRACCIONAMIENTO,ANEXO BENITO PALOMINO DENA (CUMBRES II),482,CALLE,JUVENTINO DE LA TORRE,NA,NA,"136,,,",CALLE,PENSADORES MEXICANOS ORIENTE,3,0,0,22,4,NO,false,false,9,YERNO,ND,5,0,N,N,0,0,false,N,N,NO,18,0,0,false,1,1,-102.24650000,33,-102.24650000,21.92200000
220017210,30414,ROBO A CASA,1,2022-01-04,1,2,1,FRACCIONAMIENTO,PASEO DE LOS CACTUS,410,CALLE,OPUNTIA,NA,NA,"212,,,",CALLE,CUBAYA,4,0,0,22,9,NO,false,false,9,ND,"GLORIA, EL CIRUS",8,0,N,N,0,0,false,N,N,NO,"2,38",0,0,false,1,1,-102.23370000,34,-102.23370000,21.87700000
220017747,30414,ROBO A CASA,1,2022-01-04,1,8,1,FRACCIONAMIENTO,CAMPESTRE 1A SECCION,485,CALLE,FRONTERA,NA,NA,"195,,,",CALLE,DEL PRADO,6,0,0,1,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,14",0,0,false,1,1,-102.31710000,35,-102.31710000,21.92200000
220017804,30414,ROBO A CASA,1,2022-01-04,1,2,1,FRACCIONAMIENTO,LOMAS DEL CHAPULIN,463,CALLE,CAPULIN,NA,NA,"244,,,",CALLE,CELIDONIA,5,21,11,23,4,NO,false,false,9,1 HOMBRE,ND,8,1,SIN DATOS,ANDRES SAUCEDO ARANDAS 25 AÑOS,0,0,false,N,N,NO,36,0,0,false,1,4,-102.24370000,36,-102.24370000,21.85800000
220019094,30414,ROBO A CASA,1,2022-01-05,1,8,6,RURAL,LAS ANIMAS,1145,CARRETERA,71 NORTE,NA,NA,",,,",TERRACERIA,N,7,0,0,27,9,CONSTRUCCION,false,false,9,ND,ND,8,0,N,N,0,0,false,CARRETILLA,N,NO,"10,19",0,0,false,1,1,-102.26620000,37,-102.26620000,22.10000000
220019258,30414,ROBO A CASA,1,2022-01-05,1,3,1,FRACCIONAMIENTO,BENITO PALOMINO DENA,220,CALLE,ROBERTO JEFKINS RANGEL,NA,NA,",,,",CALLE,DOCTOR FRANCISCO GUEL JIMENEZ,3,10,7,20,1,DESHABITADA,false,false,9,3 HOMBRES,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.25020000,38,-102.25020000,21.91500000
220021665,30414,ROBO A CASA,1,2022-01-05,1,8,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,CALLE,HACIENDA GARABATO,NA,NA,"106,,,",CALLE,HACIENDA SAN JOSE DE GUADALUPE,4,0,0,1,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,6,15,38",0,15000,false,1,1,-102.24540000,39,-102.24540000,21.88900000
220021803,30414,ROBO A CASA,1,2022-01-05,1,3,11,FRACCIONAMIENTO,PASEOS DE LA PROVIDENCIA,1320,CALLE,PASEOS DE SANTA ELSA,NA,NA,"220,,,",CALLE,PASEOS DE SAN PABLO,7,0,0,27,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,14,0,0,false,1,1,-102.27370000,40,-102.27370000,22.02300000
220022435,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,ESPAÑA,171,CALLE,SALAMANCA,NA,NA,"146,,,",CALLE,ESPAÑA,2,0,15,25,4,NO,true,false,9,3 HOMBRES,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,21,-102.31280000,41,-102.31288257,21.86601940
220022878,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,EL PUERTECITO,407,CALLE,DEL PUERTO,NA,NA,"162,,,",CALLE,PUERTO DE VERACRUZ,3,0,0,19,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.24590000,42,-102.24598452,21.93735354
220023125,30414,ROBO A CASA,1,2022-01-06,1,4,6,FRACCIONAMIENTO,SANTA ISABEL,1141,CALLE,REAL DE CANANEA,NA,NA,",,,",CALLE,SD,7,0,0,20,4,NO,false,false,9,LUIS FERMANDO RAMOS ALFARO EL GALLO,SOBRINO,5,0,N,N,0,0,false,N,N,NO,28,2000,2000,false,1,2,-102.26670000,43,-102.26670000,22.08100000
220023822,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,CUMBRES III,674,CALLE,CRUCES,NA,NA,",,,",CALLE,SAUCEDO CRUZ,3,12,57,21,4,NO,false,false,9,2 HOMBRES,ND,8,1,SIN DATOS,JONATHAN MEDINA ESPARZA 26 AÑOS,0,0,false,CARRETILLA,N,NO,10,0,0,false,1,4,-102.23430000,44,-102.23430000,21.92800000
220023916,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,LAS CUMBRES,218,CALLE,CUATRO MILPAS,NA,NA,"603,,,",CALLE,SALVDOR REYES GALLEGOS,3,0,0,21,4,NO,false,false,9,2 HOMBRES 35 AÑOS,ND,8,0,N,N,0,0,false,N,N,NO,11,0,3000,false,1,1,-102.26610000,45,-102.26610000,21.91200000
220023926,30414,ROBO A CASA,1,2022-01-06,1,4,11,FRACCIONAMIENTO,SAN JOSE DEL BARRANCO,1301,CALLE,JUSTICIA,NA,NA,"314,,,",CALLE,EMPLEO,7,13,23,21,9,DESHABITADA,false,false,9,3 HOMBRES,DANIEL,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,2,-102.26240000,46,-102.26240000,22.07000000
220024638,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,VILLA MONTAÑA,601,CALLE,MONTE GESSI,NA,NA,"103,A,,",CALLE,FRANCISCO DE LA J HERRERA L,3,0,0,17,3,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,4,5,8,12,13,18,38",0,50000,false,1,1,-102.26190000,47,-102.26197735,21.93902055
220024651,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,SOLIDARIDAD II,193,CALLE,ATOTONITLAN,NA,NA,"138,,,",CALLE,XIUHNEL,5,0,0,18,3,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,7,11",0,0,false,1,1,-102.24420000,48,-102.24420000,21.86500000
220025393,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,LAS ANTORCHAS,656,CALLE,UNION,NA,NA,"321,,,",CALLE,FRATERNIDAD,4,0,0,23,3,NO,false,false,9,1 HOMBRE,ND,8,0,N,N,0,0,false,N,N,SI1,"5,8,11,38",0,0,false,1,20,-102.20870000,49,-102.20873178,21.86558260
220025565,30414,ROBO A CASA,1,2022-01-06,1,8,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,CALLE,HACIENDA SALTO DE LOS SALADO,NA,NA,"205,,,",CALLE,HACIENDA GRACIAS A DIOS,4,0,0,27,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,7,-102.24780000,50,-102.24780000,21.88500000
220026634,30414,ROBO A CASA,1,2022-01-07,1,5,5,COLONIA,EJIDAL,926,CALLE,16 DE SEPTIEMBRE,NA,NA,",,,",CALLE,15 DE SEPTIEMBRE,7,5,0,26,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,11,0,0,false,1,17,-102.35320000,51,-102.35320000,21.97000000
220026706,30414,ROBO A CASA,1,2022-01-07,1,5,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,CALLE,RIO IGUAZU,NA,NA,"121,,,",CALLE,RIO AGUANAVAL,3,7,0,19,9,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.24320000,52,-102.24320000,21.93700000
220026915,30414,ROBO A CASA,1,2022-01-07,1,5,1,COMUNIDAD,NORIAS DE OJOCALIENTE,14,CALLE,RUBI,NA,NA,"511,,,",CALLE,TOPACIO,4,9,19,20,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,2,-102.21520000,53,-102.21520000,21.88900000
220027222,30414,ROBO A CASA,1,2022-01-07,1,5,1,FRACCIONAMIENTO,VILLAS DEL RIO,416,CALLE,RIO AGUANAVAL,NA,NA,"334,,,",N,N,3,0,0,20,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,9,0,0,false,1,1,-102.24260000,54,-102.24260000,21.93700000
220027335,30414,ROBO A CASA,1,2022-01-07,1,5,6,RURAL,LAS ANIMAS,1145,CALLE,VENUSTIANO CARRANZA,NA,NA,"302,,,",N,N,7,0,0,2,4,NO,false,false,9,2 HOMBRES,EL MIGO,8,0,N,N,0,0,false,N,N,NO,"5,12",0,20000,false,1,1,-102.26880000,55,-102.26880000,22.08800000
220028000,30414,ROBO A CASA,1,2022-01-07,1,5,10,RURAL,EL RETOÑO,1292,CALLE,EUCALIPTO,NA,NA,"508,,,",CALLE,JACARANDA,7,0,0,9,9,NO,false,false,9,INQUILINO,ND,1,0,N,N,0,0,false,N,N,NO,10,0,16000,false,1,1,-102.16750000,56,-102.16750000,21.83800000
220028028,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,PASEOS DE SAN ANTONIO,634,CALLE,ATICA,NA,NA,"204,,,",AVENIDA,DE LAS PRESAS,5,0,0,27,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,39,0,0,false,1,1,-102.26630000,57,-102.26630000,21.81200000
220028278,30414,ROBO A CASA,1,2022-01-07,1,8,1,FRACCIONAMIENTO,HACIENDAS DE AGUASCALIENTES,530,CALLE,HACIENDA MESILLAS,NA,NA,"126,,,",CALLE,HACIENDA SAN LORENZO,4,0,0,1,9,DESHABITADA,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI,10,0,6000,false,1,1,-102.24650000,58,-102.24650000,21.89200000
220028338,30414,ROBO A CASA,1,2022-01-07,1,5,5,FRACCIONAMIENTO,PASEOS DE J. GOMEZ PORTUGAL,915,CALLE,PASEO GOMEZ PORTUGAL,NA,NA,"103,,,",CALLE,PASEO VALLADOLID,7,0,0,18,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.28870000,59,-102.28870000,22.00300000
220028690,30414,ROBO A CASA,1,2022-01-07,1,5,5,NINGUNO,VILLAS DE GUADALUPE,1065,CARRETERA,A EMILIANO ZAPATA,NA,NA,"105,,,",CALLE,SD,7,0,0,18,6,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"5,11",0,14000,false,1,2,-102.32290000,60,-102.32290000,22.01300000
220029482,30414,ROBO A CASA,1,2022-01-06,1,4,1,FRACCIONAMIENTO,CIRCUNVALACION NORTE,243,CALLE,ROBLE,NA,NA,"333,,,",CALLE,ALFREDO LEWIS,6,0,0,4,9,NO,false,false,9,1 HOMBRE,ND,8,0,N,N,0,0,false,N,N,NO,12,0,0,false,1,2,-102.29930000,61,-102.29930000,21.89700000
220030161,30414,ROBO A CASA,1,2022-01-08,1,6,1,CONDOMINIO,BOSQUE SERENO,682,AVENIDA,BOSQUE SERENO,NA,NA,"23,,,",AVENIDA,DEL VALLE,6,0,0,25,3,NO,false,false,9,ND,ND,8,1,FALTA ADMINISTRATIVA,DIEGO ALBERTOCUEVAS GARCIA 19 AÑOS,0,0,false,N,N,NO,14,0,0,false,1,4,-102.32510000,62,-102.32510000,21.88100000
220030714,30414,ROBO A CASA,1,2022-01-08,1,6,1,FRACCIONAMIENTO,"VILLA DE NUESTRA SEÑORA DE LA ASUNCION, SECTOR SAN MARCOS",580,CALLE,FELIPE II,NA,NA,"248,,,",CALLE,ERMITA DE SAN SEBASTIAN,3,0,0,26,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,10,0,0,false,1,1,-102.26240000,63,-102.26240000,21.92800000
220030842,30414,ROBO A CASA,1,2022-01-08,1,6,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,CALLE,SAN JOSE DE LOS REYNOSO,NA,NA,"304,,,",CALLE,SAN JUAN DE LOS LAGOS,6,0,0,19,1,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI,10,0,0,false,1,2,-102.30910000,64,-102.30910000,21.91300000
220030842,30414,ROBO A CASA,1,2022-01-08,1,8,1,FRACCIONAMIENTO,BOSQUES DEL PRADO SUR,153,CALLE,SAN JOSE DE LOS REYNOSO,NA,NA,"304,,,",CALLE,SAN JUAN DE LOS LAGOS,6,0,0,27,1,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,SI1,10,0,0,false,20,1,-102.30910000,65,-102.30910000,21.91300000
220031194,30414,ROBO A CASA,1,2022-01-08,1,6,5,CONDOMINIO,RUISEÑORES II,1023,CALLE,GAVIOTA,NA,NA,"114,D,,",AVENIDA,RUISEÑOR,7,0,0,13,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"10,12,19,38",0,15000,false,1,1,-102.33070000,66,-102.33070000,21.96800000
220031238,30414,ROBO A CASA,1,2022-01-08,1,8,1,FRACCIONAMIENTO,EL PUERTECITO,407,CALLE,DEL PUERTO,NA,NA,"205,,,",CALLE,PUERTO DE VERACRUZ,3,0,0,1,5,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"2,10",0,0,false,1,1,-102.24620000,67,-102.24620000,21.93700000
220031768,30414,ROBO A CASA,1,2022-01-08,1,6,1,SUBDIVISION,BARRANCA DE GUADALUPE,361,CALLE,COLORIN,NA,NA,"114,,,",CALLE,NOGAL,2,0,0,2,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"1,6,8,11",0,0,false,1,1,-102.31460000,68,-102.31460000,21.87000000
220033966,30414,ROBO A CASA,1,2022-01-08,1,6,7,FRACCIONAMIENTO,LA ESTANCIA DE CHORA,1172,AVENIDA,RUTA DE LA PLATA,NA,NA,"302,,,",CALLE,MIXTLI,7,0,0,9,4,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,"5,10,11,14",0,12000,false,1,1,-102.30840000,69,-102.30840000,22.23200000
220034037,30414,ROBO A CASA,1,2022-01-08,1,6,1,FRACCIONAMIENTO,SOLIDARIDAD II,193,CALLE,ZACATECO,NA,NA,"207,,,",CALLE,PAPALOTE,5,0,0,23,9,NO,false,false,9,ND,ND,8,0,N,N,0,0,false,N,N,NO,35,0,3000,false,1,1,-102.24600000,70,-102.24600000,21.86200000
